layer_record_id	layer_membership	traversal_status	decision_id	integration_id	promotion_id	module	module_route	queue_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	target_graph_modules	promotion_class	promotion_confidence	evidence_confidence_tier	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	independent_literature_support_status	independent_literature_source_count	exact_pair_status	effect_polarity	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	primary_citation	corroborating_citation	additional_corroborating_citation	primary_and_corroborating_citations	source_registry	source_record_id	source_registries	source_record_ids	tflink_source_database	tflink_detection_method	tflink_pubmed_id	tflink_source_url	tflink_raw_snapshot_path	tflink_raw_snapshot_sha256	source_review_file	review_notes	near_match_exclusions	source_exportable	module_stage_status	module_materialization_allowed	screening_decision	module_owner_review_status	materialization_status	regulator_role_class	canonical_role_status	sci_context_status	materialization_lane	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_promotion_lane	candidate_for_later_materialization	canonical_materialization_allowed	decision_basis
PTF-SCREEN-PTF-MODULE-catalog_only-000442	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000442	PTF-MODULE-catalog_only-000442	public_tf_comprehensive_2499	catalog_only	general_public_interaction_catalog	znf136|mt-nd1|human	ZNF136	ZNF136	MT-ND1	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF136_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	TFLink	tflink:human:001551:03731fed61a5	TFLink	tflink:human:001551:03731fed61a5	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P52737.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P52737_targets.tsv	942dcbb41932f79ec809f71f5d0be6d9cfb1917bc07398aa31df731aeda88f24	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000443	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000443	PTF-MODULE-catalog_only-000443	public_tf_comprehensive_2500	catalog_only	general_public_interaction_catalog	znf138|cwc25|human	ZNF138	ZNF138	CWC25	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001557:88e99d622849	TFLink	tflink:human:001557:88e99d622849	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P52744.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P52744_targets.tsv	2ea80254ed4350ab25fb73393e7c2212d793dd4e42997944846c788eba9bba61	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000444	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000444	PTF-MODULE-catalog_only-000444	public_tf_comprehensive_2501	catalog_only	general_public_interaction_catalog	znf138|nol6|human	ZNF138	ZNF138	NOL6	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001557:88e99d622849	TFLink	tflink:human:001557:88e99d622849	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P52744.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P52744_targets.tsv	2ea80254ed4350ab25fb73393e7c2212d793dd4e42997944846c788eba9bba61	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000445	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000445	PTF-MODULE-catalog_only-000445	public_tf_comprehensive_2502	catalog_only	general_public_interaction_catalog	znf138|ttc1|human	ZNF138	ZNF138	TTC1	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001557:88e99d622849	TFLink	tflink:human:001557:88e99d622849	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P52744.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P52744_targets.tsv	2ea80254ed4350ab25fb73393e7c2212d793dd4e42997944846c788eba9bba61	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000446	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000446	PTF-MODULE-catalog_only-000446	public_tf_comprehensive_2504	catalog_only	general_public_interaction_catalog	znf155|c1orf159|human	ZNF155	ZNF155	C1orf159	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001544:60f5844d7e32	TFLink	tflink:human:001544:60f5844d7e32	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q12901.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q12901_targets.tsv	2e7ba3b3501e62f5acab3ab296ad36c5dec603e268be4a478d71892f89fe2946	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000447	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000447	PTF-MODULE-catalog_only-000447	public_tf_comprehensive_2505	catalog_only	general_public_interaction_catalog	znf155|tsc22d4|human	ZNF155	ZNF155	TSC22D4	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001544:60f5844d7e32	TFLink	tflink:human:001544:60f5844d7e32	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q12901.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q12901_targets.tsv	2e7ba3b3501e62f5acab3ab296ad36c5dec603e268be4a478d71892f89fe2946	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000448	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000448	PTF-MODULE-catalog_only-000448	public_tf_comprehensive_2514	catalog_only	general_public_interaction_catalog	znf169|ankrd54|human	ZNF169	ZNF169	ANKRD54	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF169_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	TFLink	tflink:human:001215:ea07f12e7b7e	TFLink	tflink:human:001215:ea07f12e7b7e	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14929.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14929_targets.tsv	12f7fbfed255c8b0fc6a89a475a9527f754d5445cd477f72bbdd15a8f2626027	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000449	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000449	PTF-MODULE-catalog_only-000449	public_tf_comprehensive_2515	catalog_only	general_public_interaction_catalog	znf169|arf3|human	ZNF169	ZNF169	ARF3	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF169_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	TFLink	tflink:human:001215:ea07f12e7b7e	TFLink	tflink:human:001215:ea07f12e7b7e	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14929.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14929_targets.tsv	12f7fbfed255c8b0fc6a89a475a9527f754d5445cd477f72bbdd15a8f2626027	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000450	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000450	PTF-MODULE-catalog_only-000450	public_tf_comprehensive_2516	catalog_only	general_public_interaction_catalog	znf169|arhgap24|human	ZNF169	ZNF169	ARHGAP24	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF169_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	TFLink	tflink:human:001215:ea07f12e7b7e	TFLink	tflink:human:001215:ea07f12e7b7e	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14929.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14929_targets.tsv	12f7fbfed255c8b0fc6a89a475a9527f754d5445cd477f72bbdd15a8f2626027	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000451	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000451	PTF-MODULE-catalog_only-000451	public_tf_comprehensive_2519	catalog_only	general_public_interaction_catalog	znf174|rnf216|human	ZNF174	ZNF174	RNF216	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/protein/q15697/;https://pubmed.ncbi.nlm.nih.gov/27924024/	TFLink	tflink:human:001596:928db42cb398	TFLink	tflink:human:001596:928db42cb398	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15697.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15697_targets.tsv	661f7fc9527d493a5bb79ae14cdb69a1c46c4ada3e7fe9ad0bfbd246fe78ca3e	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000452	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000452	PTF-MODULE-catalog_only-000452	public_tf_comprehensive_2529	catalog_only	general_public_interaction_catalog	znf19|casc3|human	ZNF19	ZNF19	CASC3	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF19_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	TFLink	tflink:human:001478:ff86ecacc572	TFLink	tflink:human:001478:ff86ecacc572	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17023.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17023_targets.tsv	8ada2e720f64f7029f67fa997033311e1bdffbb76c1282b76c43a10e557bcd8b	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
PTF-SCREEN-PTF-MODULE-catalog_only-000453	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-catalog_only-000453	PTF-MODULE-catalog_only-000453	public_tf_comprehensive_2530	catalog_only	general_public_interaction_catalog	znf19|cbx3|human	ZNF19	ZNF19	CBX3	human		tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF19_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	TFLink	tflink:human:001478:ff86ecacc572	TFLink	tflink:human:001478:ff86ecacc572	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17023.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17023_targets.tsv	8ada2e720f64f7029f67fa997033311e1bdffbb76c1282b76c43a10e557bcd8b	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	catalog_only_no_explicit_module_route	false	retain_catalog_only	not_selected_no_module_route	catalog_only_no_module_route	unresolved_regulator_role	unresolved	not_applicable	catalog_only_external_context	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	no_module_route	false	false	A/B/C evidence is exportable, but no explicit target_graph_modules route is available for module selection.
