ligand	receptor	ligand_components	receptor_components	resource	source_record_id	pathway_name	annotation	evidence	cofactor_annotations	version	direct_lr_candidate
Col6a2	Cd44	Col6a2	Cd44	CellChatDB.mouse	COL6A2_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a3	Cd44	Col6a3	Cd44	CellChatDB.mouse	COL6A3_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a4	Cd44	Col6a4	Cd44	CellChatDB.mouse	COL6A4_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a5	Cd44	Col6a5	Cd44	CellChatDB.mouse	COL6A5_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a6	Cd44	Col6a6	Cd44	CellChatDB.mouse	COL6A6_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a1	Cd44	Col9a1	Cd44	CellChatDB.mouse	COL9A1_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a2	Cd44	Col9a2	Cd44	CellChatDB.mouse	COL9A2_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a3	Cd44	Col9a3	Cd44	CellChatDB.mouse	COL9A3_CD44	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama1	Cd44	Lama1	Cd44	CellChatDB.mouse	LAMA1_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama2	Cd44	Lama2	Cd44	CellChatDB.mouse	LAMA2_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama3	Cd44	Lama3	Cd44	CellChatDB.mouse	LAMA3_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama4	Cd44	Lama4	Cd44	CellChatDB.mouse	LAMA4_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama5	Cd44	Lama5	Cd44	CellChatDB.mouse	LAMA5_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb1	Cd44	Lamb1	Cd44	CellChatDB.mouse	LAMB1_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb2	Cd44	Lamb2	Cd44	CellChatDB.mouse	LAMB2_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb3	Cd44	Lamb3	Cd44	CellChatDB.mouse	LAMB3_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc1	Cd44	Lamc1	Cd44	CellChatDB.mouse	LAMC1_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc2	Cd44	Lamc2	Cd44	CellChatDB.mouse	LAMC2_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc3	Cd44	Lamc3	Cd44	CellChatDB.mouse	LAMC3_CD44	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col1a1	Sdc1	Col1a1	Sdc1	CellChatDB.mouse	COL1A1_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col1a2	Sdc1	Col1a2	Sdc1	CellChatDB.mouse	COL1A2_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col2a1	Sdc1	Col2a1	Sdc1	CellChatDB.mouse	COL2A1_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a1	Sdc1	Col4a1	Sdc1	CellChatDB.mouse	COL4A1_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a2	Sdc1	Col4a2	Sdc1	CellChatDB.mouse	COL4A2_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a3	Sdc1	Col4a3	Sdc1	CellChatDB.mouse	COL4A3_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a4	Sdc1	Col4a4	Sdc1	CellChatDB.mouse	COL4A4_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a5	Sdc1	Col4a5	Sdc1	CellChatDB.mouse	COL4A5_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a6	Sdc1	Col4a6	Sdc1	CellChatDB.mouse	COL4A6_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a1	Sdc1	Col6a1	Sdc1	CellChatDB.mouse	COL6A1_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a2	Sdc1	Col6a2	Sdc1	CellChatDB.mouse	COL6A2_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a3	Sdc1	Col6a3	Sdc1	CellChatDB.mouse	COL6A3_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a4	Sdc1	Col6a4	Sdc1	CellChatDB.mouse	COL6A4_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a5	Sdc1	Col6a5	Sdc1	CellChatDB.mouse	COL6A5_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a6	Sdc1	Col6a6	Sdc1	CellChatDB.mouse	COL6A6_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a1	Sdc1	Col9a1	Sdc1	CellChatDB.mouse	COL9A1_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a2	Sdc1	Col9a2	Sdc1	CellChatDB.mouse	COL9A2_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a3	Sdc1	Col9a3	Sdc1	CellChatDB.mouse	COL9A3_SDC1	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Fn1	Sdc1	Fn1	Sdc1	CellChatDB.mouse	FN1_SDC1	FN1	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnc	Sdc1	Tnc	Sdc1	CellChatDB.mouse	TNC_SDC1	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnr	Sdc1	Tnr	Sdc1	CellChatDB.mouse	TNR_SDC1	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnn	Sdc1	Tnn	Sdc1	CellChatDB.mouse	TNN_SDC1	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnxb	Sdc1	Tnxb	Sdc1	CellChatDB.mouse	TNXB_SDC1	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs1	Sdc1	Thbs1	Sdc1	CellChatDB.mouse	THBS1_SDC1	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs2	Sdc1	Thbs2	Sdc1	CellChatDB.mouse	THBS2_SDC1	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs3	Sdc1	Thbs3	Sdc1	CellChatDB.mouse	THBS3_SDC1	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs4	Sdc1	Thbs4	Sdc1	CellChatDB.mouse	THBS4_SDC1	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Comp	Sdc1	Comp	Sdc1	CellChatDB.mouse	COMP_SDC1	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col1a1	Sdc4	Col1a1	Sdc4	CellChatDB.mouse	COL1A1_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col1a2	Sdc4	Col1a2	Sdc4	CellChatDB.mouse	COL1A2_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col2a1	Sdc4	Col2a1	Sdc4	CellChatDB.mouse	COL2A1_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a1	Sdc4	Col4a1	Sdc4	CellChatDB.mouse	COL4A1_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a2	Sdc4	Col4a2	Sdc4	CellChatDB.mouse	COL4A2_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a3	Sdc4	Col4a3	Sdc4	CellChatDB.mouse	COL4A3_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a4	Sdc4	Col4a4	Sdc4	CellChatDB.mouse	COL4A4_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a5	Sdc4	Col4a5	Sdc4	CellChatDB.mouse	COL4A5_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a6	Sdc4	Col4a6	Sdc4	CellChatDB.mouse	COL4A6_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a1	Sdc4	Col6a1	Sdc4	CellChatDB.mouse	COL6A1_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a2	Sdc4	Col6a2	Sdc4	CellChatDB.mouse	COL6A2_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a3	Sdc4	Col6a3	Sdc4	CellChatDB.mouse	COL6A3_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a4	Sdc4	Col6a4	Sdc4	CellChatDB.mouse	COL6A4_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a5	Sdc4	Col6a5	Sdc4	CellChatDB.mouse	COL6A5_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a6	Sdc4	Col6a6	Sdc4	CellChatDB.mouse	COL6A6_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a1	Sdc4	Col9a1	Sdc4	CellChatDB.mouse	COL9A1_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a2	Sdc4	Col9a2	Sdc4	CellChatDB.mouse	COL9A2_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a3	Sdc4	Col9a3	Sdc4	CellChatDB.mouse	COL9A3_SDC4	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Fn1	Sdc4	Fn1	Sdc4	CellChatDB.mouse	FN1_SDC4	FN1	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnc	Sdc4	Tnc	Sdc4	CellChatDB.mouse	TNC_SDC4	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnr	Sdc4	Tnr	Sdc4	CellChatDB.mouse	TNR_SDC4	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnn	Sdc4	Tnn	Sdc4	CellChatDB.mouse	TNN_SDC4	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Tnxb	Sdc4	Tnxb	Sdc4	CellChatDB.mouse	TNXB_SDC4	TENASCIN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs1	Sdc4	Thbs1	Sdc4	CellChatDB.mouse	THBS1_SDC4	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs2	Sdc4	Thbs2	Sdc4	CellChatDB.mouse	THBS2_SDC4	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs3	Sdc4	Thbs3	Sdc4	CellChatDB.mouse	THBS3_SDC4	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs4	Sdc4	Thbs4	Sdc4	CellChatDB.mouse	THBS4_SDC4	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Comp	Sdc4	Comp	Sdc4	CellChatDB.mouse	COMP_SDC4	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama1	Sv2a	Lama1	Sv2a	CellChatDB.mouse	LAMA1_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama2	Sv2a	Lama2	Sv2a	CellChatDB.mouse	LAMA2_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama3	Sv2a	Lama3	Sv2a	CellChatDB.mouse	LAMA3_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama4	Sv2a	Lama4	Sv2a	CellChatDB.mouse	LAMA4_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama5	Sv2a	Lama5	Sv2a	CellChatDB.mouse	LAMA5_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb1	Sv2a	Lamb1	Sv2a	CellChatDB.mouse	LAMB1_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb2	Sv2a	Lamb2	Sv2a	CellChatDB.mouse	LAMB2_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb3	Sv2a	Lamb3	Sv2a	CellChatDB.mouse	LAMB3_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc1	Sv2a	Lamc1	Sv2a	CellChatDB.mouse	LAMC1_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc2	Sv2a	Lamc2	Sv2a	CellChatDB.mouse	LAMC2_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc3	Sv2a	Lamc3	Sv2a	CellChatDB.mouse	LAMC3_SV2A	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama1	Sv2b	Lama1	Sv2b	CellChatDB.mouse	LAMA1_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama2	Sv2b	Lama2	Sv2b	CellChatDB.mouse	LAMA2_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama3	Sv2b	Lama3	Sv2b	CellChatDB.mouse	LAMA3_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama4	Sv2b	Lama4	Sv2b	CellChatDB.mouse	LAMA4_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama5	Sv2b	Lama5	Sv2b	CellChatDB.mouse	LAMA5_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb1	Sv2b	Lamb1	Sv2b	CellChatDB.mouse	LAMB1_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb2	Sv2b	Lamb2	Sv2b	CellChatDB.mouse	LAMB2_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb3	Sv2b	Lamb3	Sv2b	CellChatDB.mouse	LAMB3_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc1	Sv2b	Lamc1	Sv2b	CellChatDB.mouse	LAMC1_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc2	Sv2b	Lamc2	Sv2b	CellChatDB.mouse	LAMC2_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc3	Sv2b	Lamc3	Sv2b	CellChatDB.mouse	LAMC3_SV2B	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama1	Sv2c	Lama1	Sv2c	CellChatDB.mouse	LAMA1_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama2	Sv2c	Lama2	Sv2c	CellChatDB.mouse	LAMA2_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama3	Sv2c	Lama3	Sv2c	CellChatDB.mouse	LAMA3_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama4	Sv2c	Lama4	Sv2c	CellChatDB.mouse	LAMA4_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama5	Sv2c	Lama5	Sv2c	CellChatDB.mouse	LAMA5_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb1	Sv2c	Lamb1	Sv2c	CellChatDB.mouse	LAMB1_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb2	Sv2c	Lamb2	Sv2c	CellChatDB.mouse	LAMB2_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb3	Sv2c	Lamb3	Sv2c	CellChatDB.mouse	LAMB3_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc1	Sv2c	Lamc1	Sv2c	CellChatDB.mouse	LAMC1_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc2	Sv2c	Lamc2	Sv2c	CellChatDB.mouse	LAMC2_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc3	Sv2c	Lamc3	Sv2c	CellChatDB.mouse	LAMC3_SV2C	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs1	Cd36	Thbs1	Cd36	CellChatDB.mouse	THBS1_CD36	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs2	Cd36	Thbs2	Cd36	CellChatDB.mouse	THBS2_CD36	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs3	Cd36	Thbs3	Cd36	CellChatDB.mouse	THBS3_CD36	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs4	Cd36	Thbs4	Cd36	CellChatDB.mouse	THBS4_CD36	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Comp	Cd36	Comp	Cd36	CellChatDB.mouse	COMP_CD36	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Vwf	Gp1ba_Gp1bb_Gp5_Gp9	Vwf	Gp1ba|Gp1bb|Gp5|Gp9	CellChatDB.mouse	VWF_GP1BA_GP1BB_GP5_GP9	VWF	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col1a1	Gp6	Col1a1	Gp6	CellChatDB.mouse	COL1A1_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col1a2	Gp6	Col1a2	Gp6	CellChatDB.mouse	COL1A2_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col2a1	Gp6	Col2a1	Gp6	CellChatDB.mouse	COL2A1_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a1	Gp6	Col4a1	Gp6	CellChatDB.mouse	COL4A1_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a2	Gp6	Col4a2	Gp6	CellChatDB.mouse	COL4A2_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a3	Gp6	Col4a3	Gp6	CellChatDB.mouse	COL4A3_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a4	Gp6	Col4a4	Gp6	CellChatDB.mouse	COL4A4_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a5	Gp6	Col4a5	Gp6	CellChatDB.mouse	COL4A5_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col4a6	Gp6	Col4a6	Gp6	CellChatDB.mouse	COL4A6_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a1	Gp6	Col6a1	Gp6	CellChatDB.mouse	COL6A1_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a2	Gp6	Col6a2	Gp6	CellChatDB.mouse	COL6A2_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a3	Gp6	Col6a3	Gp6	CellChatDB.mouse	COL6A3_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a4	Gp6	Col6a4	Gp6	CellChatDB.mouse	COL6A4_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a5	Gp6	Col6a5	Gp6	CellChatDB.mouse	COL6A5_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col6a6	Gp6	Col6a6	Gp6	CellChatDB.mouse	COL6A6_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a1	Gp6	Col9a1	Gp6	CellChatDB.mouse	COL9A1_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a2	Gp6	Col9a2	Gp6	CellChatDB.mouse	COL9A2_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Col9a3	Gp6	Col9a3	Gp6	CellChatDB.mouse	COL9A3_GP6	COLLAGEN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs1	Cd47	Thbs1	Cd47	CellChatDB.mouse	THBS1_CD47	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs2	Cd47	Thbs2	Cd47	CellChatDB.mouse	THBS2_CD47	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs3	Cd47	Thbs3	Cd47	CellChatDB.mouse	THBS3_CD47	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Thbs4	Cd47	Thbs4	Cd47	CellChatDB.mouse	THBS4_CD47	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Comp	Cd47	Comp	Cd47	CellChatDB.mouse	COMP_CD47	THBS	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Agrn	Dag1	Agrn	Dag1	CellChatDB.mouse	AGRN_DAG1	AGRN	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Hspg2	Dag1	Hspg2	Dag1	CellChatDB.mouse	HSPG2_DAG1	HSPG	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama1	Dag1	Lama1	Dag1	CellChatDB.mouse	LAMA1_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama2	Dag1	Lama2	Dag1	CellChatDB.mouse	LAMA2_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama3	Dag1	Lama3	Dag1	CellChatDB.mouse	LAMA3_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama4	Dag1	Lama4	Dag1	CellChatDB.mouse	LAMA4_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lama5	Dag1	Lama5	Dag1	CellChatDB.mouse	LAMA5_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb1	Dag1	Lamb1	Dag1	CellChatDB.mouse	LAMB1_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb2	Dag1	Lamb2	Dag1	CellChatDB.mouse	LAMB2_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamb3	Dag1	Lamb3	Dag1	CellChatDB.mouse	LAMB3_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc1	Dag1	Lamc1	Dag1	CellChatDB.mouse	LAMC1_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc2	Dag1	Lamc2	Dag1	CellChatDB.mouse	LAMC2_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Lamc3	Dag1	Lamc3	Dag1	CellChatDB.mouse	LAMC3_DAG1	LAMININ	ECM-Receptor	KEGG: mmu04512		CellChatDB v1	true
Anxa1	Fpr2_Fpr3	Anxa1	Fpr2|Fpr3	CellChatDB.mouse	ANXA1_FPR2_LXA4	ANNEXIN	Secreted Signaling	PMID: 22610094		CellChatDB v1	true
App	Cd74	App	Cd74	CellChatDB.mouse	APP_CD74	APP	Cell-Cell Contact	PMID: 19849849		CellChatDB v1	true
Bst2	Pira2	Bst2	Pira2	CellChatDB.mouse	BST2_PIRA2	BST2	Cell-Cell Contact	PMID: 19564354		CellChatDB v1	true
Cadm1	Cadm1	Cadm1	Cadm1	CellChatDB.mouse	CADM1_CADM1	CADM	Cell-Cell Contact	PMID: 24503895		CellChatDB v1	true
Cadm3	Cadm3	Cadm3	Cadm3	CellChatDB.mouse	CADM3_CADM3	CADM	Cell-Cell Contact	KEGG: mmu04514		CellChatDB v1	true
Cd1d2	Pira2	Cd1d2	Pira2	CellChatDB.mouse	CD1D2_PIRA2	CD1D2	Cell-Cell Contact	PMID: 19124746		CellChatDB v1	true
Cd200	Cd200r1	Cd200	Cd200r1	CellChatDB.mouse	CD200_CD200R1	CD200	Cell-Cell Contact	PMID: 15187158		CellChatDB v1	true
Cd200	Cd200r2	Cd200	Cd200r2	CellChatDB.mouse	CD200_CD200R2	CD200	Cell-Cell Contact	KEGG: mmu04514		CellChatDB v1	true
Cd200	Cd200r3	Cd200	Cd200r3	CellChatDB.mouse	CD200_CD200R3	CD200	Cell-Cell Contact	PMID: 22020332		CellChatDB v1	true
Cd200	Cd200r4	Cd200	Cd200r4	CellChatDB.mouse	CD200_CD200R4	CD200	Cell-Cell Contact	KEGG: mmu04514		CellChatDB v1	true
Fcer2a	Itgam_Itgb2	Fcer2a	Itgam|Itgb2	CellChatDB.mouse	FCER2A_ITGAM_ITGB2	CD23	Cell-Cell Contact	PMID: 7621072		CellChatDB v1	true
Fcer2a	Itgax_Itgb2	Fcer2a	Itgax|Itgb2	CellChatDB.mouse	FCER2A_ITGAX_ITGB2	CD23	Cell-Cell Contact	PMID: 7621072		CellChatDB v1	true
Fcer2a	Itgav_Itgb3	Fcer2a	Itgav|Itgb3	CellChatDB.mouse	FCER2A_ITGAV_ITGB3	CD23	Cell-Cell Contact	PMID: 10037797		CellChatDB v1	true
Fcer2a	Cr2	Fcer2a	Cr2	CellChatDB.mouse	FCER2A_CR2	CD23	Cell-Cell Contact	PMID: 16785534		CellChatDB v1	true
Cd34	Selp	Cd34	Selp	CellChatDB.mouse	CD34_SELP	CD34	Cell-Cell Contact	PMID: 18606703		CellChatDB v1	true
Entpd1	Adora1	Entpd1	Adora1	CellChatDB.mouse	ENTPD1_ADORA1	CD39	Cell-Cell Contact	PMID: 21677139		CellChatDB v1	true
Entpd1	Adora2a	Entpd1	Adora2a	CellChatDB.mouse	ENTPD1_ADORA2A	CD39	Cell-Cell Contact	PMID: 21677139		CellChatDB v1	true
Entpd1	Adora2b	Entpd1	Adora2b	CellChatDB.mouse	ENTPD1_ADORA2B	CD39	Cell-Cell Contact	PMID: 21677139		CellChatDB v1	true
Entpd1	Tmigd3	Entpd1	Tmigd3	CellChatDB.mouse	ENTPD1_TMIGD3	CD39	Cell-Cell Contact	PMID: 21677139		CellChatDB v1	true
