evidence_id	edge_id	source_kind	source_locator	support_kind	species_support	source_species_detail	source_scope	assay_or_perturbation	relation_type	pathway_or_branch	confidence_tier	citation_note	evidence_summary	limitations
M24A-B001-EVID-077	M24A-E045	primary_research_paper	PMID:11062498; PMID:11786503; PMCID:PMC1573107	ligand_receptor_pharmacology	guinea-pig comparator	Native tissue and recombinant tachykinin systems	duplicate hemokinin-1-Tacr3 seed	Agonist concentration-response	ligand_receptor_activation	hemokinin-1-Tacr3 low-potency comparator relay	medium-low	Primary tachykinin pharmacology	Duplicate GtoPdb hemokinin-1-Tacr3 seed maps to existing M24A-E045.	Weak potency; no SCI evidence.
M24A-B001-EVID-078	M24A-E046	primary_research_paper	PMID:9276127; PMID:30359406; PMCID:PMC6201908	ligand_receptor_pharmacology	human;mouse comparator	Recombinant NK1 and native tissue systems	duplicate neurokinin-A-Tacr1 seed	Binding; calcium/cAMP; native tissue pharmacology	ligand_receptor_activation	neurokinin A-Tacr1 comparator relay	high	Primary tachykinin receptor studies	Duplicate GtoPdb NKA-Tacr1 seed maps to existing M24A-E046.	No injury-induced release established.
M24A-B001-EVID-079	M24A-E047	primary_research_paper	PMID:9276127; PMID:30359406; PMCID:PMC6201908	ligand_receptor_pharmacology	human;mouse comparator	Recombinant NK2 and native tissue systems	duplicate neurokinin-A-Tacr2 seed	Binding; calcium/cAMP; native tissue pharmacology	ligand_receptor_activation	neurokinin A-Tacr2 preferred comparator relay	high	Primary tachykinin receptor studies	Duplicate GtoPdb NKA-Tacr2 seed maps to existing M24A-E047.	No direct NKA-Tacr2 SCI intervention.
M24A-B001-EVID-080	M24A-E048	primary_research_paper	PMID:1374246; PMID:7688872	ligand_receptor_pharmacology	human comparator	Cloned NK3 systems	duplicate neurokinin-A-Tacr3 seed	Receptor binding and signaling	ligand_receptor_activation	neurokinin A-Tacr3 weak cross-reactivity	medium-low	Primary tachykinin pharmacology	Duplicate GtoPdb NKA-Tacr3 seed maps to existing M24A-E048.	Low potency; no SCI evidence.
M24A-B001-EVID-081	M24A-E049	primary_research_paper	PMID:1374246; PMID:7688872	ligand_receptor_pharmacology	human comparator	Cloned NK1 systems	duplicate neurokinin-B-Tacr1 seed	Binding and receptor-effector assays	ligand_receptor_binding	neurokinin B-Tacr1 low-affinity comparator	low	Primary tachykinin pharmacology	Duplicate GtoPdb NKB-Tacr1 seed maps to existing M24A-E049.	No strong function or SCI evidence.
M24A-B001-EVID-082	M24A-E050	primary_research_paper	PMID:9276127; PMID:7688872	ligand_receptor_pharmacology	mouse comparator	Native tachykinin tissue systems	duplicate neurokinin-B-Tacr2 seed	Native tissue agonism and antagonist pharmacology	ligand_receptor_activation	neurokinin B-Tacr2 weak comparator	low-medium	Primary tachykinin pharmacology	Duplicate GtoPdb NKB-Tacr2 seed maps to existing M24A-E050.	Indirect receptor attribution; no SCI evidence.
M24A-B001-EVID-083	M24A-E051	primary_research_paper	PMID:1374246; PMID:7688872	ligand_receptor_pharmacology	human comparator	Cloned NK3 and recombinant systems	duplicate neurokinin-B-Tacr3 seed	High-affinity binding and receptor-effector assays	ligand_receptor_activation	neurokinin B-Tacr3 cognate comparator relay	high	Primary tachykinin receptor studies	Duplicate GtoPdb NKB-Tacr3 seed maps to existing M24A-E051.	No NKB release or SCI perturbation.
M24A-B001-EVID-084	M24A-E052	primary_research_paper	PMID:9276127; PMID:12573718; DOI:10.1016/S0306-4522(02)00748-0	binding_site_pharmacology	rat comparator	Rat brain autoradiography	duplicate neuropeptide-gamma-Tacr1 seed	Autoradiographic binding	ligand_receptor_binding	neuropeptide gamma-Tacr1 binding-site comparator	medium-low	Primary tachykinin binding study	Duplicate GtoPdb NPgamma-Tacr1 seed maps to existing M24A-E052.	Binding-site evidence only; no SCI function.
M24A-B001-NE-017		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:37852260; PMID:1472004	no_evidence_boundary	unresolved	Queue target M24A-Q0038; C3a-to-C5aR1	Module 24A Batch 001 complement cross-receptor boundary	C3a/C5a receptor selectivity assays	no_direct_molecular_edge	C3a-to-C5aR1 cross-receptor assignment	unresolved	Batch 001 duplicate-seed boundary	No direct C3a-to-C5aR1 receptor activation or SCI relay was validated; C3aR1 and C5aR1 remain separate cognate branches.	High-concentration engineered cross-reactivity or indirect crosstalk must not be promoted.
M24A-B001-NE-018		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:37852260; PMID:2007135	no_evidence_boundary	unresolved	Queue target M24A-Q0039; C5a-to-C3aR1	Module 24A Batch 001 complement cross-receptor boundary	C3a/C5a receptor selectivity assays	no_direct_molecular_edge	C5a-to-C3aR1 cross-receptor assignment	unresolved	Batch 001 duplicate-seed boundary	No direct SCI C5a-to-C3aR1 edge was validated; only weak high-concentration comparator cross-reactivity was reported.	Do not promote supraphysiologic engineered cross-reactivity as a cognate SCI edge.
M24A-B002-EVID-085	M24A-E067	primary_research_paper	PMID:17329433	receptor_proximal_relay	rat	Rat spinal cord injury; microglia and dorsal-horn neurons	PGE2-EP2 spinal pain relay	PGE2 release assays; microglial ERK1/2; EP2 blockade; neuronal pain responses	receptor_proximal_activation	PGE2-EP2-ERK1/2 spinal pain relay	high	Primary SCI PGE2/EP2 study	Microglial PGE2 release and neuronal EP2 signaling contributed to pain maintenance after SCI; EP2 blockade reduced neuronal hyperresponsiveness and pain behavior.	EP2 evidence is pain-focused and does not establish all vascular/glial EP2 functions.
M24A-B002-EVID-086	M24A-E068	primary_research_paper	PMID:21075851	receptor_proximal_relay	mouse	Primary spinal cord cultures and LPS-induced neuroinflammation comparator	PGE2-EP4 spinal inflammatory feedback	EP4 agonists; cAMP; TNF/IL1beta; mPGES-1 and EP2 genetic context	receptor_proximal_activation	PGE2-EP4 anti-inflammatory spinal feedback	medium-high	Primary spinal PGE2 receptor study	EP2/EP4 activation limited inflammatory cytokine and prostaglandin production in spinal cultures, supporting an EP4 branch distinct from EP2 pain signaling.	Spinal culture/neuroinflammation context rather than contusive SCI; receptor effects are context-dependent.
M24A-B002-EVID-087	M24A-E069	primary_research_paper	PMID:39386527; PMCID:PMC11463606; DOI:10.1101/2024.09.23.614540	structural_binding_preprint	human comparator	Recombinant FPR2/ALX and membrane biophysical system	RvD1-FPR2/ALX receptor binding	Structural and membrane-partitioning analyses	ligand_receptor_binding	RvD1-FPR2/ALX resolution receptor context	medium molecular; low SCI relevance	Primary preprint structural study	RvD1 was reported to bind FPR2/ALX in a structural/membrane-access study, providing receptor context for the existing SCI RvD1 functional record.	Preprint rather than peer-reviewed primary paper; no GPR32 causality or SCI receptor perturbation.
M24A-B002-EVID-088	M24A-E070	primary_research_paper	PMID:30802544	receptor_proximal_relay	mouse	Mouse spinal dorsal horn; astrocyte-specific S1pr1 deletion	S1P-S1PR1 pain/inflammasome relay	SEW2871 agonist; FTY720 antagonist; NLRP3/caspase1/IL1beta assays; astrocyte deletion	receptor_proximal_activation	S1PR1-NLRP3-IL1beta mechanosensitivity branch	high	Primary spinal S1PR1 study	S1PR1 activation in the spinal cord produced mechanohypersensitivity through astrocyte-associated NLRP3 and IL1beta signaling.	Spinal pain model rather than traumatic SCI; agonist/antagonist effects are not direct binding measurements.
M24A-B002-EVID-089	M24A-E071	primary_research_paper	PMID:33602274	receptor_proximal_relay	rat	Rat traumatic SCI and cultured microglia	Sphk1-S1P-S1PR3-p38-NF-kB inflammatory relay	Sphk1 inhibitor PF543; S1P exposure; S1PR3/p38/NF-kB and TNF assays	receptor_proximal_activation	S1PR3-p38-NF-kB microglial inflammation after SCI	high	Primary SCI S1PR3 study	Sphk1-derived S1P and S1PR3/p38/NF-kB signaling contributed to microglial inflammatory amplification after SCI.	Pharmacologic pathway study; purified S1P-S1PR3 binding and cell-specific receptor necessity were not isolated.
M24A-B002-EVID-090	M24A-E072	primary_research_paper	PMID:42448629; DOI:10.1111/bph.70581	receptor_proximal_relay	rat	Rat T10 contusive SCI and cultured neurons	S1P-S1PR2-pERK/ACSL4 ferroptosis relay	S1P release from crushed cord; S1PR2 antagonist S118; lipid peroxidation; pERK/ACSL4 and ferroptosis assays	receptor_proximal_activation	S1PR2-mediated neuronal ferroptosis and locomotor injury	high	Recent primary contusive-SCI S1PR2 study	S1P released after contusive SCI and activated neuronal S1PR2, promoting pERK/ACSL4-associated ferroptosis; S1PR2 antagonism improved recovery.	Recent online-ahead-of-print study; receptor pharmacology is antagonist-based rather than purified binding.
M24A-B002-EVID-091	M24A-E073	primary_research_paper	PMID:23647384; PMCID:PMC4097186; DOI:10.1111/jnc.12293	receptor_proximal_relay	mouse	Mouse traumatic SCI; cerebellar neurons and NSC34 spinal motoneurons	Klk6-PAR1/PAR2 neuronal injury relay	Klk6 exposure; PAR1/PAR2 inhibitors; PAR1 deletion; PI3K/MEK/ERK; Bim/PARP/LDH assays	receptor_proximal_activation	Klk6-PAR1/PAR2-ERK neurotoxicity and glutamate injury	high	Primary SCI protease-PAR study	Klk6 and thrombin increased after SCI; Klk6 signaling through PAR1/PAR2 activated ERK and worsened neuronal/glutamate neurotoxicity.	Supports Klk6-specific protease edges, not generic trypsin/plasmin/kallikrein assignments.
M24A-B002-EVID-092	M24A-E074	primary_research_paper	PMID:16286920; DOI:10.1038/ni1271	ligand_receptor_binding	mouse	mouse Th1/CD8 and infection models	primary comparator; exact Gal-9/TIM-3	Gal-9/TIM-3 binding, TIM-3-Ig blockade, calcium flux, knockout and co-culture	binds/activates	Gal-9-TIM-3 immune checkpoint relay	medium-high	Primary Gal-9/TIM-3 study	Galectin-9 engages TIM-3 and regulates Th1/CD8 responses.	No SCI model; intact secreted Gal-9 and glycosylation context retained.
M24A-B002-EVID-093	M24A-E075	primary_research_paper	PMID:16286920; DOI:10.1038/ni1271	downstream_pathway_or_cellular_function	mouse	mouse Th1/CD8 and infection models	TIM-3 blockade/knockout and cytokine response assays	modulates	Gal-9-TIM-3 checkpoint output	medium-high	Primary Gal-9/TIM-3 study	TIM-3 perturbation altered Gal-9-associated inflammatory responses.	No SCI receiver-state validation.	
M24A-B002-EVID-094	M24A-E076	primary_research_paper	PMID:28946139; DOI:10.1159/000480654	downstream_pathway_or_cellular_function	rat;human comparator	STZ-diabetic rats and high-glucose podocytes/chondrocytes	Angptl2 knockdown, TAK-242, qPCR/western blot, cytokine/ECM assays	modulates	ANGPTL2-TLR4-associated NFkB/MAPK inflammatory pathway	medium	Primary ANGPTL2 inflammatory comparator	ANGPTL2-associated inflammatory and ECM outputs were TLR4-sensitive, but direct ligand binding was not shown.	No SCI model; alpha5beta1 is an alternative receptor context.	
M24A-B002-EVID-095	M24A-E077	primary_research_paper	PMID:19754671; PMCID:PMC3829009; DOI:10.1111/j.1582-4934.2009.00899.x	ligand_receptor_binding	human;mouse	human PBMC/THP-1; HEK293 TLR4/MD2/CD14 reconstitution; mouse comparator	recombinant resistin binding, co-precipitation, TLR4 blockade/knockdown	binds/activates	Resistin-TLR4-MyD88/MAPK/NFkB relay	high	Primary resistin-TLR4 study	Resistin directly associated with TLR4/MD2/CD14 and triggered TLR4-dependent inflammatory signaling.	No SCI model; species-dependent resistin biology.	
M24A-B002-EVID-096	M24A-E078	primary_research_paper	PMID:19754671; PMCID:PMC3829009; DOI:10.1111/j.1582-4934.2009.00899.x	receptor_proximal_relay	human;mouse	THP-1/PBMC and TLR4 reconstitution	TLR4 blockade/knockdown, cytokine and MAPK/NFkB assays	activates	Resistin-TLR4 proximal inflammatory relay	medium-high	Primary resistin-TLR4 study	TLR4/MD2 signaling mediated resistin-associated inflammatory outputs.	No SCI model.	
M24A-B002-EVID-097	M24A-E079	primary_research_paper	PMID:26917360; DOI:10.1038/srep22193	downstream_pathway_or_cellular_function	mouse	mouse inflammatory model	resistin challenge and Tlr4-null/blocked perturbation	promotes	Resistin-TLR4 inflammatory function	medium-high	Primary mouse resistin-TLR4 comparator	Tlr4-dependent resistin responses support inflammatory cytokine output.	No SCI model.	
M24A-B002-EVID-098	M24A-E080	primary_research_paper	PMID:27400128; PMCID:PMC4966320; DOI:10.1172/JCI86610	downstream_pathway_or_cellular_function	mouse	mouse liver and primary hepatocytes	ApoC3 depletion, Ldlr/Lrp1 genetics, radiolabeled TRL uptake/clearance	inhibits	ApoC3-LDLR/LRP1 lipoprotein clearance axis	medium	Primary ApoC3 remnant-clearance study	ApoC3-rich particles inhibited LDLR-dependent hepatic remnant clearance; LRP1 was evaluated as co-clearance context.	No purified ApoC3-LDLR/LRP1 binding; particle context is essential.	
M24A-B002-EVID-099	M24A-E081	primary_research_paper	PMID:27133466; DOI:10.1016/j.neuron.2016.04.001	ligand_receptor_binding	mouse	mouse hippocampal mossy-fiber/CA3 synapses	binding, C1ql2/3 null/rescue, Nrxn3 deletion, mutant ligand and electrophysiology	binds	C1QL2-NRXN3(25b+)-GluK2/GluK4 complex	high	Primary C1QL2-NRXN3 study	C1QL2 binds an isoform-specific NRXN3 complex.	No SCI model; preserve splice and complex specificity.	
M24A-B002-EVID-100	M24A-E082	primary_research_paper	PMID:27133466; DOI:10.1016/j.neuron.2016.04.001	downstream_pathway_or_cellular_function	mouse	mouse hippocampal neurons	C1ql2/Nrxn3 loss/rescue, electrophysiology and synapse assays	modulates	C1QL2-NRXN3 synaptic transmission	high	Primary C1QL2-NRXN3 study	C1QL2-NRXN3 signaling controls synaptic vesicle recruitment and transmission.	No SCI model.	
M24A-B002-EVID-101	M24A-E083	primary_research_paper	PMID:24531000; PMCID:PMC3993933; DOI:10.1016/j.jsb.2014.02.001	ligand_receptor_binding	human	human C1QTNF5; CHO-K1 MFRP membrane system; RPE context	pull-down, affinity purification and structural interaction assays	binds/associates	C1QTNF5-MFRP RPE adhesion complex	high	Primary C1QTNF5-MFRP study	C1QTNF5 directly associates with MFRP in the retinal adhesion context.	No SCI model or downstream signaling assay.	
M24A-B002-EVID-102	M24A-E084	primary_research_paper	PMID:12682303; PMCID:PMC154321; DOI:10.1073/pnas.0531290100	receptor_proximal_relay	mouse;human comparator	Cripto/activin/Nodal receptor reconstitution and reporter systems	Cripto-ALK4 binding, complex assembly, mutants and reporter assays	modulates	Cripto-Nodal/activin-ACVR1B complex	high	Primary Cripto coreceptor study	Cripto is a coreceptor/modulator within Nodal/activin receptor complexes.	Not a canonical ligand; no SCI model.	
M24A-B002-EVID-103	M24A-E085	primary_research_paper	PMID:11485994; PMCID:PMC312747; DOI:10.1101/gad.201801	receptor_proximal_relay	xenopus;human comparator	Xenopus Nodal/Xnr1 and HepG2 receptor reconstitution	Cripto/Nodal interaction, reporter and dominant-negative ALK7 assays	modulates	Cripto-Nodal-ACVR1C/ActRIIB complex	medium-high	Primary Cripto-ALK7 comparator	Cripto potentiated Nodal signaling through ALK7/type-II receptor complexes.	Cripto is a coreceptor, not a standalone ALK7 ligand; no SCI model.	
M24A-B002-EVID-104	M24A-E086	primary_research_paper	PMID:27084102; DOI:10.4049/jimmunol.1501908	ligand_receptor_binding	human;mouse	human CCR2B HEK293; monocytes; mouse Ccr2-null macrophages	receptor binding/internalization, chemotaxis, pertussis toxin and ERK assays	activates	CYTL1-CCR2-Gi/ERK chemotaxis relay	high	Primary CYTL1-CCR2 study	CYTL1 activated CCR2B-dependent chemotaxis and ERK signaling.	No SCI model; human CCR2B assays strongest.	
M24A-B002-NE-023		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:28946139; PMCID:PMC8804837	no_evidence_boundary	unresolved	ANGPTL2-TLR4 exact-pair boundary	TLR4 inhibitor and ANGPTL2 perturbation search	no_direct_molecular_edge	ANGPTL2-TLR4 direct binding	unresolved	B002 bounded primary search	ANGPTL2-associated TLR4-sensitive inflammation was found, but direct ligand-receptor binding/reconstitution was not validated.	Retain pathway/function and assembled alpha5beta1 evidence separately.	
M24A-B002-EVID-105	M24A-E087	primary_research_paper	PMID:25374360; PMCID:PMC4210639; DOI:10.1016/j.neuron.2014.10.008	ligand_receptor_binding	mouse;human comparator	mouse cortical neurons; human umbilical artery endothelial cells	FLRT3 oligomerization, interface-mutant, and cell-adhesion assays	binds	FLRT3 homophilic adhesion	medium-high	Primary FLRT structure study	FLRT3 oligomerization and full-length cell aggregation support a homophilic adhesion interface.	Non-SCI developmental comparator; no intracellular relay.	
M24A-B002-EVID-106	M24A-E088	primary_research_paper	PMID:25374360; PMCID:PMC4210639; DOI:10.1016/j.neuron.2014.10.008	downstream_pathway_or_cellular_function	mouse;human comparator	mouse cortical neurons; human endothelial comparator	FLRT3 mutant/loss and migration/adhesion/vascularization assays	promotes	FLRT3 homophilic adhesion/migration branch	medium-high	Primary FLRT structure study	FLRT3 homophilic interactions regulate cortical neuron distribution and related adhesion outputs.	No SCI context; no terminal TF.	
M24A-B002-EVID-107	M24A-E089	primary_research_paper	PMID:33852831; DOI:10.1016/j.immuni.2021.03.018	ligand_receptor_binding	mouse	purified IL17D/CD93 proteins; mature ILC3s; colitis/infection models	protein purification, receptor binding, Cd93 deletion, and IL17D perturbation	binds/activates	IL17D-CD93 ILC3 homeostasis relay	high	Primary Immunity study	IL-17D bound CD93 rather than canonical IL-17 receptors.	Non-SCI comparator; receptor-proximal relay unresolved.	
M24A-B002-EVID-108	M24A-E090	primary_research_paper	PMID:33852831; DOI:10.1016/j.immuni.2021.03.018	downstream_pathway_or_cellular_function	mouse	mature ILC3s; colitis/infection models	Il17d/Cd93 loss-of-function; IL-22 and antimicrobial readouts	promotes	IL17D-CD93-IL22 homeostatic branch	high	Primary Immunity study	The IL17D-CD93 axis supports ILC3 IL-22 production and antimicrobial homeostasis.	Non-SCI comparator; no terminal TF.	
M24A-B002-EVID-109	M24A-E091	primary_research_paper	PMID:9820540; DOI:10.1128/MCB.18.12.6633	ligand_receptor_activation	mouse;human comparator	IL1RAP-deficient fibroblasts and IL-1 agonist binding/signaling assays	IL1A exposure; IL1RAP-deficient cells/mice	activates	IL1R1:IL1RAP receptor complex	high	Primary IL-1 accessory-protein study	IL-1alpha requires the IL1R1/IL1RAP complex for productive signaling.	Candidate is accessory chain, not a free IL1A receptor.	
M24A-B002-EVID-110	M24A-E092	primary_research_paper	PMID:9820540; DOI:10.1128/MCB.18.12.6633	ligand_receptor_activation	mouse;human comparator	IL1RAP-deficient fibroblasts and IL-1 agonist binding/signaling assays	IL1B exposure; IL1RAP-deficient cells/mice	activates	IL1R1:IL1RAP receptor complex	high	Primary IL-1 accessory-protein study	IL-1beta requires the IL1R1/IL1RAP complex for productive signaling.	Candidate is accessory chain, not a free IL1B receptor.	
M24A-B002-EVID-111	M24A-E093	primary_research_paper	PMID:29180446; DOI:10.1074/jbc.M117.805622	ligand_receptor_activation	human comparator	purified IL-36R/IL1RL2, IL1RAP, and IL-36alpha proteins	SPR and direct binding/ternary complex assembly	activates	IL1RL2:IL1RAP receptor complex	high	Primary quantitative IL-36 receptor study	IL-36alpha binds IL-36R and the agonist-bound receptor recruits IL1RAP.	IL36A is processed/active-form dependent; no SCI model.	
M24A-B002-EVID-112	M24A-E094	primary_research_paper	PMID:29180446; DOI:10.1074/jbc.M117.805622	ligand_receptor_activation	human comparator	purified IL-36R/IL1RL2, IL1RAP, and IL-36beta proteins	SPR and direct binding/ternary complex assembly	activates	IL1RL2:IL1RAP receptor complex	high	Primary quantitative IL-36 receptor study	IL-36beta binds IL-36R and the agonist-bound receptor recruits IL1RAP.	IL36B is processed/active-form dependent; no SCI model.	
M24A-B002-EVID-113	M24A-E095	primary_research_paper	PMID:29180446; DOI:10.1074/jbc.M117.805622	ligand_receptor_activation	human comparator	purified IL-36R/IL1RL2, IL1RAP, and IL-36gamma proteins	SPR and direct binding/ternary complex assembly	activates	IL1RL2:IL1RAP receptor complex	high	Primary quantitative IL-36 receptor study	IL-36gamma binds IL-36R and the agonist-bound receptor recruits IL1RAP.	IL36G is processed/active-form dependent; no SCI model.	
M24A-B002-EVID-114	M24A-E096	primary_research_paper	PMID:29180446; DOI:10.1074/jbc.M117.805622	receptor_proximal_relay	human comparator	recombinant IL-36 receptor-complex assays; inflammatory cells	IL-36 agonist stimulation and receptor-complex assembly	activates	IL-36-IL1RL2:IL1RAP-MyD88/IRAK/NFkB/MAPK relay	medium-high	Primary quantitative IL-36 receptor study	Assembled IL-36R/IL1RAP is the receptor-proximal platform for downstream inflammatory signaling.	Shared pathway record; no SCI receiver validation.	
M24A-B002-EVID-115	M24A-E097	primary_research_paper	PMID:29180446; DOI:10.1074/jbc.M117.805622	downstream_pathway_or_cellular_function	human comparator	IL-36 agonist stimulation in inflammatory cell systems	IL-36 agonist challenge; inflammatory gene/cytokine readouts	promotes	IL-36 inflammatory output	medium-high	Primary quantitative IL-36 receptor study	IL-36 receptor activation is associated with NF-kB/MAPK inflammatory outputs.	Shared pathway record; no SCI receiver validation.	
M24A-B002-EVID-116	M24A-E098	primary_research_paper	PMID:31539874; DOI:10.1016/j.cmet.2019.08.001	ligand_receptor_pharmacology	rat;mouse	rat and mouse central/peripheral ghrelin challenge models	LEAP2 administration; GHSR-null mice; feeding and endocrine assays	antagonizes	LEAP2-GHSR ghrelin antagonism	medium-high	Primary LEAP2/GHSR study	LEAP2 specifically antagonized ghrelin actions, with GHSR-null specificity.	Non-SCI comparator; pharmacologic antagonism is not purified binding.	
M24A-B002-EVID-117	M24A-E099	primary_research_paper	PMID:31539874; DOI:10.1016/j.cmet.2019.08.001	downstream_pathway_or_cellular_function	rat;mouse	rat and mouse hypothalamic/central feeding models	i.c.v./i.v. LEAP2 before ghrelin; Fos and feeding readouts	suppresses	LEAP2-GHSR central appetite output	medium-high	Primary LEAP2/GHSR study	LEAP2 suppressed ghrelin-induced Fos and food intake responses.	Non-SCI comparator; no terminal TF.	
M24A-B002-EVID-118	M24A-E100	primary_research_paper	PMID:35799511	downstream_pathway_or_cellular_function	mouse	mouse brain microvascular endothelial cells; barrier/permeability model	PCDHGC3 expression and barrier assays	supports	PCDHGC3 junctional barrier branch	medium	Primary PCDHGC3 vascular-barrier study	PCDHGC3 expression was associated with endothelial junctional organization and barrier function.	Functional evidence only; direct PCDHGC3 self-binding unresolved.	
M24A-B002-NE-024		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:27091502; PMID:26235030	no_evidence_boundary	unresolved	FLRT3-ADGRL1 exact-pair boundary	exact FLRT3/ADGRL1 primary search	no_direct_molecular_edge	FLRT3-ADGRL1 direct binding/relay	unresolved	B002 bounded primary search	FLRT3-ADGRL3 and FLRT3-UNC5B evidence was not transferred to ADGRL1.	Family-level latrophilin claims are not sufficient for this exact pair.	
M24A-B002-NE-025		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655; PMID:26235030	no_evidence_boundary	unresolved	FLRT3-UNC5C exact-pair boundary	exact FLRT3/UNC5C primary search	no_direct_molecular_edge	FLRT3-UNC5C binding/relay	unresolved	B002 bounded primary search	UNC5C family adjacency was not accepted as exact FLRT3 evidence.	Do not transfer FLRT2/UNC5D or FLRT3/UNC5B records.	
M24A-B002-NE-026		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655; PMID:26235030	no_evidence_boundary	unresolved	FLRT3-UNC5D exact-pair boundary	exact FLRT3/UNC5D primary search	no_direct_molecular_edge	FLRT3-UNC5D binding/relay	unresolved	B002 bounded primary search	FLRT2-UNC5D evidence was not transferred to FLRT3-UNC5D.		
M24A-B002-NE-027		search_boundary	local:work/module24a/module24a_extraction_queue.tsv	no_evidence_boundary	unresolved	IL1RAP-PTPRD exact-pair boundary	exact IL1RAP/PTPRD primary search	no_direct_molecular_edge	IL1RAP-PTPRD binding/relay	unresolved	B002 bounded primary search	No qualifying exact primary evidence recovered; IL1RAP accessory-chain biology was not substituted.		
M24A-B002-NE-028		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:35799511	no_evidence_boundary	unresolved	PCDHGC3 self-binding boundary	exact homophilic PCDHGC3 binding search	no_direct_molecular_edge	PCDHGC3-PCDHGC3 direct binding	unresolved	B002 bounded primary search	Barrier/function evidence was found, but direct homophilic binding was not validated in the cited primary study.		
M24A-B003-EVID-119	M24A-E101	primary_research_paper	PMID:17660747; PMID:21209080	ligand_receptor_binding	human;mouse	RAGE-expressing neural/inflammatory comparator systems	recombinant S100B binding; RAGE blockade; Src/ERK/NFkB assays	binds/activates	S100B-RAGE-Src/ERK/NFkB relay	high	Primary S100B-RAGE studies	S100B engages RAGE and activates downstream inflammatory signaling.	No SCI-specific receptor-causal model.	
M24A-B003-EVID-120	M24A-E102	primary_research_paper	PMID:25154907	receptor_proximal_relay	human;mouse	immune/inflammatory comparator cells	SAA1 exposure; TLR2 perturbation; cytokine/MAPK/NFkB assays	modulates	SAA1-TLR2 inflammatory branch	medium	Primary SAA1-TLR2 comparator	Supports TLR2-dependent pathway/function but not purified binary binding.	No SCI model; receptor-complex details are context-dependent.	
M24A-B003-EVID-121	M24A-E103	primary_research_paper	PMID:35247611	ligand_receptor_binding	human;mouse	heterologous TLR4/MD2 and inflammatory systems	recombinant SAA1-TLR4/MD2 binding and NFkB assays	binds/activates	SAA1-TLR4-MyD88/NFkB branch	medium-high	Primary SAA1-TLR4 comparator	Supports direct TLR4/MD2 binding and inflammatory signaling.	No SCI model.	
M24A-B003-EVID-122	M24A-E104	primary_research_paper	PMID:23858030	receptor_proximal_relay	mouse;human comparator	immune/inflammatory comparator cells	primary comparator; exact receptor-complex or pathway evidence	SAA3 peptide binding; TLR4/MD2; MyD88/p38/NFkB assays	activates	SAA3-TLR4-MyD88/p38/NFkB branch	medium-high	Primary SAA3 comparator	SAA3 peptide supports TLR4/MD2-associated inflammatory signaling.	Peptide/processed context; not full-length SAA3 and no SCI model.
M24A-B003-EVID-123	M24A-E105	primary_research_paper	PMID:29150600	receptor_proximal_relay	human;mouse comparator	immune/inflammatory comparator cells and SCI-associated alarmin context	primary comparator; exact domain/receptor evidence	FBG-C binding; TLR4 activation; inflammatory assays	binds/activates	TNC-FBG-C-TLR4 alarmin relay	high	Primary tenascin-C FBG-C/TLR4 study	FBG-C domain is the tested TLR4-active species.	Do not transfer to unprocessed full-length TNC; no direct SCI full-length receptor assignment.
M24A-B003-EVID-124	M24A-E106	primary_research_paper	PMID:19122641	receptor_proximal_relay	human;mouse	immune/inflammatory comparator cells	primary comparator; exact receptor-complex or pathway evidence	VCAN perturbation; TLR2/TLR6/CD14 dependence; cytokine assays	activates	VCAN-TLR2/TLR6 inflammatory relay	medium-high	Primary VCAN-TLR comparator	VCAN activates a TLR2:TLR6/CD14 complex in inflammatory cells.	Complex-level pharmacology; no purified binary binding or SCI-specific model.
M24A-B003-EVID-125	M24A-E107	primary_research_paper	PMID:11559700	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR2B and chemotaxis systems	primary comparator; exact receptor pharmacology	CCL11 binding; partial agonism; chemotaxis	activates	CCL11-CCR2 weak chemotaxis branch	medium	Primary chemokine receptor comparator	CCL11 showed weak/partial CCR2B agonism.	Weak cross-receptor pharmacology; no SCI.
M24A-B003-EVID-126	M24A-E108	primary_research_paper	PMID:9005985	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR3 and eosinophil systems	primary comparator; exact receptor pharmacology	CCR3 binding; calcium flux; chemotaxis	activates	CCL11-CCR3 eosinophil chemotaxis branch	high	Primary chemokine receptor comparator	CCL11 is a canonical CCR3 agonist in comparator systems.	No SCI.
M24A-B003-EVID-127	M24A-E109	primary_research_paper	PMID:9365122	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR3 and eosinophil systems	primary comparator; exact receptor pharmacology	CCR3 binding and eosinophil activation	activates	CCL24-CCR3 eosinophil branch	high	Primary chemokine receptor comparator	CCL24 activates CCR3-dependent eosinophil responses.	No SCI.
