boundary_id	source_a_evidence_id	source_a_edge_ids	boundary_type	source_locator	species_support	source_scope	summary	limitations
M20B-BOUNDARY-005661	M20A-LIANA-REMAINING-0357	M20B-E005661	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005662	M20A-LIANA-REMAINING-0358	M20B-E005662	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005663	M20A-LIANA-REMAINING-0359	M20B-E005663	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005664	M20A-LIANA-REMAINING-0360	M20B-E005664	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005665	M20A-LIANA-REMAINING-0361	M20B-E005665	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005666	M20A-LIANA-REMAINING-0362	M20B-E005666	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005667	M20A-LIANA-REMAINING-0363	M20B-E005667	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005668	M20A-LIANA-REMAINING-0364	M20B-E005668	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005669	M20A-LIANA-REMAINING-0365	M20B-E005669	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005670	M20A-LIANA-REMAINING-0366	M20B-E005670	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005671	M20A-LIANA-REMAINING-0367	M20B-E005671	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005672	M20A-LIANA-REMAINING-0368	M20B-E005672	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005673	M20A-LIANA-REMAINING-0369	M20B-E005673	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005674	M20A-LIANA-REMAINING-0370	M20B-E005674	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005675	M20A-LIANA-REMAINING-0371	M20B-E005675	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005676	M20A-LIANA-REMAINING-0372	M20B-E005676	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005677	M20A-LIANA-REMAINING-0373	M20B-E005677	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005678	M20A-LIANA-REMAINING-0374	M20B-E005678	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005679	M20A-LIANA-REMAINING-0375	M20B-E005679	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005680	M20A-LIANA-REMAINING-0376	M20B-E005680	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005681	M20A-LIANA-REMAINING-0377	M20B-E005681	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005682	M20A-LIANA-REMAINING-0378	M20B-E005682	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005683	M20A-LIANA-REMAINING-0379	M20B-E005683	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005684	M20A-LIANA-REMAINING-0380	M20B-E005684	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005685	M20A-LIANA-REMAINING-0381	M20B-E005685	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005686	M20A-LIANA-REMAINING-0382	M20B-E005686	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005687	M20A-LIANA-REMAINING-0383	M20B-E005687	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005688	M20A-LIANA-REMAINING-0384	M20B-E005688	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005689	M20A-LIANA-REMAINING-0385	M20B-E005689	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005690	M20A-LIANA-REMAINING-0386	M20B-E005690	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005691	M20A-LIANA-REMAINING-0387	M20B-E005691	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005692	M20A-LIANA-REMAINING-0388	M20B-E005692	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005693	M20A-LIANA-REMAINING-0389	M20B-E005693	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005694	M20A-LIANA-REMAINING-0390	M20B-E005694	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005695	M20A-LIANA-REMAINING-0391	M20B-E005695	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005696	M20A-LIANA-REMAINING-0392	M20B-E005696	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005697	M20A-LIANA-REMAINING-0393	M20B-E005697	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005698	M20A-LIANA-REMAINING-0394	M20B-E005698	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005699	M20A-LIANA-REMAINING-0395	M20B-E005699	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005700	M20A-LIANA-REMAINING-0396	M20B-E005700	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005701	M20A-LIANA-REMAINING-0397	M20B-E005701	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005702	M20A-LIANA-REMAINING-0398	M20B-E005702	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005703	M20A-LIANA-REMAINING-0399	M20B-E005703	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005704	M20A-LIANA-REMAINING-0400	M20B-E005704	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005705	M20A-LIANA-REMAINING-0401	M20B-E005705	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005706	M20A-LIANA-REMAINING-0402	M20B-E005706	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005707	M20A-LIANA-REMAINING-0403	M20B-E005707	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005708	M20A-LIANA-REMAINING-0404	M20B-E005708	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005709	M20A-LIANA-REMAINING-0405	M20B-E005709	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005710	M20A-LIANA-REMAINING-0406	M20B-E005710	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005711	M20A-LIANA-REMAINING-0407	M20B-E005711	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005712	M20A-LIANA-REMAINING-0408	M20B-E005712	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005713	M20A-LIANA-REMAINING-0409	M20B-E005713	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005714	M20A-LIANA-REMAINING-0410	M20B-E005714	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005715	M20A-LIANA-REMAINING-0411	M20B-E005715	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005716	M20A-LIANA-REMAINING-0412	M20B-E005716	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005717	M20A-LIANA-REMAINING-0413	M20B-E005717	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005718	M20A-LIANA-REMAINING-0414	M20B-E005718	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005719	M20A-LIANA-REMAINING-0415	M20B-E005719	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=retain_low.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005720	M20A-LIANA-REMAINING-0416	M20B-E005720	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005721	M20A-LIANA-REMAINING-0417	M20B-E005721	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005722	M20A-LIANA-REMAINING-0418	M20B-E005722	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005723	M20A-LIANA-REMAINING-0419	M20B-E005723	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=retain_low.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005724	M20A-LIANA-REMAINING-0420	M20B-E005724	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005725	M20A-LIANA-REMAINING-0421	M20B-E005725	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=retain_low.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005726	M20A-LIANA-REMAINING-0422	M20B-E005726	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005727	M20A-LIANA-REMAINING-0423	M20B-E005727	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005728	M20A-LIANA-REMAINING-0424	M20B-E005728	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005729	M20A-LIANA-REMAINING-0425	M20B-E005729	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review retained uncertainty: CRISPR loss/rescue mapped WNT3/WNT3A responses to FZD paralogs; biochemical/functional studies established LRP5/6 as Frizzled co-receptors, but not every submitted composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005730	M20A-LIANA-REMAINING-0426	M20B-E005730	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=no_evidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005731	M20A-LIANA-REMAINING-0427	M20B-E005731	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Candidate audit verdict=approve_candidate.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-005732	M20A-LIANA-REMAINING-0428	M20B-E005732	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining LIANA pair searched in bounded exact-pair and expanded-family pass. Expanded search verdict=needs_manual_review. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The 2017 human HEK293T multiplex rescue map found that FZD9 did not rescue canonical WNT3A signaling despite confirmed FZD9 expression; the 2025 full-length eGFP-WNT3A NanoBRET study likewise found no detectable WNT3A-FZD9 association. No exact WNT3A-FZD9-LRP5 assay was found.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
