external_regulon_id	external_record_key	target_normalized_symbol	target_normalized_symbol_key	membership_basis	regulatory_effect	membership_status	confidence_tier	export_priority
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008981:02dcda897bd8	D3Z091	d3z091	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008982:e3a3b506fa60	Pkm	pkm	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008983:ad8d3881c3c7	Plec	plec	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008984:2571b66d29cb	Plekhg5	plekhg5	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008985:e991ba43ff28	Plekho1	plekho1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008986:eb50b6938279	Plxna2	plxna2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008987:9e3ed9cacf40	Plxnd1	plxnd1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008988:e6b8543d9c07	Pnpla6	pnpla6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008989:ddc709e2fe6e	Ppp1r13l	ppp1r13l	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008990:e3b36724bde9	Ppp1r9b	ppp1r9b	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008991:8a54214b50a6	Prex1	prex1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008992:713f5beef681	Prkag2	prkag2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008993:07ba27d0fb77	Prkce	prkce	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008994:e421c4286310	Prkch	prkch	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008995:88e4a01e829e	Prpf31	prpf31	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008996:5efd821cada7	F8WHT3	f8wht3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008997:4c11e46affde	Ptbp1	ptbp1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008998:9ceb476b8c48	Ptch1	ptch1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:008999:437054b76571	Ptma	ptma	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009000:e003b180a6c5	Ptpre	ptpre	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009001:4bc5be2f22ff	Rad51b	rad51b	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009002:1148a497f079	Rai1	rai1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009003:7d6272f98e0f	Rai14	rai14	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009004:456177c7c530	Ralgds	ralgds	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009006:3878e80d2673	Rarg	rarg	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009007:52b429be19b5	Rasa3	rasa3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009008:3d6e20f720fe	Rbm39	rbm39	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009009:7ffaab9a886f	Rere	rere	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009010:5267e527ffad	Rhof	rhof	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009011:d9e410aea627	Ripor1	ripor1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009013:4795df680ced	Rpl3	rpl3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009014:c45a35f36cb0	Rps6ka2	rps6ka2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009015:197908934c64	S4R1M5	s4r1m5	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009016:30656968052f	Sap30bp	sap30bp	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009017:0dfebc70cc3b	F8VQK5	f8vqk5	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009018:c907f6be53ee	Sec14l1	sec14l1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009019:5777b29dede0	Septin11	septin11	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009020:a4574e53554f	Sertad2	sertad2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009021:608e75d9b5b0	Sgk1	sgk1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009022:5d934ebb330e	D3Z107	d3z107	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009023:3805279c3f27	Sh3gl1	sh3gl1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009024:5f6393084734	Shc1	shc1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009025:b910388147f3	Sin3a	sin3a	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009026:2ff8a4e2c150	B1AUF1	b1auf1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009027:392c8a9bf47b	Slc25a37	slc25a37	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009028:fb2024f52b4c	Slc38a2	slc38a2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009029:6421a2cc4eec	Slc3a2	slc3a2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009030:4b4ab4d9a805	Slc6a6	slc6a6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009031:116cdf0881da	Smad7	smad7	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009032:fa3d724ea150	Smg6	smg6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009033:af24d0419ad1	Smox	smox	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009034:013b241604cb	Mtcl2	mtcl2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009035:f28bab1187a1	Spred2	spred2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009036:5918f329ddfe	A3KGU7	a3kgu7	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009037:3fecacc6f041	Sptlc2	sptlc2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009038:74b1a69e5be5	Srebf1	srebf1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009039:bcccbc093868	Ssbp3	ssbp3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009041:e805e8b25be3	St3gal1	st3gal1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009042:ecfd361a704d	St3gal2	st3gal2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009043:ac0034d2f2de	Stk10	stk10	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009044:7fddd2c7ca09	Stk40	stk40	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009045:7faae60dc059	Svil	svil	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009046:9312db1651a5	D3YWM9	d3ywm9	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009047:5258586fa0a2	F8VQ95	f8vq95	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009048:cca6f0bf37e0	D3YWM7	d3ywm7	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009049:3c1aabcf57c3	A0A2R8W6R9	a0a2r8w6r9	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009050:17194e2cd4b5	Tgif1	tgif1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009051:d81acccb3d0b	Tgif2	tgif2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009052:c9183c2ac174	Thoc6	thoc6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009054:b8c648e5bcb0	Tle3	tle3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009055:a62bd96f460a	Tln1	tln1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009056:9eccd2797c91	Tmem184b	tmem184b	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009057:7b8b9fe52585	Tmem91	tmem91	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009058:2067243606a1	Tnfrsf1a	tnfrsf1a	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009059:548d37ba7920	Tpm4	tpm4	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009060:0264452bafb4	Tpr	tpr	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009061:3a4a222debe0	Tram2	tram2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009062:df5a3664d225	Trappc9	trappc9	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009063:43d6c520abdb	Trib1	trib1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009064:fce0ef3ae9d7	Trim41	trim41	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009065:5c741e266b49	Tspan14	tspan14	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009066:98bfefce0982	Tspan18	tspan18	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009067:fcdfbcfcd0a2	Tspan4	tspan4	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009068:fe8492a65f95	Ttc7a	ttc7a	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009069:6c9c22afeaeb	Tuba1c	tuba1c	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009070:8f286b646e88	Tubb4b	tubb4b	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009071:594f006ba836	Ubac1	ubac1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009072:edf44264e7d3	Ubap2l	ubap2l	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009073:0d3920985be1	Ubc	ubc	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009074:5a5961bd902a	A0A0G2JE32	a0a0g2je32	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009075:bda8717fa4d8	Ubr4	ubr4	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:009076:8331219aa781	Usp39	usp39	inferred_regulatory	unknown	candidate	uncertain	exclude
