mapping_id	source_registry	source_version	species_context	identity_role	source_symbol	normalized_symbol	normalized_symbol_key	identity_decision	identity_reason	mscidblit_entity_id	frozen_entity_match_status	frozen_canonical_name	frozen_gene_symbol	frozen_organism_scope	frozen_tf_role_present	frozen_target_role_present
7669	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gnl1	Gnl1	gnl1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7670	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gnl3	Gnl3	gnl3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7671	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gnrh1	Gnrh1	gnrh1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12155	mapped_unique	Gnrh1	Gnrh1	\N	f	f
7672	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gnrhr	Gnrhr	gnrhr	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12156	mapped_unique	Gnrhr	Gnrhr	\N	f	f
7673	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Golph3	Golph3	golph3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7674	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gp9	Gp9	gp9	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7675	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpaa1	Gpaa1	gpaa1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7676	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpam	Gpam	gpam	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7677	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpank1	Gpank1	gpank1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7678	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpat4	Gpat4	gpat4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7679	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpatch2	Gpatch2	gpatch2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7680	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpbp1l1	Gpbp1l1	gpbp1l1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7681	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpc1	Gpc1	gpc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12159	mapped_unique	Gpc1	Gpc1	\N	f	f
7682	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpcpd1	Gpcpd1	gpcpd1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7683	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpd2	Gpd2	gpd2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7684	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr107	Gpr107	gpr107	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7685	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr132	Gpr132	gpr132	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7686	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr137	Gpr137	gpr137	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7687	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr141	Gpr141	gpr141	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7688	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr143	Gpr143	gpr143	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7689	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr146	Gpr146	gpr146	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7690	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr153	Gpr153	gpr153	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7691	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr158	Gpr158	gpr158	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7692	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpr4	Gpr4	gpr4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7693	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpt2	Gpt2	gpt2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7694	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpx1	Gpx1	gpx1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7695	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpx3	Gpx3	gpx3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7696	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gpx4	Gpx4	gpx4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7697	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gramd1a	Gramd1a	gramd1a	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7698	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gramd4	Gramd4	gramd4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7699	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grap2	Grap2	grap2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7700	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grb10	Grb10	grb10	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7701	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grb2	Grb2	grb2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7702	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Greb1	Greb1	greb1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7703	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grhl2	Grhl2	grhl2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7704	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grhl3	Grhl3	grhl3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7705	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grid1	Grid1	grid1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7706	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grid2	Grid2	grid2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7707	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grik2	Grik2	grik2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7708	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grik3	Grik3	grik3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7709	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grik4	Grik4	grik4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7710	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grik5	Grik5	grik5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7711	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grin2d	Grin2d	grin2d	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7712	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grin3a	Grin3a	grin3a	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7713	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grip1	Grip1	grip1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7714	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grk2	Grk2	grk2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7715	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grk5	Grk5	grk5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7716	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Grpr	Grpr	grpr	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12173	mapped_unique	Grpr	Grpr	\N	f	f
7717	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gsap	Gsap	gsap	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7718	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gse1	Gse1	gse1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7719	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gsk3a	Gsk3a	gsk3a	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7720	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gsk3b	Gsk3b	gsk3b	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7721	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gsn	Gsn	gsn	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7722	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gsta1	Gsta1	gsta1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7723	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gsta2	Gsta2	gsta2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7724	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gstk1	Gstk1	gstk1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7725	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gstm2	Gstm2	gstm2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7726	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gstp1	Gstp1	gstp1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7727	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gstp2	Gstp2	gstp2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7728	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtdc1	Gtdc1	gtdc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7729	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtf2a1	Gtf2a1	gtf2a1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7730	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtf2f1	Gtf2f1	gtf2f1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7731	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtf2i	Gtf2i	gtf2i	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7732	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtf2ird1	Gtf2ird1	gtf2ird1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7733	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtf3c1	Gtf3c1	gtf3c1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7734	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtf3c2	Gtf3c2	gtf3c2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7735	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gtpbp3	Gtpbp3	gtpbp3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7736	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gucy1b1	Gucy1b1	gucy1b1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7737	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gucy2c	Gucy2c	gucy2c	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12176	mapped_unique	Gucy2c	Gucy2c	\N	f	f
7738	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gulp1	Gulp1	gulp1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7739	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gxylt2	Gxylt2	gxylt2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7740	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gys1	Gys1	gys1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7741	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Gzmb	Gzmb	gzmb	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7742	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H1-2	H1-2	h1-2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7743	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2-Aa	H2-Aa	h2-aa	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12178	mapped_unique	H2-Aa	H2-Aa	\N	f	f
7744	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2-D1	H2-D1	h2-d1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7745	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2-Q10	H2-Q10	h2-q10	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7746	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2-Q7	H2-Q7	h2-q7	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7747	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2-T23	H2-T23	h2-t23	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12186	mapped_unique	H2-T23	H2-T23	\N	f	f
7748	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2az1	H2az1	h2az1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7749	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2az2	H2az2	h2az2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7750	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2bc12	H2bc12	h2bc12	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7751	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2bc14	H2bc14	h2bc14	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7752	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2bc18	H2bc18	h2bc18	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7753	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2bc21	H2bc21	h2bc21	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7754	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2bc4; H2bc6; H2bc8	\N	\N	composite_unresolved	Composite or non-simple label retained without heuristic splitting.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7755	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H2bc7; H2bc11; H2bc13; H2bc15	\N	\N	composite_unresolved	Composite or non-simple label retained without heuristic splitting.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7756	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H3BJ24	H3BJ24	h3bj24	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7757	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H3BKQ3	H3BKQ3	h3bkq3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7758	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H3BLK8	H3BLK8	h3blk8	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7759	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H3c1; H3c8; H3c10; H3c11	\N	\N	composite_unresolved	Composite or non-simple label retained without heuristic splitting.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7760	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H3c2; H3c3; H3c4; H3c6; H3c7; H3c13; H3c14; H3c15	\N	\N	composite_unresolved	Composite or non-simple label retained without heuristic splitting.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7761	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H4c1; H4c2; H4c3; H4c4; H4c6; H4c8; H4c9; H4c11; H4c12; Hist1h4m; H4c14; H4c16	\N	\N	composite_unresolved	Composite or non-simple label retained without heuristic splitting.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7762	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	H7BX37	H7BX37	h7bx37	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7763	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hacd2	Hacd2	hacd2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7764	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Haghl	Haghl	haghl	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7765	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hamp	Hamp	hamp	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7766	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hamp2	Hamp2	hamp2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7767	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hapln1	Hapln1	hapln1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7768	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Has2	Has2	has2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7769	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Haus3	Haus3	haus3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7770	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Haus7	Haus7	haus7	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7771	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hbegf	Hbegf	hbegf	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7772	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hbs1l	Hbs1l	hbs1l	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7773	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hbz	Hbz	hbz	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7774	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hcfc1	Hcfc1	hcfc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7775	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hck	Hck	hck	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7776	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hcn2	Hcn2	hcn2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7777	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hdac1	Hdac1	hdac1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7778	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hdac11	Hdac11	hdac11	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7779	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hdac3	Hdac3	hdac3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7780	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hdac4	Hdac4	hdac4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
7781	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Hdac7	Hdac7	hdac7	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
