verification_id	external_record_key	priority_tf_symbol	species_context	target_normalized_symbol	verification_scope	reference_pmid	reference_locator	reference_title	verification_status	evidence_class	verified_effect	cell_type_context	compartment_context	stimulus_context	confidence_tier	limitations	notes
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001879	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001879	ETS1	human	NDRG1	tf_target_record	18381358	https://pubmed.ncbi.nlm.nih.gov/18381358/	Regulation of hypoxia-inducible genes by ETS1 transcription factor.	primary_reference_verified	perturbation_response	context_dependent	human lung epithelial cells and mouse fibroblasts	nucleus	high cell density and hypoxia-related gene induction	medium	The study supports ETS1 involvement in selected CA9/NDRG1 responses and shows cooperation with HIF-1; it does not make ETS1 a universal hypoxia regulator.	Reporter assays and ETS1 siRNA support context-dependent regulation of hypoxia-inducible genes in both species.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004149:5c4dfa52b6ad	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004149:5c4dfa52b6ad	ETS1	human	NDRG1	tf_target_record	18381358	https://pubmed.ncbi.nlm.nih.gov/18381358/	Regulation of hypoxia-inducible genes by ETS1 transcription factor.	primary_reference_verified	perturbation_response	context_dependent	human lung epithelial cells and mouse fibroblasts	nucleus	high cell density and hypoxia-related gene induction	medium	The study supports ETS1 involvement in selected CA9/NDRG1 responses and shows cooperation with HIF-1; it does not make ETS1 a universal hypoxia regulator.	Reporter assays and ETS1 siRNA support context-dependent regulation of hypoxia-inducible genes in both species.
TF_IDENTITY:ETS1:mouse	\N	ETS1	mouse	\N	tf_identity	18381358	https://pubmed.ncbi.nlm.nih.gov/18381358/	Regulation of hypoxia-inducible genes by ETS1 transcription factor.	primary_reference_verified	perturbation_response	context_dependent	human lung epithelial cells and mouse fibroblasts	nucleus	high cell density and hypoxia-related gene induction	medium	The study supports ETS1 involvement in selected CA9/NDRG1 responses and shows cooperation with HIF-1; it does not make ETS1 a universal hypoxia regulator.	Reporter assays and ETS1 siRNA support context-dependent regulation of hypoxia-inducible genes in both species.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004063:1889306a48d7	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004063:1889306a48d7	ETS1	mouse	Ndrg1	tf_target_record	18381358	https://pubmed.ncbi.nlm.nih.gov/18381358/	Regulation of hypoxia-inducible genes by ETS1 transcription factor.	primary_reference_verified	perturbation_response	context_dependent	human lung epithelial cells and mouse fibroblasts	nucleus	high cell density and hypoxia-related gene induction	medium	The study supports ETS1 involvement in selected CA9/NDRG1 responses and shows cooperation with HIF-1; it does not make ETS1 a universal hypoxia regulator.	Reporter assays and ETS1 siRNA support context-dependent regulation of hypoxia-inducible genes in both species.
TF_IDENTITY:RUNX1:human	\N	RUNX1	human	\N	tf_identity	12771199	https://pubmed.ncbi.nlm.nih.gov/12771199/	Transcriptional regulation of the human MIP-1alpha promoter by RUNX1 and MOZ.	primary_reference_verified	direct_binding	activating_target	human Jurkat T cells	nucleus	PMA/PHA promoter activation	high	RUNX1 binding and promoter activation are shown for MIP-1alpha/CCL3 in human Jurkat cells; the result is not a broad RUNX1 regulon claim.	In-vitro binding, ChIP and promoter-site mutation support RUNX1-dependent CCL3 promoter activation.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006475	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006475	RUNX1	human	CCL3	tf_target_record	12771199	https://pubmed.ncbi.nlm.nih.gov/12771199/	Transcriptional regulation of the human MIP-1alpha promoter by RUNX1 and MOZ.	primary_reference_verified	direct_binding	activating_target	human Jurkat T cells	nucleus	PMA/PHA promoter activation	high	RUNX1 binding and promoter activation are shown for MIP-1alpha/CCL3 in human Jurkat cells; the result is not a broad RUNX1 regulon claim.	In-vitro binding, ChIP and promoter-site mutation support RUNX1-dependent CCL3 promoter activation.
TF_IDENTITY:RUNX1:mouse	\N	RUNX1	mouse	\N	tf_identity	12771199	https://pubmed.ncbi.nlm.nih.gov/12771199/	Transcriptional regulation of the human MIP-1alpha promoter by RUNX1 and MOZ.	database_curated_unverified	direct_binding	activating_target	human Jurkat T cells	nucleus	PMA/PHA promoter activation	high	RUNX1 binding and promoter activation are shown for MIP-1alpha/CCL3 in human Jurkat cells; the result is not a broad RUNX1 regulon claim.	In-vitro binding, ChIP and promoter-site mutation support RUNX1-dependent CCL3 promoter activation.
TF_IDENTITY:GATA3:human	\N	GATA3	human	\N	tf_identity	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	primary_reference_verified	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002440	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002440	GATA3	human	CDH3	tf_target_record	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	primary_reference_verified	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002443	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002443	GATA3	human	CXCL1	tf_target_record	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	primary_reference_verified	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002449	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002449	GATA3	human	FOXC1	tf_target_record	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	primary_reference_verified	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002450	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002450	GATA3	human	FOXC2	tf_target_record	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	primary_reference_verified	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002851:ba34b0d8eeef	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002851:ba34b0d8eeef	GATA3	human	FOXC1	tf_target_record	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	primary_reference_verified	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
TF_IDENTITY:GATA3:mouse	\N	GATA3	mouse	\N	tf_identity	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	context_limited_reference	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002813:3d57ae82fa5c	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002813:3d57ae82fa5c	GATA3	mouse	Foxc1	tf_target_record	22120723	https://pubmed.ncbi.nlm.nih.gov/22120723/	BRCA1 and GATA3 corepress FOXC1 to inhibit the pathogenesis of basal-like breast cancers.	context_limited_reference	direct_binding	repressing_target	human basal-like breast cancer cell lines	nucleus	BRCA1/GATA3 co-repressor context	high	The study is a human breast-cancer context and does not validate all GATA3 target rows or spinal-cord-injury cell types.	The paper identifies a GATA3-binding site at the FOXC1 promoter and supports GATA3/BRCA1-mediated repression.
TF_IDENTITY:CEBPB:human	\N	CEBPB	human	\N	tf_identity	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	primary_reference_verified	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000660	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000660	CEBPB	human	CSF3R	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	primary_reference_verified	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000686	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000686	CEBPB	human	IL3	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	primary_reference_verified	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000689	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000689	CEBPB	human	IL5	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	primary_reference_verified	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000930:8d2f261babc7	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000930:8d2f261babc7	CEBPB	human	IL5	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	primary_reference_verified	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001199:1c9d19b24045	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001199:1c9d19b24045	CEBPB	human	IL3	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	primary_reference_verified	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004001:ce5d9779dd1f	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004001:ce5d9779dd1f	CEBPB	human	CSF3R	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	primary_reference_verified	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
TF_IDENTITY:CEBPB:mouse	\N	CEBPB	mouse	\N	tf_identity	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	context_limited_reference	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000927:cc419e0de8ed	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000927:cc419e0de8ed	CEBPB	mouse	Il5	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	context_limited_reference	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:003931:2e12eb375b9e	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:003931:2e12eb375b9e	CEBPB	mouse	Csf3r	tf_target_record	10453008	https://pubmed.ncbi.nlm.nih.gov/10453008/	A composite C/EBP binding site is essential for the activity of the promoter of the IL-3/IL-5/granulocyte-macrophage colony-stimulating factor receptor beta c gene.	context_limited_reference	direct_binding	activating_target	human U937 and HL-60 myeloid cells	nucleus	myeloid differentiation/promoter activation	medium	The paper shows C/EBPbeta binding and enhancer dependence for CSF2RB/cytokine receptor beta regulation; it does not resolve every CEBPB target or context.	C/EBPalpha and C/EBPbeta binding plus enhancer deletion/mutation support activation of the CSF2RB-associated promoter.
TF_IDENTITY:IRF1:human	\N	IRF1	human	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain IRF1 records and PMID leads, but no primary record was independently resolved in this bounded pass.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:IRF1:mouse	\N	IRF1	mouse	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain IRF1 records and PMID leads, but no primary record was independently resolved in this bounded pass.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:ATF2:human	\N	ATF2	human	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain ATF2 records and PMID leads, but no primary record was independently resolved in this bounded pass.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:ATF2:mouse	\N	ATF2	mouse	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain ATF2 records and PMID leads, but no primary record was independently resolved in this bounded pass.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:EGR1:human	\N	EGR1	human	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain EGR1 records and many PMID leads, but the bounded review did not resolve a target-specific primary record.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:EGR1:mouse	\N	EGR1	mouse	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain EGR1 records and many PMID leads, but the bounded review did not resolve a target-specific primary record.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:KLF4:human	\N	KLF4	human	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain KLF4 records and PMID leads, but the bounded review did not resolve a target-specific primary record.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:KLF4:mouse	\N	KLF4	mouse	\N	tf_identity	\N	\N	\N	database_curated_unverified	unresolved	unknown	not established in this bounded review	not established in this bounded review	not established in this bounded review	uncertain	The public snapshots contain KLF4 records and PMID leads, but the bounded review did not resolve a target-specific primary record.	Retain as database_curated/unverified_public_record; do not promote to primary evidence.
TF_IDENTITY:NFKB2:human	\N	NFKB2	human	\N	tf_identity	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	primary_reference_verified	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004898	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004898	NFKB2	human	CCND2	tf_target_record	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	primary_reference_verified	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004899	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004899	NFKB2	human	CDK6	tf_target_record	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	primary_reference_verified	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004451:ea56ce4c3afa	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004451:ea56ce4c3afa	NFKB2	human	CCND2	tf_target_record	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	primary_reference_verified	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004452:92ea88842946	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004452:92ea88842946	NFKB2	human	CDK6	tf_target_record	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	primary_reference_verified	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
TF_IDENTITY:NFKB2:mouse	\N	NFKB2	mouse	\N	tf_identity	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	context_limited_reference	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004374:6f424d12b53d	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004374:6f424d12b53d	NFKB2	mouse	Ccnd2	tf_target_record	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	context_limited_reference	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004375:ddd042e359f1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004375:ddd042e359f1	NFKB2	mouse	Cdk6	tf_target_record	18504428	https://pubmed.ncbi.nlm.nih.gov/18504428/	Activation of the cyclin D2 and cdk6 genes through NF-kappaB is critical for cell-cycle progression induced by HTLV-I Tax.	context_limited_reference	perturbation_response	activating_target	human T cells with HTLV-I Tax; rat comparator context	nucleus	HTLV-I Tax-induced NF-kappaB activation	medium	The study supports p100/NFKB2-dependent activation of CCND2/CDK6 in a viral-T-cell context; it does not establish a general NFKB2 regulon.	shRNA and promoter assays support NF-kappaB-dependent CCND2/CDK6 induction; preserve the exact NF-kappaB subunit context as a limitation.
