external_regulon_id	source_registry	source_version	species_context	tf_normalized_symbol	tf_normalized_symbol_key	regulon_name	definition_status	membership_semantics	source_record_count	materialized_member_count	export_priority	limitations
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hexim1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HEXIM1	hexim1	TRRUST public regulon: HEXIM1 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hey1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HEY1	hey1	TRRUST public regulon: HEY1 (human)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hey2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HEY2	hey2	TRRUST public regulon: HEY2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|heyl	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HEYL	heyl	TRRUST public regulon: HEYL (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hhex	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HHEX	hhex	TRRUST public regulon: HHEX (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hic1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HIC1	hic1	TRRUST public regulon: HIC1 (human)	candidate	public_source_membership	11	11	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hif1a	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HIF1A	hif1a	TRRUST public regulon: HIF1A (human)	candidate	public_source_membership	95	95	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hif3a	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HIF3A	hif3a	TRRUST public regulon: HIF3A (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hinfp	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HINFP	hinfp	TRRUST public regulon: HINFP (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hipk2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HIPK2	hipk2	TRRUST public regulon: HIPK2 (human)	candidate	public_source_membership	9	9	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hira	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HIRA	hira	TRRUST public regulon: HIRA (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hivep2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HIVEP2	hivep2	TRRUST public regulon: HIVEP2 (human)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hlf	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HLF	hlf	TRRUST public regulon: HLF (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hltf	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HLTF	hltf	TRRUST public regulon: HLTF (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hlx	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HLX	hlx	TRRUST public regulon: HLX (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hmg20b	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HMG20B	hmg20b	TRRUST public regulon: HMG20B (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hmga1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HMGA1	hmga1	TRRUST public regulon: HMGA1 (human)	candidate	public_source_membership	18	18	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hmga2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HMGA2	hmga2	TRRUST public regulon: HMGA2 (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hmgb2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HMGB2	hmgb2	TRRUST public regulon: HMGB2 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hmgn1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HMGN1	hmgn1	TRRUST public regulon: HMGN1 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hnf1a	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HNF1A	hnf1a	TRRUST public regulon: HNF1A (human)	candidate	public_source_membership	27	27	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hnf1b	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HNF1B	hnf1b	TRRUST public regulon: HNF1B (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hnf4a	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HNF4A	hnf4a	TRRUST public regulon: HNF4A (human)	candidate	public_source_membership	46	46	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hnf4g	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HNF4G	hnf4g	TRRUST public regulon: HNF4G (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hnrnpd	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HNRNPD	hnrnpd	TRRUST public regulon: HNRNPD (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hnrnpr	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HNRNPR	hnrnpr	TRRUST public regulon: HNRNPR (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hopx	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOPX	hopx	TRRUST public regulon: HOPX (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxa1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXA1	hoxa1	TRRUST public regulon: HOXA1 (human)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxa10	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXA10	hoxa10	TRRUST public regulon: HOXA10 (human)	candidate	public_source_membership	16	16	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxa11	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXA11	hoxa11	TRRUST public regulon: HOXA11 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxa4	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXA4	hoxa4	TRRUST public regulon: HOXA4 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxa5	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXA5	hoxa5	TRRUST public regulon: HOXA5 (human)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxa7	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXA7	hoxa7	TRRUST public regulon: HOXA7 (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxa9	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXA9	hoxa9	TRRUST public regulon: HOXA9 (human)	candidate	public_source_membership	9	9	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxb1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXB1	hoxb1	TRRUST public regulon: HOXB1 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxb13	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXB13	hoxb13	TRRUST public regulon: HOXB13 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxb4	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXB4	hoxb4	TRRUST public regulon: HOXB4 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxb7	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXB7	hoxb7	TRRUST public regulon: HOXB7 (human)	candidate	public_source_membership	10	10	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxc10	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXC10	hoxc10	TRRUST public regulon: HOXC10 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxc11	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXC11	hoxc11	TRRUST public regulon: HOXC11 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxc13	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXC13	hoxc13	TRRUST public regulon: HOXC13 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxc6	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXC6	hoxc6	TRRUST public regulon: HOXC6 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxc8	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXC8	hoxc8	TRRUST public regulon: HOXC8 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxc9	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXC9	hoxc9	TRRUST public regulon: HOXC9 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxd1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXD1	hoxd1	TRRUST public regulon: HOXD1 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxd13	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXD13	hoxd13	TRRUST public regulon: HOXD13 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxd3	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXD3	hoxd3	TRRUST public regulon: HOXD3 (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hoxd9	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HOXD9	hoxd9	TRRUST public regulon: HOXD9 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hr	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HR	hr	TRRUST public regulon: HR (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hsf1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HSF1	hsf1	TRRUST public regulon: HSF1 (human)	candidate	public_source_membership	33	33	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hsf2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HSF2	hsf2	TRRUST public regulon: HSF2 (human)	candidate	public_source_membership	8	8	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|hsf4	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HSF4	hsf4	TRRUST public regulon: HSF4 (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|htatip2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	HTATIP2	htatip2	TRRUST public regulon: HTATIP2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|id1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ID1	id1	TRRUST public regulon: ID1 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|id2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ID2	id2	TRRUST public regulon: ID2 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|id3	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ID3	id3	TRRUST public regulon: ID3 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|id4	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ID4	id4	TRRUST public regulon: ID4 (human)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ifi16	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IFI16	ifi16	TRRUST public regulon: IFI16 (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ikbkb	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IKBKB	ikbkb	TRRUST public regulon: IKBKB (human)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ikzf1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IKZF1	ikzf1	TRRUST public regulon: IKZF1 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ilf2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ILF2	ilf2	TRRUST public regulon: ILF2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ilf3	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ILF3	ilf3	TRRUST public regulon: ILF3 (human)	candidate	public_source_membership	8	8	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ing1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ING1	ing1	TRRUST public regulon: ING1 (human)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ing2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ING2	ing2	TRRUST public regulon: ING2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|ing4	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ING4	ing4	TRRUST public regulon: ING4 (human)	candidate	public_source_membership	16	16	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF1	irf1	TRRUST public regulon: IRF1 (human)	candidate	public_source_membership	57	57	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF2	irf2	TRRUST public regulon: IRF2 (human)	candidate	public_source_membership	9	9	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf3	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF3	irf3	TRRUST public regulon: IRF3 (human)	candidate	public_source_membership	17	17	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf4	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF4	irf4	TRRUST public regulon: IRF4 (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf5	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF5	irf5	TRRUST public regulon: IRF5 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf6	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF6	irf6	TRRUST public regulon: IRF6 (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf7	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF7	irf7	TRRUST public regulon: IRF7 (human)	candidate	public_source_membership	14	14	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf8	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF8	irf8	TRRUST public regulon: IRF8 (human)	candidate	public_source_membership	11	11	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|irf9	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	IRF9	irf9	TRRUST public regulon: IRF9 (human)	candidate	public_source_membership	8	8	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|isl1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	ISL1	isl1	TRRUST public regulon: ISL1 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|jarid2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	JARID2	jarid2	TRRUST public regulon: JARID2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|jdp2	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	JDP2	jdp2	TRRUST public regulon: JDP2 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|jun	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	JUN	jun	TRRUST public regulon: JUN (human)	candidate	public_source_membership	173	173	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|junb	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	JUNB	junb	TRRUST public regulon: JUNB (human)	candidate	public_source_membership	15	15	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|jund	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	JUND	jund	TRRUST public regulon: JUND (human)	candidate	public_source_membership	38	38	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|kat2b	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KAT2B	kat2b	TRRUST public regulon: KAT2B (human)	candidate	public_source_membership	13	13	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|kat5	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KAT5	kat5	TRRUST public regulon: KAT5 (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|kat6a	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KAT6A	kat6a	TRRUST public regulon: KAT6A (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|kcnip3	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KCNIP3	kcnip3	TRRUST public regulon: KCNIP3 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|kdm2a	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KDM2A	kdm2a	TRRUST public regulon: KDM2A (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|kdm4b	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KDM4B	kdm4b	TRRUST public regulon: KDM4B (human)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|kdm4c	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KDM4C	kdm4c	TRRUST public regulon: KDM4C (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|khdrbs1	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KHDRBS1	khdrbs1	TRRUST public regulon: KHDRBS1 (human)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|human|khsrp	TRRUST	TRRUST_v2_snapshot_2026-08-25	human	KHSRP	khsrp	TRRUST public regulon: KHSRP (human)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
