review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
2577	26	iC3b	VSIG4/CRIg	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2578	26	latent TGFB1/LAP	ITGAV:ITGB6	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2579	26	long cytosolic dsRNA	MDA5/IFIH1	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2580	26	m157/MCMV MHC-I-like glycoprotein	Ly49H/Klra8	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2581	26	msec7-1/ARF-GEF	GABBR1/GABA-B receptor 1 subunit	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2582	26	proNGF	SORT1/sortilin	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2583	26	putrescine/1,4-diaminobutane	TAAR13c/trace amine-associated receptor 13c	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2584	26	resolvin D1	GPR32/DRV1	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2585	26	soluble CD93/sCD93	ITGAX:ITGB2 alphaX-beta2	2	1	1	0	0	2	2	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2586	25	CD24	SIGLECG/Siglec-G	2	1	0	1	0	2	1	ligand_receptor_entry_only:1;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2587	25	LEPRb pY1138	STAT3	2	1	0	1	0	2	1	ligand_receptor_entry_only:1;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2588	24	C3d	CR2/CD21	2	2	0	0	0	2	2	ligand_receptor_entry_only:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2589	24	CCL28	CCR10	2	2	0	0	0	2	2	ligand_receptor_entry_only:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2590	24	COL3A1/collagen III	DDR1	2	2	0	0	0	2	2	ligand_receptor_entry_only:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2591	24	Irisin/processed FNDC5	ITGAV:ITGB5	2	2	0	0	0	2	2	ligand_receptor_entry_only:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2592	24	RET pY1096	GRB2	2	2	0	0	0	2	2	ligand_receptor_entry_only:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2593	24	VEGFA	ITGA9:ITGB1	2	2	0	0	0	2	2	ligand_receptor_entry_only:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2594	24	VEGFC	ITGA9:ITGB1	2	2	0	0	0	2	2	ligand_receptor_entry_only:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2595	22	20-HETE/20-hydroxyeicosatetraenoic acid	GPR75	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2596	22	23S rRNA-derived 13-nt ssRNA sequence (ISR23)	TLR13	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2597	22	5-HIAA/5-hydroxyindoleacetic acid	GPR35	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2598	22	5-oxo-ETE	OXER1/OXE	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2599	22	5-prime-triphosphate blunt-ended dsRNA	RIG-I/DDX58	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2600	22	7-Fluorotryptamine/7-FTA	GPRC5A	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2601	22	ADAMTS13	CD163	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2602	22	AGGRECAN^S8/sialylated keratan-sulfate glycoform	SIGLEC8	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2603	22	AHSG/Fetuin-A	INSR/Insulin receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2604	22	ANGPT1	ITGAV:ITGB5	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2605	22	ANGPTL4/cANGPTL4	CDH11/cadherin-11	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2606	22	ANGPTL4/cANGPTL4	ITGB5/beta5 integrin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2607	22	ANGPTL4/cANGPTL4	NRP2/neuropilin-2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2608	22	ANK3/ankyrin-G	KIF5B/kinesin-1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2609	22	ANP/NPPA	NPR3/NPR-C clearance receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2610	22	ANXA2/Annexin A2	ROBO4/Roundabout guidance receptor 4	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2611	22	APOB	LRP2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2612	22	APOB-containing oxidized LDL/oxLDL	OLR1/LOX-1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2613	22	APOE	LRP2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2614	22	APOE	VLDLR	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2615	22	APOE-containing lipoprotein particles/ApoE	ApoER2/LRP8	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2616	22	APOE/Apolipoprotein E	SORL1/SorLA	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2617	22	ASIP/Agouti signaling protein	ATRN/Attractin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2618	22	ATP	P2X1/P2RX1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2619	22	ATP	P2X3/P2RX3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2620	22	ATP	P2Y4/P2RY4	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2621	22	ATP/adenosine triphosphate	P2RX1:P2RX4/P2X1-P2X4 heteromeric ATP receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2622	22	ATP/adenosine triphosphate	P2RX1:P2RX5/P2X1-P2X5 heteromeric ATP receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2623	22	ATP/adenosine triphosphate	P2RX4:P2RX6/P2X4-P2X6 heteromeric ATP receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2624	22	ATP/adenosine triphosphate	P2RX7/P2X7 ATP-gated channel	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2625	22	ATP/adenosine triphosphate	P2RY11/P2Y11 purinergic receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2626	22	Acetylcholine	CHRM1/M1 muscarinic receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2627	22	Acetylcholine	CHRNA1:CHRNB1:CHRNG:CHRND nicotinic ACh receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2628	22	Acetylcholine	CHRNA2:CHRNB2 alpha2beta2 nicotinic ACh receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2629	22	Acetylcholine	CHRNA3:CHRNA5:CHRNB2 alpha3alpha5beta2 nicotinic ACh receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2630	22	Acetylcholine	CHRNA3:CHRNA5:CHRNB4 alpha3alpha5beta4 nicotinic ACh receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2631	22	Acetylcholine	CHRNA3:CHRNA6:CHRNB2 alpha3alpha6beta2 nicotinic ACh receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2632	22	Acetylcholine	CHRNA4:CHRNA6:CHRNB2 alpha4alpha6beta2 nicotinic ACh receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2633	22	Acetylcholine	CHRNA7/alpha7 nicotinic acetylcholine receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2634	22	Adenosine	ADORA1/A1 adenosine receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2635	22	Adenovirus type 5 penton base	ITGA3:ITGB1 integrin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2636	22	Adenovirus type 5 penton base	ITGAV:ITGB5 integrin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2637	22	AfEno1/Aspergillus fumigatus enolase	FHL1/Factor H-like protein 1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2638	22	Ag85C/Mycobacterium tuberculosis antigen 85C	ITGAM:ITGB2 Mac-1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2639	22	Agrin/AGRN	DAG1/alpha-dystroglycan	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2640	22	Agrin/AGRN C-terminal fragment	ATP1A3/Na+/K+-ATPase alpha3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2641	22	Albumin/ALB	LRP2/megalin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2642	22	Alpha-synuclein assemblies	ATP1A3/Na+/K+-ATPase alpha3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2643	22	Alpha-synuclein preformed fibrils	APLP1/amyloid beta precursor-like protein 1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2644	22	Alpha-synuclein preformed fibrils	LAG3/CD223	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2645	22	Amyloid-beta peptide	ATP5F1A/F1-ATP synthase alpha subunit	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2646	22	Angiotensin II	LRP2/megalin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2647	22	Angiotensin II/Ang II	AGTR2/AT2 angiotensin receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2648	22	Apolipoprotein A-I/apoA-I/APOA1	CUBN/cubilin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2649	22	Apolipoprotein B-100/APOB	LDLR	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2650	22	Apolipoprotein B/apoB	LRP6/low-density lipoprotein receptor-related protein 6	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2651	22	Apolipoprotein E/apoE	SCARB1/SR-BI	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2652	22	Apolipoprotein M/apoM	LRP2/megalin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2653	22	BGN/Biglycan	BMP4	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2654	22	BIG2/ARFGEF2	GABRB2/GABRB3 GABA-A receptor beta subunits	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2655	22	BMP10	ENG/endoglin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2656	22	BMP10 prodomain	FBN1/fibrillin-1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2657	22	BMP10 prodomain	FBN2/fibrillin-2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2658	22	BMP4 prodomain	FBN2/fibrillin-2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2659	22	BMP5 prodomain	FBN1/fibrillin-1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2660	22	BMP5 prodomain	FBN2/fibrillin-2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2661	22	BMP7	ACVR1/ALK2:BMPR2 receptor complex	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2662	22	BMP7 prodomain	FBN1/fibrillin-1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2663	22	BMP7 prodomain	FBN2/fibrillin-2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2664	22	BMP9	ACVRL1:ACVR2B receptor complex	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2665	22	BMP9	ENG/endoglin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2666	22	BNIP3	MAP1LC3B/LC3B	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2667	22	BNIP3L/NIX	GABARAP/GABARAPL1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2668	22	Beat-Ia/Beaten-path-Ia	Side/Sidestep	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2669	22	BigLEN/b-LEN (ProSAAS-derived neuropeptide)	GPR171	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2670	22	Bradykinin	BDKRB2/B2 bradykinin receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2671	22	BsCRASP-1/CspA/Borrelia spielmanii surface protein	FHL1/Factor H-like protein 1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2672	22	C1QL1/C1q-like protein 1	ADGRB3/BAI3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2673	22	C1QL2/C1q-like protein 2	ADGRB3/BAI3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2674	22	C1QL4/C1q-like protein 4	ADGRB3/BAI3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2675	22	C1q/complement component 1q	CALR:CD91 receptor complex	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2676	22	C3b	CR1/CD35	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2677	22	C4b	CR1/CD35	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2678	22	C5a/complement C5a fragment	C5AR2/C5L2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2679	22	C8alpha/C8A	CD59	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2680	22	C9/complement C9	CD59	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2681	22	CAMP/LL-37	FPR2/ALX	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2682	22	CAST/ELKS	RIMS1/RIM1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2683	22	CBLN1/cerebellin-1	GRID2/GluD2 receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2684	22	CBLN1/cerebellin-1	NRXN2beta/beta-neurexin-2 (SS4+)	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2685	22	CBLN1/cerebellin-1	NRXN3beta/beta-neurexin-3 (SS4+)	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2686	22	CBLN2/cerebellin-2	GRID1/GluD1 receptor	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2687	22	CBLN2/cerebellin-2	NRXN2beta/beta-neurexin-2 (SS4+)	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2688	22	CBLN2/cerebellin-2	NRXN3beta/beta-neurexin-3 (SS4+)	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2689	22	CBLN4/cerebellin-4	NEO1/neogenin-1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2690	22	CCL11/eotaxin-1	CCR3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2691	22	CCL20	ACKR4/CCRL1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2692	22	CCL22/MDC	ACKR4/CCRL1	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2693	22	CCL26/eotaxin-3	CCR2	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2694	22	CCL28/MEC	CCR3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2695	22	CCL28/MEC	GPR182/ACKR5	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2696	22	CCL3/MIP-1alpha	ACKR2/D6	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2697	22	CCL8/MCP-2	CCR3	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2698	22	CCN2/CTGF	BMP4	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2699	22	CD24	SIGLEC10	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2700	22	CD59 sialylated glycoform	SIGLEC9	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2701	22	CD86/B7-2	CD28	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2702	22	CD86/B7-2	CTLA4/CD152	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2703	22	CFH/Complement Factor H	ITGAX:ITGB2 integrin	2	1	0	0	0	2	2	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
