review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
M20A-LIANA-REMAINING-0136	gdf1 acvr1b_acvr2b_cfc1	Gdf1 Acvr1b_acvr2b_cfc1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf1+acvr1b_acvr2b_cfc1;https://pubmed.ncbi.nlm.nih.gov/31210006/;https://pubmed.ncbi.nlm.nih.gov/30446628/;https://pubmed.ncbi.nlm.nih.gov/16522726/;https://europepmc.org/search?query=gdf1+acvr1b_acvr2b_cfc1;https://europepmc.org/article/MED/31210006;https://europepmc.org/article/MED/30446628;https://europepmc.org/article/MED/16522726	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf1,GDF1; receptor_aliases=acvr1b acvr2b cfc1,ACVR1B ACVR2B CFC1,alpha beta,heterodimer,alphaacvr1b betaacvr2b; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0137	gdf1 acvr1c_acvr2a_cfc1	Gdf1 Acvr1c_acvr2a_cfc1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf1+acvr1c_acvr2a_cfc1;https://pubmed.ncbi.nlm.nih.gov/31210006/;https://pubmed.ncbi.nlm.nih.gov/30446628/;https://pubmed.ncbi.nlm.nih.gov/16522726/;https://europepmc.org/search?query=gdf1+acvr1c_acvr2a_cfc1;https://europepmc.org/article/MED/31210006;https://europepmc.org/article/MED/30446628;https://europepmc.org/article/MED/16522726	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf1,GDF1; receptor_aliases=acvr1c acvr2a cfc1,ACVR1C ACVR2A CFC1,alpha beta,heterodimer,alphaacvr1c betaacvr2a; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0138	gdf10 acvr1b_acvr2a	Gdf10 Acvr1b_acvr2a	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf10+acvr1b_acvr2a;https://pubmed.ncbi.nlm.nih.gov/25100713/;https://europepmc.org/search?query=gdf10+acvr1b_acvr2a;https://europepmc.org/article/MED/25100713	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf10,GDF10; receptor_aliases=acvr1b acvr2a,ACVR1B ACVR2A,alpha beta,heterodimer,alphaacvr1b betaacvr2a; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0139	gdf11 acvr1b_acvr2b	Gdf11 Acvr1b_acvr2b	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf11+acvr1b_acvr2b;https://pubmed.ncbi.nlm.nih.gov/39407407/;https://pubmed.ncbi.nlm.nih.gov/27340210/;https://pubmed.ncbi.nlm.nih.gov/25400086/;https://europepmc.org/search?query=gdf11+acvr1b_acvr2b;https://europepmc.org/article/MED/39407407;https://europepmc.org/article/MED/27340210;https://europepmc.org/article/MED/25400086	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf11,GDF11; receptor_aliases=acvr1b acvr2b,ACVR1B ACVR2B,alpha beta,heterodimer,alphaacvr1b betaacvr2b; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0140	gdf15 gfral	Gdf15 Gfral	low_evidence	https://pubmed.ncbi.nlm.nih.gov/37847913/;https://pubmed.ncbi.nlm.nih.gov/42551230/;https://pubmed.ncbi.nlm.nih.gov/42575092/	mouse wild-type versus Gfral-knockout physiology	 receptor-dependent function; complex context	Fatty-acid-induced GDF15 suppressed food intake and body mass in wild-type mice but not GFRAL-knockout mice, establishing GFRAL-dependent function of the exact pair.	GFRAL is a receptor component that signals with RET; the cited work is physiological knockout/function rather than purified GDF15-GFRAL binding and does not resolve full receptor stoichiometry.	Exact pair verified but retained low for co-receptor and assay-scope limits. Candidate audit verdict=retain_low.
M20A-LIANA-REMAINING-0141	gdf2 acvrl1_bmpr2	Gdf2 Acvrl1_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf2+acvrl1_bmpr2;https://pubmed.ncbi.nlm.nih.gov/39793884/;https://pubmed.ncbi.nlm.nih.gov/29789425/;https://europepmc.org/search?query=gdf2+acvrl1_bmpr2;https://europepmc.org/article/MED/39793884;https://europepmc.org/article/MED/29789425	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf2,GDF2; receptor_aliases=acvrl1 bmpr2,ACVRL1 BMPR2,alpha beta,heterodimer,alphaacvrl1 betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0142	gdf3 acvr1b_acvr2a_cfc1	Gdf3 Acvr1b_acvr2a_cfc1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf3+acvr1b_acvr2a_cfc1;https://pubmed.ncbi.nlm.nih.gov/33932319/;https://pubmed.ncbi.nlm.nih.gov/32330218/;https://pubmed.ncbi.nlm.nih.gov/30446628/;https://europepmc.org/search?query=gdf3+acvr1b_acvr2a_cfc1;https://europepmc.org/article/MED/33932319;https://europepmc.org/article/MED/32330218;https://europepmc.org/article/MED/30446628	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf3,GDF3; receptor_aliases=acvr1b acvr2a cfc1,ACVR1B ACVR2A CFC1,alpha beta,heterodimer,alphaacvr1b betaacvr2a; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0143	gdf3 acvr1b_acvr2b_cfc1	Gdf3 Acvr1b_acvr2b_cfc1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf3+acvr1b_acvr2b_cfc1;https://pubmed.ncbi.nlm.nih.gov/33932319/;https://pubmed.ncbi.nlm.nih.gov/32330218/;https://pubmed.ncbi.nlm.nih.gov/30446628/;https://europepmc.org/search?query=gdf3+acvr1b_acvr2b_cfc1;https://europepmc.org/article/MED/33932319;https://europepmc.org/article/MED/32330218;https://europepmc.org/article/MED/30446628	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf3,GDF3; receptor_aliases=acvr1b acvr2b cfc1,ACVR1B ACVR2B CFC1,alpha beta,heterodimer,alphaacvr1b betaacvr2b; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0144	gdf3 acvr1c_acvr2a_cfc1	Gdf3 Acvr1c_acvr2a_cfc1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf3+acvr1c_acvr2a_cfc1;https://pubmed.ncbi.nlm.nih.gov/33932319/;https://pubmed.ncbi.nlm.nih.gov/32330218/;https://pubmed.ncbi.nlm.nih.gov/30446628/;https://europepmc.org/search?query=gdf3+acvr1c_acvr2a_cfc1;https://europepmc.org/article/MED/33932319;https://europepmc.org/article/MED/32330218;https://europepmc.org/article/MED/30446628	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf3,GDF3; receptor_aliases=acvr1c acvr2a cfc1,ACVR1C ACVR2A CFC1,alpha beta,heterodimer,alphaacvr1c betaacvr2a; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0145	gdf5 bmpr1a_bmpr2	Gdf5 Bmpr1a_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf5+bmpr1a_bmpr2;https://pubmed.ncbi.nlm.nih.gov/36726183/;https://pubmed.ncbi.nlm.nih.gov/32764110/;https://pubmed.ncbi.nlm.nih.gov/26254468/;https://europepmc.org/search?query=gdf5+bmpr1a_bmpr2;https://europepmc.org/article/MED/36726183;https://europepmc.org/article/MED/32764110;https://europepmc.org/article/MED/26254468	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf5,GDF5; receptor_aliases=bmpr1a bmpr2,BMPR1A BMPR2,alpha beta,heterodimer,alphabmpr1a betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0146	gdf5 bmpr1b_bmpr2	Gdf5 Bmpr1b_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf5+bmpr1b_bmpr2;https://pubmed.ncbi.nlm.nih.gov/36726183/;https://pubmed.ncbi.nlm.nih.gov/26254468/;https://pubmed.ncbi.nlm.nih.gov/25253739/;https://europepmc.org/search?query=gdf5+bmpr1b_bmpr2;https://europepmc.org/article/MED/36726183;https://europepmc.org/article/MED/26254468;https://europepmc.org/article/MED/25253739	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf5,GDF5; receptor_aliases=bmpr1b bmpr2,BMPR1B BMPR2,alpha beta,heterodimer,alphabmpr1b betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0147	gdf5 ror2	Gdf5 Ror2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf5+ror2;https://pubmed.ncbi.nlm.nih.gov/37156767/;https://pubmed.ncbi.nlm.nih.gov/34623600/;https://pubmed.ncbi.nlm.nih.gov/21858606/;https://europepmc.org/search?query=gdf5+ror2;https://europepmc.org/article/MED/37156767;https://europepmc.org/article/MED/34623600;https://europepmc.org/article/MED/21858606	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf5,GDF5; receptor_aliases=ror2,ROR2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0148	gdf6 bmpr1a_bmpr2	Gdf6 Bmpr1a_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf6+bmpr1a_bmpr2;https://europepmc.org/search?query=gdf6+bmpr1a_bmpr2	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf6,GDF6; receptor_aliases=bmpr1a bmpr2,BMPR1A BMPR2,alpha beta,heterodimer,alphabmpr1a betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0149	gdf6 bmpr1b_bmpr2	Gdf6 Bmpr1b_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf6+bmpr1b_bmpr2;https://europepmc.org/search?query=gdf6+bmpr1b_bmpr2	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf6,GDF6; receptor_aliases=bmpr1b bmpr2,BMPR1B BMPR2,alpha beta,heterodimer,alphabmpr1b betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0150	gdf7 bmpr1a_bmpr2	Gdf7 Bmpr1a_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf7+bmpr1a_bmpr2;https://pubmed.ncbi.nlm.nih.gov/12741987/;https://europepmc.org/search?query=gdf7+bmpr1a_bmpr2;https://europepmc.org/article/MED/12741987	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf7,GDF7; receptor_aliases=bmpr1a bmpr2,BMPR1A BMPR2,alpha beta,heterodimer,alphabmpr1a betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0151	gdf7 bmpr1b_bmpr2	Gdf7 Bmpr1b_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf7+bmpr1b_bmpr2;https://pubmed.ncbi.nlm.nih.gov/12741987/;https://europepmc.org/search?query=gdf7+bmpr1b_bmpr2;https://europepmc.org/article/MED/12741987	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf7,GDF7; receptor_aliases=bmpr1b bmpr2,BMPR1B BMPR2,alpha beta,heterodimer,alphabmpr1b betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0152	gdf9 acvr1b_bmpr2	Gdf9 Acvr1b_bmpr2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=gdf9+acvr1b_bmpr2;https://pubmed.ncbi.nlm.nih.gov/40543819/;https://pubmed.ncbi.nlm.nih.gov/40492505/;https://pubmed.ncbi.nlm.nih.gov/39922201/;https://europepmc.org/search?query=gdf9+acvr1b_bmpr2;https://europepmc.org/article/MED/40543819;https://europepmc.org/article/MED/40492505;https://europepmc.org/article/MED/39922201	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=gdf9,GDF9; receptor_aliases=acvr1b bmpr2,ACVR1B BMPR2,alpha beta,heterodimer,alphaacvr1b betabmpr2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0153	grn tnfrsf1a	Grn Tnfrsf1a	low_evidence	https://pubmed.ncbi.nlm.nih.gov/26373796/;https://pubmed.ncbi.nlm.nih.gov/26853108/;https://pubmed.ncbi.nlm.nih.gov/29740434/	mouse and human/murine chondrocyte functional systems	 receptor-dependent function; direct-binding dispute	PGRN effects on adipose and chondrocyte inflammatory responses were TNFR1-dependent in mouse/human systems, but a dedicated cellular binding study failed to reproduce direct PGRN-TNFR1 binding.	The relationship is mechanistically real in some functional contexts but direct ligand-receptor binding is disputed; PGRN processing and TNFR co-context may matter.	Retained low, not approved; exact functional and negative-binding evidence both recorded. Candidate audit verdict=retain_low.
M20A-LIANA-REMAINING-0154	grn tnfrsf1b	Grn Tnfrsf1b	low_evidence	https://pubmed.ncbi.nlm.nih.gov/24703938/;https://pubmed.ncbi.nlm.nih.gov/33185871/;https://pubmed.ncbi.nlm.nih.gov/29740434/	mammalian cell/ER-stress systems; recombinant Atsttrin/TNFR2	 receptor-dependent function; derivative binding	PGRN/TNFR2 association was linked to ER-stress protection, and Atsttrin domains directly bind TNFR2 in solid-phase assays; a separate cellular study found no reproducible direct binding of full-length PGRN to TNFR2.	Atsttrin is a PGRN derivative, not full-length GRN, and direct full-length PGRN binding is contested; do not collapse derivative evidence into an unqualified GRN edge.	Retained low for exact functional context and unresolved ligand-form/directness. Candidate audit verdict=retain_low.
M20A-LIANA-REMAINING-0155	hbegf egfr_erbb2	Hbegf Egfr_erbb2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=hbegf+egfr_erbb2;https://pubmed.ncbi.nlm.nih.gov/41879894/;https://pubmed.ncbi.nlm.nih.gov/29494066/;https://pubmed.ncbi.nlm.nih.gov/34050242/;https://europepmc.org/search?query=hbegf+egfr_erbb2;https://europepmc.org/article/MED/41879894;https://europepmc.org/article/MED/29494066;https://europepmc.org/article/MED/34050242	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=hbegf,HBEGF,heparin binding EGF like growth factor; receptor_aliases=egfr erbb2,EGFR ERBB2,alpha beta,heterodimer,alphaegfr betaerbb2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0156	hbegf erbb2_erbb4	Hbegf Erbb2_erbb4	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=hbegf+erbb2_erbb4;https://pubmed.ncbi.nlm.nih.gov/41879894/;https://pubmed.ncbi.nlm.nih.gov/34050242/;https://pubmed.ncbi.nlm.nih.gov/28232522/;https://europepmc.org/search?query=hbegf+erbb2_erbb4;https://europepmc.org/article/MED/41879894;https://europepmc.org/article/MED/34050242;https://europepmc.org/article/MED/28232522	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=hbegf,HBEGF,heparin binding EGF like growth factor; receptor_aliases=erbb2 erbb4,ERBB2 ERBB4,alpha beta,heterodimer,alphaerbb2 betaerbb4; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0157	hc c5ar1	Hc C5ar1	low_evidence	https://pubmed.ncbi.nlm.nih.gov/8898085/;https://pubmed.ncbi.nlm.nih.gov/42532181/;https://pubmed.ncbi.nlm.nih.gov/42353312/	human C5aR1 expressed in Xenopus oocytes; complement receptor studies	processed-fragment receptor activation	C5a elicited a functional response from expressed C5a receptor in Xenopus oocytes, supporting C5a/C5AR1 signaling.	The submitted HC symbol denotes C5 precursor, while C5AR1 is activated by the processed C5a fragment; C3a/C5a receptor promiscuity and receptor-expression context limit full-length HC interpretation.	Real receptor axis retained low with explicit C5-to-C5a processing caveat; do not treat full-length HC as the tested agonist. Candidate audit verdict=retain_low.
M20A-LIANA-REMAINING-0158	hgf met	Hgf Met	low_evidence	https://pubmed.ncbi.nlm.nih.gov/15167892/;https://pubmed.ncbi.nlm.nih.gov/18495663/;https://pubmed.ncbi.nlm.nih.gov/42575887/	mixed recombinant human HGF/MET structural and biochemical systems	 direct_binding; structural receptor activation	Crystal structure directly resolved the HGF beta-chain bound to the MET Sema domain, while mapping studies identified a high-affinity HGF-alpha binding site in MET IPT3/4 and linked the domains to kinase activation.	Proteolytic maturation matters: pro-HGF binds but does not activate MET, whereas mature alpha/beta HGF engages multiple MET extracellular domains; the recent retraction is not used as positive evidence.	Exact HGF-MET direct binding and receptor-domain scope verified from primary structural studies. Candidate audit verdict=approve_candidate.
M20A-LIANA-REMAINING-0159	ifna11 ifnar1_ifnar2	Ifna11 Ifnar1_ifnar2	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=ifna11+ifnar1_ifnar2;https://europepmc.org/search?query=ifna11+ifnar1_ifnar2	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=ifna11,IFNA11,interferon alpha 11; receptor_aliases=ifnar1 ifnar2,IFNAR1 IFNAR2,alpha beta,heterodimer,alphaifnar1 betaifnar2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
