species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
mouse	Pax1	Pdgfra	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:003198:d8e87e92885f	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=2; ref_head=9826722;11175793; no promotion asserted.
mouse	Per2	Ucp2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004152	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=19056852; no promotion asserted.
mouse	Phox2a	Ncam1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004170	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=7910552; no promotion asserted.
mouse	Rbmx	Jund	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004613	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=16707624; no promotion asserted.
mouse	Smurf2	Runx2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005328	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=24961731; no promotion asserted.
mouse	Sox11	Wnt4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005390	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22465478; no promotion asserted.
mouse	Ssb	Lamb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006074	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=21896617; no promotion asserted.
mouse	Tbpl1	Tnp1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006306	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=21383078; no promotion asserted.
mouse	Tsg101	Mdm2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006771	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=11172000; no promotion asserted.
mouse	Wwp1	Trp53	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006902	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=16924229; no promotion asserted.
mouse	Xrcc5	Il2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006923	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17389650; no promotion asserted.
mouse	Xrcc6	Il2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006926	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17389650; no promotion asserted.
human	ZNF382	STAT5B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009387	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=20682794; no promotion asserted.
mouse	Aes	Ihh	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000011	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=15183720; no promotion asserted.
mouse	Aire	F11	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000038	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22203960; no promotion asserted.
mouse	Ankrd1	Nppa	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000041	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=18273862; no promotion asserted.
mouse	Apbb1	Notch1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000043	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22199353; no promotion asserted.
mouse	Bcl11a	Frzb	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000180	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22491945; no promotion asserted.
mouse	Cbfa2t3	Epb42	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000258	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=19799863; no promotion asserted.
mouse	Cops5	Hand2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000406	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=15139020; no promotion asserted.
mouse	Creb3	Herpud1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000442	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=16940180; no promotion asserted.
mouse	Deaf1	Eif4g3	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000628	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22923498; no promotion asserted.
mouse	Eif2ak2	Stat1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000887	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=10231376; no promotion asserted.
human	FOXF1	GH2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002214	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=16772323; no promotion asserted.
mouse	Foxi1	Slc4a9	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001422	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=16159312; no promotion asserted.
mouse	Foxj1	Foxa1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001424	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=9096351; no promotion asserted.
mouse	Foxn1	Notch1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001456	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=19103190; no promotion asserted.
mouse	Hes6	Htr1a	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001829	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=18499474; no promotion asserted.
mouse	Hivep2	Pparg	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001882	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=16580992; no promotion asserted.
mouse	Hmgb2	Runx2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001900	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=21890638; no promotion asserted.
mouse	Hnrnpd	Thy1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001981	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=20412850; no promotion asserted.
mouse	Hoxa11	Myod1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001992	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=14706073; no promotion asserted.
mouse	Hoxb1	Phox2b	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002009	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=15289435; no promotion asserted.
mouse	Hoxb13	A0A0J9YTU7	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004170:020e0bfe811c	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=2; ref_head=15126340;15928669; no promotion asserted.
human	HOXC11	S100B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003131	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=20145129; no promotion asserted.
mouse	Hoxd13	Runx2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002033	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=20458143; no promotion asserted.
human	HTATIP2	SPP1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003194	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=2; ref_head=18537194;19349353; no promotion asserted.
mouse	Klf16	Klf16	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002454	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=18472212; no promotion asserted.
mouse	Klf7	Ntrk1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002502	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=11245580; no promotion asserted.
mouse	Maff	Oxtr	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001921:1c1e12e3a189	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=2; ref_head=10527846;16549056; no promotion asserted.
mouse	Mta2	Fshr	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002833	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=23086931; no promotion asserted.
human	NFE2L1	NQO1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004429	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=11013233; no promotion asserted.
mouse	Nfix	Fam89b	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003300	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=9056636; no promotion asserted.
mouse	Nr2e3	Rho	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003784	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=15689355; no promotion asserted.
mouse	Nr4a3	Ucp1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003862	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=18238829; no promotion asserted.
human	ONECUT2	SYTL4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005280	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=16831872; no promotion asserted.
mouse	Pias4	Ccl20	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004182	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=20054338; no promotion asserted.
mouse	Pou3f4	Otx2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004314	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22566684; no promotion asserted.
mouse	Runx1t1	Tcf12	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004908	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=19043539; no promotion asserted.
mouse	Satb2	Upf3b	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005023	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=23925499; no promotion asserted.
mouse	Setbp1	Hoxa10	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005027	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22566606; no promotion asserted.
mouse	Sim2	Otp	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005054	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=11071765; no promotion asserted.
mouse	Sla2	Csf1r	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005128	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17353186; no promotion asserted.
mouse	Spen	Col2a1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005946	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=15778499; no promotion asserted.
mouse	Tef	Bik	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006462	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=19219069; no promotion asserted.
mouse	Tle3	Nkx2-2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006521	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17202186; no promotion asserted.
mouse	Trrap	Mitf	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006770	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=15581068; no promotion asserted.
mouse	Ttf2	Tpo	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006775	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=9214635; no promotion asserted.
mouse	Zbtb2	Trp53	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006967	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=19380588; no promotion asserted.
mouse	Zic3	Nanog	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:007054	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=2; ref_head=20872845;23421367; no promotion asserted.
mouse	Arntl2	Thbd	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000099	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17848551; no promotion asserted.
mouse	Ash1l	Timp1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000112	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22488473; no promotion asserted.
mouse	Asxl1	Fabp4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000113	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=21047783; no promotion asserted.
human	BATF	CD2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000416	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=22592317; no promotion asserted.
mouse	Bhlhe40	Il2ra	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000227	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=21057086; no promotion asserted.
mouse	Cnot7	Tob1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000405	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17451368; no promotion asserted.
mouse	Creb3l4	Edem1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000448	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=15938716; no promotion asserted.
mouse	Crtc1	Creb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000494	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=18495750; no promotion asserted.
