edge_id	source_entity	relation_type	target_entity	pathway_name	effect_polarity	directionality	upstream_feature_context	receptor_or_adhesion_context	cell_type_context	compartment_context	species_context	injury_context	evidence_layer	evidence_status	context_scope	confidence_tier	export_priority	curator_decision
M23A-E590	ICAM1	activates/modulates	ITGAM:ITGB2 (Mac-1)	ICAM1 -> Mac-1/ITGAM-ITGB2 -> integrin outside-in cytoskeletal/phagocytic and migration branch	activating	directed	ICAM1 source/feature	ITGAM:ITGB2 (Mac-1)	Purified Mac-1/ICAM-1 systems, primary neutrophils/monocytes, CD11b-transfected cells, and flow-adhesion models	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E591	ICAM1	promotes/modulates	ITGAM:ITGB2 (Mac-1)	ICAM1 -> Mac-1/ITGAM-ITGB2 -> integrin outside-in cytoskeletal/phagocytic and migration branch	context-dependent output	directed	ICAM1 source/feature	ITGAM:ITGB2 (Mac-1)	Purified Mac-1/ICAM-1 systems, primary neutrophils/monocytes, CD11b-transfected cells, and flow-adhesion models	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E592	ICAM1	binds/activates	ITGAX:ITGB2 (αXβ2)	alphaXbeta2 activation–adhesion/transmigration and antigen-presenting-cell recruitment	binding/engagement	directed	ICAM1 source/feature	ITGAX:ITGB2 (αXβ2)	monocytes/macrophages, dendritic-cell models, inflamed human aortic endothelium, and mouse delayed-type hypersensitivity	cell surface/adhesion or signaling compartment	human and mouse	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E593	ICAM1	promotes/modulates	ITGAX:ITGB2 (αXβ2)	alphaXbeta2 activation–adhesion/transmigration and antigen-presenting-cell recruitment	context-dependent output	directed	ICAM1 source/feature	ITGAX:ITGB2 (αXβ2)	monocytes/macrophages, dendritic-cell models, inflamed human aortic endothelium, and mouse delayed-type hypersensitivity	cell surface/adhesion or signaling compartment	human and mouse	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E594	ICAM2	binds/activates	ITGAL:ITGB2 (LFA-1)	ICAM2 -> LFA-1/ITGAL-ITGB2 -> integrin avidity, actin remodeling, and leukocyte transmigration	binding/engagement	directed	ICAM2 source/feature	ITGAL:ITGB2 (LFA-1)	L-cell integrin transfectants, purified ICAM-2/LFA-1 systems, endothelial monolayers, and primary leukocyte adhesion/crawling models	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E595	ICAM2	activates/modulates	ITGAL:ITGB2 (LFA-1)	ICAM2 -> LFA-1/ITGAL-ITGB2 -> integrin avidity, actin remodeling, and leukocyte transmigration	activating	directed	ICAM2 source/feature	ITGAL:ITGB2 (LFA-1)	L-cell integrin transfectants, purified ICAM-2/LFA-1 systems, endothelial monolayers, and primary leukocyte adhesion/crawling models	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E596	ICAM2	promotes/modulates	ITGAL:ITGB2 (LFA-1)	ICAM2 -> LFA-1/ITGAL-ITGB2 -> integrin avidity, actin remodeling, and leukocyte transmigration	context-dependent output	directed	ICAM2 source/feature	ITGAL:ITGB2 (LFA-1)	L-cell integrin transfectants, purified ICAM-2/LFA-1 systems, endothelial monolayers, and primary leukocyte adhesion/crawling models	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E597	ICAM2	binds/activates	ITGAM:ITGB2 (Mac-1)	alphaMbeta2 activation–ICAM2 adhesion and chemokine-dependent migration/extravasation	binding/engagement	directed	ICAM2 source/feature	ITGAM:ITGB2 (Mac-1)	primary human neutrophils/monocytes, CD11b-transfected cells, THP-1/U937 cells, and Balb/c mice	cell surface/adhesion or signaling compartment	human and mouse	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E598	ICAM2	promotes/modulates	ITGAM:ITGB2 (Mac-1)	alphaMbeta2 activation–ICAM2 adhesion and chemokine-dependent migration/extravasation	context-dependent output	directed	ICAM2 source/feature	ITGAM:ITGB2 (Mac-1)	primary human neutrophils/monocytes, CD11b-transfected cells, THP-1/U937 cells, and Balb/c mice	cell surface/adhesion or signaling compartment	human and mouse	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E599	ICAM4	binds/activates	ITGAM:ITGB2 (Mac-1)	beta2-integrin adhesion, erythrocyte clearance, and phagocytic-cell contact	binding/engagement	directed	ICAM4 source/feature	ITGAM:ITGB2 (Mac-1)	human erythrocytes, monocyte/macrophage cells, and integrin-transfectant models	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E600	ICAM4	promotes/modulates	ITGAM:ITGB2 (Mac-1)	beta2-integrin adhesion, erythrocyte clearance, and phagocytic-cell contact	context-dependent output	directed	ICAM4 source/feature	ITGAM:ITGB2 (Mac-1)	human erythrocytes, monocyte/macrophage cells, and integrin-transfectant models	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E601	ICAM4	binds/activates	ITGB3-containing integrin complex	alphaIIb/beta3 platelet adhesion and thrombus-related erythrocyte contact	binding/engagement	directed	ICAM4 source/feature	ITGB3-containing integrin complex	human red blood cells, activated human platelets, and alphaIIb/beta3-expressing CHO transfectants	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E602	ICAM4	promotes/modulates	ITGB3-containing integrin complex	alphaIIb/beta3 platelet adhesion and thrombus-related erythrocyte contact	context-dependent output	directed	ICAM4 source/feature	ITGB3-containing integrin complex	human red blood cells, activated human platelets, and alphaIIb/beta3-expressing CHO transfectants	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E603	IL2	promotes/modulates	CD53	CD53 co-stimulation and IL-2-dependent lymphocyte proliferation/adhesion	context-dependent output	directed	IL2 source/feature	CD53	primary rat NK cells and IL-2-cultured NK/T lymphocytes	cell surface/adhesion or signaling compartment	rat	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_FUNCTION_ONLY_NO_DIRECT_INTERACTION
M23A-E604	VCAM1	binds/activates	ITGA4:ITGB1 (α4β1/VLA-4)	VCAM1-alpha4beta1-VLA4-paxillin/talin-adhesion-strengthening branch	binding/engagement	directed	VCAM1 source/feature	ITGA4:ITGB1 (α4β1/VLA-4)	primary human T lymphocytes, Jurkat cells and mouse embryonic fibroblasts	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E605	VCAM1	activates/modulates	ITGA4:ITGB1 (α4β1/VLA-4)	VCAM1-alpha4beta1-VLA4-paxillin/talin-adhesion-strengthening branch	activating	directed	VCAM1 source/feature	ITGA4:ITGB1 (α4β1/VLA-4)	primary human T lymphocytes, Jurkat cells and mouse embryonic fibroblasts	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E606	VCAM1	promotes/modulates	ITGA4:ITGB1 (α4β1/VLA-4)	VCAM1-alpha4beta1-VLA4-paxillin/talin-adhesion-strengthening branch	context-dependent output	directed	VCAM1 source/feature	ITGA4:ITGB1 (α4β1/VLA-4)	primary human T lymphocytes, Jurkat cells and mouse embryonic fibroblasts	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E607	ADGRE5/CD97	binds/activates	ITGAV:ITGB3 (αVβ3)	ADGRE5-CD97-RGD-alphaVbeta3-adhesion/angiogenesis branch	binding/engagement	directed	ADGRE5/CD97 source/feature	ITGAV:ITGB3 (αVβ3)	purified human CD97 alpha extracellular domains, HUVEC adhesion/angiogenesis assays and HT1080 CD97-expression/adhesion models	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E608	ADGRE5/CD97	promotes/modulates	ITGAV:ITGB3 (αVβ3)	ADGRE5-CD97-RGD-alphaVbeta3-adhesion/angiogenesis branch	context-dependent output	directed	ADGRE5/CD97 source/feature	ITGAV:ITGB3 (αVβ3)	purified human CD97 alpha extracellular domains, HUVEC adhesion/angiogenesis assays and HT1080 CD97-expression/adhesion models	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E609	THY1	binds/activates	ITGAM:ITGB2 (Mac-1)	THY1–alphaMbeta2/Mac-1 adhesion and integrin outside-in cytoskeletal signaling	binding/engagement	directed	THY1 source/feature	ITGAM:ITGB2 (Mac-1)	activated human dermal microvascular endothelial cells with human monocytes and polymorphonuclear leukocytes	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E610	THY1	activates/modulates	ITGAM:ITGB2 (Mac-1)	THY1–alphaMbeta2/Mac-1 adhesion and integrin outside-in cytoskeletal signaling	activating	directed	THY1 source/feature	ITGAM:ITGB2 (Mac-1)	activated human dermal microvascular endothelial cells with human monocytes and polymorphonuclear leukocytes	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E611	THY1	promotes/modulates	ITGAM:ITGB2 (Mac-1)	THY1–alphaMbeta2/Mac-1 adhesion and integrin outside-in cytoskeletal signaling	context-dependent output	directed	THY1 source/feature	ITGAM:ITGB2 (Mac-1)	activated human dermal microvascular endothelial cells with human monocytes and polymorphonuclear leukocytes	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E612	ITGB3BP/TAP20	binds/activates	ITGB3 cytoplasmic tail	ITGB3 inside-out activation and adhesion-complex regulation	binding/engagement	directed	ITGB3BP/TAP20 source/feature	ITGB3 cytoplasmic tail	platelet-integrin and reconstituted cytoplasmic-tail systems	intracellular adaptor/receptor-tail signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E613	ITGB3BP/TAP20	activates/modulates	ITGB3 cytoplasmic tail	ITGB3 inside-out activation and adhesion-complex regulation	activating	directed	ITGB3BP/TAP20 source/feature	ITGB3 cytoplasmic tail	platelet-integrin and reconstituted cytoplasmic-tail systems	intracellular adaptor/receptor-tail signaling compartment	human	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E614	ITGB3BP/TAP20	promotes/modulates	ITGB3 cytoplasmic tail	ITGB3 inside-out activation and adhesion-complex regulation	context-dependent output	directed	ITGB3BP/TAP20 source/feature	ITGB3 cytoplasmic tail	platelet-integrin and reconstituted cytoplasmic-tail systems	intracellular adaptor/receptor-tail signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E615	ITGB3BP/TAP20	binds/activates	ITGB5 cytoplasmic tail	PKCtheta–TAP20–alphaVbeta5 adhesion, focal-adhesion, migration, and angiogenic branch	binding/engagement	directed	ITGB3BP/TAP20 source/feature	ITGB5 cytoplasmic tail	primary rat capillary endothelial cells, ECV endothelial cells, and beta3-deficient MV3 cells	intracellular adaptor/receptor-tail signaling compartment	rat; human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E616	ITGB3BP/TAP20	activates/modulates	ITGB5 cytoplasmic tail	PKCtheta–TAP20–alphaVbeta5 adhesion, focal-adhesion, migration, and angiogenic branch	activating	directed	ITGB3BP/TAP20 source/feature	ITGB5 cytoplasmic tail	primary rat capillary endothelial cells, ECV endothelial cells, and beta3-deficient MV3 cells	intracellular adaptor/receptor-tail signaling compartment	rat; human	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E617	ITGB3BP/TAP20	promotes/modulates	ITGB5 cytoplasmic tail	PKCtheta–TAP20–alphaVbeta5 adhesion, focal-adhesion, migration, and angiogenic branch	context-dependent output	directed	ITGB3BP/TAP20 source/feature	ITGB5 cytoplasmic tail	primary rat capillary endothelial cells, ECV endothelial cells, and beta3-deficient MV3 cells	intracellular adaptor/receptor-tail signaling compartment	rat; human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E618	IZUMO1	promotes/modulates	CD9-containing membrane complex	IZUMO1–JUNO adhesion followed by CD9-dependent sperm-oocyte fusion and membrane remodeling	context-dependent output	directed	IZUMO1 source/feature	CD9-containing membrane complex	mouse sperm-oocyte systems and Izumo1-expressing K562 cells with eggs	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_FUNCTION_ONLY_NO_DIRECT_INTERACTION
M23A-E619	JAM2	binds/activates	ITGA4:ITGB1 (α4β1/VLA-4)	JAM2–JAM3–alpha4beta1 leukocyte rolling, firm adhesion, and extravasation	binding/engagement	directed	JAM2 source/feature	ITGA4:ITGB1 (α4β1/VLA-4)	human T lymphocytes and murine leukocyte/endothelial rolling models	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E620	JAM2	promotes/modulates	ITGA4:ITGB1 (α4β1/VLA-4)	JAM2–JAM3–alpha4beta1 leukocyte rolling, firm adhesion, and extravasation	context-dependent output	directed	JAM2 source/feature	ITGA4:ITGB1 (α4β1/VLA-4)	human T lymphocytes and murine leukocyte/endothelial rolling models	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E621	JAM3	binds/activates	ITGAM:ITGB2 (Mac-1)	JAM3–Mac-1 adhesion and junctional-complex control of leukocyte recruitment	binding/engagement	directed	JAM3 source/feature	ITGAM:ITGB2 (Mac-1)	platelet JAM3, MDCK junctional-complex cells, human leukocytes, and neutrophils	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E622	JAM3	promotes/modulates	ITGAM:ITGB2 (Mac-1)	JAM3–Mac-1 adhesion and junctional-complex control of leukocyte recruitment	context-dependent output	directed	JAM3 source/feature	ITGAM:ITGB2 (Mac-1)	platelet JAM3, MDCK junctional-complex cells, human leukocytes, and neutrophils	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E623	KNG1	binds/activates	ITGAM	HKa–Mac-1 adhesion blockade and JNK/ERK/p38/NF-kappaB inflammatory branch	binding/engagement	directed	KNG1 source/feature	ITGAM	human neutrophils, monocytes, Mac-1-transfected HEK293 cells, and purified ITGAM-ITGB2	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E624	KNG1	activates/modulates	ITGAM	HKa–Mac-1 adhesion blockade and JNK/ERK/p38/NF-kappaB inflammatory branch	activating	directed	KNG1 source/feature	ITGAM	human neutrophils, monocytes, Mac-1-transfected HEK293 cells, and purified ITGAM-ITGB2	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E625	KNG1	promotes/modulates	ITGAM	HKa–Mac-1 adhesion blockade and JNK/ERK/p38/NF-kappaB inflammatory branch	context-dependent output	directed	KNG1 source/feature	ITGAM	human neutrophils, monocytes, Mac-1-transfected HEK293 cells, and purified ITGAM-ITGB2	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E626	L1CAM	binds/activates	CD9-containing membrane complex	CD9-L1CAM-alpha6beta1 membrane organization and Ca2+/adhesion signaling	binding/engagement	directed	L1CAM source/feature	CD9-containing membrane complex	adult mouse brain membranes, N2A neuroblastoma cells, and cerebellar neurons	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E627	L1CAM	activates/modulates	CD9-containing membrane complex	CD9-L1CAM-alpha6beta1 membrane organization and Ca2+/adhesion signaling	activating	directed	L1CAM source/feature	CD9-containing membrane complex	adult mouse brain membranes, N2A neuroblastoma cells, and cerebellar neurons	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E628	L1CAM	promotes/modulates	CD9-containing membrane complex	CD9-L1CAM-alpha6beta1 membrane organization and Ca2+/adhesion signaling	context-dependent output	directed	L1CAM source/feature	CD9-containing membrane complex	adult mouse brain membranes, N2A neuroblastoma cells, and cerebellar neurons	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E629	L1CAM	binds/activates	CNTN1	L1CAM-CNTN1 cis complex and axon-guidance/adhesion signaling	binding/engagement	directed	L1CAM source/feature	CNTN1	cultured mouse hippocampal and cortical neurons; human Reactome L1-CNTN1 event	cell surface/adhesion or signaling compartment	mouse; human Reactome orthology	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E630	L1CAM	promotes/modulates	CNTN1	L1CAM-CNTN1 cis complex and axon-guidance/adhesion signaling	context-dependent output	directed	L1CAM source/feature	CNTN1	cultured mouse hippocampal and cortical neurons; human Reactome L1-CNTN1 event	cell surface/adhesion or signaling compartment	mouse; human Reactome orthology	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E631	L1CAM	binds/activates	EGFR cis/trans complex	L1CAM-EGFR-cis/trans interaction-RTK phosphorylation-MAPK/neurite-adhesion branch	binding/engagement	directed	L1CAM source/feature	EGFR cis/trans complex	L1-CAM/EGFR transfected cells and neuronal adhesion models	cell surface/adhesion or signaling compartment	human; Drosophila comparator system	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E632	L1CAM	activates/modulates	EGFR cis/trans complex	L1CAM-EGFR-cis/trans interaction-RTK phosphorylation-MAPK/neurite-adhesion branch	activating	directed	L1CAM source/feature	EGFR cis/trans complex	L1-CAM/EGFR transfected cells and neuronal adhesion models	cell surface/adhesion or signaling compartment	human; Drosophila comparator system	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E633	L1CAM	promotes/modulates	EGFR cis/trans complex	L1CAM-EGFR-cis/trans interaction-RTK phosphorylation-MAPK/neurite-adhesion branch	context-dependent output	directed	L1CAM source/feature	EGFR cis/trans complex	L1-CAM/EGFR transfected cells and neuronal adhesion models	cell surface/adhesion or signaling compartment	human; Drosophila comparator system	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E634	LAMA1	binds/activates	DAG1 glycosylated dystroglycan/DGC	LAMA1/laminin-111-DAG1/DGC branch	binding/engagement	directed	LAMA1 source/feature	DAG1 glycosylated dystroglycan/DGC	skeletal muscle alpha-DAG and embryonic kidney	cell surface/adhesion or signaling compartment	rabbit and mouse	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E635	LAMA1	promotes/modulates	DAG1 glycosylated dystroglycan/DGC	LAMA1/laminin-111-DAG1/DGC branch	context-dependent output	directed	LAMA1 source/feature	DAG1 glycosylated dystroglycan/DGC	skeletal muscle alpha-DAG and embryonic kidney	cell surface/adhesion or signaling compartment	rabbit and mouse	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E636	Laminin-211 (LAMA2-containing)	binds/interacts	ADGRG6/GPR126	Laminin-211–ADGRG6 NTF/CTF adhesion-GPCR branch	context-dependent	directed	Laminin-211 (LAMA2-containing) source/feature	ADGRG6/GPR126	mouse Schwann cells/DRG; COS-7 hGPR126; zebrafish peripheral nerve	cell surface/adhesion or signaling compartment	mouse; zebrafish; human protein	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E637	Laminin-211 (LAMA2-containing)	modulates	ADGRG6/GPR126	GPR126 Gs–cAMP/PKA relay	activating	directed	Laminin-211 (LAMA2-containing) source/feature	ADGRG6/GPR126	mouse Schwann cells/DRG; COS-7 hGPR126; zebrafish peripheral nerve	cell surface/adhesion or signaling compartment	mouse; zebrafish; human protein	non-SCI comparator; no SCI transfer	receptor_proximal_relay	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E638	Laminin-211 (LAMA2-containing)	supports	ADGRG6/GPR126	GPR126–cAMP/PKA–Schwann-cell myelination	activating	directed	Laminin-211 (LAMA2-containing) source/feature	ADGRG6/GPR126	DRG/Schwann cells; zebrafish peripheral nerves	cell surface/adhesion or signaling compartment	mouse; zebrafish	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E639	Laminin (laminin-2/211)	binds	DAG1 alpha-dystroglycan–beta-dystroglycan complex	Laminin–dystroglycan basement-membrane anchorage	activating	directed	Laminin (laminin-2/211) source/feature	DAG1 alpha-dystroglycan–beta-dystroglycan complex	muscle/peripheral nerve membrane fractions; purified DGC	cell surface/adhesion or signaling compartment	mouse; human; biochemical	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E640	Laminin (laminin-2/211)	organizes	DAG1 alpha-dystroglycan–beta-dystroglycan complex	DAG1/DGC–actin and neuromuscular-basement-membrane function	activating	directed	Laminin (laminin-2/211) source/feature	DAG1 alpha-dystroglycan–beta-dystroglycan complex	myotubes and neuromuscular junctions	cell surface/adhesion or signaling compartment	mouse; human	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
