queue_id	batch_id	priority	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_complex_status	receptor_proximal_branch_to_validate	downstream_tf_or_program_target	evidence_layers_to_extract	species_context	cell_type_or_model_context	source_origin	source_record_id	stable_source_locator	search_boundary	status	notes
M23A-Q0700	M23A-B014	P2	matrix_receptor_candidate	Col1a1	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL1A1_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0701	M23A-B015	P2	matrix_receptor_candidate	Col1a2	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL1A2_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0702	M23A-B015	P2	matrix_receptor_candidate	Col2a1	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL2A1_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0703	M23A-B015	P2	matrix_receptor_candidate	Col4a1	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL4A1_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0704	M23A-B015	P2	matrix_receptor_candidate	Col4a2	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL4A2_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0705	M23A-B015	P2	matrix_receptor_candidate	Col4a3	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL4A3_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0706	M23A-B015	P2	matrix_receptor_candidate	Col4a4	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL4A4_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0707	M23A-B015	P2	matrix_receptor_candidate	Col4a5	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL4A5_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0708	M23A-B015	P2	matrix_receptor_candidate	Col4a6	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL4A6_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0709	M23A-B015	P2	matrix_receptor_candidate	Col6a1	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL6A1_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0710	M23A-B015	P2	matrix_receptor_candidate	Col6a2	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL6A2_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0711	M23A-B015	P2	matrix_receptor_candidate	Col6a3	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL6A3_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0712	M23A-B015	P2	matrix_receptor_candidate	Col6a4	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL6A4_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0713	M23A-B015	P2	matrix_receptor_candidate	Col6a5	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL6A5_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0714	M23A-B015	P2	matrix_receptor_candidate	Col6a6	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL6A6_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0715	M23A-B015	P2	matrix_receptor_candidate	Col9a1	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL9A1_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0716	M23A-B015	P2	matrix_receptor_candidate	Col9a2	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL9A2_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0717	M23A-B015	P2	matrix_receptor_candidate	Col9a3	Gp6	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	GP6-SYK-PLCgamma;validate-cell-context	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COL9A3_GP6	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=COLLAGEN; matched family=guidance_ecm_family
M23A-Q0718	M23A-B015	P2	matrix_receptor_candidate	Comp	Cd47	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	receptor-specific relay to validate	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:COMP_CD47	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=THBS; matched family=guidance_ecm_family
M23A-Q0719	M23A-B015	P2	matrix_receptor_candidate	Thbs1	Cd47	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	receptor-specific relay to validate	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:THBS1_CD47	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=THBS; matched family=guidance_ecm_family
M23A-Q0720	M23A-B015	P2	matrix_receptor_candidate	Thbs2	Cd47	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	receptor-specific relay to validate	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:THBS2_CD47	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=THBS; matched family=guidance_ecm_family
M23A-Q0721	M23A-B015	P2	matrix_receptor_candidate	Thbs3	Cd47	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	receptor-specific relay to validate	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:THBS3_CD47	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=THBS; matched family=guidance_ecm_family
M23A-Q0722	M23A-B015	P2	matrix_receptor_candidate	Thbs4	Cd47	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	receptor-specific relay to validate	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:THBS4_CD47	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=THBS; matched family=guidance_ecm_family
M23A-Q0723	M23A-B015	P2	matrix_receptor_candidate	Vwf	Gp1ba, Gp1bb, Gp5, Gp9	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	receptor-specific relay to validate	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:VWF_GP1BA_GP1BB_GP5_GP9	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=VWF; matched family=guidance_ecm_family
M23A-Q0724	M23A-B015	P2	module21a_reuse_candidate	adam10	cadm1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	CADM1 adhesion and regulated intramembrane proteolysis	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	Cell culture models of CADM1-expressing cells	TAPI-1 inhibition, LC/MS/MS cleavage-site mapping, ADAM10 siRNA, and gamma-secretase fragment analysis	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1360	PMID:22172944	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The paper supports sheddase/substrate processing and possible CADM1-ICD signaling, not ADAM10 ligand binding; cell-context and downstream CADM1-ICD targets remain limited.	reviewed_first_pass	Existing Module21A relation=ADAM10 directly cleaves CADM1 ectodomain, followed by gamma-secretase processing of the membrane remnant; existing evidence layer=receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0725	M23A-B015	P2	module21a_reuse_candidate	adam10	cd44	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	CD44 adhesion, ectodomain shedding, and regulated intramembrane proteolysis	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	Human HeLa cells and mouse embryonic fibroblast systems	ADAM10/ADAM17 depletion, inducible CD44 cleavage, substrate-dimerization assays, CRISPR sheddase depletion, and C-terminal-fragment analysis	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1361	PMID:25925953; PMID:36876041	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. ADAM17, MMP14, and meprin beta can contribute depending on context; CD44-ICD transcriptional activity is not assigned to a specific terminal TF here.	reviewed_first_pass	Existing Module21A relation=ADAM10-dependent CD44 ectodomain shedding with subsequent gamma-secretase processing; not ligand binding; existing evidence layer=receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0726	M23A-B015	P2	module21a_reuse_candidate	adam10	nrcam	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	NrCAM neuronal adhesion and ADAM10-dependent axon/synapse remodeling	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	Primary murine neurons and neuronal cell models	ADAM10-selective inhibitor, conditional Adam10 knockout, conditioned-medium ectodomain assays, and mature NrCAM immunoblotting	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1368	PMCID:PMC6460357	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. NrCAM is an adhesion molecule/substrate rather than a conventional receptor ligand; neuronal context and the relative contribution of other proteases must be retained.	reviewed_first_pass	Existing Module21A relation=ADAM10 specifically mediates NrCAM ectodomain shedding; no canonical ligand binding; existing evidence layer=receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0727	M23A-B015	P2	module21a_reuse_candidate	adam10	tspan15	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	TSPAN15-ADAM10 scissor regulation of Notch, APP, cadherin and other ectodomain substrates	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; mouse	human cell lines and primary cells; ADAM10-knockout mouse cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1373	PMID:32111735; PMCID:PMC7476718; DOI:10.1074/jbc.RA120.012601	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The evidence is for a protease-cofactor complex and substrate processing, not a ligand-receptor pair; substrate selectivity is context-dependent and no terminal TF is assigned.	reviewed_first_pass	Existing Module21A relation=Direct TSPAN15-ADAM10 functional scissor complex controls ADAM10 maturation and substrate cleavage; existing evidence layer=ligand_receptor_binding_or_activation;receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0728	M23A-B015	P2	module21a_reuse_candidate	adam12	itga9	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	ADAM12-alpha9beta1 adhesion-to-PI3K spreading and myogenic fusion	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; mouse	human myogenic precursor/rhabdomyosarcoma cells; tumor-cell adhesion models; recombinant ADAM12 domains	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1376	PMID:10944520; PMID:15574885; PMID:16061220	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The exact molecular receptor is alpha9beta1, not ITGA9 in isolation; alternate beta1 integrins can support adhesion in some tumor models, and no terminal TF was directly measured.	reviewed_first_pass	Existing Module21A relation=ADAM12 disintegrin domain binds the alpha9beta1 integrin complex and supports adhesion, spreading and myogenic cell fusion; existing evidence layer=ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0729	M23A-B015	P2	module21a_reuse_candidate	adam12	itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	ADAM12-beta1 integrin adhesion and PI3K-dependent cell spreading	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; mouse	human myogenic precursor/rhabdomyosarcoma cells; tumor-cell adhesion models; recombinant ADAM12 domains	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1377	PMID:10944520; PMID:16061220	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The evidence is complex-level and does not demonstrate ADAM12 binding to ITGB1 independently of an alpha subunit; full-length ADAM12 can recruit alternate beta1 integrins in tumor cells, and no terminal TF is assigned.	reviewed_first_pass	Existing Module21A relation=ADAM12 binds an ITGB1-containing alpha9beta1 receptor complex; beta1-dependent replacement/adhesion is context-specific and can engage PI3K-linked spreading; existing evidence layer=ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0730	M23A-B015	P2	module21a_reuse_candidate	adam12	sdc4	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	ADAM12-cys -> SDC4 -> PKCalpha/RhoA and beta1-integrin activation -> stress fibers, focal adhesions, and cell spreading	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; hamster; rat	mesenchymal cells, chondroblasts, carcinoma cells, and CHO-beta1 cells; recombinant human ADAM12 cysteine-rich domain	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-2230	PMID:10831617; PMCID:PMC2174829; DOI:10.1083/jcb.149.5.1143; PMID:12509413; DOI:10.1074/jbc.M208937200	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The interaction is an adhesion-domain/HS-proteoglycan mechanism rather than a soluble ligand-RTK edge; syndecan family redundancy and cell-state-dependent beta1 engagement remain limitations. No terminal TF was directly measured.	reviewed_first_pass	Existing Module21A relation=ADAM12 cysteine-rich domain binds syndecan-4/heparan-sulfate chains and initiates SDC4-to-beta1-integrin adhesion signaling through PKCalpha and RhoA; existing evidence layer=ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0731	M23A-B015	P2	module21a_reuse_candidate	adam15	itga5	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	ADAM15-alpha5beta1 adhesion and ERK-dependent cell-motility branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; mouse	human ADAM15/CHO and B16F10 melanoma models; human vascular smooth-muscle cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1378	PMID:18387333; PMID:12858346	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The functional CHO study did not detect direct ADAM15-alpha5beta1 co-immunoprecipitation, so the binding and ERK-mediated modulation must remain distinct; ITGA5 is interpreted only as part of the alpha5beta1 complex and no terminal TF is assigned.	reviewed_first_pass	Existing Module21A relation=ADAM15-alpha5beta1 recognition is reported, while ADAM15 expression modulates alpha5 surface organization and adhesion through Erk1/2 inactivation; existing evidence layer=ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0732	M23A-B015	P2	module21a_reuse_candidate	adam15	itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	ADAM15-beta1 integrin adhesion and ERK-dependent motility	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; mouse	human ADAM15/CHO and B16F10 melanoma models; human vascular smooth-muscle cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1379	PMID:18387333; PMID:12858346	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The direct interaction is complex- and context-dependent; the CHO study did not detect direct ADAM15-alpha5beta1 co-immunoprecipitation, so no isolated beta1 molecular edge or terminal TF is inferred.	reviewed_first_pass	Existing Module21A relation=ADAM15 is reported to recognize ITGB1-containing alpha5beta1 integrin and modulates alpha5beta1 adhesion through ERK1/2-dependent surface organization; existing evidence layer=ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
