candidate_id	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_proximal_relay	downstream_tf_or_program	layer1_status	layer2_status	layer3_status	species_posture	SCI_context_posture	status	next_gap
M23A-Q0936	module21a_reuse_candidate	saa2	scarb1	SAA/SCARB1 -> receptor-dependent uptake and lipid handling, with IL-6/IL-8 and endothelial-adhesion inflammatory branch	No terminal TF transferred; program/function only	reviewed_supported	reviewed_supported	reviewed_supported	human; rodent comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0937	module21a_reuse_candidate	sele	cd44	SELE -> glycosylated CD44/HCELL -> p38 and adhesion-receptor redistribution -> beta2-integrin-supported slow rolling/firm arrest	No terminal TF transferred; program/function only	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0938	module21a_reuse_candidate	sema3c	nrp1_nrp2	SEMA3C -> NRP1/PlexinD1 and NRP2 semaphorin-guidance complexes -> cytoskeletal/adhesion signaling and axon/angiogenic guidance	No terminal TF transferred; program/function only	reviewed_supported	reviewed_supported	reviewed_supported	Mus musculus; rat; human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0939	module21a_reuse_candidate	sema3e	plxnd1	Sema3E-PLXND1 -> RhoA/actin and focal-adhesion signaling -> vascular patterning, thymocyte migration and synapse formation	No terminal TF transferred; program/function only	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0940	module21a_reuse_candidate	sema4a	plxnd1	Plexin-D1 -> Rac suppression and integrin-dependent endothelial adhesion/migration; separate CD4+ T-cell branch changes TBX21/GATA3/RORC	TBX21; GATA3; RORC	reviewed_supported	reviewed_unresolved	reviewed_supported	human; mouse comparator systems	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	unsupported evidence layer remains bounded No unified Plexin-D1-to-TF branch; TBX21/GATA3/RORC changes are from a separate T-cell context.
M23A-Q0941	module21a_reuse_candidate	sema4d	plxnb2	SEMA4D-PLXNB2 -> SEMA4D intracellular-domain or PLXNB2-associated Rac1 regulation -> NET/oxidative-burst suppression or monocyte-endothelial adhesion	No terminal TF transferred; program/function only	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0942	module21a_reuse_candidate	slit1	robo2	SLIT1-ROBO2 -> N-cadherin/cytoskeletal adhesion and guidance -> ganglion assembly and olfactory axon patterning	No terminal TF transferred; program/function only	reviewed_supported	reviewed_supported	reviewed_supported	chick; mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0943	module21a_reuse_candidate	slit3	robo1	SLIT3-ROBO1 -> cardiac neural-crest adhesion/migration/survival -> pericardial and systemic venous development	No terminal TF transferred; program/function only	reviewed_supported	reviewed_supported	reviewed_supported	mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0944	module21a_reuse_candidate	slitrk1	ptprs;slitrk2 ptprs;slitrk6 ptprs	SLITRK-PTPRS synaptogenic adhesion/scaffold branch	No terminal TF transferred; program/function only	reviewed_unresolved	reviewed_unresolved	reviewed_supported	rat neurons and heterologous synapse assays	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	unsupported evidence layer remains bounded No binding or proximal relay promoted for grouped SLITRK1/2/6-PTPRS; primary support is synaptogenic function.
M23A-Q0945	module21a_reuse_candidate	slitrk3	ptprd	SLITRK3-PTPRD inhibitory synaptic-adhesion branch	No terminal TF transferred; program/function only	reviewed_supported	reviewed_unresolved	reviewed_supported	Module21A source species unresolved	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	unsupported evidence layer remains bounded No unique PTPRD cytosolic relay or terminal TF; splice/synapse context is required.
M23A-Q0946	module21a_reuse_candidate	slitrk4	ptprs	SLITRK4-PTPRS excitatory synaptic-adhesion branch	No terminal TF transferred; program/function only	reviewed_supported	reviewed_unresolved	reviewed_supported	Module21A source species unresolved	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	unsupported evidence layer remains bounded No unique PTPRS cytosolic relay or terminal TF; splice/synapse context is required.
M23A-Q0947	module21a_reuse_candidate	slitrk5	ptprs	SLITRK5-PTPRS excitatory synaptic-adhesion branch	No terminal TF transferred; program/function only	reviewed_supported	reviewed_unresolved	reviewed_supported	Module21A source species unresolved	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	unsupported evidence layer remains bounded No unique PTPRS cytosolic relay or terminal TF; splice/synapse context is required.
M23A-Q0948	module21a_reuse_candidate	spon2	itgam	SPON2-mindin -> ITGAM-ITGB2/Mac-1 -> Syk/MAPK -> adhesion and phagocytosis with nuclear NF-kB p65	RELA (provisional)	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	ITGAM is not exported alone; SPON2 resolves the Mac-1 alphaM:beta2 complex.
M23A-Q0949	module21a_reuse_candidate	spon2	itgb2	SPON2-mindin -> ITGAM-ITGB2/Mac-1 -> Syk/MAPK -> adhesion and phagocytosis with nuclear NF-kB p65	RELA (provisional)	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	ITGB2 is not exported alone; SPON2 resolves the Mac-1 alphaM:beta2 complex.
M23A-Q0950	module21a_reuse_candidate	spp1	itga4_itgb1	SPP1/OPN -> ITGA4-ITGB1 -> leukocyte and hematopoietic-stem-cell adhesion/migration; unique intracellular relay unresolved	No terminal TF transferred; program/function only	reviewed_supported	reviewed_unresolved	reviewed_supported	bovine; human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	unsupported evidence layer remains bounded No unique receptor-proximal kinase or terminal TF was measured for SPP1-alpha4beta1.
M23A-Q1001	module21a_reuse_candidate	VTN	ITGA8:ITGB1	integrin adhesion; relay unresolved	adhesion/focal-contact output	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	FAK/SRC sequence and SCI relevance unresolved
M23A-Q1002	module21a_reuse_candidate	VTN	ITGAV:ITGB1	integrin-dependent motility relay unresolved	beta-cell spreading/migration	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Exact kinase relay and SCI relevance unresolved
M23A-Q1003	module21a_reuse_candidate	VTN	ITGAV:ITGB5	integrin adhesion relay; alphaVbeta3 comparator	attachment; limited motility output	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Separate alphaVbeta5 attachment from alphaVbeta3 spreading/migration
M23A-Q1004	module21a_reuse_candidate	VTN	ITGAV:ITGB8	complex-dependent relay unresolved	adhesion/migration context only	not_demonstrated	not_demonstrated	reviewed_supported	mouse; human comparator	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Direct VTN-alphaVbeta8 binding and kinase relay unresolved
M23A-Q1005	module21a_reuse_candidate	VTN	ITGAV:ITGB6	PKC-sensitive receptor-dependent motility	keratinocyte adhesion/migration	not_demonstrated	not_demonstrated	reviewed_supported	mouse	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Do not export a free ITGB6 edge
M23A-Q1006	module21a_reuse_candidate	VTN	KDR	no VTN–KDR relay; VEGF–KDR/alphaVbeta3 crosstalk is comparator only	endothelial migration/angiogenesis comparator	not_demonstrated	not_demonstrated	not_demonstrated	human	non-SCI comparator; no SCI receiver weighting	NO_EVIDENCE_BOUNDARY	Search exact VTN–KDR primary pair; preserve alphaVbeta3 and VEGF–KDR as separate edges
M23A-Q1007	module21a_reuse_candidate	VWF	GPIb-IX-V	Src/Syk–PLCgamma2/PKC/Ca2+; ADAP–alphaIIbbeta3	platelet adhesion/aggregation	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	GPIb-IX-V complex and force-dependent presentation must be preserved
M23A-Q1008	module21a_reuse_candidate	VWF	ITGAV:ITGB3	integrin adhesion relay unresolved	endothelial/platelet adhesion	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Multimeric VWF and shear context required
M23A-Q1009	module21a_reuse_candidate	WNT5A	FZD3	PI3K–AKT	integrin-mediated fibroblast adhesion	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Source model was unresolved in the seed; matched human fibroblast/FZD3 primary study recovered
M23A-Q1010	connectome_adhesion_candidate	RELN	EFNB3	ephrin-B–ApoER2/VLDLR–Dab1	neuronal migration/lamination	reviewed_supported	reviewed_supported	reviewed_supported	mouse	non-SCI developmental neural comparator	REVIEWED_FIRST_PASS	Keep ephrin-B3 as a co-receptor component; do not replace LRP8/VLDLR
M23A-Q1011	connectome_adhesion_candidate	SEMA3A	CNTN2	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover exact primary Sema3A–CNTN2 assay before promotion
M23A-Q1012	connectome_adhesion_candidate	SEMA3A	L1CAM–NRP1:PLXNA1	NRP1/Plexin-A1; L1CAM cis modulation	growth-cone collapse/chemorepulsion	not_direct_binary_L1_binding	reviewed_supported	reviewed_supported	mouse; human comparator	non-SCI neural comparator	REVIEWED_FIRST_PASS	Keep L1CAM as complex component, not direct Sema3A receptor
M23A-Q1013	connectome_adhesion_candidate	SEMA4A	TIM-2/TIMD2	Tim-2-associated activation; adaptor unresolved	T-cell activation/differentiation	reviewed_supported	reviewed_supported	reviewed_supported	mouse	non-SCI immune comparator	REVIEWED_FIRST_PASS	Mouse Tim-2 specificity; no human TIMD2 transfer
M23A-Q1014	connectome_adhesion_candidate	SEMA6C	NRCAM	unresolved; Sema6C intracellular pathway is separate	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; human comparator	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Search exact Sema6C–NRCAM primary interaction
M23A-Q1015	connectome_adhesion_candidate	SEMA6D	NRCAM–PLXNA1	NRCAM/Plexin-A1 guidance relay	RGC midline crossing	reviewed_supported	reviewed_supported	reviewed_supported	mouse	non-SCI developmental neural comparator	REVIEWED_FIRST_PASS	Tripartite complex and direction-dependent topology required
M23A-Q1016	matrix_receptor_candidate	LAMA1	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1017	matrix_receptor_candidate	LAMA1	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1018	matrix_receptor_candidate	LAMA1	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1019	matrix_receptor_candidate	LAMA2	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1020	matrix_receptor_candidate	LAMA2	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1021	matrix_receptor_candidate	LAMA2	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1022	matrix_receptor_candidate	LAMA3	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1023	matrix_receptor_candidate	LAMA3	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1024	matrix_receptor_candidate	LAMA3	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1025	matrix_receptor_candidate	LAMA4	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1026	matrix_receptor_candidate	LAMA4	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1027	matrix_receptor_candidate	LAMA4	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1028	matrix_receptor_candidate	LAMA5	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1029	matrix_receptor_candidate	LAMA5	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1030	matrix_receptor_candidate	LAMA5	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1031	matrix_receptor_candidate	LAMB1	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1032	matrix_receptor_candidate	LAMB1	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1033	matrix_receptor_candidate	LAMB1	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1034	matrix_receptor_candidate	LAMB2	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1035	matrix_receptor_candidate	LAMB2	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1036	matrix_receptor_candidate	LAMB2	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1037	matrix_receptor_candidate	LAMB3	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1038	matrix_receptor_candidate	LAMB3	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1039	matrix_receptor_candidate	LAMB3	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1040	matrix_receptor_candidate	LAMC1	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1041	matrix_receptor_candidate	LAMC1	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1042	matrix_receptor_candidate	LAMC1	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1043	matrix_receptor_candidate	LAMC2	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1044	matrix_receptor_candidate	LAMC2	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1045	matrix_receptor_candidate	LAMC2	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1046	matrix_receptor_candidate	LAMC3	SV2A	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1047	matrix_receptor_candidate	LAMC3	SV2B	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1048	matrix_receptor_candidate	LAMC3	SV2C	unresolved	unresolved	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	NO_EVIDENCE_BOUNDARY	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1049	matrix_receptor_candidate	RELN	LRP8/ApoER2	Dab1–Src-family–PI3K/Akt	neuronal migration/cytoskeletal function	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat comparator	non-SCI developmental neural comparator	DUPLICATE_ALIAS_REUSE_B012	Canonical B012 Reelin branch exists; do not create a second molecular edge
M23A-Q1050	matrix_receptor_candidate	RELN	VLDLR	Dab1–Src-family–PI3K/Akt	neuronal migration/cytoskeletal function	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat comparator	non-SCI developmental neural comparator	DUPLICATE_ALIAS_REUSE_B012	Canonical B012 Reelin branch exists; do not create a second molecular edge
M23A-Q1051	module21a_reuse_candidate	VTN/vitronectin	PLAUR/uPAR-integrin complex	VTN-uPAR-integrin adhesion and migration	No terminal TF transferred; VTN-uPAR-integrin adhesion and migration	bounded_no_evidence	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1052	module21a_reuse_candidate	AGRN/C-terminal agrin	ATP1A3-containing Na+/K+-ATPase complex	agrin-Na+/K+-ATPase tyrosine-phosphorylation and pump signaling	No terminal TF transferred; agrin-Na+/K+-ATPase tyrosine-phosphorylation and pump signaling	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat; recombinant comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1053	module21a_reuse_candidate	ANGPT1/angiopoietin-1	TEK/Tie2	ANGPT1-Tie2 PI3K-AKT barrier and survival signaling	No terminal TF transferred; ANGPT1-Tie2 PI3K-AKT barrier and survival signaling	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1054	module21a_reuse_candidate	CD40LG/CD40 ligand	ITGA5:ITGB1/alpha5beta1	CD40LG-alpha5beta1 MAPK/ERK and platelet activation	No terminal TF transferred; CD40LG-alpha5beta1 MAPK/ERK and platelet activation	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1055	module21a_reuse_candidate	CD99	CD99:CD99 homophilic adhesion complex	CD99 homophilic transendothelial migration	No terminal TF transferred; CD99 homophilic transendothelial migration	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1056	module21a_reuse_candidate	CEACAM1	EGFR-CEACAM1 phospho-regulatory complex	EGFR phosphorylation of CEACAM1 and RAS-MAPK feedback	No terminal TF transferred; EGFR phosphorylation of CEACAM1 and RAS-MAPK feedback	bounded_no_evidence	reviewed_supported	reviewed_supported	human; mouse; monkey comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1057	module21a_reuse_candidate	CLEC11A/Esm1	ITGA10:ITGB1 and ITGA11:ITGB1 integrin complexes	CLEC11A-integrin osteogenic WNT/beta-catenin signaling	No terminal TF transferred; CLEC11A-integrin osteogenic WNT/beta-catenin signaling	reviewed_supported	not_assessed	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1058	module21a_reuse_candidate	CNTN2/axonin-1	L1CAM/NgCAM cis adhesion complex	CNTN2-L1CAM cis neurite outgrowth and fasciculation	No terminal TF transferred; CNTN2-L1CAM cis neurite outgrowth and fasciculation	reviewed_supported	not_assessed	reviewed_supported	chick; rat; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1059	module21a_reuse_candidate	COL18A1/endostatin	ITGA3:ITGB1/alpha3beta1	endostatin-alpha3beta1 cerebellar synapse organization	No terminal TF transferred; endostatin-alpha3beta1 cerebellar synapse organization	reviewed_supported	not_assessed	reviewed_supported	mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1060	module21a_reuse_candidate	COL1A1/collagen I	DDR2	collagen-I-DDR2 JAK2/ERK/MMP10 and PEA3 response	No terminal TF transferred; collagen-I-DDR2 JAK2/ERK/MMP10 and PEA3 response	reviewed_supported	reviewed_supported	reviewed_supported	human; rat collagen reagent	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1061	module21a_reuse_candidate	COL3A1/collagen III	ADGRG1/GPR56	collagen-III-ADGRG1 G-alpha12/13-RhoA cortical migration	No terminal TF transferred; collagen-III-ADGRG1 G-alpha12/13-RhoA cortical migration	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human protein comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1062	module21a_reuse_candidate	COL3A1/collagen III	DDR1	collagen-III-DDR1 receptor autophosphorylation	No terminal TF transferred; collagen-III-DDR1 receptor autophosphorylation	reviewed_supported	not_assessed	not_assessed	human recombinant proteins	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1063	module21a_reuse_candidate	COL3A1/collagen III	DDR2	collagen-III-DDR2 receptor autophosphorylation	No terminal TF transferred; collagen-III-DDR2 receptor autophosphorylation	reviewed_supported	not_assessed	not_assessed	human recombinant proteins	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1064	module21a_reuse_candidate	COL4A3 NC1/collagen IV fragment	CD47/IAP with ITGAV:ITGB3 co-receptor context	COL4A3 NC1-CD47-cAMP anti-proliferative signaling	No terminal TF transferred; COL4A3 NC1-CD47-cAMP anti-proliferative signaling	reviewed_supported	not_assessed	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1065	module21a_reuse_candidate	DLL1	NOTCH1	DLL1-NOTCH1 ligand-triggered proteolysis and canonical Notch program	No terminal TF transferred; DLL1-NOTCH1 ligand-triggered proteolysis and canonical Notch program	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; mammalian systems	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
