review_id	pair_key	pair_label_canonical	in_cellchat_priority	in_cellchat_full	in_liana_consensus	cellchat_priority_annotations	cellchat_priority_pathways	cellchat_priority_directness	complex_receptor_coverage	review_priority	review_priority_rationale	review_status	confidence_decision	evidence_register_ids	curator_notes
M20A-EXT-1110	cd14 tlr9	Cd14 Tlr9	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0310	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1111	cd177 pecam1	Cd177 Pecam1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0311;M20A-EXTLR08-EVID-0043	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1112	cd200 cd200r1	Cd200 Cd200r1	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0312;M20A-EXT-ITER-PROMO-EVID-010	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1113	cd200 cd200r2	Cd200 Cd200r2	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0313;M20A-EXT-BATCH014-EVID-004	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Final curator accepted the exact pair after primary-source review because the record supports direct binding, receptor activation, or receptor-dependent function. Species, complex, adhesion, topology, and context caveats are retained; no high-confidence call or SignalingEdge is created. The evidence is functional receptor engagement rather than purified binary binding, and alternate CD200 receptors plus agonist-antibody pharmacology complicate attribution of every response specifically to native CD200R2.
M20A-EXT-1114	cd200 cd200r4	Cd200 Cd200r4	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0314	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1115	cd200r1 cd200	Cd200r1 Cd200	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0315;M20A-EXT-ITER-PROMO-EVID-011	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1116	cd209e ceacam1	Cd209e Ceacam1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0316	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1117	cd209e ceacam2	Cd209e Ceacam2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0317	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1118	cd22 ptprc	Cd22 Ptprc	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0318;M20A-EXTLR08-EVID-0044	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1119	cd274 cd80	Cd274 Cd80	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0319;M20A-EXTLR08-EVID-0045	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1120	cd274 pdcd1	Cd274 Pdcd1	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0320;M20A-EXT-ITER-PROMO-EVID-012	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1121	cd28 cd80	Cd28 Cd80	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0321;M20A-EXT-ITER-PROMO-EVID-013	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1122	cd28 cd86	Cd28 Cd86	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0322;M20A-EXT-ITER-PROMO-EVID-014	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1123	cd34 sell	Cd34 Sell	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0323;M20A-EXTLR08-EVID-0046	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1124	cd34 selp	Cd34 Selp	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0324;M20A-EXTLR08-EVID-0047	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1125	cd38 pecam1	Cd38 Pecam1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0325;M20A-EXTLR08-EVID-0048	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1126	cd40lg cd53	Cd40lg Cd53	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0326	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1127	cd40lg cd9	Cd40lg Cd9	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0327	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1128	cd40lg traf3	Cd40lg Traf3	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0328	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1129	cd47 sirpa	Cd47 Sirpa	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0329;M20A-EXTLR06-EVID-0001	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.; Promote to medium: exact mouse CD47-SIRPalpha source support is independently verified, while cell context and inhibitory receptor role remain explicit.
M20A-EXT-1130	cd48 cd2	Cd48 Cd2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0330;M20A-EXTLR08-EVID-0049	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1131	cd48 cd244	Cd48 Cd244	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0331;M20A-EXT-ITER-PROMO-EVID-015	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1132	cd59b cd2	Cd59b Cd2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0332	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1133	cd59b stab1	Cd59b Stab1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0333	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1134	cd5l cd5	Cd5l Cd5	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0334	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1135	cd70 tnfrsf13b	Cd70 Tnfrsf13b	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0335	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1136	cd70 tnfrsf17	Cd70 Tnfrsf17	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0336	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1137	cd72 cd5	Cd72 Cd5	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0337;M20A-EXT-ITER-PROMO-EVID-016	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1138	cd80 cd28	Cd80 Cd28	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0338;M20A-EXT-ITER-PROMO-EVID-017	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1139	cd80 ctla4	Cd80 Ctla4	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0339;M20A-EXT-ITER-PROMO-EVID-018	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1140	cd86 cd28	Cd86 Cd28	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0340;M20A-EXT-ITER-PROMO-EVID-019	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1141	cd86 ctla4	Cd86 Ctla4	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0341;M20A-EXT-ITER-PROMO-EVID-020	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator accepted the iterative worker flag because the retained primary locator supports the exact pair by binding, receptor pharmacology, or receptor-dependent function. Overall confidence is medium; species, complex, ligand-form, and context limitations remain explicit. No simulator-facing SignalingEdge is created.
M20A-EXT-1142	cdh1 cdh2	Cdh1 Cdh2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0342;M20A-EXTLR08-EVID-0050	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1143	cdh1 egfr	Cdh1 Egfr	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0343	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1144	cdh1 erbb3	Cdh1 Erbb3	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0344	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1145	cdh1 igf1r	Cdh1 Igf1r	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0345	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1146	cdh1 itga2_itgb1	Cdh1 ITGA2_ITGB1	no	yes	yes				no_components_present_as_separate_module_pairs	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0346;M20A-EXTLR11-EVID-0007	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from final exact-pair adjudication and an anchored primary-literature locator; no high-confidence or SCI-specific inference made.
M20A-EXT-1147	cdh1 itgae_itgb7	Cdh1 ITGAE_ITGB7	no	yes	yes				no_components_present_as_separate_module_pairs	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0347;M20A-EXTLR08-EVID-0051	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1148	cdh1 klrg1	Cdh1 Klrg1	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0348;M20A-EXTLR08-EVID-0052	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1149	cdh1 lrp5	Cdh1 Lrp5	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0349	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1150	cdh1 ptprf	Cdh1 Ptprf	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0350	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1151	cdh1 ptprm	Cdh1 Ptprm	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0351	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1152	ceacam1 egfr	Ceacam1 Egfr	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0352	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1153	ceacam1 havcr2	Ceacam1 Havcr2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0353;M20A-EXT-BATCH006-EVID-004	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Final curator accepted the exact pair after primary-source review because the record supports direct binding, receptor activation, or receptor-dependent function. Species, complex, topology, and context caveats are retained; no high-confidence call or SignalingEdge is created. CEACAM1 is a heterophilic ligand/co-receptor and topology is cis/trans context dependent; mouse functional models and human molecular evidence are combined.
M20A-EXT-1154	ceacam16 tecta	Ceacam16 Tecta	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0354;M20A-EXTLR08-EVID-0053	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1155	ceacam16 tectb	Ceacam16 Tectb	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0355;M20A-EXTLR08-EVID-0054	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1156	ceacam2 egfr	Ceacam2 Egfr	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0356	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1157	ceacam2 havcr2	Ceacam2 Havcr2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0357	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1158	cel cxcr4	Cel Cxcr4	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0358	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1159	cer1 mrc2	Cer1 Mrc2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0359	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1160	cfc1 acvr1b	Cfc1 Acvr1b	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0360	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1161	cfc1 acvr2a	Cfc1 Acvr2a	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0361	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1162	cfh itgam	Cfh Itgam	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0362	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1163	cfp ncr1	Cfp Ncr1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0363	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1164	cga adcyap1r1	Cga Adcyap1r1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0364	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1165	cga adrb2	Cga Adrb2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0365	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1166	cga adrb3	Cga Adrb3	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0366	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1167	cga fshr	Cga Fshr	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	uncertain	M20A-EXT19-EVID-0367	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Independent non-LR audit retained manual status: The submitted CGA is the common alpha subunit of glycoprotein hormones; FSH receptor activation requires the intact alpha/beta heterodimer (FSHB, LHB/CGHB, or TSHB with CGA). CGA alone was not established as the receptor ligand.
M20A-EXT-1168	cga gpr20	Cga Gpr20	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0368	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1169	cga gpr84	Cga Gpr84	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0369	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1170	cga lhcgr	Cga Lhcgr	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	uncertain	M20A-EXT19-EVID-0370	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Independent non-LR audit retained manual status: The submitted CGA is the common alpha subunit of glycoprotein hormones; LH/hCG receptor activation requires the intact alpha/beta heterodimer (FSHB, LHB/CGHB, or TSHB with CGA). CGA alone was not established as the receptor ligand.
M20A-EXT-1171	cga pth1r	Cga Pth1r	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0371	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1172	cga ramp2	Cga Ramp2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0372	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1173	cga ramp3	Cga Ramp3	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0373	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1174	cga tshr	Cga Tshr	no	yes	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	uncertain	M20A-EXT19-EVID-0374	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Independent non-LR audit retained manual status: The submitted CGA is the common alpha subunit of glycoprotein hormones; TSH receptor activation requires the intact alpha/beta heterodimer (FSHB, LHB/CGHB, or TSHB with CGA). CGA alone was not established as the receptor ligand.
M20A-EXT-1175	cga vipr1	Cga Vipr1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0375	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1176	cgn ocln	Cgn Ocln	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0376	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1177	cgn tgfbr1	Cgn Tgfbr1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0377	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1178	cgn tgfbr2	Cgn Tgfbr2	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0378	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1179	cirbp trem1	Cirbp Trem1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0379	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1180	cklf ccr4	Cklf Ccr4	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0380;M20A-EXT-BATCH018-EVID-001	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Final curator accepted the exact pair after primary-source review because the record supports direct binding, receptor activation, or receptor-dependent function. Species, complex, topology, and tissue-context caveats are retained; no high-confidence call or SignalingEdge is created. Evidence is peptide-level and receptor-transfected-cell based; no purified full-length complex or kinetic binding is shown.
M20A-EXT-1181	cklf lrp6	Cklf Lrp6	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0381	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1182	clcf1 cntfr_il6st_lifr	Clcf1 Cntfr_Il6st_Lifr	no	no	yes				no_components_present_as_separate_module_pairs	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0382;M20A-EXTLR08-EVID-0055	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1183	clcf1 crlf1	Clcf1 Crlf1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0383;M20A-EXTLR08-EVID-0056	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator and non-lead exact-pair report; no high-confidence or SCI-specific inference made.
M20A-EXT-1184	clcf1 sorl1	Clcf1 Sorl1	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0384	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
M20A-EXT-1185	clcf1_crlf1 cntfr_il6st	Clcf1_Crlf1 Cntfr_Il6st	no	no	yes				no_components_present_as_separate_module_pairs	8	liana_only_discovery	reviewed	medium	M20A-EXT19-EVID-0385;M20A-EXTLR10-EVID-0003	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Curator-approved medium from an anchored primary-literature locator; no high-confidence or SCI-specific inference made.
M20A-EXT-1186	clec11a itga10	Clec11a Itga10	no	no	yes				not_composite_or_not_in_gap_audit	8	liana_only_discovery	reviewed	low	M20A-EXT19-EVID-0386	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.
