review_id	pair_key	pair_label_canonical	review_priority	review_priority_rationale	original_confidence	review_status	search_attempt_count	last_search_iteration	agent_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	evidence_class	curator_status	next_review_trigger
M20A-CELLCHAT-REMAINING-1140	glu-slc1a7_gls2 grik2_grik4	Glu-SLC1A7_GLS2 GRIK2_GRIK4	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	PMID:20026616 https://pubmed.ncbi.nlm.nih.gov/20026616/ https://europepmc.org/article/MED/20026616; PMID:25139762 https://pubmed.ncbi.nlm.nih.gov/25139762/ https://europepmc.org/article/MED/25139762; https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIK2_GRIK4; https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIK2_GRIK4	rat/human subunits; recombinant HEK/Xenopus	direct recombinant GluK2/GluK4 glutamate responses and heteromeric receptor pharmacology; composite ligand-context	Primary recombinant studies directly test GluK2/GluK4 (GRIK2_GRIK4) heteromers, including glutamate concentration-response and high-affinity-subunit effects on activation and desensitization.	The receptor complex evidence is direct, but the submitted ligand remains a glutamate-plus-transporter/glutaminase context composite rather than the physical ligand species; exact stoichiometry and construct dependence remain.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1141	glu-slc1a7_gls2 grik2_grik5	Glu-SLC1A7_GLS2 GRIK2_GRIK5	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	PMID:20026616 https://pubmed.ncbi.nlm.nih.gov/20026616/ https://europepmc.org/article/MED/20026616; PMID:23975096 https://pubmed.ncbi.nlm.nih.gov/23975096/ https://europepmc.org/article/MED/23975096; PMID:30302614 https://pubmed.ncbi.nlm.nih.gov/30302614/ https://europepmc.org/article/MED/30302614; https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIK2_GRIK5; https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIK2_GRIK5	rat/human subunits; recombinant HEK/Xenopus	direct recombinant GluK2/GluK5 glutamate responses, ligand occupancy, and heteromeric receptor function; composite ligand-context	Primary recombinant studies directly test GluK2/GluK5 (GRIK2_GRIK5), showing glutamate-evoked currents and that occupancy of both ligand-binding domains affects full activation and desensitization.	The receptor complex evidence is direct, but the submitted ligand remains a glutamate-plus-transporter/glutaminase context composite rather than the physical ligand species; exact stoichiometry and construct dependence remain.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1142	glu-slc1a7_gls2 grik3	Glu-SLC1A7_GLS2 Grik3	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	PMID:21907808 https://pubmed.ncbi.nlm.nih.gov/21907808/ https://europepmc.org/article/MED/21907808; PMID:30302614 https://pubmed.ncbi.nlm.nih.gov/30302614/ https://europepmc.org/article/MED/30302614; PMID:34706237 https://pubmed.ncbi.nlm.nih.gov/34706237/ https://europepmc.org/article/MED/34706237; https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grik3; https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grik3	rat/human subunits; recombinant HEK/Xenopus; X-ray/single-molecule structural systems	exact GluK3 glutamate-LBD binding plus recombinant/family kainate activation; composite ligand-context	An X-ray structure directly captures L-glutamate in the GluK3 (GRIK3) ligand-binding domain; recombinant kainate studies also test GluK3 ligand-binding determinants and receptor assembly.	The submitted ligand is a Glu-SLC1A1/2/3/6/7_GLS/GLS2 context composite, not a covalent ligand; transporter/enzyme components regulate glutamate availability or synthesis and were not shown to bind GRIK3.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1143	glu-slc1a7_gls2 grik3_grik4	Glu-SLC1A7_GLS2 GRIK3_GRIK4	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	PMID:20951142 https://pubmed.ncbi.nlm.nih.gov/20951142/ https://europepmc.org/article/MED/20951142; PMID:21907808 https://pubmed.ncbi.nlm.nih.gov/21907808/ https://europepmc.org/article/MED/21907808; PMID:34706237 https://pubmed.ncbi.nlm.nih.gov/34706237/ https://europepmc.org/article/MED/34706237; https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIK3_GRIK4; https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIK3_GRIK4	human/rat subunits; recombinant/structural kainate-receptor systems	exact GluK3 ligand-binding plus receptor-composition evidence; exact GluK3/GluK4 glutamate functional assay unresolved; composite ligand-context	Primary structural and composition studies support GluK3 as a glutamate-binding kainate subunit and show that high-affinity GluK4 requires coassembly with a low-affinity GluK1-3 partner, but an unambiguous GluK3/GluK4 glutamate-evoked assay was not located.	Concrete subunit and assembly evidence exists, but exact GRIK3_GRIK4 functional activation and stoichiometry remain unresolved; the submitted ligand is also a glutamate-plus-transporter/glutaminase context composite.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1144	glu-slc1a7_gls2 grik3_grik5	Glu-SLC1A7_GLS2 GRIK3_GRIK5	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	PMID:20951142 https://pubmed.ncbi.nlm.nih.gov/20951142/ https://europepmc.org/article/MED/20951142; PMID:21907808 https://pubmed.ncbi.nlm.nih.gov/21907808/ https://europepmc.org/article/MED/21907808; PMID:34706237 https://pubmed.ncbi.nlm.nih.gov/34706237/ https://europepmc.org/article/MED/34706237; https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIK3_GRIK5; https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIK3_GRIK5	human/rat subunits; recombinant/structural kainate-receptor systems	exact GluK3 glutamate-LBD binding plus GluK3/GluK5 composition evidence; exact functional assay limited; composite ligand-context	Primary structural work captures L-glutamate at GluK3 and composition studies support GluK3/GluK5 kainate assemblies; direct exact-complex glutamate activation evidence is limited compared with GluK1/2 heteromers.	Concrete subunit and assembly evidence exists, but exact GRIK3_GRIK5 functional activation and stoichiometry remain incompletely resolved; the submitted ligand is also a glutamate-plus-transporter/glutaminase context composite.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1145	glu-slc1a7_gls2 grin1_grin2a	Glu-SLC1A7_GLS2 GRIN1_GRIN2A	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIN1_GRIN2A;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIN1_GRIN2A;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1146	glu-slc1a7_gls2 grin1_grin2b	Glu-SLC1A7_GLS2 GRIN1_GRIN2B	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIN1_GRIN2B;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIN1_GRIN2B;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1147	glu-slc1a7_gls2 grin1_grin2c	Glu-SLC1A7_GLS2 GRIN1_GRIN2C	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIN1_GRIN2C;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIN1_GRIN2C;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1148	glu-slc1a7_gls2 grin1_grin2d	Glu-SLC1A7_GLS2 GRIN1_GRIN2D	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20GRIN1_GRIN2D;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20GRIN1_GRIN2D;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1149	glu-slc1a7_gls2 grm1	Glu-SLC1A7_GLS2 Grm1	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm1;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm1;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1150	glu-slc1a7_gls2 grm2	Glu-SLC1A7_GLS2 Grm2	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm2;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm2;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1151	glu-slc1a7_gls2 grm3	Glu-SLC1A7_GLS2 Grm3	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm3;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm3;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1152	glu-slc1a7_gls2 grm4	Glu-SLC1A7_GLS2 Grm4	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm4;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm4;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1153	glu-slc1a7_gls2 grm5	Glu-SLC1A7_GLS2 Grm5	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm5;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm5;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1154	glu-slc1a7_gls2 grm6	Glu-SLC1A7_GLS2 Grm6	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm6;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm6;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1155	glu-slc1a7_gls2 grm7	Glu-SLC1A7_GLS2 Grm7	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm7;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm7;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1156	glu-slc1a7_gls2 grm8	Glu-SLC1A7_GLS2 Grm8	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Glu-SLC1A7_GLS2%20Grm8;https://europepmc.org/search?query=Glu-SLC1A7_GLS2%20Grm8;https://pubmed.ncbi.nlm.nih.gov/11086992/;https://europepmc.org/article/MED/11086992;https://pubmed.ncbi.nlm.nih.gov/11640930/;https://europepmc.org/article/MED/11640930;https://pubmed.ncbi.nlm.nih.gov/8183235/;https://europepmc.org/article/MED/8183235;https://pubmed.ncbi.nlm.nih.gov/25193666/;https://europepmc.org/article/MED/25193666;https://pubmed.ncbi.nlm.nih.gov/37546908/;https://europepmc.org/article/MED/37546908;https://pubmed.ncbi.nlm.nih.gov/15184389/;https://europepmc.org/article/MED/15184389	human, mouse, rat and recombinant receptor systems	direct receptor activation; composite ligand-context evidence	Glutamate is a demonstrated agonist/ligand for the submitted GRIN or GRM receptor target, including ligand-binding and receptor-activation evidence; the submitted Glu-SLC1A7_GLS2 entity is a composite of glutamate with transporter/enzyme context rather than a single ligand molecule.	Evidence supports glutamate→receptor pharmacology, not a physical interaction of SLC1A7 or GLS2 with the receptor; GRIN/GRM subtype and species coverage vary.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1157	gly-shmt1_slc6a5 glra1_glrb	Gly-SHMT1_SLC6A5 GLRA1_GLRB	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Gly-SHMT1_SLC6A5%20GLRA1_GLRB;https://europepmc.org/search?query=Gly-SHMT1_SLC6A5%20GLRA1_GLRB;https://pubmed.ncbi.nlm.nih.gov/9131721/;https://europepmc.org/article/MED/9131721;https://pubmed.ncbi.nlm.nih.gov/23184146/;https://europepmc.org/article/MED/23184146;https://pubmed.ncbi.nlm.nih.gov/27226610/;https://europepmc.org/article/MED/27226610	human, mouse, rat and recombinant glycine-receptor systems	direct receptor activation; composite ligand-context evidence	Glycine directly activates the submitted GLRA1_GLRB or GLRA2 receptor target in receptor pharmacology and binding/function literature; the submitted Gly-SHMT1/2_SLC6A5/9 entity is a composite of glycine with biosynthetic/transport context rather than a single ligand molecule.	Evidence supports glycine→GlyR pharmacology, not a physical interaction of SHMT or SLC6A transporters with the receptor; GLRA2 and heteromeric subunit evidence are uneven.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1158	gly-shmt1_slc6a5 glra2	Gly-SHMT1_SLC6A5 Glra2	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Gly-SHMT1_SLC6A5%20Glra2;https://europepmc.org/search?query=Gly-SHMT1_SLC6A5%20Glra2;https://pubmed.ncbi.nlm.nih.gov/9131721/;https://europepmc.org/article/MED/9131721;https://pubmed.ncbi.nlm.nih.gov/23184146/;https://europepmc.org/article/MED/23184146;https://pubmed.ncbi.nlm.nih.gov/27226610/;https://europepmc.org/article/MED/27226610	human, mouse, rat and recombinant glycine-receptor systems	direct receptor activation; composite ligand-context evidence	Glycine directly activates the submitted GLRA1_GLRB or GLRA2 receptor target in receptor pharmacology and binding/function literature; the submitted Gly-SHMT1/2_SLC6A5/9 entity is a composite of glycine with biosynthetic/transport context rather than a single ligand molecule.	Evidence supports glycine→GlyR pharmacology, not a physical interaction of SHMT or SLC6A transporters with the receptor; GLRA2 and heteromeric subunit evidence are uneven.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
M20A-CELLCHAT-REMAINING-1159	gly-shmt1_slc6a9 glra1_glrb	Gly-SHMT1_SLC6A9 GLRA1_GLRB	8	cellchat_remaining_discovery	low	reviewed	1	cellchat_remaining_batch_001	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=Gly-SHMT1_SLC6A9%20GLRA1_GLRB;https://europepmc.org/search?query=Gly-SHMT1_SLC6A9%20GLRA1_GLRB;https://pubmed.ncbi.nlm.nih.gov/9131721/;https://europepmc.org/article/MED/9131721;https://pubmed.ncbi.nlm.nih.gov/23184146/;https://europepmc.org/article/MED/23184146;https://pubmed.ncbi.nlm.nih.gov/27226610/;https://europepmc.org/article/MED/27226610	human, mouse, rat and recombinant glycine-receptor systems	direct receptor activation; composite ligand-context evidence	Glycine directly activates the submitted GLRA1_GLRB or GLRA2 receptor target in receptor pharmacology and binding/function literature; the submitted Gly-SHMT1/2_SLC6A5/9 entity is a composite of glycine with biosynthetic/transport context rather than a single ligand molecule.	Evidence supports glycine→GlyR pharmacology, not a physical interaction of SHMT or SLC6A transporters with the receptor; GLRA2 and heteromeric subunit evidence are uneven.	exact_or_contextual_cellchat_evidence	retained_low	Review exact citation, species, and receptor-complex scope before any confidence promotion.
