pair_key	pair_label_canonical	in_module20a	in_cellchat_priority	in_cellchat_full	in_liana_consensus	module20a_mouse_confidence	module20a_human_confidence	module20a_confidence_extractability	module20a_conservation_status	cellchat_priority_annotations	cellchat_priority_pathways	cellchat_priority_directness	cellchat_priority_source_records
iapp calcr_ramp3	Iapp CALCR_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp calcrl	Iapp Calcrl	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp calcrl_ramp1	Iapp CALCRL_RAMP1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp calcrl_ramp2	Iapp CALCRL_RAMP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp calcrl_ramp3	Iapp CALCRL_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp gpr20	Iapp Gpr20	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp gpr84	Iapp Gpr84	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp pth1r	Iapp Pth1r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp ramp1	Iapp Ramp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp ramp2	Iapp Ramp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp ramp3	Iapp Ramp3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp tshr	Iapp Tshr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
iapp vipr1	Iapp Vipr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ibsp itgav_itgb3	Ibsp ITGAV_ITGB3	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	ECM-Receptor	BSP	seed_candidate_ecm_or_adhesion_context	CellChat:IBSP_ITGAV_ITGB3
ibsp itgav_itgb5	Ibsp ITGAV_ITGB5	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	ECM-Receptor	BSP	seed_candidate_ecm_or_adhesion_context	CellChat:IBSP_ITGAV_ITGB5
icam1 cav1	Icam1 Cav1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 egfr	Icam1 Egfr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 il2ra	Icam1 Il2ra	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 il2rg	Icam1 Il2rg	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 itgal	Icam1 Itgal	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 itgal_itgb2	Icam1 ITGAL_ITGB2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 itgal_itgb2l	Icam1 ITGAL_ITGB2L	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 itgam_itgb2	Icam1 ITGAM_ITGB2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 itgam_itgb2l	Icam1 ITGAM_ITGB2L	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 itgax_itgb2	Icam1 ITGAX_ITGB2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam1 spn	Icam1 Spn	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam2 itgal_itgb2	Icam2 ITGAL_ITGB2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam2 itgal_itgb2l	Icam2 ITGAL_ITGB2L	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam2 itgam_itgb2	Icam2 ITGAM_ITGB2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam2 itgam_itgb2l	Icam2 ITGAM_ITGB2L	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itga2b	Icam4 Itga2b	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itga4	Icam4 Itga4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itgal	Icam4 Itgal	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itgam	Icam4 Itgam	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itgav	Icam4 Itgav	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itgb1	Icam4 Itgb1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itgb2	Icam4 Itgb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 itgb3	Icam4 Itgb3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam4 rhag	Icam4 Rhag	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam5 cd209a	Icam5 Cd209a	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam5 cd209f	Icam5 Cd209f	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam5 itgal	Icam5 Itgal	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icam5 itgb1	Icam5 Itgb1	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
icam5 itgb2	Icam5 Itgb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icosl cd28	Icosl Cd28	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icosl ctla4	Icosl Ctla4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
icosl icos	Icosl Icos	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ifna1 ifnar1_ifnar2	Ifna1 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA1_IFNAR1_IFNAR2
ifna11 ifnar1_ifnar2	Ifna11 Ifnar1_ifnar2	yes	yes	yes	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA11_IFNAR1_IFNAR2
ifna12 ifnar1_ifnar2	Ifna12 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA12_IFNAR1_IFNAR2
ifna13 ifnar1_ifnar2	Ifna13 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA13_IFNAR1_IFNAR2
ifna14 ifnar1_ifnar2	Ifna14 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA14_IFNAR1_IFNAR2
ifna15 ifnar1_ifnar2	Ifna15 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA15_IFNAR1_IFNAR2
ifna2 ifnar1_ifnar2	Ifna2 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA2_IFNAR1_IFNAR2
ifna4 ifnar1_ifnar2	Ifna4 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA4_IFNAR1_IFNAR2
ifna5 ifnar1_ifnar2	Ifna5 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA5_IFNAR1_IFNAR2
ifna6 ifnar1_ifnar2	Ifna6 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA6_IFNAR1_IFNAR2
ifna7 ifnar1_ifnar2	Ifna7 Ifnar1_ifnar2	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA7_IFNAR1_IFNAR2
ifna9 ifnar1_ifnar2	Ifna9 IFNAR1_IFNAR2	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNA9_IFNAR1_IFNAR2
ifnab ifnar1_ifnar2	Ifnab IFNAR1_IFNAR2	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNAB_IFNAR1_IFNAR2
ifnb1 ifnar1	Ifnb1 Ifnar1	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
ifnb1 ifnar1_ifnar2	Ifnb1 IFNAR1_IFNAR2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNB1_IFNAR1_IFNAR2
ifnb1 ifnar2	Ifnb1 Ifnar2	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
ifne ifnar1	Ifne Ifnar1	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
ifne ifnar1_ifnar2	Ifne IFNAR1_IFNAR2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNE_IFNAR1_IFNAR2
ifne ifnar2	Ifne Ifnar2	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
ifng ifngr1_ifngr2	Ifng IFNGR1_IFNGR2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	IFN-II	seed_candidate_complex_or_cofactor_context	CellChat:IFNG_IFNGR1_IFNGR2
ifng mpl	Ifng Mpl	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ifnk ifnar1_ifnar2	Ifnk IFNAR1_IFNAR2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	IFN-I	seed_candidate_complex_or_cofactor_context	CellChat:IFNK_IFNAR1_IFNAR2
ifnl2 ifnlr1_il10rb	Ifnl2 Ifnlr1_il10rb	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-lII	seed_candidate_complex_or_cofactor_context	CellChat:IFNL2_IFNLR1_IL10RB
ifnl3 ifnlr1_il10rb	Ifnl3 Ifnlr1_il10rb	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IFN-lII	seed_candidate_complex_or_cofactor_context	CellChat:IFNL3_IFNLR1_IL10RB
igf1 igf1r	Igf1 Igf1r	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf1 igf2r	Igf1 Igf2r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf1 insr	Igf1 Insr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf1 itga6_itgb4	Igf1 ITGA6_ITGB4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf1 itgav_itgb3	Igf1 ITGAV_ITGB3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf2 gpr152	Igf2 Gpr152	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf2 igf1r	Igf2 Igf1r	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf2 igf2r	Igf2 Igf2r	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf2 insr	Igf2 Insr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf2 itga6_itgb4	Igf2 ITGA6_ITGB4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igf2 itgav_itgb3	Igf2 ITGAV_ITGB3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igfbp3 tmem219	Igfbp3 Tmem219	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
igfbp4 fzd8	Igfbp4 Fzd8	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igfbp4 lrp6	Igfbp4 Lrp6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igfbpl1 dcc	Igfbpl1 Dcc	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igfl3 igflr1	Igfl3 Igflr1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igsf1 acvr1b	Igsf1 Acvr1b	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igsf10 cd200r2	Igsf10 Cd200r2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igsf10 cd200r4	Igsf10 Cd200r4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igsf10 mag	Igsf10 Mag	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
igsf10 slamf9	Igsf10 Slamf9	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ihh boc	Ihh Boc	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ihh cdon	Ihh Cdon	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ihh hhip	Ihh Hhip	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ihh ptch1_smo	Ihh PTCH1_SMO	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ihh ptch2_smo	Ihh PTCH2_SMO	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il10 cd27	Il10 Cd27	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il10 cd70	Il10 Cd70	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il10 ifnlr1	Il10 Ifnlr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il10 il10ra	Il10 Il10ra	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
il10 il10ra_il10rb	Il10 Il10ra_il10rb	yes	yes	yes	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL10	seed_candidate_complex_or_cofactor_context	CellChat:IL10_IL10RA_IL10RB
il11 il11r complex 1	Il11 IL11R complex 1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il11 il11r complex 2	Il11 IL11R complex 2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il11 il11ra1	Il11 Il11ra1	yes	no	no	no	high	medium	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only				
il11 il11ra1_il6st	Il11 Il11ra1_Il6st	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il11 il6ra	Il11 Il6ra	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il11 il6st	Il11 Il6st	yes	no	no	no	high	medium	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only				
il11ra1 cd40	Il11ra1 Cd40	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il11ra2 cd40	Il11ra2 Cd40	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il12a cd28	Il12a Cd28	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il12a il12rb1	Il12a Il12rb1	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
il12a il12rb2	Il12a Il12rb2	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
il12a il6st	Il12a Il6st	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
il12a_il12b il12rb1_il12rb2	Il12a_Il12b Il12rb1_Il12rb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il12a_il27 il12rb2_il27ra	Il12a_Il27 Il12rb2_Il27ra	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il12ab il12rb1_il12rb2	IL12AB IL12RB1_IL12RB2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il12b boc	Il12b Boc	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il12b il12rb2	Il12b Il12rb2	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
il12b_il23a il12rb1_il23r	Il12b_Il23a Il12rb1_Il23r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il13_il13ra1_il4ra	Il13 Il13_Il13ra1_Il4ra	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il13ra1	Il13 Il13ra1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il13ra1_il4ra	Il13 Il13ra1_Il4ra	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il13ra2	Il13 Il13ra2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il13ra2_il4ra	Il13 Il13ra2_Il4ra	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il2rg	Il13 Il2rg	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il4r_il13ra1	Il13 IL4R_IL13RA1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 il4r_il13ra2	Il13 IL4R_IL13RA2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il13 tmem219	Il13 Tmem219	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il15 il15ra_il2rb	Il15 IL15RA_IL2RB	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il15 il15ra_il2rb_il2rg	Il15 Il15ra_Il2rb_Il2rg	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il15 il2ra	Il15 Il2ra	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il15ra axl	Il15ra Axl	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 ccr5	Il16 Ccr5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 cd4	Il16 Cd4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 cd9	Il16 Cd9	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 grin2a	Il16 Grin2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 grin2b	Il16 Grin2b	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 grin2c	Il16 Grin2c	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 grin2d	Il16 Grin2d	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 kcna3	Il16 Kcna3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 kcnd1	Il16 Kcnd1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 kcnd2	Il16 Kcnd2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 kcnj10	Il16 Kcnj10	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 kcnj15	Il16 Kcnj15	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il16 kcnj4	Il16 Kcnj4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il17a il17ra	Il17a Il17ra	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
il17a il17ra_il17rc	Il17a Il17ra_il17rc	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL17	seed_candidate_complex_or_cofactor_context	CellChat:IL17A_IL17RA_IL17RC
il17a il17rd	Il17a Il17rd	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
il17a_il17f il17ra_il17rc	Il17a_Il17f Il17ra_Il17rc	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il17af il17ra_il17rc	Il17af Il17ra_il17rc	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL17	seed_candidate_complex_or_cofactor_context	CellChat:IL17AF_IL17RA_IL17RC
il17b il17rb	Il17b Il17rb	yes	yes	yes	yes	low	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL17	seed_candidate_simple	CellChat:IL17B_IL17RB
il17c il17ra_il17re	Il17c Il17ra_il17re	yes	yes	yes	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL17	seed_candidate_complex_or_cofactor_context	CellChat:IL17C_IL17RA_IL17RE
il17c il17re	Il17c Il17re	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
il17f il17ra_il17rc	Il17f Il17ra_il17rc	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL17	seed_candidate_complex_or_cofactor_context	CellChat:IL17F_IL17RA_IL17RC
il18 il18_il18r1_il18rap	Il18 Il18_Il18r1_Il18rap	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il18 il18bp	Il18 Il18bp	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il18 il18r1_il18rap	Il18 IL18R1_IL18RAP	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il18 il1rapl1	Il18 Il1rapl1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il18 il1rl2	Il18 Il1rl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il19 il20ra_il20rb	Il19 Il20ra_il20rb	yes	yes	yes	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL10	seed_candidate_complex_or_cofactor_context	CellChat:IL19_IL20RA_IL20RB
il1a il1r1_il1rap	Il1a Il1r1_il1rap	yes	yes	yes	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL1	seed_candidate_complex_or_cofactor_context	CellChat:IL1A_IL1R1_IL1RAP
il1a il1r2_il1rap	Il1a Il1r2_Il1rap	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1a il1rap	Il1a Il1rap	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
il1b adrb2	Il1b Adrb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1b il1r1	Il1b Il1r1	yes	no	no	no	high	medium	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only				
il1b il1r1_il1rap	Il1b Il1r1_il1rap	yes	yes	yes	yes	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL1	seed_candidate_complex_or_cofactor_context	CellChat:IL1B_IL1R1_IL1RAP
il1b il1r2_il1rap	Il1b Il1r2_Il1rap	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1b il1rap	Il1b Il1rap	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
il1b sigirr	Il1b Sigirr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f10 il1r1	Il1f10 Il1r1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f10 il1rap_il1rl2	Il1f10 Il1rap_Il1rl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f10 il1rapl1	Il1f10 Il1rapl1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f10 il1rapl2	Il1f10 Il1rapl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f10 il1rl2_il1rap	Il1f10 Il1rl2_il1rap	yes	yes	yes	no	uncertain	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	IL1	seed_candidate_complex_or_cofactor_context	CellChat:IL1F10_IL1RL2_IL1RAP
il1f10 sigirr	Il1f10 Sigirr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f5 il1rap_il1rl2	Il1f5 Il1rap_Il1rl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f6 il1rap_il1rl2	Il1f6 Il1rap_Il1rl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f8 il1rap_il1rl2	Il1f8 Il1rap_Il1rl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f9 ifnar1	Il1f9 Ifnar1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f9 ifnar2	Il1f9 Ifnar2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1f9 il1rap_il1rl2	Il1f9 Il1rap_Il1rl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1rapl1 ptprf	Il1rapl1 Ptprf	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1rapl1 ptprs	Il1rapl1 Ptprs	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il1rn il1rl2	Il1rn Il1rl2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il2 cd53	Il2 Cd53	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il2 il20ra_il20rb_il2rg	Il2 Il20ra_Il20rb_Il2rg	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il2 il2ra_il2rb	Il2 IL2RA_IL2RB	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
il2 il2ra_il2rb_il2rg	Il2 Il2ra_Il2rb_Il2rg	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il2 il2rb_il2rg	Il2 IL2RB_IL2RG	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
il2 ngfr	Il2 Ngfr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
