source_database	ligand_components	receptor_components	source_ligand	source_receptor	source_record_id	pathway	annotation	evidence	review_status	reason
master_LR_union	IFNA15	IFNAR2	Ifna15	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA16	IFNAR1	Ifna16	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA16	IFNAR2	Ifna16	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA2	CR2	Ifna2	Cr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA2	IFNAR1	Ifna2	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA2	IFNAR1+IFNAR2	Ifna2	Ifnar1_Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA2	IFNAR2	Ifna2	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA4	IFNAR1	Ifna4	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA4	IFNAR1+IFNAR2	Ifna4	Ifnar1_Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA4	IFNAR2	Ifna4	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA5	IFNAR1	Ifna5	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA5	IFNAR1+IFNAR2	Ifna5	Ifnar1_Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA5	IFNAR2	Ifna5	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA6	IFNAR1	Ifna6	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA6	IFNAR1+IFNAR2	Ifna6	Ifnar1_Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA6	IFNAR2	Ifna6	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA7	IFNAR1	Ifna7	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA7	IFNAR1+IFNAR2	Ifna7	Ifnar1_Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA7	IFNAR2	Ifna7	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA9	IFNAR1	Ifna9	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNA9	IFNAR2	Ifna9	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNAB	IFNAR1	Ifnab	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNAB	IFNAR2	Ifnab	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNB1	IFNAR1	Ifnb1	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNB1	IFNAR2	Ifnb1	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNE	ADGRV1	Ifne	Adgrv1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNE	IFNAR1	Ifne	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNE	IFNAR2	Ifne	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNG	IFNGR1	Ifng	Ifngr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNG	IFNGR2	Ifng	Ifngr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNG	MPL	Ifng	Mpl					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNK	IFNAR1	Ifnk	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNK	IFNAR2	Ifnk	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNL2	IFNLR1	Ifnl2	Ifnlr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNL2	IL10RB	Ifnl2	Il10rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNL3	IFNLR1	Ifnl3	Ifnlr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IFNL3	IL10RB	Ifnl3	Il10rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	IGF2R	Igf1	Igf2r					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	ITGA6	Igf1	Itga6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	ITGA6+ITGB4	Igf1	Itga6_Itgb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	ITGAV	Igf1	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	ITGAV+ITGB3	Igf1	Itgav_Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	ITGB3	Igf1	Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	ITGB4	Igf1	Itgb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF1	TRPV2	Igf1	Trpv2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF2	GPR152	Igf2	Gpr152					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF2	ITGA6	Igf2	Itga6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF2	ITGA6+ITGB4	Igf2	Itga6_Itgb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF2	ITGAV	Igf2	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF2	ITGAV+ITGB3	Igf2	Itgav_Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF2	ITGB3	Igf2	Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGF2	ITGB4	Igf2	Itgb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGFBP3	EGFR	Igfbp3	Egfr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGFBP4	FZD8	Igfbp4	Fzd8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGFBP7	MPIG6B	Igfbp7	Mpig6b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF1	ACVR1B	Igsf1	Acvr1b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	CD200R1	Igsf10	Cd200r1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	CD200R2	Igsf10	Cd200r2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	CD200R3	Igsf10	Cd200r3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	CD200R4	Igsf10	Cd200r4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	IGSF11	Igsf10	Igsf11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	MAG	Igsf10	Mag					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	MILR1	Igsf10	Milr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF10	SLAMF9	Igsf10	Slamf9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF11	CLEC2L	Igsf11	Clec2l					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF11	TMEM190	Igsf11	Tmem190					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF11	VSIR	Igsf11	Vsir					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	BC053393	Igsf21	BC053393					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	CD22	Igsf21	Cd22					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	CD79B	Igsf21	Cd79b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	CSF3R	Igsf21	Csf3r					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	GM12169	Igsf21	Gm12169					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	HAVCR1	Igsf21	Havcr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	ILDR2	Igsf21	Ildr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	IYD	Igsf21	Iyd					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	MUC15	Igsf21	Muc15					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	NRXN2	Igsf21	Nrxn2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF21	TIMD2	Igsf21	Timd2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IGSF3	PTGFRN	Igsf3	Ptgfrn					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IHH	PTCH1	Ihh	Ptch1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IHH	PTCH2	Ihh	Ptch2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IHH	PTCH2+SMO	Ihh	Ptch2_Smo					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL10	CD27	Il10	Cd27					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL10	CD70	Il10	Cd70					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL10	IFNLR1	Il10	Ifnlr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL10	IL10RA	Il10	Il10ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL10	IL10RB	Il10	Il10rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11	GM13305	Il11	Gm13305					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11	IL11RA1	Il11	Il11ra1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11	IL11RA2	Il11	Il11ra2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11	IL11RA2+IL6ST	Il11	Il11ra2_Il6st					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11	IL6RA	Il11	Il6ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11	IL6ST	Il11	Il6st					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11RA1	CD40	Il11ra1	Cd40					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL11RA2	CD40	Il11ra2	Cd40					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12A	CD28	Il12a	Cd28					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12A	IL12RB1	Il12a	Il12rb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12A	IL12RB2	Il12a	Il12rb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12A+IL27	IL12RB2+IL27RA	Il12a_Il27	Il12rb2_Il27ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12B	BOC	Il12b	Boc					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12B	IL12RB1	Il12b	Il12rb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12B	IL12RB2	Il12b	Il12rb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL12B	IL23R	Il12b	Il23r					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL13	IL13RA2+IL4RA	Il13	Il4ra_Il13ra2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL13	IL2RG	Il13	Il2rg					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL13	IL4RA	Il13	Il4ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL13	TMEM219	Il13	Tmem219					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL15	IL2RA	Il15	Il2ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL15	IL2RB	Il15	Il2rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL15	IL2RG	Il15	Il2rg					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL15RA	AXL	Il15ra	Axl					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	CCR5	Il16	Ccr5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	CD9	Il16	Cd9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	GRIN2A	Il16	Grin2a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	GRIN2B	Il16	Grin2b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	GRIN2C	Il16	Grin2c					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	GRIN2D	Il16	Grin2d					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	KCNA3	Il16	Kcna3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	KCND1	Il16	Kcnd1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	KCND2	Il16	Kcnd2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	KCNJ10	Il16	Kcnj10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	KCNJ15	Il16	Kcnj15					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL16	KCNJ4	Il16	Kcnj4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL17C	IL17RA	Il17c	Il17ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL17C	IL17RE	Il17c	Il17re					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18	IL18R1	Il18	Il18r1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18	IL18RAP	Il18	Il18rap					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18	IL1RAPL1	Il18	Il1rapl1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18	IL1RL2	Il18	Il1rl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18BP	IL6RA	Il18bp	Il6ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18BP	KIR3DL1	Il18bp	Kir3dl1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18BP	KIR3DL2	Il18bp	Kir3dl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL18BP	MAG	Il18bp	Mag					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL19	IL20RA	Il19	Il20ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL19	IL20RB	Il19	Il20rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1A	IL1R1	Il1a	Il1r1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1A	IL1R2	Il1a	Il1r2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1A	IL1RAP	Il1a	Il1rap					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1B	ADRB2	Il1b	Adrb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1B	IL12RB2	Il1b	Il12rb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1B	IL1R1	Il1b	Il1r1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1B	IL1R2	Il1b	Il1r2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1B	IL1RAP	Il1b	Il1rap					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1B	SIGIRR	Il1b	Sigirr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F10	IL1R1	Il1f10	Il1r1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F10	IL1RAP+IL1RL2	Il1f10	Il1rl2_Il1rap					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F10	IL1RAPL1	Il1f10	Il1rapl1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F10	IL1RAPL2	Il1f10	Il1rapl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F10	IL1RL2	Il1f10	Il1rl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F10	SIGIRR	Il1f10	Sigirr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F9	IFNAR1	Il1f9	Ifnar1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1F9	IFNAR2	Il1f9	Ifnar2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1RAPL1	PTPRF	Il1rapl1	Ptprf					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1RAPL1	PTPRS	Il1rapl1	Ptprs					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1RN	IL1R1	Il1rn	Il1r1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1RN	IL1R2	Il1rn	Il1r2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL1RN	IL1RL2	Il1rn	Il1rl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL2	CD53	Il2	Cd53					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL2	IL20RA+IL20RB+IL2RG	Il2	Il20ra_Il20rb_Il2rg					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL2	IL2RA	Il2	Il2ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL2	IL2RB	Il2	Il2rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL2	IL2RG	Il2	Il2rg					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL2	NGFR	Il2	Ngfr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL20	IL20RA	Il20	Il20ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL20	IL20RB	Il20	Il20rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL20	IL22RA1	Il20	Il22ra1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL21	IL4RA	Il21	Il4ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22	IL10RA	Il22	Il10ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22	IL10RB	Il22	Il10rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22	IL20RA	Il22	Il20ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22	IL20RB	Il22	Il20rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22	IL21R	Il22	Il21r					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22	IL22RA2	Il22	Il22ra2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22B	IL10RA	Il22b	Il10ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22B	IL10RB	Il22b	Il10rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22B	IL20RA	Il22b	Il20ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22B	IL20RB	Il22b	Il20rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22B	IL22RA1	Il22b	Il22ra1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL22B	IL22RA2	Il22b	Il22ra2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL23A	CD33	Il23a	Cd33					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL23A	GP6	Il23a	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL23A	IL12RB1	Il23a	Il12rb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL23A	IL12RB2	Il23a	Il12rb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL23A	IL23R	Il23a	Il23r					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL23A	SIGLECF	Il23a	Siglecf					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL23A	SIGLECH	Il23a	Siglech					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL24	IL10RB	Il24	Il10rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL24	IL20RA	Il24	Il20ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL24	IL20RB	Il24	Il20rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL24	IL22RA1	Il24	Il22ra1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL24	NOTCH2	Il24	Notch2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL25	IL17RA	Il25	Il17ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL25	IL17RA+IL17RB	Il25	Il17ra_Il17rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL25	IL17RB	Il25	Il17rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL27	IL27RA	Il27	Il27ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL3	BCL2	Il3	Bcl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL3	CSF2RA	Il3	Csf2ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL3	CSF2RB	Il3	Csf2rb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL3	CSF2RB2	Il3	Csf2rb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL3	IL3RA	Il3	Il3ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL31	IL31RA+OSMR	Il31	Il31ra_Osmr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL31	OSMR	Il31	Osmr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL33	IL1RAP	Il33	Il1rap					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL33	IL1RL1	Il33	Il1rl1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL34	CSF1R	Il34	Csf1r					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL36A	IL1RAP	Il36a	Il1rap					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL36A	IL1RL2	Il36a	Il1rl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL36B	IL1RAP	Il36b	Il1rap					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	IL36B	IL1RL2	Il36b	Il1rl2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
