source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	review_status	reason
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA1+GABRB2+GABRG2	Slc6a8_Gad1	Gabra1_Gabrb2_Gabrg2	GABA-A-GAD1_SLC6A8_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA1+GABRB3	Slc6a8_Gad1	Gabra1_Gabrb3	GABA-A-GAD1_SLC6A8_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA1+GABRB3+GABRG2	Slc6a8_Gad1	Gabra1_Gabrb3_Gabrg2	GABA-A-GAD1_SLC6A8_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA2+GABRB3+GABRG2	Slc6a8_Gad1	Gabra2_Gabrb3_Gabrg2	GABA-A-GAD1_SLC6A8_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA3+GABRB3+GABRE	Slc6a8_Gad1	Gabra3_Gabrb3_Gabre	GABA-A-GAD1_SLC6A8_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA3+GABRB3+GABRG2	Slc6a8_Gad1	Gabra3_Gabrb3_Gabrg2	GABA-A-GAD1_SLC6A8_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA3+GABRB3+GABRQ	Slc6a8_Gad1	Gabra3_Gabrb3_Gabrq	GABA-A-GAD1_SLC6A8_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA4+GABRB2+GABRD	Slc6a8_Gad1	Gabra4_Gabrb2_Gabrd	GABA-A-GAD1_SLC6A8_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA4+GABRB3+GABRD	Slc6a8_Gad1	Gabra4_Gabrb3_Gabrd	GABA-A-GAD1_SLC6A8_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA4+GABRB3+GABRG2	Slc6a8_Gad1	Gabra4_Gabrb3_Gabrg2	GABA-A-GAD1_SLC6A8_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA5+GABRB3+GABRG2	Slc6a8_Gad1	Gabra5_Gabrb3_Gabrg2	GABA-A-GAD1_SLC6A8_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA6+GABRB3+GABRD	Slc6a8_Gad1	Gabra6_Gabrb3_Gabrd	GABA-A-GAD1_SLC6A8_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD1+SLC6A8	GABRA6+GABRB3+GABRG2	Slc6a8_Gad1	Gabra6_Gabrb3_Gabrg2	GABA-A-GAD1_SLC6A8_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA1+GABRB2	Slc32a1_Gad2	Gabra1_Gabrb2	GABA-A-GAD2_SLC32A1_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA1+GABRB2+GABRD	Slc32a1_Gad2	Gabra1_Gabrb2_Gabrd	GABA-A-GAD2_SLC32A1_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA1+GABRB2+GABRG2	Slc32a1_Gad2	Gabra1_Gabrb2_Gabrg2	GABA-A-GAD2_SLC32A1_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA1+GABRB3	Slc32a1_Gad2	Gabra1_Gabrb3	GABA-A-GAD2_SLC32A1_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA1+GABRB3+GABRG2	Slc32a1_Gad2	Gabra1_Gabrb3_Gabrg2	GABA-A-GAD2_SLC32A1_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA2+GABRB3+GABRG2	Slc32a1_Gad2	Gabra2_Gabrb3_Gabrg2	GABA-A-GAD2_SLC32A1_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA3+GABRB3+GABRE	Slc32a1_Gad2	Gabra3_Gabrb3_Gabre	GABA-A-GAD2_SLC32A1_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA3+GABRB3+GABRG2	Slc32a1_Gad2	Gabra3_Gabrb3_Gabrg2	GABA-A-GAD2_SLC32A1_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA3+GABRB3+GABRQ	Slc32a1_Gad2	Gabra3_Gabrb3_Gabrq	GABA-A-GAD2_SLC32A1_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA4+GABRB2+GABRD	Slc32a1_Gad2	Gabra4_Gabrb2_Gabrd	GABA-A-GAD2_SLC32A1_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA4+GABRB3+GABRD	Slc32a1_Gad2	Gabra4_Gabrb3_Gabrd	GABA-A-GAD2_SLC32A1_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA4+GABRB3+GABRG2	Slc32a1_Gad2	Gabra4_Gabrb3_Gabrg2	GABA-A-GAD2_SLC32A1_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA5+GABRB3+GABRG2	Slc32a1_Gad2	Gabra5_Gabrb3_Gabrg2	GABA-A-GAD2_SLC32A1_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA6+GABRB3+GABRD	Slc32a1_Gad2	Gabra6_Gabrb3_Gabrd	GABA-A-GAD2_SLC32A1_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC32A1	GABRA6+GABRB3+GABRG2	Slc32a1_Gad2	Gabra6_Gabrb3_Gabrg2	GABA-A-GAD2_SLC32A1_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA1+GABRB2	Slc6a1_Gad2	Gabra1_Gabrb2	GABA-A-GAD2_SLC6A1_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA1+GABRB2+GABRD	Slc6a1_Gad2	Gabra1_Gabrb2_Gabrd	GABA-A-GAD2_SLC6A1_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA1+GABRB2+GABRG2	Slc6a1_Gad2	Gabra1_Gabrb2_Gabrg2	GABA-A-GAD2_SLC6A1_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA1+GABRB3	Slc6a1_Gad2	Gabra1_Gabrb3	GABA-A-GAD2_SLC6A1_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA1+GABRB3+GABRG2	Slc6a1_Gad2	Gabra1_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A1_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA2+GABRB3+GABRG2	Slc6a1_Gad2	Gabra2_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A1_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA3+GABRB3+GABRE	Slc6a1_Gad2	Gabra3_Gabrb3_Gabre	GABA-A-GAD2_SLC6A1_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA3+GABRB3+GABRG2	Slc6a1_Gad2	Gabra3_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A1_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA3+GABRB3+GABRQ	Slc6a1_Gad2	Gabra3_Gabrb3_Gabrq	GABA-A-GAD2_SLC6A1_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA4+GABRB2+GABRD	Slc6a1_Gad2	Gabra4_Gabrb2_Gabrd	GABA-A-GAD2_SLC6A1_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA4+GABRB3+GABRD	Slc6a1_Gad2	Gabra4_Gabrb3_Gabrd	GABA-A-GAD2_SLC6A1_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA4+GABRB3+GABRG2	Slc6a1_Gad2	Gabra4_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A1_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA5+GABRB3+GABRG2	Slc6a1_Gad2	Gabra5_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A1_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA6+GABRB3+GABRD	Slc6a1_Gad2	Gabra6_Gabrb3_Gabrd	GABA-A-GAD2_SLC6A1_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A1	GABRA6+GABRB3+GABRG2	Slc6a1_Gad2	Gabra6_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A1_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA1+GABRB2	Slc6a11_Gad2	Gabra1_Gabrb2	GABA-A-GAD2_SLC6A11_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA1+GABRB2+GABRD	Slc6a11_Gad2	Gabra1_Gabrb2_Gabrd	GABA-A-GAD2_SLC6A11_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA1+GABRB2+GABRG2	Slc6a11_Gad2	Gabra1_Gabrb2_Gabrg2	GABA-A-GAD2_SLC6A11_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA1+GABRB3	Slc6a11_Gad2	Gabra1_Gabrb3	GABA-A-GAD2_SLC6A11_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA1+GABRB3+GABRG2	Slc6a11_Gad2	Gabra1_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A11_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA2+GABRB3+GABRG2	Slc6a11_Gad2	Gabra2_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A11_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA3+GABRB3+GABRE	Slc6a11_Gad2	Gabra3_Gabrb3_Gabre	GABA-A-GAD2_SLC6A11_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA3+GABRB3+GABRG2	Slc6a11_Gad2	Gabra3_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A11_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA3+GABRB3+GABRQ	Slc6a11_Gad2	Gabra3_Gabrb3_Gabrq	GABA-A-GAD2_SLC6A11_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA4+GABRB2+GABRD	Slc6a11_Gad2	Gabra4_Gabrb2_Gabrd	GABA-A-GAD2_SLC6A11_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA4+GABRB3+GABRD	Slc6a11_Gad2	Gabra4_Gabrb3_Gabrd	GABA-A-GAD2_SLC6A11_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA4+GABRB3+GABRG2	Slc6a11_Gad2	Gabra4_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A11_GABR_A4B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA5+GABRB3+GABRG2	Slc6a11_Gad2	Gabra5_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A11_GABR_A5B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA6+GABRB3+GABRD	Slc6a11_Gad2	Gabra6_Gabrb3_Gabrd	GABA-A-GAD2_SLC6A11_GABR_A6B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A11	GABRA6+GABRB3+GABRG2	Slc6a11_Gad2	Gabra6_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A11_GABR_A6B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA1+GABRB2	Slc6a12_Gad2	Gabra1_Gabrb2	GABA-A-GAD2_SLC6A12_GABR_A1B2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA1+GABRB2+GABRD	Slc6a12_Gad2	Gabra1_Gabrb2_Gabrd	GABA-A-GAD2_SLC6A12_GABR_A1B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA1+GABRB2+GABRG2	Slc6a12_Gad2	Gabra1_Gabrb2_Gabrg2	GABA-A-GAD2_SLC6A12_GABR_A1B2G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA1+GABRB3	Slc6a12_Gad2	Gabra1_Gabrb3	GABA-A-GAD2_SLC6A12_GABR_A1B3	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA1+GABRB3+GABRG2	Slc6a12_Gad2	Gabra1_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A12_GABR_A1B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA2+GABRB3+GABRG2	Slc6a12_Gad2	Gabra2_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A12_GABR_A2B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA3+GABRB3+GABRE	Slc6a12_Gad2	Gabra3_Gabrb3_Gabre	GABA-A-GAD2_SLC6A12_GABR_A3B3E	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA3+GABRB3+GABRG2	Slc6a12_Gad2	Gabra3_Gabrb3_Gabrg2	GABA-A-GAD2_SLC6A12_GABR_A3B3G2	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA3+GABRB3+GABRQ	Slc6a12_Gad2	Gabra3_Gabrb3_Gabrq	GABA-A-GAD2_SLC6A12_GABR_A3B3Q	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA4+GABRB2+GABRD	Slc6a12_Gad2	Gabra4_Gabrb2_Gabrd	GABA-A-GAD2_SLC6A12_GABR_A4B2D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GAD2+SLC6A12	GABRA4+GABRB3+GABRD	Slc6a12_Gad2	Gabra4_Gabrb3_Gabrd	GABA-A-GAD2_SLC6A12_GABR_A4B3D	GABA-A	Non-protein Signaling	PMID: 23038269;PMID: 34417930	primary_locator_present_unverified	1	CellChatDB.mouse	2	132	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
