link_id	handoff_id	pair_key	pair_label_canonical	terminal_tf_entities	edge_id	source_entity	target_entity	evidence_id	evidence_source_locator	evidence_confidence_tier	phase2_extraction_id	phase2_confidence	link_status	basis	handoff_limitations	edge_limitations	evidence_limitations
M22A22B-LINK-060	M22A-HANDOFF-001282	il11 il11r complex 1	Il11 IL11R complex 1	STAT3	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-IL11-SOCS3-20260902	High for the bounded IL-11-associated STAT3/SOCS3 program in human stromal comparators; bounded for direct promoter occupancy, receptor stoichiometry, hormonal differentiation state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-11-associated STAT3 phosphorylation and SOCS3 feedback in human endometrial stromal cells; bounded to the IL11R/gp130 cytokine receptor family.	The submitted complex-1 token is not a standardized stoichiometric name; promotion is limited to the experimentally resolved IL-11:IL-11RA:gp130 composition. Soluble-receptor and recombinant extracellular assays do not establish every membrane-context output.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-061	M22A-HANDOFF-003904	il11 il11ra1_il6st	Il11 Il11ra1_Il6st	STAT3	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-IL11-SOCS3-20260902	High for the bounded IL-11-associated STAT3/SOCS3 program in human stromal comparators; bounded for direct promoter occupancy, receptor stoichiometry, hormonal differentiation state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-11-associated STAT3 phosphorylation and SOCS3 feedback in human stromal comparators, applied to the IL11RA1/IL6ST handoff.	Classic and trans-signaling contexts differ; the strongest receptor-complex studies use soluble or reconstituted systems, and downstream outputs vary by cell type. The terminal STAT3 entry is a provisional endpoint for Module22A validation.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-062	M22A-HANDOFF-001299	il27 complex il27ra_il6st	IL27 complex IL27RA_IL6ST	STAT1;STAT3	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-IL27-SOCS3-20260902	High for the bounded IL-27-associated STAT3/SOCS3 program in human lymphocyte and epithelial comparators; bounded for direct SOCS3 occupancy, receptor-complex detail, STAT1 cooperation, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-27-induced STAT1/STAT3 signaling and SOCS3 expression in human lymphocyte and epithelial comparators; bounded as pathway-program reuse without SOCS3 promoter occupancy.	IL-27 activates multiple STATs in a context-dependent manner, with STAT1 and STAT3 linked to distinct receptor subunits/functions. STAT6/STAT5 observations are model-specific; no single universal terminal program is inferred.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-063	M22A-HANDOFF-003268	ebi3_il27 il27ra_il6st	Ebi3_Il27 Il27ra_Il6st	STAT1;STAT3	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-IL27-SOCS3-20260902	High for the bounded IL-27-associated STAT3/SOCS3 program in human lymphocyte and epithelial comparators; bounded for direct SOCS3 occupancy, receptor-complex detail, STAT1 cooperation, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-27-induced STAT1/STAT3 signaling and SOCS3 expression in human lymphocyte and epithelial comparators, applied to the EBI3/IL-27 receptor-family handoff with explicit ligand-composition limits.	IL-27 receptor-complex and signaling evidence is strong, but STAT usage and functional outputs vary across immune, epithelial, and tumor models. The submitted EBI3_Il27 label denotes the heterodimeric IL-27 ligand; no claim is made for isolated EBI3 activity.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-064	M22A-HANDOFF-003581	gh ghr	Gh Ghr	STAT5	M22B-E000449	STAT5	Cish	M22B-EVID-000006	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	high	M22A-P2-NEW-GH-CISH-20260902	High for GH-associated STAT5A/Cish promoter binding and transcription in mature mouse adipocytes; bounded for BRD2 co-regulation, receptor and pulse-pattern details, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	GH induced Cish expression and STAT5A binding at the Cish promoter in mature mouse 3T3-L1 adipocytes; bounded to the GHR/STAT5 adipocyte model and not asserted as SCI-cell activity.	The study emphasizes receptor dimer geometry and engineered GH dimers; STAT5 activation is direct but subtype and tissue outputs are not resolved. No SCI-specific cell state was tested.	Direct, pathway, program, and functional layers remain distinct.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.
M22A22B-LINK-065	M22A-HANDOFF-001375	lta1b2 ltbr	LTa1b2 Ltbr	RELA;RELB	M22B-E000336	RELB	Ltb;Tnfrsf9	M22B-EVID-000620	PMID:30037996;PMCID:PMC6094125	not_separately_tiered	M22A-P2-NEW-LTA1B2-RELB-20260902	High for the bounded LTalpha1/beta2-LTBR-NIK-RELB program in cholangiocarcinoma models; bounded for direct target-locus occupancy, receptor clustering, tumor context, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	Membrane LT-alpha1-beta2 activated the LTBR-NIK-RELB program in cholangiocarcinoma models; bounded to RELB nuclear translocation and pathway activation without direct occupancy at a named target promoter.	The exact ligand is membrane-tethered LTalpha1beta2 and signaling depends on LTBR clustering/internalization. Canonical RelA/p50 and noncanonical RelB/p52 branches are distinct; cell-type-specific relative use and SCI relevance are not established.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-066	M22A-HANDOFF-003178	ctf1 il6st_lifr	Ctf1 Il6st_Lifr	STAT3	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-CTF1-SOCS3-20260902	High for the bounded CT-1-associated STAT3/SOCS3 feedback program in rat cardiovascular comparators; bounded for direct promoter occupancy, receptor stoichiometry, tissue context, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	CT-1-induced STAT3 activation and subsequent SOCS3/CIS3 feedback in rat cardiovascular comparators, applied to the same LIFR/gp130 receptor-complex components despite reversed receptor-label order.	The receptor-complex and relay evidence is strongest in cardiomyocyte models; pathway contributions vary by species and hypertensive state. STAT3 is assigned only because the primary perturbation studies explicitly identify it as the gp130 downstream effector mediating the hypertrophic response.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-067	M22A-HANDOFF-001747	tslp il7r_crlf2	Tslp IL7R_CRLF2	STAT5A;STAT5B	M22B-E000449	STAT5	Cish	M22B-EVID-000006	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	high	M22A-P2-NEW-TSLP-STAT5-CISH-20260902	High for the bounded TSLP-associated STAT5/CIS response program in the tested B-lineage and receptor-reconstitution systems; bounded for direct Cish promoter occupancy, receptor stoichiometry, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	TSLP induced functional Stat5 DNA-complex formation and CIS transcription in B-lineage comparators; bounded to the TSLPR/IL-7Ralpha complex and pathway-level CISH reuse without direct Cish-promoter occupancy.	The exact heteromeric complex and robust STAT5 output are established; STAT1/STAT3 and PI3K–mTOR outputs vary with cell model and oncogenic CRLF2/JAK context, so only STAT5 is promoted as the terminal TF.	Direct, pathway, program, and functional layers remain distinct.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.
M22A22B-LINK-068	M22A-HANDOFF-005163	tslp crlf2_il7r	Tslp Crlf2_Il7r	STAT5 (provisional)	M22B-E000449	STAT5	Cish	M22B-EVID-000006	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	high	M22A-P2-NEW-TSLP-STAT5-CISH-20260902	High for the bounded TSLP-associated STAT5/CIS response program in the tested B-lineage and receptor-reconstitution systems; bounded for direct Cish promoter occupancy, receptor stoichiometry, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	TSLP induced functional Stat5 and CIS transcription in B-lineage/reconstituted comparators, applied to the CRLF2/IL7R handoff with receptor-abundance and leukemia-state limits.	CRLF2/TSLPR captures TSLP while IL7Ralpha completes the signaling complex; receptor abundance, CRLF2 mutation and leukemia state affect outputs, and STAT5 is a provisional endpoint.	Direct, pathway, program, and functional layers remain distinct.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.
M22A22B-LINK-069	M22A-HANDOFF-001854	csf2 csf2ra_csf2rb	Csf2 CSF2RA_CSF2RB	STAT5 candidate	M22B-E000449	STAT5	Cish	M22B-EVID-000006	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	high	M22A-P2-NEW-GMCSF-CISH-20260902	High for the bounded GM-CSF-associated STAT5/CIS1 program in human eosinophils; bounded for direct promoter occupancy, receptor-complex detail, IL-5 comparison, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	GM-CSF activated STAT5 and induced CIS1/CISH in human eosinophils; bounded to the CSF2RA/CSF2RB complex and eosinophil comparator program.	Exact alpha/beta complex is strong; downstream STAT5 evidence is from related myeloid context, not the same reconstitution.	Direct, pathway, program, and functional layers remain distinct.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.
M22A22B-LINK-070	M22A-HANDOFF-003349	epo epor	Epo Epor	STAT5	M22B-E000449	STAT5	Cish	M22B-EVID-000006	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	high	NONE_REQUIRED_SOURCE_REGISTER_HIGH	not_required_source_register_high	promote_existing_high_tf_target_bounded_handoff	Canonical EPO/EPOR signaling directly supports STAT5-dependent CIS/CISH promoter regulation in erythroid and receptor-reconstitution comparators; bounded to EPOR and erythroid context.	The JAK2-STAT5 branch is robust but context-dependent in timing and cell state; PI3K/MAPK branches also occur. STAT5 is assigned because primary EPOR perturbation studies explicitly identify it as an EPO endpoint.	Direct, pathway, program, and functional layers remain distinct.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.
M22A22B-LINK-071	M22A-HANDOFF-001314	il9 il9r_il2rg	Il9 IL9R_IL2RG	STAT1;STAT3;STAT5	M22B-E000449	STAT5	Cish	M22B-EVID-000006	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	high	M22A-P2-NEW-IL9-CIS-20260902	High for the bounded IL-9-associated CIS/STAT activation program in the tested comparator systems; bounded for direct promoter occupancy, STAT-subtype exclusivity, receptor-complex detail, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-9 induced CIS and STAT-dependent signaling, with STAT5 contributing to CIS/SOCS2 induction; bounded to the IL9R/IL2RG comparator and non-exclusive STAT-subtype program.	The primary receptor study used engineered/heterologous systems and reported limited MAPK activation in the tested T-cell line. STAT activation is direct, but relative STAT contributions vary by cell type.	Direct, pathway, program, and functional layers remain distinct.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.
M22A22B-LINK-072	M22A-HANDOFF-003991	il9 il2rg_il9r	Il9 Il2rg_Il9r	STAT1;STAT3;STAT5	M22B-E000449	STAT5	Cish	M22B-EVID-000006	PMID:9129017;https://pubmed.ncbi.nlm.nih.gov/9129017/	high	M22A-P2-NEW-IL9-CIS-20260902	High for the bounded IL-9-associated CIS/STAT activation program in the tested comparator systems; bounded for direct promoter occupancy, STAT-subtype exclusivity, receptor-complex detail, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-9-associated CIS induction and STAT5-supported signaling program, applied to the reversed IL2RG/IL9R receptor-label order with explicit STAT1/STAT3 co-contribution limits.	The primary study used a T-cell line and reports several STAT complexes; the relative contribution of STAT1, STAT3, and STAT5 varies with receptor and cellular context.	Direct, pathway, program, and functional layers remain distinct.	Promoter/reconstitution evidence is strongest for EPO/STAT5 and induction also includes IL-2/IL-3. The paper does not establish IL-5, IL-7, IL-9, IL-15, or SCI receiver-cell receptor-specific induction.
M22A22B-LINK-079	M22A-HANDOFF-001908	ifnb1 ifnar1_ifnar2	Ifnb1 IFNAR1_IFNAR2	STAT1/2; IRF9 candidates	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNI-ISGF3-20260902	High for the bounded type-I-interferon-associated STAT1/STAT2/IRF9 ISGF3 program; bounded for IFNA subtype specificity, exact target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-beta-induced ISGF3/ISRE antiviral transcription supports the exact IFNB1-IFNAR1/2 receptor-family program, bounded to shared type-I interferon output.	Exact IFNbeta-IFNAR branch is strong; target programs remain Module22A.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-080	M22A-HANDOFF-001279	ifnl2 ifnlr1_il10rb	Ifnl2 Ifnlr1_il10rb	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNL-ISGF3-20260902	High for the bounded IFN-lambda-associated STAT1/STAT2/IRF9 program in hepatocyte comparators; bounded for IFNL2/IFNL3 subtype specificity, receptor stoichiometry, cell-type restriction, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-lambda-induced ISGF3 activity and ISG transcription support the IFNL2-IFNLR1/IL10RB receptor-family program, bounded to the grouped lambda evidence and hepatocyte context.	The original receptor-discovery study treated IFN-lambda proteins as a group and exact IFNL2 subtype-specific affinity was not fully resolved; receptor complex, not IL10RB alone, is the submitted edge.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-081	M22A-HANDOFF-001280	ifnl3 ifnlr1_il10rb	Ifnl3 Ifnlr1_il10rb	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNL-ISGF3-20260902	High for the bounded IFN-lambda-associated STAT1/STAT2/IRF9 program in hepatocyte comparators; bounded for IFNL2/IFNL3 subtype specificity, receptor stoichiometry, cell-type restriction, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-lambda-induced ISGF3 activity and ISG transcription support the IFNL3-IFNLR1/IL10RB receptor-family program, with IFNL2/IFNL3 subtype equivalence explicitly left unresolved.	The original study established common receptor use by IFN-lambda2/3 but did not provide a complete subtype-specific quantitative signaling map; no IL10RB-only edge is inferred.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-082	M22A-HANDOFF-001269	ifna1 ifnar1_ifnar2	Ifna1 Ifnar1_ifnar2	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNA-ISGF3-20260902	High for the bounded IFN-alpha-associated STAT1/STAT2/IRF9 program in human hepatocyte and cell-line comparators; bounded for IFNA subtype specificity, target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-alpha-associated ISGF3/ISRE occupancy supports the IFNA1-IFNAR1/2 handoff as a bounded subtype-family program; target-locus selection is not claimed to be IFNA1-specific.	Subtype potency differs substantially and the cited mechanistic IFNAR mutant work is not IFNA1-exclusive; STAT1/STAT2/IRF9 is the canonical relay, not an IFNA1-specific promoter-occupancy claim.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-083	M22A-HANDOFF-001274	ifna2 ifnar1_ifnar2	Ifna2 Ifnar1_ifnar2	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNA-ISGF3-20260902	High for the bounded IFN-alpha-associated STAT1/STAT2/IRF9 program in human hepatocyte and cell-line comparators; bounded for IFNA subtype specificity, target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-alpha-associated ISGF3/ISRE occupancy supports the IFNA2-IFNAR1/2 handoff with subtype potency and receptor-kinetic limits.	IFNA2 subtype potency is receptor-affinity dependent and downstream STAT usage can vary with cell context; no claim is made that every IFNA subtype has identical quantitative signaling.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-084	M22A-HANDOFF-001275	ifna4 ifnar1_ifnar2	Ifna4 Ifnar1_ifnar2	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNA-ISGF3-20260902	High for the bounded IFN-alpha-associated STAT1/STAT2/IRF9 program in human hepatocyte and cell-line comparators; bounded for IFNA subtype specificity, target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-alpha-associated ISGF3/ISRE occupancy supports the IFNA4-IFNAR1/2 receptor-family program, bounded for species and subtype-specific occupancy.	Human and murine IFNA4 are not interchangeable; the exact cross-species receptor interface and subtype-specific TF occupancy were not separately measured.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-085	M22A-HANDOFF-001276	ifna5 ifnar1_ifnar2	Ifna5 Ifnar1_ifnar2	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNA-ISGF3-20260902	High for the bounded IFN-alpha-associated STAT1/STAT2/IRF9 program in human hepatocyte and cell-line comparators; bounded for IFNA subtype specificity, target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-alpha-associated ISGF3/ISRE occupancy supports the IFNA5-IFNAR1/2 handoff as a shared type-I interferon program, not a subtype-specific occupancy claim.	Subtype-specific affinity and potency differ; direct pSTAT measurements for IFNA5 were not isolated from the common receptor mechanism, so quantitative equivalence is not assumed.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-086	M22A-HANDOFF-001277	ifna6 ifnar1_ifnar2	Ifna6 Ifnar1_ifnar2	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNA-ISGF3-20260902	High for the bounded IFN-alpha-associated STAT1/STAT2/IRF9 program in human hepatocyte and cell-line comparators; bounded for IFNA subtype specificity, target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-alpha-associated ISGF3/ISRE occupancy supports the IFNA6-IFNAR1/2 handoff; comparative potency does not establish a distinct downstream target program.	IFNA6 is a high-potency subtype in comparative panels, but potency is not evidence of a distinct receptor or identical downstream kinetics; no direct subtype-specific TF occupancy claim.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-087	M22A-HANDOFF-001278	ifna7 ifnar1_ifnar2	Ifna7 Ifnar1_ifnar2	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNA-ISGF3-20260902	High for the bounded IFN-alpha-associated STAT1/STAT2/IRF9 program in human hepatocyte and cell-line comparators; bounded for IFNA subtype specificity, target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-alpha-associated ISGF3/ISRE occupancy supports the IFNA7-IFNAR1/2 handoff, preserving exact ligand-species and receptor-kinetic limits.	The human and murine alpha7 nomenclatures are not identical; exact ligand species and receptor-binding kinetics must be preserved when materializing downstream edges.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-088	M22A-HANDOFF-001908	ifnb1 ifnar1_ifnar2	Ifnb1 IFNAR1_IFNAR2	STAT1/2; IRF9 candidates	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNI-ISGF3-20260902	High for the bounded type-I-interferon-associated STAT1/STAT2/IRF9 ISGF3 program; bounded for IFNA subtype specificity, exact target-locus selection, cell state, receptor kinetics, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-beta-associated ISGF3/ISRE occupancy supports the exact IFNB1-IFNAR1/2 handoff as a bounded antiviral program.	Exact IFNbeta-IFNAR branch is strong; target programs remain Module22A.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-089	M22A-HANDOFF-001279	ifnl2 ifnlr1_il10rb	Ifnl2 Ifnlr1_il10rb	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNL-ISGF3-20260902	High for the bounded IFN-lambda-associated STAT1/STAT2/IRF9 program in hepatocyte comparators; bounded for IFNL2/IFNL3 subtype specificity, receptor stoichiometry, cell-type restriction, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-lambda-associated ISGF3 activity and ISG transcription support the IFNL2-IFNLR1/IL10RB handoff, bounded to grouped lambda evidence and hepatocyte comparators.	The original receptor-discovery study treated IFN-lambda proteins as a group and exact IFNL2 subtype-specific affinity was not fully resolved; receptor complex, not IL10RB alone, is the submitted edge.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-090	M22A-HANDOFF-001280	ifnl3 ifnlr1_il10rb	Ifnl3 Ifnlr1_il10rb	STAT1;STAT2;IRF9	M22B-E000414	STAT1;STAT2;IRF9	ISRE-containing interferon-stimulated antiviral gene program	M22B-EVID-000011	PMID:31266943;PMCID:PMC6606597;DOI:10.1038/s41467-019-10970-y;PMID:11440635	not_separately_tiered	M22A-P2-NEW-IFNL-ISGF3-20260902	High for the bounded IFN-lambda-associated STAT1/STAT2/IRF9 program in hepatocyte comparators; bounded for IFNL2/IFNL3 subtype specificity, receptor stoichiometry, cell-type restriction, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IFN-lambda-associated ISGF3 activity and ISG transcription support the IFNL3-IFNLR1/IL10RB handoff, with IFNL2/IFNL3 subtype equivalence left unresolved.	The original study established common receptor use by IFN-lambda2/3 but did not provide a complete subtype-specific quantitative signaling map; no IL10RB-only edge is inferred.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-091	M22A-HANDOFF-001314	il9 il9r_il2rg	Il9 IL9R_IL2RG	STAT1;STAT3;STAT5	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-IL9-SOCS3-20260902	High for the bounded IL-9-associated STAT3/SOCS3 program in the tested comparator systems; bounded for direct promoter occupancy, STAT-subtype exclusivity across outputs, receptor-complex detail, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-9-receptor mutant analysis supports a STAT1/STAT3-dependent SOCS3 branch; bounded to the IL9R/IL2RG comparator and distinct from the STAT5-supported CIS branch.	The primary receptor study used engineered/heterologous systems and reported limited MAPK activation in the tested T-cell line. STAT activation is direct, but relative STAT contributions vary by cell type.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-092	M22A-HANDOFF-003991	il9 il2rg_il9r	Il9 Il2rg_Il9r	STAT1;STAT3;STAT5	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-IL9-SOCS3-20260902	High for the bounded IL-9-associated STAT3/SOCS3 program in the tested comparator systems; bounded for direct promoter occupancy, STAT-subtype exclusivity across outputs, receptor-complex detail, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	IL-9-associated STAT3/SOCS3 feedback supports the reversed IL2RG/IL9R handoff, with STAT1 and STAT5 contributions to other IL-9-induced inhibitors preserved.	The primary study used a T-cell line and reports several STAT complexes; the relative contribution of STAT1, STAT3, and STAT5 varies with receptor and cellular context.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
M22A22B-LINK-093	M22A-HANDOFF-001488	osm lifr_il6st	Osm LIFR_IL6ST	STAT3	M22B-E000431	STAT3	Socs3	M22B-EVID-000001	PMID:16718380;PMCID:PMC2441693;DOI:10.1007/s11010-006-9137-3	not_separately_tiered	M22A-P2-NEW-OSM-LIFR-SOCS3-20260902	High for the bounded OSM/LIFR-associated STAT3/SOCS3 program in primary osteoblast comparators; bounded for species-specific ligand behavior, receptor stoichiometry, cell state, and SCI transfer	promote_existing_high_tf_target_bounded_handoff	OSM induced STAT3 and Socs3 through a LIFR-dependent branch in Osmr-deficient osteoblasts; bounded to the LIFR/gp130 receptor-complex variant and species-specific ligand behavior.	Human OSM can signal through both gp130-LIFR and gp130-OSMR, whereas murine OSM is strongly OSMR-biased and cross-species ligand behavior differs. The queued receptor token denotes the assembled complex rather than a binary LIFR-only edge. STAT3 phosphorylation is directly measured; no universal STAT3-exclusive transcriptional program or terminal TF occupancy was established.	Direct, pathway, program, and functional layers remain distinct.	No additional limitation recorded in the source register.
