module22a_handoff_id	pair_label_canonical	terminal_tf_entities	module21a_evidence_ids	source_locators	source_species	source_cell_type_model	source_assay_or_perturbation	source_relation_type	source_evidence_layer	source_confidence_tier	source_evidence_summary	source_limitations	source_review_status	search_boundary	limitations	disposition	blocker_tags
M22A-HANDOFF-003852	Icam1 Egfr	STAT3	M21A-PAIR-EVID-3091	https://doi.org/10.1186/s12943-024-02150-4;https://pmc.ncbi.nlm.nih.gov/articles/PMC11481280/	human	heterologous HEK293T cells and MDA-MB-231 triple-negative breast cancer cells; orthotopic xenografts	Co-immunoprecipitation, in situ proximity ligation, ICAM1 domain deletion, EGFR phosphorylation, CRISPR ICAM1 loss, EGF stimulation, migration/invasion, and ICAM1 antibody blockade	Direct extracellular adaptor interaction with receptor-proximal EGFR activation and downstream relay	receptor_proximal_relay	high	ICAM1–EGFR–JAK1–STAT3 signaling with EMT and metastasis outputs	Evidence is from tumor-intrinsic TNBC models and includes direct interaction plus pathway perturbation; generalization to endothelial or immune contexts is unresolved. STAT3 is assigned because its phosphorylation/activation was explicitly measured.	mapped_to_local_primary_source_packet	Primary downstream review batches128_129; exact pair/family boundary search.	Evidence is from tumor-intrinsic TNBC models and includes direct interaction plus pathway perturbation; generalization to endothelial or immune contexts is unresolved. STAT3 is assigned because its phosphorylation/activation was explicitly measured.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-003912	Il12b_Il23a Il12rb1_Il23r	STAT3;STAT4	M21A-PAIR-EVID-5355	PMID:12023369;PMID:28878115;PMCID:PMC3707643	human; mouse	IL12RB1/IL23R-reconstituted Ba/F3 and NK-cell systems; human and mouse CD4 T-cell/CNS-autoimmunity models	IL-23 receptor reconstitution, receptor-chain blockade or variant perturbation, JAK2/TYK2 and phospho-STAT3/STAT4 assays, encephalitogenic T-cell function	IL-23 heterodimer engages IL12RB1 with IL23R and activates a JAK/STAT receptor-proximal relay	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	IL-23-p19/p40-IL12RB1/IL23R-JAK2/TYK2-STAT3/STAT4-Th17/CNS-inflammatory branch	IL-23 and IL-12 share p40 and IL12RB1 but use different ligand-specific receptor chains; relative STAT3 versus STAT4 usage is cell-state dependent. Both are retained as provisional Module22A endpoints.	mapped_to_local_primary_source_packet	Primary downstream review batches218_219; exact pair/family boundary search.	IL-23 and IL-12 share p40 and IL12RB1 but use different ligand-specific receptor chains; relative STAT3 versus STAT4 usage is cell-state dependent. Both are retained as provisional Module22A endpoints.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-003963	Il20 Il20rb_Il22ra1	STAT3	M21A-PAIR-EVID-5371	PMID:31205408;PMID:23793061;PMCID:PMC6545341	human; mouse	Primary human trabecular-meshwork cells and dermal fibroblasts; mouse keratinocytes and MRSA-skin infection models	IL-20 stimulation, IL20RB/IL22RA1 proximity and loss-of-function assays, phospho-STAT1/3/5 measurements, receptor perturbation and epithelial functional outputs	IL-20 activates the type-II IL22RA1/IL20RB receptor complex and a JAK/STAT relay	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	IL-20-IL22RA1/IL20RB-JAK1/TYK2-STAT1/STAT3 epithelial barrier, antimicrobial and inflammatory branch	IL-20 also uses the type-I IL20RA/IL20RB complex; receptor usage and STAT1/3/5 outputs vary by cell type. STAT3 is retained as a provisional endpoint only for the documented receptor-proximal pathway. Module 21A relay/function promotion batch034 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches218_219; exact pair/family boundary search.	IL-20 also uses the type-I IL20RA/IL20RB complex; receptor usage and STAT1/3/5 outputs vary by cell type. STAT3 is retained as a provisional endpoint only for the documented receptor-proximal pathway.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-003980	Il4 Il13ra2_Il4ra	STAT6	M21A-PAIR-EVID-3172	https://pubmed.ncbi.nlm.nih.gov/19614610/; https://doi.org/10.1039/C3MB70298G; https://doi.org/10.1016/j.jaci.2006.06.041	human	primary human bronchial fibroblasts and BEAS-2B bronchial epithelial cells	IL-4/IL-13 stimulation with IL13RA2 expression or cytoplasmic-tail deletion; co-immunoprecipitation/two-hybrid, SPR, and STAT6-phosphorylation assays	IL13RA2–IL4RA receptor-proximal inhibitory association modulates IL-4 signaling; IL-4 does not directly bind IL13RA2	receptor_proximal_relay	medium	IL4RA/JAK1–STAT6 signaling attenuated by IL13RA2 cytoplasmic association	The exact composite is a receptor-complex modulation edge, not direct IL-4–IL13RA2 binding. SPR excluded IL13RA2 extracellular binding to IL-4, while cytoplasmic IL13RA2–IL4RA association and cell-based STAT6 attenuation were supported in airway models.	mapped_to_local_primary_source_packet	Primary downstream review batches132_133; exact pair/family boundary search.	The exact composite is a receptor-complex modulation edge, not direct IL-4–IL13RA2 binding. SPR excluded IL13RA2 extracellular binding to IL-4, while cytoplasmic IL13RA2–IL4RA association and cell-based STAT6 attenuation were supported in airway models.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004133	Lgals8 Itga3	STAT1	M21A-PAIR-EVID-3299	https://pubmed.ncbi.nlm.nih.gov/10852818/;https://pubmed.ncbi.nlm.nih.gov/34669463/;https://pubmed.ncbi.nlm.nih.gov/?term=LGALS8+ITGA3	human	1299 carcinoma cells and pulmonary artery endothelial cells	recombinant galectin-8; integrin-ligand adhesion/apoptosis assays; ITGA3/ITGB1 or LGALS8 knockdown; proximity ligation; STAT1 and phospho-STAT1 immunoblot	Galectin-8 associates with the alpha3beta1 integrin complex and integrin/LGALS8 perturbation alters STAT1 phosphorylation and apoptosis	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	LGALS8-alpha3beta1 -> integrin-linked STAT1 signaling -> endothelial stress/apoptosis	The alpha3 subunit is measured in a heterodimeric alpha3beta1 complex; pSTAT1 rather than TF occupancy was measured, so STAT1 is retained as a pathway endpoint without claiming direct transcriptional target binding.	mapped_to_local_primary_source_packet	Primary downstream review batches138_139; exact pair/family boundary search.	The alpha3 subunit is measured in a heterodimeric alpha3beta1 complex; pSTAT1 rather than TF occupancy was measured, so STAT1 is retained as a pathway endpoint without claiming direct transcriptional target binding.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004225	Mdk Notch2	STAT3	M21A-PAIR-EVID-5422	PMID:18469519;PMID:21632553;Reactome:R-HSA-2974737	human	human HaCaT keratinocytes and pancreatic-cancer cell models; recombinant MDK/Notch2 systems	MDK stimulation and knockdown, Notch2 ectodomain binding, NICD2 nuclear accumulation, JAK2/STAT3 pathway readouts, EMT and chemoresistance assays	MDK binds NOTCH2 and activates a NOTCH2-NICD/JAK2-STAT3 functional branch	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	MDK-NOTCH2 -> NICD2 nuclear transmission/JAK2 -> STAT3 -> EMT and chemoresistance	The primary keratinocyte and cancer studies support a context-specific MDK-NOTCH2 association and pathway output, while the receptor-complex mechanism is not fully resolved and may involve additional MDK receptors. STAT3 is recorded because it is directly measured in the cited MDK-NOTCH2 pathway; no claim is made that it is the sole endpoint. Module 21A relay/function promotion batch037 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches220_221; exact pair/family boundary search.	The primary keratinocyte and cancer studies support a context-specific MDK-NOTCH2 association and pathway output, while the receptor-complex mechanism is not fully resolved and may involve additional MDK receptors. STAT3 is recorded because it is directly measured in the cited MDK-NOTCH2 pathway; no claim is made that it is the sole endpoint.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004232	Mdk Tspan1	STAT1A	M21A-PAIR-EVID-3375	PMID:18851943; DOI:10.1016/j.bbrc.2008.09.138; https://pubmed.ncbi.nlm.nih.gov/18851943/	Homo sapiens	Human head and neck squamous cell carcinoma cells	Far-Western/co-immunoprecipitation and RNAi perturbation; migration and invasion assays; FAK, paxillin, and STAT1-alpha readouts	MDK-TSPAN1 association facilitates alpha6beta1-integrin signaling	receptor_proximal_relay	high	MDK-TSPAN1/alpha6beta1 -> FAK -> paxillin -> STAT1-alpha -> migration/invasiveness	The study supports a TSPAN1-integrin receptor complex rather than an isolated TSPAN1 signaling mechanism; STAT1-alpha was measured as pathway output, not direct MDK-TSPAN1 transcriptional binding.	mapped_to_local_primary_source_packet	Primary downstream review batches140_141; exact pair/family boundary search.	The study supports a TSPAN1-integrin receptor complex rather than an isolated TSPAN1 signaling mechanism; STAT1-alpha was measured as pathway output, not direct MDK-TSPAN1 transcriptional binding.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004248	Mif Egfr	JUN	M21A-PAIR-EVID-5432	PMCID:PMC4785887	human	A431, 293T, U251 and DU145 human cell systems; purified human EGFR ectodomain	secreted O-GlcNAcylated MIF binding and competition with EGF; EGFR, ERK1/2 and c-JUN phosphorylation; MIF manipulation and invasion/proliferation/tumor assays	Secreted O-GlcNAcylated MIF directly binds EGFR and inhibits EGF-induced receptor activation	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	MIF-EGFR antagonism -> EGFR-ERK-C-JUN -> invasion and proliferation	The inhibitory activity requires mammalian-secreted O-GlcNAcylated MIF and was not reproduced by bacterially expressed MIF; this is an antagonistic receptor edge, and c-JUN phosphorylation is not direct TF occupancy. Module 21A relay/function promotion batch037 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches222_223; exact pair/family boundary search.	The inhibitory activity requires mammalian-secreted O-GlcNAcylated MIF and was not reproduced by bacterially expressed MIF; this is an antagonistic receptor edge, and c-JUN phosphorylation is not direct TF occupancy.	not_promoted_under_current_strict_gate	exact_pair_or_family_review_required
M22A-HANDOFF-004267	Mmp9 Tlr9	RELA	M21A-PAIR-EVID-3403	PMID:23827939; DOI:10.1016/j.cellsig.2013.06.010; PMID:21873432; PMCID:PMC3196117	Mus musculus	RAW-Blue macrophages; mouse macrophage models	TLR9 ODN1826 stimulation; MMP-9 siRNA/inhibitor; Neu1 and NMBR perturbation; NF-kappaB reporter, MyD88 recruitment and cytokine assays; endosomal complex analysis	MMP-9 participates in a Neu1/NMBR/TLR9 signaling platform required for nucleic-acid-induced TLR9 activation	 receptor_proximal_relay	high	NMBR-G protein -> MMP-9/Neu1 -> endosomal TLR9 -> MyD88/NF-kappaB -> inflammatory cytokines	The evidence supports a receptor-complex/pathway role for MMP-9 rather than a direct MMP-9-TLR9 ligand-binding interface; the model is macrophage- and agonist-specific. Module 21A qualified-relay promotion batch091 (2026-09-02): exact pair-associated receptor-proximal relay is raised to high at the validated layer. MIA/beta1-integrin heterodimer, MMP7/SDC1 shedding and integrin-output, MMP9/Neu1/NMBR/TLR9 platform, MSTN type-II/type-I receptor redundancy, processing/source-form, complex, species/model, assay, pathway, and no-direct-binding boundaries where recorded remain explicit. Existing Module 22A terminal-TF or pending-handoff metadata is preserved unchanged; no new terminal-TF or SCI claim is created.	mapped_to_local_primary_source_packet	Primary downstream review batches142_143; exact pair/family boundary search.	The evidence supports a receptor-complex/pathway role for MMP-9 rather than a direct MMP-9-TLR9 ligand-binding interface; the model is macrophage- and agonist-specific.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004273	Mst1 Mst1r	STAT1;RELA	M21A-PAIR-EVID-5436	PMID:7939629;DOI:10.1126/science.7939629;PMCID:PMC4815273	human; mouse; canine comparator	Ron/MST1R-transfected MDCK cells and primary mouse peritoneal macrophages	radiolabeled MSP binding/crosslinking, receptor immunoprecipitation and phosphorylation; recombinant MSP, Gab1/Gab2 phosphorylation, docking-site mutants, LPS/IFN-gamma stimulation and NF-kB/STAT1 readouts	MST1/MSP activates the MST1R/RON receptor tyrosine kinase and engages receptor-docking and inflammatory signaling branches	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	MST1-MST1R/RON -> receptor autophosphorylation-Gab1/2-ERK/PI3K/FAK -> NF-kB and STAT1 inflammatory regulation	Active MSP is the processed alpha-beta heterodimer; the macrophage TF effects are context-dependent modulation of LPS/IFN-gamma responses rather than a universal direct MST1R-to-TF route. RELA/STAT1 are measured downstream endpoints, not direct receptor contacts.	mapped_to_local_primary_source_packet	Primary downstream review batches222_223; exact pair/family boundary search.	Active MSP is the processed alpha-beta heterodimer; the macrophage TF effects are context-dependent modulation of LPS/IFN-gamma responses rather than a universal direct MST1R-to-TF route. RELA/STAT1 are measured downstream endpoints, not direct receptor contacts.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004275	Mstn ACVR1B_ACVR2B	SMAD2;SMAD3	M21A-PAIR-EVID-3407	PMID:14517293; PMCID:PMC230332; DOI:10.1128/MCB.23.20.7230-7242.2003; PMID:33219121; PMCID:PMC7733802; DOI:10.1073/pnas.2019263117	Homo sapiens recombinant MSTN; Mus musculus	C2C12 myoblasts and primary myofibers; HEK293 reporter systems; mouse skeletal muscle	MSTN-ActRIIB binding and heteromeric complex assays; CAGA/SMAD reporter assays; receptor perturbation and muscle-specific genetic targeting	MSTN binds ACVR2B and signals with ACVR1B/ALK4 to phosphorylate SMAD2/3	 receptor_proximal_relay	 high	MSTN -> ACVR2B/ACVR1B -> SMAD2/3 -> inhibition of myoblast differentiation and muscle growth	The type-II receptor has higher apparent affinity for MSTN than the type-I receptor; cellular context and coreceptor expression affect type-I receptor usage.	mapped_to_local_primary_source_packet	Primary downstream review batches142_143; exact pair/family boundary search.	The type-II receptor has higher apparent affinity for MSTN than the type-I receptor; cellular context and coreceptor expression affect type-I receptor usage.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004277	Mstn Acvr2b_Tgfbr1	SMAD2;SMAD3	M21A-PAIR-EVID-3409	PMID:14517293; PMCID:PMC230332; DOI:10.1128/MCB.23.20.7230-7242.2003; PMID:33219121; PMCID:PMC7733802; DOI:10.1073/pnas.2019263117	Homo sapiens recombinant MSTN; Mus musculus	C2C12 and nonmyogenic mouse cell models; primary myofibers; HEK293 reporter systems	MSTN-ActRIIB binding and ALK5 complex studies; SMAD2/3 reporter assays; receptor knockdown and muscle-specific genetic targeting	MSTN binds ACVR2B and partners with TGFBR1/ALK5 to activate SMAD2/3	 receptor_proximal_relay	high	MSTN -> ACVR2B/TGFBR1 -> SMAD2/3 -> TGF-beta-like signaling and muscle growth restraint	The exact balance between ACVR1B and TGFBR1 depends on cell type; receptor redundancy prevents assigning this complex as the sole MSTN route in vivo.	mapped_to_local_primary_source_packet	Primary downstream review batches142_143; exact pair/family boundary search.	The exact balance between ACVR1B and TGFBR1 depends on cell type; receptor redundancy prevents assigning this complex as the sole MSTN route in vivo.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004337	Nodal ACVR1C_ACVR2A_CFC1	SMAD2;SMAD3	M21A-PAIR-EVID-3448	PMID:22550067; https://pubmed.ncbi.nlm.nih.gov/22550067/; PMID:25588905; https://pubmed.ncbi.nlm.nih.gov/25588905/; https://reactome.org/content/detail/R-HSA-1181150	Mus musculus; rat islet comparator; recombinant human/mouse Nodal in vitro	INS-1 beta cells and rat islets; HepG2/Cripto reporter comparator	Nodal treatment or overexpression; dominant-negative ALK7/SMAD2/SMAD3; recombinant Nodal-ALK7 binding by SPR; Cripto-dependent reporter assays	Nodal receptor-complex relay through ACVR1C/ALK7 with ACVR2A and CFC1/Cripto, leading to R-SMAD activation	receptor_proximal_relay	high	Nodal -> CFC1/Cripto-ACVR1C/ACVR2A complex -> SMAD2/SMAD3 phosphorylation and nuclear signaling -> developmental and beta-cell responses	The exact ACVR1C-ACVR2A-CFC1 composition is supported as a Nodal pathway complex by Reactome and the primary Nodal/ALK7 and Cripto studies; direct ligand-interface measurements are stronger for Nodal-ALK7/Cripto than for the full ternary complex. SMAD2/3 are assigned only because phosphorylation, nuclear signaling, and dominant-negative perturbations were directly measured.	mapped_to_local_primary_source_packet	Primary downstream review batches144_145; exact pair/family boundary search.	The exact ACVR1C-ACVR2A-CFC1 composition is supported as a Nodal pathway complex by Reactome and the primary Nodal/ALK7 and Cripto studies; direct ligand-interface measurements are stronger for Nodal-ALK7/Cripto than for the full ternary complex. SMAD2/3 are assigned only because phosphorylation, nuclear signaling, and dominant-negative perturbations were directly measured.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004338	Nodal Acvr1c_Acvr2b	SMAD2;SMAD3	M21A-PAIR-EVID-3449	PMID:22550067; https://pubmed.ncbi.nlm.nih.gov/22550067/; PMID:4067217; https://pmc.ncbi.nlm.nih.gov/articles/PMC4067217/; PMID:25588905; https://pubmed.ncbi.nlm.nih.gov/25588905/; https://reactome.org/content/detail/R-HSA-1181150	Mus musculus; Xenopus/mouse developmental comparator; recombinant Nodal	INS-1 beta cells; HepG2/Cripto reporter and receptor-complex comparator models	Nodal treatment or overexpression; dominant-negative ALK7/SMAD2/SMAD3; recombinant receptor binding and Cripto-dependent Nodal reporter assays	Nodal receptor-complex relay through ACVR1C/ALK7 with ACVR2B and CFC1/Cripto, leading to SMAD2/3 activation	receptor_proximal_relay	high	Nodal -> CFC1/Cripto-ACVR1C/ACVR2B complex -> SMAD2/SMAD3 phosphorylation and nuclear signaling -> developmental and cellular responses	Primary studies directly support Nodal-ALK7 signaling and Nodal complexes containing type-II ACVR2A/ACVR2B; the exact ACVR1C-ACVR2B-CFC1 assembly is additionally represented by the pathway resource. Direct binding evidence for every component of this exact combination is not equivalent to a ternary-complex structural measurement.	mapped_to_local_primary_source_packet	Primary downstream review batches144_145; exact pair/family boundary search.	Primary studies directly support Nodal-ALK7 signaling and Nodal complexes containing type-II ACVR2A/ACVR2B; the exact ACVR1C-ACVR2B-CFC1 assembly is additionally represented by the pathway resource. Direct binding evidence for every component of this exact combination is not equivalent to a ternary-complex structural measurement.	not_promoted_under_current_strict_gate	exact_pair_or_family_review_required
M22A-HANDOFF-004502	Pglyrp1 Trem1	STAT3	M21A-PAIR-EVID-5511	PMID:25595774;PMCID:PMC4319313;DOI:10.1016/j.celrep.2024.113813	mouse; human comparator	primary neutrophils and monocytes; mouse and human microglia/glial cultures; neuroinflammation models	PGLYRP1-peptidoglycan complex binding, TREM1 reporter/activation assays, TREM1 inhibition, Pglyrp1 knockdown, and Syk/ERK inhibition	PGLYRP1, especially when multimerized or complexed with peptidoglycan, activates TREM1-DAP12/Syk signaling	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	PGLYRP1-TREM1 -> DAP12-Syk-ERK1/2 -> STAT3 and inflammatory glial/myeloid outputs	Soluble monomeric PGLYRP1 may be insufficient; multimerization or microbial-cell-wall context can be required. STAT3 was measured in the microglial study but is retained as a provisional Module22A endpoint. Module 21A relay/function promotion batch041 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches224_225; exact pair/family boundary search.	Soluble monomeric PGLYRP1 may be insufficient; multimerization or microbial-cell-wall context can be required. STAT3 was measured in the microglial study but is retained as a provisional Module22A endpoint.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004584	Prlh Prlhr	CREB	M21A-PAIR-EVID-5520	PMID:21185342;PMCID:PMC1572376;PMID:23467899	rat; human comparator	rat GH3, AtT20, and RC-4B/C pituitary cell lines; recombinant GPR10/PRLHR-expressing HEK293/CHO cells	PrRP binding, calcium/inositol-phosphate and cAMP assays; ERK/JNK/CREB phosphorylation; PrRP analog stimulation and receptor expression	PrRP activates PRLHR/GPR10 with cell-context-dependent Gi/o and Gq/11-PLC-Ca2+ coupling	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	PRLH-PrRP-PRLHR/GPR10 -> Gi/o or Gq/11-PLC-Ca2+/PKC -> ERK/JNK and CREB -> pituitary hormone release or neuroendocrine output	Coupling differs between recombinant systems and endogenous pituitary cells; PrRP analogs and receptor-family cross-reactivity complicate physiological branch assignment. CREB phosphorylation was measured in endogenous receptor-expressing pituitary cells and is provisional for Module22A. Module 21A relay/function promotion batch042 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches224_225; exact pair/family boundary search.	Coupling differs between recombinant systems and endogenous pituitary cells; PrRP analogs and receptor-family cross-reactivity complicate physiological branch assignment. CREB phosphorylation was measured in endogenous receptor-expressing pituitary cells and is provisional for Module22A.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004595	Pros1 Axl	RELA	M21A-PAIR-EVID-5526	PMID:25074926;PMCID:PMC4206827;PMID:29531161	human; mouse comparator	Human mesenchymal glioblastoma stem-cell spheres and mouse GBM tumors; purified/reporter TAM and mouse MEF receptor systems	PROS1 stimulation with AXL/TAM phosphorylation, reporter activation, ligand-trap and kinase-inhibitor assays; GBM conditioned-medium, NF-kappaB/p65, and growth assays	PROS1-AXL activation is context-conflicted: GBM stem-cell models report PROS1-dependent AXL phosphorylation, whereas purified-receptor/MEF profiling finds PROS1 inactive as an AXL agonist	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	low-medium	PROS1-AXL -> AXL phosphorylation -> NF-kappaB/p65 and mesenchymal GBM growth in one tumor context; canonical TAM comparison excludes AXL activation	The positive result is restricted to a GBM tumor/microenvironment model and conflicts with receptor-isolated activation profiling; phosphatidylserine, ligand preparation, receptor abundance, and co-receptors may explain the discrepancy. No universal PROS1-AXL relay is established.	mapped_to_local_primary_source_packet	Primary downstream review batches226_227; exact pair/family boundary search.	The positive result is restricted to a GBM tumor/microenvironment model and conflicts with receptor-isolated activation profiling; phosphatidylserine, ligand preparation, receptor abundance, and co-receptors may explain the discrepancy. No universal PROS1-AXL relay is established.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004611	Psen1 Notch1	RBPJ/CSL	M21A-PAIR-EVID-3648	PMID:10593990; DOI:10.1074/jbc.274.51.36801; PMID:10206645; DOI:10.1038/19083; PMID:11459941; PMCID:PMC55367; DOI:10.1073/pnas.161269998	Mus musculus; Homo sapiens comparator	PS1-deficient/rescued fibroblasts; HEK293 cells; mouse Notch1 reporter and cell-free cleavage systems	PS1 deficiency/rescue; Notch1 co-immunoprecipitation; gamma-secretase inhibition; Notch1 intramembrane cleavage; NICD release; RBP-J reporter assay	PSEN1-dependent intramembrane processing of Notch1 releases NICD and supports canonical Notch transcriptional signaling	receptor_proximal_relay	high	Notch1 ectodomain processing -> PSEN1/gamma-secretase S3 cleavage -> NICD-RBPJ/CSL -> HES/HEY output	Direct PS1-dependent Notch1 processing and NICD release are supported, but PS2 can be redundant and the evidence does not establish a secreted-ligand interaction. RBPJ/CSL is retained as a directly assayed reporter output; no TF-target program is assigned.	mapped_to_local_primary_source_packet	Primary downstream review batches152_153_154_155; exact pair/family boundary search.	Direct PS1-dependent Notch1 processing and NICD release are supported, but PS2 can be redundant and the evidence does not establish a secreted-ligand interaction. RBPJ/CSL is retained as a directly assayed reporter output; no TF-target program is assigned.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;program_or_function_level_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004612	Psen1 Notch2	RBPJ/CSL	M21A-PAIR-EVID-3649	PMID:11459941; PMCID:PMC55367; DOI:10.1073/pnas.161269998; https://pubmed.ncbi.nlm.nih.gov/?term=PSEN1+NOTCH2	Mus musculus	Mouse Notch2 DeltaE cleavage and RBP-J reporter systems; receptor-transfected fibroblast models	Cell-free and cellular Notch DeltaE cleavage; dominant-negative PS1; gamma-secretase inhibitor; nuclear translocation; RBP-J consensus reporter	Presenilin-dependent intramembrane processing of Notch2 supports NICD/RBPJ signaling	receptor_proximal_relay	medium	Notch2 -> presenilin/gamma-secretase cleavage -> NICD-RBPJ/CSL -> HES/HEY output	The primary study reports presenilin-dependent cleavage and RBP-J reporter activation for all four mouse Notch proteins, but does not isolate PSEN1 from PS2 for Notch2. This is receptor-proximal processing evidence, not direct extracellular ligand binding; no TF-target program is assigned.	mapped_to_local_primary_source_packet	Primary downstream review batches152_153_154_155; exact pair/family boundary search.	The primary study reports presenilin-dependent cleavage and RBP-J reporter activation for all four mouse Notch proteins, but does not isolate PSEN1 from PS2 for Notch2. This is receptor-proximal processing evidence, not direct extracellular ligand binding; no TF-target program is assigned.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004613	Psen1 Notch3	RBPJ/CSL	M21A-PAIR-EVID-3650	PMID:11459941; PMCID:PMC55367; DOI:10.1073/pnas.161269998; https://pubmed.ncbi.nlm.nih.gov/?term=PSEN1+NOTCH3	Mus musculus	Mouse Notch3 DeltaE cleavage and RBP-J reporter systems; receptor-transfected fibroblast models	Cell-free and cellular Notch DeltaE cleavage; dominant-negative PS1; gamma-secretase inhibitor; nuclear translocation; RBP-J consensus reporter	Presenilin-dependent intramembrane processing of Notch3 supports NICD/RBPJ signaling	receptor_proximal_relay	medium	Notch3 -> presenilin/gamma-secretase cleavage -> NICD-RBPJ/CSL -> HES/HEY output	The primary study reports presenilin-dependent cleavage and RBP-J reporter activation for all four mouse Notch proteins, but does not isolate PSEN1 from PS2 for Notch3. This is receptor-proximal processing evidence, not direct extracellular ligand binding; no TF-target program is assigned.	mapped_to_local_primary_source_packet	Primary downstream review batches152_153_154_155; exact pair/family boundary search.	The primary study reports presenilin-dependent cleavage and RBP-J reporter activation for all four mouse Notch proteins, but does not isolate PSEN1 from PS2 for Notch3. This is receptor-proximal processing evidence, not direct extracellular ligand binding; no TF-target program is assigned.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
