regulator_key	display_symbols	species_scope	primary_role_category	role_subcategory	source_registry	source_version	source_record_id	raw_tf_symbol	normalized_tf_symbol	tf_uniprot_id	target_membership_count	membership_semantics	claimed_effect	candidate_regulon_status	target_cell_presence_status	downstream_activation_status	upstream_relay_status	module_route	module22b_eligibility	source_locator	source_snapshot	raw_record_sha256	provenance_status	source_notes	reference_pmids	provenance_note
sirt6	SIRT6;Sirt6	human	noncanonical_transcriptional_regulator	chromatin_modifier_or_reader	TFLink	TFLink_v1.0_snapshot	tflink:human:001262:be811b12f600	SIRT6	SIRT6	Q8N6T7	4172	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	be811b12f60061f31c5ea9e94faa7fff55951e9d5d45125825be5d72f377a4cb	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
skp2	SKP2	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001499:7b639d89a7e7	SKP2	SKP2	Q13309	52	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	7b639d89a7e77f17162c753363c8a4104c61490d4723e1519c97d6f786fe033a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
slc30a9	SLC30A9	human	signaling_metabolic_membrane_or_cell_cycle	enzyme_receptor_transporter_or_cell_cycle	TFLink	TFLink_v1.0_snapshot	tflink:human:000948:79dcf09badca	SLC30A9	SLC30A9	Q6PML9	5521	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	79dcf09badca699da4dfa7fa3b31d1b788e1ad822cf53f5a0e821ffbf6159625	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: signaling_metabolic_membrane_or_cell_cycle.
smarcc2	SMARCC2;Smarcc2	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:000963:7038b1c951fa	SMARCC2	SMARCC2	Q8TAQ2	4561	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	7038b1c951fa3f2ddd34e71ea12a4ca34999eac3d56b4c2ace8c4fb3a943568d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
smc1a	SMC1A;Smc1a	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:000841:15e846006c3d	SMC1A	SMC1A	Q14683	13584	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	15e846006c3d7896868787aab3f215aafcbb5a9c75a5404c591e44dd1c2d867f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
smc3	SMC3;Smc3	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:000869:8700cd96f6d7	SMC3	SMC3	Q9UQE7	16193	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	8700cd96f6d7aca30707480c7c783c91392ac67a74dd2339d209173c33418147	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
smc4	SMC4	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:001461:0bfa46a7e241	SMC4	SMC4	Q9NTJ3	9	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	0bfa46a7e241852908524cec2555f413506b4a4c135bf9e26ffc3e76b068fe1d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
smchd1	SMCHD1;Smchd1	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:001495:37a7f4019c6a	SMCHD1	SMCHD1	A6NHR9	25	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	37a7f4019c6a8f3df4e0ccd7b31c6dac064e1977ff16b387cc99d7e09bd72e05	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
smn1	SMN1	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001216:da0b6944ce81	SMN1	SMN1	Q16637	692	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	da0b6944ce81a3572b931c3b078888330a618f937ee7d03968b2ca3a557925ff	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
snapc1	SNAPC1	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001210:6d4663f7ea55	SNAPC1	SNAPC1	Q16533	1724	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	6d4663f7ea556085741727d47e95d8f95375230db410dedda6b44998ef4ed40d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
snapc2	SNAPC2	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001553:44a628ae2255	SNAPC2	SNAPC2	Q13487	4	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	44a628ae2255a6a317c1c3af3731ad2978ce975bc5684f4e4c3a4dc5b2478b4a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
snapc4	SNAPC4;Snapc4	human	catalog_concordant_tf_candidate	identity_supported_pair_unverified	TFLink	TFLink_v1.0_snapshot	tflink:human:001432:037c50e325a3	SNAPC4	SNAPC4	Q5SXM2	213	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	037c50e325a30b3eefd266a0c9aff3758c1064090bedc0812cd137bcd1ad806f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
snrnp70	SNRNP70	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001288:9db36cb4348e	SNRNP70	SNRNP70	P08621	148	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	9db36cb4348e3c98b2fb8d40ef643916087910f13b457e648ae0a775404f76a9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
son	SON;Son	human	nuclear_machinery_or_structural_not_regulatory	centromere_telomere_or_nuclear_processing	TFLink	TFLink_v1.0_snapshot	tflink:human:001158:fa45862c24dc	SON	SON	P18583	3842	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	fa45862c24dce30d7b0301ec78cbfc25e52de90138ae68727aaf4a118cdf0dfb	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: nuclear_machinery_or_structural_not_regulatory.
sox3	SOX3;Sox3	human	catalog_concordant_tf_candidate	identity_supported_pair_unverified	TFLink	TFLink_v1.0_snapshot	tflink:human:001440:c7d204fcf74c	SOX3	SOX3	P41225	92	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	c7d204fcf74cc13e964c5e0b756c4719a42867112defd6840241cfab0d335c49	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
sp140	SP140;Sp140	human	catalog_concordant_tf_candidate	identity_supported_pair_unverified	TFLink	TFLink_v1.0_snapshot	tflink:human:001142:8bb4c13a4dab	SP140	SP140	Q13342	8966	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	8bb4c13a4dabec4eb4c9ae2284ba025a19ed026d9b910c598f8ab15a6e6e894c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
sp6	SP6;Sp6	human	catalog_concordant_tf_candidate	identity_supported_pair_unverified	TFLink	TFLink_v1.0_snapshot	tflink:human:000749:2c55a7900a04	SP6	SP6	Q3SY56	2	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_review	candidate_membership_export_exclude_pending_exact_evidence	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	2c55a7900a04e0fb0c7c1e79ec5c466d4c707bbe816d1eea618025928de177ff	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: catalog_concordant_tf_candidate.
sqstm1	SQSTM1	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001517:c96f43ed69fe	SQSTM1	SQSTM1	Q13501	39	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	c96f43ed69feb2dc0e56cab4f638d2025b16daca1e12b185df32bde773957b79	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
src	SRC	human	signaling_metabolic_membrane_or_cell_cycle	enzyme_receptor_transporter_or_cell_cycle	TFLink	TFLink_v1.0_snapshot	tflink:human:000902:5ba77e8d56bf	SRC	SRC	P12931	6111	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	5ba77e8d56bfaa27a7bf33f3f9923d4c2b8ba94bf081d3cde55a2ece252e58e5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: signaling_metabolic_membrane_or_cell_cycle.
srpk1	SRPK1	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001399:dd786e05b43a	SRPK1	SRPK1	Q96SB4	332	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	dd786e05b43ae4424ed04fc160e0337b77d7948f02daa5798aa10aeb6d89e628	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
srpk2	SRPK2	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001363:a49b56ac5aac	SRPK2	SRPK2	P78362	54	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	a49b56ac5aac0a828db122d44269268d4539a827d2512ab990fb224693cd331a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
srsf3	SRSF3	human	rna_binding_or_post_transcriptional	rna_processing_or_binding	TFLink	TFLink_v1.0_snapshot	tflink:human:000850:2e782e3c9bab	SRSF3	SRSF3	P84103	4158	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	2e782e3c9bab6dfc4ea5a07da054072269db0e921be79b2031dea0f2be6c060e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: rna_binding_or_post_transcriptional.
srsf4	SRSF4	human	rna_binding_or_post_transcriptional	rna_processing_or_binding	TFLink	TFLink_v1.0_snapshot	tflink:human:001343:5bc7b4185ece	SRSF4	SRSF4	Q08170	590	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	5bc7b4185ece5cd2c2ee0497d154d409ac37743ff7743239b1cd233b01e9f288	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: rna_binding_or_post_transcriptional.
srsf7	SRSF7	human	rna_binding_or_post_transcriptional	rna_processing_or_binding	TFLink	TFLink_v1.0_snapshot	tflink:human:001350:96744d6ccba3	SRSF7	SRSF7	Q16629	100	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	96744d6ccba3bcba9c9af99c336eaca46043401f97f2c9b4a650fd7c4ab0528d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: rna_binding_or_post_transcriptional.
srsf9	SRSF9	human	rna_binding_or_post_transcriptional	rna_processing_or_binding	TFLink	TFLink_v1.0_snapshot	tflink:human:001459:483ea2708354	SRSF9	SRSF9	Q13242	21	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	483ea27083541792f3b6d03a253fb52e5876cdf9ea28feac7feaf17345a14b68	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: rna_binding_or_post_transcriptional.
ss18	SS18	human	noncanonical_transcriptional_regulator	transcriptional_coregulator_or_complex	TFLink	TFLink_v1.0_snapshot	tflink:human:000952:d3827f9ddab9	SS18	SS18	Q15532	13077	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	d3827f9ddab9596559352a726563aa573393dfa73629f2e2af4e1150b1a6b717	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
ssrp1	SSRP1;Ssrp1	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:000956:0f3af9430646	SSRP1	SSRP1	Q08945	12000	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	0f3af94306462d33d369cd3e9c8d91a5623418cd7cee76fb2369aaa7b6180f39	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
ssu72	SSU72	human	noncanonical_transcriptional_regulator	transcriptional_modifier_or_elongation_factor	TFLink	TFLink_v1.0_snapshot	tflink:human:001038:1ccc18359959	SSU72	SSU72	Q9NP77	6393	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	1ccc183599599131b5d5d998427778b5196548a3b7adc3a93920feafffc31886	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
stag1	STAG1;Stag1	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:000873:091c81573bdf	STAG1	STAG1	Q8WVM7	16017	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	091c81573bdfd736f0653ead827b55350093708282cb514cfc03c268185206b8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
stag2	STAG2;Stag2	human	noncanonical_transcriptional_regulator	chromatin_remodeler_or_architecture	TFLink	TFLink_v1.0_snapshot	tflink:human:001030:7c10e6849e7b	STAG2	STAG2	Q8N3U4	4524	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	regulatory_machinery_candidate_program_review	not_strict_tf_candidate_sidecar_export_exclude	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	7c10e6849e7b624f1282487903eb4c8bb087113a28cc4c528d090646a34605b3	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: noncanonical_transcriptional_regulator.
stn1	STN1	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001449:d4ee5661eb5b	STN1	STN1	Q9H668	8	aggregated_regulon_set_candidate	unknown	database_attributed_candidate_regulon_set	not_assessed	not_assessed	not_assessed	22B_candidate_regulon_role_review	not_ready_pending_role_and_exact_pair_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	d4ee5661eb5b669f999ba143b3812399d45253da5c7a707644bd27d9c5edd620	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.		Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: regulon_lead_unclassified.
