regulator_key	display_symbols	species_scopes	primary_role_category	role_subcategory	source_registries	source_versions	identity_catalogs	candidate_regulon_status	regulon_source_count	regulon_source_registries	regulon_target_count	pair_record_count	target_membership_scope	claimed_effect	target_cell_presence_status	downstream_activation_status	upstream_relay_status	module_route	module22b_eligibility	evidence_readiness	provenance_note
zfp354b	Zfp354b	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp354c	Zfp354c	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp358	Zfp358	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp362	Zfp362	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp366	Zfp366	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp367	Zfp367	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp369	Zfp369	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp382	Zfp382	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp383	Zfp383	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp386	Zfp386	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp39	Zfp39	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp395	Zfp395	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp397	Zfp397	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp398	Zfp398	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp40	Zfp40	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp407	Zfp407	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp408	Zfp408	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp414	Zfp414	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp418	Zfp418	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp420	Zfp420	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp422	Zfp422	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp426	Zfp426	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp429	Zfp429	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp433	Zfp433	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp438	Zfp438	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp442	Zfp442	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp444	Zfp444	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp445	Zfp445	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp446	Zfp446	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp454	Zfp454	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp455	Zfp455	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp456	Zfp456	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp457	Zfp457	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp458	Zfp458	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp459	Zfp459	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp46	Zfp46	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp467	Zfp467	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp472	Zfp472	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp473	Zfp473	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp474	Zfp474	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp493	Zfp493	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp503	Zfp503	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp507	Zfp507	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp51	Zfp51	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp511	Zfp511	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp512	Zfp512	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp512b	Zfp512b	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp516	Zfp516	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp518b	Zfp518b	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp52	Zfp52	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp521	Zfp521	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
