regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	original_triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	identifier_flags	primary_role_category	role_subcategory	role_screen_basis	classification_status	module_route	module22b_eligibility	evidence_readiness	sort_priority	provenance_note
znf846	ZNF846	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf85	ZNF85	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	276		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf850	ZNF850	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf852	ZNF852	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf853	ZNF853	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf860	ZNF860	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf865	ZNF865	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf878	ZNF878	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf879	ZNF879	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf880	ZNF880	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf883	ZNF883	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf888	ZNF888	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf891	ZNF891	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf90	ZNF90	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf91	ZNF91	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf92	ZNF92	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	1519		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf93	ZNF93	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf98	ZNF98	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf99	ZNF99	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan1	ZSCAN1	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan12	ZSCAN12;Zscan12	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan16	ZSCAN16	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	1959		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan18	ZSCAN18	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	43		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan2	ZSCAN2;Zscan2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	759		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan20	ZSCAN20;Zscan20	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan21	ZSCAN21;Zscan21	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	438		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan22	ZSCAN22;Zscan22	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	9719		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan23	ZSCAN23	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	67		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan25	ZSCAN25;Zscan25	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan26	ZSCAN26;Zscan26	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	5		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan29	ZSCAN29;Zscan29	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	2033		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan30	ZSCAN30	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	1521		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan31	ZSCAN31	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	822		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan32	ZSCAN32	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan4	ZSCAN4	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	1211		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan5a	ZSCAN5A	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	3040		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan5b	ZSCAN5B;Zscan5b	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	56		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan5c	ZSCAN5C	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	122		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zscan9	ZSCAN9	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	5669		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zxda	ZXDA	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	1		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zxdb	ZXDB;Zxdb	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	3104		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
