regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	matched_role_signals	role_category	classification_confidence	classification_status	module_route	module22b_eligibility	evidence_readiness	provenance_note
smarcad1	Smarcad1	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	12412	SMARCAD1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smarcal1	SMARCAL1;Smarcal1	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0	SMARCAL1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smarcc2	SMARCC2;Smarcc2	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	4	0	5028	SMARCC2:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smc1a	SMC1A;Smc1a	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	29611	SMC1A:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smc3	SMC3;Smc3	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	26485	SMC3:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smc4	SMC4	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	9	SMC4:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smc5	Smc5	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	2833	SMC5:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smchd1	SMCHD1;Smchd1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	100	SMCHD1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ssrp1	SSRP1;Ssrp1	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	4	0	16571	SSRP1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
stag1	STAG1;Stag1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	22741	STAG1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
stag2	STAG2;Stag2	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	15316	STAG2:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
adnp	ADNP;Adnp	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	958	ADNP:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
adnp2	ADNP2;Adnp2	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0	ADNP2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
aff1	AFF1;Aff1	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	3	0	11720	AFF1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
aff2	AFF2;Aff2	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0	AFF2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
aff3	AFF3;Aff3	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	3	0	6842	AFF3:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
aff4	AFF4;Aff4	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	4	0	14485	AFF4:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
asxl2	ASXL2	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	42	ASXL2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
auts2	AUTS2;Auts2	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	2682	AUTS2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
bahd1	BAHD1	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	58	BAHD1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
banp	BANP;Banp	human;vertebrates	JASPAR_CORE;TFLink	JASPAR2026_CORE_vertebrates_nonredundant;TFLink_v1.0_snapshot	JASPAR_CORE	prioritize_target_evidence_search	2	1	673	BANP:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
bap18	BAP18	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	21	BAP18:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
bclaf1	BCLAF1;Bclaf1	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	3	0	10154	BCLAF1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
bcor	BCOR;Bcor	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	11290	BCOR:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
bicra	BICRA	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	5507	BICRA:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
carm1	CARM1;Carm1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	114	CARM1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cbfa2t2	CBFA2T2	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	4541	CBFA2T2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ccar2	CCAR2	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	776	CCAR2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cdc73	CDC73	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	544	CDC73:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cdyl	Cdyl	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	11	CDYL:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
chaf1a	CHAF1A;Chaf1a	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	914	CHAF1A:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
chaf1b	CHAF1B;Chaf1b	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	5652	CHAF1B:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
crtc2	Crtc2	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	6702	CRTC2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ctbp2	CTBP2	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	8219	CTBP2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cxxc4	CXXC4	human	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	prioritize_target_evidence_search	2	0	9811	CXXC4:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
dido1	DIDO1	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	4545	DIDO1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
dppa2	Dppa2	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	10589	DPPA2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
dppa3	DPPA3	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	19	DPPA3:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
dppa4	Dppa4	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	12256	DPPA4:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ell2	ELL2;Ell2	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	13246	ELL2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
epop	Epop	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	11930	EPOP:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
gps2	Gps2	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	13558	GPS2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
hmg20a	HMG20A;Hmg20a	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	4003	HMG20A:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
hmgxb4	HMGXB4;Hmgxb4	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	3	0	8645	HMGXB4:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ints3	INTS3	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	5401	INTS3:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
jmjd6	JMJD6	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	11294	JMJD6:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
leo1	LEO1;Leo1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	9934	LEO1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
lmo1	LMO1	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	8564	LMO1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
med12	MED12;Med12	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	16760	MED12:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
med26	MED26;Med26	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	12279	MED26:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
mier3	MIER3;Mier3	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	3	0	7957	MIER3:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
rcor1	RCOR1;Rcor1	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	4	0	15725	RCOR1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
rcor2	RCOR2;Rcor2	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	4	0	5574	RCOR2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
rcor3	RCOR3;Rcor3	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0	RCOR3:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
