candidate_key	species_scope	tf_symbol	tf_key	source_registries	source_versions	reported_contributor_labels	identity_source_count	regulon_record_count	unique_reference_pmids	catalog_profile_count	tflink_target_count	current_sets	current_entity_ids	current_module_codes	in_existing_public_pair_union	in_canonical_tf_role_any_species	in_canonical_tf_role_exact_species	in_module_22B_exact_species	in_current_canonical_any_species	dedupe_status	review_status	notes
human|znf704	human	ZNF704	znf704	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	66				false	false	false	false	false	new_candidate	new_candidate	
human|znf705a	human	ZNF705A	znf705a	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf705b	human	ZNF705B	znf705b	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf705d	human	ZNF705D	znf705d	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf705e	human	ZNF705E	znf705e	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf705g	human	ZNF705G	znf705g	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf706	human	ZNF706	znf706	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf707	human	ZNF707	znf707	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	36				false	false	false	false	false	new_candidate	new_candidate	
human|znf708	human	ZNF708	znf708	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	90				false	false	false	false	false	new_candidate	new_candidate	
human|znf709	human	ZNF709	znf709	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf71	human	ZNF71	znf71	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf710	human	ZNF710	znf710	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf711	human	ZNF711	znf711	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	1504				false	false	false	false	false	new_candidate	new_candidate	
human|znf713	human	ZNF713	znf713	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf714	human	ZNF714	znf714	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf716	human	ZNF716	znf716	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf717	human	ZNF717	znf717	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf718	human	ZNF718	znf718	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf720	human	ZNF720	znf720	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf721	human	ZNF721	znf721	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf723	human	ZNF723	znf723	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf724	human	ZNF724	znf724	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf726	human	ZNF726	znf726	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf727	human	ZNF727	znf727	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf728	human	ZNF728	znf728	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf729	human	ZNF729	znf729	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf730	human	ZNF730	znf730	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf732	human	ZNF732	znf732	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf735	human	ZNF735	znf735	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf736	human	ZNF736	znf736	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf737	human	ZNF737	znf737	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf74	human	ZNF74	znf74	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf740	human	ZNF740	znf740	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot	ARACNe-GTEx_DoRothEA;DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA	4	2	0	0	1687				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|znf746	human	ZNF746	znf746	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	2				false	false	false	false	false	new_candidate	new_candidate	
human|znf747	human	ZNF747	znf747	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	1				false	false	false	false	false	new_candidate	new_candidate	
human|znf749	human	ZNF749	znf749	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf750	human	ZNF750	znf750	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	5273				false	false	false	false	false	new_candidate	new_candidate	
human|znf75a	human	ZNF75A	znf75a	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	2999				false	false	false	false	false	new_candidate	new_candidate	
human|znf75d	human	ZNF75D	znf75d	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf76	human	ZNF76	znf76	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	3	2	0	5204				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|znf761	human	ZNF761	znf761	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf763	human	ZNF763	znf763	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf764	human	ZNF764	znf764	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf765	human	ZNF765	znf765	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf766	human	ZNF766	znf766	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	1045				false	false	false	false	false	new_candidate	new_candidate	
human|znf768	human	ZNF768	znf768	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	1120				false	false	false	false	false	new_candidate	new_candidate	
human|znf77	human	ZNF77	znf77	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf770	human	ZNF770	znf770	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	6255				false	false	false	false	false	new_candidate	new_candidate	
human|znf771	human	ZNF771	znf771	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf772	human	ZNF772	znf772	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf773	human	ZNF773	znf773	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf774	human	ZNF774	znf774	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	23				false	false	false	false	false	new_candidate	new_candidate	
human|znf775	human	ZNF775	znf775	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf776	human	ZNF776	znf776	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	7				false	false	false	false	false	new_candidate	new_candidate	
human|znf777	human	ZNF777	znf777	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	56				false	false	false	false	false	new_candidate	new_candidate	
human|znf778	human	ZNF778	znf778	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	2004				false	false	false	false	false	new_candidate	new_candidate	
human|znf780a	human	ZNF780A	znf780a	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf780b	human	ZNF780B	znf780b	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf781	human	ZNF781	znf781	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	137				false	false	false	false	false	new_candidate	new_candidate	
human|znf782	human	ZNF782	znf782	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf783	human	ZNF783	znf783	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf784	human	ZNF784	znf784	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	475				false	false	false	false	false	new_candidate	new_candidate	
human|znf785	human	ZNF785	znf785	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	60				false	false	false	false	false	new_candidate	new_candidate	
human|znf786	human	ZNF786	znf786	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf787	human	ZNF787	znf787	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf788	human	ZNF788	znf788	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf789	human	ZNF789	znf789	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf79	human	ZNF79	znf79	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf790	human	ZNF790	znf790	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf791	human	ZNF791	znf791	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	43				false	false	false	false	false	new_candidate	new_candidate	
human|znf792	human	ZNF792	znf792	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	6025				false	false	false	false	false	new_candidate	new_candidate	
human|znf793	human	ZNF793	znf793	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf799	human	ZNF799	znf799	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf8	human	ZNF8	znf8	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	880				false	false	false	false	false	new_candidate	new_candidate	
human|znf80	human	ZNF80	znf80	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf800	human	ZNF800	znf800	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf804a	human	ZNF804A	znf804a	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf804b	human	ZNF804B	znf804b	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf805	human	ZNF805	znf805	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf808	human	ZNF808	znf808	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf81	human	ZNF81	znf81	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf813	human	ZNF813	znf813	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf814	human	ZNF814	znf814	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf816	human	ZNF816	znf816	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	462				false	false	false	false	false	new_candidate	new_candidate	
human|znf821	human	ZNF821	znf821	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf823	human	ZNF823	znf823	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	5994				false	false	false	false	false	new_candidate	new_candidate	
human|znf827	human	ZNF827	znf827	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf829	human	ZNF829	znf829	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf83	human	ZNF83	znf83	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	7805				false	false	false	false	false	new_candidate	new_candidate	
human|znf830	human	ZNF830	znf830	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot		2	0	0	0	256				false	false	false	false	false	new_candidate	new_candidate	
human|znf831	human	ZNF831	znf831	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf835	human	ZNF835	znf835	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf836	human	ZNF836	znf836	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf837	human	ZNF837	znf837	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	8				false	false	false	false	false	new_candidate	new_candidate	
human|znf84	human	ZNF84	znf84	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	2045				false	false	false	false	false	new_candidate	new_candidate	
human|znf841	human	ZNF841	znf841	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf843	human	ZNF843	znf843	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot		2	0	0	0	740				false	false	false	false	false	new_candidate	new_candidate	
human|znf844	human	ZNF844	znf844	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf845	human	ZNF845	znf845	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf846	human	ZNF846	znf846	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf85	human	ZNF85	znf85	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	276				false	false	false	false	false	new_candidate	new_candidate	
human|znf850	human	ZNF850	znf850	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf852	human	ZNF852	znf852	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf853	human	ZNF853	znf853	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf860	human	ZNF860	znf860	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf865	human	ZNF865	znf865	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf878	human	ZNF878	znf878	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf879	human	ZNF879	znf879	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf880	human	ZNF880	znf880	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf883	human	ZNF883	znf883	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf888	human	ZNF888	znf888	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf891	human	ZNF891	znf891	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf90	human	ZNF90	znf90	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf91	human	ZNF91	znf91	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf92	human	ZNF92	znf92	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	1519				false	false	false	false	false	new_candidate	new_candidate	
human|znf93	human	ZNF93	znf93	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf98	human	ZNF98	znf98	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znf99	human	ZNF99	znf99	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znfx1	human	ZNFX1	znfx1	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|znrd1	human	ZNRD1	znrd1	TRRUST	TRRUST_v2_snapshot_2026-08-25	TRRUST	1	2	2	0	0				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|zscan1	human	ZSCAN1	zscan1	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|zscan10	human	ZSCAN10	zscan10	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|zscan12	human	ZSCAN12	zscan12	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|zscan16	human	ZSCAN16	zscan16	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	1959				false	false	false	false	false	new_candidate	new_candidate	
human|zscan18	human	ZSCAN18	zscan18	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	43				false	false	false	false	false	new_candidate	new_candidate	
human|zscan2	human	ZSCAN2	zscan2	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	759				false	false	false	false	false	new_candidate	new_candidate	
human|zscan20	human	ZSCAN20	zscan20	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|zscan21	human	ZSCAN21	zscan21	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	438				false	false	false	false	false	new_candidate	new_candidate	
human|zscan22	human	ZSCAN22	zscan22	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	9719				false	false	false	false	false	new_candidate	new_candidate	
human|zscan23	human	ZSCAN23	zscan23	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	67				false	false	false	false	false	new_candidate	new_candidate	
