supplement_id	candidate_unit_id	review_batch	disposition	edge_id	normalized_ligand_key	normalized_receptor_key	supporting_primary_locators	evidence_layer	species_support	evidence_summary	limitations	integration_status
PUBLIC-LR-SUPP:001307	LR:FN1>ITGB3	batch_150	already_present_exact_or_alias	M23B-E000547	FN1	ITGB3	PMID:11423542; PMID:1707824	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;downstream_or_functional;contextual_or_unresolved	mouse; human; both	The public FN1-ITGB3 row is already represented by graph edge(s) M20B-E002116;M20B-E002123;M21B-E007001;M23B-E000547. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported FN1-DPP4 binding, FN1 integrin-complex adhesion through alpha2beta1, alpha3beta1, alpha4beta1/alpha4beta7, alpha5beta1, alpha8beta1, alphaVbeta1/alphaVbeta3/alphaVbeta6, and evidence-bounded fibronectin subunit aliases at the stated molecular resolution.	Do not add a duplicate edge or collapse fibronectin RGD/EIIIA fragments, alternative splicing, integrin heterodimers, matrix geometry, activation state, latent-TGFbeta context, or DPP4 catalytic versus noncatalytic binding into autonomous subunit receptors. Preserve ligand fragment, matrix, heterodimer and receptor-complex resolution, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001308	LR:GDF11>ACVR2A	batch_151	already_present_exact_or_alias	M20B-E003542	GDF11	ACVR2A	PMCID:PMC187472; PMID:12414726	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse	The public GDF11-ACVR2A row is already represented by graph edge(s) M20B-E003542;M21B-E006723. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001309	LR:GDF11>ACVR2A	batch_151	already_present_exact_or_alias	M21B-E006723	GDF11	ACVR2A	PMCID:PMC187472; PMID:12414726	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse	The public GDF11-ACVR2A row is already represented by graph edge(s) M20B-E003542;M21B-E006723. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001310	LR:GDF11>ACVR2B	batch_151	already_present_exact_or_alias	M20B-E000726	GDF11	ACVR2B	PMID:16845371; PMID:31315975	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public GDF11-ACVR2B row is already represented by graph edge(s) M20B-E000726;M20B-E003545;M21B-E003233;M21B-E003234;M21B-E003235. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001311	LR:GDF11>ACVR2B	batch_151	already_present_exact_or_alias	M20B-E003545	GDF11	ACVR2B	PMID:16845371; PMID:31315975	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public GDF11-ACVR2B row is already represented by graph edge(s) M20B-E000726;M20B-E003545;M21B-E003233;M21B-E003234;M21B-E003235. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001312	LR:GDF11>ACVR2B	batch_151	already_present_exact_or_alias	M21B-E003233	GDF11	ACVR2B	PMID:16845371; PMID:31315975	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public GDF11-ACVR2B row is already represented by graph edge(s) M20B-E000726;M20B-E003545;M21B-E003233;M21B-E003234;M21B-E003235. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001313	LR:GDF11>ACVR2B	batch_151	already_present_exact_or_alias	M21B-E003234	GDF11	ACVR2B	PMID:16845371; PMID:31315975	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public GDF11-ACVR2B row is already represented by graph edge(s) M20B-E000726;M20B-E003545;M21B-E003233;M21B-E003234;M21B-E003235. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001314	LR:GDF11>ACVR2B	batch_151	already_present_exact_or_alias	M21B-E003235	GDF11	ACVR2B	PMID:16845371; PMID:31315975	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public GDF11-ACVR2B row is already represented by graph edge(s) M20B-E000726;M20B-E003545;M21B-E003233;M21B-E003234;M21B-E003235. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001315	LR:GDF2>ACVRL1	batch_151	already_present_exact_or_alias	M20B-E003552	GDF2	ACVRL1	PMID:22718755; PMID:22799562	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF2-ACVRL1 row is already represented by graph edge(s) M20B-E003552;M20B-E003553;M21B-E003256. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001316	LR:GDF2>ACVRL1	batch_151	already_present_exact_or_alias	M20B-E003553	GDF2	ACVRL1	PMID:22718755; PMID:22799562	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF2-ACVRL1 row is already represented by graph edge(s) M20B-E003552;M20B-E003553;M21B-E003256. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001317	LR:GDF2>ACVRL1	batch_151	already_present_exact_or_alias	M21B-E003256	GDF2	ACVRL1	PMID:22718755; PMID:22799562	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF2-ACVRL1 row is already represented by graph edge(s) M20B-E003552;M20B-E003553;M21B-E003256. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001318	LR:GDF5>ACVR2A	batch_151	already_present_exact_or_alias	M20B-E000731	GDF5	ACVR2A	PMID:8702914	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; mixed	The public GDF5-ACVR2A row is already represented by graph edge(s) M20B-E000731;M20B-E003560;M20B-E003561;M21B-E001740. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001319	LR:GDF5>ACVR2A	batch_151	already_present_exact_or_alias	M20B-E003560	GDF5	ACVR2A	PMID:8702914	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; mixed	The public GDF5-ACVR2A row is already represented by graph edge(s) M20B-E000731;M20B-E003560;M20B-E003561;M21B-E001740. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001320	LR:GDF5>ACVR2A	batch_151	already_present_exact_or_alias	M20B-E003561	GDF5	ACVR2A	PMID:8702914	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; mixed	The public GDF5-ACVR2A row is already represented by graph edge(s) M20B-E000731;M20B-E003560;M20B-E003561;M21B-E001740. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001321	LR:GDF5>ACVR2A	batch_151	already_present_exact_or_alias	M21B-E001740	GDF5	ACVR2A	PMID:8702914	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; mixed	The public GDF5-ACVR2A row is already represented by graph edge(s) M20B-E000731;M20B-E003560;M20B-E003561;M21B-E001740. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001322	LR:GDF5>BMPR2	batch_151	already_present_exact_or_alias	M20B-E005450	GDF5	BMPR2	PMID:8702914	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; mixed	The public GDF5-BMPR2 row is already represented by graph edge(s) M20B-E005450;M21B-E001735. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001323	LR:GDF5>BMPR2	batch_151	already_present_exact_or_alias	M21B-E001735	GDF5	BMPR2	PMID:8702914	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; mixed	The public GDF5-BMPR2 row is already represented by graph edge(s) M20B-E005450;M21B-E001735. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF11 ACVR2A/ACVR2B receptor binding and ternary-complex activation, GDF2 ACVRL1 type-I receptor binding, GDF5 ACVR2A/BMPR2 receptor-complex signaling, and FN1-alpha4beta7 adhesion at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF11 ACVR2A versus ACVR2B preference, ALK4 versus ALK5 type-I partners, GDF2/GDF5 ligand and receptor complexes, BMP-family receptor heterotetramers, or FN1 alpha4beta7 adhesion into autonomous canonical receptors. Preserve mature ligand, receptor-complex topology, structural/reconstitution context, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; frozen GDF11/GDF2/GDF5 aliases remain evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001324	LR:GDF6>BMPR1A	batch_152	already_present_exact_or_alias	M20B-E003564	GDF6	BMPR1A	DOI:10.1359/jbmr.1998.13.3.383; PMID:16049014; PMID:9525338	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF6-BMPR1A row is already represented by graph edge(s) M20B-E003564;M20B-E003566;M21B-E006615. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF6 BMPR1A/BMPR2 receptor contexts, GDF7 ACVR2A/ACVR2B/BMPR1A/BMPR1B/BMPR2 receptor binding, and evidence-bounded GDF9-BMPR2 representation at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF6/GDF7 type-I versus type-II receptor usage, weaker versus preferred receptor affinities, recombinant/cross-species receptor-matching assays, or GDF9 receptor context into autonomous canonical receptors. Preserve mature ligand, receptor-complex and co-receptor topology, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the frozen GDF9-BMPR2 row remains evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001325	LR:GDF6>BMPR1A	batch_152	already_present_exact_or_alias	M20B-E003566	GDF6	BMPR1A	DOI:10.1359/jbmr.1998.13.3.383; PMID:16049014; PMID:9525338	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF6-BMPR1A row is already represented by graph edge(s) M20B-E003564;M20B-E003566;M21B-E006615. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF6 BMPR1A/BMPR2 receptor contexts, GDF7 ACVR2A/ACVR2B/BMPR1A/BMPR1B/BMPR2 receptor binding, and evidence-bounded GDF9-BMPR2 representation at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF6/GDF7 type-I versus type-II receptor usage, weaker versus preferred receptor affinities, recombinant/cross-species receptor-matching assays, or GDF9 receptor context into autonomous canonical receptors. Preserve mature ligand, receptor-complex and co-receptor topology, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the frozen GDF9-BMPR2 row remains evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001326	LR:GDF6>BMPR1A	batch_152	already_present_exact_or_alias	M21B-E006615	GDF6	BMPR1A	DOI:10.1359/jbmr.1998.13.3.383; PMID:16049014; PMID:9525338	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF6-BMPR1A row is already represented by graph edge(s) M20B-E003564;M20B-E003566;M21B-E006615. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF6 BMPR1A/BMPR2 receptor contexts, GDF7 ACVR2A/ACVR2B/BMPR1A/BMPR1B/BMPR2 receptor binding, and evidence-bounded GDF9-BMPR2 representation at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF6/GDF7 type-I versus type-II receptor usage, weaker versus preferred receptor affinities, recombinant/cross-species receptor-matching assays, or GDF9 receptor context into autonomous canonical receptors. Preserve mature ligand, receptor-complex and co-receptor topology, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the frozen GDF9-BMPR2 row remains evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001327	LR:GDF6>BMPR1B	batch_152	already_present_exact_or_alias	M20B-E003565	GDF6	BMPR1B	DOI:10.1359/jbmr.1998.13.3.383; PMID:16049014; PMID:9525338	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF6-BMPR1B row is already represented by graph edge(s) M20B-E003565;M20B-E003567;M21B-E006616. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF6 BMPR1A/BMPR2 receptor contexts, GDF7 ACVR2A/ACVR2B/BMPR1A/BMPR1B/BMPR2 receptor binding, and evidence-bounded GDF9-BMPR2 representation at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF6/GDF7 type-I versus type-II receptor usage, weaker versus preferred receptor affinities, recombinant/cross-species receptor-matching assays, or GDF9 receptor context into autonomous canonical receptors. Preserve mature ligand, receptor-complex and co-receptor topology, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the frozen GDF9-BMPR2 row remains evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001328	LR:GDF6>BMPR1B	batch_152	already_present_exact_or_alias	M20B-E003567	GDF6	BMPR1B	DOI:10.1359/jbmr.1998.13.3.383; PMID:16049014; PMID:9525338	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF6-BMPR1B row is already represented by graph edge(s) M20B-E003565;M20B-E003567;M21B-E006616. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF6 BMPR1A/BMPR2 receptor contexts, GDF7 ACVR2A/ACVR2B/BMPR1A/BMPR1B/BMPR2 receptor binding, and evidence-bounded GDF9-BMPR2 representation at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF6/GDF7 type-I versus type-II receptor usage, weaker versus preferred receptor affinities, recombinant/cross-species receptor-matching assays, or GDF9 receptor context into autonomous canonical receptors. Preserve mature ligand, receptor-complex and co-receptor topology, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the frozen GDF9-BMPR2 row remains evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001329	LR:GDF6>BMPR1B	batch_152	already_present_exact_or_alias	M21B-E006616	GDF6	BMPR1B	DOI:10.1359/jbmr.1998.13.3.383; PMID:16049014; PMID:9525338	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation	mouse; human	The public GDF6-BMPR1B row is already represented by graph edge(s) M20B-E003565;M20B-E003567;M21B-E006616. The public locators are pathway or database records, while the existing graph edge-source records provide primary-supported GDF6 BMPR1A/BMPR2 receptor contexts, GDF7 ACVR2A/ACVR2B/BMPR1A/BMPR1B/BMPR2 receptor binding, and evidence-bounded GDF9-BMPR2 representation at the stated molecular resolution.	Do not add a duplicate edge or collapse GDF6/GDF7 type-I versus type-II receptor usage, weaker versus preferred receptor affinities, recombinant/cross-species receptor-matching assays, or GDF9 receptor context into autonomous canonical receptors. Preserve mature ligand, receptor-complex and co-receptor topology, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; the frozen GDF9-BMPR2 row remains evidence-bounded where no stable primary locator is present, and the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
