edge_id	source_node_id	target_node_id	pathway_label	relation_type	effect_polarity	species_context	cell_type_context	compartment_context	injury_context	evidence_status	context_scope	export_priority	notes
EDGE03806	NODE12769	NODE12080	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC17A7_GLS2 source manipulation; pathway membership is not direct TF evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03807	NODE12769	NODE12086	cell_state_program	mGlu3 blockade or knockdown associates with PI3K-NF-kB signaling and MGMT-supported glioma survival	unknown					reviewed_program_association	This is an mGlu3 cancer-model program; NF-kB activity or promoter context does not establish a direct mGlu3-to-p65 target-locus edge. No SLC17A8_GLS source-composite test or SCI receiver model was used.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03808	NODE12769	NODE12092	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC17A8_GLS2 source manipulation; pathway membership is not direct TF evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03809	NODE12769	NODE12098	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC1A1_GLS source manipulation; pathway membership is not direct TF evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03810	NODE12769	NODE12104	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported survival	unknown					reviewed_program_association	Exact mGlu3 receptor context and a downstream NF-kB/MGMT survival program are supported in a cancer blockade model; no p65-to-MGMT occupancy and no SLC1A1/GLS2 source-composite test were reported.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03811	NODE12769	NODE12112	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype; SLC1A2/GLS source manipulation was not performed.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03812	NODE12769	NODE12118	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC1A2_GLS2 source manipulation; pathway membership is not direct TF evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03813	NODE12769	NODE12123	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC1A3_GLS source manipulation; pathway membership is not direct TF evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03814	NODE12769	NODE12128	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC1A3_GLS2 source manipulation; pathway membership is not a direct TF edge.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03815	NODE12769	NODE12134	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC1A6/GLS source manipulation; pathway membership is not direct TF evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03816	NODE12769	NODE12140	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not a direct p65-to-MGMT edge caused by the submitted glutamate source. It is a cancer model with treatment-dependent phenotype; SLC1A6/GLS2 source manipulation was not performed.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03817	NODE12769	NODE12146	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC1A7/GLS source manipulation; pathway membership is not direct TF evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03818	NODE12769	NODE12152	cell_state_program	mGluR3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported glioma-stem-cell survival	unknown					reviewed_program_association	The study supports a receptor-linked NF-kB/MGMT program in glioma, not p65 occupancy at MGMT. It is a cancer model with treatment-dependent phenotype and no SLC1A7/GLS2 source manipulation; pathway membership is not a direct TF edge.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03819	NODE12769	NODE13848	cell_state_program	mGlu3 blockade or knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported survival	unknown					reviewed_program_association	The exact mGlu3 cancer model supports a p65/NF-kB-linked survival program, not p65 occupancy or direct regulation of MGMT. Cancer-cell context, blockade direction, and the SLC17A6_GLS2 source composite limit transfer to SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03820	NODE12769	NODE13848	cell_state_program	mGlu3 blockade/knockdown associates with reduced PI3K-NF-kB signaling and MGMT-supported survival	unknown					reviewed_program_association	Exact mGlu3 receptor context but cancer blockade model; no p65-to-MGMT occupancy and no source-composite test.;Exact mGlu3 receptor context is a cancer blockade model; NF-kB promoter binding was measured in that context, but no direct mGlu3-to-p65 target-locus causality or Glu-SLC17A7_GLS source-composite test was established.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03821	NODE12771	NODE12774	cell_state_program	The exact reviewed branch is associated with NF-kB;AP-1 activity and a downstream transcriptional program; no single TF-target edge is claimed	unknown					reviewed_program_association	The primary evidence supports a bounded NF-kB;AP-1 pathway/program association in the cited model, not direct TF binding or TF-target regulation. CD28 signaling is a costimulus integrated with TCR signal 1; the cited studies do not define one ligand-specific terminal TF or SCI cell-state response. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Cd28 Cd80 handoff has the same downstream TF context.;The primary evidence supports a bounded NF-kB;AP-1 pathway/program association in the cited model, not direct TF binding or TF-target regulation. CD28 output depends strongly on TCR and, in the superantigen study, B7-2 homodimer engagement; no single terminal TF was directly assigned to this exact pair. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Cd28 Cd86 handoff has the same downstream TF context.;The primary evidence supports a bounded NF-kB;AP-1 pathway/program association in the cited model, not direct TF binding or TF-target regulation. This is the reverse label of the CD28–CD80 pair and is retained as a separate exact Module20A row; CD28 output is integrated with TCR signal 1 and no terminal TF was directly measured. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Cd80 Cd28 handoff has the same downstream TF context.;The primary evidence supports a bounded NF-kB;AP-1 pathway/program association in the cited model, not direct TF binding or TF-target regulation. CD28 output depends on TCR and, in the superantigen study, B7-2 homodimer engagement; no single terminal TF was directly assigned to this exact pair. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Cd86 Cd28 handoff has the same downstream TF context.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03822	NODE12772	NODE12774	cell_state_program	The exact reviewed branch is associated with NF-kB;IRF7 activity and a downstream transcriptional program; no single TF-target edge is claimed	unknown					reviewed_program_association	The primary evidence supports a bounded NF-kB;IRF7 pathway/program association in the cited model, not direct TF binding or TF-target regulation. The evidence supports a CD14-TLR9 receptor-complex/proximal relay, including physical association and functional dependence, but does not establish a direct ligand-like CD14-TLR9 activation mechanism independent of nucleic-acid cargo. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Cd14 Tlr9 handoff has the same downstream TF context.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03823	NODE12776	NODE11914	cell_state_program	FGF23-FGFR4 signaling activates a calcineurin-NFAT cardiac response	activating					reviewed_program_association	NFAT reporter and downstream gene or hypertrophy readouts establish pathway activation, not direct NFAT occupancy at a unique target for the exact handoff. Heparin, tissue, and receptor context are essential.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03824	NODE12776	NODE11915	phenotype	FGF23-FGFR4-NFAT signaling is associated with cardiomyocyte hypertrophy and left-ventricular hypertrophy	unknown					reviewed_phenotype_only	The cardiac phenotype is downstream of receptor, PLCgamma, calcineurin, and NFAT signaling and is not evidence of direct NFAT binding or SCI repair relevance.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03825	NODE12778	NODE12777	cell_state_program	ADRA1-family stimulation is associated with Ca2+-dependent NFAT2/Sp1 control of small-cholangiocyte proliferation	unknown					reviewed_program_association	Phenylephrine was non-subtype-selective and the study did not isolate ADRA1A from ADRA1B, so this family program is joined across the two exact receptor handoffs. PNMT synthesis and SLC18A1 storage/release were not manipulated, and the submitted ADR-PNMT_SLC18A1 composite was not tested. DNA-binding assays and TF knockdown establish a program-level response but not occupancy at a named downstream target locus; no SCI receiver-cell validation was found.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03826	NODE12779	NODE13204	cell_state_program	SEMA6A-PLXNA2 signaling amplifies RANKL-induced PLCgamma-dependent NFATC1 activation and osteoclastogenesis	activating					reviewed_program_association	The study supports NFATC1 activation as a pathway output, not direct NFATC1 binding to a downstream gene. The evidence is explicitly restricted to an RANKL-coupled osteoclast model.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03827	NODE12779	NODE13205	phenotype	SEMA6A-PLXNA2 signaling is associated with enhanced RANKL-induced osteoclast differentiation	activating					reviewed_phenotype_only	The phenotype is restricted to RANKL-driven osteoclastogenesis and does not establish a direct NFATC1 target gene or relevance to SCI bone or neural repair.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03828	NODE12780	NODE13210	phenotype	SFRP2-FZD5-calcineurin-NFATC3 signaling is associated with endothelial tube formation and angiogenesis	unknown					reviewed_phenotype_only	The angiogenic phenotype is downstream of SFRP2-FZD5 signaling and does not establish a direct NFATC3 target. Cell type and tumor-vascular context limit transfer to SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03829	NODE12780	NODE13211	cell_state_program	SFRP2 interaction with FZD5 is associated with calcineurin-dependent NFATC3 activation in endothelial cells	activating					reviewed_program_association	The study provides strong receptor and NFATC3 pathway evidence but does not show NFATC3 occupancy at a single SFRP2-responsive target gene. The endothelial tumor-angiogenesis context is not an SCI receiver-cell model.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03830	NODE12781	NODE11345	target_gene	induces_target_gene	activating					reviewed_regulatory_support	This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC17A7_GLS2 source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC17A8_GLS source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC17A8_GLS2 source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A1_GLS source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A1/GLS2 source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact source-composite coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A2_GLS2 source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A3_GLS source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A3_GLS2 source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A6_GLS coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A6_GLS2 coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A7/GLS source coupling and mature SCI receiver context were not tested.;This is functional TF-target regulation with promoter and perturbation evidence, not direct NFATc4 occupancy at endogenous Bdnf. NR2B dependence is strongest in developing cortical neurons; exact SLC1A7/GLS2 source coupling and mature SCI receiver context were not tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03831	NODE12783	NODE11755	cell_state_program	EDA-A2/EDA2R signaling activates NIK-dependent noncanonical NF-kB signaling associated with muscle-atrophy gene induction	activating					reviewed_program_association	The primary studies use the EDA-A2 isoform, which binds EDA2R, whereas the handoff supplies the generic Eda label. Noncanonical NF-kB translocation and atrophy-gene induction are program evidence, not direct RelB/NFKB2 occupancy at a defined target locus; muscle/cachexia models are not SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03832	NODE12791	NODE12790	target_module	NKX2-2 and OLIG2 occupy and repress overlapping neural-progenitor fate determinants and Shh-pathway component regulatory regions	inhibitory					reviewed_direct_target	The primary study establishes TF occupancy and direct regulatory action in mammalian neural progenitors but does not test each submitted BOC or GAS1 receptor combination. The module is not a one-to-one assignment of every target gene to both TFs and is not an SCI receiver-cell assay.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03833	NODE12791	NODE13215	cell_state_program	SHH reception through BOC and GAS1 is associated with NKX2-2/OLIG2 ventral neural progenitor specification and oligodendrocyte-lineage output	unknown					reviewed_program_association	The studies support coreceptor-dependent Shh pathway output and neural progenitor programs,not direct receptor-to-TF causality at a target promoter. BOC and GAS1 have overlapping but non-identical functions,SCUBE2-dependent relay is model dependent,and the models are developmental or demyelination comparators rather than SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03834	NODE12791	NODE13216	phenotype	Loss or activation of SHH coreceptor signaling is associated with ventral neural-tube patterning defects and altered oligodendrocyte progenitor formation	activating					reviewed_phenotype_only	The developmental and oligodendrocyte phenotypes are downstream of a multicomponent Hedgehog circuit and do not prove a direct NKX2-2 or OLIG2 target for either exact receptor handoff. No SCI injury or repair endpoint was tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03835	NODE12802	NODE11532	target_gene	represses_target_gene	unknown					reviewed_regulatory_support	The study supports FXR-dependent Cyp11a1 expression changes through an SHP-mediated steroidogenic feedback mechanism, not FXR occupancy at the Cyp11a1 regulatory region. The submitted 22HC ligand was not the tested agonist, and the model is testicular steroidogenesis rather than an SCI receiver cell.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03836	NODE12802	NODE11537	target_gene	regulates_target_gene	unknown					reviewed_direct_target	The primary study supports FXR recognition of CYP3A4 regulatory elements and ligand-responsive regulation, but species and cell-context differences affect direction and magnitude. The submitted 22HC ligand was not the tested primary ligand, and no SCI receiver-cell endpoint was tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03837	NODE12802	NODE12801	target_gene	induces_target_gene	activating					reviewed_regulatory_support	The direct ligand-binding and receptor-transactivation evidence is strong, and SHP induction is FXR-antagonist sensitive, but the study does not demonstrate NR1H4 occupancy at the endogenous Nr0b2 regulatory region. HSD17B6 processing was not manipulated, and the liver/endocrine models are not SCI receiver-cell models.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03838	NODE12805	NODE11533	target_gene	induces_target_gene	activating					reviewed_regulatory_support	The primary study supports GR-dependent CYP11B1 expression within a broader positive steroidogenic feedback loop, but explicitly identifies direct GR-mediated activation for CYP11A1 and FKBP5 rather than demonstrating CYP11B1 occupancy. The submitted corticosterone ligand was not the tested perturbation, and no SCI receiver-cell endpoint was tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03839	NODE12806	NODE11534	target_gene	regulates_target_gene	unknown					reviewed_regulatory_support	The studies support an MR-linked feedback association with CYP11B2 protein localization in an injured muscle microenvironment, not NR3C2 occupancy at the Cyp11b2 locus. MR is perturbed in myofibers or myeloid cells while CYP11B2 is enriched in infiltrating immune cells, so cell-autonomous regulation is unresolved; the submitted aldosterone context and SCI relevance are not directly tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03840	NODE12806	NODE12721	phenotype	Aldosterone-MR signaling is associated with normal skeletal-muscle repair after acute injury and muscular dystrophy	unknown					reviewed_phenotype_only	This is a tissue-repair phenotype, not evidence of direct NR3C2 binding to Cyp11b2 or another target gene. Aldosterone production and MR activity are distributed across interacting muscle and immune compartments, and no spinal-cord-injury endpoint was tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03841	NODE12810	NODE12811	cell_state_program	ANXA1-FPR2 stimulation promotes NRF2 nuclear translocation and an SLC7A11/xCT antioxidant program	activating					reviewed_program_association	The ANXA1 arm is exact for FPR2, but the study does not demonstrate NRF2 occupancy at the SLC7A11 locus or prove a single direct TF-target edge. WKYMVm is a second FPR2 agonist used as comparator, ligand bias and tumor-cell context limit generalization, and no SCI receiver validation was found.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03842	NODE12915	NODE12446	target_gene	induces_target_gene	activating					reviewed_regulatory_support	The study supports beta2-AR-dependent OCA-B enhancer binding and OCA-B-dependent IgG1 transcription, but OCA-B is a coactivator and the study does not establish a direct DNA-binding TF occupancy-to-IgG1 causal edge for Oct-2 under beta2 stimulation. CD40L, IL-4, and B-cell activation are required; terbutaline is synthetic, PNMT or SLC18A1 source coupling was not tested, and the model is not SCI.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03843	NODE12953	NODE11466	cell_state_program	Collagen I engagement of DDR2 is associated with a JAK2/ERK1/2-PEA3 transcriptional response	unknown					reviewed_program_association	The pathway is a collagen-I/DDR2 response in lung fibroblasts; it does not establish a universal PEA3 program in SCI cells or a one-to-one assignment to every collagen-I receptor context.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03844	NODE12953	NODE11657	phenotype	Collagen-I-DDR2 signaling is associated with MMP10 expression and fibroblast matrix-remodeling responses	unknown					reviewed_phenotype_only	The matrix-remodeling output is kept separate from the direct PEA3-DDR1 promoter edge and is not an SCI phenotype.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03845	NODE12953	NODE11700	target_gene	induces_target_gene	activating					reviewed_direct_target	The direct edge is PEA3 occupancy at the DDR1 promoter in collagen-I/DDR2-responsive lung-fibroblast systems; it is a receptor-feedback target rather than an SCI-specific target.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03846	NODE12981	NODE12982	cell_state_program	The exact reviewed branch is associated with PPARalpha activity and a downstream transcriptional program; no single TF-target edge is claimed	unknown					reviewed_program_association	The primary evidence supports a bounded PPARalpha pathway/program association in the cited model, not direct TF binding or TF-target regulation. AdipoR1 and AdipoR2 are often coexpressed and jointly suppressed or overexpressed; receptor-specific direct binding and branch weighting are context-dependent, and no SCI-specific terminal TF was assigned. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Adipoq Adipor2 handoff has the same downstream TF context.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03847	NODE13081	NODE11184	cell_state_program	ALDH1A3-generated atRA signaling through RARG is associated with an embryonic craniofacial developmental program	unknown					reviewed_program_association	This shared program record is retained separately from the absent ALDH1A3 direct-target edges. The study supports ALDH1A3-derived atRA production and RARG-dependent downstream Ahr and palate-development effects, but not RARG/RXRG binding to the ALDH1A3 gene or the exact CRABP2 composite; no SCI endpoint was tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03848	NODE13083	NODE12188	target_gene	regulates_target_gene	unknown					reviewed_direct_target	RBPJ occupancy and Hes1 regulatory activity are directly supported,but the receptor-comparison study and Hes1 occupancy study are not a single matched PSEN1-plus-each-Notch1-4 experiment. Notch paralog response strength is promoter and cell-context dependent; no SCI receiver-cell validation was found.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03849	NODE13083	NODE12866	phenotype	Presenilin-dependent Notch signaling is associated with developmental cell-fate and neurodevelopmental phenotypes	unknown					reviewed_phenotype_only	The phenotypes arise from multistep Notch receptor processing and RBPJ/CSL transcriptional activity and do not prove a direct RBPJ target for any one PSEN1-Notch paralog pair. No SCI injury or repair endpoint was tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03850	NODE13083	NODE12988	cell_state_program	Presenilin-mediated Notch receptor cleavage is associated with an RBPJ/CSL transcriptional program that maintains or differentiates progenitor cells	unknown					reviewed_program_association	The program is supported by receptor cleavage, RBPJ dependence,and multi-gene response data,not by a single receptor-specific target assignment. Presenilin-containing gamma-secretase complexes and Notch receptor processing are context dependent, and the models are not SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03851	NODE13084	NODE11890	target_gene	induces_target_gene	activating					reviewed_direct_target	The direct RELA-to-FAS edge is established in tumor-cell and MEF comparator systems. It does not establish the magnitude of TNF-to-FAS regulation in any particular SCI receiver cell.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03852	NODE13084	NODE12718	cell_state_program	MMP9 participates in a Neu1/NMBR/TLR9 platform associated with RELA or NF-kappaB inflammatory activation	activating					reviewed_program_association	The evidence supports a receptor-complex or pathway role for MMP9 rather than a direct MMP9-TLR9 ligand interface; NF-kappaB reporter output is not RELA occupancy.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03853	NODE13084	NODE12719	phenotype	MMP9-dependent TLR9 platform signaling is associated with macrophage cytokine production	unknown					reviewed_phenotype_only	The inflammatory phenotype is macrophage- and agonist-specific and does not establish a direct RELA target gene.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03854	NODE13084	NODE12797	target_gene	induces_target_gene	activating					reviewed_direct_target	The primary study demonstrates direct RelA binding and transcriptional support at NOTCH1 during T-cell activation, but it does not use TNF as the activating ligand. The exact TNF-to-NOTCH1 context therefore remains unresolved even though the RELA-to-NOTCH1 edge is direct.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03855	NODE13084	NODE12986	cell_state_program	PROS1-associated AXL signaling is linked to NF-kappaB or RELA activation in mesenchymal glioblastoma, but the exact relay is context conflicted	activating					unresolved	One GBM study reports PROS1-dependent AXL activation and NF-kappaB p65 output, while receptor-isolated profiling does not reproduce PROS1 as a universal AXL agonist; ligand preparation, phosphatidylserine, co-receptors, and receptor abundance remain unresolved.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03856	NODE13084	NODE12987	phenotype	PROS1-AXL-NF-kappaB signaling is associated with mesenchymal glioblastoma growth and immune-microenvironment remodeling in one tumor context	unknown					reviewed_phenotype_only	The phenotype is restricted to GBM models and remains inconsistent with receptor-isolated profiling; it does not establish a direct RELA target or SCI relevance.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03857	NODE13084	NODE13153	cell_state_program	Extracellular S100A1 signals through TLR4 and is associated with a RELA/NF-kB inflammatory and anti-fibrotic cardiac-fibroblast program	unknown					reviewed_program_association	The primary study establishes TLR4/MyD88-dependent NF-kB pathway activation and a fibroblast response but does not demonstrate RELA occupancy at a specific target locus. The ligand is an alarmin in cardiac injury,not an SCI receiver-cell perturbation; TLR4-dependent uptake and downstream NF-kB complex composition are not resolved to RELA alone.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03858	NODE13084	NODE13154	phenotype	S100A1-TLR4 signaling is associated with anti-fibrotic cardiac-fibroblast behavior and improved post-infarction cardiac function	unknown					reviewed_phenotype_only	The cardiac phenotype is downstream of an S100A1-TLR4-MyD88 signaling circuit and does not establish a direct RELA target. It is not an SCI repair phenotype and does not resolve the exact RELA-containing NF-kB complex.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03859	NODE13084	NODE13227	cell_state_program	SLURP1 signaling through alpha7 nicotinic acetylcholine receptor is associated with NF-kB/RELA inflammatory transcriptional output	unknown					reviewed_program_association	The primary studies support alpha7-nAChR-dependent NF-kB pathway activation and an inflammatory epithelial program but do not establish RELA occupancy at a target locus. The older study used a recombinant SLURP1 preparation and the corneal study used Slurp1 loss rather than the exact ligand-receptor stimulation; no SCI receiver-cell validation was found.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03860	NODE13084	NODE13228	phenotype	SLURP1-alpha7-nAChR signaling is associated with epithelial growth control and modulation of corneal angiogenic inflammation	unknown					reviewed_phenotype_only	The phenotypes are downstream of alpha7-nAChR and NF-kB pathway activity and do not establish direct RELA target binding. The models are epithelial and corneal rather than SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03861	NODE13084	NODE13726	cell_state_program	Nicotine activation of alpha7 nicotinic receptors is associated with RELA/p65 binding at the NGF promoter and NGF induction	activating					reviewed_program_association	The primary study provides direct RELA/p65 occupancy and functional NGF regulation in an alpha7-nAChR context, but the ligand is nicotine rather than acetylcholine and neither submitted CHAT-SLC10A4 nor CHAT-SLC18A3 production or release is manipulated. The row is therefore a receptor-family program comparator, not an exact ACh-source-to-CHRNA7 direct edge; the lung-fibroblast model is not an SCI receiver cell.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03862	NODE13084	NODE13742	phenotype	Laminin-5-alpha-6-beta-4-RAC-NF-kB signaling is associated with epithelial tumor survival without matrix anchorage	unknown					reviewed_phenotype_only	The survival phenotype is separate from direct RELA-target evidence and does not distinguish LAMA3 from LAMB3 or establish an SCI injury phenotype.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03863	NODE13084	NODE13838	cell_state_program	Laminin-5/332 ligation of alpha-6-beta-4 integrin promotes NF-kB nuclear signaling in epithelial cells	activating					reviewed_program_association	The studies support alpha-6-beta-4-dependent NF-kB pathway activity and p65 nuclear entry, not a direct RELA target gene downstream of LAMA3 versus LAMB3 individually. The epithelial tumor/keratinocyte models are not SCI receivers.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03864	NODE13085	NODE12276	target_gene	induces_target_gene	activating					reviewed_regulatory_support	The studies support TLR2/TLR4-dependent NF-kB/p65 regulation of IL6 and atrophy outputs but do not establish p65 occupancy at the endogenous IL6 locus in the matched SAA1-TLR2 model. SAA receptor usage is context dependent.	medium	Direct, pathway, program, and functional layers remain distinct.
