complex_id	source_review_id	complex_coverage	pair_label	note
M20B-COMPLEX-002349	M20A-EXT-0574	no_components_present_as_separate_module_pairs	Lamb1 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002353	M20A-EXT-0578	no_components_present_as_separate_module_pairs	Lamb2 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002357	M20A-EXT-0582	no_components_present_as_separate_module_pairs	Lamb3 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002361	M20A-EXT-0586	no_components_present_as_separate_module_pairs	Lamc1 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002365	M20A-EXT-0590	no_components_present_as_separate_module_pairs	Lamc2 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002369	M20A-EXT-0594	no_components_present_as_separate_module_pairs	Lamc3 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002373	M20A-EXT-0598	no_components_present_as_separate_module_pairs	Mmp2 MMP14_ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002377	M20A-EXT-0602	no_components_present_as_separate_module_pairs	Npnt complex 1 ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002378	M20A-EXT-0603	no_components_present_as_separate_module_pairs	Npnt complex 2 ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002536	M20A-EXT-0761	no_components_present_as_separate_module_pairs	Alb B2m_Fcgrt	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002544	M20A-EXT-0769	no_components_present_as_separate_module_pairs	Amh Acvr1_Amhr2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002552	M20A-EXT-0777	no_components_present_as_separate_module_pairs	Angpt2 ITGA5_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002557	M20A-EXT-0782	no_components_present_as_separate_module_pairs	Angptl1 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002560	M20A-EXT-0785	all_components_present_as_separate_module_pairs	Angptl2 ITGA5_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002564	M20A-EXT-0789	no_components_present_as_separate_module_pairs	Angptl3 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002567	M20A-EXT-0792	no_components_present_as_separate_module_pairs	Angptl4 ITGA5_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002568	M20A-EXT-0793	no_components_present_as_separate_module_pairs	Angptl4 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002700	M20A-EXT-0925	no_components_present_as_separate_module_pairs	Bmp10 Acvr2a_Acvrl1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002701	M20A-EXT-0926	no_components_present_as_separate_module_pairs	Bmp10 Acvr2b_Acvrl1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002713	M20A-EXT-0938	all_components_present_as_separate_module_pairs	Bmp2 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002714	M20A-EXT-0939	all_components_present_as_separate_module_pairs	Bmp2 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002715	M20A-EXT-0940	all_components_present_as_separate_module_pairs	Bmp2 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002716	M20A-EXT-0941	all_components_present_as_separate_module_pairs	Bmp2 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002721	M20A-EXT-0946	no_components_present_as_separate_module_pairs	Bmp3 Acvr1b_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002725	M20A-EXT-0950	no_components_present_as_separate_module_pairs	Bmp4 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002726	M20A-EXT-0951	some_components_present_as_separate_module_pairs	Bmp4 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002727	M20A-EXT-0952	no_components_present_as_separate_module_pairs	Bmp4 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002728	M20A-EXT-0953	some_components_present_as_separate_module_pairs	Bmp4 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002733	M20A-EXT-0958	no_components_present_as_separate_module_pairs	Bmp5 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002734	M20A-EXT-0959	no_components_present_as_separate_module_pairs	Bmp5 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002735	M20A-EXT-0960	no_components_present_as_separate_module_pairs	Bmp5 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002736	M20A-EXT-0961	no_components_present_as_separate_module_pairs	Bmp5 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002737	M20A-EXT-0962	no_components_present_as_separate_module_pairs	Bmp6 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002738	M20A-EXT-0963	no_components_present_as_separate_module_pairs	Bmp6 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002739	M20A-EXT-0964	no_components_present_as_separate_module_pairs	Bmp6 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002740	M20A-EXT-0965	no_components_present_as_separate_module_pairs	Bmp6 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002744	M20A-EXT-0969	some_components_present_as_separate_module_pairs	Bmp7 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002745	M20A-EXT-0970	some_components_present_as_separate_module_pairs	Bmp7 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002746	M20A-EXT-0971	some_components_present_as_separate_module_pairs	Bmp7 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002747	M20A-EXT-0972	some_components_present_as_separate_module_pairs	Bmp7 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002750	M20A-EXT-0975	no_components_present_as_separate_module_pairs	Bmp8a Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002751	M20A-EXT-0976	no_components_present_as_separate_module_pairs	Bmp8a Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002752	M20A-EXT-0977	no_components_present_as_separate_module_pairs	Bmp8a Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002753	M20A-EXT-0978	no_components_present_as_separate_module_pairs	Bmp8a Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002921	M20A-EXT-1146	no_components_present_as_separate_module_pairs	Cdh1 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002922	M20A-EXT-1147	no_components_present_as_separate_module_pairs	Cdh1 ITGAE_ITGB7	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002957	M20A-EXT-1182	no_components_present_as_separate_module_pairs	Clcf1 Cntfr_Il6st_Lifr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002960	M20A-EXT-1185	no_components_present_as_separate_module_pairs	Clcf1_Crlf1 Cntfr_Il6st	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002971	M20A-EXT-1196	no_components_present_as_separate_module_pairs	Cntf Cntfr_Il6st	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002975	M20A-EXT-1200	no_components_present_as_separate_module_pairs	Cntf Il6st_Lifr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002986	M20A-EXT-1211	no_components_present_as_separate_module_pairs	Col10a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002987	M20A-EXT-1212	no_components_present_as_separate_module_pairs	Col10a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002988	M20A-EXT-1213	no_components_present_as_separate_module_pairs	Col10a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002989	M20A-EXT-1214	no_components_present_as_separate_module_pairs	Col10a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002991	M20A-EXT-1216	no_components_present_as_separate_module_pairs	Col11a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002992	M20A-EXT-1217	no_components_present_as_separate_module_pairs	Col11a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002993	M20A-EXT-1218	no_components_present_as_separate_module_pairs	Col11a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002994	M20A-EXT-1219	no_components_present_as_separate_module_pairs	Col11a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002995	M20A-EXT-1220	no_components_present_as_separate_module_pairs	Col11a2 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002996	M20A-EXT-1221	no_components_present_as_separate_module_pairs	Col11a2 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002997	M20A-EXT-1222	no_components_present_as_separate_module_pairs	Col11a2 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002998	M20A-EXT-1223	no_components_present_as_separate_module_pairs	Col11a2 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002999	M20A-EXT-1224	no_components_present_as_separate_module_pairs	Col12a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003000	M20A-EXT-1225	no_components_present_as_separate_module_pairs	Col12a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003001	M20A-EXT-1226	no_components_present_as_separate_module_pairs	Col12a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003002	M20A-EXT-1227	no_components_present_as_separate_module_pairs	Col12a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003003	M20A-EXT-1228	no_components_present_as_separate_module_pairs	Col13a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003004	M20A-EXT-1229	no_components_present_as_separate_module_pairs	Col13a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003005	M20A-EXT-1230	no_components_present_as_separate_module_pairs	Col13a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003006	M20A-EXT-1231	no_components_present_as_separate_module_pairs	Col13a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003008	M20A-EXT-1233	no_components_present_as_separate_module_pairs	Col14a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003009	M20A-EXT-1234	no_components_present_as_separate_module_pairs	Col14a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003010	M20A-EXT-1235	no_components_present_as_separate_module_pairs	Col14a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003011	M20A-EXT-1236	no_components_present_as_separate_module_pairs	Col14a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003012	M20A-EXT-1237	no_components_present_as_separate_module_pairs	Col15a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003013	M20A-EXT-1238	no_components_present_as_separate_module_pairs	Col15a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003014	M20A-EXT-1239	no_components_present_as_separate_module_pairs	Col15a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003015	M20A-EXT-1240	no_components_present_as_separate_module_pairs	Col15a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003016	M20A-EXT-1241	no_components_present_as_separate_module_pairs	Col16a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003017	M20A-EXT-1242	no_components_present_as_separate_module_pairs	Col16a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003018	M20A-EXT-1243	no_components_present_as_separate_module_pairs	Col16a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003019	M20A-EXT-1244	no_components_present_as_separate_module_pairs	Col16a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003022	M20A-EXT-1247	no_components_present_as_separate_module_pairs	Col18a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003023	M20A-EXT-1248	no_components_present_as_separate_module_pairs	Col18a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003024	M20A-EXT-1249	no_components_present_as_separate_module_pairs	Col18a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003025	M20A-EXT-1250	no_components_present_as_separate_module_pairs	Col18a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003032	M20A-EXT-1257	no_components_present_as_separate_module_pairs	Col19a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003033	M20A-EXT-1258	no_components_present_as_separate_module_pairs	Col19a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003034	M20A-EXT-1259	no_components_present_as_separate_module_pairs	Col19a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003035	M20A-EXT-1260	no_components_present_as_separate_module_pairs	Col19a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003047	M20A-EXT-1272	no_components_present_as_separate_module_pairs	Col20a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003048	M20A-EXT-1273	no_components_present_as_separate_module_pairs	Col20a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003049	M20A-EXT-1274	no_components_present_as_separate_module_pairs	Col20a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003050	M20A-EXT-1275	no_components_present_as_separate_module_pairs	Col20a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003051	M20A-EXT-1276	no_components_present_as_separate_module_pairs	Col22a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003052	M20A-EXT-1277	no_components_present_as_separate_module_pairs	Col22a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003053	M20A-EXT-1278	no_components_present_as_separate_module_pairs	Col22a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003054	M20A-EXT-1279	no_components_present_as_separate_module_pairs	Col22a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003055	M20A-EXT-1280	no_components_present_as_separate_module_pairs	Col24a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003056	M20A-EXT-1281	no_components_present_as_separate_module_pairs	Col24a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003057	M20A-EXT-1282	no_components_present_as_separate_module_pairs	Col24a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003058	M20A-EXT-1283	no_components_present_as_separate_module_pairs	Col24a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003059	M20A-EXT-1284	no_components_present_as_separate_module_pairs	Col26a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003060	M20A-EXT-1285	no_components_present_as_separate_module_pairs	Col26a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003061	M20A-EXT-1286	no_components_present_as_separate_module_pairs	Col26a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003062	M20A-EXT-1287	no_components_present_as_separate_module_pairs	Col26a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003063	M20A-EXT-1288	no_components_present_as_separate_module_pairs	Col27a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003064	M20A-EXT-1289	no_components_present_as_separate_module_pairs	Col27a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003065	M20A-EXT-1290	no_components_present_as_separate_module_pairs	Col27a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003066	M20A-EXT-1291	no_components_present_as_separate_module_pairs	Col27a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003067	M20A-EXT-1292	no_components_present_as_separate_module_pairs	Col28a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003068	M20A-EXT-1293	no_components_present_as_separate_module_pairs	Col28a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003069	M20A-EXT-1294	no_components_present_as_separate_module_pairs	Col28a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003070	M20A-EXT-1295	no_components_present_as_separate_module_pairs	Col28a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003077	M20A-EXT-1302	no_components_present_as_separate_module_pairs	Col3a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003078	M20A-EXT-1303	no_components_present_as_separate_module_pairs	Col3a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003079	M20A-EXT-1304	no_components_present_as_separate_module_pairs	Col3a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003080	M20A-EXT-1305	no_components_present_as_separate_module_pairs	Col3a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003097	M20A-EXT-1322	no_components_present_as_separate_module_pairs	Col5a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003098	M20A-EXT-1323	no_components_present_as_separate_module_pairs	Col5a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003099	M20A-EXT-1324	no_components_present_as_separate_module_pairs	Col5a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003100	M20A-EXT-1325	no_components_present_as_separate_module_pairs	Col5a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003103	M20A-EXT-1328	no_components_present_as_separate_module_pairs	Col5a2 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003104	M20A-EXT-1329	no_components_present_as_separate_module_pairs	Col5a2 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003105	M20A-EXT-1330	no_components_present_as_separate_module_pairs	Col5a2 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003106	M20A-EXT-1331	no_components_present_as_separate_module_pairs	Col5a2 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003107	M20A-EXT-1332	no_components_present_as_separate_module_pairs	Col5a3 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003108	M20A-EXT-1333	no_components_present_as_separate_module_pairs	Col5a3 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003109	M20A-EXT-1334	no_components_present_as_separate_module_pairs	Col5a3 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003110	M20A-EXT-1335	no_components_present_as_separate_module_pairs	Col5a3 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003113	M20A-EXT-1338	no_components_present_as_separate_module_pairs	Col7a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003114	M20A-EXT-1339	no_components_present_as_separate_module_pairs	Col7a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003115	M20A-EXT-1340	no_components_present_as_separate_module_pairs	Col7a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003116	M20A-EXT-1341	no_components_present_as_separate_module_pairs	Col7a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003117	M20A-EXT-1342	no_components_present_as_separate_module_pairs	Col8a1 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003118	M20A-EXT-1343	no_components_present_as_separate_module_pairs	Col8a1 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003119	M20A-EXT-1344	no_components_present_as_separate_module_pairs	Col8a1 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003120	M20A-EXT-1345	no_components_present_as_separate_module_pairs	Col8a1 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003121	M20A-EXT-1346	no_components_present_as_separate_module_pairs	Col8a2 Itga10_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003122	M20A-EXT-1347	no_components_present_as_separate_module_pairs	Col8a2 Itga11_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003123	M20A-EXT-1348	no_components_present_as_separate_module_pairs	Col8a2 Itga1_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003124	M20A-EXT-1349	no_components_present_as_separate_module_pairs	Col8a2 Itga2_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003161	M20A-EXT-1386	no_components_present_as_separate_module_pairs	Crlf2 Crlf2_Il7r_Tslp	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003177	M20A-EXT-1402	no_components_present_as_separate_module_pairs	Cspg4 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003178	M20A-EXT-1403	no_components_present_as_separate_module_pairs	Ctf1 Il6st_Lifr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003236	M20A-EXT-1461	no_components_present_as_separate_module_pairs	Dhh PTCH1_SMO	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003237	M20A-EXT-1462	no_components_present_as_separate_module_pairs	Dhh PTCH2_SMO	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003267	M20A-EXT-1492	no_components_present_as_separate_module_pairs	Ebi3_Il12a Il12rb2_Il6st	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003268	M20A-EXT-1493	no_components_present_as_separate_module_pairs	Ebi3_Il27 Il27ra_Il6st	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003357	M20A-EXT-1582	no_components_present_as_separate_module_pairs	F11r ITGAL_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003402	M20A-EXT-1627	no_components_present_as_separate_module_pairs	Fcer2a ITGAM_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003403	M20A-EXT-1628	no_components_present_as_separate_module_pairs	Fcer2a ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003404	M20A-EXT-1629	no_components_present_as_separate_module_pairs	Fcer2a ITGAX_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003490	M20A-EXT-1715	no_components_present_as_separate_module_pairs	Fras1_Frem1_Npnt Itga8_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003491	M20A-EXT-1716	no_components_present_as_separate_module_pairs	Fras1_Frem2_Npnt Itga8_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003532	M20A-EXT-1757	all_components_present_as_separate_module_pairs	Gdf1 Acvr1b_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003533	M20A-EXT-1758	all_components_present_as_separate_module_pairs	Gdf1 Acvr1b_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003534	M20A-EXT-1759	some_components_present_as_separate_module_pairs	Gdf1 Acvr1c_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
