pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
wnt10a fzd8_lrp5	Wnt10a Fzd8_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10a%22%20AND%20%22fzd8%20lrp5%22;https://europepmc.org/search?query=%22wnt10a%22%20AND%20%22fzd8%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10a fzd8_lrp5
wnt10a fzd8_lrp6	Wnt10a Fzd8_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10a%22%20AND%20%22fzd8%20lrp6%22;https://europepmc.org/search?query=%22wnt10a%22%20AND%20%22fzd8%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10a fzd8_lrp6
wnt10a fzd9_lrp5	Wnt10a Fzd9_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10a%22%20AND%20%22fzd9%20lrp5%22;https://europepmc.org/search?query=%22wnt10a%22%20AND%20%22fzd9%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10a fzd9_lrp5
wnt10a fzd9_lrp6	Wnt10a Fzd9_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10a%22%20AND%20%22fzd9%20lrp6%22;https://europepmc.org/search?query=%22wnt10a%22%20AND%20%22fzd9%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10a fzd9_lrp6
wnt10b fzd10_lrp5	Wnt10b Fzd10_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd10%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd10%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd10_lrp5
wnt10b fzd10_lrp6	Wnt10b Fzd10_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd10%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd10%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd10_lrp6
wnt10b fzd1_lrp5	Wnt10b Fzd1_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd1%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd1%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd1_lrp5
wnt10b fzd1_lrp6	Wnt10b Fzd1_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd1%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd1%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd1_lrp6
wnt10b fzd2_lrp5	Wnt10b Fzd2_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd2%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd2%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd2_lrp5
wnt10b fzd2_lrp6	Wnt10b Fzd2_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd2%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd2%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd2_lrp6
wnt10b fzd3_lrp5	Wnt10b Fzd3_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd3%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd3%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd3_lrp5
wnt10b fzd3_lrp6	Wnt10b Fzd3_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd3%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd3%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd3_lrp6
wnt10b fzd4_lrp5	Wnt10b Fzd4_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd4%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd4%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd4_lrp5
wnt10b fzd4_lrp6	Wnt10b Fzd4_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd4%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd4%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd4_lrp6
wnt10b fzd5_lrp5	Wnt10b Fzd5_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd5%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd5%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd5_lrp5
wnt10b fzd5_lrp6	Wnt10b Fzd5_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd5%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd5%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd5_lrp6
wnt10b fzd6_lrp5	Wnt10b Fzd6_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd6%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd6%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd6_lrp5
wnt10b fzd6_lrp6	Wnt10b Fzd6_lrp6	hold_low	https://pubmed.ncbi.nlm.nih.gov/34769487/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd6%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd6%20lrp6%22	human prostate/cancer cell systems	receptor-association/function	WNT10B treatment induced FZD6-LRP6 receptor interaction complexes and early beta-catenin pathway activation in cell assays.	The evidence is proximity/function rather than purified WNT10B-FZD6-LRP6 reconstitution; receptor complex and cancer-cell context remain important.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd6_lrp6
wnt10b fzd7_lrp5	Wnt10b Fzd7_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd7%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd7%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd7_lrp5
wnt10b fzd7_lrp6	Wnt10b Fzd7_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd7%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd7%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd7_lrp6
wnt10b fzd8_lrp5	Wnt10b Fzd8_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd8%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd8%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd8_lrp5
wnt10b fzd8_lrp6	Wnt10b Fzd8_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd8%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd8%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd8_lrp6
wnt10b fzd9_lrp5	Wnt10b Fzd9_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd9%20lrp5%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd9%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd9_lrp5
wnt10b fzd9_lrp6	Wnt10b Fzd9_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10b%22%20AND%20%22fzd9%20lrp6%22;https://europepmc.org/search?query=%22wnt10b%22%20AND%20%22fzd9%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10b fzd9_lrp6
wnt11 fzd10	Wnt11 Fzd10	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd10%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd10%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd10
wnt11 fzd2	Wnt11 Fzd2	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd2%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd2%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd2
