curation_id	external_record_key	species_context	tf_symbol	target_symbol	reference_pmids	public_reference_reuse_pmids	public_reference_reuse_item_count	existing_modules	status
PUBTF-CUR-041405	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002667	mouse	Mef2c	Bglap	21652706	21652706	4		reference_reuse_review
PUBTF-CUR-041406	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002668	mouse	Mef2c	Bglap2	21652706	21652706	4		reference_reuse_review
PUBTF-CUR-041410	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002672	mouse	Mef2c	Des	8062833	8062833	5		reference_reuse_review
PUBTF-CUR-041411	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002673	mouse	Mef2c	Dlx5	17420000	17420000	3		reference_reuse_review
PUBTF-CUR-041412	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002674	mouse	Mef2c	Dlx6	17420000	17420000	3		reference_reuse_review
PUBTF-CUR-041413	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002675	mouse	Mef2c	Frzb	22161640	22161640	4		reference_reuse_review
PUBTF-CUR-041414	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002676	mouse	Mef2c	Hand2	17420000	17420000	3		reference_reuse_review
PUBTF-CUR-041416	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002678	mouse	Mef2c	Il10	21454555	21454555	8		reference_reuse_review
PUBTF-CUR-041417	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002679	mouse	Mef2c	Il1rn	21454555	21454555	8		reference_reuse_review
PUBTF-CUR-041418	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002680	mouse	Mef2c	Jun	9252389	9252389	10		reference_reuse_review
PUBTF-CUR-041419	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002681	mouse	Mef2c	Myh4	9614136	9614136	2		reference_reuse_review
PUBTF-CUR-041420	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002682	mouse	Mef2c	Myh1	17210568	17210568	3		reference_reuse_review
PUBTF-CUR-041422	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002684	mouse	Mef2c	Myom1	17875930	17875930	3		reference_reuse_review
PUBTF-CUR-041423	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002685	mouse	Mef2c	Myom2	17875930	17875930	3		reference_reuse_review
PUBTF-CUR-041424	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002686	mouse	Mef2c	Myom3	17875930	17875930	3		reference_reuse_review
PUBTF-CUR-041425	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002687	mouse	Mef2c	Myoz2	17341303	17341303	4		reference_reuse_review
PUBTF-CUR-041426	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002688	mouse	Mef2c	Rgr	21715356	21715356	3		reference_reuse_review
PUBTF-CUR-041427	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002689	mouse	Mef2c	Rho	21715356	21715356	3		reference_reuse_review
PUBTF-CUR-041428	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002690	mouse	Mef2c	Runx2	21652706	21652706	4		reference_reuse_review
PUBTF-CUR-041429	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002691	mouse	Mef2c	Sfrp2	22161640	22161640	4		reference_reuse_review
PUBTF-CUR-041431	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002693	mouse	Mef2c	Sp7	21652706	21652706	4		reference_reuse_review
PUBTF-CUR-041432	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002694	mouse	Mef2d	Atm	24672010	24672010	2		reference_reuse_review
PUBTF-CUR-041433	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002695	mouse	Mef2d	Myh1	17210568	17210568	3		reference_reuse_review
PUBTF-CUR-041434	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002696	mouse	Meis1	Pf4	12609849	12609849	10		reference_reuse_review
PUBTF-CUR-041435	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002697	mouse	Meis1	Flt3	16648484	16648484	2		reference_reuse_review
PUBTF-CUR-041436	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002698	mouse	Meis1	Krt19	20808819	20808819	2		reference_reuse_review
PUBTF-CUR-041437	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002699	mouse	Meis1	Myog	17562853	17562853	2		reference_reuse_review
PUBTF-CUR-041438	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002700	mouse	Meis1	Pax6	12183364	12183364	2		reference_reuse_review
PUBTF-CUR-041440	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002702	mouse	Meis1	Tgfbr2	22028617	22028617	4		reference_reuse_review
PUBTF-CUR-041441	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002703	mouse	Meis2	Cdh1	21746878	21746878	8		reference_reuse_review
PUBTF-CUR-041442	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002704	mouse	Meis2	Cdkn2b	21746878	21746878	8		reference_reuse_review
PUBTF-CUR-041444	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002706	mouse	Meis2	Krt19	20808819	20808819	2		reference_reuse_review
PUBTF-CUR-041445	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002707	mouse	Meis2	Pax6	12183364	12183364	2		reference_reuse_review
PUBTF-CUR-041446	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002708	mouse	Meis2	Tgfbr2	22028617	22028617	4		reference_reuse_review
PUBTF-CUR-041447	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002709	mouse	Meis2	Cdkn2b	21746878	21746878	8		reference_reuse_review
PUBTF-CUR-041450	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002712	mouse	Men1	Gbx2	23579270	23579270	2		reference_reuse_review
PUBTF-CUR-041451	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002713	mouse	Men1	Gli1	23928057	23928057	3		reference_reuse_review
PUBTF-CUR-041453	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002715	mouse	Men1	Hoxa9	17183676	17183676	2		reference_reuse_review
PUBTF-CUR-041454	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002716	mouse	Men1	Jund	22327296	22327296	2		reference_reuse_review
PUBTF-CUR-041455	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002717	mouse	Men1	Mafa	24157940	24157940	2		reference_reuse_review
PUBTF-CUR-041456	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002718	mouse	Men1	Suv39h1	23579270	23579270	2		reference_reuse_review
PUBTF-CUR-041459	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002721	mouse	Meox1	Pax3	15039437	15039437	2		reference_reuse_review
PUBTF-CUR-041460	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002722	mouse	Meox1	Tbx18	19520072	19520072	2		reference_reuse_review
PUBTF-CUR-041461	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002723	mouse	Meox1	Uncx	19520072	19520072	2		reference_reuse_review
PUBTF-CUR-041462	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002724	mouse	Meox2	Myf5	17301086	17301086	2		reference_reuse_review
PUBTF-CUR-041463	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002725	mouse	Mitf	Acp5	11481336;14962802	11481336;14962802	7		reference_reuse_review
PUBTF-CUR-041464	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002726	mouse	Mitf	Acp5	17105730	17105730	8		reference_reuse_review
PUBTF-CUR-041465	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002727	mouse	Mitf	Best1	14982938	14982938	2		reference_reuse_review
PUBTF-CUR-041466	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002728	mouse	Mitf	Cd40	14962802	14962802	7		reference_reuse_review
PUBTF-CUR-041468	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002730	mouse	Mitf	Clcn7	17105730	17105730	8		reference_reuse_review
PUBTF-CUR-041469	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002731	mouse	Mitf	Ctsk	17105730	17105730	8		reference_reuse_review
PUBTF-CUR-041471	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002733	mouse	Mitf	Dct	14706856	14706856	6		reference_reuse_review
PUBTF-CUR-041472	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002734	mouse	Mitf	Dkk3	22792072	22792072	4		reference_reuse_review
PUBTF-CUR-041473	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002735	mouse	Mitf	Fgf15	22792072	22792072	4		reference_reuse_review
PUBTF-CUR-041474	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002736	mouse	Mitf	Fos	14737107	14737107	4		reference_reuse_review
PUBTF-CUR-041475	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002737	mouse	Mitf	Gpr143	15254223	15254223	2		reference_reuse_review
PUBTF-CUR-041476	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002738	mouse	Mitf	Irf4	15226356	15226356	2		reference_reuse_review
PUBTF-CUR-041478	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002740	mouse	Mitf	Met	17371876	17371876	3		reference_reuse_review
PUBTF-CUR-041480	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002742	mouse	Mitf	Ostm1	17105730	17105730	8		reference_reuse_review
PUBTF-CUR-041481	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002743	mouse	Mitf	Pax4	23610061	23610061	3		reference_reuse_review
PUBTF-CUR-041482	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002744	mouse	Mitf	Pax6	23610061	23610061	3		reference_reuse_review
PUBTF-CUR-041485	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002747	mouse	Mitf	Pmel	14643677	14643677	2		reference_reuse_review
PUBTF-CUR-041486	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002748	mouse	Mitf	Sdc1	15226356	15226356	2		reference_reuse_review
PUBTF-CUR-041487	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002749	mouse	Mitf	Slc2a2	23610061	23610061	3		reference_reuse_review
PUBTF-CUR-041489	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002751	mouse	Mitf	Tbx2	10770922	10770922	7		reference_reuse_review
PUBTF-CUR-041490	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002752	mouse	Mitf	Trpm1	14744763	14744763	5		reference_reuse_review
PUBTF-CUR-041491	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002753	mouse	Mitf	Tyr	10587587;8707852;9593634	10587587;8707852;9593634	3		reference_reuse_review
PUBTF-CUR-041492	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002754	mouse	Mitf	Tyrp1	9593634	9593634	3		reference_reuse_review
PUBTF-CUR-041493	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002755	mouse	Mixl1	Gsc	19711456;22164283	22164283	2		reference_reuse_review
PUBTF-CUR-041494	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002756	mouse	Mixl1	Kdr	22265737	22265737	2		reference_reuse_review
PUBTF-CUR-041495	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002757	mouse	Mixl1	Pdgfra	22164283	22164283	2		reference_reuse_review
PUBTF-CUR-041496	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002758	mouse	Mixl1	Pdgfra	22265737	22265737	2		reference_reuse_review
PUBTF-CUR-041497	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002759	mouse	Mkl1	Edn1	25446178	25446178	3		reference_reuse_review
PUBTF-CUR-041498	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002760	mouse	Mkl1	Id3	18477564	18477564	3		reference_reuse_review
PUBTF-CUR-041499	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002761	mouse	Mkl1	Srf	14565952	14565952	2		reference_reuse_review
PUBTF-CUR-041500	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002762	mouse	Mkl1	Tagln	14970199	14970199	4		reference_reuse_review
PUBTF-CUR-041502	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002764	mouse	Mkx	Scx	25332192	25332192	2		reference_reuse_review
PUBTF-CUR-041503	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002765	mouse	Mkx	Tgfb2	25332192	25332192	2		reference_reuse_review
PUBTF-CUR-041505	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002767	mouse	Mllt3	Scnn1a	17332896;19473990	17332896	2		reference_reuse_review
PUBTF-CUR-041506	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002768	mouse	Mlxipl	Acaca	19727214	19727214	3		reference_reuse_review
PUBTF-CUR-041507	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002769	mouse	Mlxipl	Acaca	15496471	15496471	5		reference_reuse_review
PUBTF-CUR-041508	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002770	mouse	Mlxipl	Acacb	15496471	15496471	5		reference_reuse_review
PUBTF-CUR-041509	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002771	mouse	Mlxipl	Acc	15496471	15496471	5		reference_reuse_review
PUBTF-CUR-041510	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002772	mouse	Mlxipl	Fas	19727214	19727214	3		reference_reuse_review
PUBTF-CUR-041511	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002773	mouse	Mlxipl	Fasn	15496471;16891625	15496471;16891625	5		reference_reuse_review
PUBTF-CUR-041512	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002774	mouse	Mlxipl	Gck	20934404	20934404	4		reference_reuse_review
PUBTF-CUR-041513	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002775	mouse	Mlxipl	Gpam	19727214	19727214	3		reference_reuse_review
PUBTF-CUR-041514	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002776	mouse	Mlxipl	Ins1	23530060	23530060	4		reference_reuse_review
PUBTF-CUR-041515	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002777	mouse	Mlxipl	Ins2	23530060	23530060	4		reference_reuse_review
PUBTF-CUR-041516	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002778	mouse	Mlxipl	Ins2	20934404	20934404	4		reference_reuse_review
PUBTF-CUR-041517	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002779	mouse	Mlxipl	Mafa	20934404	20934404	4		reference_reuse_review
PUBTF-CUR-041518	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002780	mouse	Mlxipl	Mstn	24451368	24451368	2		reference_reuse_review
PUBTF-CUR-041519	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002781	mouse	Mlxipl	Pdx1	20934404	20934404	4		reference_reuse_review
PUBTF-CUR-041520	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002782	mouse	Mlxipl	Pklr	15496471	15496471	5		reference_reuse_review
PUBTF-CUR-041522	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002784	mouse	Mlxipl	Txnip	19411249	19411249	2		reference_reuse_review
PUBTF-CUR-041523	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002785	mouse	Mmp9	Fos	23720741	23720741	6		reference_reuse_review
PUBTF-CUR-041524	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002786	mouse	Mmp9	Jun	23720741	23720741	6		reference_reuse_review
PUBTF-CUR-041525	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002787	mouse	Mnt	Ccnd2	16103876	16103876	3		reference_reuse_review
PUBTF-CUR-041526	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002788	mouse	Mnt	Cdk4	12970171	12970171	3		reference_reuse_review
PUBTF-CUR-041527	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002789	mouse	Msc	Gata4	25487574	25487574	2		reference_reuse_review
PUBTF-CUR-041528	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002790	mouse	Msc	Gjd3	25487574	25487574	2		reference_reuse_review
PUBTF-CUR-041529	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002791	mouse	Msx1	Atoh1	24715462	24715462	3		reference_reuse_review
PUBTF-CUR-041531	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002793	mouse	Msx1	Bmp4	9753686	9753686	2		reference_reuse_review
PUBTF-CUR-041532	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002794	mouse	Msx1	Cga	18379900	18379900	2		reference_reuse_review
PUBTF-CUR-041533	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002795	mouse	Msx1	Ets1	23284303	23284303	3		reference_reuse_review
PUBTF-CUR-041534	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002796	mouse	Msx1	Fgf3	9753686	9753686	2		reference_reuse_review
PUBTF-CUR-041535	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002797	mouse	Msx1	Myocd	17030628	17030628	6		reference_reuse_review
PUBTF-CUR-041536	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002798	mouse	Msx1	Pax3	10529415	10529415	2		reference_reuse_review
PUBTF-CUR-041539	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002801	mouse	Msx1	Srf	17030628	17030628	6		reference_reuse_review
PUBTF-CUR-041541	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002803	mouse	Msx1	Tagln	17030628	17030628	6		reference_reuse_review
PUBTF-CUR-041542	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002804	mouse	Msx2	Alpl	15383550	15383550	4		reference_reuse_review
PUBTF-CUR-041543	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002805	mouse	Msx2	Atoh1	24715462	24715462	3		reference_reuse_review
PUBTF-CUR-041544	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002806	mouse	Msx2	Neurod6	24715462	24715462	3		reference_reuse_review
PUBTF-CUR-041545	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002807	mouse	Msx2	Bglap	12145306	12145306	3		reference_reuse_review
PUBTF-CUR-041549	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002811	mouse	Msx2	Dlx5	15383550	15383550	4		reference_reuse_review
PUBTF-CUR-041550	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002812	mouse	Msx2	Dspp	20843790	20843790	6		reference_reuse_review
PUBTF-CUR-041551	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002813	mouse	Msx2	Enpp1	20803545	20803545	2		reference_reuse_review
PUBTF-CUR-041552	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002814	mouse	Msx2	Ets1	23284303	23284303	3		reference_reuse_review
PUBTF-CUR-041556	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002818	mouse	Msx2	Myocd	17030628	17030628	6		reference_reuse_review
PUBTF-CUR-041557	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002819	mouse	Msx2	Pparg	12925529	12925529	3		reference_reuse_review
PUBTF-CUR-041558	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002820	mouse	Msx2	Runx2	16115867;17060321	16115867;17060321	4		reference_reuse_review
PUBTF-CUR-041559	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002821	mouse	Msx2	Sp7	12925529	12925529	3		reference_reuse_review
PUBTF-CUR-041560	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002822	mouse	Msx2	Srf	17030628	17030628	6		reference_reuse_review
PUBTF-CUR-041561	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002823	mouse	Msx2	Tagln	17030628	17030628	6		reference_reuse_review
PUBTF-CUR-041562	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002824	mouse	Mta1	Cdkn1a	20071335	20071335	4		reference_reuse_review
PUBTF-CUR-041563	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002825	mouse	Mta1	Cdkn1a	20071335	20071335	4		reference_reuse_review
PUBTF-CUR-041564	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002826	mouse	Mta1	Clock	24089055	24089055	6		reference_reuse_review
PUBTF-CUR-041566	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002828	mouse	Mta1	Pten	22700976	22700976	2		reference_reuse_review
PUBTF-CUR-041567	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002829	mouse	Mta1	Rnf144a	22184113	22184113	2		reference_reuse_review
PUBTF-CUR-041568	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002830	mouse	Mta1	Six3	20682799	20682799	2		reference_reuse_review
PUBTF-CUR-041569	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002831	mouse	Mta1	Timp2	25153068	25153068	2		reference_reuse_review
PUBTF-CUR-041570	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002832	mouse	Mta1	Rrm2b	19837670	19837670	8		reference_reuse_review
PUBTF-CUR-041571	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002833	mouse	Mta2	Fshr	23086931	23086931	3		reference_reuse_review
PUBTF-CUR-041572	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002834	mouse	Mtf1	Dnmt1	22362755	22362755	2		reference_reuse_review
PUBTF-CUR-041573	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002835	mouse	Mtf1	Ep300	18458062	18458062	3		reference_reuse_review
PUBTF-CUR-041575	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002837	mouse	Mtf1	Mt1	11213479;12764133;15142038;16847313;18337454;18458062;18605988	11213479;18337454;18458062	3		reference_reuse_review
PUBTF-CUR-041577	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002839	mouse	Mtf1	Selenow	16221973	16221973	2		reference_reuse_review
PUBTF-CUR-041578	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002840	mouse	Mtf1	Slc39a10	16221973;21738690	16221973	2		reference_reuse_review
PUBTF-CUR-041584	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002846	mouse	Mxi1	Myc	14716294;9872993	14716294	4		reference_reuse_review
PUBTF-CUR-041585	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002847	mouse	Myb	Anpep	9786929	9786929	7		reference_reuse_review
PUBTF-CUR-041586	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002848	mouse	Myb	Cdkn1a	8616838	8616838	6		reference_reuse_review
PUBTF-CUR-041587	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002849	mouse	Myb	Csf1r	7964503	7964503	13		reference_reuse_review
PUBTF-CUR-041588	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002850	mouse	Myb	Csf3r	7964503	7964503	13		reference_reuse_review
PUBTF-CUR-041589	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002851	mouse	Myb	Gstm2	14576818	14576818	3		reference_reuse_review
PUBTF-CUR-041591	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002853	mouse	Myb	Igfbp5	11973331	11973331	2		reference_reuse_review
PUBTF-CUR-041592	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002854	mouse	Myb	Kit	9416832	9416832	3		reference_reuse_review
PUBTF-CUR-041593	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002855	mouse	Myb	Kit	9490676	9490676	2		reference_reuse_review
PUBTF-CUR-041594	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002856	mouse	Myb	Myc	19609274	19609274	4		reference_reuse_review
PUBTF-CUR-041595	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002857	mouse	Myb	Nol3	19609274	19609274	4		reference_reuse_review
PUBTF-CUR-041596	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002858	mouse	Myb	Ppm1a	10964515	10964515	2		reference_reuse_review
PUBTF-CUR-041597	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002859	mouse	Myb	Prtn3	10677505	10677505	4		reference_reuse_review
PUBTF-CUR-041598	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002860	mouse	Myb	Ptgs2	14552705	14552705	7		reference_reuse_review
PUBTF-CUR-041599	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002861	mouse	Myb	Rag2	12044781	12044781	4		reference_reuse_review
PUBTF-CUR-041601	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002863	mouse	Myb	Rfx2	20003220	20003220	3		reference_reuse_review
PUBTF-CUR-041603	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002865	mouse	Mybbp1a	Per2	19129230	19129230	2		reference_reuse_review
PUBTF-CUR-041604	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002866	mouse	Mybl1	Rfx2	20003220	20003220	3		reference_reuse_review
