pmid	public_unique_item_count	public_record_count	existing_module_count	existing_modules	public_item_keys	cross_module_overlap	corroboration_status
21840424	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
21840940	9	10	0		human|jun|mmp9;human|nfkb1|mmp9;human|ppara|mmp9;human|pparg|mmp9;human|sp1|mmp9;mouse|a0a979hlr9|mmp9;mouse|jun|mmp9;mouse|nfkb1|mmp9;mouse|ppara|mmp9	false	reference_reuse_review
21840986	6	6	0		human|esr1|ccnd1;human|esr1|myc;human|esr1|pgr;mouse|esr1|ccnd1;mouse|esr1|myc;mouse|esr1|pgr	false	reference_reuse_review
21841136	2	2	0		human|egr1|tnf;mouse|egr1|tnf	false	reference_reuse_review
21841165	0	0	1	23B		true	reference_reuse_review
21841196	2	2	0		human|atf6|wbp1;mouse|atf6|wbp1	false	reference_reuse_review
21841772	2	2	0		human|esr1|bcl2;mouse|esr1|bcl2	false	reference_reuse_review
21841808	2	2	0		human|ets1|ccnd3;mouse|ets1|ccnd3	false	reference_reuse_review
21842098	13	13	0		human|nfkb1|cxcl8;human|nfkb1|il6;human|nfkb1|tnf;human|nfkb2|cxcl8;human|nfkb2|il6;human|rela|cxcl8;human|rela|tnf;human|relb|il6;mouse|nfkb1|il6;mouse|nfkb1|tnf;mouse|nfkb2|il6;mouse|rela|tnf;mouse|relb|il6	false	reference_reuse_review
21842128	2	2	0		human|srf|mmp2;mouse|srf|mmp2	false	reference_reuse_review
21843314	5	5	0		human|hif1a|mmp14;human|hif1a|slc2a1;human|hif1a|vegfa;mouse|hif1a|mmp14;mouse|hif1a|slc2a1	false	reference_reuse_review
21843507	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
21843634	2	2	0		human|nfe2l2|nqo1;mouse|nfe2l2|nqo1	false	reference_reuse_review
21843636	6	6	0		human|ppara|angptl4;human|ppard|angptl4;human|pparg|angptl4;human|pparg|plin2;mouse|ppara|angptl4;mouse|ppard|angptl4	false	reference_reuse_review
21844097	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
21844352	2	2	0		human|pou5f1|nanog;mouse|pou5f1|nanog	false	reference_reuse_review
21844360	4	4	0		human|nfkb1|vcam1;human|rela|vcam1;mouse|nfkb1|\N;mouse|rela|\N	false	reference_reuse_review
21845471	4	4	0		human|jun|mmp9;human|nfkb1|mmp9;mouse|jun|mmp9;mouse|nfkb1|mmp9	false	reference_reuse_review
21846193	3	3	0		human|hsf1|hspa1a;mouse|hsf1|hspa1a;mouse|hsf1|hspa1b	false	reference_reuse_review
21846773	3	3	0		human|dnmt1|cdh1;human|snai1|cdh1;mouse|snai1|a0a0r4izw5	false	reference_reuse_review
21847632	4	4	0		human|fos|ccnd1;human|jun|ccnd1;mouse|fos|ccnd1;mouse|jun|ccnd1	false	reference_reuse_review
2184776	3	3	0		human|pou1f1|gh1;human|pou1f1|prl;mouse|pou1f1|gh1	false	reference_reuse_review
21848814	4	4	0		human|nfkb1|ptgs2;human|rela|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
21849673	2	2	0		human|nfkb1|nfkbia;mouse|nfkb1|nfkbia	false	reference_reuse_review
21849680	2	2	0		human|gata3|il5;mouse|gata3|il5	false	reference_reuse_review
21850048	2	2	0		human|nfkb1|fas;mouse|nfkb1|fas	false	reference_reuse_review
21850486	2	3	0		human|e2f1|bbc3;human|tfap2a|bcl2	false	reference_reuse_review
21851170	2	2	0		human|hif1a|cxcl12;mouse|hif1a|cxcl12	false	reference_reuse_review
21852236	6	6	0		human|nfkb1|icam1;human|nfkb1|vcam1;human|rela|vcam1;mouse|nfkb1|\N;mouse|nfkb1|icam1;mouse|rela|\N	false	reference_reuse_review
21852331	2	2	0		human|relb|il15;mouse|relb|il15	false	reference_reuse_review
21852362	2	2	0		human|jund|gast;human|men1|gast	false	reference_reuse_review
21852380	2	3	0		human|yy1|crebbp;mouse|yy1|f8vpr5	false	reference_reuse_review
21852561	2	2	0		human|rela|ccl20;mouse|rela|ccl20	false	reference_reuse_review
21852618	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
21853041	2	2	0		human|gata2|gata1;mouse|gata2|gata1	false	reference_reuse_review
21853110	4	4	0		human|snai1|cdh1;human|snai1|fn1;mouse|snai1|a0a0r4izw5;mouse|snai1|fn1	false	reference_reuse_review
21853301	3	3	0		human|nfkb1|cd274;human|stat3|cd274;mouse|nfkb1|cd274	false	reference_reuse_review
21854343	4	4	0		human|nfkb1|tnf;human|rela|tnf;mouse|nfkb1|tnf;mouse|rela|tnf	false	reference_reuse_review
21854604	2	2	0		human|creb1|bdnf;mouse|creb1|bdnf	false	reference_reuse_review
21854848	5	5	0		human|hif1a|epo;human|hif1a|nos3;human|hif1a|vegfa;mouse|hif1a|epo;mouse|hif1a|nos3	false	reference_reuse_review
21854868	2	3	0		human|sp1|adam10;mouse|a0a979hlr9|adam10	false	reference_reuse_review
21855630	2	2	0		human|myc|tert;mouse|myc|tert	false	reference_reuse_review
21856084	2	2	0		human|tp53|bid;mouse|tp53|bid	false	reference_reuse_review
21856289	2	3	0		human|nr0b1|nr1h4;mouse|nr0b1|nr1h4	false	reference_reuse_review
21856412	2	2	0		human|egr1|ptges;mouse|egr1|ptges	false	reference_reuse_review
21856755	2	2	0		human|nfkb1|mmp9;mouse|nfkb1|mmp9	false	reference_reuse_review
21856782	2	2	0		human|mycn|bmi1;human|myc|bmi1	false	reference_reuse_review
21856866	2	2	0		human|bcl6|ccnd2;mouse|bcl6|ccnd2	false	reference_reuse_review
21856910	2	2	0		human|hif1a|ptgs2;mouse|hif1a|ptgs2	false	reference_reuse_review
21856941	2	2	0		human|nfkb1|icam1;mouse|nfkb1|icam1	false	reference_reuse_review
21857081	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
21857089	10	10	0		human|nfkb1|crp;human|nfkb1|nos2;human|nfkb1|ptgs2;human|rela|nos2;human|rela|ptgs2;mouse|nfkb1|crp;mouse|nfkb1|nos2;mouse|nfkb1|ptgs2;mouse|rela|nos2;mouse|rela|ptgs2	false	reference_reuse_review
21857924	5	5	0		human|mafa|ins;human|neurog3|neurod1;mouse|mafa|ins1;mouse|mafa|ins2;mouse|neurog3|neurod1	false	reference_reuse_review
21857970	10	10	0		human|atf2|ptgs2;human|cebpb|ptgs2;human|jun|ptgs2;human|nfkb1|ptgs2;human|rela|ptgs2;mouse|atf2|ptgs2;mouse|cebpb|ptgs2;mouse|jun|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
21858056	3	3	0		human|egr1|cd44;mouse|egr1|a2apm2;mouse|plag1|egr1	false	reference_reuse_review
21858084	2	2	0		human|nr1h3|abca1;mouse|nr1h3|abca1	false	reference_reuse_review
21858141	2	2	0		mouse|tfap2d|bhlhe23;mouse|tfap2d|pou4f3	false	reference_reuse_review
21858169	2	3	0		human|foxo4|bcl2l11;mouse|foxo4|bcl2l11	false	reference_reuse_review
21858218	7	9	0		human|ep300|cdkn1a;human|sp1|cdkn1a;human|tp53|cdkn1a;mouse|a0a979hlr9|cdkn1a;mouse|sp1|tpt1;mouse|tp53|cdkn1a;mouse|trp53|cdkn1a	false	reference_reuse_review
21858326	2	2	0		human|jun|ptgs2;mouse|jun|ptgs2	false	reference_reuse_review
21858676	2	3	0		human|irf1|tnfsf10;mouse|irf1|tnfsf10	false	reference_reuse_review
21859492	2	2	0		human|ar|myc;mouse|ar|myc	false	reference_reuse_review
21859835	9	12	0		human|tp53|bax;human|tp53|bcl2;human|tp53|casp3;mouse|tp53|bax;mouse|tp53|bcl2;mouse|tp53|casp3;mouse|trp53|bax;mouse|trp53|bcl2;mouse|trp53|casp3	false	reference_reuse_review
21860067	2	2	0		human|gli1|h2afx;human|gli2|h2afx	false	reference_reuse_review
21860419	4	5	0		human|foxm1|vegfa;human|foxm1|vegfb;human|foxo3|vegfa;human|foxo3|vegfb	false	reference_reuse_review
21861228	2	2	0		human|gli1|ptch1;mouse|gli1|ptch1	false	reference_reuse_review
21861330	4	4	0		human|nfkb1|il12b;human|rela|il12b;mouse|nfkb1|il12b;mouse|rela|il12b	false	reference_reuse_review
21861350	4	4	0		human|nfe2l2|hmox1;human|nfe2l2|nqo1;mouse|nfe2l2|hmox1;mouse|nfe2l2|nqo1	false	reference_reuse_review
21861773	2	2	0		human|ahr|cyp1a1;mouse|\N|cyp1a1	false	reference_reuse_review
21861815	3	3	0		human|hif1a|epo;human|hif1a|vegfa;mouse|hif1a|epo	false	reference_reuse_review
21862012	4	4	0		human|nr1h3|abca1;human|nr1h3|abcg1;mouse|nr1h3|abca1;mouse|nr1h3|abcg1	false	reference_reuse_review
21862591	4	4	0		human|tp53|myc;human|tp53|slc2a1;mouse|tp53|myc;mouse|tp53|slc2a1	false	reference_reuse_review
21862593	2	2	0		human|atf2|jun;mouse|atf2|jun	false	reference_reuse_review
21862594	3	3	0		human|stat1|irf8;mouse|a0a087wsp5|irf8;mouse|irf8|c1qb	false	reference_reuse_review
21862595	2	2	0		mouse|smad2|il2;mouse|smad3|il2	false	reference_reuse_review
21862615	0	0	1	22B		false	reference_reuse_review
21862621	5	6	0		human|foxl2|ccnd2;human|foxl2|cyp11a1;human|foxl2|cyp19a1;human|foxl2|star;mouse|foxl2|cyp19a1	false	reference_reuse_review
21862691	2	2	0		human|ppard|angptl4;mouse|ppard|angptl4	false	reference_reuse_review
21862873	4	4	0		human|myc|ccnd1;human|myc|pcna;mouse|myc|ccnd1;mouse|myc|pcna	false	reference_reuse_review
21862876	2	4	0		human|mycn|tp53;mouse|mycn|tp53	false	reference_reuse_review
21864376	4	6	0		human|atf4|trib3;human|ddit3|trib3;mouse|atf4|trib3;mouse|ddit3|trib3	false	reference_reuse_review
21864401	3	3	0		human|sp3|ccnd1;human|sp3|vegfa;mouse|sp3|ccnd1	false	reference_reuse_review
21864583	6	6	0		human|fos|cdkn1a;human|jun|cdkn1a;human|jun|fos;mouse|fos|cdkn1a;mouse|jun|cdkn1a;mouse|jun|fos	false	reference_reuse_review
21865725	2	2	0		human|nfkb1|mmp9;mouse|nfkb1|mmp9	false	reference_reuse_review
21866569	2	2	0		human|atf4|bglap;mouse|atf4|bglap3	false	reference_reuse_review
21866663	2	2	0		human|atf2|ptgs2;mouse|atf2|ptgs2	false	reference_reuse_review
21867483	4	4	0		human|nfkb1|ptgs2;human|rela|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
21867498	2	2	0		human|ahr|cyp1b1;mouse|\N|cyp1b1	false	reference_reuse_review
21867600	8	8	0		human|nfkb1|tnfaip3;human|nfkb2|tnfaip3;human|rela|tnfaip3;human|relb|tnfaip3;mouse|nfkb1|tnfaip3;mouse|nfkb2|tnfaip3;mouse|rela|tnfaip3;mouse|relb|tnfaip3	false	reference_reuse_review
21867723	10	10	0		human|tp53|bax;human|tp53|bcl2;human|tp53|gadd45a;human|tp53|gpx1;human|tp53|mdm2;mouse|tp53|bax;mouse|tp53|bcl2;mouse|tp53|gadd45a;mouse|tp53|gpx1;mouse|tp53|mdm2	false	reference_reuse_review
21868450	2	2	0		human|smad3|serpine1;mouse|smad3|g5e899	false	reference_reuse_review
21868512	4	4	0		human|tp53|akt1;human|tp53|cdkn1a;mouse|tp53|akt1;mouse|tp53|cdkn1a	false	reference_reuse_review
21868571	2	2	0		human|hif1a|cxcl12;mouse|hif1a|cxcl12	false	reference_reuse_review
21868677	2	2	0		human|elk1|fos;mouse|elk1|fos	false	reference_reuse_review
21868703	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
21868707	0	0	2	20B;23B		true	reference_reuse_review
21868761	2	3	0		human|klf5|notch1;mouse|klf5|notch1	false	reference_reuse_review
21869603	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
21870211	2	2	0		human|nfkb1|mmp9;mouse|nfkb1|mmp9	false	reference_reuse_review
21871510	0	0	1	23B		true	reference_reuse_review
21871555	5	5	0		human|stat1|cdkn1a;human|stat1|ifi27;human|stat3|cdkn1a;mouse|a0a087wsp5|cdkn1a;mouse|a0a087wsp5|ifi27l2a	false	reference_reuse_review
21871886	2	2	0		human|ar|cdkn1a;mouse|ar|cdkn1a	false	reference_reuse_review
21872590	2	2	0		human|sp1|cdkn2b;mouse|a0a979hlr9|cdkn2b	false	reference_reuse_review
21873427	2	4	0		human|tp53|bbc3;human|tp73|bbc3	false	reference_reuse_review
21873432	0	0	1	22B		false	reference_reuse_review
21873460	2	2	0		human|nfe2l2|nqo1;mouse|nfe2l2|nqo1	false	reference_reuse_review
21873526	2	2	0		human|tbx21|ifng;mouse|tbx21|ifng	false	reference_reuse_review
21873936	2	2	0		human|nfkb1|icam1;mouse|nfkb1|icam1	false	reference_reuse_review
21873975	2	2	0		human|bach1|mmp1;mouse|bach1|mmp1a	false	reference_reuse_review
21874017	2	2	0		human|nr1d1|bmal1;mouse|nr1d1|bmal1	false	reference_reuse_review
21874048	2	2	0		human|zeb1|cdh1;mouse|zeb1|a0a0r4izw5	false	reference_reuse_review
21874049	4	4	0		human|zeb1|cdh1;human|zeb2|cdh1;mouse|zeb1|a0a0r4izw5;mouse|zeb2|a0a0r4izw5	false	reference_reuse_review
21874531	4	5	0		human|jun|myc;human|myc|odc1;mouse|jun|myc;mouse|myc|odc1	false	reference_reuse_review
21875114	3	3	0		human|hif1a|slc2a1;human|hif1a|vegfa;mouse|hif1a|slc2a1	false	reference_reuse_review
21875324	8	8	0		human|nfkb1|nos2;human|nfkb1|ptgs2;human|rela|nos2;human|rela|ptgs2;mouse|nfkb1|nos2;mouse|nfkb1|ptgs2;mouse|rela|nos2;mouse|rela|ptgs2	false	reference_reuse_review
21875573	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
21875801	4	4	0		human|tp53|cdkn1a;human|tp53|mdm2;mouse|tp53|cdkn1a;mouse|tp53|mdm2	false	reference_reuse_review
21875956	2	2	0		mouse|bcl11b|foxp3;mouse|bcl11b|il10	false	reference_reuse_review
21876555	9	11	0		human|hif1a|twist1;human|stat3|twist1;human|twist1|akt2;human|twist1|bmi1;human|twist1|cdh1;human|twist1|ybx1;mouse|hif1a|twist1;mouse|twist1|a0a0r4izw5;mouse|twist1|cdh1	false	reference_reuse_review
21877251	2	2	0		human|nfkb1|icam1;mouse|nfkb1|icam1	false	reference_reuse_review
21877949	10	10	0		human|nfkb1|il6;human|nfkb1|tnf;human|nfkb2|il6;human|rela|tnf;human|relb|il6;mouse|nfkb1|il6;mouse|nfkb1|tnf;mouse|nfkb2|il6;mouse|rela|tnf;mouse|relb|il6	false	reference_reuse_review
21878201	2	2	0		human|zeb1|cdh1;mouse|zeb1|a0a0r4izw5	false	reference_reuse_review
21878508	3	3	0		human|polr1a|e2f1;human|tp53|e2f1;mouse|tp53|e2f1	false	reference_reuse_review
21878622	2	2	0		human|atf2|itgb8;human|jun|itgb8	false	reference_reuse_review
21880146	2	2	0		human|rela|mcl1;mouse|rela|mcl1	false	reference_reuse_review
21880153	2	2	0		human|rela|cxcr4;mouse|rela|a0a0r4j0n8	false	reference_reuse_review
21880462	2	2	0		human|tp53|bcl2;mouse|tp53|bcl2	false	reference_reuse_review
21880579	2	2	0		human|pax2|adam10;human|pax2|l1cam	false	reference_reuse_review
21880716	2	2	0		human|hif1a|lgals1;mouse|hif1a|lgals1	false	reference_reuse_review
21880738	2	2	0		human|hnf4a|myc;mouse|hnf4a|myc	false	reference_reuse_review
21880767	2	2	0		human|ctcf|myc;mouse|ctcf|myc	false	reference_reuse_review
21881241	4	4	0		human|nfkb1|nos2;human|rela|nos2;mouse|nfkb1|nos2;mouse|rela|nos2	false	reference_reuse_review
21881539	3	3	0		human|nr1d1|arntl;human|nr1d1|bmal1;mouse|nr1d1|bmal1	false	reference_reuse_review
21882257	19	19	0		human|nfkb1|mmp2;human|nfkb1|mmp9;human|nfkb1|nos2;human|nfkb1|ptgs2;human|rela|mmp2;human|rela|nos2;human|rela|ptgs2;human|stat1|nos2;human|stat1|ptgs2;human|stat3|ptgs2;mouse|a0a087wsp5|nos2;mouse|a0a087wsp5|ptgs2;mouse|nfkb1|mmp2;mouse|nfkb1|mmp9;mouse|nfkb1|nos2;mouse|nfkb1|ptgs2;mouse|rela|mmp2;mouse|rela|nos2;mouse|rela|ptgs2	false	reference_reuse_review
21882397	2	2	0		human|fos|mmp9;mouse|fos|mmp9	false	reference_reuse_review
21883026	2	2	0		human|ahr|cyp1a1;mouse|\N|cyp1a1	false	reference_reuse_review
21883892	2	2	0		human|hdac2|alox5;human|hdac3|alox5	false	reference_reuse_review
21884717	2	2	0		human|esr1|nos3;mouse|esr1|nos3	false	reference_reuse_review
21884778	4	4	0		human|nfe2l2|gclc;human|nfe2l2|hmox1;mouse|nfe2l2|gclc;mouse|nfe2l2|hmox1	false	reference_reuse_review
21885566	15	15	0		human|ar|klk3;mouse|ar|klk1;mouse|ar|klk1b1;mouse|ar|klk1b11;mouse|ar|klk1b16;mouse|ar|klk1b21;mouse|ar|klk1b22;mouse|ar|klk1b24;mouse|ar|klk1b26;mouse|ar|klk1b27;mouse|ar|klk1b3;mouse|ar|klk1b4;mouse|ar|klk1b5;mouse|ar|klk1b8;mouse|ar|klk1b9	false	reference_reuse_review
2188653	3	3	0		human|pou1f1|gh1;human|pou1f1|prl;mouse|pou1f1|gh1	false	reference_reuse_review
21886810	6	12	0		human|cux1|ect2;human|cux1|racgap1;human|e2f1|ect2;human|e2f1|racgap1;mouse|e2f1|ect2;mouse|e2f1|racgap1	false	reference_reuse_review
21887309	2	2	0		human|nr1h4|nr0b2;mouse|nr1h4|nr0b2	false	reference_reuse_review
21887328	4	4	0		human|rela|tp53;human|tp53|rela;mouse|rela|tp53;mouse|tp53|rela	false	reference_reuse_review
21887458	2	2	0		human|nfe2l2|nqo1;mouse|nfe2l2|nqo1	false	reference_reuse_review
21887463	2	2	0		human|hif1a|cxcr4;mouse|hif1a|a0a0r4j0n8	false	reference_reuse_review
21887464	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
21887474	2	2	0		human|stat3|bcl2;human|stat3|ccnd1	false	reference_reuse_review
21887475	2	2	0		human|hif1a|vhl;mouse|hif1a|vhl	false	reference_reuse_review
2188748	0	0	1	22B		false	reference_reuse_review
21887505	2	2	0		human|hif1a|tlr4;mouse|hif1a|tlr4	false	reference_reuse_review
21887816	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
21888897	3	3	0		human|epas1|cited2;human|epas1|vegfa;mouse|epas1|cited2	false	reference_reuse_review
21888931	4	4	0		human|jun|mmp9;human|rela|il6;mouse|jun|mmp9;mouse|rela|il6	false	reference_reuse_review
21889235	2	2	0		human|ppara|cpt1a;mouse|ppara|cpt1a	false	reference_reuse_review
21889608	2	2	0		human|nr1h3|abca1;mouse|nr1h3|abca1	false	reference_reuse_review
2188976	2	2	0		human|sp1|apoe;mouse|a0a979hlr9|apoe	false	reference_reuse_review
21890374	4	4	0		human|rel|il2;mouse|a4qpd3|il2;mouse|irf4|il4;mouse|rel|il4	false	reference_reuse_review
21893328	0	0	2	22B;23B		true	reference_reuse_review
21893603	2	2	0		human|stat1|foxp3;mouse|a0a087wsp5|foxp3	false	reference_reuse_review
21895511	4	4	0		human|nfkb1|csf1;human|rela|csf1;mouse|nfkb1|csf1;mouse|rela|csf1	false	reference_reuse_review
21895576	2	2	0		human|ctcf|igf2;mouse|ctcf|igf2	false	reference_reuse_review
21895606	4	4	0		human|jun|cxcl8;human|nfkb1|cxcl8;human|nfkb2|cxcl8;human|rela|cxcl8	false	reference_reuse_review
21895782	15	15	0		human|nfe2l2|nqo1;human|nfkb1|cxcl1;human|nfkb1|cxcl8;human|nfkb1|il1b;human|nfkb2|cxcl8;human|rela|cxcl1;human|rela|cxcl8;human|rela|il1b;mouse|nfe2l2|nqo1;mouse|nfkb1|cxcl1;mouse|nfkb1|cxcl2;mouse|nfkb1|il1b;mouse|rela|cxcl1;mouse|rela|cxcl2;mouse|rela|il1b	false	reference_reuse_review
21896049	3	3	0		human|nfkb1|cxcl8;human|nfkb2|cxcl8;human|rela|cxcl8	false	reference_reuse_review
21896339	2	2	0		human|nfkb1|vegfa;human|rela|vegfa	false	reference_reuse_review
21896570	2	2	0		human|creb1|mitf;mouse|creb1|mitf	false	reference_reuse_review
21896617	2	2	0		human|ssb|lamb1;mouse|ssb|lamb1	false	reference_reuse_review
21896918	6	6	0		human|ppara|acox1;human|ppara|cpt1a;human|ppara|fabp1;mouse|ppara|acox1;mouse|ppara|cpt1a;mouse|ppara|fabp1	false	reference_reuse_review
21897363	2	2	0		human|spi1|egr2;mouse|spi1|egr2	false	reference_reuse_review
21897873	2	2	0		human|tbx5|nppa;mouse|tbx5|nppa	false	reference_reuse_review
21898498	4	4	0		human|nr1i2|cyp3a4;mouse|nr1i2|\N;mouse|nr1i2|cyp3a11;mouse|nr1i2|cyp3a13	false	reference_reuse_review
21898503	8	8	0		human|tp53|afp;human|tp53|serpine1;human|tp53|smad3;human|tp53|tgfb1;mouse|tp53|afp;mouse|tp53|g5e899;mouse|tp53|smad3;mouse|tp53|tgfb1	false	reference_reuse_review
21899661	2	2	0		human|zeb1|cdh1;mouse|zeb1|a0a0r4izw5	false	reference_reuse_review
21900123	4	4	0		human|nfkb1|ptgs2;human|rela|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
21900162	2	2	0		human|rela|il6;mouse|rela|il6	false	reference_reuse_review
21900401	8	10	0		human|arid1a|cdkn1a;human|arid1a|smad3;human|tp53|cdkn1a;human|tp53|smad3;mouse|tp53|cdkn1a;mouse|tp53|smad3;mouse|trp53|cdkn1a;mouse|trp53|smad3	false	reference_reuse_review
21900746	18	18	0		human|nfkb1|bcl2;human|nfkb1|ccnd1;human|nfkb1|mmp9;human|nfkb1|myc;human|nfkb1|vegfa;human|nfkb2|bcl2;human|rela|bcl2;human|rela|myc;human|rela|vegfa;human|relb|bcl2;mouse|nfkb1|bcl2;mouse|nfkb1|ccnd1;mouse|nfkb1|mmp9;mouse|nfkb1|myc;mouse|nfkb2|bcl2;mouse|rela|bcl2;mouse|rela|myc;mouse|relb|bcl2	false	reference_reuse_review
21901145	12	12	0		human|nfkb1|bcl2;human|nfkb1|ptgs2;human|nfkb2|bcl2;human|rela|bcl2;human|rela|ptgs2;human|relb|bcl2;mouse|nfkb1|bcl2;mouse|nfkb1|ptgs2;mouse|nfkb2|bcl2;mouse|rela|bcl2;mouse|rela|ptgs2;mouse|relb|bcl2	false	reference_reuse_review
21901488	2	3	0		human|esr1|foxp1;mouse|esr1|h3bj24	false	reference_reuse_review
21901538	2	2	0		human|rela|ccnd1;mouse|rela|ccnd1	false	reference_reuse_review
21902811	3	3	0		human|ahr|ugt1a6;mouse|\N|k9j7b2;mouse|\N|ugt1a6	false	reference_reuse_review
21903093	2	4	0		human|ddit3|tnfrsf10b;mouse|ddit3|tnfrsf10b	false	reference_reuse_review
21903094	2	2	0		human|myc|casp8;mouse|myc|casp8	false	reference_reuse_review
21903246	2	2	0		human|tp53|serpinb5;mouse|tp53|serpinb5	false	reference_reuse_review
21903579	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
21903722	2	2	0		human|ezh2|igfbp1;human|ezh2|prl	false	reference_reuse_review
21903858	4	4	0		human|nfkb1|timp1;human|rela|timp1;mouse|nfkb1|timp1;mouse|rela|timp1	false	reference_reuse_review
21904657	2	2	0		human|myc|bax;mouse|myc|bax	false	reference_reuse_review
21906393	10	10	0		human|nfkb1|cxcl3;human|nfkb1|il1b;human|rela|cxcl3;human|rela|il1b;mouse|nfkb1|cxcl1;mouse|nfkb1|cxcl2;mouse|nfkb1|il1b;mouse|rela|cxcl1;mouse|rela|cxcl2;mouse|rela|il1b	false	reference_reuse_review
21907706	15	15	0		human|ar|klk3;mouse|ar|klk1;mouse|ar|klk1b1;mouse|ar|klk1b11;mouse|ar|klk1b16;mouse|ar|klk1b21;mouse|ar|klk1b22;mouse|ar|klk1b24;mouse|ar|klk1b26;mouse|ar|klk1b27;mouse|ar|klk1b3;mouse|ar|klk1b4;mouse|ar|klk1b5;mouse|ar|klk1b8;mouse|ar|klk1b9	false	reference_reuse_review
21907792	4	4	0		human|esr1|greb1;human|esr1|tff1;mouse|esr1|greb1;mouse|esr1|tff1	false	reference_reuse_review
21908405	8	8	0		human|nfkb1|bcl2;human|nfkb2|bcl2;human|rela|bcl2;human|relb|bcl2;mouse|nfkb1|bcl2;mouse|nfkb2|bcl2;mouse|rela|bcl2;mouse|relb|bcl2	false	reference_reuse_review
2190843	0	0	1	23B		true	reference_reuse_review
21908575	2	2	0		human|mycn|lrrn3;human|pias2|lrrn3	false	reference_reuse_review
21908612	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
21908763	2	2	0		human|ahr|cyp1a1;mouse|\N|cyp1a1	false	reference_reuse_review
21908944	3	3	0		human|nfkb1|cxcl8;human|nfkb2|cxcl8;human|rela|cxcl8	false	reference_reuse_review
21909421	2	2	0		human|fus|ar;human|fus|klk3	false	reference_reuse_review
21910007	5	5	0		human|nfkb1|ptgs2;human|rela|ptgs2;human|stat3|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
21910056	4	5	0		human|creb1|mitf;human|mitf|tyr;mouse|creb1|mitf;mouse|mitf|tyr	false	reference_reuse_review
21911388	2	2	0		human|hif1a|lox;mouse|hif1a|lox	false	reference_reuse_review
21911445	4	4	0		human|atf6|hsp90b1;human|atf6|hspa5;mouse|atf6|hsp90b1;mouse|atf6|hspa5	false	reference_reuse_review
21911740	2	2	0		human|elk1|pdgfb;mouse|elk1|a0a0r4izw4	false	reference_reuse_review
21911919	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
21912243	2	2	0		human|nfe2l2|nqo1;mouse|nfe2l2|nqo1	false	reference_reuse_review
21912264	4	4	0		human|nfkb1|ccl2;human|rela|ccl2;mouse|nfkb1|ccl12;mouse|rela|ccl12	false	reference_reuse_review
21912593	4	4	0		human|nfkb1|tnf;human|rela|tnf;mouse|nfkb1|tnf;mouse|rela|tnf	false	reference_reuse_review
21912613	3	4	0		human|bcl3|ctcf;human|nfkb1|ctcf;mouse|nfkb1|ctcf	false	reference_reuse_review
21912889	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
21913870	4	4	0		human|nfkb1|tnf;human|rela|tnf;mouse|nfkb1|tnf;mouse|rela|tnf	false	reference_reuse_review
21913902	2	2	0		human|nr5a1|star;mouse|nr5a1|star	false	reference_reuse_review
21913985	8	8	0		human|nfkb1|il1b;human|nfkb1|tnf;human|rela|il1b;human|rela|tnf;mouse|nfkb1|il1b;mouse|nfkb1|tnf;mouse|rela|il1b;mouse|rela|tnf	false	reference_reuse_review
21914061	2	2	0		human|rela|gadd45b;mouse|rela|gadd45b	false	reference_reuse_review
21914072	4	4	0		human|stat1|ifitm3;mouse|a0a087wsp5|g3x9z2;mouse|a0a087wsp5|ifitm1;mouse|a0a087wsp5|ifitm3	false	reference_reuse_review
21914189	2	2	0		human|ncoa3|brca1;human|tp53bp1|brca1	false	reference_reuse_review
21914463	2	2	0		human|tp53|gdf15;mouse|tp53|gdf15	false	reference_reuse_review
