boundary_id	source_a_evidence_id	source_a_edge_ids	boundary_type	source_locator	species_support	source_scope	summary	limitations
M23B-BOUNDARY-000924	M23A-B020-NE-006		no_evidence_boundary	PMID:24273166; PMCID:PMC3879561; PMID:31928845; PMCID:PMC6978801; PMID:30792275; PMCID:PMC6636343	human; mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TENM2 -> ADGRL2; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Latrophilin splice state, transsynaptic presentation, and neuronal circuit context constrain the interaction and functional output. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000927	M23A-B020-NE-007		no_evidence_boundary	PMID:24273166; PMCID:PMC3879561; PMID:31928845; PMCID:PMC6978801; PMID:30792275; PMCID:PMC6636343; PMID:32358586; PMCID:PMC7195488	human; mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TENM2 -> ADGRL3; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Latrophilin splice state, transsynaptic presentation, and neuronal circuit context constrain the interaction and functional output. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000929	M23A-B020-NE-008		no_evidence_boundary	PMID:2491849; PMID:9725916; PMCID:PMC25536	human; mouse comparator systems	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for TGFB1 -> ITGB1 (alphaVbeta1 expression/adhesion context); pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. The queued receptor symbol is not itself a complete extracellular ligand-binding receptor; preserve the reported expression, scaffold, intracellular-tail, or phagocytic-complex context. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000930	M23A-B020-NE-009		no_evidence_boundary	PMID:2491849; PMID:9725916; PMCID:PMC25536	human; mouse comparator systems	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TGFB1 -> ITGB1 (alphaVbeta1 expression/adhesion context); pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. The queued receptor symbol is not itself a complete extracellular ligand-binding receptor; preserve the reported expression, scaffold, intracellular-tail, or phagocytic-complex context. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000948	M23A-B020-NE-010		no_evidence_boundary	PMID:19643138; DOI:10.1016/j.imlet.2009.07.009; https://pubmed.ncbi.nlm.nih.gov/19643138/	mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TGM2 -> ITGB3-containing integrin complex; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. The queued receptor symbol is not itself a complete extracellular ligand-binding receptor; preserve the reported expression, scaffold, intracellular-tail, or phagocytic-complex context. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000951	M23A-B020-NE-011		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/7531696/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2141641/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 -> CD36; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000954	M23A-B020-NE-012		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/8550562/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 -> CD47; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000956	M23A-B020-NE-013		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/10196234/; https://doi.org/10.1074/jbc.274.34.24080	human	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for THBS1 -> ITGA3:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000957	M23A-B020-NE-014		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/10196234/; https://doi.org/10.1074/jbc.274.34.24080	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 -> ITGA3:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000960	M23A-B020-NE-015		no_evidence_boundary	PMID:11980922; PMCID:PMC2173289; DOI:10.1083/jcb.200109098	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 N-terminal LDVP motif -> ITGA4:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000966	M23A-B020-NE-016		no_evidence_boundary	PMID:27149518; PMCID:PMC4858292; DOI:10.1371/journal.pone.0154916	human; recombinant human TSP1	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 -> PTPRJ/CD148; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000968	M23A-B020-NE-017		no_evidence_boundary	PMID:40772900; PMCID:PMC12665495; DOI:10.1016/j.jacbts.2025.05.003; https://pubmed.ncbi.nlm.nih.gov/40772900/	mouse and human endothelial models	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for THBS1 -> SCARB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000969	M23A-B020-NE-018		no_evidence_boundary	PMID:40772900; PMCID:PMC12665495; DOI:10.1016/j.jacbts.2025.05.003; https://pubmed.ncbi.nlm.nih.gov/40772900/	mouse and human endothelial models	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 -> SCARB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000971	M23A-B020-NE-019		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/11257118/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2199199/	human and mouse	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for THBS1 -> SDC1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000972	M23A-B020-NE-020		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/11257118/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2199199/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 -> SDC1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000974	M23A-B020-NE-021		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/17879962/	human	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for THBS1 -> SDC4; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000975	M23A-B020-NE-022		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/17879962/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS1 -> SDC4; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000978	M23A-B020-NE-023		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/15748999/	mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS2 -> CD36; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000981	M23A-B020-NE-024		no_evidence_boundary	PMID:11980922; PMCID:PMC2173289; DOI:10.1083/jcb.200109098; https://pubmed.ncbi.nlm.nih.gov/11980922/	human T-cell models	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS2 N-terminal LDVP fragment -> ITGA4:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000984	M23A-B020-NE-025		no_evidence_boundary	PMID:12909644; DOI:10.1074/jbc.M302014200	human; recombinant TSP2	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS2 -> ITGA6:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000989	M23A-B020-NE-026		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/40973793/; https://doi.org/10.1038/s41388-025-03569-9	human and mouse	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for THBS2 -> SDC4; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000990	M23A-B020-NE-027		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/40973793/; https://doi.org/10.1038/s41388-025-03569-9	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS2 -> SDC4; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000993	M23A-B020-NE-028		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2993182/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THBS4 -> ITGAV:ITGB3; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000996	M23A-B020-NE-029		no_evidence_boundary	PMID:22210915; DOI:10.4049/jimmunol.1003944; PMCID:PMC3477231	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THY1 -> ADGRE5; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000999	M23A-B020-NE-030		no_evidence_boundary	PMID:15004192; DOI:10.4049/jimmunol.172.6.3850	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for THY1 -> ITGAM:ITGB2; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001009	M23A-B020-NE-031		no_evidence_boundary	PMCID:PMC2777537; PMCID:PMC9234671; URL:https://pmc.ncbi.nlm.nih.gov/articles/PMC2777537/; URL:https://pmc.ncbi.nlm.nih.gov/articles/PMC9234671/	human and mammalian recombinant/adhesion systems	negative_evidence	No qualifying exact-primary downstream_pathway_or_cellular_function record was promoted within the bounded pass for TLN1 -> ITGB5 cytoplasmic tail (alphaVbeta5 context); pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. The queued receptor symbol is not itself a complete extracellular ligand-binding receptor; preserve the reported expression, scaffold, intracellular-tail, or phagocytic-complex context. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001011	M23A-B020-NE-032		no_evidence_boundary	PMID:1382076; PMCID:PMC2289633; DOI:10.1083/jcb.119.1.203; PMID:12151539	chick; rat; recombinant proteins	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> CNTN1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001017	M23A-B020-NE-033		no_evidence_boundary	PMID:7693733; DOI:10.1242/jcs.105.4.1001; URL:https://pubmed.ncbi.nlm.nih.gov/7693733/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> ITGA2:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001019	M23A-B020-NE-034		no_evidence_boundary	PMCID:PMC532045; URL:https://pmc.ncbi.nlm.nih.gov/articles/PMC532045/	human/mammalian fibroblast cell systems	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for TNC -> ITGA5; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001020	M23A-B020-NE-035		no_evidence_boundary	PMCID:PMC532045; URL:https://pmc.ncbi.nlm.nih.gov/articles/PMC532045/	human/mammalian fibroblast cell systems	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> ITGA5; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001022	M23A-B020-NE-036		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2692383/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2710129/	human and mouse	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for TNC -> ITGA8:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001023	M23A-B020-NE-037		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2692383/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2710129/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> ITGA8:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001026	M23A-B020-NE-038		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/9565552/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6665849/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> ITGA9:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001029	M23A-B020-NE-039		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/7505785/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2139818/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> ITGAV:ITGB3; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001031	M23A-B020-NE-040		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/23958855/	human	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for TNC -> ITGAV:ITGB6; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001032	M23A-B020-NE-041		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/23958855/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> ITGAV:ITGB6; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001034	M23A-B020-NE-042		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/17901052/	human	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for TNC -> SDC4; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001035	M23A-B020-NE-043		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/17901052/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNC -> SDC4; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Tenascin isoform/domain and matrix presentation are required; family-level transfer between TNC and TNN is not allowed. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001037	M23A-B020-NE-044		no_evidence_boundary	PMID:12812753; PMID:15592496	mouse; human tenascin-W comparator literature	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for TNN -> ITGA9:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001038	M23A-B020-NE-045		no_evidence_boundary	PMID:12812753; PMID:15592496	mouse; human tenascin-W comparator literature	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TNN -> ITGA9:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001039	M23A-B020-NE-046		no_evidence_boundary	PMID:12812753; PMID:15592496	mouse; human tenascin-W comparator literature	negative_evidence	No qualifying exact-primary downstream_pathway_or_cellular_function record was promoted within the bounded pass for TNN -> ITGA9:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001041	M23A-B020-NE-047		no_evidence_boundary	PMID:10209034; URL:https://pubmed.ncbi.nlm.nih.gov/10209034/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for VCAM1 -> ITGA9:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001044	M23A-B020-NE-048		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/9841932/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1367263/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for VCAM1 -> ITGAD:ITGB2; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-001060	M23A-B019-NE-001		no_evidence_boundary	DOI:10.1074/jbc.M511367200; https://doi.org/10.1074/jbc.M511367200	Homo sapiens	negative_evidence	No qualifying exact-primary downstream_pathway_function edge promoted for MIA-ITGA4:ITGB1 or ITGA5:ITGB1.	No free ITGB1 edge; MIA evidence resolves alpha4beta1/alpha5beta1 heterodimers.
M23B-BOUNDARY-001063	M23A-B019-NE-002		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/17435771/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2566990/	human and mouse	negative_evidence	No qualifying exact-primary binding_or_activation edge promoted for MIF-CD74 and CXCR2 component receptors.	No direct MIF-CD74:CXCR2 trimer edge; MIF binds component receptors separately.
M23B-BOUNDARY-001066	M23A-B019-NE-003		no_evidence_boundary	PMID:16286510; PMID:19668337; PMCID:PMC2719060; DOI:10.1083/jcb.200508010; DOI:10.1371/journal.pone.0006565; https://pubmed.ncbi.nlm.nih.gov/16286510/; https://pubmed.ncbi.nlm.nih.gov/19668337/	Mus musculus and Homo sapiens	negative_evidence	No qualifying exact-primary binding_or_activation edge promoted for MMP7-SDC1 ectodomain; ITGA2:ITGB1 context.	No ligand-receptor binding edge; MMP7-mediated SDC1 shedding is a processive relay.
M23B-BOUNDARY-001072	M23A-B019-NE-004		no_evidence_boundary	PMID:25263164; PMCID:PMC4252795; DOI:10.1016/j.dnarep.2014.08.006	Homo sapiens	negative_evidence	No qualifying exact-primary binding_or_activation edge promoted for NAMPT/NAD-salvage context-ITGA5:ITGB1.	No direct extracellular NAMPT-alpha5beta1 binding; the study perturbs NAMPT/NAD salvage and integrin expression.
M23B-BOUNDARY-001073	M23A-B019-NE-005		no_evidence_boundary	PMID:25263164; PMCID:PMC4252795; DOI:10.1016/j.dnarep.2014.08.006	Homo sapiens	negative_evidence	No qualifying exact-primary receptor_proximal_relay edge promoted for NAMPT/NAD-salvage context-ITGA5:ITGB1.	No direct extracellular NAMPT-alpha5beta1 binding; the study perturbs NAMPT/NAD salvage and integrin expression.
M23B-BOUNDARY-001075	M23A-B019-NE-006		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2115980/; https://doi.org/10.1016/S0014-5793(99)01671-3	mouse and rat	negative_evidence	No qualifying exact-primary binding_or_activation edge promoted for NCAM1-containing complex-L1CAM.	No isolated NCAM1-L1CAM binary interface; an NCAM-containing cis complex is supported.
M23B-BOUNDARY-001076	M23A-B019-NE-007		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2115980/; https://doi.org/10.1016/S0014-5793(99)01671-3	mouse and rat	negative_evidence	No qualifying exact-primary receptor_proximal_relay edge promoted for NCAM1-containing complex-L1CAM.	No isolated NCAM1-L1CAM binary interface; an NCAM-containing cis complex is supported.
M23B-BOUNDARY-001078	M23A-B019-NE-008		no_evidence_boundary	PMID:10851024; https://pubmed.ncbi.nlm.nih.gov/10851024/; PMID:11766883; https://pubmed.ncbi.nlm.nih.gov/11766883/	Gallus gallus; rat comparator	negative_evidence	No qualifying exact-primary binding_or_activation edge promoted for NCAN-CDH2.	No direct NCAN-CDH2 edge; the study assigns the relay to GalNAcPTase-associated N-cadherin inhibition.
M23B-BOUNDARY-001079	M23A-B019-NE-009		no_evidence_boundary	PMID:10851024; https://pubmed.ncbi.nlm.nih.gov/10851024/; PMID:11766883; https://pubmed.ncbi.nlm.nih.gov/11766883/	Gallus gallus; rat comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay edge promoted for NCAN-CDH2.	No direct NCAN-CDH2 edge; the study assigns the relay to GalNAcPTase-associated N-cadherin inhibition.
