node_id	canonical_name	node_type	node_subtype	gene_symbol	organism_scope	compartment	notes
NODE12533	JAG1-NOTCH1 signaling	signaling_effector					modules=21B; pathways=Notch1-STAT3-ETBR; label_variants=JAG1-NOTCH1 signaling; exportable_edge_count=1
NODE12534	JAG2 -> NOTCH1 -> cleavage/RBPJ reporter -> hematopoietic lineage and myogenic differentiation outputs	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=JAG2 -> NOTCH1 -> cleavage/RBPJ reporter -> hematopoietic lineage and myogenic differentiation outputs; exportable_edge_count=1
NODE12535	JAG2 -> NOTCH2 -> cleavage/nuclear translocation -> RBP-J-dependent Notch transcriptional program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=JAG2 -> NOTCH2 -> cleavage/nuclear translocation -> RBP-J-dependent Notch transcriptional program; exportable_edge_count=1
NODE12536	JAG2 -> NOTCH3 -> strong Notch/RBPJ signaling -> gamma-delta T-cell developmental program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=JAG2 -> NOTCH3 -> strong Notch/RBPJ signaling -> gamma-delta T-cell developmental program; exportable_edge_count=1
NODE12537	JAK-STAT cytokine-response program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=JAK-STAT cytokine-response program; exportable_edge_count=2
NODE12538	JAK1	signaling_effector					modules=21B; pathways=IFN-type-I-JAK-STAT-IRF;IFN-type-II-JAK-STAT;LIF-gp130-JAK-STAT;OSM-gp130-JAK-STAT; label_variants=JAK1; exportable_edge_count=4
NODE12539	JAK2	signaling_effector					modules=21B; pathways=IFN-type-II-JAK-STAT;OSM-gp130-JAK-STAT; label_variants=JAK2; exportable_edge_count=2
NODE12540	JAM2	ligand		JAM2			modules=23B; pathways=JAM2–JAM3–alpha4beta1 leukocyte rolling, firm adhesion, and extravasation; label_variants=JAM2; exportable_edge_count=2
NODE12541	JAM3	ligand		JAM3			modules=23B; pathways=JAM3–Mac-1 adhesion and junctional-complex control of leukocyte recruitment; label_variants=JAM3; exportable_edge_count=2
NODE12542	JAM3/JAM-C (cell-surface form)	ligand					modules=23B; pathways=JAM3-Mac-1 platelet-leukocyte adhesion recognition;JAM3-Mac-1 vascular adhesion function; label_variants=JAM3/JAM-C (cell-surface form); exportable_edge_count=2
NODE12543	JNK branch (MAPK8/MAPK9 unresolved)	signaling_effector					modules=21B; pathways=IL1-MyD88-NF-kappaB-MAPK; label_variants=JNK branch (MAPK8/MAPK9 unresolved); exportable_edge_count=1
NODE12544	JNK3; c-Jun	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=JNK3; c-Jun; exportable_edge_count=16
NODE12545	JUN	signaling_effector					modules=22B; pathways=cell_state_program;phenotype; label_variants=JUN; exportable_edge_count=7
NODE12546	JUN/c-JUN	target_gene					modules=22B; pathways=target_gene; label_variants=JUN/c-JUN; exportable_edge_count=1
NODE12547	Jag1	ligand		Jag1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Jag1; exportable_edge_count=1
NODE12548	JunD	transcription_factor		JunD			modules=22B; pathways=target_gene; label_variants=JunD; exportable_edge_count=1
NODE12549	KDR/VEGFR2	receptor					modules=23B; pathways=TIMP3-KDR extracellular antagonism and VEGF angiogenesis inhibition;endostatin growth-factor receptor antagonism; label_variants=KDR/VEGFR2; exportable_edge_count=3
NODE12550	KIT hematopoietic survival/proliferation	signaling_effector					modules=23B; pathways=KITL-KIT hematopoietic output; label_variants=KIT hematopoietic survival/proliferation; exportable_edge_count=1
NODE12551	KNG1	ligand		KNG1			modules=23B; pathways=HKa–Mac-1 adhesion blockade and JNK/ERK/p38/NF-kappaB inflammatory branch; label_variants=KNG1; exportable_edge_count=3
NODE12552	Kdr	receptor		Kdr			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Kdr; exportable_edge_count=5
NODE12553	Kiss1	ligand		Kiss1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Kiss1; exportable_edge_count=1
NODE12554	Kiss1r	receptor		Kiss1r			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Kiss1r; exportable_edge_count=1
NODE12555	Kit	receptor		Kit			modules=20B;23B; pathways=KIT RTK signaling;module20a_frozen_ligand_receptor; label_variants=KIT; Kit; exportable_edge_count=2
NODE12556	Kitl	ligand		Kitl			modules=20B;23B; pathways=KIT RTK signaling;KIT proximal signaling;KITL-KIT hematopoietic output;module20a_frozen_ligand_receptor; label_variants=KITL; Kitl; exportable_edge_count=4
NODE12557	Klk6	signaling_effector					modules=24B; pathways=Klk6-PAR1/PAR2-PI3K/MEK-ERK neurotoxicity relay; label_variants=Klk6; exportable_edge_count=1
NODE12558	Klrg1	receptor		Klrg1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Klrg1; exportable_edge_count=1
NODE12559	Kremen1	receptor		Kremen1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Kremen1; exportable_edge_count=4
NODE12560	Kremen2	receptor		Kremen2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Kremen2; exportable_edge_count=3
NODE12561	L1CAM/NgCAM cis adhesion complex	receptor					modules=23B; pathways=CNTN2-L1CAM cis neurite outgrowth and fasciculation; label_variants=L1CAM/NgCAM cis adhesion complex; exportable_edge_count=2
NODE12562	L1CAM–NRP1:PLXNA1	signaling_effector					modules=23B; pathways=NRP1/Plexin-A1 with L1CAM cis modulation;growth-cone collapse/chemorepulsion; label_variants=L1CAM–NRP1:PLXNA1; exportable_edge_count=2
NODE12563	L1cam	ligand		L1cam			modules=20B;23B; pathways=CD9-L1CAM-alpha6beta1 membrane organization and Ca2+/adhesion signaling;L1/NCAM adhesion and neurite-outgrowth branch;L1CAM-CNTN1 cis complex and axon-guidance/adhesion signaling;L1CAM-EGFR-cis/trans interaction-RTK phosphorylation-MAPK/neurite-adhesion branch;module20a_frozen_ligand_receptor; label_variants=L1CAM; L1cam; exportable_edge_count=13
NODE12564	LAMA1/laminin-1	signaling_effector					modules=23B; pathways=laminin neural adhesion;laminin neural guidance; label_variants=LAMA1/laminin-1; exportable_edge_count=3
NODE12565	LAMA1/laminin-rich matrix	signaling_effector					modules=23B; pathways=laminin neural regeneration; label_variants=LAMA1/laminin-rich matrix; exportable_edge_count=1
NODE12566	LAMA2/laminin-2	ligand					modules=23B; pathways=laminin-2 Schwann-cell function;laminin-2 axon-sorting relay;laminin-2 neural guidance;laminin-2-dystroglycan matrix association; label_variants=LAMA2/laminin-2; exportable_edge_count=5
NODE12567	LAMA3/LAMB3/LAMC2 laminin-332	ligand					modules=23B; pathways=laminin-332 adhesion;laminin-332 focal-contact signaling;laminin-332 hemidesmosome adhesion;laminin-332 stable matrix adhesion; label_variants=LAMA3/LAMB3/LAMC2 laminin-332; exportable_edge_count=5
NODE12568	LAMA4/LAMB1/LAMC1 laminin-411	ligand					modules=23B; pathways=laminin-411 adhesion; label_variants=LAMA4/LAMB1/LAMC1 laminin-411; exportable_edge_count=2
NODE12569	LAMA4/laminin-411; LAMA2/laminin-211	signaling_effector					modules=23B; pathways=laminin-integrin Schwann-cell radial sorting; label_variants=LAMA4/laminin-411; LAMA2/laminin-211; exportable_edge_count=1
NODE12570	LAMA5 transcriptional feedback in the laminin-511-alpha6Bbeta1-TAZ stemness circuit	target_gene					modules=22B; pathways=target_gene; label_variants=LAMA5 transcriptional feedback in the laminin-511-alpha6Bbeta1-TAZ stemness circuit; exportable_edge_count=1
NODE12571	LAMA5/LAMB1-or-LAMB2/LAMC1 laminin-511/521	ligand					modules=23B; pathways=laminin-511/521 adhesion; label_variants=LAMA5/LAMB1-or-LAMB2/LAMC1 laminin-511/521; exportable_edge_count=3
NODE12572	LAMA5/LAMB1/LAMC1 laminin-511	ligand					modules=23B; pathways=laminin-511 cell survival;laminin-511 dystroglycan adhesion;laminin-511 hiPSC signaling;laminin-511 molecular interface; label_variants=LAMA5/LAMB1/LAMC1 laminin-511; exportable_edge_count=4
NODE12573	LAMA5/laminin-511/521	signaling_effector					modules=23B; pathways=alpha6beta1 matrix mechanotransduction; label_variants=LAMA5/laminin-511/521; exportable_edge_count=1
NODE12574	LAMB3/laminin-332	signaling_effector					modules=23B; pathways=laminin-332 adhesion signaling; label_variants=LAMB3/laminin-332; exportable_edge_count=1
NODE12575	LAMC2/laminin-332	signaling_effector					modules=23B; pathways=laminin-332 gamma2 signaling; label_variants=LAMC2/laminin-332; exportable_edge_count=1
NODE12576	LDLR-dependent remnant clearance	signaling_effector					modules=24B; pathways=ApoC3-LDLR/LRP1 lipoprotein clearance axis; label_variants=LDLR-dependent remnant clearance; exportable_edge_count=1
NODE12577	LDLR/LRP1-mediated hepatic remnant clearance	signaling_effector					modules=23B; pathways=ApoC3-LDLR/LRP1 hepatic triglyceride-rich-lipoprotein clearance axis; label_variants=LDLR/LRP1-mediated hepatic remnant clearance; exportable_edge_count=1
NODE12578	LEAP2	ligand		LEAP2			modules=24B; pathways=LEAP2-GHSR central appetite output;LEAP2-GHSR ghrelin antagonism; label_variants=LEAP2; exportable_edge_count=2
NODE12579	LEF1;beta-catenin	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=LEF1;beta-catenin; exportable_edge_count=1
NODE12580	LFA-1-Src-family-kinase outside-in relay	signaling_effector					modules=23B; pathways=ISG15-LFA-1-SFK cytokine relay; label_variants=LFA-1-Src-family-kinase outside-in relay; exportable_edge_count=1
NODE12581	LGALS3/galectin-3 (extracellular lectin)	ligand					modules=23B; pathways=galectin-3-alpha3beta1 epithelial function;galectin-3-alpha3beta1 glycan recognition;galectin-3-alpha3beta1 lamellipodia relay; label_variants=LGALS3/galectin-3 (extracellular lectin); exportable_edge_count=3
NODE12582	LGALS3BP/90K	ligand					modules=23B; pathways=LGALS3BP–beta1-integrin adhesion context;beta1-integrin–FAK/TGF-beta–SMAD2 EMT-associated relay; label_variants=LGALS3BP/90K; exportable_edge_count=2
NODE12583	LGALS3–ITGA3:ITGB1 complex	receptor					modules=23B; pathways=CSPG4/NG2–galectin-3–α3β1 endothelial motility branch; label_variants=LGALS3–ITGA3:ITGB1 complex; exportable_edge_count=3
NODE12584	LGALS8-ITGA3/ITGB1-associated endothelial apoptosis phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=LGALS8-ITGA3/ITGB1-associated endothelial apoptosis phenotype; exportable_edge_count=1
NODE12585	LGALS8/galectin-8	ligand					modules=23B; pathways=alpha3beta1–STAT1 phosphorylation/apoptosis relay;galectin-8–alpha3beta1 lectin/integrin context;galectin-8–integrin–apoptosis/adhesion loss; label_variants=LGALS8/galectin-8; exportable_edge_count=3
NODE12586	LGALS9	ligand		LGALS9			modules=24B; pathways=Gal-9-TIM-3 checkpoint output;Gal-9-TIM-3 immune checkpoint relay;LGALS9-TLR4 glycan-dependent modulation branch; label_variants=LGALS9; exportable_edge_count=3
NODE12587	LGALS9/galectin-9	ligand					modules=23B; pathways=CD44–LCK/T-cell activation relay;galectin-9–CD44 glycan-dependent immune receptor context; label_variants=LGALS9/galectin-9; exportable_edge_count=2
NODE12588	LIFR-gp130 receptor complex	signaling_effector					modules=21B; pathways=LIF-gp130-JAK-STAT; label_variants=LIFR-gp130 receptor complex; exportable_edge_count=2
NODE12589	LIGHT/TNFSF14 -> HVEM/TNFRSF14 -> TRAF-dependent NF-kB/MAPK costimulatory or inflammatory outputs	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=LIGHT/TNFSF14 -> HVEM/TNFRSF14 -> TRAF-dependent NF-kB/MAPK costimulatory or inflammatory outputs; exportable_edge_count=1
NODE12590	LIGHT/TNFSF14 -> LTbetaR/LTBR -> TRAF2/3-NIK-IKK and canonical/noncanonical NF-kB -> inflammatory and tissue-remodeling outputs	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=LIGHT/TNFSF14 -> LTbetaR/LTBR -> TRAF2/3-NIK-IKK and canonical/noncanonical NF-kB -> inflammatory and tissue-remodeling outputs; exportable_edge_count=1
NODE12591	LIMK1	signaling_effector					modules=21B; pathways=BMP-noncanonical-LIMK1; label_variants=LIMK1; exportable_edge_count=1
NODE12592	LM511-alpha6Bbeta1-associated breast-cancer stem-cell self-renewal and tumor-initiation phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=LM511-alpha6Bbeta1-associated breast-cancer stem-cell self-renewal and tumor-initiation phenotype; exportable_edge_count=1
NODE12593	LPL promoter CRE-II	target_gene					modules=22B; pathways=target_gene; label_variants=LPL promoter CRE-II; exportable_edge_count=1
NODE12594	LRFN4/SALM3	ligand					modules=23B; pathways=LAR-RPTP–presynaptic differentiation;SALM3/LRFN4–LAR-RPTP trans-synaptic adhesion complex;SALM3/LRFN4–PTPRF trans-synaptic adhesion complex;SALM3/LRFN4–PTPRS trans-synaptic adhesion complex; label_variants=LRFN4/SALM3; exportable_edge_count=6
NODE12595	LRFN5/SALM5	ligand					modules=23B; pathways=LAR-RPTP–presynaptic differentiation;PTPRD–presynaptic differentiation and excitatory synaptic strength;SALM5/LRFN5–PTPRD trans-synaptic adhesion complex;SALM5/LRFN5–PTPRF trans-synaptic adhesion complex;SALM5/LRFN5–PTPRS trans-synaptic adhesion complex; label_variants=LRFN5/SALM5; exportable_edge_count=6
NODE12596	LRP1-ERK1/2-Akt relay	signaling_effector					modules=23B; pathways=MMP9-PEX-LRP1 Schwann-cell signaling; label_variants=LRP1-ERK1/2-Akt relay; exportable_edge_count=1
NODE12597	LRP1-Gi2-PI3K-ERK relay	signaling_effector					modules=23B; pathways=CALR-LRP1 focal-adhesion disassembly relay; label_variants=LRP1-Gi2-PI3K-ERK relay; exportable_edge_count=1
NODE12598	LRP1-NPVY-Akt1/Akt2 relay	signaling_effector					modules=23B; pathways=HSP90alpha-LRP1-Akt motility relay; label_variants=LRP1-NPVY-Akt1/Akt2 relay; exportable_edge_count=1
NODE12599	LRP1-PDGFRB endosomal complex	receptor					modules=23B; pathways=PDGFB co-receptor trafficking; label_variants=LRP1-PDGFRB endosomal complex; exportable_edge_count=1
NODE12600	LRP1-Src-Trk-ERK/Akt relay	signaling_effector					modules=23B; pathways=activated A2M neural relay; label_variants=LRP1-Src-Trk-ERK/Akt relay; exportable_edge_count=1
NODE12601	LRP1-dependent endosomal trapping and recycling relay	signaling_effector					modules=23B; pathways=ApoE-LRP1 endosomal trafficking; label_variants=LRP1-dependent endosomal trapping and recycling relay; exportable_edge_count=1
NODE12602	LRP1/CD91	receptor					modules=23B; pathways=HSP90alpha-LRP1/CD91 binding;Hsp70-LRP1/CD91 antigen-uptake recognition;gp96-LRP1/CD91 antigen-uptake recognition; label_variants=LRP1/CD91; exportable_edge_count=3
NODE12603	LRP1/CD91-phosphorylation-NF-kB relay	signaling_effector					modules=23B; pathways=Hsp70-LRP1/CD91 innate signaling;gp96-LRP1/CD91 innate signaling; label_variants=LRP1/CD91-phosphorylation-NF-kB relay; exportable_edge_count=2
NODE12604	LRP1/uPAR endocytosis; ERK1/2; beta-catenin	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=LRP1/uPAR endocytosis; ERK1/2; beta-catenin; exportable_edge_count=1
NODE12605	LRP6 signalosome	signaling_effector					modules=21B; pathways=WNT-beta-catenin; label_variants=LRP6 signalosome; exportable_edge_count=1
NODE12606	LRP8/ApoER2	receptor					modules=23B; pathways=Dab1–Src-family–PI3K/Akt;Reelin lipoprotein-receptor recognition;neuronal migration/cytoskeletal function; label_variants=LRP8/ApoER2; exportable_edge_count=3
NODE12607	LRRC4/NGL-2	ligand					modules=23B; pathways=LRRC4/NGL-2–netrin-G2 trans-synaptic adhesion;NTNG2-LRRC4/NGL-2 trans-synaptic adhesion -> lamina-specific connectivity and excitatory synapse organization;lamina-specific excitatory synapse organization; label_variants=LRRC4/NGL-2; exportable_edge_count=4
NODE12608	LRRC4B/NGL-3	ligand					modules=23B; pathways=LRRC4B/NGL-3-PTPRS trans-synaptic adhesion;LRRC4B/NGL-3–PTPRF/LAR trans-synaptic adhesion;PTPRF/LAR–presynaptic differentiation; label_variants=LRRC4B/NGL-3; exportable_edge_count=4
NODE12609	LRRC4C/NGL-1	ligand					modules=23B; pathways=LRRC4C/NGL-1–netrin-G1 trans-synaptic adhesion;NTNG1-LRRC4C/NGL-1 trans-synaptic adhesion -> lamina-specific connectivity and excitatory synapse organization;lamina-specific excitatory synapse development/function; label_variants=LRRC4C/NGL-1; exportable_edge_count=4
NODE12610	LTA -> TNFR1/p55 -> TNFR-associated inflammatory/cytotoxic signaling and gene-regulation outputs	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=LTA -> TNFR1/p55 -> TNFR-associated inflammatory/cytotoxic signaling and gene-regulation outputs; exportable_edge_count=1
NODE12611	LTA -> TNFR2/p75 binding -> modulation/attenuation of LTA responses alongside TNFR1-mediated inflammatory/cytotoxic outputs	signaling_effector					modules=22B; pathways=phenotype; label_variants=LTA -> TNFR2/p75 binding -> modulation/attenuation of LTA responses alongside TNFR1-mediated inflammatory/cytotoxic outputs; exportable_edge_count=1
NODE12612	LTB4	signaling_effector					modules=24B; pathways=LTB4 release-PMN infiltration branch;LTB4-BLT1 neutrophil recruitment; label_variants=LTB4; exportable_edge_count=2
NODE12613	LTBR-RELA/RELB canonical-to-alternative NF-kB program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=LTBR-RELA/RELB canonical-to-alternative NF-kB program; exportable_edge_count=1
NODE12614	Lag3	receptor		Lag3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lag3; exportable_edge_count=3
NODE12615	Lama1	ligand		Lama1			modules=20B;23B; pathways=LAMA1/laminin-111-DAG1/DGC branch;module20a_frozen_ligand_receptor; label_variants=LAMA1; Lama1; exportable_edge_count=10
NODE12616	Lama2	ligand		Lama2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lama2; exportable_edge_count=7
NODE12617	Lama3	ligand		Lama3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lama3; exportable_edge_count=4
NODE12618	Lama4	ligand		Lama4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lama4; exportable_edge_count=3
NODE12619	Lama5	ligand		Lama5			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lama5; exportable_edge_count=10
NODE12620	Lamb1	ligand		Lamb1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lamb1; exportable_edge_count=6
NODE12621	Lamb2	ligand		Lamb2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lamb2; exportable_edge_count=5
NODE12622	Lamb3	ligand		Lamb3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lamb3; exportable_edge_count=4
NODE12623	Lamc1	ligand		Lamc1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lamc1; exportable_edge_count=6
NODE12624	Lamc2	ligand		Lamc2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lamc2; exportable_edge_count=4
NODE12625	Laminin (laminin-2/211)	ligand					modules=23B; pathways=DAG1/DGC–actin and neuromuscular-basement-membrane function;Laminin–dystroglycan basement-membrane anchorage; label_variants=Laminin (laminin-2/211); exportable_edge_count=2
NODE12626	Laminin alpha2 short-arm/domain VI	ligand					modules=23B; pathways=LAMA2 domain-VI–alpha2beta1 recognition;alpha2beta1-mediated adhesion and neurite outgrowth; label_variants=Laminin alpha2 short-arm/domain VI; exportable_edge_count=2
NODE12627	Laminin-2 (LAMA2-containing)	signaling_effector					modules=23B; pathways=alpha3beta1–ERK/Akt–epithelial proliferation;laminin-2–alpha3beta1–EGFR/Src–ERK relay; label_variants=Laminin-2 (LAMA2-containing); exportable_edge_count=2
NODE12628	Laminin-2/211	ligand					modules=23B; pathways=laminin-2/211–alpha6beta1 adhesion; label_variants=Laminin-2/211; exportable_edge_count=1
NODE12629	Laminin-211	signaling_effector					modules=23B; pathways=alpha6beta1–Schwann-cell adhesion/myelination context;alpha7beta1–Schwann/peripheral-nerve adhesion; label_variants=Laminin-211; exportable_edge_count=2
NODE12630	Laminin-211 (LAMA2-containing)	ligand					modules=23B; pathways=GPR126 Gs–cAMP/PKA relay;GPR126–cAMP/PKA–Schwann-cell myelination;Laminin-211–ADGRG6 NTF/CTF adhesion-GPCR branch; label_variants=Laminin-211 (LAMA2-containing); exportable_edge_count=3
NODE12631	Laminin-211/221	ligand					modules=23B; pathways=beta2-laminin–alpha7X2beta1 recognition; label_variants=Laminin-211/221; exportable_edge_count=1
NODE12632	Laminin-332 (LAMA3-containing)	ligand					modules=23B; pathways=alpha2beta1–epithelial adhesion/migration;alpha3beta1–FAK/ERK–epithelial migration;laminin-332–alpha2beta1 epithelial migration;laminin-332–alpha3beta1 focal-adhesion branch; label_variants=Laminin-332 (LAMA3-containing); exportable_edge_count=4
NODE12633	Laminin-332 (LAMA3/LAMB3/LAMC2)	ligand					modules=23B; pathways=alpha6beta4 hemidesmosome–EGFR/FAK/ERK–NF-kB context;laminin-332-alpha3beta1 basement-membrane recognition;laminin-332-alpha3beta1 epithelial function;laminin-332-alpha3beta1 focal-adhesion signaling;laminin-332–alpha6beta4 hemidesmosome complex; label_variants=Laminin-332 (LAMA3/LAMB3/LAMC2); exportable_edge_count=5
NODE12634	Laminin-332 (LAMB3-containing)	ligand					modules=23B; pathways=laminin-332–alpha2beta1 epithelial adhesion;laminin-332–alpha3beta1 focal adhesion; label_variants=Laminin-332 (LAMB3-containing); exportable_edge_count=2
NODE12635	Laminin-332 (LAMC1-containing)	ligand					modules=23B; pathways=laminin-332–alpha6beta4 hemidesmosome branch; label_variants=Laminin-332 (LAMC1-containing); exportable_edge_count=1
NODE12636	Laminin-332 (LAMC2-containing)	ligand					modules=23B; pathways=laminin-332–alpha2beta1 epithelial branch;laminin-332–alpha3beta1 branch;laminin-332–alpha6beta1 branch;laminin-332–alpha6beta4 hemidesmosome branch; label_variants=Laminin-332 (LAMC2-containing); exportable_edge_count=4
NODE12637	Laminin-411 (LAMA4-containing)	ligand					modules=23B; pathways=laminin-411–alpha3beta1 endothelial/epithelial adhesion;laminin-411–alpha6beta1 adhesion;laminin-411–alpha7beta1 laminin recognition; label_variants=Laminin-411 (LAMA4-containing); exportable_edge_count=3
NODE12638	Laminin-511 (LAMA5-containing)	ligand					modules=23B; pathways=laminin-511–dystroglycan anchorage; label_variants=Laminin-511 (LAMA5-containing); exportable_edge_count=1
NODE12639	Laminin-511 (LAMB1-containing)	ligand					modules=23B; pathways=laminin-511–alpha6beta1 recognition; label_variants=Laminin-511 (LAMB1-containing); exportable_edge_count=1
NODE12640	Laminin-511-alpha6Bbeta1-TAZ/TEAD breast-cancer stemness program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=Laminin-511-alpha6Bbeta1-TAZ/TEAD breast-cancer stemness program; exportable_edge_count=1
NODE12641	Laminin-511/332 (LAMC1-containing)	ligand					modules=23B; pathways=laminin gamma1-containing isoform–alpha3beta1 recognition;laminin gamma1-containing isoform–alpha6beta1 recognition; label_variants=Laminin-511/332 (LAMC1-containing); exportable_edge_count=2
NODE12642	Laminin-511/521 (LAMA5-containing)	ligand					modules=23B; pathways=laminin-511/521–alpha3beta1 recognition;laminin-511/521–alpha6beta4 recognition; label_variants=Laminin-511/521 (LAMA5-containing); exportable_edge_count=2
NODE12643	Laminin-511/521 (LAMB1-containing)	ligand					modules=23B; pathways=beta1-laminin–alpha3beta1 recognition;laminin-511/521–alpha6beta4 recognition; label_variants=Laminin-511/521 (LAMB1-containing); exportable_edge_count=2
NODE12644	Laminin-521 (LAMB2-containing)	ligand					modules=23B; pathways=beta2-laminin–alpha3beta1 enhanced recognition;laminin-521–alpha6beta4 recognition; label_variants=Laminin-521 (LAMB2-containing); exportable_edge_count=2
NODE12645	Laminin-gamma3 (LAMC3-containing)	ligand					modules=23B; pathways=DAG1–DLL4/Notch endothelial relay;laminin-gamma3–DAG1–DLL4/Notch–retinal arteriogenesis;laminin-gamma3–dystroglycan retinal vascular branch; label_variants=Laminin-gamma3 (LAMC3-containing); exportable_edge_count=3
NODE12646	Lamp1	receptor		Lamp1			modules=20B;23B; pathways=amelogenin-LAMP1 trafficking;module20a_frozen_ligand_receptor; label_variants=LAMP1; Lamp1; exportable_edge_count=2
NODE12647	Lamp2	receptor		Lamp2			modules=20B;23B; pathways=amelogenin-LAMP2 trafficking;module20a_frozen_ligand_receptor; label_variants=LAMP2; Lamp2; exportable_edge_count=2
NODE12648	Latent TGFB1-LAP -> ITGAV_ITGB6 -> local TGF-beta1 activation -> TGFBR/SMAD and inflammatory/fibrotic outputs	signaling_effector					modules=22B; pathways=phenotype; label_variants=Latent TGFB1-LAP -> ITGAV_ITGB6 -> local TGF-beta1 activation -> TGFBR/SMAD and inflammatory/fibrotic outputs; exportable_edge_count=1
NODE12649	Ldlr	receptor		Ldlr			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ldlr; exportable_edge_count=4
NODE12650	Lep	ligand		Lep			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lep; exportable_edge_count=1
NODE12651	Lepr	receptor		Lepr			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lepr; exportable_edge_count=1
NODE12652	Lgals1	ligand		Lgals1			modules=20B;23B; pathways=LGALS1-integrin binding;galectin-integrin outside-in signaling;module20a_frozen_ligand_receptor; label_variants=LGALS1; Lgals1; exportable_edge_count=4
NODE12653	Lgals3	ligand		Lgals3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lgals3; exportable_edge_count=2
NODE12654	Lgals3bp	ligand		Lgals3bp			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lgals3bp; exportable_edge_count=1
NODE12655	Lgi1	ligand		Lgi1			modules=20B;23B; pathways=LGI1-ADAM22 synaptic MAGUK-Kv1/AMPA complex;module20a_frozen_ligand_receptor; label_variants=LGI1; Lgi1; exportable_edge_count=6
NODE12656	Lgi2	ligand		Lgi2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lgi2; exportable_edge_count=1
NODE12657	Lgi3	ligand		Lgi3			modules=20B;23B; pathways=LGI3-ADAM22 signaling;module20a_frozen_ligand_receptor; label_variants=LGI3; Lgi3; exportable_edge_count=2
NODE12658	Lgi4	ligand		Lgi4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lgi4; exportable_edge_count=2
NODE12659	Lgr4	receptor		Lgr4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lgr4; exportable_edge_count=4
NODE12660	Lgr5	receptor		Lgr5			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lgr5; exportable_edge_count=3
NODE12661	Lgr6	receptor		Lgr6			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lgr6; exportable_edge_count=4
NODE12662	Lhb	ligand		Lhb			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lhb; exportable_edge_count=1
NODE12663	Lhcgr	receptor		Lhcgr			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lhcgr; exportable_edge_count=1
NODE12664	Lif	ligand		Lif			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lif; exportable_edge_count=1
NODE12665	Lifr	receptor		Lifr			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Lifr; exportable_edge_count=1
NODE12666	Lrp1	receptor		Lrp1			modules=20B;23B; pathways=ApoE-LRP1 lipoprotein receptor recognition;CALR-LRP1 coreceptor complex;MMP9-PEX-LRP1 Schwann-cell injury recognition;THBS1 N-terminal HBD -> LRP1 binding -> endocytosis/degradation; TSP1-calreticulin-LRP1 -> PI3K/survival and focal-adhesion output;TIMP1-LRP1 binding and uptake;activated A2M-LRP1 binding;module20a_frozen_ligand_receptor; label_variants=LRP1; Lrp1; exportable_edge_count=21
