species_scope	source_registry	source_version	source_record_id	raw_tf_symbol	normalized_tf_symbol	normalized_tf_symbol_key	tf_uniprot_id	target_count	source_locator	raw_record_sha256	provenance_status	notes
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000113:68c177224bbf	TRPS1	TRPS1	trps1	Q9UHF7	17085	https://tflink.net/download/#interaction-gmt	68c177224bbfb4792b9f693e19cf31b6857b553ce27fbf93ab0ea32a0e3e2f8b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000813:519f4fc2e074	TRRAP	TRRAP	trrap	Q9Y4A5	5	https://tflink.net/download/#interaction-gmt	519f4fc2e074484dc299d53d02f323ac9df931cf76ea28886c4c7d8e4c26f923	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000474:398fc8ad706e	TSC22D1	TSC22D1	tsc22d1	Q15714	1	https://tflink.net/download/#interaction-gmt	398fc8ad706e848e8570b718cc37ae77047e0ac31715fc30b201a4e562396f7a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000177:da8109b56e08	TSC22D3	TSC22D3	tsc22d3	Q99576	5	https://tflink.net/download/#interaction-gmt	da8109b56e085dba56c07fac253ea29d44d3d2d6867339dd5e22deac3fc1100a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001082:19c2b2f9ac80	TSC22D4	TSC22D4	tsc22d4	Q9Y3Q8	1696	https://tflink.net/download/#interaction-gmt	19c2b2f9ac807b9b9589ffbd0a8f79906963e0c99b45e3bca4fb82f3cc375061	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000631:fb9c40b4712c	TSG101	TSG101	tsg101	Q99816	3	https://tflink.net/download/#interaction-gmt	fb9c40b4712c247092ab0f88974e91e491477d139e4772f445fbb8345ac6f2e6	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001318:50d9635e776d	TSHZ1	TSHZ1	tshz1	Q6ZSZ6	193	https://tflink.net/download/#interaction-gmt	50d9635e776dd86cee7db63085a4623c132bd0caeeeec6658d86d229b88cc194	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000409:3eaae24aac07	TTF2	TTF2	ttf2	Q9UNY4	2	https://tflink.net/download/#interaction-gmt	3eaae24aac07f4b5072a66b50689b14c46362135a496ebfebc41bb8429b04f39	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001569:cc477d67d4d9	TUBG1	TUBG1	tubg1	P23258	6	https://tflink.net/download/#interaction-gmt	cc477d67d4d90098486bd47bf54af4e59c4a9a89407b458f040063444f1ae110	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000136:6d222bc6925c	TWIST1	TWIST1	twist1	Q15672	7766	https://tflink.net/download/#interaction-gmt	6d222bc6925c93a4e91c36b4426e65fd1bf797cfccda120c59a91f0e3adbc74e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000169:72d52f5492a4	TWIST2	TWIST2	twist2	Q8WVJ9	26	https://tflink.net/download/#interaction-gmt	72d52f5492a4b9da96fdcec6aeaa65d1afe44fdc6979bd97d6f40d0cecbd8513	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001196:9f30a526cce7	U2AF1	U2AF1	u2af1	Q01081	3101	https://tflink.net/download/#interaction-gmt	9f30a526cce72da5f88335bb04e5a8ec4dfc48d70bad5da585f79610d97cf64f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001043:84f909034a85	U2AF2	U2AF2	u2af2	P26368	980	https://tflink.net/download/#interaction-gmt	84f909034a855ce3918d1e347072e25da1af70b9fc42ba5cf4a295310522b058	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000977:f3453f84bcd6	UBE2I	UBE2I	ube2i	P63279	75	https://tflink.net/download/#interaction-gmt	f3453f84bcd6b6da89dcc44d9890403b62718df11bdd86a547265843caf92368	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001016:6fb14f96fa1b	UBN1	UBN1	ubn1	Q9NPG3	4496	https://tflink.net/download/#interaction-gmt	6fb14f96fa1b5ced3d92abc1872bfc66505d2672aa988cf7d4b563ad0cb73b00	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000780:02eedbe9354b	UBP1	UBP1	ubp1	Q9NZI7	2019	https://tflink.net/download/#interaction-gmt	02eedbe9354b7c995a8c32a8835729dd1e6818db80654a179982f75c43a05dfe	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000709:1a1715816475	UBTF	UBTF	ubtf	P17480	11735	https://tflink.net/download/#interaction-gmt	1a17158164755b61b71e250adaaddd9d61e829b28719f5ce0b181583f44574c0	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000510:11dd0e55b64f	UHRF1	UHRF1	uhrf1	Q96T88	5	https://tflink.net/download/#interaction-gmt	11dd0e55b64f7cc9cab367dbde31cdc8d118d28044869f2a57345409070b4f6e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000211:f7c26c529883	UPF1	UPF1	upf1	Q92900	2	https://tflink.net/download/#interaction-gmt	f7c26c52988336a2f87cbf402a90cd469c58fb14281a6938f5edc54be8596375	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000641:57f4e1b1a88e	UPF2	UPF2	upf2	Q9HAU5	1	https://tflink.net/download/#interaction-gmt	57f4e1b1a88e2c3038150117b75baac4f810338c3a00bab66be83d41aa91c1bf	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000594:5e74aeb08506	URI1	URI1	uri1	O94763	1	https://tflink.net/download/#interaction-gmt	5e74aeb08506fe5c3d37b61e11e284a58cb67bc6d1d0997f76143df004c79bda	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000052:ebe00a685b63	USF1	USF1	usf1	P22415	14511	https://tflink.net/download/#interaction-gmt	ebe00a685b63069a9a964972070e19faf6676fda4c7102934c54b9ce045e22f8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000123:4b87f6a47682	USF2	USF2	usf2	Q15853	13282	https://tflink.net/download/#interaction-gmt	4b87f6a47682e26b214fb144bcb915d45c324d428b286d68d68d98ec2bc43971	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000916:6130ee9f0614	USP7	USP7	usp7	Q93009	8918	https://tflink.net/download/#interaction-gmt	6130ee9f0614ca7ec97da147b1a733e9cda92a2793375ecd1822000bb41ded16	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000495:698361c9ddfd	UTF1	UTF1	utf1	Q5T230	1	https://tflink.net/download/#interaction-gmt	698361c9ddfd25e4ed6bc2cbd674d9097361f98abc521cd4a08994074193200a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000249:32554238f555	VDR	VDR	vdr	P11473	11987	https://tflink.net/download/#interaction-gmt	32554238f55591de6b95bab0cccefc5223809bf467d451791f2ffaa5bf568435	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000522:82d9a33f7b0f	VEZF1	VEZF1	vezf1	Q14119	7674	https://tflink.net/download/#interaction-gmt	82d9a33f7b0f3fe95656782a6650706fafd1c863f5db607fe09d4fe437fab81e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000275:3a93a7e5bb58	VHL	VHL	vhl	P40337	21	https://tflink.net/download/#interaction-gmt	3a93a7e5bb5836da9a1ea842fa9e9ce574dd208df536f960f2ef85d3ad09906d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001355:4af15641978d	WDHD1	WDHD1	wdhd1	O75717	165	https://tflink.net/download/#interaction-gmt	4af15641978d5b119e0c6351e63483b5cabb7a5179967f28b727877efcee6ebf	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000068:6544b1cdf56a	WDR5	WDR5	wdr5	P61964	7898	https://tflink.net/download/#interaction-gmt	6544b1cdf56aabb64e9b50e17b046b0b4d1588453ec7450d0bb7468bcd0eec22	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001113:56f93129cc21	WIZ	WIZ	wiz	O95785	15	https://tflink.net/download/#interaction-gmt	56f93129cc21c07c851ec48871065fc83ca574c7ca097cc8ed6ce099ac33a534	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001486:ff23771b13f0	WRN	WRN	wrn	Q14191	11	https://tflink.net/download/#interaction-gmt	ff23771b13f04c6896036fb27a55c451ce943d3d32b30f27a9ddac03864e1e23	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001235:296f6949083e	WRNIP1	WRNIP1	wrnip1	Q96S55	1062	https://tflink.net/download/#interaction-gmt	296f6949083e6cd00ef67beb3ad712884f389452821379faaf53d2b3b3f35810	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000060:03a02e718957	WT1	WT1	wt1	P19544	9657	https://tflink.net/download/#interaction-gmt	03a02e7189570be46259c213eee885bde676205f2f20cd3267af7ed0265586cd	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000518:05b01fc9d277	WWP1	WWP1	wwp1	Q9H0M0	3	https://tflink.net/download/#interaction-gmt	05b01fc9d2771a6d95503d2c060dc0c0dcf78dec88917ce4f7bfb8bc049305eb	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000251:612b5c8a7e10	WWTR1	WWTR1	wwtr1	Q9GZV5	6	https://tflink.net/download/#interaction-gmt	612b5c8a7e1063a967c48ddebcbf30dffc29445c4fe53b08fbcdfc82dace9be8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000207:bdb6c6473b4c	XBP1	XBP1	xbp1	P17861	10987	https://tflink.net/download/#interaction-gmt	bdb6c6473b4caa070bf25a64e1956fb2d97fce5294e27d3fd95dcb408d136941	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000432:c78d5042ac7a	XPC	XPC	xpc	Q01831	4	https://tflink.net/download/#interaction-gmt	c78d5042ac7a6aa6de89fd36fe510dc7087ad671e2c3b45e79a222ee5ec9e460	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001573:54a0132bc597	XRCC3	XRCC3	xrcc3	O43542	2	https://tflink.net/download/#interaction-gmt	54a0132bc597d2f2f410cae3bf41b7732e3247e7fe72924e02c321e59882f1a9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001028:281d91661c81	XRCC4	XRCC4	xrcc4	Q13426	4366	https://tflink.net/download/#interaction-gmt	281d91661c81e03111ce2d6f0a8a0cf134df8475eb0385e52c204f6ec24e16d4	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000276:416044cbf9a5	XRCC5	XRCC5	xrcc5	P13010	7550	https://tflink.net/download/#interaction-gmt	416044cbf9a58529d79b4815fb348c92b88699e5a1e6df2ad4f388caa9b8d23c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000776:69d45d32812f	XRCC6	XRCC6	xrcc6	P12956	2	https://tflink.net/download/#interaction-gmt	69d45d32812fed3dc9bcddd3f5d503b3138dfec0fd1ba23ff2d9492bb62d5cca	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001168:f0aff5b3520d	XRN2	XRN2	xrn2	Q9H0D6	2663	https://tflink.net/download/#interaction-gmt	f0aff5b3520d817ebffc876576b1687b7faf16b629ae9d99b93751742c56fcfa	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001176:cb0a1217120f	YAP1	YAP1	yap1	P46937	6473	https://tflink.net/download/#interaction-gmt	cb0a1217120f57e3c8e2f91b231bbbf8f41ef32d9b646038e6f789ff4f80da9b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000140:fb6ae4c4a78a	YBX1	YBX1	ybx1	P67809	5841	https://tflink.net/download/#interaction-gmt	fb6ae4c4a78a3f31714e8850bd40c257a7e149adec8c467476bb5d78537c57b5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001192:12c80b4fb716	YBX3	YBX3	ybx3	P16989	167	https://tflink.net/download/#interaction-gmt	12c80b4fb7160adac533c4b3286f1209d82268d8772dae003a76d296245daa8f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000615:cf75007a53f5	YEATS4	YEATS4	yeats4	O95619	1	https://tflink.net/download/#interaction-gmt	cf75007a53f53beea2c9dc248644cc81982b1ca3638c3c49131b03de220d45a8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000011:6e37ba921de1	YY1	YY1	yy1	P25490	16736	https://tflink.net/download/#interaction-gmt	6e37ba921de1c6e2c1b639fc700da6fbb73fa21c1cc26cc398e2d256b0c4b46c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000797:fc9ea526fedc	YY2	YY2	yy2	O15391	5128	https://tflink.net/download/#interaction-gmt	fc9ea526fedca7431d8f9bfa0f1c176845740a30ae7be11823a732c603612818	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001468:1f082e90bfe8	ZA	ZA	za	Q9UM89	67	https://tflink.net/download/#interaction-gmt	1f082e90bfe8190e33838233c592a7e2908ff9b2d6cc02ff6b7ebee1b59f5959	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000998:57dac564738b	ZBED1	ZBED1	zbed1	O96006	5199	https://tflink.net/download/#interaction-gmt	57dac564738b2ea710c51753d3633e0a3147b9f233151c0fed80839d4fd299df	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001402:5a776675e3f4	ZBED4	ZBED4	zbed4	O75132	271	https://tflink.net/download/#interaction-gmt	5a776675e3f488666dbbbad79f54c8828060e52401bab7dc7e6c354be5df0628	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001299:61655bab6b95	ZBED5	ZBED5	zbed5	Q49AG3	1417	https://tflink.net/download/#interaction-gmt	61655bab6b9554b8a35dd5677d9bfc5cb7db9f6e6c13ee0317e4882e1b0e1ff5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001457:c43658df0d96	ZBTB1	ZBTB1	zbtb1	Q9Y2K1	96	https://tflink.net/download/#interaction-gmt	c43658df0d961f15664a53211eabd9dd48e4df66c5bfb380f7797814390c8bc2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001060:68b12e88db97	ZBTB10	ZBTB10	zbtb10	Q96DT7	1898	https://tflink.net/download/#interaction-gmt	68b12e88db97fb4e8f5161c2c875504b7634e2c9a2ddcaca2810869581218d1a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001073:ee9254f62b7e	ZBTB11	ZBTB11	zbtb11	O95625	6758	https://tflink.net/download/#interaction-gmt	ee9254f62b7efd44e20f41768c4c581a70b9e07929323159650fc0026d350772	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001344:435a0707aad0	ZBTB12	ZBTB12	zbtb12	Q9Y330	1142	https://tflink.net/download/#interaction-gmt	435a0707aad0dd86d8fc5aedf0b209e31a6776302391e3031451af39e5a6bdb1	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000298:f9892cbdf1c5	ZBTB14	ZBTB14	zbtb14	O43829	8175	https://tflink.net/download/#interaction-gmt	f9892cbdf1c5902f671c7ec69106f6411447df1264df2d2c14cdf1ae0d3dbba2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000312:cf076f05a3b7	ZBTB16	ZBTB16	zbtb16	Q05516	3665	https://tflink.net/download/#interaction-gmt	cf076f05a3b71d144ad686e9a28270374fe25f032fde1745d16d23e8b2bdc3f9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000284:5854392ea920	ZBTB17	ZBTB17	zbtb17	Q13105	9455	https://tflink.net/download/#interaction-gmt	5854392ea920a46c9a96aba33f0a5ac15b3a218492e59b0365e2ac7232477ea2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001317:1bf0caaf526f	ZBTB18	ZBTB18	zbtb18	Q99592	742	https://tflink.net/download/#interaction-gmt	1bf0caaf526f2d178c466fc87008575bc6ad16e5cacc8ef836a11a410a7ba835	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000288:1fa66effdc42	ZBTB2	ZBTB2	zbtb2	Q8N680	6955	https://tflink.net/download/#interaction-gmt	1fa66effdc42d3049a2bfe8b443569a1b624b40e92223c240c977b4cc8d10e84	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001118:debe50f3b7cd	ZBTB20	ZBTB20	zbtb20	Q9HC78	3694	https://tflink.net/download/#interaction-gmt	debe50f3b7cdb976963ecb66b77d6778f6e0d3bd92644bf99fb0e83a5aad6592	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001301:cf4c31117ddb	ZBTB21	ZBTB21	zbtb21	Q9ULJ3	1900	https://tflink.net/download/#interaction-gmt	cf4c31117ddb28db312e79441af68b0487e684c9a47835c6077900ec282c1302	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000843:d687b53067e9	ZBTB24	ZBTB24	zbtb24	O43167	1680	https://tflink.net/download/#interaction-gmt	d687b53067e91c9b8030ff79efe11869b0adf6df1cdc3ff691cf90b03db81ce7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001019:537066cbe374	ZBTB25	ZBTB25	zbtb25	P24278	5539	https://tflink.net/download/#interaction-gmt	537066cbe374816d83c26f29078606aa6f34ad5606c07dfb07fd190a5bb7981f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000958:b20fb4c2d572	ZBTB26	ZBTB26	zbtb26	Q9HCK0	11110	https://tflink.net/download/#interaction-gmt	b20fb4c2d572f95146fbf7f9c4eb57e45359189336fea8efd7617d9bc75182d4	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001175:7d87d5efe656	ZBTB33	ZBTB33	zbtb33	Q86T24	11831	https://tflink.net/download/#interaction-gmt	7d87d5efe656b2ef920b980dbf09240286a641db0580abf3c7b2dee17f009a14	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001246:dab75ca777d8	ZBTB40	ZBTB40	zbtb40	Q9NUA8	5552	https://tflink.net/download/#interaction-gmt	dab75ca777d8d3d9515b5cd0035045d8236f49dae441bcf9ca91f93d7ea2944d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001170:e76ec7139924	ZBTB42	ZBTB42	zbtb42	B2RXF5	4956	https://tflink.net/download/#interaction-gmt	e76ec7139924086657f9bb1c0df2426ed789e2d75bf9200edc0ce5a5de64d4e4	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001266:74f32ac75673	ZBTB44	ZBTB44	zbtb44	Q8NCP5	679	https://tflink.net/download/#interaction-gmt	74f32ac7567383b6bbf79996d28fe935c5be67b6732221a3206910e6c46c078b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000954:31ccce5e56e3	ZBTB48	ZBTB48	zbtb48	P10074	13134	https://tflink.net/download/#interaction-gmt	31ccce5e56e37a45fe1a4207c4f51267ecd716021d7adffb6cfc18d81efd3fd7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001484:22f7043890c9	ZBTB49	ZBTB49	zbtb49	Q6ZSB9	8	https://tflink.net/download/#interaction-gmt	22f7043890c9ac3a51fab269ad29a33c74a12ff848b152005d19fbf5b3a6f015	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000572:b41cbbfbf595	ZBTB5	ZBTB5	zbtb5	O15062	435	https://tflink.net/download/#interaction-gmt	b41cbbfbf59584177605d002b337e42c32a5ae95575daeda5e189bb5db0533f2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
