source_lane	source_register	source_record_id	locator_component	locator_class	reason
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003322	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Ccr4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003323	M21A-PAIR-EVID-2716	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003323	PMID:1452search-query	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003323	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL12+CD4	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003323	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Cd4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003324	M21A-PAIR-EVID-2717	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003324	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL12+CXCR3	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003324	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Cxcr3+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003324	https://www.nature.com/articles/srep35631	paper_url_without_explicit_id	article-like URL retained as a lead because no exact PMID, PMCID, or DOI was present
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003325	M21A-PAIR-EVID-2718	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003325	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Dpp4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003326	M21A-PAIR-EVID-2719	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003326	PMID:1452search-query	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003326	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL12+GRM7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003326	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Grm7+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003327	M21A-PAIR-EVID-2720	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003327	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Itga4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003328	M21A-PAIR-EVID-2721	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003328	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Itga5+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003329	M21A-PAIR-EVID-2722	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003329	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL12+ITGAV	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003329	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Itgav+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003330	M21A-PAIR-EVID-2723	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003330	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Itgb1+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003331	M21A-PAIR-EVID-2724	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003331	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL12+ITGB3	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003331	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Itgb3+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003332	M21A-PAIR-EVID-2725	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003332	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL12+MTNR1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003332	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL12+melatonin+receptor+1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003332	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Mtnr1a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003333	M21A-PAIR-EVID-5053	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003333	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl12+Sdc4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003334	M21A-PAIR-EVID-2726	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003334	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+ACKR4	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003334	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl13+Ackr4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003335	M21A-PAIR-EVID-2727	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003335	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+ADRA2A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003335	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+alpha2A+adrenergic+receptor	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003335	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl13+Adra2a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003336	M21A-PAIR-EVID-2728	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003336	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+CCR10	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003336	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+GPR2	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003336	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl13+Ccr10+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003337	M21A-PAIR-EVID-2729	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003337	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+GRM7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003337	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+metabotropic+glutamate+receptor+7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003337	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl13+Grm7+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003338	M21A-PAIR-EVID-2730	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003338	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+MTNR1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003338	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+melatonin+receptor+1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003338	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl13+Mtnr1a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003339	M21A-PAIR-EVID-2731	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003339	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+OPRD1	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003339	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+delta+opioid+receptor	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003339	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl13+Oprd1+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003340	M21A-PAIR-EVID-5054	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003340	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl14+Cxcr4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003341	M21A-PAIR-EVID-2732	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003341	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL16+ADRA2A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003341	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl16+Adra2a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003342	M21A-PAIR-EVID-2733	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003342	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL16+GRM7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003342	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl16+Grm7+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003343	M21A-PAIR-EVID-2734	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003343	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL16+MTNR1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003343	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl16+Mtnr1a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003344	M21A-PAIR-EVID-2735	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003344	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl17+Gpr35+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003345	M21A-PAIR-EVID-2736	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003345	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL2+ADRA2A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003345	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL2+alpha2A+adrenergic+receptor	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003345	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl2+Adra2a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003346	M21A-PAIR-EVID-2737	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003346	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL2+GRM7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003346	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL2+metabotropic+glutamate+receptor+7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003346	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl2+Grm7+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003347	M21A-PAIR-EVID-2738	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003347	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL2+MTNR1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003347	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL2+melatonin+receptor+1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003347	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl2+Mtnr1a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003348	M21A-PAIR-EVID-2739	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003348	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL5+ADRA2A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003348	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL5+alpha2A+adrenergic+receptor	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003348	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl5+Adra2a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003349	M21A-PAIR-EVID-2740	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003349	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL5+GRM7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003349	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL5+metabotropic+glutamate+receptor+7	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003349	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl5+Grm7+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003350	M21A-PAIR-EVID-2741	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003350	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL5+MTNR1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003350	https://pubmed.ncbi.nlm.nih.gov/?term=CXCL5+melatonin+receptor+1A	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003350	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl5+Mtnr1a+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003351	M21A-PAIR-EVID-5055	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003351	https://pubmed.ncbi.nlm.nih.gov/?term=Cytl1+Ccr2+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003352	M21A-PAIR-EVID-5056	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003352	https://pubmed.ncbi.nlm.nih.gov/?term=Dcn+Egfr+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003353	M21A-PAIR-EVID-2742	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003353	https://pubmed.ncbi.nlm.nih.gov/?term=Dcn+Erbb4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003353	https://pubmed.ncbi.nlm.nih.gov/?term=decorin+ERBB4+STAT3	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003354	M21A-PAIR-EVID-5057	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003354	https://pubmed.ncbi.nlm.nih.gov/?term=Dcn+Met+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003355	M21A-PAIR-EVID-5058	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003355	PubMed search:https://pubmed.ncbi.nlm.nih.gov/?term=decorin+TLR4+PDCD4	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003355	https://pubmed.ncbi.nlm.nih.gov/?term=Dcn+Tlr4+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003356	M21A-PAIR-EVID-5059	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003356	https://pubmed.ncbi.nlm.nih.gov/?term=Dhh+Boc+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003357	M21A-PAIR-EVID-5060	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003357	https://pubmed.ncbi.nlm.nih.gov/?term=Dhh+Cdon+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003358	M21A-PAIR-EVID-5061	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003358	https://pubmed.ncbi.nlm.nih.gov/?term=Dhh+Hhip+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003359	M21A-PAIR-EVID-2743	unresolved_source_label	source label has no explicit bibliographic identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-003359	https://pubmed.ncbi.nlm.nih.gov/?term=Dhh+PTCH1_SMO+terminal+TF+transcription+factor+target+gene+promoter	search_query	URL contains a query/search locator, not an exact paper identifier
