paper_identifier	identifier_type	identifier_value	canonical_url	metadata_status	title	authors	publication_year	journal	source_lanes	source_registers	source_record_count	source_record_ids	source_edge_ids	source_evidence_ids	source_handoff_ids	confidence_tiers	evidence_layers	sci_context_phrase_present	notes
PMID:20189993	PMID	20189993	https://pubmed.ncbi.nlm.nih.gov/20189993/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006411;module22b_evidence_register:M22B-EVID-008548	M22B-E006238;M22B-E008375	M22B-EVID-006411;M22B-EVID-008548		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20190134	PMID	20190134	https://pubmed.ncbi.nlm.nih.gov/20190134/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007664	M22B-E007491	M22B-EVID-007664		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20190754	PMID	20190754	https://pubmed.ncbi.nlm.nih.gov/20190754/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-000493	M22B-E001038	M22B-EVID-000493			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20190817	PMID	20190817	https://pubmed.ncbi.nlm.nih.gov/20190817/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007180	M22B-E007007	M22B-EVID-007180		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20190820	PMID	20190820	https://pubmed.ncbi.nlm.nih.gov/20190820/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006023;module22b_evidence_register:M22B-EVID-008197	M22B-E005850;M22B-E008024	M22B-EVID-006023;M22B-EVID-008197		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20194533	PMID	20194533	https://pubmed.ncbi.nlm.nih.gov/20194533/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006674;module22b_evidence_register:M22B-EVID-008830	M22B-E006501;M22B-E008657	M22B-EVID-006674;M22B-EVID-008830		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20194726	PMID	20194726	https://pubmed.ncbi.nlm.nih.gov/20194726/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003018	M22B-E004953	M22B-EVID-003018			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:2019571	PMID	2019571	https://pubmed.ncbi.nlm.nih.gov/2019571/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003594	M22B-E005508	M22B-EVID-003594			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20196119	PMID	20196119	https://pubmed.ncbi.nlm.nih.gov/20196119/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007915;module22b_evidence_register:M22B-EVID-009357	M22B-E007742;M22B-E009184	M22B-EVID-007915;M22B-EVID-009357		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20196782	PMID	20196782	https://pubmed.ncbi.nlm.nih.gov/20196782/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006595;module22b_evidence_register:M22B-EVID-008749	M22B-E006422;M22B-E008576	M22B-EVID-006595;M22B-EVID-008749		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20203100	PMID	20203100	https://pubmed.ncbi.nlm.nih.gov/20203100/	identifier_only_no_local_metadata					module22a_pending_candidate_dispositions	work/module22a_22b_promotion_audit/module22a_pending_candidate_dispositions.tsv	1	module22a_pending_candidate_dispositions:M22A-HANDOFF-000328		M21A-PAIR-EVID-807	M22A-HANDOFF-000328	medium-high	receptor_proximal_relay	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20206160	PMID	20206160	https://pubmed.ncbi.nlm.nih.gov/20206160/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008644	M22B-E008471	M22B-EVID-008644		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20206243	PMID	20206243	https://pubmed.ncbi.nlm.nih.gov/20206243/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-006995;module22b_evidence_register:M22B-EVID-007413;module22b_evidence_register:M22B-EVID-009130	M22B-E006822;M22B-E007240;M22B-E008957	M22B-EVID-006995;M22B-EVID-007413;M22B-EVID-009130		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20207963	PMID	20207963	https://pubmed.ncbi.nlm.nih.gov/20207963/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010187	M22B-E010014	M22B-EVID-010187		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20214824	PMID	20214824	https://pubmed.ncbi.nlm.nih.gov/20214824/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004771	M22B-E003693	M22B-EVID-004771			boundary	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:2021632	PMID	2021632	https://pubmed.ncbi.nlm.nih.gov/2021632/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004518	M22B-E003272	M22B-EVID-004518			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20217138	PMID	20217138	https://pubmed.ncbi.nlm.nih.gov/20217138/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007577	M22B-E007404	M22B-EVID-007577		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20220021	PMID	20220021	https://pubmed.ncbi.nlm.nih.gov/20220021/	matched_existing_local_metadata	LGI1 and LGI4 bind to ADAM22, ADAM23 and ADAM11.	Sagane K; Ishihama Y; Sugimoto H	2008	International journal of biological sciences	module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-004225;module22b_evidence_register:M22B-EVID-004231;module22b_evidence_register:M22B-EVID-004232	M22B-E002867;M22B-E002873;M22B-E002874	M22B-EVID-004225;M22B-EVID-004231;M22B-EVID-004232			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20220145	PMID	20220145	https://pubmed.ncbi.nlm.nih.gov/20220145/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004536	M22B-E003388	M22B-EVID-004536			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20221419	PMID	20221419	https://pubmed.ncbi.nlm.nih.gov/20221419/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006860;module22b_evidence_register:M22B-EVID-008933	M22B-E006687;M22B-E008760	M22B-EVID-006860;M22B-EVID-008933		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20223822	PMID	20223822	https://pubmed.ncbi.nlm.nih.gov/20223822/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010680	M22B-E010584	M22B-EVID-010680		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20224786	PMID	20224786	https://pubmed.ncbi.nlm.nih.gov/20224786/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010722	M22B-E010626	M22B-EVID-010722		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20228168	PMID	20228168	https://pubmed.ncbi.nlm.nih.gov/20228168/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-005988;module22b_evidence_register:M22B-EVID-008152;module22b_evidence_register:M22B-EVID-008154	M22B-E005815;M22B-E007979;M22B-E007981	M22B-EVID-005988;M22B-EVID-008152;M22B-EVID-008154		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20230855	PMID	20230855	https://pubmed.ncbi.nlm.nih.gov/20230855/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003782	M22B-E002079	M22B-EVID-003782			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20231377	PMID	20231377	https://pubmed.ncbi.nlm.nih.gov/20231377/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004542	M22B-E003396	M22B-EVID-004542			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20300197	PMID	20300197	https://pubmed.ncbi.nlm.nih.gov/20300197/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006538;module22b_evidence_register:M22B-EVID-008687	M22B-E006365;M22B-E008514	M22B-EVID-006538;M22B-EVID-008687		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20301620	PMID	20301620	https://pubmed.ncbi.nlm.nih.gov/20301620/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004545	M22B-E003400	M22B-EVID-004545			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20304822	PMID	20304822	https://pubmed.ncbi.nlm.nih.gov/20304822/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-005955;module22b_evidence_register:M22B-EVID-008122	M22B-E005782;M22B-E007949	M22B-EVID-005955;M22B-EVID-008122		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20304957	PMID	20304957	https://pubmed.ncbi.nlm.nih.gov/20304957/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004834	M22B-E000645	M22B-EVID-004834			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20308562	PMID	20308562	https://pubmed.ncbi.nlm.nih.gov/20308562/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006515;module22b_evidence_register:M22B-EVID-008626	M22B-E006342;M22B-E008453	M22B-EVID-006515;M22B-EVID-008626		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20308611	PMID	20308611	https://pubmed.ncbi.nlm.nih.gov/20308611/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-002648	M22B-E004596	M22B-EVID-002648			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20331458	PMID	20331458	https://pubmed.ncbi.nlm.nih.gov/20331458/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-009636;module22b_evidence_register:M22B-EVID-009637	M22B-E009463;M22B-E009464	M22B-EVID-009636;M22B-EVID-009637		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20332214	PMID	20332214	https://pubmed.ncbi.nlm.nih.gov/20332214/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009835	M22B-E009662	M22B-EVID-009835		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20337660	PMID	20337660	https://pubmed.ncbi.nlm.nih.gov/20337660/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-000679	M22B-E001520	M22B-EVID-000679			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20347131	PMID	20347131	https://pubmed.ncbi.nlm.nih.gov/20347131/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-002336;module22b_evidence_register:M22B-EVID-002353	M22B-E002790;M22B-E002817	M22B-EVID-002336;M22B-EVID-002353			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20347817	PMID	20347817	https://pubmed.ncbi.nlm.nih.gov/20347817/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006573;module22b_evidence_register:M22B-EVID-008730	M22B-E006400;M22B-E008557	M22B-EVID-006573;M22B-EVID-008730		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20348279	PMID	20348279	https://pubmed.ncbi.nlm.nih.gov/20348279/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006224;module22b_evidence_register:M22B-EVID-008392	M22B-E006051;M22B-E008219	M22B-EVID-006224;M22B-EVID-008392		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20348907	PMID	20348907	https://pubmed.ncbi.nlm.nih.gov/20348907/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006842;module22b_evidence_register:M22B-EVID-009010	M22B-E006669;M22B-E008837	M22B-EVID-006842;M22B-EVID-009010		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20350137	PMID	20350137	https://pubmed.ncbi.nlm.nih.gov/20350137/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007505	M22B-E007332	M22B-EVID-007505		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20350599	PMID	20350599	https://pubmed.ncbi.nlm.nih.gov/20350599/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-004679;module22b_evidence_register:M22B-EVID-004680	M22B-E003560;M22B-E003561	M22B-EVID-004679;M22B-EVID-004680			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20351806	PMID	20351806	https://pubmed.ncbi.nlm.nih.gov/20351806/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-007838;module22b_evidence_register:M22B-EVID-007877;module22b_evidence_register:M22B-EVID-009289	M22B-E007665;M22B-E007704;M22B-E009116	M22B-EVID-007838;M22B-EVID-007877;M22B-EVID-009289		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20354117	PMID	20354117	https://pubmed.ncbi.nlm.nih.gov/20354117/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007500	M22B-E007327	M22B-EVID-007500		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20356845	PMID	20356845	https://pubmed.ncbi.nlm.nih.gov/20356845/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008914	M22B-E008741	M22B-EVID-008914		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20357818	PMID	20357818	https://pubmed.ncbi.nlm.nih.gov/20357818/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	5	module22b_evidence_register:M22B-EVID-003904;module22b_evidence_register:M22B-EVID-006038;module22b_evidence_register:M22B-EVID-007147;module22b_evidence_register:M22B-EVID-008186;module22b_evidence_register:M22B-EVID-009257	M22B-E002283;M22B-E005865;M22B-E006974;M22B-E008013;M22B-E009084	M22B-EVID-003904;M22B-EVID-006038;M22B-EVID-007147;M22B-EVID-008186;M22B-EVID-009257		high;medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20360006	PMID	20360006	https://pubmed.ncbi.nlm.nih.gov/20360006/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-004103;module22b_evidence_register:M22B-EVID-004104	M22B-E002543;M22B-E002544	M22B-EVID-004103;M22B-EVID-004104			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20360945	PMID	20360945	https://pubmed.ncbi.nlm.nih.gov/20360945/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008653	M22B-E008480	M22B-EVID-008653		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20360975	PMID	20360975	https://pubmed.ncbi.nlm.nih.gov/20360975/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-009536;module22b_evidence_register:M22B-EVID-009761	M22B-E009363;M22B-E009588	M22B-EVID-009536;M22B-EVID-009761		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20363924	PMID	20363924	https://pubmed.ncbi.nlm.nih.gov/20363924/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007155;module22b_evidence_register:M22B-EVID-009269	M22B-E006982;M22B-E009096	M22B-EVID-007155;M22B-EVID-009269		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20369697	PMID	20369697	https://pubmed.ncbi.nlm.nih.gov/20369697/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006614;module22b_evidence_register:M22B-EVID-008765	M22B-E006441;M22B-E008592	M22B-EVID-006614;M22B-EVID-008765		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20370576	PMID	20370576	https://pubmed.ncbi.nlm.nih.gov/20370576/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003369	M22B-E005285	M22B-EVID-003369			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20371567	PMID	20371567	https://pubmed.ncbi.nlm.nih.gov/20371567/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006519;module22b_evidence_register:M22B-EVID-008670	M22B-E006346;M22B-E008497	M22B-EVID-006519;M22B-EVID-008670		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20371701	PMID	20371701	https://pubmed.ncbi.nlm.nih.gov/20371701/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007283	M22B-E007110	M22B-EVID-007283		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20372080	PMID	20372080	https://pubmed.ncbi.nlm.nih.gov/20372080/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009722	M22B-E009549	M22B-EVID-009722		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20372826	PMID	20372826	https://pubmed.ncbi.nlm.nih.gov/20372826/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007625	M22B-E007452	M22B-EVID-007625		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20381604	PMID	20381604	https://pubmed.ncbi.nlm.nih.gov/20381604/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007328	M22B-E007155	M22B-EVID-007328		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20382118	PMID	20382118	https://pubmed.ncbi.nlm.nih.gov/20382118/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-005986;module22b_evidence_register:M22B-EVID-008151	M22B-E005813;M22B-E007978	M22B-EVID-005986;M22B-EVID-008151		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20382639	PMID	20382639	https://pubmed.ncbi.nlm.nih.gov/20382639/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-008062;module22b_evidence_register:M22B-EVID-009500	M22B-E007889;M22B-E009327	M22B-EVID-008062;M22B-EVID-009500		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20382852	PMID	20382852	https://pubmed.ncbi.nlm.nih.gov/20382852/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-002258	M22B-E001498	M22B-EVID-002258			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20383141	PMID	20383141	https://pubmed.ncbi.nlm.nih.gov/20383141/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009965	M22B-E009792	M22B-EVID-009965		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20384626	PMID	20384626	https://pubmed.ncbi.nlm.nih.gov/20384626/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007235	M22B-E007062	M22B-EVID-007235		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20385121	PMID	20385121	https://pubmed.ncbi.nlm.nih.gov/20385121/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009635	M22B-E009462	M22B-EVID-009635		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
