edge_id	module	source_node_id	target_node_id	source_label	relation_type	target_label	pathway_name	evidence_layer	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	evidence_ids	evidence_count	source_locator_count	exportable	consolidation_note
M22B-E000356	22B	NODE02373	NODE00268	SMAD1;SMAD5;SMAD8	BMP7-associated SMAD1/5/8 activity supports a dorsal spinal neural differentiation program	BMP7/SMAD-dependent neural differentiation program	cell_state_program	downstream_or_functional	reviewed_program_association	This is a shared BMP7 family program, not evidence for either exact BMPR1A-ACVR2B or BMPR1B-ACVR2B complex. The receptor-utilization study found ACVR2B low and not significant for the tested BMP activities, with stronger roles for ACVR2A/BMPR2 and ACVR1A/BMPR1A; the neural study did not isolate the submitted receptor pairs. The program is outside an SCI receiver context and does not establish SMAD occupancy at a named downstream locus.					medium	medium	M22B-EVID-000421	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000357	22B	NODE02373	NODE00273	SMAD1;SMAD5;SMAD8	GDF2/BMP9-ACVRL1/ACVR2A signaling activates SMAD1/5/8 and an ID1/ID3-dependent endothelial arterial/quiescence program	BMP9/GDF2-ACVRL1/ACVR2A endothelial ID1/ID3-EphrinB2 vascular-quiescence program	cell_state_program	downstream_or_functional	reviewed_program_association	The exact GDF2-ACVRL1/ACVR2A branch is strongly supported at receptor and pSMAD levels, with ID1/ID3 required for EphrinB2 and sprouting outputs. Direct SMAD occupancy at an endogenous ID1/ID3 locus and SCI receiver-cell relevance were not established.					medium-high	medium	M22B-EVID-000951	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000358	22B	NODE02373	NODE00997	SMAD1;SMAD5;SMAD8	GDF10 receptor signaling associates with a SMAD1/5/8-Smad7 program that restrains hepatic-stellate-cell activation	GDF10-BMPR2/ALK3-SMAD1/5/8-Smad7 hepatic-stellate-cell antifibrotic program	cell_state_program	downstream_or_functional	reviewed_program_association	This program row retains the broader SMAD1/5/8 pathway and antifibrotic cell-state output separately from the direct SMAD1/5-Smad7 edge. The exact queued BMPR2-only receptor label omits ALK3, SMAD8/SMAD9 paralog specificity is not established, and the disease model is liver fibrosis rather than SCI.					medium	medium	M22B-EVID-000089	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000359	22B	NODE02373	NODE01013	SMAD1;SMAD5;SMAD8	GDF6-BMPR1A/ACVR2A signaling is associated with a SMAD1/5/8-dependent mesenchymal anabolic differentiation program	GDF6-BMPR1A/ACVR2A-associated SMAD1/5/8 mesenchymal nucleus-pulposus-like program	cell_state_program	downstream_or_functional	reviewed_program_association	The exact BMPR1A/ACVR2A branch is best supported in mouse mesenchymal models, while the human study emphasizes BMPR2 expression. No direct SMAD occupancy at an endogenous target locus or SCI receiver-cell evidence was found.					medium	medium	M22B-EVID-000956	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000360	22B	NODE02373	NODE01017	SMAD1;SMAD5;SMAD8	GDF7 activity is associated with a BMP-SMAD1/5/8 and ID1-linked response in receptor-family comparator systems	GDF7-associated BMP-SMAD1/5/8-ID1 response program	cell_state_program	downstream_or_functional	reviewed_program_association	GDF7 pathway activity and type-II receptor-family involvement are supported, but neither submitted BMPR1A receptor composite was isolated in a direct ternary assay. ID1-linked reporter/program evidence does not establish direct SMAD binding or exact receptor-to-target coupling.					low-medium	medium	M22B-EVID-000958	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000361	22B	NODE02373	NODE01185	SMAD1;SMAD5;SMAD8	GDF10-BMPR2/ALK3-SMAD1/5/8 signaling is associated with reduced hepatic-stellate-cell activation and liver fibrosis	Hepatic stellate-cell activation and liver-fibrosis suppression phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	The antifibrotic outcome is kept distinct from TF-to-target evidence. Global Gdf10 knockout and multiple liver cell types limit cell-autonomous attribution, BMPR2/ALK3 receptor composition is not identical to the queued BMPR2-only label, and no SCI injury or repair phenotype was tested.					medium	medium	M22B-EVID-000090	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000362	22B	NODE02373	NODE01785	SMAD1;SMAD5;SMAD8	AMH receptor-complex signaling through redundant SMAD1/5/8 activity is associated with Müllerian duct regression	Müllerian duct regression and male reproductive-tract differentiation phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	This is a pathway-to-phenotype record, not a claim that SMAD1, SMAD5, or SMAD8 directly binds a target gene. Receptor redundancy and conditional-knockout design prevent assigning the phenotype to either submitted receptor composite alone; no SCI cell or injury endpoint was tested.					medium	medium	M22B-EVID-000086	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000370	22B	NODE02374	NODE01007	SMAD1;SMAD5;SMAD8;SOX9	GDF5 receptor-complex signaling is associated with a BMP-SMAD1/5/8 chondrogenic program including SOX9 and cartilage matrix genes	GDF5-BMPR1A/B-ACVR2A/B-associated chondrogenic and osteogenic differentiation program	cell_state_program	downstream_or_functional	reviewed_program_association	GDF5 receptor use and pSMAD1/5/8 are supported across related systems, but no assay couples each submitted receptor composite to a defined TF occupancy event. BMPR1B is generally the preferred type-I partner; SOX9 and matrix-gene expression are program outputs, not direct SMAD binding claims.					medium	medium	M22B-EVID-000954	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000371	22B	NODE02375	NODE00082	SMAD1;SMAD5;SMAD9	BMP8A perturbation is associated with reduced adipocyte differentiation and protection from obesity or lipid accumulation	Adipocyte differentiation, lipid accumulation, and obesity phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	The phenotype is not evidence that SMAD1, SMAD5, or SMAD9 directly regulates a target gene. The paper attributes the strongest 3T3-L1 adipogenesis mechanism to SMAD2/3 and PPAR-gamma, which is not transferred to the submitted SMAD1/5/9 handoffs; exact receptor-complex identity and SCI relevance remain unresolved.					medium	medium	M22B-EVID-000093	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000372	22B	NODE02375	NODE00270	SMAD1;SMAD5;SMAD9	BMP8A receptor-context signaling associates with a SMAD1/5/8 adipocyte-differentiation program	BMP8A-SMAD1/5/8 adipocyte signaling program	cell_state_program	downstream_or_functional	reviewed_program_association	The primary BMP8A study supports component-wise receptor reporter activity and pSMAD1/5/8, but its dominant adipocyte mechanism is SMAD2/3 and it does not isolate either submitted ACVR1-ACVR2A or ACVR1-BMPR2 complex. SMAD9-specific activity is not separated from the pSMAD1/5/8 readout, and the models are metabolic comparators rather than SCI cells.					medium	medium	M22B-EVID-000092	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000374	22B	NODE02376	NODE00272	SMAD1;SMAD5;SMAD9;SMAD2;SMAD3	BMP8B-associated SMAD signaling supports a hepatic-stellate inflammatory activation program	BMP8B/SMAD1/5/9-SMAD2/3 hepatic-stellate inflammatory activation program	cell_state_program	downstream_or_functional	reviewed_program_association	The study supports a ligand-level BMP8B program across multiple receptor contexts but does not selectively reconstitute or perturb the exact ACVR1-ACVR2B complex. Multiple type-I/type-II receptor inhibitors, reporter outputs, and phospho-SMAD measurements cannot establish exact receptor stoichiometry or a direct terminal TF-target edge. The models are hepatic/metabolic rather than SCI receiver cells.					medium	medium	M22B-EVID-000423	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000375	22B	NODE02377	NODE01958	SMAD2	No direct SMAD2 target gene was assigned to the submitted MSTN receptor-complex handoffs	null	none_identified	downstream_or_functional	unresolved	SMAD2 activation and receptor pathway membership are not promoted to a direct TF-target claim; exact submitted receptor composition and SCI receiver-cell relevance remain open.					low	medium	M22B-EVID-000045	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000376	22B	NODE02377	NODE01958	SMAD2	No direct SMAD2 target gene was assigned to the submitted Nodal receptor-complex handoffs	null	none_identified	downstream_or_functional	unresolved	Nodal-induced SMAD2 activation, receptor-complex context, and phenotype are not promoted to a direct TF-target claim; exact ACVR1C-ACVR2A/ACVR2B-CFC1 composition and SCI relevance remain unresolved.					low	medium	M22B-EVID-000048	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000377	22B	NODE02377	NODE01958	SMAD2	SMAD2-specific target assignment unresolved	null	none_identified	downstream_or_functional	unresolved	SMAD3/4 evidence is not silently transferred to SMAD2; receptor identity, cofactor use, and SCI receiver-cell context remain open.					unresolved	medium	M22B-EVID-000026	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000378	22B	NODE02379	NODE00968	SMAD2/3	Activin A-ACVR1B signaling recruits SMAD2/3 and FOXL2 to the Fst intronic enhancer and drives follistatin transcription	Fst	target_gene	ligand_receptor_or_direct_molecular	reviewed_direct_target	The direct occupancy study supports the ACVR1B/ALK4 branch but does not isolate ACVR2A from ACVR2B, so the two exact type-II receptor handoffs are joined with that complex-level limitation. The gonadotrope model is not an SCI receiver-cell assay and no CHAT, ADM, or ADO source context is implicated.					high	medium	M22B-EVID-000378	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000379	22B	NODE02379	NODE02364	SMAD2/3	The exact reviewed branch is associated with SMAD2/3 activity and a downstream transcriptional program; no single TF-target edge is claimed	SMAD transcriptional program	cell_state_program	downstream_or_functional	reviewed_program_association	The primary evidence supports a bounded SMAD2/3 pathway/program association in the cited model, not direct TF binding or TF-target regulation. TGFBR1/ALK5 is a type-I component of a complex that also requires ACVR2A, ACVR2B, or TGFBR2; this row does not assert a standalone TGFBR1 receptor or a single universal type-II partner It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Bmp8a Tgfbr1 handoff has the same downstream TF context.;The primary evidence supports a bounded SMAD2/3 pathway/program association in the cited model, not direct TF binding or TF-target regulation. TGFBR2 is supported as a type-II component with TGFBR1/ALK5; the primary study does not show TGFBR2 paired with BMPR1A/B in the canonical SMAD1/5/8 branch It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Bmp8a Tgfbr2 handoff has the same downstream TF context.;The primary evidence supports a bounded SMAD2/3 pathway/program association in the cited model, not direct TF binding or TF-target regulation. Primary work supports GDF11 binding to ActRIIA and ALK4-containing receptor complexes, but type-II redundancy and separate receptor-reconstitution contexts limit a universal native-complex claim. ALK5/ALK7 are alternative type-I branches; no terminal TF was assigned. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Gdf11 Acvr1b_Acvr2a handoff has the same downstream TF context.;The primary evidence supports a bounded SMAD2/3 pathway/program association in the cited model, not direct TF binding or TF-target regulation. The structural study directly resolves GDF11/ActRIIB/ALK5, while developmental genetic evidence supports Acvr2b/Alk5 interaction. Phenotypes are context-specific and do not establish a unique terminal TF or SCI-cell output. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Gdf11 Acvr2b_Tgfbr1 handoff has the same downstream TF context.;The primary evidence supports a bounded SMAD2/3 pathway/program association in the cited model, not direct TF binding or TF-target regulation. The study validates receptor dependence with ectodomain blockade, gain-of-function, and knockdown rather than a purified ternary structure. Receptor usage and cellular outputs are ovarian-context specific; no terminal TF was directly assigned. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Gdf9 Bmpr2_Tgfbr1 handoff has the same downstream TF context.					medium	medium	M22B-EVID-002886;M22B-EVID-002887;M22B-EVID-003654;M22B-EVID-003657;M22B-EVID-003687	5	5	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000380	22B	NODE02380	NODE02364	SMAD2/3;SMAD4	The exact reviewed branch is associated with SMAD2/3;SMAD4 activity and a downstream transcriptional program; no single TF-target edge is claimed	SMAD transcriptional program	cell_state_program	downstream_or_functional	reviewed_program_association	The primary evidence supports a bounded SMAD2/3;SMAD4 pathway/program association in the cited model, not direct TF binding or TF-target regulation. The exact positive evidence is strongest for a CFC1/Cripto-dependent complex and often uses GDF1 as a Nodal co-ligand or heterodimer. ACVR2A/B usage and native stoichiometry vary by context; no terminal TF was directly measured. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Gdf1 Acvr1b_Acvr2b handoff has the same downstream TF context.;The primary evidence supports a bounded SMAD2/3;SMAD4 pathway/program association in the cited model, not direct TF binding or TF-target regulation. The exact complex study uses crosslinking and a processed/prodomain-engineered GDF3 construct, while newer purified-receptor work emphasizes ACVR2A/B and ALK5. Exact native stoichiometry, ligand processing, and cell-context dependence remain limitations; no terminal TF was assigned. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Gdf3 Acvr1b_Acvr2a handoff has the same downstream TF context.;The primary evidence supports a bounded SMAD2/3;SMAD4 pathway/program association in the cited model, not direct TF binding or TF-target regulation. The exact complex study uses crosslinking and a processed/prodomain-engineered GDF3 construct, while newer purified-receptor work emphasizes ACVR2A/B and ALK5. Exact native stoichiometry, ligand processing, and cell-context dependence remain limitations; no terminal TF was assigned. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Gdf3 Acvr1b_Acvr2b handoff has the same downstream TF context.					medium	medium	M22B-EVID-003646;M22B-EVID-003667;M22B-EVID-003668	3	3	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000381	22B	NODE02381	NODE02696	SMAD2/Sp1	Activin A induces VEGFA transcription through SMAD2-SP1 cooperation	VEGFA	target_gene	downstream_or_functional	reviewed_regulatory_support	The study supports functional promoter regulation without a direct SMAD2 or Sp1 occupancy assay at endogenous VEGFA and does not resolve ACVR2A versus ACVR2B. It is a cancer-cell context rather than an SCI receiver model; pathway or promoter support is not treated as a direct TF-target claim.					medium	medium	M22B-EVID-000379	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000382	22B	NODE02382	NODE00271	SMAD2;SMAD3	BMP8A-associated SMAD2/3 signaling suppresses adipocyte differentiation through PPARgamma-associated regulation	BMP8A/SMAD2/3 adipocyte-differentiation program	cell_state_program	downstream_or_functional	reviewed_program_association	This shared BMP8A program does not validate either exact BMPR1A-ACVR2B or BMPR1B-ACVR2B pair. The primary adipocyte study implicates ALK4/ALK5 with ACVR2A, ACVR2B, or TGFBR2 and does not selectively reconstitute or perturb the submitted type-I receptor complexes; the granulosa study is a separate model. PPARgamma promoter binding is retained as context for the program, not as an exact-pair TF-target claim.					medium	medium	M22B-EVID-000422	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000383	22B	NODE02382	NODE01772	SMAD2;SMAD3	MSTN receptor-complex signaling through SMAD2/3 associates with myogenic growth and differentiation restraint	MSTN-SMAD2/3 myogenic growth and differentiation restraint program	cell_state_program	downstream_or_functional	reviewed_program_association	The studies support receptor-proximal SMAD2/3 activation and myogenic outcomes, not direct SMAD2- or SMAD3-binding at a target gene. Receptor redundancy and cell context limit assignment to every submitted complex.					medium	medium	M22B-EVID-000044	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000384	22B	NODE02382	NODE01867	SMAD2;SMAD3	GDF1-containing Nodal complexes with Activin type-II receptors and EGF-CFC context activate SMAD2/3-associated developmental transcription	Nodal-GDF1/EGF-CFC-dependent endoderm and embryonic-patterning program	cell_state_program	downstream_or_functional	reviewed_program_association	The primary studies support GDF1-containing Nodal signaling and SMAD2/3-associated transcription, but the submitted ACVR1C-CFC1 stoichiometry and direct GDF1 binding to that exact composite were not isolated. No exact target gene was assigned.					low-medium	medium	M22B-EVID-000948	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000385	22B	NODE02382	NODE01868	SMAD2;SMAD3	Nodal ACVR1C/ALK7 receptor-complex signaling associates with SMAD2/3-dependent developmental or beta-cell response programs	Nodal-SMAD2/3-SMAD4-FOXH1 developmental and beta-cell response program	cell_state_program	downstream_or_functional	reviewed_program_association	The studies support Nodal-ALK7/Cripto receptor-complex signaling and SMAD2/3 activation or developmental output, not direct SMAD2/3 binding to a target gene. ACVR2A versus ACVR2B and the full ACVR1C-ACVR2-CFC1 composition are context dependent.					medium	medium	M22B-EVID-000047	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000387	22B	NODE02383	NODE00868	SMAD3	FBN1-alphaVbeta6 signaling activates latent TGF-beta1 and is associated with SMAD3 phosphorylation and endothelial or kidney-injury outcomes	FBN1-alphaVbeta6/TGF-beta1-associated endothelial and kidney-injury phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	The queue label ITGB6 represents the beta subunit, whereas the direct receptor context is alphaVbeta6. SMAD3 phosphorylation is an activation readout and is not evidence of SMAD3-to-target binding.					medium	medium	M22B-EVID-000042	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000389	22B	NODE02383	NODE01958	SMAD3	No direct SMAD3 target gene was assigned to the submitted MSTN receptor-complex handoffs	null	none_identified	downstream_or_functional	unresolved	SMAD3 activation and myogenic phenotype are not promoted to a direct TF-target claim; exact submitted receptor composition and SCI receiver-cell relevance remain open.					low	medium	M22B-EVID-000046	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000390	22B	NODE02383	NODE01958	SMAD3	No direct SMAD3 target gene was assigned to the submitted Nodal receptor-complex handoffs	null	none_identified	downstream_or_functional	unresolved	Nodal-induced SMAD3 activation, receptor-complex context, and phenotype are not promoted to a direct TF-target claim; exact ACVR1C-ACVR2A/ACVR2B-CFC1 composition and SCI relevance remain unresolved.					low	medium	M22B-EVID-000049	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000391	22B	NODE02384	NODE00516	SMAD3;SMAD4	SMAD3-SMAD4 direct type-I-collagen promoter regulation	COL1A2	target_gene	downstream_or_functional	reviewed_direct_target	Evidence is for the human COL1A2 promoter in skin fibroblasts and identifies SMAD3 as the key Smad; collagen regulation is not transferred to SMAD2 or to any exact queued ligand/receptor complex.					high	medium	M22B-EVID-000021	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000392	22B	NODE02384	NODE00594	SMAD3;SMAD4	SMAD3-SMAD4-supported CTGF promoter regulation	CTGF/CCN2	target_gene	downstream_or_functional	reviewed_regulatory_support	Promoter and EMSA evidence supports SMAD3/4-dependent regulation, while ERK and Src are also required; this is a rat osteoblast model and does not establish an isolated Smad3/4-only mechanism for the submitted upstream pairs.					medium-high	medium	M22B-EVID-000022	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000393	22B	NODE02384	NODE01545	SMAD3;SMAD4	SMAD3-SMAD4 direct c-Jun promoter regulation with AP-1 cooperation	JUN/c-JUN	target_gene	downstream_or_functional	reviewed_direct_target	The promoter edge requires cooperation with AP-1 and is not evidence that upstream BMP8B, GDF11, activin, or MSTN handoffs uniquely activate JUN; no SCI receiver-cell weighting is assigned.					high	medium	M22B-EVID-000020	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000394	22B	NODE02384	NODE02323	SMAD3;SMAD4	SMAD3-SMAD4 direct PAI-1 promoter regulation	SERPINE1/PAI-1	target_gene	downstream_or_functional	reviewed_direct_target	The direct edge is SMAD3-SMAD4, not an undifferentiated SMAD2/3 candidate; it does not prove SMAD2 participation, exact BMP8B/activin/MSTN receptor use, or an SCI receiver-cell output.					high	medium	M22B-EVID-000019	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000395	22B	NODE02384	NODE00930	SMAD3;SMAD4	SMAD3/4-associated extracellular-matrix and wound-response module	fibroinflammatory ECM program (SERPINE1, COL1A2, CTGF)	target_module	downstream_or_functional	reviewed_program_association	This is a cross-model program association, not a claim that every listed SMAD2/3 handoff drives fibrosis; SMAD2, receptor-complex identity, ligand processing, cofactors, and SCI cell state remain unresolved.					medium	medium	M22B-EVID-000023	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000396	22B	NODE02386	NODE01958	SMAD5;SMAD8	SMAD5/8-specific target assignment remains unresolved beyond the SMAD1-SMAD4-supported Id1 edge	null	none_identified	downstream_or_functional	unresolved	SMAD1 or SMAD5 family evidence is not silently transferred to SMAD8, and the exact BMP ligand-receptor and SCI cell context remain unresolved.					low	medium	M22B-EVID-000041	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000397	22B	NODE02388	NODE01958	SMAD8	No SMAD8-specific target gene was resolved for the GDF10 handoff	null	none_identified	downstream_or_functional	unresolved	SMAD1/5 occupancy and promoter causality are not silently transferred to SMAD8/SMAD9. The queued receptor label omits ALK3, and pSMAD1/5/8 immunoblotting alone cannot establish SMAD8-specific target binding or activation in an SCI context.					low	medium	M22B-EVID-000091	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000398	22B	NODE02389	NODE01958	SMAD9	SMAD9-specific target assignment unresolved	null	none_identified	downstream_or_functional	unresolved	SMAD1/5/8 target evidence is not silently transferred to SMAD9; exact ACVRL1/AMHR2 complex activation and SMAD9 target selectivity remain open.					unresolved	medium	M22B-EVID-000025	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000399	22B	NODE02400	NODE00711	SOX2	ECM1 interaction with ITGB4 is associated with FAK/GSK3B signaling and SOX2-linked stemness and metabolic output	ECM1-ITGB4-FAK/GSK3B-SOX2-HIF1A gastric-cancer stemness program	cell_state_program	downstream_or_functional	reviewed_program_association	The study supports an ECM1-ITGB4 functional relay but not a defined alpha-integrin heterodimer or SOX2 occupancy at a target gene; the model is gastric cancer.					medium	medium	M22B-EVID-000204	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000400	22B	NODE02400	NODE00712	SOX2	ECM1-ITGB4-SOX2 signaling is associated with tumor-cell metastasis, glucose uptake, and EMT-like output	ECM1-ITGB4-SOX2-associated gastric-cancer metastasis and glucose-metabolism phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	The phenotype is a gastric-cancer output and does not establish direct SOX2 target binding or relevance to SCI receiver cells.					medium	medium	M22B-EVID-000205	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000402	22B	NODE02401	NODE00097	SOX9	Agrin signaling through alpha-dystroglycan and LRP4 is associated with SOX9-linked chondrocyte differentiation and matrix production	Agrin-DAG1/LRP4-SOX9 articular-chondrocyte homeostasis and chondrogenic program	cell_state_program	downstream_or_functional	reviewed_program_association	The primary study requires an LRP4 and alpha-dystroglycan receptor repertoire,whereas the supplied handoff names DAG1 alone. SOX9 expression and cartilage output support a cell-state program,not direct SOX9 binding to a target gene; the models are cartilage and osteoarthritis comparators rather than SCI.					medium	medium	M22B-EVID-000162	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000403	22B	NODE02401	NODE00096	SOX9	Agrin-DAG1/LRP4 signaling is associated with enhanced cartilage matrix formation and protection of chondrocyte homeostasis	Agrin-associated cartilage formation and articular-chondrocyte homeostasis phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	The phenotype is downstream of agrin receptor/coreceptor signaling and does not establish a direct SOX9 target edge. The exact DAG1-only route and any SCI stromal or neural relevance were not tested.					medium	medium	M22B-EVID-000163	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000404	22B	NODE02401	NODE02569	SOX9	TIP39/PTH2R signaling is associated with altered SOX9 expression and a chondrocyte differentiation program	TIP39-PTH2R-SOX9 chondrocyte differentiation and proliferation program	cell_state_program	downstream_or_functional	reviewed_program_association	The primary study supports PTH2R/TIP39 regulation of SOX9 expression and promoter activity but not SOX9 occupancy at a target gene. The promoter reporter does not establish direct TF binding, and the cartilage models are not SCI receiver cells.					medium	medium	M22B-EVID-000171	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000405	22B	NODE02401	NODE02568	SOX9	TIP39/PTH2R signaling is associated with reduced chondrocyte proliferation and altered cartilage differentiation	TIP39-PTH2R-associated inhibition of chondrocyte proliferation and differentiation phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	The phenotype is downstream of PTH2R signaling and does not establish a direct SOX9 target edge or a unique PTH2R-to-SOX9 mechanism in SCI. TIP39/PTH2R receptor expression and effects are tissue and developmental-stage dependent.					medium	medium	M22B-EVID-000172	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000406	22B	NODE02402	NODE02403	SP1	The exact reviewed branch is associated with SP1 activity and a downstream transcriptional program; no single TF-target edge is claimed	SP1-associated motility program	cell_state_program	downstream_or_functional	reviewed_program_association	The primary evidence supports a bounded SP1 pathway/program association in the cited model, not direct TF binding or TF-target regulation. The primary mechanistic evidence is cancer-cell and endothelial-context dependent and reports an inhibitory rather than agonist-like branch; related ANGPTL1 literature includes a retracted later paper, which was excluded from this record. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Angptl1 ITGA1_ITGB1 handoff has the same downstream TF context.					medium	medium	M22B-EVID-002692	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000407	22B	NODE02448	NODE01202	STAT1	Ccl7-Ccr1 activation increases STAT1 occupancy and transcriptional regulation of glycolytic genes	HK1; LDHB; SLC2A1 glycolysis target module	target_module	downstream_or_functional	reviewed_direct_target	This is an exact Ccl7-Ccr1 downstream occupancy/regulation record in mouse macrophages, but not an SCI receiver model. The glycolytic target module and KAT2A-mediated STAT1 succinylation are context-specific; Ccl7-Ccr2/Ccr3/Ccr1l1, Ackr1, other CCL ligands, and shared chemokine programs were not substituted.					medium-high	medium	M22B-EVID-000461	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000408	22B	NODE02448	NODE01631	STAT1	LGALS8-ITGA3/ITGB1 signaling is associated with STAT1 activation and endothelial injury/apoptosis	LGALS8-ITGA3/ITGB1-associated endothelial apoptosis phenotype	phenotype	downstream_or_functional	reviewed_phenotype_only	The evidence links the ligand/integrin context to STAT1 activation and phenotype, not to a STAT1-bound target gene or enhancer. The direct alpha3-beta1 complex, inflammatory co-stimulation, and endothelial model are not an SCI receiver-cell target assay.					medium	medium	M22B-EVID-000061	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000412	22B	NODE02448	NODE01958	STAT1	STAT1-specific target assignment for the IFN-gamma-IFNGR1/2 handoff remains unresolved	null	none_identified	downstream_or_functional	unresolved	IFN-gamma GAF/STAT1 activation is not evidence for a specific STAT1 target gene, and type-I ISGF3 target evidence is not silently transferred to the IFN-gamma branch.					low	medium	M22B-EVID-000035	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000414	22B	NODE02450	NODE01360	STAT1;STAT2;IRF9	ISGF3 binds ISREs to regulate a shared antiviral interferon-stimulated gene program	ISRE-containing interferon-stimulated antiviral gene program	cell_state_program	downstream_or_functional	reviewed_direct_target	The direct evidence is for the ISGF3 complex and ISRE-containing genes, with strongest primary perturbation and chromatin evidence in type-I interferon models. IFN-lambda handoffs share the receptor-proximal ISGF3 architecture but were not all tested ligand-by-ligand in this target-level evidence.;The direct evidence is for the ISGF3 complex and ISRE-containing genes, with strongest primary chromatin evidence in type-I interferon models. It supports a shared STAT1/STAT2/IRF9 program, not exact Ifna9 or Ifnab receptor-specific target induction, and does not apply to the IFN-gamma GAF branch.					high	medium	M22B-EVID-000011;M22B-EVID-000029	2	2	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000415	22B	NODE02450	NODE01360	STAT1;STAT2;IRF9	Type-I-interferon receptor signaling induces ISGF3 binding at a shared ISRE antiviral program	ISRE-containing interferon-stimulated antiviral gene program	cell_state_program	downstream_or_functional	reviewed_direct_target	The direct evidence is for the ISGF3 complex and ISRE-containing genes, not a ligand-by-ligand Ifne or Ifnk experiment. IFNE/IFNK receptor usage, tissue restriction, and SCI receiver-cell relevance remain unresolved.					high	medium	M22B-EVID-000052	1	1	true	Direct, pathway, program, and functional layers remain distinct.
