record_id	source_queue_id	module	edge_id	record_type	evidence_node_id	evidence_node_label	output_term	claim_status	linkage_status	edge_semantic_class	confidence_tier	source_locator	source_evidence_ids	citation_note	evidence_summary	limitations	missing_layers	causal_status	traversal_status
M21B-DOWNSTREAM-EVID:002448	M21B-DOWNSTREAM:01548	21B	M21B-E005103	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:18660502; PMCID:PMC2555994; https://pubmed.ncbi.nlm.nih.gov/18660502/	M21B-EVID-005046	Review lead: PMCID:PMC3389612, Receptor complexes for each of the Class 3 Semaphorins; PMCID:PMC5160038, Class 3 semaphorins in cardiovascular development; review-cited primary: PMID:18660502; PMCID:PMC2555994; https://pubmed.ncbi.nlm.nih.gov/18660502/; primary locator: PMID:18660502; PMCID:PMC2555994; https://pubmed.ncbi.nlm.nih.gov/18660502/	Primary-supported claim: The reviews identify NRP2 with PlexinA1 as a functional SEMA3F receptor complex; the cited primary human glioma and endothelial-cell study reports SEMA3F-dependent complex formation and receptor-dependent cytoskeletal and migration responses. Primary model/assay: Human U87MG glioma cells and HUVEC; SEMA3F stimulation; NRP2/PlexinA1 co-immunoprecipitation, PlexinA1 cytoplasmic-domain deletion, ABL2/p190RhoGAP knockdown, RhoA, cytoskeleton-collapse and migration assays.	Promote only the SEMA3F–NRP2/PlexinA1 complex-level activation/function edge. The primary supports complex formation and receptor-dependent response but not a purified ternary binding stoichiometry; preserve NRP2 as ligand-binding component, PlexinA1 as signal-transducing component, human tumor/endothelial context, and no SCI or terminal-TF inference.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002449	M21B-DOWNSTREAM:01549	21B	M21B-E005105	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:29400700; PMCID:PMC5801490; https://pubmed.ncbi.nlm.nih.gov/29400700/	M21B-EVID-005048	Review lead: PMCID:PMC3389612, Receptor complexes for each of the Class 3 Semaphorins; PMCID:PMC4980550, Plexin activation and semaphorin signaling review; review-cited primary: PMID:29400700; PMCID:PMC5801490; https://pubmed.ncbi.nlm.nih.gov/29400700/; primary locator: PMID:29400700; PMCID:PMC5801490; https://pubmed.ncbi.nlm.nih.gov/29400700/	Primary-supported claim: The reviews identify neuropilin/plexin receptor-complex organization for class-3 semaphorins; the cited primary study reports SEMA3C proximity and binding to NRP1 and PlexinB1 in a receptor-dependent context, with receptor knockdown reducing downstream RTK and growth responses. Primary model/assay: Human DU145 prostate-cancer cells; recombinant SEMA3C-Fc/AP; cell-surface proximity ligation and binding assays, PlexinB1/NRP1/NRP2 knockdown, EGFR/HER2/MET phosphorylation and proliferation assays.	Promote only SEMA3C–NRP1/PlexinB1 receptor-complex activation/function in the human DU145 model. PLA reports nanoscale proximity rather than purified ternary stoichiometry; preserve PlexinB1-dependent NRP1 association, RTK-transactivation context, and no SCI or terminal-TF inference.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002450	M21B-DOWNSTREAM:01549	21B	M21B-E005105	generic_output_evidence		phosphorylation or activation readout	phosphorylation_or_activation_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:29400700; PMCID:PMC5801490; https://pubmed.ncbi.nlm.nih.gov/29400700/	M21B-EVID-005048	Review lead: PMCID:PMC3389612, Receptor complexes for each of the Class 3 Semaphorins; PMCID:PMC4980550, Plexin activation and semaphorin signaling review; review-cited primary: PMID:29400700; PMCID:PMC5801490; https://pubmed.ncbi.nlm.nih.gov/29400700/; primary locator: PMID:29400700; PMCID:PMC5801490; https://pubmed.ncbi.nlm.nih.gov/29400700/	Primary-supported claim: The reviews identify neuropilin/plexin receptor-complex organization for class-3 semaphorins; the cited primary study reports SEMA3C proximity and binding to NRP1 and PlexinB1 in a receptor-dependent context, with receptor knockdown reducing downstream RTK and growth responses. Primary model/assay: Human DU145 prostate-cancer cells; recombinant SEMA3C-Fc/AP; cell-surface proximity ligation and binding assays, PlexinB1/NRP1/NRP2 knockdown, EGFR/HER2/MET phosphorylation and proliferation assays.	Promote only SEMA3C–NRP1/PlexinB1 receptor-complex activation/function in the human DU145 model. PLA reports nanoscale proximity rather than purified ternary stoichiometry; preserve PlexinB1-dependent NRP1 association, RTK-transactivation context, and no SCI or terminal-TF inference.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002451	M21B-DOWNSTREAM:01550	21B	M21B-E005106	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:36720439; https://pubmed.ncbi.nlm.nih.gov/36720439/	M21B-EVID-005049	Review lead: PMID:42634324, Targeting Semaphorin-plexin Signaling in Glioblastoma; PMCID:PMC3389612, Receptor complexes for each of the Class 3 Semaphorins; review-cited primary: PMID:36720439; https://pubmed.ncbi.nlm.nih.gov/36720439/; primary locator: PMID:36720439; https://pubmed.ncbi.nlm.nih.gov/36720439/	Primary-supported claim: The review leads describe class-3 semaphorin neuropilin/plexin receptor-complex organization; the cited primary study reports SEMA3G-dependent human vascular smooth-muscle proliferation and migration that are attenuated by NRP2/PlexinA1 inhibition. Primary model/assay: Human aortic smooth-muscle cells; endothelial-cell-derived SEMA3G; NRP2/PlexinA1 inhibition, proliferation/migration, MMP2/MMP9, LATS1/YAP and verteporfin assays; diabetic mouse aorta/femoral-injury comparator.	Promote only SEMA3G–NRP2/PlexinA1 complex-dependent VSMC activation/function. The primary uses receptor inhibition rather than purified ternary binding; preserve human VSMC/diabetes and mouse vascular context, avoid a universal NRP2 signal or SCI/terminal-TF inference.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002452	M21B-DOWNSTREAM:01551	21B	M21B-E005107	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:22496621; PMCID:PMC3323899; https://pubmed.ncbi.nlm.nih.gov/22496621/	M21B-EVID-005050	Review lead: PMCID:PMC11412186, Netrin-4: Focus on Its Role in Axon Guidance, Tissue Stability, Angiogenesis and Tumors; PMCID:PMC5689739, Interest of integrins targeting in glioblastoma according to tumor heterogeneity and cancer stem cell paradigm; review-cited primary: PMID:22496621; PMCID:PMC3323899; https://pubmed.ncbi.nlm.nih.gov/22496621/; primary locator: PMID:22496621; PMCID:PMC3323899; https://pubmed.ncbi.nlm.nih.gov/22496621/	Primary-supported claim: The review leads identify a primary study in which Netrin-4 interacts with integrin beta-4 and promotes glioblastoma-cell proliferation through AKT-mTOR signaling. Primary model/assay: Human U251MG, U87MG and U373MG glioblastoma cells and primary astrocyte comparator; NTN4 tandem-affinity purification/mass spectrometry, co-immunoprecipitation, colocalization, ITGB4 overexpression/knockdown, recombinant NTN4 proliferation and AKT/mTOR assays.	Promote only NTN4 association with the integrin-beta4-containing context and bounded glioblastoma proliferation/AKT-mTOR function. ITGB4 is an integrin subunit rather than an autonomous receptor; preserve concentration-dependent/biphasic NTN4 effects and do not infer a canonical netrin relay, SCI outcome or terminal-TF output.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002453	M21B-DOWNSTREAM:01551	21B	M21B-E005107	generic_output_evidence		second messenger readout	second_messenger_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:22496621; PMCID:PMC3323899; https://pubmed.ncbi.nlm.nih.gov/22496621/	M21B-EVID-005050	Review lead: PMCID:PMC11412186, Netrin-4: Focus on Its Role in Axon Guidance, Tissue Stability, Angiogenesis and Tumors; PMCID:PMC5689739, Interest of integrins targeting in glioblastoma according to tumor heterogeneity and cancer stem cell paradigm; review-cited primary: PMID:22496621; PMCID:PMC3323899; https://pubmed.ncbi.nlm.nih.gov/22496621/; primary locator: PMID:22496621; PMCID:PMC3323899; https://pubmed.ncbi.nlm.nih.gov/22496621/	Primary-supported claim: The review leads identify a primary study in which Netrin-4 interacts with integrin beta-4 and promotes glioblastoma-cell proliferation through AKT-mTOR signaling. Primary model/assay: Human U251MG, U87MG and U373MG glioblastoma cells and primary astrocyte comparator; NTN4 tandem-affinity purification/mass spectrometry, co-immunoprecipitation, colocalization, ITGB4 overexpression/knockdown, recombinant NTN4 proliferation and AKT/mTOR assays.	Promote only NTN4 association with the integrin-beta4-containing context and bounded glioblastoma proliferation/AKT-mTOR function. ITGB4 is an integrin subunit rather than an autonomous receptor; preserve concentration-dependent/biphasic NTN4 effects and do not infer a canonical netrin relay, SCI outcome or terminal-TF output.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002454	M21B-DOWNSTREAM:01552	21B	M21B-E005108	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19193855; PMCID:PMC2635839; PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/19193855/	M21B-EVID-005051	Review lead: PMCID:PMC11412186, Netrin-4: Focus on Its Role in Axon Guidance, Tissue Stability, Angiogenesis and Tumors; PMCID:PMC3959782, Netrin Ligands and Receptors: Lessons from neurons to the endothelium; review-cited primary: PMID:19193855; PMCID:PMC2635839; PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/19193855/; primary locator: PMID:19193855; PMCID:PMC2635839; PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/19193855/	Primary-supported claim: The reviews identify primary evidence that netrin-4 binds laminin gamma-1 and participates in a functional laminin gamma-1/alpha6beta1 complex; the cited primary studies directly support NTN4-laminin gamma-1 binding and bounded basement-membrane or neural-stem-cell function. Primary model/assay: Mouse adult neural stem cells and primary neural progenitors; recombinant netrin-4, laminin gamma-1-chain binding/co-immunoprecipitation and ELISA, alpha6beta1-dependent adhesion, ERK1/2 phosphorylation, proliferation and migration assays; mouse basement-membrane and salivary-gland explant comparator systems.	Promote only direct NTN4 association with extracellular laminin gamma-1. Laminin gamma-1 is an extracellular-matrix scaffold rather than an autonomous signaling receptor; preserve the NTN4-laminin-gamma-1-alpha6beta1 ternary context, basement-membrane/olfactory neural-stem-cell models, and no SCI or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002455	M21B-DOWNSTREAM:01552	21B	M21B-E005108	generic_output_evidence		phosphorylation or activation readout	phosphorylation_or_activation_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19193855; PMCID:PMC2635839; PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/19193855/	M21B-EVID-005051	Review lead: PMCID:PMC11412186, Netrin-4: Focus on Its Role in Axon Guidance, Tissue Stability, Angiogenesis and Tumors; PMCID:PMC3959782, Netrin Ligands and Receptors: Lessons from neurons to the endothelium; review-cited primary: PMID:19193855; PMCID:PMC2635839; PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/19193855/; primary locator: PMID:19193855; PMCID:PMC2635839; PMID:17588941; https://pubmed.ncbi.nlm.nih.gov/19193855/	Primary-supported claim: The reviews identify primary evidence that netrin-4 binds laminin gamma-1 and participates in a functional laminin gamma-1/alpha6beta1 complex; the cited primary studies directly support NTN4-laminin gamma-1 binding and bounded basement-membrane or neural-stem-cell function. Primary model/assay: Mouse adult neural stem cells and primary neural progenitors; recombinant netrin-4, laminin gamma-1-chain binding/co-immunoprecipitation and ELISA, alpha6beta1-dependent adhesion, ERK1/2 phosphorylation, proliferation and migration assays; mouse basement-membrane and salivary-gland explant comparator systems.	Promote only direct NTN4 association with extracellular laminin gamma-1. Laminin gamma-1 is an extracellular-matrix scaffold rather than an autonomous signaling receptor; preserve the NTN4-laminin-gamma-1-alpha6beta1 ternary context, basement-membrane/olfactory neural-stem-cell models, and no SCI or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002456	M21B-DOWNSTREAM:01553	21B	M21B-E005110	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	M21B-EVID-005053	Review lead: PMCID:PMC2768972, The netrin protein family; PMCID:PMC3959782, Netrin Ligands and Receptors: Lessons from neurons to the endothelium; PMCID:PMC6408995, Netrin Family: Role for Protein Isoforms in Cancer; review-cited primary: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/; primary locator: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	Primary-supported claim: The reviews identify the primary receptor-specificity study showing that mouse netrin-3 binds DCC and other netrin receptors; the primary reports saturable receptor binding and netrin-3-dependent axon outgrowth/repulsion assays. Primary model/assay: Mouse netrin-3(VI.V)-Fc and receptor-expressing COS-7/293 cells; equilibrium binding to DCC, receptor-binding comparison, E13 dorsal spinal-cord explants for axon outgrowth and E11 hindbrain/midbrain junction explants for repulsion.	Promote direct NTN3-DCC binding with bounded netrin-3 axon-guidance context. Preserve the lower affinity relative to neogenin/UNC5 receptors, mature/domain-specific netrin-3 construct, developmental explant models, and no SCI or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002457	M21B-DOWNSTREAM:01554	21B	M21B-E005111	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	M21B-EVID-005054	Review lead: PMCID:PMC2768972, The netrin protein family; PMCID:PMC3959782, Netrin Ligands and Receptors: Lessons from neurons to the endothelium; PMCID:PMC6408995, Netrin Family: Role for Protein Isoforms in Cancer; review-cited primary: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/; primary locator: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	Primary-supported claim: The reviews identify the primary receptor-specificity study showing that mouse netrin-3 binds neogenin and other netrin receptors; the primary reports saturable receptor binding and netrin-3-dependent axon outgrowth/repulsion assays. Primary model/assay: Mouse netrin-3(VI.V)-Fc and receptor-expressing COS-7/293 cells; equilibrium binding to neogenin, receptor-binding comparison, E13 dorsal spinal-cord explants for axon outgrowth and E11 hindbrain/midbrain junction explants for repulsion.	Promote direct NTN3-NEO1 binding with bounded netrin-3 axon-guidance context. Preserve receptor-affinity differences, mature/domain-specific netrin-3 construct, developmental explant models, and no SCI or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002458	M21B-DOWNSTREAM:01555	21B	M21B-E005112	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	M21B-EVID-005055	Review lead: PMCID:PMC2768972, The netrin protein family; PMCID:PMC3959782, Netrin Ligands and Receptors: Lessons from neurons to the endothelium; PMCID:PMC6408995, Netrin Family: Role for Protein Isoforms in Cancer; review-cited primary: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/; primary locator: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	Primary-supported claim: The reviews identify the primary receptor-specificity study showing that mouse netrin-3 binds UNC5H1/UNC5A; the primary reports saturable receptor binding and netrin-3-dependent axon outgrowth/repulsion assays. Primary model/assay: Mouse netrin-3(VI.V)-Fc and receptor-expressing COS-7/293 cells; equilibrium binding to UNC5H1/UNC5A, receptor-binding comparison, E13 dorsal spinal-cord explants for axon outgrowth and E11 hindbrain/midbrain junction explants for repulsion.	Promote direct NTN3-UNC5A/UNC5H1 binding with bounded netrin-3 repulsion context. Preserve UNC5H1 nomenclature and receptor-affinity differences, mature/domain-specific netrin-3 construct, developmental explant models, and no SCI or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002459	M21B-DOWNSTREAM:01556	21B	M21B-E005113	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	M21B-EVID-005056	Review lead: PMCID:PMC2768972, The netrin protein family; PMCID:PMC3959782, Netrin Ligands and Receptors: Lessons from neurons to the endothelium; PMCID:PMC6408995, Netrin Family: Role for Protein Isoforms in Cancer; review-cited primary: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/; primary locator: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	Primary-supported claim: The reviews identify the primary receptor-specificity study showing that mouse netrin-3 binds UNC5H2/UNC5B; the primary reports saturable receptor binding and netrin-3-dependent axon outgrowth/repulsion assays. Primary model/assay: Mouse netrin-3(VI.V)-Fc and receptor-expressing COS-7/293 cells; equilibrium binding to UNC5H2/UNC5B, receptor-binding comparison, E13 dorsal spinal-cord explants for axon outgrowth and E11 hindbrain/midbrain junction explants for repulsion.	Promote direct NTN3-UNC5B/UNC5H2 binding with bounded netrin-3 repulsion context. Preserve UNC5H2 nomenclature and receptor-affinity differences, mature/domain-specific netrin-3 construct, developmental explant models, and no SCI or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002460	M21B-DOWNSTREAM:01557	21B	M21B-E005114	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	M21B-EVID-005057	Review lead: PMCID:PMC2768972, The netrin protein family; PMCID:PMC3959782, Netrin Ligands and Receptors: Lessons from neurons to the endothelium; PMCID:PMC6408995, Netrin Family: Role for Protein Isoforms in Cancer; review-cited primary: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/; primary locator: PMID:10366627; PMCID:PMC6782680; https://pubmed.ncbi.nlm.nih.gov/10366627/	Primary-supported claim: The reviews identify the primary receptor-specificity study showing that mouse netrin-3 binds UNC5H3/UNC5C; the primary reports saturable receptor binding and netrin-3-dependent axon outgrowth/repulsion assays. Primary model/assay: Mouse netrin-3(VI.V)-Fc and receptor-expressing COS-7/293 cells; equilibrium binding to UNC5H3/UNC5C, receptor-binding comparison, E13 dorsal spinal-cord explants for axon outgrowth and E11 hindbrain/midbrain junction explants for repulsion.	Promote direct NTN3-UNC5C/UNC5H3 binding with bounded netrin-3 repulsion context. Preserve UNC5H3 nomenclature and receptor-affinity differences, mature/domain-specific netrin-3 construct, developmental explant models, and no SCI or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002461	M21B-DOWNSTREAM:01558	21B	M21B-E005118	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:36240740; PMCID:PMC9596381; https://pubmed.ncbi.nlm.nih.gov/36240740/	M21B-EVID-005061	Review lead: PMCID: PMC12162196, Expanding ligand-receptor interaction networks for axon guidance: Structural insights into signal crosstalk and specificity; PMCID: PMC4537816, Signaling mechanism of the netrin-1 receptor DCC in axon guidance; review-cited primary: PMID:36240740; PMCID:PMC9596381; https://pubmed.ncbi.nlm.nih.gov/36240740/; primary locator: PMID:36240740; PMCID:PMC9596381; https://pubmed.ncbi.nlm.nih.gov/36240740/	Primary-supported claim: The axon-guidance review identifies GPC3-Unc5D as a validated guidance interaction; the primary study reports a purified GPC3-Unc5D structural complex, SPR and interface-mutant validation, Unc5-dependent contact repulsion, and mouse cortical-neuron migration effects. Primary model/assay: Purified human/mouse GPC3 core and rat Unc5D ectodomain structural complexes; SPR, native mass spectrometry, interface mutagenesis and nanobody perturbation; cortical-neuron stripe assays, embryonic mouse cortical migration, and neuroblastoma xenograft comparator models.	Promote only the exact GPC3-Unc5D extracellular complex and bounded contact-repulsion/cortical-migration function. Preserve the glycan-mediated ectodomain/oligomeric context, Unc5D specificity, and no SCI or terminal-TF inference.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002462	M21B-DOWNSTREAM:01559	21B	M21B-E005121	generic_output_evidence		phosphorylation or activation readout	phosphorylation_or_activation_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:26633881; DOI:10.7554/eLife.10841; https://pubmed.ncbi.nlm.nih.gov/26633881/	M21B-EVID-005064	Review lead: PMCID: PMC8456978, New insights into the molecular mechanisms of axon guidance receptor regulation and signaling; PMCID: PMC6487106, A Subtle Network Mediating Axon Guidance; review-cited primary: PMID:26633881; DOI:10.7554/eLife.10841; https://pubmed.ncbi.nlm.nih.gov/26633881/; primary locator: PMID:26633881; DOI:10.7554/eLife.10841; https://pubmed.ncbi.nlm.nih.gov/26633881/	Primary-supported claim: The reviews identify ligand-dependent cooperation between Netrin-1/UNC5C and ephrin-B2/EphB2; Poliak et al. show that UNC5C and EphB2 form a ligand-dependent complex and that combined guidance responses potentiate Src-family signaling. Primary model/assay: Mouse and chick spinal motor-neuron/growth-cone systems; Netrin-1 and ephrin-B2 stimulation; ligand-dependent UNC5C-EphB2 complex formation, receptor phosphorylation and Src-family signaling; quantitative growth-cone collapse/axon-guidance assays.	Promote only the ligand-dependent UNC5C-EphB2 receptor-complex association and synergistic axon-guidance response in the cited motor-neuron context. Preserve Netrin-1/ephrin-B2 co-stimulation and Src-family signaling; do not infer direct ligand-independent receptor binding, a standalone UNC5C or EphB2 ligand edge, CNS injury/SCI receiver state, or terminal-TF output.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002463	M21B-DOWNSTREAM:01560	21B	M21B-E005123	generic_output_evidence		cleavage or processing readout	cleavage_or_processing_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:20159958; PMCID:PMC2816738; DOI:10.1101/gad.542510; https://pubmed.ncbi.nlm.nih.gov/20159958/	M21B-EVID-005066	Review lead: PMCID: PMC5160037, Commissural axon navigation in the spinal cord; PMCID: PMC2816738, A midline switch of receptor processing regulates commissural axon guidance in vertebrates; review-cited primary: PMID:20159958; PMCID:PMC2816738; DOI:10.1101/gad.542510; https://pubmed.ncbi.nlm.nih.gov/20159958/; primary locator: PMID:20159958; PMCID:PMC2816738; DOI:10.1101/gad.542510; https://pubmed.ncbi.nlm.nih.gov/20159958/	Primary-supported claim: The reviews identify NRP2/PlexinA1 as the functional Sema3B receptor complex; Nawabi et al. show Sema3B/PlexinA1-dependent commissural guidance, Nrp2/PlexinA1 receptor sensitization after floor-plate crossing, and matching Sema3B, Nrp2 and PlexinA1 mutant phenotypes. Primary model/assay: Mouse embryonic spinal commissural neurons and chick neural tube; Sema3B-null, Nrp2/PlexinA1 expression and loss-of-function models; floor-plate-conditioned sensitization, PlexinA1 processing/surface insertion, growth-cone collapse and commissural-axon trajectory assays.	Promote only the Sema3B-induced NRP2/PlexinA1 commissural receptor-complex function. Preserve PlexinA1 as the signaling coreceptor and the floor-plate/post-crossing developmental context; do not infer a purified ternary complex or direct Sema3B-PlexinA1 binary binding independent of NRP2, collapse it into the existing SEMA3B-NRP2 component row, or infer CNS injury/SCI receiver state or terminal-TF output.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:002464	M21B-DOWNSTREAM:01560	21B	M21B-E005123	generic_output_evidence		gene expression or transcription	gene_expression_or_transcription	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ambiguous_edge_needing_manual_topology_review	high	PMID:20159958; PMCID:PMC2816738; DOI:10.1101/gad.542510; https://pubmed.ncbi.nlm.nih.gov/20159958/	M21B-EVID-005066	Review lead: PMCID: PMC5160037, Commissural axon navigation in the spinal cord; PMCID: PMC2816738, A midline switch of receptor processing regulates commissural axon guidance in vertebrates; review-cited primary: PMID:20159958; PMCID:PMC2816738; DOI:10.1101/gad.542510; https://pubmed.ncbi.nlm.nih.gov/20159958/; primary locator: PMID:20159958; PMCID:PMC2816738; DOI:10.1101/gad.542510; https://pubmed.ncbi.nlm.nih.gov/20159958/	Primary-supported claim: The reviews identify NRP2/PlexinA1 as the functional Sema3B receptor complex; Nawabi et al. show Sema3B/PlexinA1-dependent commissural guidance, Nrp2/PlexinA1 receptor sensitization after floor-plate crossing, and matching Sema3B, Nrp2 and PlexinA1 mutant phenotypes. Primary model/assay: Mouse embryonic spinal commissural neurons and chick neural tube; Sema3B-null, Nrp2/PlexinA1 expression and loss-of-function models; floor-plate-conditioned sensitization, PlexinA1 processing/surface insertion, growth-cone collapse and commissural-axon trajectory assays.	Promote only the Sema3B-induced NRP2/PlexinA1 commissural receptor-complex function. Preserve PlexinA1 as the signaling coreceptor and the floor-plate/post-crossing developmental context; do not infer a purified ternary complex or direct Sema3B-PlexinA1 binary binding independent of NRP2, collapse it into the existing SEMA3B-NRP2 component row, or infer CNS injury/SCI receiver state or terminal-TF output.	ligand_receptor_pair_validation|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
