module	b_edge_ids	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	context_basis	limitations	pass_disposition
23B		M23B-EVID-001041	primary_research_paper	primary_experiment	contextual_support	PMID:10209034; URL:https://pubmed.ncbi.nlm.nih.gov/10209034/	human	contextual_or_unresolved	true	low-boundary	PMID:10209034; URL:https://pubmed.ncbi.nlm.nih.gov/10209034/	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10209034	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.	retain_for_adjudication
23B	M23B-E000768	M23B-EVID-001042	primary_research_paper	primary_experiment	contextual_support	PMID:10209034; URL:https://pubmed.ncbi.nlm.nih.gov/10209034/	human	contextual_or_unresolved	true	medium	PMID:10209034; URL:https://pubmed.ncbi.nlm.nih.gov/10209034/	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10209034	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000769	M23B-EVID-001043	primary_research_paper	primary_experiment	contextual_support	https://pubmed.ncbi.nlm.nih.gov/9841932/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1367263/	human and mouse	contextual_or_unresolved	true	medium-high	https://pubmed.ncbi.nlm.nih.gov/9841932/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1367263/	U	L1	review_required	Existing fields do not safely distinguish A-E/U without paper-level adjudication.		A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	review_required
23B		M23B-EVID-001044	primary_research_paper	primary_experiment	contextual_support	https://pubmed.ncbi.nlm.nih.gov/9841932/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1367263/	human and mouse	contextual_or_unresolved	true	low-boundary	https://pubmed.ncbi.nlm.nih.gov/9841932/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1367263/	U	L1	review_required	Existing fields do not safely distinguish A-E/U without paper-level adjudication.		A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.	review_required
23B	M23B-E000770	M23B-EVID-001045	primary_research_paper	primary_experiment	contextual_support	https://pubmed.ncbi.nlm.nih.gov/9841932/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1367263/	human and mouse	contextual_or_unresolved	true	medium	https://pubmed.ncbi.nlm.nih.gov/9841932/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1367263/	U	L1	review_required	Existing fields do not safely distinguish A-E/U without paper-level adjudication.		A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	review_required
23B	M23B-E000771	M23B-EVID-001046	primary_research_paper	primary_experiment	contextual_support	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; URL:https://pubmed.ncbi.nlm.nih.gov/17363377/	human	contextual_or_unresolved	true	medium-high	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; URL:https://pubmed.ncbi.nlm.nih.gov/17363377/	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; PMID:17363377	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000772	M23B-EVID-001047	primary_research_paper	primary_experiment	contextual_support	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; URL:https://pubmed.ncbi.nlm.nih.gov/17363377/	human	contextual_or_unresolved	true	medium	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; URL:https://pubmed.ncbi.nlm.nih.gov/17363377/	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; PMID:17363377	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000773	M23B-EVID-001048	primary_research_paper	primary_experiment	contextual_support	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; URL:https://pubmed.ncbi.nlm.nih.gov/17363377/	human	contextual_or_unresolved	true	medium	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; URL:https://pubmed.ncbi.nlm.nih.gov/17363377/	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; PMID:17363377	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000774	M23B-EVID-001049	primary_research_paper	primary_experiment	contextual_support	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715	human	contextual_or_unresolved	true	medium-high	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; PMID:17363377	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000775	M23B-EVID-001050	primary_research_paper	primary_experiment	contextual_support	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715	human	contextual_or_unresolved	true	medium	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; PMID:17363377	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000776	M23B-EVID-001051	primary_research_paper	primary_experiment	contextual_support	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715	human	contextual_or_unresolved	true	medium	PMID:17363377; DOI:10.1074/jbc.M609323200; PMCID:PMC3020715	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M609323200; PMCID:PMC3020715; PMID:17363377	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000777	M23B-EVID-001052	primary_research_paper	primary_experiment	contextual_support	PMID:15590642; PMCID:PMC1368959; DOI:10.1074/jbc.M412816200	human and mouse; recombinant integrin	contextual_or_unresolved	true	medium-high	PMID:15590642; PMCID:PMC1368959; DOI:10.1074/jbc.M412816200	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M412816200; PMCID:PMC1368959; PMID:15590642	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000778	M23B-EVID-001053	primary_research_paper	primary_experiment	contextual_support	PMID:15590642; PMCID:PMC1368959; DOI:10.1074/jbc.M412816200	human and mouse; recombinant integrin	contextual_or_unresolved	true	medium	PMID:15590642; PMCID:PMC1368959; DOI:10.1074/jbc.M412816200	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M412816200; PMCID:PMC1368959; PMID:15590642	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000779	M23B-EVID-001054	primary_research_paper	primary_experiment	contextual_support	PMID:15590642; PMCID:PMC1368959; DOI:10.1074/jbc.M412816200	human and mouse; recombinant integrin	contextual_or_unresolved	true	medium	PMID:15590642; PMCID:PMC1368959; DOI:10.1074/jbc.M412816200	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M412816200; PMCID:PMC1368959; PMID:15590642	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000780	M23B-EVID-001055	primary_research_paper	primary_experiment	contextual_support	PMID:15590642; DOI:10.1074/jbc.M412816200; PMCID:PMC1368959	human and mouse; recombinant integrin	contextual_or_unresolved	true	medium-high	PMID:15590642; DOI:10.1074/jbc.M412816200; PMCID:PMC1368959	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M412816200; PMCID:PMC1368959; PMID:15590642	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000781	M23B-EVID-001056	primary_research_paper	primary_experiment	contextual_support	PMID:15590642; DOI:10.1074/jbc.M412816200; PMCID:PMC1368959	human and mouse; recombinant integrin	contextual_or_unresolved	true	medium	PMID:15590642; DOI:10.1074/jbc.M412816200; PMCID:PMC1368959	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M412816200; PMCID:PMC1368959; PMID:15590642	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000782	M23B-EVID-001057	primary_research_paper	primary_experiment	contextual_support	PMID:15590642; DOI:10.1074/jbc.M412816200; PMCID:PMC1368959	human and mouse; recombinant integrin	contextual_or_unresolved	true	medium	PMID:15590642; DOI:10.1074/jbc.M412816200; PMCID:PMC1368959	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M412816200; PMCID:PMC1368959; PMID:15590642	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.	retain_for_adjudication
23B	M23B-E000783	M23B-EVID-001058	primary_research_paper	primary_experiment	contextual_support	DOI:10.1074/jbc.M511367200; https://doi.org/10.1074/jbc.M511367200	Homo sapiens	contextual_or_unresolved	true	medium	B019 M23A-Q0901; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M511367200	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The primary study supports beta1 only as part of alpha4beta1 or alpha5beta1 complexes; no beta1-subunit-only binding or branch was established.	retain_for_adjudication
23B	M23B-E000784	M23B-EVID-001059	primary_research_paper	primary_experiment	contextual_support	DOI:10.1074/jbc.M511367200; https://doi.org/10.1074/jbc.M511367200	Homo sapiens	contextual_or_unresolved	true	medium	B019 M23A-Q0901; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1074/jbc.M511367200	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The primary study supports beta1 only as part of alpha4beta1 or alpha5beta1 complexes; no beta1-subunit-only binding or branch was established.	retain_for_adjudication
23B		M23B-EVID-001060	primary_search_boundary	negative_evidence	negative_evidence	DOI:10.1074/jbc.M511367200; https://doi.org/10.1074/jbc.M511367200	Homo sapiens	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0901; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	DOI:10.1074/jbc.M511367200	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No free ITGB1 edge; MIA evidence resolves alpha4beta1/alpha5beta1 heterodimers.	boundary_or_nonpromotable
23B	M23B-E000785	M23B-EVID-001061	primary_research_paper	primary_experiment	contextual_support	https://pubmed.ncbi.nlm.nih.gov/17435771/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2566990/	human and mouse	contextual_or_unresolved	true	high	B019 M23A-Q0902; primary citation retained	U	L1	review_required	Existing fields do not safely distinguish A-E/U without paper-level adjudication.		A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	MIF binds CXCR2 and CD74 separately; direct binding to the composite trimer is not claimed and no TF was measured.	review_required
23B	M23B-E000786	M23B-EVID-001062	primary_research_paper	primary_experiment	contextual_support	https://pubmed.ncbi.nlm.nih.gov/17435771/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2566990/	human and mouse	contextual_or_unresolved	true	high	B019 M23A-Q0902; primary citation retained	U	L1	review_required	Existing fields do not safely distinguish A-E/U without paper-level adjudication.		A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	MIF binds CXCR2 and CD74 separately; direct binding to the composite trimer is not claimed and no TF was measured.	review_required
23B		M23B-EVID-001063	primary_search_boundary	negative_evidence	negative_evidence	https://pubmed.ncbi.nlm.nih.gov/17435771/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2566990/	human and mouse	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0902; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No direct MIF-CD74:CXCR2 trimer edge; MIF binds component receptors separately.	boundary_or_nonpromotable
23B	M23B-E000787	M23B-EVID-001064	primary_research_paper	primary_experiment	contextual_support	PMID:16286510; PMID:19668337; PMCID:PMC2719060; DOI:10.1083/jcb.200508010; DOI:10.1371/journal.pone.0006565; https://pubmed.ncbi.nlm.nih.gov/16286510/; https://pubmed.ncbi.nlm.nih.gov/19668337/	Mus musculus and Homo sapiens	contextual_or_unresolved	true	medium	B019 M23A-Q0903; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1083/jcb.200508010; DOI:10.1371/journal.pone.0006565; PMCID:PMC2719060; PMID:16286510; PMID:19668337	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The paper establishes proteolytic processing and downstream migration but not a canonical ligand-receptor binding event or a unique intracellular SDC1 signaling adaptor.	retain_for_adjudication
23B	M23B-E000788	M23B-EVID-001065	primary_research_paper	primary_experiment	contextual_support	PMID:16286510; PMID:19668337; PMCID:PMC2719060; DOI:10.1083/jcb.200508010; DOI:10.1371/journal.pone.0006565; https://pubmed.ncbi.nlm.nih.gov/16286510/; https://pubmed.ncbi.nlm.nih.gov/19668337/	Mus musculus and Homo sapiens	contextual_or_unresolved	true	medium	B019 M23A-Q0903; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1083/jcb.200508010; DOI:10.1371/journal.pone.0006565; PMCID:PMC2719060; PMID:16286510; PMID:19668337	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The paper establishes proteolytic processing and downstream migration but not a canonical ligand-receptor binding event or a unique intracellular SDC1 signaling adaptor.	retain_for_adjudication
23B		M23B-EVID-001066	primary_search_boundary	negative_evidence	negative_evidence	PMID:16286510; PMID:19668337; PMCID:PMC2719060; DOI:10.1083/jcb.200508010; DOI:10.1371/journal.pone.0006565; https://pubmed.ncbi.nlm.nih.gov/16286510/; https://pubmed.ncbi.nlm.nih.gov/19668337/	Mus musculus and Homo sapiens	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0903; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	DOI:10.1083/jcb.200508010; DOI:10.1371/journal.pone.0006565; PMCID:PMC2719060; PMID:16286510; PMID:19668337	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No ligand-receptor binding edge; MMP7-mediated SDC1 shedding is a processive relay.	boundary_or_nonpromotable
23B	M23B-E000789	M23B-EVID-001067	primary_research_paper	primary_experiment	contextual_support	PMCID:PMC5671938	human; mouse	contextual_or_unresolved	true	high	B019 M23A-Q0904; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC5671938	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The functional perturbations disrupt an extracellular interaction and do not resolve a CLEC14A-specific intracellular kinase or adaptor relay; no terminal TF was measured.	retain_for_adjudication
23B	M23B-E000790	M23B-EVID-001068	primary_research_paper	primary_experiment	contextual_support	PMCID:PMC5671938	human; mouse	contextual_or_unresolved	true	high	B019 M23A-Q0904; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC5671938	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The functional perturbations disrupt an extracellular interaction and do not resolve a CLEC14A-specific intracellular kinase or adaptor relay; no terminal TF was measured.	retain_for_adjudication
23B	M23B-E000791	M23B-EVID-001069	primary_research_paper	primary_experiment	contextual_support	PMID:28783682;DOI:10.1126/sciimmunol.aaf9154	mouse; human comparator	contextual_or_unresolved	true	medium-high	B019 M23A-Q0905; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:28783682;DOI:10.1126/sciimmunol.aaf9154	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	CD69 is a lectin-like activation marker with no defined MYL9-specific intracellular relay in these experiments; the phenotype is recruitment/retention and no terminal TF was measured.	retain_for_adjudication
23B	M23B-E000792	M23B-EVID-001070	primary_research_paper	primary_experiment	contextual_support	PMID:28783682;DOI:10.1126/sciimmunol.aaf9154	mouse; human comparator	contextual_or_unresolved	true	medium-high	B019 M23A-Q0905; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:28783682;DOI:10.1126/sciimmunol.aaf9154	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	CD69 is a lectin-like activation marker with no defined MYL9-specific intracellular relay in these experiments; the phenotype is recruitment/retention and no terminal TF was measured.	retain_for_adjudication
23B	M23B-E000793	M23B-EVID-001071	primary_research_paper	primary_experiment	contextual_support	PMID:25263164; PMCID:PMC4252795; DOI:10.1016/j.dnarep.2014.08.006	Homo sapiens	contextual_or_unresolved	true	medium	B019 M23A-Q0906; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1016/j.dnarep.2014.08.006; PMCID:PMC4252795; PMID:25263164	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The study perturbs intracellular NAMPT and does not demonstrate direct extracellular eNAMPT binding to the assembled alpha5beta1 complex; integrin effects may be metabolic rather than receptor-proximal.	retain_for_adjudication
23B		M23B-EVID-001072	primary_search_boundary	negative_evidence	negative_evidence	PMID:25263164; PMCID:PMC4252795; DOI:10.1016/j.dnarep.2014.08.006	Homo sapiens	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0906; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	DOI:10.1016/j.dnarep.2014.08.006; PMCID:PMC4252795; PMID:25263164	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No direct extracellular NAMPT-alpha5beta1 binding; the study perturbs NAMPT/NAD salvage and integrin expression.	boundary_or_nonpromotable
23B		M23B-EVID-001073	primary_search_boundary	negative_evidence	negative_evidence	PMID:25263164; PMCID:PMC4252795; DOI:10.1016/j.dnarep.2014.08.006	Homo sapiens	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0906; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	DOI:10.1016/j.dnarep.2014.08.006; PMCID:PMC4252795; PMID:25263164	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No direct extracellular NAMPT-alpha5beta1 binding; the study perturbs NAMPT/NAD salvage and integrin expression.	boundary_or_nonpromotable
23B	M23B-E000794	M23B-EVID-001074	primary_research_paper	primary_experiment	contextual_support	https://pmc.ncbi.nlm.nih.gov/articles/PMC2115980/; https://doi.org/10.1016/S0014-5793(99)01671-3	mouse and rat	contextual_or_unresolved	true	medium	B019 M23A-Q0907; primary citation retained	U	L1	review_required	Existing fields do not safely distinguish A-E/U without paper-level adjudication.		A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Evidence supports an NCAM-modulated L1 complex, not necessarily an isolated direct NCAM-L1 interface; exact downstream relay was not measured.	review_required
23B		M23B-EVID-001075	primary_search_boundary	negative_evidence	negative_evidence	https://pmc.ncbi.nlm.nih.gov/articles/PMC2115980/; https://doi.org/10.1016/S0014-5793(99)01671-3	mouse and rat	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0907; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No isolated NCAM1-L1CAM binary interface; an NCAM-containing cis complex is supported.	boundary_or_nonpromotable
23B		M23B-EVID-001076	primary_search_boundary	negative_evidence	negative_evidence	https://pmc.ncbi.nlm.nih.gov/articles/PMC2115980/; https://doi.org/10.1016/S0014-5793(99)01671-3	mouse and rat	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0907; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No isolated NCAM1-L1CAM binary interface; an NCAM-containing cis complex is supported.	boundary_or_nonpromotable
23B	M23B-E000795	M23B-EVID-001077	primary_research_paper	primary_experiment	contextual_support	PMID:10851024; https://pubmed.ncbi.nlm.nih.gov/10851024/; PMID:11766883; https://pubmed.ncbi.nlm.nih.gov/11766883/	Gallus gallus; rat comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0908; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10851024; PMID:11766883	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The primary study identifies GalNAcPTase as the neurocan cell-surface receptor and shows downstream inhibition of N-cadherin function; it does not establish a direct neurocan-CDH2 molecular interface.	retain_for_adjudication
23B		M23B-EVID-001078	primary_search_boundary	negative_evidence	negative_evidence	PMID:10851024; https://pubmed.ncbi.nlm.nih.gov/10851024/; PMID:11766883; https://pubmed.ncbi.nlm.nih.gov/11766883/	Gallus gallus; rat comparator	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0908; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	PMID:10851024; PMID:11766883	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No direct NCAN-CDH2 edge; the study assigns the relay to GalNAcPTase-associated N-cadherin inhibition.	boundary_or_nonpromotable
23B		M23B-EVID-001079	primary_search_boundary	negative_evidence	negative_evidence	PMID:10851024; https://pubmed.ncbi.nlm.nih.gov/10851024/; PMID:11766883; https://pubmed.ncbi.nlm.nih.gov/11766883/	Gallus gallus; rat comparator	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0908; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	PMID:10851024; PMID:11766883	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No direct NCAN-CDH2 edge; the study assigns the relay to GalNAcPTase-associated N-cadherin inhibition.	boundary_or_nonpromotable
