promotion_id	a_edge_id	b_edge_id	source_a_evidence_ids	source_locator	decision	edge_status_after	exportable	reason	limitations
EXPAND23A-BULK-0383	M23A-E724	M23B-E000693	M23A-B020-EVID-019	PMID:24273166; PMCID:PMC3879561; PMID:31928845; PMCID:PMC6978801; PMID:30792275; PMCID:PMC6636343; PMID:32358586; PMCID:PMC7195488	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Latrophilin splice state, transsynaptic presentation, and neuronal circuit context constrain the interaction and functional output.
EXPAND23A-BULK-0384	M23A-E725	M23B-E000694	M23A-B020-EVID-021	PMID:24273166; PMCID:PMC3879561; PMID:31928845; PMCID:PMC6978801; PMID:30792275; PMCID:PMC6636343; PMID:32358586; PMCID:PMC7195488	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Latrophilin splice state, transsynaptic presentation, and neuronal circuit context constrain the interaction and functional output.
EXPAND23A-BULK-0385	M23A-E726	M23B-E000695	M23A-B020-EVID-024	PMID:2491849; PMID:9725916; PMCID:PMC25536	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. The queued receptor symbol is not itself a complete extracellular ligand-binding receptor; preserve the reported expression, scaffold, intracellular-tail, or phagocytic-complex context.
EXPAND23A-BULK-0386	M23A-E727	M23B-E000696	M23A-B020-EVID-025	PMID:11970960; PMCID:PMC2173277; DOI:10.1083/jcb.200109100	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0387	M23A-E728	M23B-E000697	M23A-B020-EVID-026	PMID:11970960; PMCID:PMC2173277; DOI:10.1083/jcb.200109100	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0388	M23A-E729	M23B-E000698	M23A-B020-EVID-027	PMID:11970960; PMCID:PMC2173277; DOI:10.1083/jcb.200109100	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0389	M23A-E730	M23B-E000699	M23A-B020-EVID-028	PMID:14976204; DOI:10.1074/jbc.C300430200; PMID:23924348; PMCID:PMC3826270	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0390	M23A-E731	M23B-E000700	M23A-B020-EVID-029	PMID:14976204; DOI:10.1074/jbc.C300430200; PMID:23924348; PMCID:PMC3826270	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0391	M23A-E732	M23B-E000701	M23A-B020-EVID-030	PMID:14976204; DOI:10.1074/jbc.C300430200; PMID:23924348; PMCID:PMC3826270	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0392	M23A-E733	M23B-E000702	M23A-B020-EVID-031	PMID:7693660; PMID:1700790; PMID:11850637; PMID:11262418; PMID:19339207; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0393	M23A-E734	M23B-E000703	M23A-B020-EVID-032	PMID:7693660; PMID:1700790; PMID:11850637; PMID:11262418; PMID:19339207; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0394	M23A-E735	M23B-E000704	M23A-B020-EVID-033	PMID:7693660; PMID:1700790; PMID:11850637; PMID:11262418; PMID:19339207; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0395	M23A-E736	M23B-E000705	M23A-B020-EVID-034	PMID:7693660; PMID:1700790; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0396	M23A-E737	M23B-E000706	M23A-B020-EVID-035	PMID:7693660; PMID:1700790; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0397	M23A-E738	M23B-E000707	M23A-B020-EVID-036	PMID:7693660; PMID:1700790; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0398	M23A-E739	M23B-E000708	M23A-B020-EVID-037	PMID:1700790; PMID:7693660; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0399	M23A-E740	M23B-E000709	M23A-B020-EVID-038	PMID:1700790; PMID:7693660; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0400	M23A-E741	M23B-E000710	M23A-B020-EVID-039	PMID:1700790; PMID:7693660; PMID:40011426	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. TGFBR1/TGFBR2 stoichiometry and betaglycan/endoglin or ligand-isoform context vary by assay; SMAD2/3 are pathway mediators, not terminal TF handoffs here.
EXPAND23A-BULK-0401	M23A-E742	M23B-E000711	M23A-B020-EVID-040	PMID:19643138; DOI:10.1016/j.imlet.2009.07.009; https://pubmed.ncbi.nlm.nih.gov/19643138/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. The queued receptor symbol is not itself a complete extracellular ligand-binding receptor; preserve the reported expression, scaffold, intracellular-tail, or phagocytic-complex context.
EXPAND23A-BULK-0402	M23A-E743	M23B-E000712	M23A-B020-EVID-042	PMID:19643138; DOI:10.1016/j.imlet.2009.07.009; https://pubmed.ncbi.nlm.nih.gov/19643138/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. The queued receptor symbol is not itself a complete extracellular ligand-binding receptor; preserve the reported expression, scaffold, intracellular-tail, or phagocytic-complex context.
EXPAND23A-BULK-0403	M23A-E744	M23B-E000713	M23A-B008-EVID-018;M23A-B020-EVID-043	PMID:7531696; DOI:10.1074/jbc.270.7.2981; https://pubmed.ncbi.nlm.nih.gov/7531696/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2141641/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (2 qualifying evidence record(s); confidence=high,medium-high); exact A-to-B mapping resolved.	Domain-level and non-SCI; no SCI model. | No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0404	M23A-E745	M23B-E000714	M23A-B020-EVID-045	https://pubmed.ncbi.nlm.nih.gov/7531696/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2141641/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0405	M23A-E746	M23B-E000715	M23A-B020-EVID-046	https://pubmed.ncbi.nlm.nih.gov/8550562/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0406	M23A-E747	M23B-E000716	M23A-B020-EVID-048	https://pubmed.ncbi.nlm.nih.gov/8550562/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0407	M23A-E748	M23B-E000717	M23A-B020-EVID-051	https://pubmed.ncbi.nlm.nih.gov/10196234/; https://doi.org/10.1074/jbc.274.34.24080	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0408	M23A-E749	M23B-E000718	M23A-B020-EVID-052	PMID:11980922; PMCID:PMC2173289; DOI:10.1083/jcb.200109098	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0409	M23A-E750	M23B-E000719	M23A-B020-EVID-054	PMID:11980922; PMCID:PMC2173289; DOI:10.1083/jcb.200109098	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0410	M23A-E751	M23B-E000720	M23A-B020-EVID-055	PMID:9045712; DOI:10.1074/jbc.272.10.6784; PMID:18653767	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0411	M23A-E752	M23B-E000721	M23A-B020-EVID-056	PMID:9045712; DOI:10.1074/jbc.272.10.6784; PMID:18653767	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0412	M23A-E753	M23B-E000722	M23A-B020-EVID-057	PMID:9045712; DOI:10.1074/jbc.272.10.6784; PMID:18653767	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0413	M23A-E754	M23B-E000723	M23A-B020-EVID-058	PMID:27149518; PMCID:PMC4858292; DOI:10.1371/journal.pone.0154916	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0414	M23A-E755	M23B-E000724	M23A-B020-EVID-060	PMID:27149518; PMCID:PMC4858292; DOI:10.1371/journal.pone.0154916	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0415	M23A-E756	M23B-E000725	M23A-B020-EVID-063	PMID:40772900; PMCID:PMC12665495; DOI:10.1016/j.jacbts.2025.05.003; https://pubmed.ncbi.nlm.nih.gov/40772900/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0416	M23A-E757	M23B-E000726	M23A-B020-EVID-066	https://pubmed.ncbi.nlm.nih.gov/11257118/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2199199/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0417	M23A-E758	M23B-E000727	M23A-B008-EVID-025;M23A-B020-EVID-069	PMID:17879962; https://pubmed.ncbi.nlm.nih.gov/17879962/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (2 qualifying evidence record(s); confidence=medium,medium-high); exact A-to-B mapping resolved.	Endothelial rather than SCI model. | No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0418	M23A-E759	M23B-E000728	M23A-B008-EVID-026;M23A-B020-EVID-070	PMID:15748999; DOI:10.1016/j.matbio.2004.11.005; https://pubmed.ncbi.nlm.nih.gov/15748999/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (2 qualifying evidence record(s); confidence=high,medium-high); exact A-to-B mapping resolved.	Domain-level evidence; no SCI model. | No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0419	M23A-E760	M23B-E000729	M23A-B008-EVID-027;M23A-B020-EVID-072	PMID:15748999; https://pubmed.ncbi.nlm.nih.gov/15748999/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (2 qualifying evidence record(s); confidence=high,medium); exact A-to-B mapping resolved.	Functional phenotype does not establish additional receptors. | No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0420	M23A-E761	M23B-E000730	M23A-B020-EVID-073	PMID:11980922; PMCID:PMC2173289; DOI:10.1083/jcb.200109098; https://pubmed.ncbi.nlm.nih.gov/11980922/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0421	M23A-E762	M23B-E000731	M23A-B020-EVID-075	PMID:11980922; PMCID:PMC2173289; DOI:10.1083/jcb.200109098; https://pubmed.ncbi.nlm.nih.gov/11980922/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0422	M23A-E763	M23B-E000732	M23A-B020-EVID-076	PMID:12909644; DOI:10.1074/jbc.M302014200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0423	M23A-E764	M23B-E000733	M23A-B020-EVID-078	PMID:12909644; DOI:10.1074/jbc.M302014200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0424	M23A-E765	M23B-E000734	M23A-B020-EVID-079	PMID:19147503; PMCID:PMC2658079; DOI:10.1074/jbc.M803650200; PMID:20472562; DOI:10.1074/jbc.M110.144634	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. THBS2 potentiates a NOTCH3/JAG1 receptor-complex branch; HES1/HES5 remain provisional pathway outputs and are not exported to Module 22A by this staging.
EXPAND23A-BULK-0425	M23A-E766	M23B-E000735	M23A-B020-EVID-080	PMID:19147503; PMCID:PMC2658079; DOI:10.1074/jbc.M803650200; PMID:20472562; DOI:10.1074/jbc.M110.144634	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. THBS2 potentiates a NOTCH3/JAG1 receptor-complex branch; HES1/HES5 remain provisional pathway outputs and are not exported to Module 22A by this staging.
EXPAND23A-BULK-0426	M23A-E767	M23B-E000736	M23A-B020-EVID-081	PMID:19147503; PMCID:PMC2658079; DOI:10.1074/jbc.M803650200; PMID:20472562; DOI:10.1074/jbc.M110.144634	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. THBS2 potentiates a NOTCH3/JAG1 receptor-complex branch; HES1/HES5 remain provisional pathway outputs and are not exported to Module 22A by this staging.
EXPAND23A-BULK-0427	M23A-E768	M23B-E000737	M23A-B020-EVID-084	https://pubmed.ncbi.nlm.nih.gov/40973793/; https://doi.org/10.1038/s41388-025-03569-9	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0428	M23A-E769	M23B-E000738	M23A-B020-EVID-085	https://pmc.ncbi.nlm.nih.gov/articles/PMC2993182/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0429	M23A-E770	M23B-E000739	M23A-B020-EVID-087	https://pmc.ncbi.nlm.nih.gov/articles/PMC2993182/	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0430	M23A-E771	M23B-E000740	M23A-B020-EVID-088	PMID:22210915; DOI:10.4049/jimmunol.1003944; PMCID:PMC3477231	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0431	M23A-E772	M23B-E000741	M23A-B020-EVID-090	PMID:22210915; DOI:10.4049/jimmunol.1003944; PMCID:PMC3477231	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record.
EXPAND23A-BULK-0432	M23A-E773	M23B-E000742	M23A-B020-EVID-091	PMID:15004192; DOI:10.4049/jimmunol.172.6.3850	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex.
