paper_anchor	anchor_type	module_coverage	source_review_ids	associated_evidence_count	associated_edge_count	associated_evidence_ids	associated_edge_ids	local_source_paths	source_artifact_status	selected_artifact_path	artifact_resolution_method	source_format	candidate_excerpt	excerpt_sentence_index	excerpt_match_terms	extraction_method	paper_extraction_status	human_validation_status	promotion_status
PMID:11780069	PMID	23A;23B		1	1	M23B-EVID-000452	M23B-E000303		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11780069_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Here we report the crystal structure of the complex formed between EphB2 and ephrin-B2, determined at 2.7 A resolution.	4	ephb2;ephrin-b2;formed;resolved;receptor-ligand;complex;with;dimer;tetramer;organization	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11805102	PMID	23A;23B		4	1	M23B-EVID-000395;M23B-EVID-000396;M23B-EVID-000397;M23B-EVID-PROMO-20260826-032	M23B-E000269		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11805102_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	The interaction of beta(1)-integrin with the C-terminal domain of PG-M/versican activated focal adhesion kinase, enhanced integrin expression, and promoted cell adhesion.	8	vcan;c-terminal;engages;beta1-containing;integrin;systems;g3-beta1;engagement;couples;integrin-proximal;adhesion;signaling	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11812992	PMID	23A;23B		3	2	M23B-EVID-000687;M23B-EVID-000688;M23B-EVID-000689	M23B-E000504;M23B-E000505		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11812992_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Transfectants expressing JAM-1 supported LFA-1-mediated adhesion of leukocytes, which required the membrane-proximal Ig-like domain 2 of JAM-1.	6	cited;record;binding;activation;f11r;itgal;itgb2;lfa-1;stated;branch;this;does	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11850637	PMID	23A;23B		3	3	M23B-EVID-000938;M23B-EVID-000939;M23B-EVID-000940	M23B-E000702;M23B-E000703;M23B-E000704		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11850637_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Here, we present the 2.15 A crystal structure of the extracellular ligand-binding domain of the human TGF-beta type II receptor (ecTbetaR2) in complex with human TGF-beta3.	4	cited;record;reports;exact-pair;exact-complex;binding;activation;tgfb1;tgfbr1;tgfbr2;stated;model	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11854294	PMID	23A		0	0				local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11854294_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	15499 15506 15499-506 The low density lipoprotein receptor-related protein (LRP) functions in the catabolism of numerous ligands including proteinases, proteinase inhibitor complexes, and lipoproteins.	3	pdgf-bb;binds;lrp1;forms;endosomal;signaling;complex;coupled;pdgfrb	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11854295	PMID	23A		0	0				local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11854295_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	277, 15499-15506) Loukinova et al further demonstrate that one form of PDGF, PDGF-BB, binds specifically to LRP and that phosphorylation of LRP requires the activation of Src family kinases.	15	pdgf-bb;binds;lrp1;forms;endosomal;signaling;complex;coupled;pdgfrb	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11877390	PMID	23A;23B		1	1	M23B-EVID-000180	M23B-E000112		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11877390_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	17281 17290 17281-90 The angiopoietin family of secreted factors is functionally defined by the C-terminal fibrinogen (FBN)-like domain, which mediates binding to the Tie2 receptor and thereby facilitates a cascade of events ultimately regulating blood vessel formation.	2	angptl3-alphavbeta3;binding;downstream;angiogenic;outputs;were;measured	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11884516	PMID	23A;23B		2	2	M23B-EVID-000284;M23B-EVID-000285	M23B-E000199;M23B-E000200		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11884516_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	11884516 2002 10 08 2022 02 15 0021-9533 115 Pt 6 2002 Mar 15 Journal of cell science J Cell Sci Association of the tetraspanin CD151 with the laminin-binding integrins alpha3beta1, alpha6beta1, alpha6beta4 and alpha7beta1 in cells in culture and in vivo.	1	laminin-332;engagement;laminin-binding;integrin;complexes;organized;cd151;focal-adhesion;small-gtpase;relay;lamc2;receptor-complex	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11922905	PMID	23A;23B		1	1	M23B-EVID-000410	M23B-E000275		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11922905_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	11922905 2002 05 28 2019 05 13 0008-6363 53 4 2002 Mar Cardiovascular research Cardiovasc Res Vitronectin is up-regulated after vascular injury and vitronectin blockade prevents neointima formation.	1	vitronectin;alphavbeta3-dependent;vascular;adhesion;migration	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11927001	PMID	23A;23B		3	1	M23B-EVID-000519;M23B-EVID-000520;M23B-EVID-000521	M23B-E000359		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11927001_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Gov't England J Biochem 0376600 0021-924X 0 Collagen Type I 0 Collagen Type XVIII 0 Endostatins 0 Endothelial Growth Factors 0 Immunoglobulin G 0 Integrins 0 Lymphokines 0 Peptide Fragments 0 Receptors, Collagen 0 Vascular Endothelial Growth Factor A 0 Vascular Endothelial Growth Factors 103107-01-3 Fibroblast Growth Factor 2 9007-34-5 Collagen IM Animals Bone Neoplasms therapy Cell Adhesion Cell Division Cell Line Cell Movement Cells, Cultured Chondrosarcoma metabolism therapy Collagen metabolism physiology Collagen Type I metabolism Collagen Type XVIII Endostatins Endothelial Growth Factors metabolism Endothelium, Vascular cytology Fibroblast Growth Factor 2 metabolism Humans Immunoglobulin G metabolism Immunohistochemistry Integrins metabolism Lymphokines metabolism Mice Mice, Nude Neovascularization, Pathologic Peptide Fragments metabolism physiology Receptors, Collagen Time Factors 	15	qualifying;exact-primary;binding;activation;record;promoted;within;bounded;pass;col18a1;endostatin;fragment	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11937493	PMID	23A;23B		3	3	M23B-EVID-001302;M23B-EVID-001303;M23B-EVID-001304	M23B-E000957;M23B-E000958;M23B-E000959		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11937493_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Mice lacking either Fgf18 or Fgfr3 exhibited expanded zones of proliferating and hypertrophic chondrocytes and increased chondrocyte proliferation, differentiation, and Indian hedgehog signaling.	5	cited;record;binding;activation;fgf18;fgfr3;with;heparan-sulfate;perlecan;stated;skeletal;development	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11947929	PMID	23B		1	1	M23B-EVID-PROMO-20260826-013	M23B-E000205		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11947929_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	11947929 2002 08 27 2019 08 26 0165-2478 81 3 2002 May 01 Immunology letters Immunol Lett Lymphocyte binding to MAdCAM-1 via alpha4beta7 integrin activates a signal transduction pathway involving tyrosine phosphorylation of paxillin and p105(Cas-L).	1	madcam1-alpha4beta7;engagement;produces;paxillin;cas-l;homing-associated;adhesion;signaling;anchored;direct;receptor;evidence	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11959660	PMID	23A;23B		2	2	M23B-EVID-001298;M23B-EVID-001299	M23B-E000953;M23B-E000954		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11959660_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	It was recently demonstrated that vascular endothelial cells adhere and interact with Del1 through alpha(v)beta(3)- integrins, providing an autocrine angiogenic signaling pathway in this cell type.	4	cited;record;binding;activation;edil3;del-1;itgav;itgb5;alphavbeta5;stated;endothelial;ht29	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11970960	PMID	23A;23B		3	3	M23B-EVID-000932;M23B-EVID-000933;M23B-EVID-000934	M23B-E000696;M23B-E000697;M23B-E000698		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11970960_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Because the latent domain of TGF-beta1 possesses an integrin binding motif (RGD), integrins have the potential to sequester latent TGF-beta (SLC) to the cell surface where TGF-beta activation could be locally controlled.	4	cited;record;reports;exact-pair;exact-complex;binding;activation;tgfb1-lap;latent;complex;itgav;itgb8	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:11980922	PMID	23A;23B		6	4	M23B-EVID-000959;M23B-EVID-000960;M23B-EVID-000961;M23B-EVID-000980;M23B-EVID-000981;M23B-EVID-000982	M23B-E000718;M23B-E000719;M23B-E000730;M23B-E000731		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11980922_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	The integrin alpha4beta1 recognizes an LDVP sequence in the NH2-terminal domain of TSP1 and was required for stimulation of T cell adhesion, chemotaxis, and matrix metalloproteinase gene expression by TSP1.	4	cited;record;reports;exact-pair;exact-complex;binding;activation;thbs1;n-terminal;ldvp;motif;itga4	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12029087	PMID	23A;23B		1	1	M23B-EVID-000192	M23B-E000124		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12029087_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	12029087 2002 09 16 2022 04 08 0021-9258 277 31 2002 Aug 02 The Journal of biological chemistry J Biol Chem Endostatin blocks vascular endothelial growth factor-mediated signaling via direct interaction with KDR/Flk-1.	1	endostatin-kdr;vegfr2;antagonism;retained;separately;from;alpha5beta1;signaling	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12040032	PMID	23A;23B		1	1	M23B-EVID-000023	M23B-E000022		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12040032_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	12040032 2002 07 05 2026 07 01 1529-2401 22 11 2002 Jun 01 The Journal of neuroscience : the official journal of the Society for Neuroscience J Neurosci Dystroglycan is selectively associated with inhibitory GABAergic synapses but is dispensable for their differentiation.	1	agrin;dystroglycan-associated;organization;inhibitory;synapses;supported;localization;loss-of-function;assays	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12070135	PMID	23A;23B		3	2	M23B-EVID-000804;M23B-EVID-000805;M23B-EVID-000806	M23B-E000588;M23B-E000589		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12070135_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Supporting this observation, we show that neutralizing JAM3 serum and soluble JAM3 ectodomain inhibit not only JAM2 binding to JAM3 but also prevent JAM2/alpha(4)beta(1) interactions in T cells.	8	cited;record;binding;activation;jam2;itga4;itgb1;vla-4;stated;branch;this;does	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12084985	PMID	23A;23B		4	4	M23B-EVID-000898;M23B-EVID-000899;M23B-EVID-000900;M23B-EVID-000901	M23B-E000674;M23B-E000675;M23B-E000676;M23B-E000677		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12084985_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	12084985 2002 10 03 2019 10 25 0282-0080 18 6 2001 Jun Glycoconjugate journal Glycoconj J Glypican-2 binds to midkine: the role of glypican-2 in neuronal cell adhesion and neurite outgrowth.	1	direct;heparan-sulfate-dependent;gpc2;association;receptor;clustering;exact;complex;neuronal;adhesion;neurite;outgrowth	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12122009	PMID	23A;23B		3	3	M23B-EVID-001320;M23B-EVID-001321;M23B-EVID-001322	M23B-E000975;M23B-E000976;M23B-E000977		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12122009_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Monoclonal antibodies raised against the extracellular ligand-binding domain of ALK inhibit ALK receptor binding of MK as well as MK-stimulated colony formation of SW-13 cells.	6	cited;record;binding;activation;midkine;stated;sw-13;wi-38;huvec;neuroblastoma;glioblastoma;receptor	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12151539	PMID	23A;23B		3	2	M23B-EVID-001010;M23B-EVID-001011;M23B-EVID-001012	M23B-E000752;M23B-E000753		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12151539_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	To identify the neuronal receptor that mediates this effect, neighboring pairs of fibronectin type III domains were expressed as hybrid proteins fused to the Fc fragment of human immunoglobulin.	3	cited;record;reports;exact-pair;exact-complex;binding;activation;cntn1;stated;model;this;limited	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12208882	PMID	23A;23B		4	2	M23B-EVID-001429;M23B-EVID-001430;M23B-EVID-001435;M23B-EVID-001436	M23B-E001059;M23B-E001060	work/module23a/module23a_extraction_queue.tsv	local_abstract_or_metadata_artifact	work/module23a/module23a_extraction_queue.tsv	register_declared_path	xml_or_metadata	M23A-Q0001 M23A-B001 P1 cell_contact_adhesion_feature scar-forming astrocyte contact to extract from primary paper not asserted; mechanism target only beta1-integrin/N-cadherin adhesion relay astrocyte scar recruitment/persistence program ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function Mouse SCI Mouse SCI; scar-forming astrocytes SCI primary-paper anchor from prior module M1A-P003 PMID:36336030; DOI:10.1016/j.expneurol.2022.114264 Tracker records the beta1-integrin/N-cadherin question and immunostaining; exact relay and causal perturbation must be extracted reviewed_first_pass Mechanism target is not an evidence record; promote only after exact assay/perturbation extraction M23A-Q0002 M23A-B001 P1 connectome_adhesion_candidate Adam17 Itga6 ConnectomeDB direct seed; exact complex, directionality, and activation state require primary va	2	jam3;directly;bound;purified;mac-1;lfa-1;beta1;integrins;with;heterodimer-specific;transfectant;blocking-antibody	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12210739	PMID	23A;23B		1	0	M23B-EVID-000034		work/module23a/module23a_extraction_queue.tsv	local_abstract_or_metadata_artifact	work/module23a/module23a_extraction_queue.tsv	register_declared_path	xml_or_metadata	M23A-Q0001 M23A-B001 P1 cell_contact_adhesion_feature scar-forming astrocyte contact to extract from primary paper not asserted; mechanism target only beta1-integrin/N-cadherin adhesion relay astrocyte scar recruitment/persistence program ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function Mouse SCI Mouse SCI; scar-forming astrocytes SCI primary-paper anchor from prior module M1A-P003 PMID:36336030; DOI:10.1016/j.expneurol.2022.114264 Tracker records the beta1-integrin/N-cadherin question and immunostaining; exact relay and causal perturbation must be extracted reviewed_first_pass Mechanism target is not an evidence record; promote only after exact assay/perturbation extraction M23A-Q0002 M23A-B001 P1 connectome_adhesion_candidate Adam17 Itga6 ConnectomeDB direct seed; exact complex, directionality, and activation state require primary va	2	family-level;colvi;receptor;biology;validate;exact;col6a1;queued;pairs;q0188;retained;separately	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12359771	PMID	23A;23B		1	1	M23B-EVID-000191	M23B-E000123		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12359771_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	We observed that endostatin induced rapid clustering of alpha5beta1 integrin associated with actin stress fibers and its concomitant colocalization with the membrane anchor protein caveolin-1.	4	endostatin-alpha5beta1;binding;associated;outputs;were;retained	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12383247	PMID	23A;23B		1	1	M23B-EVID-000201	M23B-E000133		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12383247_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	To examine the action of ephrin-B3 on thalamic axons, either lateral or medial thalamic explants were cultured on membranes obtained from ephrin-B3-expressing COS cells.	5	efnb3-epha4;functional;relay;axon;outputs;were;retained	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12426305	PMID	23A;23B		1	1	M23B-EVID-000325	M23B-E000238		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12426305_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	This complex may be heterogeneous within a single cell and among different cell types.	4	upa-upar;initiates;heterogeneous;integrin;egfr;co-receptor;relays	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12477717	PMID	23A;23B		3	2	M23B-EVID-000780;M23B-EVID-000781;M23B-EVID-000782	M23B-E000570;M23B-E000571		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12477717_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Deletion of individual Ig domains of ICAM-4 and inhibition by synthetic peptides showed that the alpha(IIb)beta(3) integrin binding site encompassed the first and second Ig domains and that the G65-V74 sequence of domain D1 might play a role in this interaction.	7	cited;record;binding;activation;icam4;itgb3-containing;integrin;complex;stated;branch;this;does	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12509413	PMID	23A;23B		1	1	M23B-EVID-000643	M23B-E000463		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12509413_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	12509413 2003 05 14 2021 02 09 0021-9258 278 11 2003 Mar 14 The Journal of biological chemistry J Biol Chem ADAM12/syndecan-4 signaling promotes beta 1 integrin-dependent cell spreading through protein kinase Calpha and RhoA.	1	sdc4-associated;adam12;adhesion-domain;signaling;engages;pkcalpha;rhoa;beta1-integrin-dependent;cytoskeletal;responses;cited;record	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12517763	PMID	23A;23B		2	2	M23B-EVID-000227;M23B-EVID-000450	M23B-E000153;M23B-E000301		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12517763_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	We show here that overexpression of EphB6 in Jurkat T cells and stimulation with the EphB6 ligand, ephrin-B1, results in the selective inhibition of TCR-mediated activation of JNK but not the MAPK pathway.	4	ephrin-b1;stimulation;ephb6-expressing;cells;produced;rac1-linked;functional;signaling;ephb6;associated;with;rac1	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12563004	PMID	23A;23B		3	0	M23B-EVID-000905;M23B-EVID-000906;M23B-EVID-000907			local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12563004_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	From plaque to pretzel: Fold formation and acetylcholine receptor loss at the developing neuromuscular junction.	116	cited;studies;establish;laminin-beta2;presynaptic;localization;validate;exact;direct;lamb2;sv2a;receptor	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12611880	PMID	23A;23B		3	3	M23B-EVID-001282;M23B-EVID-001283;M23B-EVID-001284	M23B-E000937;M23B-E000938;M23B-E000939		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12611880_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	12611880 2003 06 30 2021 02 09 0021-9258 278 19 2003 May 09 The Journal of biological chemistry J Biol Chem Molecular analysis of collagen binding by the human discoidin domain receptors, DDR1 and DDR2.	1	cited;record;binding;activation;col1a1;collagen;ddr2;stated;ddr2-hek293;human;lung;fibroblasts	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12613546	PMID	23A;23B		3	2	M23B-EVID-001211;M23B-EVID-001212;M23B-EVID-001213	M23B-E000901;M23B-E000902		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12613546_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Here we describe the emerging evidence that indicates, in addition to these well-established functions, that L1 participates in the signaling of a secreted guidance cue of the Semaphorin family, Sema3A.	5	m23a-q1011;evidence;sema3a;signaling;through;nrp1;plexin-a;complexes;with;l1cam;modulation;qualifying	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12626582	PMID	23A;23B	EXPAND23A-REV-023	9	4	M23B-EVID-001141;M23B-EVID-001142;M23B-EVID-001143;M23B-EVID-001144;M23B-EVID-001145;M23B-EVID-001146;M23B-EVID-EXPAND23A-081;M23B-EVID-EXPAND23A-082;M23B-EVID-EXPAND23A-115	M23B-E000846;M23B-E000847;M23B-E001156;M23B-E001157	data/raw/evidence/module23a_review_led_20260904/s100a8a9_mac1_pubmed.xml	local_abstract_or_metadata_artifact	data/raw/evidence/module23a_review_led_20260904/s100a8a9_mac1_pubmed.xml	register_declared_path	xml_or_metadata	Finally, injection of S100A8, S100A9, or S100A8/A9 into a murine air pouch model led to rapid, transient accumulation of neutrophils confirming their activities in vivo.	10	assays;support;queued;cellular;pathway;output;this;promoted;direct;molecular;binding;qualifying	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12631718	PMID	23A;23B		3	3	M23B-EVID-000822;M23B-EVID-000823;M23B-EVID-000824	M23B-E000600;M23B-E000601;M23B-E000602		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12631718_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	RAD9 and RAD24 define two additive, interacting branches of the DNA damage checkpoint pathway in budding yeast normally required for Rad53 modification and activation.	55	cited;record;binding;activation;l1cam;egfr;trans;complex;stated;branch;this;does	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12649175	PMID	23A;23B		3	1	M23B-EVID-000381;M23B-EVID-000382;M23B-EVID-000383	M23B-E000262		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12649175_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Here, we demonstrate that CR-1 specifically binds to Glypican-1, a membrane-associated heparan sulfate proteoglycan, and activates the tyrosine kinase c-Src, triggering the mitogen-activated protein kinase and Akt signaling pathways.	4	tdgf1;associates;with;gpc1;epithelial;heterologous;systems;contributes;cell-surface;signaling;tdgf1-gpc1;associated	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12652295	PMID	23A;23B		2	2	M23B-EVID-001347;M23B-EVID-001348	M23B-E001002;M23B-E001003		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12652295_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	2003 03 24 United States Nat Med 9502015 1078-8956 0 Endothelial Growth Factors 0 Intercellular Signaling Peptides and Proteins 0 Lymphokines 0 Neuropilins 0 Recombinant Proteins 0 TIMP3 protein, human 0 Tissue Inhibitor of Metalloproteinase-3 0 Tissue Inhibitor of Metalloproteinases 0 Vascular Endothelial Growth Factor A 0 Vascular Endothelial Growth Factors EC 2.7.10.1 Receptors, Vascular Endothelial Growth Factor IM Cell Division drug effects Cell Line Endothelial Growth Factors metabolism pharmacology Endothelium cytology Humans Intercellular Signaling Peptides and Proteins metabolism pharmacology Lymphokines metabolism pharmacology Neovascularization, Pathologic prevention & control Neuropilins metabolism Phosphorylation Receptors, Vascular Endothelial Growth Factor metabolism Recombinant Proteins pharmacology Tissue Inhibitor of Metalloproteinase-3 Tissue Inhibitor of Metalloprotei	10	cited;record;binding;activation;timp3;vegfr2;stated;pae-kdr;human;endothelial;recombinant;ectodomain	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12670700	PMID	23B		2	2	M23B-EVID-PROMO-20260826-022;M23B-EVID-PROMO-20260826-023	M23B-E000251;M23B-E000252		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12670700_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	Binding of Reelin to ApoER2 and VLDLR induces a rapid increase in tyrosine phosphorylation of Dab1, an adaptor protein that associates with the cytoplasmic domain of the receptors.	4	reelin;directly;engages;apoer2;lrp8;binding;clustering;dab1;studies;vldlr;receptor-binding;with	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
PMID:12682293	PMID	23A;23B		2	2	M23B-EVID-000191;M23B-EVID-000195	M23B-E000123;M23B-E000127		local_abstract_or_metadata_artifact	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_12682293_pubmed.xml	additional_root_manifest_crosswalk	xml_or_metadata	12682293 2003 06 17 2026 07 17 0027-8424 100 8 2003 Apr 15 Proceedings of the National Academy of Sciences of the United States of America Proc Natl Acad Sci U S A Human tumstatin and human endostatin exhibit distinct antiangiogenic activities mediated by alpha v beta 3 and alpha 5 beta 1 integrins.	1	endostatin-alpha5beta1;binding;associated;outputs;were;retained;tumstatin-alphavbeta3;antiangiogenic	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
