candidate_id	source_a_status	b_status	layer1_status	layer2_status	layer3_status	species_posture	injury_context_posture	next_gap
M23A-Q0918	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0919	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0920	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; rat; recombinant human proteins	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0921	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; rat comparator; recombinant protein systems	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0922	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; rat comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0923	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; rat comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0924	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; rat; recombinant human proteins	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0925	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	rat; mouse comparator; recombinant protein systems	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0926	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; rat comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0927	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; rat comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0928	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	reviewed_unresolved	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No direct PLAU-ITGA5 binding; uPAR-alpha5beta1 is the direct complex.
M23A-Q0929	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	reviewed_unresolved	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No direct PLAU-ITGAM binding; uPAR-Mac-1 complex function is retained.
M23A-Q0930	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	reviewed_unresolved	reviewed_unresolved	reviewed_supported	Homo sapiens	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No direct PLAU-ITGB5 binding or unique proximal relay; uPA/uPAR regulates ITGB5 abundance/function.
M23A-Q0931	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0932	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0933	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	Homo sapiens	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded
M23A-Q0934	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	reviewed_unresolved	reviewed_unresolved	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No direct S100A8-ITGB2 binary edge; S100A8/A9 preparations activate Mac-1.
M23A-Q0935	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	reviewed_unresolved	reviewed_unresolved	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No direct S100A9-ITGB2 binary edge; S100A8/A9 preparations activate Mac-1.
M23A-Q0936	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; rodent comparator	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0937	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0938	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	Mus musculus; rat; human	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0939	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0940	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	human; mouse comparator systems	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No unified Plexin-D1-to-TF branch; TBX21/GATA3/RORC changes are from a separate T-cell context.
M23A-Q0941	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0942	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	chick; mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0943	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	Non-SCI primary comparator; no SCI receiver weighting	No additional bounded gap beyond model/SCI transfer limits
M23A-Q0944	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	reviewed_unresolved	reviewed_unresolved	reviewed_supported	rat neurons and heterologous synapse assays	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No binding or proximal relay promoted for grouped SLITRK1/2/6-PTPRS; primary support is synaptogenic function.
M23A-Q0945	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	Module21A source species unresolved	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No unique PTPRD cytosolic relay or terminal TF; splice/synapse context is required.
M23A-Q0946	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	Module21A source species unresolved	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No unique PTPRS cytosolic relay or terminal TF; splice/synapse context is required.
M23A-Q0947	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	Module21A source species unresolved	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No unique PTPRS cytosolic relay or terminal TF; splice/synapse context is required.
M23A-Q0948	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	ITGAM is not exported alone; SPON2 resolves the Mac-1 alphaM:beta2 complex.
M23A-Q0949	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	ITGB2 is not exported alone; SPON2 resolves the Mac-1 alphaM:beta2 complex.
M23A-Q0950	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	reviewed_unresolved	reviewed_supported	bovine; human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	unsupported evidence layer remains bounded No unique receptor-proximal kinase or terminal TF was measured for SPP1-alpha4beta1.
M23A-Q1001	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	FAK/SRC sequence and SCI relevance unresolved
M23A-Q1002	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	Exact kinase relay and SCI relevance unresolved
M23A-Q1003	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	Separate alphaVbeta5 attachment from alphaVbeta3 spreading/migration
M23A-Q1004	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_demonstrated	not_demonstrated	reviewed_supported	mouse; human comparator	non-SCI comparator; no SCI receiver weighting	Direct VTN-alphaVbeta8 binding and kinase relay unresolved
M23A-Q1005	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_demonstrated	not_demonstrated	reviewed_supported	mouse	non-SCI comparator; no SCI receiver weighting	Do not export a free ITGB6 edge
M23A-Q1006	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	human	non-SCI comparator; no SCI receiver weighting	Search exact VTN–KDR primary pair; preserve alphaVbeta3 and VEGF–KDR as separate edges
M23A-Q1007	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	non-SCI comparator; no SCI receiver weighting	GPIb-IX-V complex and force-dependent presentation must be preserved
M23A-Q1008	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	not_demonstrated	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	Multimeric VWF and shear context required
M23A-Q1009	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	non-SCI comparator; no SCI receiver weighting	Source model was unresolved in the seed; matched human fibroblast/FZD3 primary study recovered
M23A-Q1010	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	non-SCI developmental neural comparator	Keep ephrin-B3 as a co-receptor component; do not replace LRP8/VLDLR
M23A-Q1011	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate	SCI receiver state unresolved	Recover exact primary Sema3A–CNTN2 assay before promotion
M23A-Q1012	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	not_direct_binary_L1_binding	reviewed_supported	reviewed_supported	mouse; human comparator	non-SCI neural comparator	Keep L1CAM as complex component, not direct Sema3A receptor
M23A-Q1013	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	non-SCI immune comparator	Mouse Tim-2 specificity; no human TIMD2 transfer
M23A-Q1014	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; human comparator	SCI receiver state unresolved	Search exact Sema6C–NRCAM primary interaction
M23A-Q1015	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse	non-SCI developmental neural comparator	Tripartite complex and direction-dependent topology required
M23A-Q1016	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1017	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1018	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1019	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1020	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1021	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1022	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1023	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1024	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1025	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1026	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1027	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1028	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1029	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1030	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1031	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1032	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1033	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1034	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1035	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1036	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1037	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1038	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1039	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1040	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1041	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1042	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1043	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1044	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1045	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1046	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1047	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1048	NO_EVIDENCE_BOUNDARY	NO_EVIDENCE_BOUNDARY	not_demonstrated	not_demonstrated	not_demonstrated	mouse candidate; experimental species unresolved	SCI receiver state unresolved	Recover an exact primary laminin–SV2 interaction and receptor-proximal assay
M23A-Q1049	DUPLICATE_ALIAS_REUSE_B012	DUPLICATE_ALIAS_REUSE_B012	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat comparator	non-SCI developmental neural comparator	Canonical B012 Reelin branch exists; do not create a second molecular edge
M23A-Q1050	DUPLICATE_ALIAS_REUSE_B012	DUPLICATE_ALIAS_REUSE_B012	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat comparator	non-SCI developmental neural comparator	Canonical B012 Reelin branch exists; do not create a second molecular edge
M23A-Q1051	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	bounded_no_evidence	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1052	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat; recombinant comparator	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1053	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1054	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1055	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1056	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	bounded_no_evidence	reviewed_supported	reviewed_supported	human; mouse; monkey comparator	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1057	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1058	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	reviewed_supported	chick; rat; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1059	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	reviewed_supported	mouse	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1060	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; rat collagen reagent	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1061	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human protein comparator	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1062	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	not_assessed	human recombinant proteins	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1063	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	not_assessed	human recombinant proteins	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1064	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1065	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; mammalian systems	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1066	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; mammalian systems	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1067	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	reviewed_supported	mouse; rabbit; human	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1068	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1069	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1070	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	not_assessed	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	Layer gap or complex-resolution boundary remains explicit.
