module_route	edge_or_pair	source_entity	relation	target_entity	current_tier	promoted_tier	primary_pmids	corroborating_pmids	exact_evidence_status	species_context	module_fit	decision	evidence_summary	limitations
22B	22B	E2F6	regulates	BRCA1	hold_exact_pair	high	19466541	12909625	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: E2F6 negatively regulates BRCA1 in human cells.	Cancer-cell and E2F-complex context.
22B	22B	KLF11	regulates	INS	hold_exact_pair	high	21592955	22801105	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: KLF11 directly regulates the human insulin promoter, activating in non-beta cells and inhibiting in beta cells.	Exact pair is corroborated but effect is cell-context dependent.
22B	22B	HOXB7	regulates	FGF2	hold_exact_pair	high	21183939	8756643	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Human HOXB7 directly transactivates the FGF2 promoter; HOXB7 antisense reduces FGF2.	Human melanoma context.
22B	22B	Mtf1	regulates	Slc39a10	hold_exact_pair	high	16221973	21738690	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Mouse MTF1/Mtf1 binds and represses the Slc39a10 promoter through a Pol II pause mechanism.	Mouse metal-response/chromatin context.
22B	22B	Nfil3	regulates	Ptgs2	hold_exact_pair	high	24994935	12743120	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Mouse NFIL3/E4BP4 represses the Cox2/Ptgs2 promoter in primary osteoblasts.	Mouse osteoblast/inflammatory context.
22B	22B	Ebf1	regulates	Cd79a	hold_exact_pair	high	20385820	29440261	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Abstract triage: exact_pair_pmids=20385820; direct_evidence_pmids=20385820; source_lead_pmids=12446773;20385820. Lane 02 adjudication: Independent primary PMID 29440261, Dynamic EBF1 occupancy directs sequential epigenetic and transcriptional events in B-cell programming: mouse Ebf1-null/pro-B-cell experiments show continuous EBF1 function is required for Cd79a promoter activity. Exact species, pair, and positive direction; non-shared citation; primary experiment, not database-only.	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.
22B	22B	MEF2D	regulates	JUN	hold_exact_pair	high	12054430	9448004	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Abstract triage: exact_pair_pmids=12054430; direct_evidence_pmids=12054430; source_lead_pmids=12054430. Lane 02 adjudication: Independent primary PMID 9448004, Epidermal growth factor induction of the c-jun promoter by a Rac pathway: human HeLa experiments identify a MEF2D-bound c-jun promoter element required for induction. Exact species, pair, and positive direction; non-shared citation; promoter regulation rather than occupancy alone.	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.
22B	22B	Eomes	regulates	Il17a	hold_exact_pair	high	21600798	33390832	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Abstract triage: exact_pair_pmids=21600798; direct_evidence_pmids=21600798; source_lead_pmids=21600798. Lane 02 adjudication: Independent primary PMID 33390832, Eomesodermin in CD4+T cells is essential for Ginkgolide K ameliorating disease progression in experimental autoimmune encephalomyelitis: mouse CD4-T-cell work reports direct Eomes binding at the Il17a promoter, dual-luciferase activity, and suppression of Il17a/Th17 differentiation. Exact species, pair, and negative direction; non-shared citation; primary experiment.	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.
22B	22B	E2F8	regulates	E2F1	hold_exact_pair	high	18202719	16179649	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Abstract triage: exact_pair_pmids=18202719; direct_evidence_pmids=18202719; source_lead_pmids=18202719. Lane 02 adjudication: Independent primary PMID 16179649, Characterization of E2F8, a novel E2F-like cell-cycle regulated repressor of E2F-activated transcription: human U2OS reporter experiments show E2F8 represses the human E2F1 promoter in an E2F-site-dependent manner. Exact species, pair, and negative direction; non-shared citation; primary experiment, not database-only.	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.
22B	22B	JDP2	regulates	ATF3	hold_exact_pair	high	22989952	19233874	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Abstract triage: exact_pair_pmids=22989952; direct_evidence_pmids=22989952; source_lead_pmids=22989952. Lane 02 adjudication: Independent primary PMID 19233874, The ubiquitously expressed bZIP inhibitor, JDP2, suppresses the transcription of its homologue immediate early gene counterpart, ATF3: human HeLa expression, reporter, and ChIP experiments show JDP2 repression of the human ATF3 promoter. Exact species, pair, and negative direction; non-shared citation; full-text primary evidence, not a database-only assertion despite the database provenance lead.	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.
22B	22B	MKL1	regulates	SRF	hold_exact_pair	high	14565952	12944485	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Independent serum-response study shows MKL1 directly binds SRF, activates SRE/SRF-dependent reporters, and is required for serum induction of SRF-associated genes.	MKL1 is a transcriptional coactivator acting with SRF rather than a conventional DNA-binding target; MKL2 redundancy and serum/RhoA context apply.
22B	22B	SUZ12	regulates	HOXA9	hold_exact_pair	high	15225548	16766534	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Independent human epithelial-cell work shows SUZ12 recruitment at HOXA9 and SUZ12-dependent polycomb-mediated hypermethylation/silencing of the locus.	PRC2/corepressor and p16-loss context; this is chromatin-complex recruitment rather than sequence-specific SUZ12 DNA binding.
20A→20B	M20B-E002113	Epgn	engages	Egfr	medium	high	28988771	23899604	exact_pair_supported	Human direct EGFR ligand/dimer structural biochemistry plus mouse Epgn-overexpression phenotype with EGFR dependence.	20A direct EGFR ligand-receptor	PROMOTE_HIGH	EPGN is directly resolved as an EGFR ligand in receptor-dimer structural/biochemical assays (PMID 28988771); an independent mouse Epgn model links the phenotype to EGFR activation (PMID 23899604).	EPGN is a lower-affinity/redundant EGFR ligand; evidence does not imply ERBB2 or other ErbB receptor specificity.
20A→20B	M20B-E002135	Lama1	engages	ITGA6_ITGB1	medium	high	16413178	1959558	exact_pair_supported	Human recombinant laminin-integrin specificity panel plus mouse laminin E8/affinity evidence; LAMA1 represented as laminin-111.	20A direct ECM ligand-receptor	PROMOTE_HIGH	Purified α6β1 binding to laminin-111 is resolved in a ligand-specificity panel (PMID 16413178) and independently in mouse laminin E8/human laminin affinity chromatography (PMID 1959558).	Form resolution is laminin-111/E8 rather than every native LAMA1-containing basement-membrane assembly; retain the α6β1 heterodimer.
20A→20B	M20B-E002137	Lama1	engages	ITGA7_ITGB1	medium	high	16413178	1839357;8810334	exact_pair_supported	Human/mouse recombinant or cell-based α7β1 evidence with laminin-111/E8/laminin-1 forms resolved.	20A direct ECM ligand-receptor	PROMOTE_HIGH	The α7X1/X2β1 splice-specific laminin panel directly resolves binding to laminin-111 (PMID 16413178); independent α7β1 laminin E8 binding and mouse α7β1 transfectant assays corroborate the edge (PMIDs 1839357, 8810334).	α7 splice variant and laminin isoform preferences are form-specific; do not generalize across all laminins or collapse α7β1 to α6β1.
20A→20B	M20B-E002233	Ntn1	engages	Dscam	medium	high	18585357	18948420	exact_pair_supported	Rat/vertebrate and fly/vertebrate/mouse assays with human orthology comparator.	20A direct axon-guidance ligand-receptor	PROMOTE_HIGH	DSCAM is directly shown to bind netrin-1 and collaborate with DCC in turning assays (PMID 18585357); an independent study reproduces netrin-dependent Dscam binding and axon guidance across vertebrate/fly systems (PMID 18948420).	DSCAM is not required in every mouse netrin-1 assay (PMID 22238077); retain co-receptor/parallel-pathway context rather than treating it as the sole netrin receptor.
20A→20B	M20B-E002236	Ntn1	engages	Unc5c	medium	high	15574733	24739528	exact_pair_supported	Human recombinant/domain-mapping evidence plus mouse corpus-callosum guidance genetics and receptor-complex function.	20A direct axon-guidance ligand-receptor	PROMOTE_HIGH	Unc5C Ig domains are directly mapped as netrin-binding regions (PMID 15574733); independent mouse work places Unc5C with DCC downstream of netrin-1 during callosal guidance (PMID 24739528).	UNC5C commonly acts in a DCC/co-receptor complex; this promotion is for the exact Ntn1–Unc5c edge, not free-standing receptor exclusivity.
20A→20B	M20B-E002519	Agrn	engages	Musk	medium	high	37252960	18848351;18957220	explicit_complex_preserved_agrin_lrp4_musk	Human recombinant 1:1:1 cryo-EM complex plus independent mouse cellular MuSK activation/AChR-clustering studies.	20A direct ligand-receptor complex	PROMOTE_HIGH	Cryo-EM directly preserves a 1:1:1 Agrin–LRP4–MuSK complex and resolves Agrin-promoted MuSK engagement (PMID 37252960); independent mouse studies establish the Agrin–LRP4–MuSK signaling complex (PMIDs 18848351, 18957220).	Do not interpret this as free Agrin binding to MuSK: LRP4 is an obligate coreceptor and Agrin splice/terminal form matters.
20A→20B	M20B-E002521	Agrp	engages	Mc3r	medium	high	9311920	9299416	exact_pair_supported	Mouse recombinant AgRP in vitro/in vivo pharmacology plus human MC3R/MC4R functional receptor assays.	20A direct GPCR ligand-receptor pharmacology	PROMOTE_HIGH	Recombinant AgRP is tested directly as an antagonist at MC3R/MC4R (PMID 9311920), with independent human MC3R/MC4R functional antagonism (PMID 9299416).	AgRP is an antagonist/inverse agonist in these assays; preserve negative ligand polarity and peptide-form dependence rather than treating it as an agonist.
20A→20B	M20B-E003553	Gdf2	engages	Acvr2b_Acvrl1	medium	high	22718755	17311849	explicit_complex_preserved_gdf2_acvrl1_acvr2b	Human structural ternary complex plus mouse/human receptor-binding and endothelial functional comparison.	20A direct TGF/BMP ligand-receptor complex	PROMOTE_HIGH	A crystal structure directly assembles GDF2/BMP9 with ALK1/ACVRL1 and ActRIIB/ACVR2B (PMID 22718755); an independent study confirms BMP9 binding/signaling through ALK1 and type-II receptors (PMID 17311849).	The promoted edge is the preserved ACVRL1–ACVR2B heteromer; do not propagate it to ACVR2A, other ALKs, or isolated receptor components.
