"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"identity_resolution_status"	"unresolved_reason"	"authoritative_source"
"M20B-P2-R-004397-R211B"	"20B"	"M20B-EVID-004397-P2-RELAY"	"PMID:15620359; PMID:16242404"	"PMID:15620359; PMID:16242404; DOI:10.1016/j.neuron.2005.08.026; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NRXN_NLGN_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004398"	"20B"	"M20B-EVID-004398"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004398-R211A"	"20B"	"M20B-EVID-004398-P2-DIRECT"	"PMID:25378172; PMID:28641112"	"PMID:25378172; PMCID:PMC4220035; DOI:10.1523/JNEUROSCI.0348-14.2014; PMID:28641112; DOI:10.1016/j.neuron.2017.05.034; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NRXN_NLGN_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004398-R211B"	"20B"	"M20B-EVID-004398-P2-RELAY"	"PMID:15620359; PMID:28641112"	"PMID:15620359; PMID:28641112; DOI:10.1016/j.neuron.2017.05.034; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NRXN_NLGN_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004399"	"20B"	"M20B-EVID-004399"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004400"	"20B"	"M20B-EVID-004400"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004401"	"20B"	"M20B-EVID-004401"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004402"	"20B"	"M20B-EVID-004402"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004404"	"20B"	"M20B-EVID-004404"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004404-R212A"	"20B"	"M20B-EVID-004404-P2-DIRECT"	"PMID:7556091; PMID:8621424"	"PMID:7556091; DOI:10.1002/j.1460-2075.1995.tb00127.x; PMID:8621424; DOI:10.1016/S0006-3495(96)79305-8; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004404-R212B"	"20B"	"M20B-EVID-004404-P2-RELAY"	"PMID:7556091; PMID:8621424"	"PMID:7556091; PMID:8621424; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004405"	"20B"	"M20B-EVID-004405"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004405-R212A"	"20B"	"M20B-EVID-004405-P2-DIRECT"	"PMID:8752100; PMID:8621424"	"PMID:8752100; DOI:10.1046/j.1471-4159.1996.67030952.x; PMID:8621424; DOI:10.1016/S0006-3495(96)79305-8; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004405-R212C"	"20B"	"M20B-EVID-004405-P2-FUNC"	"PMID:16142215; PMID:7911729"	"PMID:16142215; PMCID:PMC1369188; DOI:10.1038/sj.embor.7400512; PMID:7911729; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004405-R212B"	"20B"	"M20B-EVID-004405-P2-RELAY"	"PMID:8752100; PMID:8946053"	"PMID:8752100; PMID:8946053; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004407"	"20B"	"M20B-EVID-004407"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004407-R212A"	"20B"	"M20B-EVID-004407-P2-DIRECT"	"PMID:7595513; PMID:9728915"	"PMID:7595513; DOI:10.1046/j.1471-4159.1995.65052241.x; PMID:9728915; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004407-R212C"	"20B"	"M20B-EVID-004407-P2-FUNC"	"PMID:7908342; PMID:14720220; PMID:17681695"	"PMID:7908342; PMID:14720220; PMID:17681695; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004407-R212B"	"20B"	"M20B-EVID-004407-P2-RELAY"	"PMID:7595513; PMID:11223544; PMID:14720220"	"PMID:7595513; PMID:11223544; PMID:14720220; DOI:10.1016/S0006-3495(96)79305-8; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTF3_NTF5_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004409"	"20B"	"M20B-EVID-004409"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004410"	"20B"	"M20B-EVID-004410"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004410-R213A"	"20B"	"M20B-EVID-004410-P2-DIRECT"	"PMID:33724150; PMID:33740419"	"PMID:33724150; PMCID:PMC7971226; DOI:10.1080/19336918.2021.1892397; PMID:33740419; PMCID:PMC8063088; DOI:10.1016/j.cell.2021.02.045; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTN1_NTN4_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004410-R213C"	"20B"	"M20B-EVID-004410-P2-FUNC"	"PMID:33724150; PMID:10908620; PMID:33740419"	"PMID:33724150; PMCID:PMC7971226; PMID:10908620; PMID:33740419; PMCID:PMC8063088; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTN1_NTN4_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004410-R213B"	"20B"	"M20B-EVID-004410-P2-RELAY"	"PMID:33724150; PMID:33883596"	"PMID:33724150; PMCID:PMC7971226; DOI:10.1080/19336918.2021.1892397; PMID:33883596; PMCID:PMC8060280; DOI:10.1038/s41598-021-87949-7; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTN1_NTN4_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004411"	"20B"	"M20B-EVID-004411"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004413"	"20B"	"M20B-EVID-004413"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004414"	"20B"	"M20B-EVID-004414"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004414-R213A"	"20B"	"M20B-EVID-004414-P2-DIRECT"	"PMID:17174565; PMID:27901020"	"PMID:17174565; DOI:10.1016/j.neulet.2006.10.043; PMID:27901020; DOI:10.1038/ncomms13264; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTN1_NTN4_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004416"	"20B"	"M20B-EVID-004416"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004417"	"20B"	"M20B-EVID-004417"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004417-R214C"	"20B"	"M20B-EVID-004417-P2-FUNC"	"PMID:23864682; PMID:29949768; DOI:10.1016/j.celrep.2018.05.087; PMID:33932995; PMCID:PMC8088686; DOI:10.1186/s10020-021-00304-4"	"PMID:23864682; PMCID:PMC3713730; DOI:10.1523/JNEUROSCI.1521-13.2013; PMID:29949768; DOI:10.1016/j.celrep.2018.05.087; PMID:33932995; PMCID:PMC8088686; DOI:10.1186/s10020-021-00304-4; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTNG_NTS_exact_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004417-R214B"	"20B"	"M20B-EVID-004417-P2-RELAY"	"PMID:23864682; PMCID:PMC3713730; DOI:10.1523/JNEUROSCI.1521-13.2013; PMID:17785411; PMCID:PMC1964543; DOI:10.1073/pnas.0706919104"	"PMID:23864682; PMCID:PMC3713730; DOI:10.1523/JNEUROSCI.1521-13.2013; PMID:17785411; PMCID:PMC1964543; DOI:10.1073/pnas.0706919104; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTNG_NTS_exact_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004422"	"20B"	"M20B-EVID-004422"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004423"	"20B"	"M20B-EVID-004423"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004423-R215C"	"20B"	"M20B-EVID-004423-P2-FUNC"	"PMID:32275927; PMCID:PMC5815659; DOI:10.1016/j.neuropharm.2020.108069; PMID:14725975; DOI:10.1016/j.brainres.2003.11.039; PMID:17697051; DOI:10.1111/j.1471-4159.2007.04805.x"	"PMID:32275927; PMCID:PMC5815659; DOI:10.1016/j.neuropharm.2020.108069; PMID:14725975; DOI:10.1016/j.brainres.2003.11.039; PMID:17697051; DOI:10.1111/j.1471-4159.2007.04805.x; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTS_receptor_targeted_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004423-R215B"	"20B"	"M20B-EVID-004423-P2-RELAY"	"PMID:32275927; PMCID:PMC5815659; DOI:10.1016/j.neuropharm.2020.108069; PMID:11723247; DOI:10.1124/mol.60.6.1392"	"PMID:32275927; PMCID:PMC5815659; DOI:10.1016/j.neuropharm.2020.108069; PMID:11723247; DOI:10.1124/mol.60.6.1392; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTS_receptor_targeted_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004424"	"20B"	"M20B-EVID-004424"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004424-R215C"	"20B"	"M20B-EVID-004424-P2-FUNC"	"PMID:27663735; DOI:10.1073/pnas.1604992113; PMID:29272741; DOI:10.1016/j.neo.2017.11.012"	"PMID:27663735; DOI:10.1073/pnas.1604992113; PMID:29272741; DOI:10.1016/j.neo.2017.11.012; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTS_receptor_targeted_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004424-R215B"	"20B"	"M20B-EVID-004424-P2-RELAY"	"PMID:31223654; PMCID:PMC4974396; DOI:10.1126/sciadv.aav9946; PMID:19891061; DOI:10.1016/j.biocel.2009.04.002"	"PMID:31223654; PMCID:PMC4974396; DOI:10.1126/sciadv.aav9946; PMID:19891061; DOI:10.1016/j.biocel.2009.04.002; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_NTS_receptor_targeted_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004426"	"20B"	"M20B-EVID-004426"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004427"	"20B"	"M20B-EVID-004427"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004429"	"20B"	"M20B-EVID-004429"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004430"	"20B"	"M20B-EVID-004430"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004439"	"20B"	"M20B-EVID-004439"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004439-R216C"	"20B"	"M20B-EVID-004439-P2-FUNC"	"PMID:27539849; PMCID:PMC5076839; DOI:10.1074/jbc.M116.748483; PMID:35008777; PMCID:PMC8745562; DOI:10.1016/j.cels.2015.12.004"	"PMID:27539849; PMCID:PMC5076839; DOI:10.1074/jbc.M116.748483; PMID:35008777; PMCID:PMC8745562; DOI:10.1016/j.cels.2015.12.004; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OSM_IL6ST_LIFR_OSMR_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004439-R216B"	"20B"	"M20B-EVID-004439-P2-RELAY"	"PMID:27539849; PMCID:PMC5076839; DOI:10.1074/jbc.M116.748483; PMID:22937020; PMCID:PMC3425591; DOI:10.1371/journal.pone.0043155; PMID:37120549; PMCID:PMC10149029; DOI:10.1186/s12967-023-04163-x"	"PMID:27539849; PMCID:PMC5076839; DOI:10.1074/jbc.M116.748483; PMID:22937020; PMCID:PMC3425591; DOI:10.1371/journal.pone.0043155; PMID:37120549; PMCID:PMC10149029; DOI:10.1186/s12967-023-04163-x; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OSM_IL6ST_LIFR_OSMR_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004440"	"20B"	"M20B-EVID-004440"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004440-R216C"	"20B"	"M20B-EVID-004440-P2-FUNC"	"PMID:34769079; PMCID:PMC6447622; DOI:10.1038/s41467-019-09234-6; PMID:32736577; PMCID:PMC7393919; DOI:10.1186/s13075-020-02266-0; PMID:37120549; PMCID:PMC10149029; DOI:10.1186/s12967-023-04163-x"	"PMID:34769079; PMCID:PMC6447622; DOI:10.1038/s41467-019-09234-6; PMID:32736577; PMCID:PMC7393919; DOI:10.1186/s13075-020-02266-0; PMID:37120549; PMCID:PMC10149029; DOI:10.1186/s12967-023-04163-x; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OSM_IL6ST_LIFR_OSMR_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004440-R216B"	"20B"	"M20B-EVID-004440-P2-RELAY"	"PMID:34769079; PMCID:PMC6447622; DOI:10.1038/s41467-019-09234-6; PMID:32736577; PMCID:PMC7393919; DOI:10.1186/s13075-020-02266-0; PMID:30273401; PMCID:PMC6166945; DOI:10.1002/jcb.240450207"	"PMID:34769079; PMCID:PMC6447622; DOI:10.1038/s41467-019-09234-6; PMID:32736577; PMCID:PMC7393919; DOI:10.1186/s13075-020-02266-0; PMID:30273401; PMCID:PMC6166945; DOI:10.1002/jcb.240450207; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OSM_IL6ST_LIFR_OSMR_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004441"	"20B"	"M20B-EVID-004441"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004441-R217C"	"20B"	"M20B-EVID-004441-P2-FUNC"	"PMID:28990933; PMCID:PMC5663354; DOI:10.1172/JCI94912; PMID:34260913; DOI:10.1016/j.celrep.2021.109380; PMID:29326144; DOI:10.1161/CIRCRESAHA.117.312624"	"PMID:28990933; PMCID:PMC5663354; DOI:10.1172/JCI94912; PMID:34260913; DOI:10.1016/j.celrep.2021.109380; PMID:29326144; DOI:10.1161/CIRCRESAHA.117.312624; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OSTN_OXT_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004441-R217B"	"20B"	"M20B-EVID-004441-P2-RELAY"	"PMID:17951249; DOI:10.1074/jbc.M708596200; PMID:33740666; DOI:10.1016/j.bbrc.2021.03.028"	"PMID:17951249; DOI:10.1074/jbc.M708596200; PMID:33740666; DOI:10.1016/j.bbrc.2021.03.028; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OSTN_OXT_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004442"	"20B"	"M20B-EVID-004442"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004443"	"20B"	"M20B-EVID-004443"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004444"	"20B"	"M20B-EVID-004444"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004445"	"20B"	"M20B-EVID-004445"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004445-R218A"	"20B"	"M20B-EVID-004445-P2-DIRECT"	"PMID:23723434; PMCID:PMC3716315; DOI:10.1124/jpet.113.202994; PMID:20663860; PMCID:PMC2923666; DOI:10.1158/1541-7786.MCR-09-0329"	"PMID:23723434; PMCID:PMC3716315; DOI:10.1124/jpet.113.202994; PMID:20663860; PMCID:PMC2923666; DOI:10.1158/1541-7786.MCR-09-0329; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OXT_AVPR_crossreactivity_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004445-R218B"	"20B"	"M20B-EVID-004445-P2-RELAY"	"PMID:23723434; PMCID:PMC3716315; DOI:10.1124/jpet.113.202994; PMID:20663860; PMCID:PMC2923666; DOI:10.1158/1541-7786.MCR-09-0329"	"PMID:23723434; PMCID:PMC3716315; DOI:10.1124/jpet.113.202994; PMID:20663860; PMCID:PMC2923666; DOI:10.1158/1541-7786.MCR-09-0329; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_OXT_AVPR_crossreactivity_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004450"	"20B"	"M20B-EVID-004450"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004450-R219C"	"20B"	"M20B-EVID-004450-P2-FUNC"	"PMID:23430252; PMCID:PMC3624461; DOI:10.1074/jbc.M113.453373; PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002"	"PMID:23430252; PMCID:PMC3624461; DOI:10.1074/jbc.M113.453373; PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004450-R219B"	"20B"	"M20B-EVID-004450-P2-RELAY"	"PMID:23430252; PMCID:PMC3624461; DOI:10.1074/jbc.M113.453373; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127"	"PMID:23430252; PMCID:PMC3624461; DOI:10.1074/jbc.M113.453373; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004451"	"20B"	"M20B-EVID-004451"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004452"	"20B"	"M20B-EVID-004452"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004452-R219A"	"20B"	"M20B-EVID-004452-P2-DIRECT"	"PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991; PMID:19489072; DOI:10.1002/hep.22911"	"PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991; PMID:19489072; DOI:10.1002/hep.22911; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004452-R219C"	"20B"	"M20B-EVID-004452-P2-FUNC"	"PMID:19489072; DOI:10.1002/hep.22911; PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991"	"PMID:19489072; DOI:10.1002/hep.22911; PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
