"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_canonical_paper_key"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"identity_resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"	"unresolved_reason"
"M22B-P2-R-000701"	"22B"	"M22B-EVID-005101"	"PMID:23984338"	"PMID:23984338; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch062_pubmed_B019_pmids.xml"	"PMID:23984338"	"23984338"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000702"	"22B"	"M22B-EVID-005107"	"DOI:10.1007/s10456-013-9389-y"	"DOI:10.1007/s10456-013-9389-y; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch062_doi_pubmed.xml"	"PMID:24129822"	"24129822"	"PMC3898417"	"10.1007/s10456-013-9389-y"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"A peptide derived from TIMP-3 inhibits multiple angiogenic growth factor receptors and tumour growth and inflammatory arthritis in mice."	"Chen YY; Brown NJ; Jones R; Lewis CE; Mujamammi AH; Muthana M; Seed MP; Barker MD"	"2014"	"Angiogenesis"	""	"https://doi.org/10.1007/s10456-013-9389-y"	""
"M22B-P2-R-000703"	"22B"	"M22B-EVID-005107"	"DOI:10.1038/nm846"	"DOI:10.1038/nm846; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_10.1038_nm846.json"	"PMID:12652295"	"12652295"	""	"10.1038/nm846"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"A novel function for tissue inhibitor of metalloproteinases-3 (TIMP3): inhibition of angiogenesis by blockage of VEGF binding to VEGF receptor-2."	"Qi JH; Ebrahem Q; Moore N; Murphy G; Claesson-Welsh L; Bond M; Baker A; Anand-Apte B"	"2003"	"Nature medicine"	""	"https://doi.org/10.1038/nm846"	""
"M22B-P2-R-000704"	"22B"	"M22B-EVID-005109"	"PMID:10497155"	"PMID:10497155; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:10497155"	"10497155"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000705"	"22B"	"M22B-EVID-005110"	"PMCID:PMC2777537"	"PMCID:PMC2777537; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_PMC2777537_full.xml"	"PMID:17963729"	"17963729"	"PMC2777537"	"10.1016/j.bbrc.2007.10.049"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"A NPxY-independent beta5 integrin activation signal regulates phagocytosis of apoptotic cells."	"Singh S; D'mello V; van Bergen en Henegouwen P; Birge RB"	"2007"	"Biochemical and biophysical research communications"	""	"https://pubmed.ncbi.nlm.nih.gov/17963729/"	""
"M22B-P2-R-000706"	"22B"	"M22B-EVID-005111"	"DOI:10.1083/jcb.119.1.203"	"DOI:10.1083/jcb.119.1.203; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_doi_one_pubmed.xml"	"PMID:1382076"	"1382076"	"PMC2289633"	"10.1083/jcb.119.1.203"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Neuronal cell adhesion molecule contactin/F11 binds to tenascin via its immunoglobulin-like domains."	"Zisch AH; D'Alessandri L; Ranscht B; Falchetto R; Winterhalter KH; Vaughan L"	"1992"	"The Journal of cell biology"	""	"https://doi.org/10.1083/jcb.119.1.203"	""
"M22B-P2-R-000707"	"22B"	"M22B-EVID-005112"	"PMID:11470832"	"PMID:11470832; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:11470832"	"11470832"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000708"	"22B"	"M22B-EVID-005113"	"PMID:7693733"	"PMID:7693733; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:7693733"	"7693733"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000709"	"22B"	"M22B-EVID-005114"	"PMCID:PMC532045"	"PMCID:PMC532045; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_PMC532045_full.xml"	"PMID:15483051"	"15483051"	"PMC532045"	"10.1091/mbc.e04-08-0759"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"Coregulation of fibronectin signaling and matrix contraction by tenascin-C and syndecan-4."	"Midwood KS; Valenick LV; Hsia HC; Schwarzbauer JE"	"2004"	"Molecular biology of the cell"	""	"https://pubmed.ncbi.nlm.nih.gov/15483051/"	""
"M22B-P2-R-000710"	"22B"	"M22B-EVID-005115"	"PMID:14715956"	"PMID:14715956; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:14715956"	"14715956"	"PMC6729556"	"10.1523/jneurosci.4519-03.2004"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Neurite outgrowth by the alternatively spliced region of human tenascin-C is mediated by neuronal alpha7beta1 integrin."	"Mercado ML; Nur-e-Kamal A; Liu HY; Gross SR; Movahed R; Meiners S"	"2004"	"The Journal of neuroscience : the official journal of the Society for Neuroscience"	""	"https://pubmed.ncbi.nlm.nih.gov/14715956/"	""
"M22B-P2-R-000711"	"22B"	"M22B-EVID-005125"	"PMID:7758105"	"PMID:7758105; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:7758105"	"7758105"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000712"	"22B"	"M22B-EVID-005126"	"PMID:8565075"	"PMID:8565075; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:8565075"	"8565075"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000713"	"22B"	"M22B-EVID-005129"	"PMID:23051914"	"PMID:23051914; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:23051914"	"23051914"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000714"	"22B"	"M22B-EVID-005130"	"DOI:10.1074/jbc.273.23.14363"	"DOI:10.1074/jbc.273.23.14363; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_doi_one_pubmed.xml"	"PMID:9603945"	"9603945"	""	"10.1074/jbc.273.23.14363"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Osteoprotegerin is a receptor for the cytotoxic ligand TRAIL."	"Emery JG; McDonnell P; Burke MB; Deen KC; Lyn S; Silverman C; Dul E; Appelbaum ER; Eichman C; DiPrinzio R; Dodds RA; James IE; Rosenberg M; Lee JC; Young PR"	"1998"	"The Journal of biological chemistry"	""	"https://doi.org/10.1074/jbc.273.23.14363"	""
"M22B-P2-R-000715"	"22B"	"M22B-EVID-005131"	"PMID:17548657"	"PMID:17548657; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:17548657"	"17548657"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000716"	"22B"	"M22B-EVID-005132"	"DOI:10.1016/S0960-9822(98)70204-0;PMID:11094155;DOI:10.1016/S0014-5793(00)02219-5;PMID:11728344;DOI:10.1016/S1074-7613(01)00232-1;PMID:11911831;DOI:10.1016/S1074-7613(02)00283-2;URL:https://pubmed.ncbi.nlm.nih.gov/?term=Tnfsf12+Tnfrsf25+transcription+factor+target+gene"	"DOI:10.1016/S0960-9822(98)70204-0;PMID:11094155;DOI:10.1016/S0014-5793(00)02219-5;PMID:11728344;DOI:10.1016/S1074-7613(01)00232-1;PMID:11911831;DOI:10.1016/S1074-7613(02)00283-2;URL:https://pubmed.ncbi.nlm.nih.gov/?term=Tnfsf12+Tnfrsf25+transcription+factor+target+gene; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_doi_esearch.json"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M22B-P2-R-000717"	"22B"	"M22B-EVID-005133"	"PMID:7527901"	"PMID:7527901; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:7527901"	"7527901"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000718"	"22B"	"M22B-EVID-005135"	"PMID:15851487"	"PMID:15851487; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:15851487"	"15851487"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000719"	"22B"	"M22B-EVID-005139"	"PMID:10801128"	"PMID:10801128; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:10801128"	"10801128"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000720"	"22B"	"M22B-EVID-005141"	"PMID:8076595"	"PMID:8076595; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:8076595"	"8076595"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000721"	"22B"	"M22B-EVID-005165"	"PMID:24749982"	"PMID:24749982; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:24749982"	"24749982"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000722"	"22B"	"M22B-EVID-005184"	"DOI:10.1084/jem.192.5.659"	"DOI:10.1084/jem.192.5.659; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_doi_one_pubmed.xml"	"PMID:10974032"	"10974032"	"PMC2193276"	"10.1084/jem.192.5.659"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Cloning of the murine thymic stromal lymphopoietin (TSLP) receptor: Formation of a functional heteromeric complex requires interleukin 7 receptor."	"Park LS; Martin U; Garka K; Gliniak B; Di Santo JP; Muller W; Largaespada DA; Copeland NG; Jenkins NA; Farr AG; Ziegler SF; Morrissey PJ; Paxton R; Sims JE"	"2000"	"The Journal of experimental medicine"	""	"https://doi.org/10.1084/jem.192.5.659"	""
"M22B-P2-R-000723"	"22B"	"M22B-EVID-005189"	"DOI:10.1016/s0014-2999(99)00506-3"	"DOI:10.1016/s0014-2999(99)00506-3; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_doi_one_pubmed.xml"	"PMID:10497910"	"10497910"	""	"10.1016/s0014-2999(99)00506-3"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Characterisation using microphysiometry of CRF receptor pharmacology."	"Smart D; Coppell A; Rossant C; Hall M; McKnight AT"	"1999"	"European journal of pharmacology"	""	"https://doi.org/10.1016/s0014-2999(99)00506-3"	""
"M22B-P2-R-000724"	"22B"	"M22B-EVID-005194"	"PMID:11416224"	"PMID:11416224; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:11416224"	"11416224"	"PMC34709"	"10.1073/pnas.121165198"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Identification of urocortin III, an additional member of the corticotropin-releasing factor (CRF) family with high affinity for the CRF2 receptor."	"Lewis K; Li C; Perrin MH; Blount A; Kunitake K; Donaldson C; Vaughan J; Reyes TM; Gulyas J; Fischer W; Bilezikjian L; Rivier J; Sawchenko PE; Vale WW"	"2001"	"Proceedings of the National Academy of Sciences of the United States of America"	""	"https://pubmed.ncbi.nlm.nih.gov/11416224/"	""
"M22B-P2-R-000725"	"22B"	"M22B-EVID-005199"	"PMID:19435808"	"PMID:19435808; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:19435808"	"19435808"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000726"	"22B"	"M22B-EVID-005200"	"PMID:7515889"	"PMID:7515889; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:7515889"	"7515889"	"PMC2290915"	"10.1083/jcb.125.6.1395"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Structural requirements for adhesion of soluble recombinant murine vascular cell adhesion molecule-1 to alpha 4 beta 1."	"Renz ME; Chiu HH; Jones S; Fox J; Kim KJ; Presta LG; Fong S"	"1994"	"The Journal of cell biology"	""	"https://pubmed.ncbi.nlm.nih.gov/7515889/"	""
"M22B-P2-R-000727"	"22B"	"M22B-EVID-005201"	"PMID:10570314"	"PMID:10570314; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:10570314"	"10570314"	""	""	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Engagement of alpha4beta7 integrins by monoclonal antibodies or ligands enhances survival of human eosinophils in vitro."	"Meerschaert J; Vrtis RF; Shikama Y; Sedgwick JB; Busse WW; Mosher DF"	"1999"	"Journal of immunology (Baltimore, Md. : 1950)"	""	"https://pubmed.ncbi.nlm.nih.gov/10570314/"	""
"M22B-P2-R-000728"	"22B"	"M22B-EVID-005202"	"PMID:10209034"	"PMID:10209034; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_pubmed_B020_pmids.xml"	"PMID:10209034"	"10209034"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M22B-P2-R-000729"	"22B"	"M22B-EVID-005203"	"DOI:10.1074/jbc.m003387200"	"DOI:10.1074/jbc.m003387200; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_doi_one_pubmed.xml"	"PMID:10950950"	"10950950"	""	"10.1074/jbc.m003387200"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Binding of a large chondroitin sulfate/dermatan sulfate proteoglycan, versican, to L-selectin, P-selectin, and CD44."	"Kawashima H; Hirose M; Hirose J; Nagakubo D; Plaas AH; Miyasaka M"	"2000"	"The Journal of biological chemistry"	""	"https://doi.org/10.1074/jbc.m003387200"	""
"P2FALLBACK-22B-M22B-EVID-005204"	"22B"	"M22B-EVID-005204"	"PMID:39333870"	"PMID:39333870"	"PMID:39333870"	"39333870"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005205"	"22B"	"M22B-EVID-005205"	"PMID:38245670"	"PMID:38245670"	"PMID:38245670"	"38245670"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005206"	"22B"	"M22B-EVID-005206"	"PMID:11805102"	"PMID:11805102"	"PMID:11805102"	"11805102"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005207"	"22B"	"M22B-EVID-005207"	"DOI:10.1074/jbc.m003387200"	"DOI:10.1074/jbc.M003387200"	"PMID:10950950"	"10950950"	""	"10.1074/jbc.m003387200"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Binding of a large chondroitin sulfate/dermatan sulfate proteoglycan, versican, to L-selectin, P-selectin, and CD44."	"Kawashima H; Hirose M; Hirose J; Nagakubo D; Plaas AH; Miyasaka M"	"2000"	"The Journal of biological chemistry"	""	"https://doi.org/10.1074/jbc.m003387200"	""
"P2FALLBACK-22B-M22B-EVID-005208"	"22B"	"M22B-EVID-005208"	"PMID:10950950"	"PMID:10950950"	"PMID:10950950"	"10950950"	""	"10.1074/jbc.m003387200"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Binding of a large chondroitin sulfate/dermatan sulfate proteoglycan, versican, to L-selectin, P-selectin, and CD44."	"Kawashima H; Hirose M; Hirose J; Nagakubo D; Plaas AH; Miyasaka M"	"2000"	"The Journal of biological chemistry"	""	"https://pubmed.ncbi.nlm.nih.gov/10950950/"	""
"P2FALLBACK-22B-M22B-EVID-005211"	"22B"	"M22B-EVID-005211"	"PMID:35660866"	"PMID:35660866"	"PMID:35660866"	"35660866"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005212"	"22B"	"M22B-EVID-005212"	"PMCID:PMC4721543"	"PMCID:PMC4721543"	"PMID:26181364"	"26181364"	"PMC4721543"	"10.1042/bsr20150093"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Direct binding of hepatocyte growth factor and vascular endothelial growth factor to CD44v6."	"Volz Y; Koschut D; Matzke-Ogi A; Dietz MS; Karathanasis C; Richert L; Wagner MG; Mély Y; Heilemann M; Niemann HH; Orian-Rousseau V"	"2015"	"Bioscience reports"	""	"https://pmc.ncbi.nlm.nih.gov/articles/PMC4721543/"	""
"P2FALLBACK-22B-M22B-EVID-005217"	"22B"	"M22B-EVID-005217"	"PMID:17363377"	"PMID:17363377"	"PMID:17363377"	"17363377"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005218"	"22B"	"M22B-EVID-005218"	"PMCID:PMC11128890"	"PMCID:PMC11128890"	"PMID:38803393"	"38803393"	"PMC11128890"	"10.3389/fcell.2024.1347616"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"The heparin-binding domain of VEGF165 directly binds to integrin αvβ3 and VEGFR2/KDR D1: a potential mechanism of negative regulation of VEGF165 signaling by αvβ3."	"Takada YK; Yu J; Ye X; Wu CY; Felding BH; Fujita M; Takada Y"	"2024"	"Frontiers in cell and developmental biology"	""	"https://pubmed.ncbi.nlm.nih.gov/38803393/"	""
"P2FALLBACK-22B-M22B-EVID-005219"	"22B"	"M22B-EVID-005219"	"PMID:17363377"	"PMID:17363377"	"PMID:17363377"	"17363377"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005220"	"22B"	"M22B-EVID-005220"	"PMID:38803393"	"PMID:38803393"	"PMID:38803393"	"38803393"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005231"	"22B"	"M22B-EVID-005231"	"PMID:15590642"	"PMID:15590642"	"PMID:15590642"	"15590642"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005232"	"22B"	"M22B-EVID-005232"	"PMID:15590642"	"PMID:15590642"	"PMID:15590642"	"15590642"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005254"	"22B"	"M22B-EVID-005254"	"DOI:10.1016/0014-5793(93)81668-p"	"DOI:10.1016/0014-5793(93)81668-p"	"PMID:8224221"	"8224221"	""	"10.1016/0014-5793(93)81668-p"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"The VIP2 receptor: molecular characterisation of a cDNA encoding a novel receptor for vasoactive intestinal peptide."	"Lutz EM; Sheward WJ; West KM; Morrow JA; Fink G; Harmar AJ"	"1993"	"FEBS letters"	""	"https://doi.org/10.1016/0014-5793(93)81668-p"	""
"P2FALLBACK-22B-M22B-EVID-005258"	"22B"	"M22B-EVID-005258"	"URL:https://pubmed.ncbi.nlm.nih.gov/9664040/"	"PMID:9664040"	"PMID:9664040"	"9664040"	""	"10.1242/jcs.111.15.2189"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"The integrin alphavbeta6 is critical for keratinocyte migration on both its known ligand, fibronectin, and on vitronectin."	"Huang X; Wu J; Spong S; Sheppard D"	"1998"	"Journal of cell science"	""	"https://pubmed.ncbi.nlm.nih.gov/9664040/"	""
"P2FALLBACK-22B-M22B-EVID-005259"	"22B"	"M22B-EVID-005259"	"PMID:12820653"	"PMID:12820653"	"PMID:12820653"	"12820653"	"PMC514852"	"10.1379/1466-1268(2003)8<37:ivrfva>2.0.co;2"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Integrin alphavbeta3, requirement for VEGFR2-mediated activation of SAPK2/p38 and for Hsp90-dependent phosphorylation of focal adhesion kinase in endothelial cells activated by VEGF."	"Masson-Gadais B; Houle F; Laferrière J; Huot J"	"2003"	"Cell stress & chaperones"	""	"https://pubmed.ncbi.nlm.nih.gov/12820653/"	""
"P2FALLBACK-22B-M22B-EVID-005261"	"22B"	"M22B-EVID-005261"	"DOI:10.1172/jci115468"	"DOI:10.1172/JCI115468"	"PMID:1939645"	"1939645"	"PMC295673"	"10.1172/jci115468"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"von Willebrand factor binding to platelet GpIb initiates signals for platelet activation."	"Kroll MH; Harris TS; Moake JL; Handin RI; Schafer AI"	"1991"	"The Journal of clinical investigation"	""	"https://doi.org/10.1172/jci115468"	""
"P2FALLBACK-22B-M22B-EVID-005262"	"22B"	"M22B-EVID-005262"	"PMID:9079671"	"PMID:9079671"	"PMID:9079671"	"9079671"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005264"	"22B"	"M22B-EVID-005264"	"PMID:9079671"	"PMID:9079671"	"PMID:9079671"	"9079671"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005267"	"22B"	"M22B-EVID-005267"	"DOI:10.1182/blood-2003-08-2956"	"DOI:10.1182/blood-2003-08-2956"	"PMID:14630802"	"14630802"	""	"10.1182/blood-2003-08-2956"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"P-selectin anchors newly released ultralarge von Willebrand factor multimers to the endothelial cell surface."	"Padilla A; Moake JL; Bernardo A; Ball C; Wang Y; Arya M; Nolasco L; Turner N; Berndt MC; Anvari B; López JA; Dong JF"	"2004"	"Blood"	""	"https://doi.org/10.1182/blood-2003-08-2956"	""
"P2FALLBACK-22B-M22B-EVID-005270"	"22B"	"M22B-EVID-005270"	"PMID:15799029"	"PMID:15799029"	"PMID:15799029"	"15799029"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-22B-M22B-EVID-005276"	"22B"	"M22B-EVID-005276"	"PMID:18762249"	"PMID:18762249"	"PMID:18762249"	"18762249"	""	"10.1016/j.cellsig.2008.08.009"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Wnt-ligand-dependent interaction of TAK1 (TGF-beta-activated kinase-1) with the receptor tyrosine kinase Ror2 modulates canonical Wnt-signalling."	"Winkel A; Stricker S; Tylzanowski P; Seiffart V; Mundlos S; Gross G; Hoffmann A"	"2008"	"Cellular signalling"	""	"https://pubmed.ncbi.nlm.nih.gov/18762249/"	""
