"module"	"canonical_paper_key"	"identity_resolution_status"	"unresolved_reason"	"extraction_row_count"	"source_locator_count"	"extraction_ids"
"20B"	"PMID:22568954; PMID:10366629; PMID:19836338; DOI:10.4161/cam.19620; DOI:10.1523/JNEUROSCI.19-12-04962.1999; DOI:10.1016/j.str.2009.07.018"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002645"
"20B"	"PMID:22568954; PMID:15107857; DOI:10.4161/cam.19620; DOI:10.1038/nn1237"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002673"
"20B"	"PMID:22568954; PMID:15585656; PMID:19118217; DOI:10.4161/cam.19620; DOI:10.1182/blood-2004-08-2981; DOI:10.1242/jcs.036467"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002641"
"20B"	"PMID:22568954; PMID:19525919; DOI:10.4161/cam.19620; DOI:10.1038/embor.2009.91"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002643"
"20B"	"PMID:22568954; PMID:22103419; DOI:10.4161/cam.19620; DOI:10.1111/j.1460-9568.2011.07845.x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-002676;M20B-P2-R-002680"
"20B"	"PMID:22750515; PMID:19730411; PMID:30871858"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004312-R202B;M20B-P2-R-004312-R202C"
"20B"	"PMID:23104057; PMCID:PMC3590443; DOI:10.1038/nsmb.2416; PMID:11239433; DOI:10.1016/S0896-6273(01)00216-1"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004814-R249B"
"20B"	"PMID:23314177; PMID:11026561"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002242"
"20B"	"PMID:23430252; PMCID:PMC3624461; DOI:10.1074/jbc.M113.453373; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004450-R219B"
"20B"	"PMID:23430252; PMCID:PMC3624461; DOI:10.1074/jbc.M113.453373; PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004450-R219C"
"20B"	"PMID:23435764; DOI:10.1007/s12026-013-8388-9; PMID:19508382; PMCID:PMC3829034; DOI:10.1111/j.1582-4934.2009.00801.x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003975-R128A"
"20B"	"PMID:23444378; PMID:40624078"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"2"	"M20B-P2-R-004297-R200A;M20B-P2-R-004297-R200B;M20B-P2-R-004297-R200C"
"20B"	"PMID:23516330; DOI:10.1074/jbc.M112.423905; PMID:19639230; DOI:10.1016/j.bone.2009.06.020"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004653-R230B"
"20B"	"PMID:23660069; PMID:24635319; PMID:30121936; https://pubmed.ncbi.nlm.nih.gov/23660069/; https://pubmed.ncbi.nlm.nih.gov/24635319/; https://pubmed.ncbi.nlm.nih.gov/30121936/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-005074-R289B;M20B-P2-R-005074-R289C"
"20B"	"PMID:23684409; PMID:22579672"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005303-P2-RELAY"
"20B"	"PMID:23723434; PMCID:PMC3716315; DOI:10.1124/jpet.113.202994; PMID:20663860; PMCID:PMC2923666; DOI:10.1158/1541-7786.MCR-09-0329"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004445-R218A;M20B-P2-R-004445-R218B"
"20B"	"PMID:23744777; PMCID:PMC4730555; DOI:10.1126/science.1232322; PMID:25456136; DOI:10.1016/j.celrep.2014.10.038"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004696-R237B"
"20B"	"PMID:23839944; PMCID:PMC3750151; DOI:10.1074/jbc.M113.484014; PMID:23959802; PMCID:PMC3811689; DOI:10.1128/MCB.00221-13; PMID:18316031; PMCID:PMC2561276; DOI:10.1016/j.cmet.2008.01.009"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004689-R236C"
"20B"	"PMID:23864682; PMCID:PMC3713730; DOI:10.1523/JNEUROSCI.1521-13.2013; PMID:17785411; PMCID:PMC1964543; DOI:10.1073/pnas.0706919104"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004417-R214B"
"20B"	"PMID:23864682; PMID:29949768; DOI:10.1016/j.celrep.2018.05.087; PMID:33932995; PMCID:PMC8088686; DOI:10.1186/s10020-021-00304-4"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004417-R214C"
"20B"	"PMID:23892571; PMID:30971479"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-004318-R202A;M20B-P2-R-004318-R202B;M20B-P2-R-004318-R202C"
"20B"	"PMID:23950756; PMCID:PMC3738877; DOI:10.3389/fendo.2013.00098; PMID:12538620; DOI:10.1210/en.2002-220828"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004013-R133C"
"20B"	"PMID:24165923; DOI:10.1038/embor.2013.167; PMID:23756651; DOI:10.1101/gad.219915.113"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004732-R241B"
"20B"	"PMID:24165923; DOI:10.1038/embor.2013.167; PMID:23756651; DOI:10.1101/gad.219915.113; PMID:24349440; DOI:10.1093/nar/gkq366"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004732-R241A"
"20B"	"PMID:24225776; DOI:10.1038/ncomms3787; PMID:29769720; DOI:10.1038/s41586-018-0118-y"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"4"	"1"	"M20B-P2-R-004737-R241A;M20B-P2-R-004737-R241B;M20B-P2-R-004738-R241A;M20B-P2-R-004738-R241B"
"20B"	"PMID:24225776; DOI:10.1038/ncomms3787; PMID:29769720; DOI:10.1038/s41586-018-0118-y; PMID:29405118; DOI:10.7554/eLife.33126"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004743-R242A;M20B-P2-R-004745-R242A"
"20B"	"PMID:24453941; PMCID:PMC3891622; DOI:10.1371/journal.pbio.1001763; PMID:26290381; DOI:10.1242/jcs.167981"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004759-R243B"
"20B"	"PMID:24453941; PMCID:PMC3891622; DOI:10.1371/journal.pbio.1001763; PMID:31235580; PMCID:PMC6628809; DOI:10.1073/pnas.1905309116"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004759-R243C"
"20B"	"PMID:24583145; PMID:40057593; PMCID:PMC8282725"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002345"
"20B"	"PMID:24833748; PMCID:PMC4203355; DOI:10.15252/emmm.201303498; PMID:25880347; DOI:10.1111/jphp.12415"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004764-R244B"
"20B"	"PMID:25154907; PMCID:PMC4252704; DOI:10.1016/j.imbio.2014.08.002; PMID:12393391; DOI:10.1182/blood-2002-05-1431"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004783-FT-FUNC"
"20B"	"PMID:25265470; PMID:16362042; DOI:10.1038/nature04228"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002882"
"20B"	"PMID:25265470; PMID:9160883"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002884"
"20B"	"PMID:25297375; PMID:28587873; PMID:32579702"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004306-R201C"
"20B"	"PMID:25297375; PMID:30560783"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004306-R201A"
"20B"	"PMID:25297375; PMID:32579702; PMID:30560783"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004306-R201B"
"20B"	"PMID:25378172; PMID:16242404"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004397-R211A"
"20B"	"PMID:25378172; PMID:28641112"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004398-R211A"
"20B"	"PMID:25456068; DOI:10.1210/en.2014-1676; PMID:24578294; DOI:10.1530/JOE-13-0603; PMID:18492777; DOI:10.1152/ajpendo.00028.2008"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004723-R239C"
"20B"	"PMID:25516545; PMID:42178336; PMID:41015905"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004286-R197B"
"20B"	"PMID:25516545; PMID:42178336; PMID:41015905; PMID:40163359"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004286-R197C"
"20B"	"PMID:25714705; PMID:34072275; PMID:26865629; PMID:21707994"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004356-R206B"
"20B"	"PMID:25745997; PMID:26939791"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004268-R192B;M20B-P2-R-004268-R192C"
"20B"	"PMID:2581569; PMID:1702392"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002209"
"20B"	"PMID:25936372; PMID:30175895; PMID:31793433"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004238-R182C"
"20B"	"PMID:25936372; PMID:31793433; PMID:22037761"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004238-R182A"
"20B"	"PMID:26123262; DOI:10.1016/j.jsb.2015.05.008; PMID:27328992; DOI:10.1038/srep28512"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004735-R241B"
"20B"	"PMID:26124272; PMCID:not_cached; PMID:11927621; PMCID:PMC150926; DOI:10.1172/JCI14151"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002044"
"20B"	"PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991; PMID:19489072; DOI:10.1002/hep.22911"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004452-R219A;M20B-P2-R-004452-R219B"
"20B"	"PMID:26280537; PMID:18474653; DOI:10.1038/ncomms5790"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"2"	"M20B-P2-R-004248-R185B;M20B-P2-R-004248-R185C"
"20B"	"PMID:26330345; PMCID:PMC4609877; DOI:10.1152/ajpendo.00346.2015; PMID:10719839; DOI:10.1046/j.1525-1373.2000.22338.x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004680-R234C"
"20B"	"PMID:26586761; PMID:34233189; PMID:33657249"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004298-R200C"
"20B"	"PMID:26858303; PMID:22986012; PMCID:PMC145510"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002346"
"20B"	"PMID:26966186; PMID:16284401"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004301-R201B"
"20B"	"PMID:26966186; PMID:35916735"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004301-R201A"
"20B"	"PMID:27518562; DOI:10.1016/j.cell.2016.07.028; PMID:35858325; DOI:10.1073/pnas.2204527119"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004014-R134C"
"20B"	"PMID:27539849; PMCID:PMC5076839; DOI:10.1074/jbc.M116.748483; PMID:22937020; PMCID:PMC3425591; DOI:10.1371/journal.pone.0043155; PMID:37120549; PMCID:PMC10149029; DOI:10.1186/s12967-023-04163-x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004439-R216B"
"20B"	"PMID:27539849; PMCID:PMC5076839; DOI:10.1074/jbc.M116.748483; PMID:35008777; PMCID:PMC8745562; DOI:10.1016/j.cels.2015.12.004"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004439-R216C"
"20B"	"PMID:27663735; DOI:10.1073/pnas.1604992113; PMID:29272741; DOI:10.1016/j.neo.2017.11.012"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004424-R215C"
"20B"	"PMID:27707798; PMID:28076782"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004290-R198B;M20B-P2-R-004290-R198C"
"20B"	"PMID:27716822; PMCID:PMC5055294; DOI:10.1371/journal.pone.0164179; PMID:30576947; PMCID:PMC6584946; DOI:10.1016/j.molimm.2018.12.016"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004687-R229B"
"20B"	"PMID:27794518; PMID:10608826; DOI:10.1074/jbc.M116.754622; DOI:10.1074/jbc.274.53.37685"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002734"
"20B"	"PMID:28106168; PMCID:PMC5247702; DOI:10.1038/srep40968; PMID:24131590; DOI:10.1017/S1461145713001223"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004681-R234C"
"20B"	"PMID:28126904; PMID:39840816"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"5"	"1"	"M20B-P2-R-004331-R203A;M20B-P2-R-004331-R203B;M20B-P2-R-004332-R203A;M20B-P2-R-004333-R203A;M20B-P2-R-004333-R203B"
"20B"	"PMID:28228558; DOI:10.4049/jimmunol.1602057; PMID:19333232; DOI:10.1038/labinvest.2009.27"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004727-R240A;M20B-P2-R-004727-R240C"
"20B"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004453-R219A;M20B-P2-R-004453-R219B"
"20B"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:28750079; PMCID:PMC5531514; DOI:10.1371/journal.pone.0180869"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004453-R219C"
"20B"	"PMID:28912033; PMID:25745997"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004269-R192A"
"20B"	"PMID:28912033; PMID:29763414; PMID:32697305"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004269-R192C"
"20B"	"PMID:28990933; PMCID:PMC5663354; DOI:10.1172/JCI94912; PMID:34260913; DOI:10.1016/j.celrep.2021.109380; PMID:29326144; DOI:10.1161/CIRCRESAHA.117.312624"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004441-R217C"
"20B"	"PMID:29405118; DOI:10.7554/eLife.33126; PMID:29769720; DOI:10.1038/s41586-018-0118-y"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004743-R242C;M20B-P2-R-004745-R242C"
"20B"	"PMID:29512653; DOI:10.1038/nature26153; PMID:31727777; DOI:10.1083/jcb.201907210; PMID:6358209; DOI:10.1016/S0021-9258(17)43975-5"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004014-R134A"
"20B"	"PMID:29535183; DOI:10.1530/JME-17-0152; PMID:27243554; DOI:10.1111/bph.13522"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004036-R137C"
"20B"	"PMID:29749693; PMID:36149406"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"4"	"1"	"M20B-P2-R-004331-R203C;M20B-P2-R-004333-R203C;M20B-P2-R-004334-R203C;M20B-P2-R-004335-R203C"
"20B"	"PMID:29763414; PMID:31138217"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004269-R192B"
"20B"	"PMID:29769720; DOI:10.1038/s41586-018-0118-y; PMID:29405118; DOI:10.7554/eLife.33126"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004743-R242B;M20B-P2-R-004745-R242B"
"20B"	"PMID:29925589; PMCID:PMC6078440; DOI:10.1074/jbc.RA118.002918; PMID:12527209"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002606"
"20B"	"PMID:30061605; PMID:22155786"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004303-R201A"
"20B"	"PMID:30139742; PMID:14615490"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-002226;M20B-P2-R-002227;M20B-P2-R-002228"
"20B"	"PMID:30225353; PMCID:PMC6140115; DOI:10.1523/ENEURO.0185-18.2018; PMID:27468420; PMCID:PMC4947863; DOI:10.1002/mgg3.215"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004136-R152B"
"20B"	"PMID:30580966; PMCID:PMC6365968; PMID:35761082; PMCID:PMC10191176"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002831"
"20B"	"PMID:30692635; PMID:35093095; DOI:10.1038/s41388-019-0703-z; DOI:10.1186/s12967-022-03265-2"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002747"
"20B"	"PMID:31223654; PMCID:PMC4974396; DOI:10.1126/sciadv.aav9946; PMID:19891061; DOI:10.1016/j.biocel.2009.04.002"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004424-R215B"
"20B"	"PMID:31242633; PMID:32824848"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005347-P2-FUNC"
"20B"	"PMID:31639491; PMID:42257999; PMID:41854297"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-004222-R178A;M20B-P2-R-004222-R178B;M20B-P2-R-004222-R178C"
"20B"	"PMID:32198364; PMID:34233189"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004298-R200B"
"20B"	"PMID:32198364; PMID:39531524; PMID:26586761"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004298-R200A"
"20B"	"PMID:32275927; PMCID:PMC5815659; DOI:10.1016/j.neuropharm.2020.108069; PMID:11723247; DOI:10.1124/mol.60.6.1392"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004423-R215B"
"20B"	"PMID:32275927; PMCID:PMC5815659; DOI:10.1016/j.neuropharm.2020.108069; PMID:14725975; DOI:10.1016/j.brainres.2003.11.039; PMID:17697051; DOI:10.1111/j.1471-4159.2007.04805.x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004423-R215C"
"20B"	"PMID:32587339; PMID:31639491; PMID:39188045"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004224-R179A"
"20B"	"PMID:32587339; PMID:39188045; PMID:42031197; PMID:42509224"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004224-R179B;M20B-P2-R-004224-R179C"
"20B"	"PMID:33219121; PMID:28659341"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-004274-R194B;M20B-P2-R-004274-R194C;M20B-P2-R-004276-R194B"
"20B"	"PMID:33548843; DOI:10.1016/j.thromres.2021.01.008; PMID:34815786; PMCID:PMC8581433; DOI:10.7150/thno.64601"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004472-R221C"
"20B"	"PMID:33717261; PMID:30401983"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-004336-R203A;M20B-P2-R-004336-R203B;M20B-P2-R-004338-R203B"
