module	b_edge_id	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	paper_row_count	observation_statuses	claim_statuses	context_basis	limitations
22B	M22B-E005107	M22B-EVID-003183	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2649;PMCID:PMC3492790;PMID:11572855;https://pubmed.ncbi.nlm.nih.gov/?term=COL24A1+integrin+alpha2+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=Col24a1+Itga2_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003058	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005108	M22B-EVID-003184	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2650;NCBI Gene:136227;https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha10+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col26a1+Itga10_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003059	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005109	M22B-EVID-003185	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2651;NCBI Gene:136227;https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha11+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col26a1+Itga11_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003060	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005110	M22B-EVID-003186	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2652;NCBI Gene:136227;https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha1+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col26a1+Itga1_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003061	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005111	M22B-EVID-003187	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2653;NCBI Gene:136227;https://pubmed.ncbi.nlm.nih.gov/?term=COL26A1+integrin+alpha2+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVI+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col26a1+Itga2_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003062	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005112	M22B-EVID-003188	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2654;PMCID:PMC3242791;https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha10+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=Col27a1+Itga10_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003063	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005113	M22B-EVID-003189	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2655;PMCID:PMC3242791;https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha11+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=Col27a1+Itga11_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003064	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005114	M22B-EVID-003190	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2656;PMCID:PMC3242791;https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha1+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=Col27a1+Itga1_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003065	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005115	M22B-EVID-003191	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2657;PMCID:PMC3242791;PMID:11572855;https://pubmed.ncbi.nlm.nih.gov/?term=COL27A1+integrin+alpha2+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=Col27a1+Itga2_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003066	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005116	M22B-EVID-003192	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2658;NCBI Gene:340267;https://pubmed.ncbi.nlm.nih.gov/?term=COL28A1+integrin+alpha10+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVIII+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col28a1+Itga10_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003067	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005117	M22B-EVID-003193	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2659;NCBI Gene:340267;https://pubmed.ncbi.nlm.nih.gov/?term=COL28A1+integrin+alpha11+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVIII+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col28a1+Itga11_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003068	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005118	M22B-EVID-003194	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2660;NCBI Gene:340267;https://pubmed.ncbi.nlm.nih.gov/?term=COL28A1+integrin+alpha1+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVIII+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col28a1+Itga1_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003069	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005119	M22B-EVID-003195	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2661;NCBI Gene:340267;https://pubmed.ncbi.nlm.nih.gov/?term=COL28A1+integrin+alpha2+beta1;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+XXVIII+integrin;https://pubmed.ncbi.nlm.nih.gov/?term=Col28a1+Itga2_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003070	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005120	M22B-EVID-003196	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-4978;PMID:21044884;PMCID:PMC3034869;https://pubmed.ncbi.nlm.nih.gov/?term=Col2a1+Ddr1+terminal+TF+transcription+factor+target+gene+promoter	Human DDR1/DDR2 constructs; bovine collagen II and collagen-derived peptides; human receptor-expression system	downstream_or_functional	false		M22A-HANDOFF-003071	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005121	M22B-EVID-003197	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2662;PMID:12183336;PMID:11572855;https://pubmed.ncbi.nlm.nih.gov/?term=COL2A1+ITGA2B;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+II+alphaIIb+beta3;https://pubmed.ncbi.nlm.nih.gov/?term=Col2a1+Itga2b+terminal+TF+transcription+factor+target+gene+promoter	human; bovine; mouse	downstream_or_functional	false		M22A-HANDOFF-003072	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005122	M22B-EVID-003198	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2663;PMID:2446864;PMCID:PMC553721;DOI:10.1002/j.1460-2075.1987.tb02590.x;https://pubmed.ncbi.nlm.nih.gov/?term=Col2a1+Mag+terminal+TF+transcription+factor+target+gene+promoter	mouse; collagen preparations not fully resolved in abstract	downstream_or_functional	false		M22A-HANDOFF-003073	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005123	M22B-EVID-003199	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2664;https://pubmed.ncbi.nlm.nih.gov/?term=COL2A1+TNFRSF10B;https://pubmed.ncbi.nlm.nih.gov/?term=collagen+type+II+DR5;PMID:12183336;https://pubmed.ncbi.nlm.nih.gov/?term=Col2a1+Tnfrsf10b+terminal+TF+transcription+factor+target+gene+promoter	human; mouse; bovine	downstream_or_functional	false		M22A-HANDOFF-003074	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005124	M22B-EVID-003200	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-4979;PMID:21044884;PMCID:PMC3034869;https://pubmed.ncbi.nlm.nih.gov/?term=Col3a1+Ddr1+terminal+TF+transcription+factor+target+gene+promoter	Human DDR1/DDR2 constructs; human collagen-III Toolkit peptides; HEK293 receptor-expression system	downstream_or_functional	false		M22A-HANDOFF-003075	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005125	M22B-EVID-003201	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-4980;PMID:21044884;PMCID:PMC3034869;https://pubmed.ncbi.nlm.nih.gov/?term=Col3a1+Ddr2+terminal+TF+transcription+factor+target+gene+promoter	Human DDR1/DDR2 constructs; human collagen-III Toolkit peptides; HEK293 receptor-expression system	downstream_or_functional	false		M22A-HANDOFF-003076	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005126	M22B-EVID-003202	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-4981;PMCID:PMC5380659;https://pubmed.ncbi.nlm.nih.gov/?term=Col3a1+Itga10_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	Homo sapiens collagen/integrin peptide and cell-adhesion systems	downstream_or_functional	false		M22A-HANDOFF-003077	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005127	M22B-EVID-003203	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-4982;PMID:36517525;PMCID:PMC9751114;https://pubmed.ncbi.nlm.nih.gov/?term=Col3a1+Itga11_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	Homo sapiens collagen/integrin systems; species for the exact COL3A1-chain assignment unresolved	downstream_or_functional	false		M22A-HANDOFF-003078	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005128	M22B-EVID-003204	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-4983;PMID:16043429;PMCID:PMC3406685;https://pubmed.ncbi.nlm.nih.gov/?term=Col3a1+Itga1_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	Homo sapiens recombinant integrin/collagen-III peptide systems	downstream_or_functional	false		M22A-HANDOFF-003079	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005129	M22B-EVID-003205	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-4984;PMID:16043429;PMCID:PMC3406685;https://pubmed.ncbi.nlm.nih.gov/?term=Col3a1+Itga2_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	Homo sapiens recombinant integrin/collagen-III peptide systems	downstream_or_functional	false		M22A-HANDOFF-003080	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005130	M22B-EVID-003206	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2665;PMID:2446864;PMCID:PMC553721;DOI:10.1002/j.1460-2075.1987.tb02590.x;https://pubmed.ncbi.nlm.nih.gov/?term=Col3a1+Mag+terminal+TF+transcription+factor+target+gene+promoter	mouse; collagen preparations not fully resolved in abstract	downstream_or_functional	false		M22A-HANDOFF-003081	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005131	M22B-EVID-003207	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2666;PMID:10493512;PMID:10934203;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A1+CD47+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a1+Cd47+terminal+TF+transcription+factor+target+gene+promoter	human	downstream_or_functional	false		M22A-HANDOFF-003082	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005132	M22B-EVID-003208	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2667;PMCID:PMC6852297;PMCID:PMC4788096;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A1+CD93;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a1+Cd93+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003083	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005133	M22B-EVID-003209	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2668;PMCID:PMC6852297;PMCID:PMC4788096;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A2+CD93;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a2+Cd93+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003084	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005134	M22B-EVID-003210	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2669;PMID:15899827;DOI:10.1158/0008-5472.CAN-04-3536;Reactome:R-HSA-4085087;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A2+integrin+beta3;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a2+Itgb3+terminal+TF+transcription+factor+target+gene+promoter	human; mouse xenograft	downstream_or_functional	false		M22A-HANDOFF-003085	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005135	M22B-EVID-003211	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2670;PMID:15899827;DOI:10.1158/0008-5472.CAN-04-3536;Reactome:R-HSA-4085087;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A2+integrin+beta5;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a2+Itgb5+terminal+TF+transcription+factor+target+gene+promoter	human; mouse xenograft	downstream_or_functional	false		M22A-HANDOFF-003086	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005136	M22B-EVID-003212	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2671;PMID:10493512;PMID:10934203;DOI:10.1074/jbc.M005235200;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A3+CD47+alpha3+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a3+Cd47+terminal+TF+transcription+factor+target+gene+promoter	human	downstream_or_functional	false		M22A-HANDOFF-003087	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005137	M22B-EVID-003213	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2672;PMCID:PMC6852297;PMCID:PMC4788096;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A3+CD93;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a3+Cd93+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003088	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005138	M22B-EVID-003214	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2673;PMID:10934203;PMID:10493512;DOI:10.1074/jbc.M005235200;DOI:10.1158/0008-5472.CAN-04-3536;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a3+Itgb3+terminal+TF+transcription+factor+target+gene+promoter	human; mouse xenograft	downstream_or_functional	false		M22A-HANDOFF-003089	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005139	M22B-EVID-003215	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2674;PMID:10493512;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A4+CD47+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4+Cd47+terminal+TF+transcription+factor+target+gene+promoter	human; mammalian	downstream_or_functional	false		M22A-HANDOFF-003090	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005140	M22B-EVID-003216	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2675;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A4+CD93+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4+Cd93+terminal+TF+transcription+factor+target+gene+promoter	human; mammalian	downstream_or_functional	false		M22A-HANDOFF-003091	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005141	M22B-EVID-003217	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2676;PMID:10493512;PMID:10934203;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A4+ITGB3+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4+Itgb3+terminal+TF+transcription+factor+target+gene+promoter	human; mammalian	downstream_or_functional	false		M22A-HANDOFF-003092	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005142	M22B-EVID-003218	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2677;PMID:10493512;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A5+CD47+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a5+Cd47+terminal+TF+transcription+factor+target+gene+promoter	human; mammalian	downstream_or_functional	false		M22A-HANDOFF-003093	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005143	M22B-EVID-003219	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2678;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A5+CD93+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a5+Cd93+terminal+TF+transcription+factor+target+gene+promoter	human; mammalian	downstream_or_functional	false		M22A-HANDOFF-003094	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005144	M22B-EVID-003220	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2679;PMID:10493512;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A6+CD47+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a6+Cd47+terminal+TF+transcription+factor+target+gene+promoter	human; mammalian	downstream_or_functional	false		M22A-HANDOFF-003095	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005145	M22B-EVID-003221	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2680;https://pubmed.ncbi.nlm.nih.gov/?term=COL4A6+CD93+collagen+IV;https://pubmed.ncbi.nlm.nih.gov/?term=Col4a6+Cd93+terminal+TF+transcription+factor+target+gene+promoter	human; mammalian	downstream_or_functional	false		M22A-HANDOFF-003096	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005146	M22B-EVID-003222	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2681;PMID:11572855;DOI:10.1074/jbc.M104058200;https://reactome.org/content/detail/R-MMU-2127371;https://pubmed.ncbi.nlm.nih.gov/?term=Col5a1+Itga10_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003097	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005147	M22B-EVID-003223	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2682;PMID:11518510;https://pubmed.ncbi.nlm.nih.gov/?term=COL5A1+ITGA11+ITGB1+collagen+V;https://pubmed.ncbi.nlm.nih.gov/?term=Col5a1+Itga11_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003098	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005148	M22B-EVID-003224	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2683;PMID:8832409;DOI:10.1242/jcs.109.7.1865;https://reactome.org/content/detail/R-MMU-2127371;https://pubmed.ncbi.nlm.nih.gov/?term=Col5a1+Itga1_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003099	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
22B	M22B-E005149	M22B-EVID-003225	no_evidence_boundary	negative_evidence	negative_evidence	M21A-PAIR-EVID-2684;PMID:8832409;PMID:16973341;DOI:10.1242/jcs.109.7.1865;DOI:10.1016/j.matbio.2006.07.006;https://pubmed.ncbi.nlm.nih.gov/?term=Col5a1+Itga2_Itgb1+terminal+TF+transcription+factor+target+gene+promoter	human; mouse	downstream_or_functional	false		M22A-HANDOFF-003100	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	Not separately recorded in source register.
