"identifier_type"	"identifier_value"	"canonical_identifier"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_url"	"resolution_reason"
"DOI"	"10.1096/fj.201800232r"	"DOI:10.1096/fj.201800232r"	"29874128"	"PMC6181633"	"10.1096/fj.201800232R"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Laminin-dystroglycan signaling regulates retinal arteriogenesis."	"Biswas S; Watters J; Bachay G; Varshney S; Hunter DD; Hu H; Brunken WJ"	"2018"	"FASEB journal : official publication of the Federation of American Societies for Experimental Biology"	"https://pubmed.ncbi.nlm.nih.gov/29874128/"	""
"DOI"	"10.1098/rsob.2020.0308"	"DOI:10.1098/rsob.2020.0308"	""	""	""	"unresolved_ncbi_nonunique_doi_match"	""	""	""	""	""	""	""	"exact PubMed DOI-field search returned 0 PMIDs"
"DOI"	"10.1101/2025.03.17.643633"	"DOI:10.1101/2025.03.17.643633"	""	""	""	"unresolved_ncbi_nonunique_doi_match"	""	""	""	""	""	""	""	"exact PubMed DOI-field search returned 0 PMIDs"
"DOI"	"10.1101/2025.10.10.681747"	"DOI:10.1101/2025.10.10.681747"	"41278832"	"PMC12632883"	"10.1101/2025.10.10.681747"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Axon Regeneration and Functional Recovery after Spinal Cord Injury is Enhanced by Allele-Specific ApoE Neuronal Action through LRP8."	"Kannan R; Wang X; Nicholson L; Lin NZ; Howard EM; Basu A; Ingabire I; Sekine Y; Strittmatter SM"	"2025"	"bioRxiv : the preprint server for biology"	"https://pubmed.ncbi.nlm.nih.gov/41278832/"	""
"DOI"	"10.1111/j.1365-2184.2004.00292.x"	"DOI:10.1111/j.1365-2184.2004.00292.x"	"15030550"	"PMC6496726"	"10.1111/j.1365-2184.2004.00292.x"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Laminin-2 stimulates the proliferation of epithelial cells in a conjunctival epithelial cell line."	"Dowgiert J; Sosne G; Kurpakus-Wheater M"	"2004"	"Cell proliferation"	"https://pubmed.ncbi.nlm.nih.gov/15030550/"	""
"DOI"	"10.1126/science.abg1774"	"DOI:10.1126/science.abg1774"	"34083484"	"PMC8830376"	"10.1126/science.abg1774"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Reciprocal repulsions instruct the precise assembly of parallel hippocampal networks."	"Pederick DT; Lui JH; Gingrich EC; Xu C; Wagner MJ; Liu Y; He Z; Quake SR; Luo L"	"2021"	"Science (New York, N.Y.)"	"https://pubmed.ncbi.nlm.nih.gov/34083484/"	""
"DOI"	"10.1128/mcb.01287-07"	"DOI:10.1128/mcb.01287-07"	"18332123"	"PMC2423165"	"10.1128/MCB.01287-07"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Transforming growth factor alpha (TGFalpha)-stimulated secretion of HSP90alpha: using the receptor LRP-1/CD91 to promote human skin cell migration against a TGFbeta-rich environment during wound healing."	"Cheng CF; Fan J; Fedesco M; Guan S; Li Y; Bandyopadhyay B; Bright AM; Yerushalmi D; Liang M; Chen M; Han YP; Woodley DT; Li W"	"2008"	"Molecular and cellular biology"	"https://pubmed.ncbi.nlm.nih.gov/18332123/"	""
"DOI"	"10.1136/annrheumdis-2016-209676"	"DOI:10.1136/annrheumdis-2016-209676"	""	""	""	"unresolved_ncbi_nonunique_doi_match"	""	""	""	""	""	""	""	"exact PubMed DOI-field search returned 0 PMIDs"
"DOI"	"10.1165/rcmb.2007-0452oc"	"DOI:10.1165/rcmb.2007-0452oc"	"18474670"	"PMC2574524"	"10.1165/rcmb.2007-0452OC"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Role of oxygen availability in CFTR expression and function."	"Guimbellot JS; Fortenberry JA; Siegal GP; Moore B; Wen H; Venglarik C; Chen YF; Oparil S; Sorscher EJ; Hong JS"	"2008"	"American journal of respiratory cell and molecular biology"	"https://pubmed.ncbi.nlm.nih.gov/18474670/"	""
"DOI"	"10.1172/jci17034"	"DOI:10.1172/jci17034"	"12840057"	"PMC162283"	"10.1172/JCI17034"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Neovascularization of ischemic tissues by gene delivery of the extracellular matrix protein Del-1."	"Zhong J; Eliceiri B; Stupack D; Penta K; Sakamoto G; Quertermous T; Coleman M; Boudreau N; Varner JA"	"2003"	"The Journal of clinical investigation"	"https://pubmed.ncbi.nlm.nih.gov/12840057/"	""
"DOI"	"10.1172/jci76838"	"DOI:10.1172/jci76838"	"25250571"	"PMC4347246"	"10.1172/JCI76838"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Pleiotrophin mediates hematopoietic regeneration via activation of RAS."	"Himburg HA; Yan X; Doan PL; Quarmyne M; Micewicz E; McBride W; Chao NJ; Slamon DJ; Chute JP"	"2014"	"The Journal of clinical investigation"	"https://pubmed.ncbi.nlm.nih.gov/25250571/"	""
"DOI"	"10.1172/jci86610"	"DOI:10.1172/jci86610"	"27400128"	"PMC4966320"	"10.1172/JCI86610"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"ApoC-III inhibits clearance of triglyceride-rich lipoproteins through LDL family receptors."	"Gordts PL; Nock R; Son NH; Ramms B; Lew I; Gonzales JC; Thacker BE; Basu D; Lee RG; Mullick AE; Graham MJ; Goldberg IJ; Crooke RM; Witztum JL; Esko JD"	"2016"	"The Journal of clinical investigation"	"https://pubmed.ncbi.nlm.nih.gov/27400128/"	""
"DOI"	"10.1182/blood-2006-03-013557"	"DOI:10.1182/blood-2006-03-013557"	"16857989"	""	"10.1182/blood-2006-03-013557"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"alpha-Chain phosphorylation of the human leukocyte CD11b/CD18 (Mac-1) integrin is pivotal for integrin activation to bind ICAMs and leukocyte extravasation."	"Fagerholm SC; Varis M; Stefanidakis M; Hilden TJ; Gahmberg CG"	"2006"	"Blood"	"https://pubmed.ncbi.nlm.nih.gov/16857989/"	""
"DOI"	"10.1182/blood-2011-11-394882"	"DOI:10.1182/blood-2011-11-394882"	"23386126"	""	"10.1182/blood-2011-11-394882"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"EGFL7 ligates αvβ3 integrin to enhance vessel formation."	"Nikolic I; Stankovic ND; Bicker F; Meister J; Braun H; Awwad K; Baumgart J; Simon K; Thal SC; Patra C; Harter PN; Plate KH; Engel FB; Dimmeler S; Eble JA; Mittelbronn M; Schäfer MK; Jungblut B; Chavakis E; Fleming I; Schmidt MHH"	"2013"	"Blood"	"https://pubmed.ncbi.nlm.nih.gov/23386126/"	""
"DOI"	"10.1182/blood.v95.12.3788"	"DOI:10.1182/blood.v95.12.3788"	""	""	""	"unresolved_ncbi_nonunique_doi_match"	""	""	""	""	""	""	""	"exact PubMed DOI-field search returned 0 PMIDs"
"DOI"	"10.1182/blood.v98.8.2448"	"DOI:10.1182/blood.v98.8.2448"	"11588042"	""	"10.1182/blood.v98.8.2448"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"The alternatively spliced alpha(E)C domain of human fibrinogen-420 is a novel ligand for leukocyte integrins alpha(M)beta(2) and alpha(X)beta(2)."	"Lishko VK; Yakubenko VP; Hertzberg KM; Grieninger G; Ugarova TP"	"2001"	"Blood"	"https://pubmed.ncbi.nlm.nih.gov/11588042/"	""
"DOI"	"10.1186/1749-8104-8-11"	"DOI:10.1186/1749-8104-8-11"	"23758727"	"PMC3685595"	"10.1186/1749-8104-8-11"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Contributions of VLDLR and LRP8 in the establishment of retinogeniculate projections."	"Su J; Klemm MA; Josephson AM; Fox MA"	"2013"	"Neural development"	"https://pubmed.ncbi.nlm.nih.gov/23758727/"	""
"DOI"	"10.1186/gb-2009-10-9-r99"	"DOI:10.1186/gb-2009-10-9-r99"	"19765300"	"PMC2768988"	"10.1186/gb-2009-10-9-r99"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"A cell surface interaction network of neural leucine-rich repeat receptors."	"Söllner C; Wright GJ"	"2009"	"Genome biology"	"https://pubmed.ncbi.nlm.nih.gov/19765300/"	""
"DOI"	"10.1242/jcs.045674"	"DOI:10.1242/jcs.045674"	"19755493"	"PMC2758802"	"10.1242/jcs.045674"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Galectin-3 promotes lamellipodia formation in epithelial cells by interacting with complex N-glycans on alpha3beta1 integrin."	"Saravanan C; Liu FT; Gipson IK; Panjwani N"	"2009"	"Journal of cell science"	"https://pubmed.ncbi.nlm.nih.gov/19755493/"	""
"DOI"	"10.1242/jcs.105.4.1001"	"DOI:10.1242/jcs.105.4.1001"	"7693733"	""	"10.1242/jcs.105.4.1001"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Endothelial cell attachment and spreading on human tenascin is mediated by alpha 2 beta 1 and alpha v beta 3 integrins."	"Sriramarao P; Mendler M; Bourdon MA"	"1993"	"Journal of cell science"	"https://pubmed.ncbi.nlm.nih.gov/7693733/"	""
"DOI"	"10.1242/jcs.106674"	"DOI:10.1242/jcs.106674"	"23015592"	"PMC3603512"	"10.1242/jcs.106674"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Interactions between ICAM-5 and β1 integrins regulate neuronal synapse formation."	"Ning L; Tian L; Smirnov S; Vihinen H; Llano O; Vick K; Davis RL; Rivera C; Gahmberg CG"	"2013"	"Journal of cell science"	"https://pubmed.ncbi.nlm.nih.gov/23015592/"	""
"DOI"	"10.1242/jcs.108.6.2511"	"DOI:10.1242/jcs.108.6.2511"	"7673365"	""	"10.1242/jcs.108.6.2511"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"A novel role for alpha 3 beta 1 integrins in extracellular matrix assembly."	"Wu C; Chung AE; McDonald JA"	"1995"	"Journal of cell science"	"https://pubmed.ncbi.nlm.nih.gov/7673365/"	""
"DOI"	"10.1371/journal.pbio.1001955"	"DOI:10.1371/journal.pbio.1001955"	"25247423"	"PMC4172438"	"10.1371/journal.pbio.1001955"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Variable combinations of specific ephrin ligand/Eph receptor pairs control embryonic tissue separation."	"Rohani N; Parmeggiani A; Winklbauer R; Fagotto F"	"2014"	"PLoS biology"	"https://pubmed.ncbi.nlm.nih.gov/25247423/"	""
"DOI"	"10.1371/journal.pone.0029385"	"DOI:10.1371/journal.pone.0029385"	"22238606"	"PMC3251589"	"10.1371/journal.pone.0029385"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Low density lipoprotein receptor-related protein 1 dependent endosomal trapping and recycling of apolipoprotein E."	"Laatsch A; Panteli M; Sornsakrin M; Hoffzimmer B; Grewal T; Heeren J"	"2012"	"PloS one"	"https://pubmed.ncbi.nlm.nih.gov/22238606/"	""
"DOI"	"10.1523/jneurosci.19-12-04962.1999"	"DOI:10.1523/jneurosci.19-12-04962.1999"	"10366629"	"PMC6782661"	"10.1523/JNEUROSCI.19-12-04962.1999"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Ephrin-A binding and EphA receptor expression delineate the matrix compartment of the striatum."	"Janis LS; Cassidy RM; Kromer LF"	"1999"	"The Journal of neuroscience : the official journal of the Society for Neuroscience"	"https://pubmed.ncbi.nlm.nih.gov/10366629/"	""
"DOI"	"10.1523/jneurosci.3053-08.2008"	"DOI:10.1523/jneurosci.3053-08.2008"	"18987193"	"PMC3837707"	"10.1523/JNEUROSCI.3053-08.2008"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"The hemopexin domain of matrix metalloproteinase-9 activates cell signaling and promotes migration of schwann cells by binding to low-density lipoprotein receptor-related protein."	"Mantuano E; Inoue G; Li X; Takahashi K; Gaultier A; Gonias SL; Campana WM"	"2008"	"The Journal of neuroscience : the official journal of the Society for Neuroscience"	"https://pubmed.ncbi.nlm.nih.gov/18987193/"	""
"DOI"	"10.21203/rs.3.rs-8747059/v1"	"DOI:10.21203/rs.3.rs-8747059/v1"	""	""	""	"unresolved_ncbi_nonunique_doi_match"	""	""	""	""	""	""	""	"exact PubMed DOI-field search returned 4 PMIDs"
"DOI"	"10.2147/cmar.s254242"	"DOI:10.2147/cmar.s254242"	"32801905"	"PMC7414926"	"10.2147/CMAR.S254242"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Estrogen-Induced Stromal FGF18 Promotes Proliferation and Invasion of Endometrial Carcinoma Cells Through ERK and Akt Signaling."	"Wu J; Tao X; Zhang H; Yi XH; Yu YH"	"2020"	"Cancer management and research"	"https://pubmed.ncbi.nlm.nih.gov/32801905/"	""
"DOI"	"10.3389/fcell.2024.1347616"	"DOI:10.3389/fcell.2024.1347616"	"38803393"	"PMC11128890"	"10.3389/fcell.2024.1347616"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"The heparin-binding domain of VEGF165 directly binds to integrin αvβ3 and VEGFR2/KDR D1: a potential mechanism of negative regulation of VEGF165 signaling by αvβ3."	"Takada YK; Yu J; Ye X; Wu CY; Felding BH; Fujita M; Takada Y"	"2024"	"Frontiers in cell and developmental biology"	"https://pubmed.ncbi.nlm.nih.gov/38803393/"	""
"DOI"	"10.3389/fnana.2014.00043"	"DOI:10.3389/fnana.2014.00043"	"24926237"	"PMC4046268"	"10.3389/fnana.2014.00043"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Ascending midbrain dopaminergic axons require descending GAD65 axon fascicles for normal pathfinding."	"García-Peña CM; Kim M; Frade-Pérez D; Avila-González D; Téllez E; Mastick GS; Tamariz E; Varela-Echavarría A"	"2014"	"Frontiers in neuroanatomy"	"https://pubmed.ncbi.nlm.nih.gov/24926237/"	""
"DOI"	"10.3390/ijms21186965"	"DOI:10.3390/ijms21186965"	"32971928"	"PMC7555002"	"10.3390/ijms21186965"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Semaphorin4A-Plexin D1 Axis Induces Th2 and Th17 While Represses Th1 Skewing in an Autocrine Manner."	"Carvalheiro T; Rafael-Vidal C; Malvar-Fernandez B; Lopes AP; Pego-Reigosa JM; Radstake TRDJ; Garcia S"	"2020"	"International journal of molecular sciences"	"https://pubmed.ncbi.nlm.nih.gov/32971928/"	""
"DOI"	"10.4049/jimmunol.1003944"	"DOI:10.4049/jimmunol.1003944"	"22210915"	""	"10.4049/jimmunol.1003944"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Thy-1 (CD90) is an interacting partner for CD97 on activated endothelial cells."	"Wandel E; Saalbach A; Sittig D; Gebhardt C; Aust G"	"2012"	"Journal of immunology (Baltimore, Md. : 1950)"	"https://pubmed.ncbi.nlm.nih.gov/22210915/"	""
"DOI"	"10.4049/jimmunol.160.8.4057"	"DOI:10.4049/jimmunol.160.8.4057"	""	""	""	"unresolved_ncbi_nonunique_doi_match"	""	""	""	""	""	""	""	"exact PubMed DOI-field search returned 0 PMIDs"
"DOI"	"10.4049/jimmunol.170.6.3233"	"DOI:10.4049/jimmunol.170.6.3233"	"12626582"	""	"10.4049/jimmunol.170.6.3233"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Proinflammatory activities of S100: proteins S100A8, S100A9, and S100A8/A9 induce neutrophil chemotaxis and adhesion."	"Ryckman C; Vandal K; Rouleau P; Talbot M; Tessier PA"	"2003"	"Journal of immunology (Baltimore, Md. : 1950)"	"https://pubmed.ncbi.nlm.nih.gov/12626582/"	""
"DOI"	"10.4049/jimmunol.172.7.3994"	"DOI:10.4049/jimmunol.172.7.3994"	"15034010"	""	"10.4049/jimmunol.172.7.3994"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Cutting edge: CD96 (tactile) promotes NK cell-target cell adhesion by interacting with the poliovirus receptor (CD155)."	"Fuchs A; Cella M; Giurisato E; Shaw AS; Colonna M"	"2004"	"Journal of immunology (Baltimore, Md. : 1950)"	"https://pubmed.ncbi.nlm.nih.gov/15034010/"	""
"DOI"	"10.7554/elife.13063"	"DOI:10.7554/elife.13063"	"27092791"	"PMC4868538"	"10.7554/eLife.13063"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"α8β1 integrin regulates nutrient absorption through an Mfge8-PTEN dependent mechanism."	"Khalifeh-Soltani A; Ha A; Podolsky MJ; McCarthy DA; McKleroy W; Azary S; Sakuma S; Tharp KM; Wu N; Yokosaki Y; Hart D; Stahl A; Atabai K"	"2016"	"eLife"	"https://pubmed.ncbi.nlm.nih.gov/27092791/"	""
"DOI"	"10.7554/elife.18782"	"DOI:10.7554/elife.18782"	"27976999"	"PMC5158134"	"10.7554/eLife.18782"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Clec11a/osteolectin is an osteogenic growth factor that promotes the maintenance of the adult skeleton."	"Yue R; Shen B; Morrison SJ"	"2016"	"eLife"	"https://pubmed.ncbi.nlm.nih.gov/27976999/"	""
"DOI"	"10.7554/elife.25716"	"DOI:10.7554/elife.25716"	"28590245"	"PMC5489314"	"10.7554/eLife.25716"	"resolved_authoritative_ncbi"	"exact PubMed DOI-field search with matching PubMed article DOI"	"https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi"	"Collagen induces activation of DDR1 through lateral dimer association and phosphorylation between dimers."	"Juskaite V; Corcoran DS; Leitinger B"	"2017"	"eLife"	"https://pubmed.ncbi.nlm.nih.gov/28590245/"	""
"PMCID"	"PMC10157725"	"PMCID:PMC10157725"	"37153740"	"PMC10157725"	"10.7150/thno.80749"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Gαi1/3 mediate Netrin-1-CD146-activated signaling and angiogenesis."	"Li Y; Chai JL; Shi X; Feng Y; Li JJ; Zhou LN; Cao C; Li KR"	"2023"	"Theranostics"	"https://pubmed.ncbi.nlm.nih.gov/37153740/"	""
"PMCID"	"PMC10603070"	"PMCID:PMC10603070"	"37884508"	"PMC10603070"	"10.1038/s41467-023-42273-8"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Antibody-directed extracellular proximity biotinylation reveals that Contactin-1 regulates axo-axonic innervation of axon initial segments."	"Ogawa Y; Lim BC; George S; Oses-Prieto JA; Rasband JM; Eshed-Eisenbach Y; Hamdan H; Nair S; Boato F; Peles E; Burlingame AL; Van Aelst L; Rasband MN"	"2023"	"Nature communications"	"https://pubmed.ncbi.nlm.nih.gov/37884508/"	""
"PMCID"	"PMC10684450"	"PMCID:PMC10684450"	"38015348"	"PMC10684450"	"10.1186/s43556-023-00154-y"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Osteopontin enhances the effect of treadmill training and promotes functional recovery after spinal cord injury."	"Wang Y; Su H; Zhong J; Zhan Z; Zhao Q; Liu Y; Li S; Wang H; Yang C; Yu L; Tan B; Yin Y"	"2023"	"Molecular biomedicine"	"https://pubmed.ncbi.nlm.nih.gov/38015348/"	""
"PMCID"	"PMC11128890"	"PMCID:PMC11128890"	"38803393"	"PMC11128890"	"10.3389/fcell.2024.1347616"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"The heparin-binding domain of VEGF165 directly binds to integrin αvβ3 and VEGFR2/KDR D1: a potential mechanism of negative regulation of VEGF165 signaling by αvβ3."	"Takada YK; Yu J; Ye X; Wu CY; Felding BH; Fujita M; Takada Y"	"2024"	"Frontiers in cell and developmental biology"	"https://pubmed.ncbi.nlm.nih.gov/38803393/"	""
"PMCID"	"PMC11145257"	"PMCID:PMC11145257"	"38781210"	"PMC11145257"	"10.1073/pnas.2400648121"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Astrocyte-to-microglia communication via Sema4B-Plexin-B2 modulates injury-induced reactivity of microglia."	"Casden N; Belzer V; El Khayari A; El Fatimy R; Behar O"	"2024"	"Proceedings of the National Academy of Sciences of the United States of America"	"https://pubmed.ncbi.nlm.nih.gov/38781210/"	""
"PMCID"	"PMC11413474"	"PMCID:PMC11413474"	"39310027"	"PMC11413474"	"10.3892/ol.2024.14675"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Bone sialoprotein stimulates cancer cell adhesion through the RGD motif and the αvβ3 and αvβ5 integrin receptors."	"Kottmann V; Kolpeja E; Baumkötter G; Clauder F; Bokel A; Armbruster FP; Drees P; Gercek E; Ritz U"	"2024"	"Oncology letters"	"https://pubmed.ncbi.nlm.nih.gov/39310027/"	""
"PMCID"	"PMC11572282"	"PMCID:PMC11572282"	"38873925"	"PMC11572282"	"10.1080/15548627.2024.2367191"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"EDIL3/Del-1 prevents aortic dissection through enhancing internalization and degradation of apoptotic vascular smooth muscle cells."	"Yin Z; Zhang J; Zhao M; Liu J; Xu Y; Peng S; Pan W; Wei C; Zheng Z; Liu S; Qin JJ; Wan J; Wang M"	"2024"	"Autophagy"	"https://pubmed.ncbi.nlm.nih.gov/38873925/"	""
"PMCID"	"PMC1317641"	"PMCID:PMC1317641"	"16354676"	"PMC1317641"	"10.1128/MCB.26.1.19-27.2006"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Reconstitution of the Reelin signaling pathway in fibroblasts demonstrates that Dab1 phosphorylation is independent of receptor localization in lipid rafts."	"Mayer H; Duit S; Hauser C; Schneider WJ; Nimpf J"	"2006"	"Molecular and cellular biology"	"https://pubmed.ncbi.nlm.nih.gov/16354676/"	""
"PMCID"	"PMC1564188"	"PMCID:PMC1564188"	"12493768"	"PMC1564188"	"10.1074/jbc.M203901200"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Follicle-stimulating hormone activates extracellular signal-regulated kinase but not extracellular signal-regulated kinase kinase through a 100-kDa phosphotyrosine phosphatase."	"Cottom J; Salvador LM; Maizels ET; Reierstad S; Park Y; Carr DW; Davare MA; Hell JW; Palmer SS; Dent P; Kawakatsu H; Ogata M; Hunzicker-Dunn M"	"2003"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/12493768/"	""
"PMCID"	"PMC1618631"	"PMCID:PMC1618631"	"15466396"	"PMC1618631"	"10.1016/S0002-9440(10)63390-1"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Adhesion-mediated squamous cell carcinoma survival through ligand-independent activation of epidermal growth factor receptor."	"Shen X; Kramer RH"	"2004"	"The American journal of pathology"	"https://pubmed.ncbi.nlm.nih.gov/15466396/"	""
"PMCID"	"PMC1847564"	"PMCID:PMC1847564"	"17145500"	"PMC1847564"	"10.1016/j.neuron.2006.10.032"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"PlexinA1 signaling directs the segregation of proprioceptive sensory axons in the developing spinal cord."	"Yoshida Y; Han B; Mendelsohn M; Jessell TM"	"2006"	"Neuron"	"https://pubmed.ncbi.nlm.nih.gov/17145500/"	""
