source_row_id	module	regulator	target	curation_status	traversal_eligibility	review_disposition	search_status	search_scope	search_manifest_id	search_layers	search_terms	exact_pair_evidence	binding_evidence	functional_evidence	species	tissue_cell_context	sci_context	effect_direction	confidence	primary_citation	source_record_id	source_provenance	limitations	reviewer_notes	reviewed_at
PTF-SCREEN-PTF-MODULE-20B-000818	20B	ISX	Ackr3	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""ISX"" ""Ackr3"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000875:4b8eed79bf36	tflink:mouse:000875:4b8eed79bf36; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-000819	20B	ISX	Ackr4	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""ISX"" ""Ackr4"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000875:4b8eed79bf36	tflink:mouse:000875:4b8eed79bf36; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001147	20B	MYT1L	Abca1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""MYT1L"" ""Abca1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000961:f706c20f5ab7	tflink:mouse:000961:f706c20f5ab7; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001148	20B	MYT1L	Ackr3	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""MYT1L"" ""Ackr3"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000961:f706c20f5ab7	tflink:mouse:000961:f706c20f5ab7; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001149	20B	MYT1L	Actr2	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""MYT1L"" ""Actr2"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000961:f706c20f5ab7	tflink:mouse:000961:f706c20f5ab7; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001192	20B	NEUROD2	Actr2	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""NEUROD2"" ""Actr2"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000958:4c84a5dc2814	tflink:mouse:000958:4c84a5dc2814; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001194	20B	NEUROD2	Acvr1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""NEUROD2"" ""Acvr1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000958:4c84a5dc2814	tflink:mouse:000958:4c84a5dc2814; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001193	20B	NEUROD2	Acvr1c	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""NEUROD2"" ""Acvr1c"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000958:4c84a5dc2814	tflink:mouse:000958:4c84a5dc2814; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001217	20B	NPAS4	Acvr1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""NPAS4"" ""Acvr1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001218	20B	NPAS4	Adam12	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""NPAS4"" ""Adam12"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001219	20B	NPAS4	Adam17	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""NPAS4"" ""Adam17"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001220	20B	NPAS4	Adam22	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""NPAS4"" ""Adam22"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	Mouse NPAS4 studies support activity-dependent targets such as Bdnf, not the queued Adam22 pair.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001386	20B	PRDM15	Acvr1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PRDM15"" ""Acvr1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001387	20B	PRDM15	Adgrb3	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PRDM15"" ""Adgrb3"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001388	20B	PRDM15	Adgrl1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PRDM15"" ""Adgrl1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001389	20B	PRDM15	Adgrl2	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PRDM15"" ""Adgrl2"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001441	20B	PURB	Actr2	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PURB"" ""Actr2"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000879:a03da7ea1b30	tflink:mouse:000879:a03da7ea1b30; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001443	20B	PURB	Acvr1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PURB"" ""Acvr1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000879:a03da7ea1b30	tflink:mouse:000879:a03da7ea1b30; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001442	20B	PURB	Acvr1c	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PURB"" ""Acvr1c"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000879:a03da7ea1b30	tflink:mouse:000879:a03da7ea1b30; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001444	20B	PURB	Acvrl1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""PURB"" ""Acvrl1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000879:a03da7ea1b30	tflink:mouse:000879:a03da7ea1b30; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001520	20B	RBPJL	Abca1	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""RBPJL"" ""Abca1"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000956:444aa119d6fd	tflink:mouse:000956:444aa119d6fd; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001521	20B	RBPJL	Adam17	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""RBPJL"" ""Adam17"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000956:444aa119d6fd	tflink:mouse:000956:444aa119d6fd; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
PTF-SCREEN-PTF-MODULE-20B-001522	20B	RBPJL	Adgrb3	candidate_only	not_traversable	retain_candidate_only_no_exact_pair_promotion	expanded_alias_and_primary_source_search_completed_no_exact_primary_evidence_identified	All 112 mouse canonical-TF/direct-binding queue rows were covered by grouped searches using regulator aliases, target aliases/full names, mouse, ChIP-seq/ChIP-qPCR, promoter, reporter, knockdown, knockout, loss-of-function, and direct-target terms; surfaced primary papers and local source provenance were checked for exact regulator-target support.	public_tf_queue_expanded_search_2026-09-04	local_tflink_gtrd_provenance;gtrd_resource_review;grouped_exact_pair_search;near_match_primary_paper_review;exact_alias_followups	"""RBPJL"" ""Adgrb3"" mouse direct binding functional target"	not_identified	TFLink/GTRD source-table association only; underlying primary occupancy record not identified	not_identified	mouse	unknown	unknown	unknown	low_expanded_search_only	unknown	tflink:mouse:000956:444aa119d6fd	tflink:mouse:000956:444aa119d6fd; TFLink source PMID 27924024 is source-database metadata, not exact-pair validation	No exact-pair primary citation with direct sequence-specific binding and functional target response was identified in the expanded pass; full-text review, additional databases, and underlying GTRD experiment accession remain possible follow-up work.	No exact-pair promotion basis identified; preserve unknown values.	2026-09-04
