regulator	target	old_edge_ids	new_edge_ids	semantic_mapping_status
mmp7	sdc1 ectodomain; itga2:itgb1 context	M23B-E000787;M23B-E000788	M23B-E000787;M23B-E000788	exact_label_relation_match
mmp9	ephb2 ectodomain/proteolytic relay	M23B-E000210	M23B-E000210	exact_label_relation_match
mmp9 hemopexin domain / mmp9-pex	lrp1	M23B-E001073	M23B-E001073	exact_label_relation_match
mmp9 hemopexin domain / mmp9-pex	lrp1-erk1/2-akt relay	M23B-E001074	M23B-E001074	exact_label_relation_match
mmp9 hemopexin domain / mmp9-pex	schwann-cell migration and injury-response physiology	M23B-E001075	M23B-E001075	exact_label_relation_match
mmrn2	cd248	M20B-E004268	M20B-E004268	exact_label_relation_match
mmrn2	cd93	M20B-E004269	M20B-E004269	exact_label_relation_match
mmrn2	clec14a	M20B-E004270;M23B-E000789;M23B-E000790	M20B-E004270;M23B-E000789;M23B-E000790	exact_label_relation_match
modulates	itga5-containing integrin complex	M23B-E000478	M23B-E000478	exact_label_relation_match
msgn1	dll3	unknown	PTF-EDGE-20B-001113	unresolved_no_counterpart
mst1	mst1r	M20B-E004273	M20B-E004273	exact_label_relation_match
mst1/msp	mst1r/ron	M23B-E000211	M23B-E000211	exact_label_relation_match
mst1/msp	src/pi3k/erk motility relay	M23B-E000212	M23B-E000212	exact_label_relation_match
mtnr1b	gnai2/gi2-yap/nfkb	M23B-E000145	M23B-E000145	exact_label_relation_match
myc	sema3g-nrp2/plxna1-associated glioblastoma stemness and tumor-growth phenotype	M22B-E000242	M22B-E000242	exact_label_relation_match
myc	sema3g-nrp2/plxna1-c-myc degradation and glioblastoma-stemness program	M22B-E000243	M22B-E000243	exact_label_relation_match
myd88	irak4	M21B-E000024	M21B-E000024	exact_label_relation_match
myelin debris	trem2	M24B-E000003	M24B-E000003	exact_label_relation_match
myl9	cd69	M20B-E004279;M23B-E000791;M23B-E000792	M20B-E004279;M23B-E000791;M23B-E000792	exact_label_relation_match
myod;myog	fgf6-associated skeletal-muscle regeneration and myotube-differentiation phenotype	M22B-E000245	M22B-E000245	exact_label_relation_match
myod;myog	fgf6-fgfr4-erk myoblast differentiation program	M22B-E000244	M22B-E000244	exact_label_relation_match
nampt/nad-salvage context	itga5:itgb1	M23B-E000793	M23B-E000793	exact_label_relation_match
nanog	efna4-epha10-associated oral-cancer migration, spheroid formation, and metastasis phenotype	M22B-E000248	M22B-E000248	exact_label_relation_match
nanog	efna4-epha10-erk nanog/oct4 oral-cancer stemness program	M22B-E000247	M22B-E000247	exact_label_relation_match
ncam1	fgfr1	M20B-E002230	M20B-E002230	exact_label_relation_match
ncam1	fgfr1 co-receptor relay	M23B-E000213	M23B-E000213	exact_label_relation_match
ncam1	fgfr2	M20B-E004289	M20B-E004289	exact_label_relation_match
ncam1	gfra1	M20B-E004290	M20B-E004290	exact_label_relation_match
ncam1	gfra1/ncam1 gdnf receptor complex	M23B-E000214	M23B-E000214	exact_label_relation_match
ncam1	l1cam	M20B-E002374	M20B-E002374	exact_label_relation_match
ncam1	ncam1 homophilic complex	M23B-E000215	M23B-E000215	exact_label_relation_match
ncam1	robo1-associated guidance complex	M23B-E000978;M23B-E000979	M23B-E000978;M23B-E000979	exact_label_relation_match
ncam1	robo3	M20B-E004294	M20B-E004294	exact_label_relation_match
ncam1	src/fak neurite relay	M23B-E000216	M23B-E000216	exact_label_relation_match
ncam1-containing complex	l1cam	M23B-E000794	M23B-E000794	exact_label_relation_match
ncam140	rptpalpha-src-family relay	M23B-E000217	M23B-E000217	exact_label_relation_match
ncan	cdh2	M23B-E000795	M23B-E000795	exact_label_relation_match
ncan	sdc3	M20B-E004296	M20B-E004296	exact_label_relation_match
ndp	lgr4	M20B-E004297	M20B-E004297	exact_label_relation_match
nell2	robo3	M20B-E004298	M20B-E004298	exact_label_relation_match
neurokinin a	tacr1	M24B-E000046	M24B-E000046	exact_label_relation_match
neurokinin a	tacr2	M24B-E000047	M24B-E000047	exact_label_relation_match
neurokinin a	tacr3	M24B-E000048	M24B-E000048	exact_label_relation_match
neurokinin b	tacr1	M24B-E000049	M24B-E000049	exact_label_relation_match
neurokinin b	tacr2	M24B-E000050	M24B-E000050	exact_label_relation_match
neurokinin b	tacr3	M24B-E000051	M24B-E000051	exact_label_relation_match
neuropeptide gamma	tacr1	M24B-E000052	M24B-E000052	exact_label_relation_match
neuropeptide gamma	tacr2	M24B-E000053	M24B-E000053	exact_label_relation_match
neurosin/klk6	par2	M24B-E000141	M24B-E000141	exact_label_relation_match
neurosin/klk6-par2 signaling	astrocyte il-6/stat3 astrogliosis	M24B-E000142	M24B-E000142	exact_label_relation_match
nf-kb	12-oxo-ltb4/blt1-blt2-associated inflammatory nf-kb program	M22B-E000251	M22B-E000251	exact_label_relation_match
nf-kb	il6	M22B-E000252	M22B-E000252	exact_label_relation_match
nf-kb	nf-κb/ap-1/irf inflammatory program	M22B-E000253	M22B-E000253	exact_label_relation_match
nf-kb	tnf-induced nf-kb/il6 inflammatory program	M22B-E000254	M22B-E000254	exact_label_relation_match
nf-kb p65	glu-slc17a7_gls2 grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000255	M22B-E000255	exact_label_relation_match
nf-kb p65	glu-slc17a8_gls grm3-pi3k-nf-kb/mgmt glioma survival program	M22B-E000256	M22B-E000256	exact_label_relation_match
nf-kb p65	glu-slc17a8_gls2 grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000257	M22B-E000257	exact_label_relation_match
nf-kb p65	glu-slc1a1_gls grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000258	M22B-E000258	exact_label_relation_match
nf-kb p65	glu-slc1a1_gls2 grm3-pi3k-nf-kb/mgmt glioma survival program	M22B-E000259	M22B-E000259	exact_label_relation_match
nf-kb p65	glu-slc1a2_gls grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000260	M22B-E000260	exact_label_relation_match
nf-kb p65	glu-slc1a2_gls2 grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000261	M22B-E000261	exact_label_relation_match
nf-kb p65	glu-slc1a3_gls grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000262	M22B-E000262	exact_label_relation_match
nf-kb p65	glu-slc1a3_gls2 grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000263	M22B-E000263	exact_label_relation_match
nf-kb p65	glu-slc1a6_gls grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000264	M22B-E000264	exact_label_relation_match
nf-kb p65	glu-slc1a6_gls2 grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000265	M22B-E000265	exact_label_relation_match
nf-kb p65	glu-slc1a7_gls grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000266	M22B-E000266	exact_label_relation_match
nf-kb p65	glu-slc1a7_gls2 grm3-associated pi3k-nf-kb/mgmt survival program	M22B-E000267	M22B-E000267	exact_label_relation_match
nf-kb p65	mglur3-pi3k-nf-kb/mgmt glioma survival program	M22B-E000268;M22B-E000269	M22B-E000268;M22B-E000269	exact_label_relation_match
nf-kb;ap-1	nf-κb/ap-1/irf inflammatory program	M22B-E000270	M22B-E000270	exact_label_relation_match
nf-kb;irf7	nf-κb/ap-1/irf inflammatory program	M22B-E000271	M22B-E000271	exact_label_relation_match
nf-yb	gria4	M22B-E000250	M22B-E000250	exact_label_relation_match
nf155 neurofascin	cntn1:cntnap1 (caspr1) paranodal complex	M23B-E000796;M23B-E000797;M23B-E000798	M23B-E000796;M23B-E000797;M23B-E000798	exact_label_relation_match
nfat	fgf23-fgfr4-associated cardiac hypertrophy and left-ventricular remodeling phenotype	M22B-E000273	M22B-E000273	exact_label_relation_match
nfat	fgf23-fgfr4-plcgamma-calcineurin-nfat cardiac hypertrophy program	M22B-E000272	M22B-E000272	exact_label_relation_match
nfat2;sp1	nfat2/sp1-linked small-cholangiocyte proliferation program	M22B-E000275	M22B-E000275	exact_label_relation_match
nfatc1	sema6a-plxna2-associated rankl osteoclastogenesis phenotype	M22B-E000277	M22B-E000277	exact_label_relation_match
nfatc1	sema6a-plxna2-plcgamma-nfatc1 osteoclastogenesis program	M22B-E000276	M22B-E000276	exact_label_relation_match
nfatc3	sfrp2-fzd5-associated endothelial tube formation and angiogenesis phenotype	M22B-E000279	M22B-E000279	exact_label_relation_match
nfatc3	sfrp2-fzd5-calcineurin-nfatc3 endothelial angiogenesis program	M22B-E000280	M22B-E000280	exact_label_relation_match
nfatc4	bdnf promoter iv	M22B-E000282	M22B-E000282	exact_label_relation_match
nfkb2;relb	eda2r-nik noncanonical nf-kb muscle-atrophy program	M22B-E000283	M22B-E000283	exact_label_relation_match
ngf	sorcs3	M20B-E004304	M20B-E004304	exact_label_relation_match
ngf	trpv1 sensory function	M23B-E000218	M23B-E000218	exact_label_relation_match
nicd	rbpj/csl	M21B-E000055	M21B-E000055	exact_label_relation_match
nicd-rbpj/csl complex	hes1	M21B-E000056	M21B-E000056	exact_label_relation_match
nicd-rbpj/csl complex	hey1	M21B-E000057	M21B-E000057	exact_label_relation_match
nid1	ptprf	M20B-E004311	M20B-E004311	exact_label_relation_match
nid1/nid1-g2 domain	itga3:itgb1 (alpha3beta1)	M23B-E000799;M23B-E000800;M23B-E000801	M23B-E000799;M23B-E000800;M23B-E000801	exact_label_relation_match
nid1/nid1-g2 domain	itgav:itgb3 (alphavbeta3)	M23B-E000802;M23B-E000803	M23B-E000802;M23B-E000803	exact_label_relation_match
nkx2-2;olig2	nkx2-2/olig2-bound neural-progenitor fate determinant and shh-feedback target module	M22B-E000284	M22B-E000284	exact_label_relation_match
nkx2-2;olig2	shh-boc/gas1 coreceptor-dependent ventral neural progenitor and oligodendrocyte specification program	M22B-E000285	M22B-E000285	exact_label_relation_match
nkx2-2;olig2	shh-boc/gas1-associated ventral neural-tube patterning and oligodendrocyte-progenitor phenotype	M22B-E000286	M22B-E000286	exact_label_relation_match
nlgn1	nrxn1	M20B-E004312;M23B-E000804;M23B-E000805	M20B-E004312;M23B-E000804;M23B-E000805	exact_label_relation_match
nlgn1	nrxn2	M20B-E004313;M23B-E000806;M23B-E000807	M20B-E004313;M23B-E000806;M23B-E000807	exact_label_relation_match
nlgn2	nrxn1	M20B-E004314;M23B-E000808;M23B-E000809	M20B-E004314;M23B-E000808;M23B-E000809	exact_label_relation_match
nlgn3	nrxn1	M20B-E004316;M23B-E000810;M23B-E000811	M20B-E004316;M23B-E000810;M23B-E000811	exact_label_relation_match
nmb	nmbr	M20B-E004320	M20B-E004320	exact_label_relation_match
nms	nmur1	M20B-E004324	M20B-E004324	exact_label_relation_match
nms	nmur2	M20B-E004325	M20B-E004325	exact_label_relation_match
nmu	nmur1	M20B-E004329	M20B-E004329	exact_label_relation_match
nmu	nmur2	M20B-E004330	M20B-E004330	exact_label_relation_match
nodal	acvr1b_acvr2a	M20B-E004331	M20B-E004331	exact_label_relation_match
nodal	acvr1b_acvr2b	M20B-E004333	M20B-E004333	exact_label_relation_match
nodal	acvr1b_acvr2b_tdgf1	M20B-E004335	M20B-E004335	exact_label_relation_match
none_identified	adamts1 -> vcan v1 proteolysis or vcan g3 -> egfr transactivation -> erk, anoikis resistance, migration and invasion	M22B-E000487	M22B-E000487	exact_label_relation_match
none_identified	alcam-nrp1 trans-adhesion -> semaphorin-response modulation -> dopaminergic neurite outgrowth	M22B-E000488	M22B-E000488	exact_label_relation_match
none_identified	androgen-receptor transcriptional program; prostate-cancer proliferation	M22B-E000493	M22B-E000493	exact_label_relation_match
none_identified	anxa2 or exosomal anxa2 -> tlr2/myd88-associated inflammatory signaling -> il1/il6/il8 and lcn2/mesothelial transition	M22B-E000489	M22B-E000489	exact_label_relation_match
none_identified	apoe-bearing particle -> lrp1 -> endocytosis/bbb transcytosis -> cns delivery and injury-response function	M22B-E000494	M22B-E000494	exact_label_relation_match
none_identified	april binding to heparan-sulfate proteoglycans can present/oligomerize april for taci/bcma; sdc2-specific intracellular relay is unresolved	M22B-E000490	M22B-E000490	exact_label_relation_match
none_identified	april/tnfsf13 -> bcma/tnfrsf17-containing tnfr complex -> traf/nf-kb-associated survival programs in antibody-producing cells	M22B-E000491	M22B-E000491	exact_label_relation_match
none_identified	april/tnfsf13 -> taci/tnfrsf13b -> traf/nf-kb-associated survival and activation programs in b cells	M22B-E000492	M22B-E000492	exact_label_relation_match
none_identified	baff -> baff-r/tnfrsf13c -> traf2/traf3/ nik-nf-kb2 and nf-kb1 -> transitional and mature b-cell survival/maturation	M22B-E000495	M22B-E000495	exact_label_relation_match
none_identified	baff -> baff-r/tnfrsf13c, taci/tnfrsf13b or bcma/tnfrsf17; cd40l/tnfsf5 -> cd40/cd40	M22B-E000496	M22B-E000496	exact_label_relation_match
none_identified	baff -> bcma/tnfrsf17-containing tnfr complex -> traf/nf-kb and survival programs in antibody-producing cells	M22B-E000497	M22B-E000497	exact_label_relation_match
none_identified	baff/tnfsf13b -> taci/tnfrsf13b -> traf/nf-kb-associated b-cell survival and isotype-switching programs	M22B-E000498	M22B-E000498	exact_label_relation_match
none_identified	bmp6/7 -> acvr1a/acvr2a or bmpr2 -> smad1/5/9 osteoblastic branch; bmpr1b-bmpr2 assignment unresolved	M22B-E000499	M22B-E000499	exact_label_relation_match
none_identified	bmp7 -> acvr1a/acvr2a-context -> canonical smad1/5/9 osteoblastic/developmental signaling	M22B-E000500	M22B-E000500	exact_label_relation_match
none_identified	bmp7 -> acvr1a/bmpr2-context -> smad1/5/9 and osteoblastic signaling	M22B-E000501	M22B-E000501	exact_label_relation_match
none_identified	bmp7 -> bmpr1a/bmpr2-context -> smad1/5/9 and osteoblastic signaling	M22B-E000502	M22B-E000502	exact_label_relation_match
none_identified	bmp8a -> alk3/bmpr1a plus bmpr2 -> smad1/5/8 -> spermatogonial differentiation	M22B-E000503	M22B-E000503	exact_label_relation_match
none_identified	ccl1 -> ccr8 -> gi/o-associated calcium/chemotaxis and ccr8-dependent cell migration	M22B-E000504	M22B-E000504	exact_label_relation_match
none_identified	ccl11 -> ccr3 -> gi/o-associated calcium/chemotaxis -> eosinophil recruitment	M22B-E000505	M22B-E000505	exact_label_relation_match
none_identified	ccl12/mcp-5 -> ccr2 -> gi/o-associated calcium/chemotaxis -> monocyte recruitment	M22B-E000506	M22B-E000506	exact_label_relation_match
none_identified	ccl17 -> ccr4 -> beta-arrestin/gi-associated signaling -> t-cell/treg chemotaxis and inflammatory recruitment	M22B-E000507	M22B-E000507	exact_label_relation_match
none_identified	ccl20 -> ccr6 -> gi/o and p130cas/cytoskeletal signaling -> epithelial or spermatogenic chemotaxis/function	M22B-E000508	M22B-E000508	exact_label_relation_match
none_identified	ccl22 -> ccr4 -> beta-arrestin/gi-associated signaling -> t-cell/treg recruitment	M22B-E000509	M22B-E000509	exact_label_relation_match
none_identified	ccl24 -> ccr3 -> gi/o-associated calcium/chemotaxis -> eosinophil or basophil recruitment	M22B-E000510	M22B-E000510	exact_label_relation_match
none_identified	ccl25 -> ccr9 -> chemotaxis and akt-associated mucosal/thymocyte or epithelial-cell function	M22B-E000511	M22B-E000511	exact_label_relation_match
none_identified	ccl28 -> ccr10 -> calcium/gi-associated signaling and enos/src/erk-context migration or angiogenesis	M22B-E000512	M22B-E000512	exact_label_relation_match
none_identified	ccl4 -> ccr5 -> gi/o-associated chemotaxis and receptor desensitization	M22B-E000513	M22B-E000513	exact_label_relation_match
none_identified	ccl5 -> ccr1 -> gi/g-protein-dependent chemotaxis	M22B-E000514	M22B-E000514	exact_label_relation_match
none_identified	ccl5 -> ccr4/ccr1 -> mast-cell chemotaxis	M22B-E000515	M22B-E000515	exact_label_relation_match
none_identified	ccl5 -> ccr5 -> gi-linked calcium/chemotaxis signaling	M22B-E000516	M22B-E000516	exact_label_relation_match
none_identified	cd30l/tnfsf8 -> cd30/tnfrsf8 -> traf1/2/3/5 and nf-kb/mapk -> lymphocyte costimulation or cell-type-specific survival/death	M22B-E000517	M22B-E000517	exact_label_relation_match
none_identified	cd30l/tnfsf8 -> cd30/tnfrsf8 -> traf2/nf-kb; tweak/fn14 is a distinct ligand-receptor branch	M22B-E000518	M22B-E000518	exact_label_relation_match
none_identified	cd44-mt1-mmp-timp2 control of pro-mmp9 activation and osteoclast migration	M22B-E000519	M22B-E000519	exact_label_relation_match
none_identified	cell-surface calr -> cd91/lrp1-associated uptake or rac1-dependent function -> phagocytic/osteoclast output	M22B-E000803	M22B-E000803	exact_label_relation_match
none_identified	csf3 -> csf3r -> g-csfr-dependent myeloid proliferation	M22B-E000520	M22B-E000520	exact_label_relation_match
none_identified	cx3cl1 -> cx3cr1 -> ptx-sensitive gi/pi3k/ca/mapk -> leukocyte adhesion/chemotaxis	M22B-E000521	M22B-E000521	exact_label_relation_match
none_identified	cxcl1 -> cxcr2 -> gi/beta-arrestin -> neutrophil chemotaxis/recruitment	M22B-E000522	M22B-E000522	exact_label_relation_match
none_identified	cxcl10 -> cxcr3 -> gi-linked akt/erk/p38 and t-cell chemotaxis	M22B-E000523	M22B-E000523	exact_label_relation_match
none_identified	cxcl12 -> cxcr4 -> gi/rac1-dependent migration and receptor internalization	M22B-E000524	M22B-E000524	exact_label_relation_match
none_identified	cxcl13 -> cxcr5 -> p38 or dock2/pi3k-delta -> neuronal excitability/b-cell migration	M22B-E000525	M22B-E000525	exact_label_relation_match
none_identified	cxcl16 membrane/shedded isoforms -> cxcr6 -> chemotaxis/adhesion/immune-cell recruitment	M22B-E000526	M22B-E000526	exact_label_relation_match
none_identified	cxcl2 -> cxcr2 -> gi/o-beta-arrestin -> ca/chemotaxis/neutrophil recruitment	M22B-E000527	M22B-E000527	exact_label_relation_match
none_identified	cxcl5 -> cxcr2 -> gi/o-beta-arrestin/internalization/desensitization -> neutrophil recruitment or nociceptive output	M22B-E000528	M22B-E000528	exact_label_relation_match
none_identified	cxcl8-cxcr2 -> pka/pkcdelta-vasp/f-actin leading edge -> neutrophil polarization and chemotaxis	M22B-E000529	M22B-E000529	exact_label_relation_match
none_identified	dcn -> tlr2 -> p38/erk/nf-kb inflammatory signaling -> tnf/il-12	M22B-E000530	M22B-E000530	exact_label_relation_match
none_identified	dkk2 c2 -> lrp6 -> dvl-independent canonical wnt/lef-1 signaling	M22B-E000531	M22B-E000531	exact_label_relation_match
none_identified	dlk1 -> notch1 -> reduced canonical nicd/notch reporter activation	M22B-E000532	M22B-E000532	exact_label_relation_match
none_identified	dlk2 -> notch1 -> inhibitory notch pathway modulation -> altered differentiation	M22B-E000533	M22B-E000533	exact_label_relation_match
none_identified	dll1 -> notch1 -> nicd/notch transcriptional program including hes1 dynamics	M22B-E000534	M22B-E000534	exact_label_relation_match
none_identified	dll1 -> notch2 -> ligand-triggered proteolysis -> canonical nicd/rbpj notch program	M22B-E000535	M22B-E000535	exact_label_relation_match
none_identified	efna2 -> epha5 -> context-dependent axon-repulsion/guidance function	M22B-E000536	M22B-E000536	exact_label_relation_match
none_identified	efna2 <-> epha3 -> ephrin-a2 reverse signaling -> beta1-integrin-dependent adhesion	M22B-E000537	M22B-E000537	exact_label_relation_match
none_identified	efna3 -> epha5 -> context-dependent neurite guidance/repulsion	M22B-E000538	M22B-E000538	exact_label_relation_match
none_identified	efna5 -> epha4 -> epha4 clustering/rtk signaling -> context-dependent growth-cone collapse or adhesion	M22B-E000539	M22B-E000539	exact_label_relation_match
none_identified	efna5 -> epha5 epha-rtk binding branch; functional direction and relay unresolved	M22B-E000540	M22B-E000540	exact_label_relation_match
none_identified	efnb1 -> epha4 -> receptor tyrosine phosphorylation -> cortical progenitor proliferation	M22B-E000541	M22B-E000541	exact_label_relation_match
none_identified	efnb1 -> ephb2 -> p120-rasgap/ras downregulation -> mek-erk attenuation -> neurite retraction; reverse ephrin-b1 phosphorylation is retained as a separate layer	M22B-E000542	M22B-E000542	exact_label_relation_match
none_identified	efnb1 -> ephb3 -> kinase-dependent adhesion inhibition and kinase-independent rac1/cdc42 decrease with relative rhoa increase -> altered adhesion/migration	M22B-E000543	M22B-E000543	exact_label_relation_match
none_identified	efnb1-ephb6 trans co-clustering -> double-membrane tubular contacts and stabilized cell-cell adhesion -> reduced cancer-cell invasion	M22B-E000544	M22B-E000544	exact_label_relation_match
none_identified	efnb3 -> epha4 -> contact repulsion and rhoa/pkc-alpha/fak-associated cytoskeletal relay -> axon guidance or opc differentiation inhibition	M22B-E000545	M22B-E000545	exact_label_relation_match
none_identified	egfr-associated p38/pkc/jak-stat/akt and k-ras/mapk growth branches; exact-pair relay unresolved	M22B-E000546	M22B-E000546	exact_label_relation_match
none_identified	endothelial thy1 -> alphambeta2/mac-1 -> leukocyte adhesion and transendothelial migration	M22B-E000804	M22B-E000804	exact_label_relation_match
none_identified	epo-epor-jak2-stat5 induction of socs2; socs2-crl5 recognition/ubiquitination of phospho-epor; terminal tf not assigned to the socs2 edge	M22B-E000547	M22B-E000547	exact_label_relation_match
none_identified	faslg -> fas clustering -> fadd disc -> caspase-8 -> caspase-3 and/or bid/mitochondrial amplification -> apoptosis	M22B-E000548	M22B-E000548	exact_label_relation_match
none_identified	fbln2 matrix adhesion -> beta3-integrin-dependent cell attachment; intracellular relay and terminal output unresolved	M22B-E000549	M22B-E000549	exact_label_relation_match
none_identified	fgf1 + heparan sulfate -> fgfr1 dimerization/autophosphorylation -> frs2 -> grb2/sos-ras-raf-mek-erk -> growth/migration	M22B-E000550	M22B-E000550	exact_label_relation_match
none_identified	fgf18 + perlecan/heparan sulfate -> fgfr3 -> erk/akt -> chondrocyte or epithelial proliferation/invasion context	M22B-E000551	M22B-E000551	exact_label_relation_match
none_identified	fgf2-fgfr1-autophosphorylation-mapk/dna synthesis; sparc-pka antagonism and myoblast differentiation branch	M22B-E000552	M22B-E000552	exact_label_relation_match
none_identified	fgf20 -> fgfr1c -> canonical fgfr kinase/ras-mapk and plcgamma branches -> myocardial proliferation and differentiation	M22B-E000553	M22B-E000553	exact_label_relation_match
none_identified	fgf20 -> fgfr2c -> fgfr kinase/ras-mapk and plcgamma branches -> myocardial proliferation and differentiation	M22B-E000554	M22B-E000554	exact_label_relation_match
none_identified	fibrinogen a-alpha/gamma ligand motifs -> intact alphaiib-beta3 -> platelet adhesion/aggregation; beta3 subunit contribution is receptor-complex context	M22B-E000555	M22B-E000555	exact_label_relation_match
none_identified	fibrinogen a-alpha/gamma ligand motifs -> intact alphaiib-beta3 -> platelet adhesion/aggregation; chain/subunit direction remains unresolved	M22B-E000556	M22B-E000556	exact_label_relation_match
none_identified	fibrinogen gamma-chain -> alphaiib-beta3 -> platelet adhesion/aggregation and integrin outside-in signaling	M22B-E000557;M22B-E000558	M22B-E000557;M22B-E000558	exact_label_relation_match
none_identified	first-phase glucose-stimulated insulin secretion/islet glucose competence	M22B-E000805	M22B-E000805	exact_label_relation_match
none_identified	gdf1 or nodal-gdf1 + cfc1/cripto + acvr2a -> acvr1b/alk4 -> smad2/3-smad4 developmental/endoderm branch	M22B-E000559	M22B-E000559	exact_label_relation_match
none_identified	gdf1 or nodal-gdf1 + cfc1/cripto + acvr2b -> acvr1b/alk4 -> smad2/3-smad4 developmental/endoderm branch	M22B-E000560	M22B-E000560	exact_label_relation_match
none_identified	gdf11 -> acvr2b -> acvr1b/alk4 -> smad2/3 -> axial patterning and activin-like transcriptional program	M22B-E000561	M22B-E000561	exact_label_relation_match
none_identified	gdf3 + cfc1/cripto + acvr2a -> acvr1b/alk4 -> smad2/3-smad4/foxh1-like developmental branch; adipose smad2/3 branch	M22B-E000562	M22B-E000562	exact_label_relation_match
none_identified	gdf3 + cfc1/cripto + acvr2b -> acvr1b/alk4 -> smad2/3-smad4/foxh1-like developmental branch; adipose smad2/3 branch	M22B-E000563	M22B-E000563	exact_label_relation_match
none_identified	gdf5 -> bmpr1a + bmpr2 -> smad1/5/8 and context-dependent osteogenic/vascular survival branches	M22B-E000564	M22B-E000564	exact_label_relation_match
none_identified	gdf6 -> bmpr1a plus bmpr2 -> smad1/5/8 -> bmp-response program	M22B-E000565	M22B-E000565	exact_label_relation_match
none_identified	gdf6 -> bmpr1b plus bmpr2 receptor-complex context -> smad1/5/8 bmp branch	M22B-E000566	M22B-E000566	exact_label_relation_match
none_identified	gdf7 -> bmpr1a plus bmpr2 receptor-complex context -> smad1/5/8 bmp branch	M22B-E000567	M22B-E000567	exact_label_relation_match
none_identified	gdf7 -> bmpr1b plus bmpr2 receptor-complex context -> smad1/5/8 bmp branch	M22B-E000568	M22B-E000568	exact_label_relation_match
none_identified	gitrl/tnfsf18 -> gitr/tnfrsf18 -> erk1/2 and tnfr-associated costimulatory pathways -> neurite growth or immune-cell activation	M22B-E000569	M22B-E000569	exact_label_relation_match
none_identified	glu-slc17a7_gls2 grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000570	M22B-E000570	exact_label_relation_match
none_identified	glu-slc17a8_gls grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000571	M22B-E000571	exact_label_relation_match
none_identified	glu-slc17a8_gls2 grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000572	M22B-E000572	exact_label_relation_match
none_identified	glu-slc1a1_gls grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000573	M22B-E000573	exact_label_relation_match
none_identified	glu-slc1a2_gls grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000574	M22B-E000574	exact_label_relation_match
none_identified	glu-slc1a3_gls2 grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000575	M22B-E000575	exact_label_relation_match
none_identified	glu-slc1a6_gls grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000576	M22B-E000576	exact_label_relation_match
none_identified	glu-slc1a6_gls2 grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000577	M22B-E000577	exact_label_relation_match
none_identified	glu-slc1a7_gls grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000578	M22B-E000578	exact_label_relation_match
none_identified	glu-slc1a7_gls2 grm4-associated astrocyte-mediated oligodendrocyte maturation and survival	M22B-E000579	M22B-E000579	exact_label_relation_match
none_identified	h2-o/h2-m mhc-ii peptide-editing and cd4 single-positive selection phenotype	M22B-E000580	M22B-E000580	exact_label_relation_match
none_identified	h2-q7 alpha3/cd8-dependent ctl recognition defect	M22B-E000581	M22B-E000581	exact_label_relation_match
none_identified	h2-q9-vp2 peptide-mhc restricted cd8alpha-beta antiviral response	M22B-E000582	M22B-E000582	exact_label_relation_match
none_identified	hedgehog/ptch1-smo-gli branch	M22B-E000584	M22B-E000584	exact_label_relation_match
none_identified	hedgehog/ptch1/smo/gli reporter branch	M22B-E000585	M22B-E000585	exact_label_relation_match
none_identified	hgf -> met -> met autophosphorylation/gab1-grb2 -> mapk/pi3k motility, proliferation and morphogenesis	M22B-E000583	M22B-E000583	exact_label_relation_match
none_identified	il-17b -> il17rb plus il17ra co-receptor -> act1/sefir -> nf-kb/mapk inflammatory/type-2 response	M22B-E000586	M22B-E000586	exact_label_relation_match
none_identified	il-17c -> il17re plus il17ra -> act1 -> nf-kb/mapk -> antibacterial and inflammatory gene program	M22B-E000587	M22B-E000587	exact_label_relation_match
none_identified	il-19 -> il20ra plus il20rb -> jak/stat3-associated epithelial and immune program	M22B-E000588	M22B-E000588	exact_label_relation_match
none_identified	il-1alpha -> il1r1 plus il1rap -> myd88/irak/traf6 -> nf-kb/mapk inflammatory response	M22B-E000589	M22B-E000589	exact_label_relation_match
none_identified	il-1beta -> il1r1 plus il1rap -> myd88/irak/traf6 -> nf-kb/mapk and inflammatory transcription	M22B-E000590	M22B-E000590	exact_label_relation_match
none_identified	il-20 -> il20ra plus il20rb -> jak/stat3-associated epithelial inflammatory and antimicrobial program	M22B-E000591	M22B-E000591	exact_label_relation_match
