review_queue_rank	priority_band	route_status	queue_key	promotion_id	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	module_count	module_assignments	target_graph_modules	module_routes	module_row_count	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	source_registries	source_record_ids	review_ids	primary_citations	regulator_role_class	canonical_role_status	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_promotion_lane	context_review_status	context_review_basis
57	C1_canonical_multi_module:100	module_routed	znf316|adgrl1|human	public_tf_comprehensive_2611	znf316	ZNF316	ZNF316	ADGRL1	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000978:dbe55d5be86a	tflink_source_znf316_adgrl1_human_tflink_human_000978_dbe55d5be86a	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF316 has a released human K562 ChIP-seq experiment, establishing non-CNS regulator-component context. Human ADGRL1 was independently studied in neurodevelopmental disease and human neuroblastoma-cell assays, establishing CNS target-component context. No ZNF316-to-ADGRL1 context was established; the exact pair remains L0.
58	C1_canonical_multi_module:100	module_routed	znf320|agrn|human	public_tf_comprehensive_2614	znf320	ZNF320	ZNF320	AGRN	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001244:5ae6c75de590	tflink_source_znf320_agrn_human_tflink_human_001244_5ae6c75de590	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF320 was studied by ChIP-seq in human HEK293 cells, establishing non-CNS regulator-component context. Human AGRN was independently characterized in adult lung and kidney basement membranes, establishing non-CNS target-component context. No ZNF320-to-AGRN context was established; the exact pair remains L0.
59	C1_canonical_multi_module:100	module_routed	znf320|anxa2|human	public_tf_comprehensive_2615	znf320	ZNF320	ZNF320	ANXA2	human	3	20B;23B;24B	20B;23B;24B	20B_target_interaction;23B_target_interaction;24B_target_interaction	3	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001244:5ae6c75de590	tflink_source_znf320_anxa2_human_tflink_human_001244_5ae6c75de590	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF320 was studied by ChIP-seq in human HEK293 cells, establishing non-CNS regulator-component context. ANXA2 was independently studied in primary human endothelial cells, establishing non-CNS target-component context. No ZNF320-to-ANXA2 context was established; the exact pair remains L0.
60	C1_canonical_multi_module:100	module_routed	znf324|adgrl1|human	public_tf_comprehensive_2622	znf324	ZNF324	ZNF324	ADGRL1	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001278:1ea6458dca41	tflink_source_znf324_adgrl1_human_tflink_human_001278_1ea6458dca41	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF324 was studied by ChIP-seq in human HEK293 cells, establishing non-CNS regulator-component context. Human ADGRL1 was independently studied in neurodevelopmental disease and human neuroblastoma-cell assays, establishing CNS target-component context. No ZNF324-to-ADGRL1 context was established; the exact pair remains L0.
61	C1_canonical_multi_module:100	module_routed	znf391|col1a1|human	public_tf_comprehensive_2664	znf391	ZNF391	ZNF391	COL1A1	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001342:de6e312848ad	tflink_source_znf391_col1a1_human_tflink_human_001342_de6e312848ad	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF391 was established in this pass; catalog and annotation records were not treated as functional evidence. COL1A1 was independently studied in primary human fibroblasts, establishing non-CNS target-component context. No ZNF391-to-COL1A1 context was established; the exact pair remains L0.
62	C1_canonical_multi_module:100	module_routed	znf398|adam22|human	public_tf_comprehensive_2669	znf398	ZNF398	ZNF398	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001150:88930253394e	tflink_source_znf398_adam22_human_tflink_human_001150_88930253394e	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF398 was functionally studied in human pluripotent-stem-cell and reprogramming models with promoter/enhancer occupancy and target-gene assays, establishing non-CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZNF398-to-ADAM22 context was established; the exact pair remains L0.
63	C1_canonical_multi_module:100	module_routed	znf449|adam22|human	public_tf_comprehensive_2719	znf449	ZNF449	ZNF449	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000957:56248fbff999	tflink_source_znf449_adam22_human_tflink_human_000957_56248fbff999	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF449 has a released human HEK293 tagged-protein/ChIP biosample record, establishing non-CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZNF449-to-ADAM22 context was established; the exact pair remains L0.
64	C1_canonical_multi_module:100	module_routed	znf554|adam22|human	public_tf_comprehensive_2786	znf554	ZNF554	ZNF554	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000888:b1bbf782bf13	tflink_source_znf554_adam22_human_tflink_human_000888_b1bbf782bf13	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF554 was studied in human brain and glioma models, including transcriptomic and functional tumor-cell analyses, establishing CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZNF554-to-ADAM22 context was established; the exact pair remains L0.
65	C1_canonical_multi_module:100	module_routed	znf574|adam22|human	public_tf_comprehensive_2798	znf574	ZNF574	ZNF574	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000881:273afb5f3d3e	tflink_source_znf574_adam22_human_tflink_human_000881_273afb5f3d3e	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF574 was established in this pass; TF catalog and motif records were not treated as functional context evidence. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZNF574-to-ADAM22 context was established; the exact pair remains L0.
66	C1_canonical_multi_module:100	module_routed	znf597|ccl5|human	public_tf_comprehensive_2832	znf597	ZNF597	ZNF597	CCL5	human	2	20B;24B	20B;24B	20B_target_interaction;24B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001287:e63143a652a7	tflink_source_znf597_ccl5_human_tflink_human_001287_e63143a652a7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF597 was established in this pass; TF catalog and motif records were not treated as functional context evidence. CCL5 was independently studied in human immune cells, establishing non-CNS target-component context. No ZNF597-to-CCL5 context was established; the exact pair remains L0.
67	C1_canonical_multi_module:100	module_routed	znf597|ccr1|human	public_tf_comprehensive_2833	znf597	ZNF597	ZNF597	CCR1	human	2	20B;24B	20B;24B	20B_target_interaction;24B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001287:e63143a652a7	tflink_source_znf597_ccr1_human_tflink_human_001287_e63143a652a7	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L1_non_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF597 was established in this pass; TF catalog and motif records were not treated as functional context evidence. CCR1 was independently studied in primary human monocytes, establishing non-CNS target-component context. No ZNF597-to-CCR1 context was established; the exact pair remains L0.
68	C1_canonical_multi_module:100	module_routed	znf629|adgrl1|human	public_tf_comprehensive_2859	znf629	ZNF629	ZNF629	ADGRL1	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001101:ee173ad1bb1c	tflink_source_znf629_adgrl1_human_tflink_human_001101_ee173ad1bb1c	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF629 was established in this pass; catalog and annotation records were not treated as functional evidence. Human ADGRL1 was independently studied in neurodevelopmental disease and human neuroblastoma-cell assays, establishing CNS target-component context. No ZNF629-to-ADGRL1 context was established; the exact pair remains L0.
69	C1_canonical_multi_module:100	module_routed	znf652|adam22|human	public_tf_comprehensive_2870	znf652	ZNF652	ZNF652	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001074:a4d8bd667ebc	tflink_source_znf652_adam22_human_tflink_human_001074_a4d8bd667ebc	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF652 was functionally studied as a transcriptional repressor in human lung-cancer tissues and cell lines, including promoter binding and transcriptional perturbation assays, establishing non-CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZNF652-to-ADAM22 context was established; the exact pair remains L0.
70	C1_canonical_multi_module:100	module_routed	znf654|adgrl2|human	public_tf_comprehensive_2876	znf654	ZNF654	ZNF654	ADGRL2	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001276:b59210b76e69	tflink_source_znf654_adgrl2_human_tflink_human_001276_b59210b76e69	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF654 was established in this pass; the available hits were catalog or indirect annotation records and were not treated as functional evidence. Human ADGRL2 was independently studied in the human cerebrovasculature and brain endothelial context, establishing CNS target-component context. No ZNF654-to-ADGRL2 context was established; the exact pair remains L0.
71	C1_canonical_multi_module:100	module_routed	znf692|angptl2|human	public_tf_comprehensive_2900	znf692	ZNF692	ZNF692	ANGPTL2	human	3	20B;23B;24B	20B;23B;24B	20B_target_interaction;23B_target_interaction;24B_target_interaction	3	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001041:41c6ff69978c	tflink_source_znf692_angptl2_human_tflink_human_001041_41c6ff69978c	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZNF692 was functionally studied in human renal-carcinoma cells as a transcriptional regulator of FABP5, including promoter/enhancer occupancy and perturbation assays, establishing non-CNS regulator-component context. Human ANGPTL2 was independently characterized in human endothelial and adipose/inflammatory models, establishing non-CNS target-component context. No ZNF692-to-ANGPTL2 context was established; the exact pair remains L0.
72	C1_canonical_multi_module:100	module_routed	znf701|adam22|human	public_tf_comprehensive_2907	znf701	ZNF701	ZNF701	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000863:2f3cfc885442	tflink_source_znf701_adam22_human_tflink_human_000863_2f3cfc885442	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF701 was established in this pass; TF catalog and annotation records were not treated as functional context evidence. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZNF701-to-ADAM22 context was established; the exact pair remains L0.
73	C1_canonical_multi_module:100	module_routed	znf778|alcam|human	public_tf_comprehensive_2956	znf778	ZNF778	ZNF778	ALCAM	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001226:c9712dc01196	tflink_source_znf778_alcam_human_tflink_human_001226_c9712dc01196	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF778 was established in this pass; TF catalog and motif records were not treated as functional context evidence. ALCAM was independently studied in human primary oligodendrocytes and human CNS tissue, establishing CNS target-component context. No ZNF778-to-ALCAM context was established; the exact pair remains L0.
74	C1_canonical_multi_module:100	module_routed	znf823|adam22|human	public_tf_comprehensive_2981	znf823	ZNF823	ZNF823	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000010:3f5f5e7020e2	tflink_source_znf823_adam22_human_tflink_human_000010_3f5f5e7020e2	https://pubmed.ncbi.nlm.nih.gov/29126285/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF823 was established in this pass; TF catalog and motif records were not treated as functional context evidence. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZNF823-to-ADAM22 context was established; the exact pair remains L0.
75	C1_canonical_multi_module:100	module_routed	znf92|alk|human	public_tf_comprehensive_3008	znf92	ZNF92	ZNF92	ALK	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001236:c653befbbcfb	tflink_source_znf92_alk_human_tflink_human_001236_c653befbbcfb	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L3_spinal_cord_tissue_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	No qualifying human functional regulator-component context for ZNF92 was established in this pass; the available records were annotation or broad gene-function records and were not treated as context evidence. Human ALK was independently measured in cervical human spinal-cord tissue by RNA-seq, establishing spinal-cord-tissue target-component context. No ZNF92-to-ALK context was established; the exact pair remains L0.
76	C1_canonical_multi_module:100	module_routed	zscan16|adam22|human	public_tf_comprehensive_3015	zscan16	ZSCAN16	ZSCAN16	ADAM22	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001193:87bcf1dd67c6	tflink_source_zscan16_adam22_human_tflink_human_001193_87bcf1dd67c6	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZSCAN16/ZNF435 was functionally studied in human cell systems as a transcriptional regulator, including reporter and perturbation studies, establishing non-CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZSCAN16-to-ADAM22 context was established; the exact pair remains L0.
77	C1_canonical_multi_module:100	module_routed	zscan30|adgrl1|human	public_tf_comprehensive_3033	zscan30	ZSCAN30	ZSCAN30	ADGRL1	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000953:7e4456f79345	tflink_source_zscan30_adgrl1_human_tflink_human_000953_7e4456f79345	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZSCAN30 was measured in spinal-cord tissue in the Human Protein Atlas brain/spinal-cord RNA-seq resource, establishing spinal-cord-tissue regulator-component context. Human ADGRL1 was independently studied in neurodevelopmental disease and human neuroblastoma-cell assays, establishing CNS target-component context. No ZSCAN30-to-ADGRL1 context was established; the exact pair remains L0.
78	C1_canonical_multi_module:100	module_routed	zscan5a|adam12|human	public_tf_comprehensive_3038	zscan5a	ZSCAN5A	ZSCAN5A	ADAM12	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000982:7502c5397152	tflink_source_zscan5a_adam12_human_tflink_human_000982_7502c5397152	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZSCAN5A was functionally studied by ChIP-seq and knockdown in human cells, including binding at Pol III/ETC regulatory sites and effects on cell-cycle phenotypes, establishing non-CNS regulator-component context. Human ADAM12 was independently studied in human glioblastoma and nonneoplastic brain tissue, establishing CNS target-component context. No ZSCAN5A-to-ADAM12 context was established; the exact pair remains L0.
79	C1_canonical_multi_module:100	module_routed	zxdc|adam2|human	public_tf_comprehensive_3059	zxdc	ZXDC	ZXDC	ADAM2	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001214:0a10e8cda7cb	tflink_source_zxdc_adam2_human_tflink_human_001214_0a10e8cda7cb	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZXDC was functionally studied as a transcriptional cofactor/regulator of MHC class I and II promoters in human cell lines, including promoter activation and silencing assays, establishing non-CNS regulator-component context. Human ADAM2 was independently detected as a protein in human testis, establishing non-CNS target-component context. No ZXDC-to-ADAM2 context was established; the exact pair remains L0.
80	C1_canonical_multi_module:100	module_routed	zxdc|adgrl1|human	public_tf_comprehensive_3061	zxdc	ZXDC	ZXDC	ADGRL1	human	2	20B;23B	20B;23B	20B_target_interaction;23B_target_interaction	2	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001214:0a10e8cda7cb	tflink_source_zxdc_adgrl1_human_tflink_human_001214_0a10e8cda7cb	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ZXDC was functionally studied as a transcriptional cofactor/regulator of MHC class I and II promoters in human cell lines, including promoter activation and silencing assays, establishing non-CNS regulator-component context. Human ADGRL1 was independently studied in neurodevelopmental disease and human neuroblastoma-cell assays, establishing CNS target-component context. No ZXDC-to-ADGRL1 context was established; the exact pair remains L0.
81	C2_canonical_single_module:90	module_routed	ahrr|adgrb3|human	public_tf_comprehensive_100	ahrr	AHRR	AHRR	ADGRB3	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001370:776f07a2418e	tflink_source_ahrr_adgrb3_human_tflink_human_001370_776f07a2418e	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human AHRR was functionally studied as a transcriptional repressor of AhR-responsive promoters in human cell lines, including chromatin binding, reporter, and silencing assays, establishing non-CNS regulator-component context. Human ADGRB3 was independently measured in human spinal-cord tissue by RNA-seq, establishing spinal-cord-tissue target-component context. No AHRR-to-ADGRB3 context was established; the exact pair remains L0.
82	C2_canonical_single_module:90	module_routed	arnt2|a2m|mouse	public_tf_comprehensive_130	arnt2	ARNT2	Arnt2	A2m	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000856:ade019945ee8	tflink_source_arnt2_a2m_mouse_tflink_mouse_000856_ade019945ee8	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L4_SCI_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse ARNT2 was localized to neurons and glia in healthy spinal cord in an experimental CNS inflammatory-disease study, establishing spinal-cord-tissue regulator-component context; the study was not an SCI model. Mouse A2m was independently reported as upregulated at the lesion site after spinal cord injury, establishing SCI target-component context. No ARNT2-to-A2m context was established; the exact pair remains L0.
83	C2_canonical_single_module:90	module_routed	arnt2|abca1|mouse	public_tf_comprehensive_131	arnt2	ARNT2	Arnt2	Abca1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000856:ade019945ee8	tflink_source_arnt2_abca1_mouse_tflink_mouse_000856_ade019945ee8	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L4_SCI_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse ARNT2 was localized to neurons and glia in healthy spinal cord in an experimental CNS inflammatory-disease study, establishing spinal-cord-tissue regulator-component context; the study was not an SCI model. Mouse Abca1 was independently studied in injured spinal cord, where its manipulation altered lipid clearance, inflammation, and functional recovery, establishing SCI target-component context. No ARNT2-to-Abca1 context was established; the exact pair remains L0.
84	C2_canonical_single_module:90	module_routed	arnt2|ackr3|mouse	public_tf_comprehensive_132	arnt2	ARNT2	Arnt2	Ackr3	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000856:ade019945ee8	tflink_source_arnt2_ackr3_mouse_tflink_mouse_000856_ade019945ee8	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse ARNT2 was localized to neurons and glia in healthy spinal cord in an experimental CNS inflammatory-disease study, establishing spinal-cord-tissue regulator-component context; the study was not an SCI model. Mouse Ackr3/CXCR7 was independently localized in spinal-cord sections and studied in CNS autoimmunity, establishing spinal-cord-tissue target-component context. No ARNT2-to-Ackr3 context was established; the exact pair remains L0.
