promotion_id	regulator_symbol	target_symbol	species_scope	evidence_weight_tier	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_evidence_citations	context_promotion_lane	sci_context_status	context_review_status
public_tf_comprehensive_2333	ZBTB18	C5AR1	human	C_tflink_source_table_only	L2_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	ZBTB18 was functionally studied in human neural differentiation models, establishing CNS regulator-component context. C5AR1 was independently studied in human monocytes and macrophages, establishing non-CNS target-component context. No ZBTB18-to-C5AR1 context was established; the exact pair remains L0.	https://www.nature.com/articles/s41467-023-43602-7;https://pmc.ncbi.nlm.nih.gov/articles/PMC8902698/	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2334	ZBTB1	EFNB2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human ZBTB1 has direct HPA human spinal-cord RNA expression, establishing L3 regulator-component context. Human EFNB2 has direct HPA human spinal-cord RNA expression, establishing L3 target-component context. Exact-pair searches found no direct ZBTB1-to-EFNB2 mechanism; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000126804-ZBTB1/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000125266-EFNB2/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2335	ZBTB1	NR3C1	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L1_non_CNS_context	exact_pair	Human ZBTB1 and NR3C1 have direct HPA spinal-cord RNA representation. The curated GTRD/MSigDB ZBTB1 target set explicitly lists NR3C1 as a promoter-occupancy target, supporting L1 non-CNS exact-pair context; no CNS, spinal-cord, or SCI-specific ZBTB1-to-NR3C1 mechanism was verified.	https://www.proteinatlas.org/ENSG00000126804-ZBTB1/brain;https://v21.proteinatlas.org/ENSG00000113580-NR3C1/tissue/spinal%2Bcord;https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB1_TARGET_GENES.html;https://academic.oup.com/nar/article/45/D1/D61/2290924	non_cns_context_candidate	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2336	ZBTB1	SEMA7A	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human ZBTB1 has direct HPA human spinal-cord RNA expression, establishing L3 regulator-component context. Human SEMA7A has direct HPA human spinal-cord RNA representation, establishing L3 target-component context. Exact-pair searches found no direct ZBTB1-to-SEMA7A mechanism; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000126804-ZBTB1/brain/spinal%2Bcord;https://v22.proteinatlas.org/ENSG00000138623-SEMA7A/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000138623-SEMA7A	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2337	ZBTB1	STAT6	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L1_non_CNS_context	exact_pair	Human ZBTB1 and STAT6 have direct HPA spinal-cord RNA representation. The curated GTRD/MSigDB ZBTB1 target set explicitly lists STAT6 as a promoter-occupancy target, supporting L1 non-CNS exact-pair context; no CNS, spinal-cord, or SCI-specific ZBTB1-to-STAT6 mechanism was verified.	https://www.proteinatlas.org/ENSG00000126804-ZBTB1/brain;https://v24.proteinatlas.org/ENSG00000166888-STAT6/brain/spinal%2Bcord;https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB1_TARGET_GENES.html;https://academic.oup.com/nar/article/45/D1/D61/2290924	non_cns_context_candidate	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2338	ZBTB21	ADO	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB21 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ADO is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue target-component context. No ZBTB21-to-ADO context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000173276-ZBTB21/brain;https://www.proteinatlas.org/ENSG00000181915-ADO/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2339	ZBTB21	AXL	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB21 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human AXL is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB21-to-AXL context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000173276-ZBTB21/brain;https://www.proteinatlas.org/ENSG00000167601-AXL/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_234	BRD2	Ackr4	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Mouse Brd2 mRNA and protein were detected in developing mouse spinal cord and neural tissues, establishing L3 regulator-component context. Mouse Ackr4 has species-matched MGI/GXD RNA in situ evidence in future spinal cord, establishing L3 target-component context. Exact-pair checks found no direct contextual Brd2-to-Ackr4 mechanism, so the exact pair remains L0.	https://pubmed.ncbi.nlm.nih.gov/15063089/;https://www.informatics.jax.org/assay/MGI%3A4945813	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2340	ZBTB21	BDKRB2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB21 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human BDKRB2 is independently measured in human spinal-cord tissue and spinal dorsal-horn neurons, establishing spinal-cord-tissue target-component context. No ZBTB21-to-BDKRB2 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000173276-ZBTB21/brain;https://v20.proteinatlas.org/ENSG00000168398-BDKRB2/tissue/spinal%2Bcord;https://pmc.ncbi.nlm.nih.gov/articles/PMC6725443/	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2341	ZBTB21	CCL4	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L0_no_context_evidence	L0_no_context_evidence	component_only	Human ZBTB21 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. The search found spinal-cord injury evidence for CCL4 in mouse, but no qualifying species-matched human spinal-cord or SCI context for the human target row; the target and exact pair therefore remain L0. No ZBTB21-to-CCL4 context was established.	https://www.proteinatlas.org/ENSG00000173276-ZBTB21/brain;https://pubmed.ncbi.nlm.nih.gov/40214438/	sci_relevant_component_context	unresolved_sci_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2342	ZBTB24	ADAM22	human	C_tflink_source_table_only	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	ZBTB24 was studied in human lymphoblastoid and immune-cell models as a transcriptional regulator, establishing non-CNS regulator-component context. Human ADAM22 was independently characterized as highly expressed in brain tissue, establishing CNS target-component context. No ZBTB24-to-ADAM22 context was established; the exact pair remains L0.	https://pmc.ncbi.nlm.nih.gov/articles/PMC11780882/;https://pubmed.ncbi.nlm.nih.gov/9693107/	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2343	ZBTB24	ADGRB3	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB24 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ADGRB3 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB24-to-ADGRB3 context was established; the exact pair remains L0.	https://v20.proteinatlas.org/ENSG00000112365-ZBTB24/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000135298-ADGRB3/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2344	ZBTB24	ADORA2A	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB24 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ADORA2A is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB24-to-ADORA2A context was established; the exact pair remains L0.	https://v20.proteinatlas.org/ENSG00000112365-ZBTB24/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000128271-ADORA2A/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2345	ZBTB24	ARTN	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB24 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ARTN is independently represented in human tissue resources including spinal cord, establishing spinal-cord-tissue target-component context. Rat SCI studies of ARTN were not transferred to this human row. No ZBTB24-to-ARTN context was established; the exact pair remains L0.	https://v20.proteinatlas.org/ENSG00000112365-ZBTB24/brain/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000117407-ARTN/tissue;https://pubmed.ncbi.nlm.nih.gov/25918373/	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2346	ZBTB26	A2M	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB26 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human A2M is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB26-to-A2M context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000171448-ZBTB26/brain;https://www.proteinatlas.org/ENSG00000175899-A2M/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2347	ZBTB26	ACKR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB26 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ACKR2 is independently represented in the Human Protein Atlas brain resource that includes spinal cord, establishing conservative spinal-cord-tissue target-component context. No ZBTB26-to-ACKR2 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000171448-ZBTB26/brain;https://www.proteinatlas.org/ENSG00000144648-ACKR2/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2348	ZBTB26	ACVR1	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB26 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ACVR1 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB26-to-ACVR1 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000171448-ZBTB26/brain;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2349	ZBTB26	ACVR1C	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB26 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ACVR1C is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB26-to-ACVR1C context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000171448-ZBTB26/brain;https://www.proteinatlas.org/ENSG00000123612-ACVR1C/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_235	BRD2	Actr2	mouse	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Mouse Brd2 mRNA and protein were detected in developing mouse spinal cord and neural tissues, establishing L3 regulator-component context. Mouse Actr2 is independently represented in the mouse brain atlas, establishing L2 CNS target-component context. Exact-pair checks found no direct contextual Brd2-to-Actr2 mechanism, so the exact pair remains L0.	https://pubmed.ncbi.nlm.nih.gov/15063089/;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2350	ZBTB40	ACTR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB40 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ACTR2 is independently represented in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB40-to-ACTR2 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000184677-ZBTB40/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2351	ZBTB40	ACVR1	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB40 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ACVR1 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB40-to-ACVR1 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000184677-ZBTB40/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2352	ZBTB40	ADAM17	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB40 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ADAM17 is independently represented in human spinal-cord expression resources, establishing conservative spinal-cord-tissue target-component context. No ZBTB40-to-ADAM17 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000184677-ZBTB40/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000151694-ADAM17/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2353	ZBTB40	ADGRB3	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB40 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ADGRB3 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB40-to-ADGRB3 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000184677-ZBTB40/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000135298-ADGRB3/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2354	ZBTB42	ACVR1	human	C_tflink_source_table_only	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB42 has experimentally characterized non-CNS expression, but this search did not verify species-matched CNS or spinal-cord context, so the regulator remains at L1 non-CNS context. Human ACVR1 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB42-to-ACVR1 context was established; the exact pair remains L0.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2355	ZBTB42	ADAM23	human	C_tflink_source_table_only	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	Human ZBTB42 has experimentally characterized non-CNS expression, but this search did not verify species-matched CNS or spinal-cord context, so the regulator remains at L1 non-CNS context. Human ADAM23 is independently characterized as a brain-enriched neuronal protein, establishing CNS target-component context; spinal-cord-specific evidence was not established. No ZBTB42-to-ADAM23 context was established; the exact pair remains L0.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/;https://www.proteinatlas.org/ENSG00000114948-ADAM23/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2356	ZBTB42	ADGRB3	human	C_tflink_source_table_only	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB42 has experimentally characterized non-CNS expression, but this search did not verify species-matched CNS or spinal-cord context, so the regulator remains at L1 non-CNS context. Human ADGRB3 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB42-to-ADGRB3 context was established; the exact pair remains L0.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/;https://www.proteinatlas.org/ENSG00000135298-ADGRB3/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2357	ZBTB42	ADGRE5	human	C_tflink_source_table_only	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB42 has experimentally characterized non-CNS expression, but this search did not verify species-matched CNS or spinal-cord context, so the regulator remains at L1 non-CNS context. Human ADGRE5 is independently represented in spinal-cord tissue resources, establishing conservative spinal-cord-tissue target-component context. No ZBTB42-to-ADGRE5 context was established; the exact pair remains L0.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/;https://www.proteinatlas.org/ENSG00000123146-ADGRE5/tissue	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2358	ZBTB48	ACKR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB48 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ACKR2 is independently represented in the Human Protein Atlas brain resource that includes spinal cord, establishing conservative spinal-cord-tissue target-component context. No ZBTB48-to-ACKR2 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000204859-ZBTB48/brain;https://www.proteinatlas.org/ENSG00000144648-ACKR2/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2359	ZBTB48	ACKR3	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB48 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ACKR3 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB48-to-ACKR3 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000204859-ZBTB48/brain;https://www.proteinatlas.org/ENSG00000144476-ACKR3/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_236	BRD3	ACKR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human BRD3 has direct HPA spinal-cord tissue RNA representation, establishing L3 regulator-component context. Human ACKR2 has HPA brain-region RNA data representing spinal cord, establishing L3 target-component context. Exact-pair checks found no direct contextual BRD3-to-ACKR2 mechanism, so the exact pair remains L0.	https://v20.proteinatlas.org/ENSG00000169925-BRD3/tissue;https://www.proteinatlas.org/ENSG00000144648-ACKR2/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2360	ZBTB48	ACTR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB48 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ACTR2 is independently represented in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB48-to-ACTR2 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000204859-ZBTB48/brain;https://www.proteinatlas.org/ENSG00000138071-ACTR2/brain/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2361	ZBTB48	ACVR1	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB48 is independently represented in the Human Protein Atlas brain resource, including spinal cord, establishing spinal-cord-tissue regulator-component context. Human ACVR1 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB48-to-ACVR1 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000204859-ZBTB48/brain;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2362	ZBTB49	GALM	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human ZBTB49 has HPA human-midbrain/brain expression context, and human GALM has HPA brain expression context. No authoritative ZBTB49-to-GALM mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000168826-ZBTB49/tissue/midbrain;https://www.proteinatlas.org/ENSG00000143891-GALM/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2363	ZBTB49	LGALS2	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human ZBTB49 has HPA human-midbrain/brain expression context, and human LGALS2 has HPA brain expression context despite stronger expression in several non-CNS tissues. No authoritative ZBTB49-to-LGALS2 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000168826-ZBTB49/tissue/midbrain;https://www.proteinatlas.org/ENSG00000100079-LGALS2/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2364	ZBTB49	PNKP	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human ZBTB49 has HPA human-midbrain/brain expression context, and human PNKP has HPA human-brain expression context. No authoritative ZBTB49-to-PNKP mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000168826-ZBTB49/tissue/midbrain;https://www.proteinatlas.org/ENSG00000039650-PNKP/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2365	ZBTB49	PSMD9	human	C_tflink_source_table_only	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	Human ZBTB49 has HPA human-midbrain/brain expression context, and human PSMD9 has HPA human-brain expression context. No authoritative ZBTB49-to-PSMD9 mechanism or occupancy was verified; exact pair remains L0.	https://www.proteinatlas.org/ENSG00000168826-ZBTB49/tissue/midbrain;https://v21.proteinatlas.org/ENSG00000110801-PSMD9/brain/Midbrain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2366	ZBTB6	ACKR2	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB6 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ACKR2 is independently represented in the Human Protein Atlas brain resource that includes spinal cord, establishing conservative spinal-cord-tissue target-component context. No ZBTB6-to-ACKR2 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000186130-ZBTB6/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000144648-ACKR2/brain	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2367	ZBTB6	ACVR1	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB6 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ACVR1 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB6-to-ACVR1 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000186130-ZBTB6/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000115170-ACVR1/brain/Spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2368	ZBTB6	ACVR1C	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB6 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ACVR1C is independently represented in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB6-to-ACVR1C context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000186130-ZBTB6/tissue/spinal%2Bcord;https://v22.proteinatlas.org/ENSG00000123612-ACVR1C/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_2369	ZBTB6	ADAM10	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	Human ZBTB6 is independently measured in spinal-cord tissue by the Human Protein Atlas, establishing spinal-cord-tissue regulator-component context. Human ADAM10 is independently measured in spinal-cord tissue, establishing spinal-cord-tissue target-component context. No ZBTB6-to-ADAM10 context was established; the exact pair remains L0.	https://www.proteinatlas.org/ENSG00000186130-ZBTB6/tissue/spinal%2Bcord;https://www.proteinatlas.org/ENSG00000137845-ADAM10/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
public_tf_comprehensive_237	BRD3	ACKR3	human	C_tflink_source_table_only	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human BRD3 has direct HPA spinal-cord tissue RNA representation, establishing L3 regulator-component context. Human ACKR3 has direct HPA spinal-cord RNA representation, establishing L3 target-component context. Exact-pair checks found no direct contextual BRD3-to-ACKR3 mechanism, so the exact pair remains L0.	https://v20.proteinatlas.org/ENSG00000169925-BRD3/tissue;https://www.proteinatlas.org/ENSG00000144476-ACKR3/tissue/spinal%2Bcord	sci_relevant_component_context	non_sci_transferable_context	adjudicated_positive_component_or_pair_context
