promotion_id	regulator_symbol	target_symbol	species_scope	context_level_exact_pair	source_registry	source_record_id	source_database	detection_method	pubmed_id	small_scale_evidence	tflink_source_url	raw_snapshot_path	raw_snapshot_sha256	snapshot_exists	snapshot_sha256_match	snapshot_row_regulator_match	snapshot_row_target_match	snapshot_row_organism_match	snapshot_row_source_match	source_chain_status	audit_basis
public_tf_comprehensive_1161	MAGI1	Actr2	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000858:e41a0080b067	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6RHR9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q6RHR9_targets.tsv	efa861d1026a8195666fcfad705d7b4df6d7f3be26b32828a786b1fa05964bc9	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1162	MAGI1	Adam10	mouse	L0_no_context_evidence	TFLink	tflink:mouse:000858:e41a0080b067	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6RHR9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q6RHR9_targets.tsv	efa861d1026a8195666fcfad705d7b4df6d7f3be26b32828a786b1fa05964bc9	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1163	MAML3	ADGRL2	human	L0_no_context_evidence	TFLink	tflink:human:001410:aa94c4007b3b	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96JK9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96JK9_targets.tsv	ce1b900c4dd9cc5122242a3b17f9603e821d3d3a084cdea41a5768d981c35439	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1164	MAML3	ID1	human	L0_no_context_evidence	TFLink	tflink:human:001410:aa94c4007b3b	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96JK9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96JK9_targets.tsv	ce1b900c4dd9cc5122242a3b17f9603e821d3d3a084cdea41a5768d981c35439	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1165	MAML3	NCAM1	human	L0_no_context_evidence	TFLink	tflink:human:001410:aa94c4007b3b	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96JK9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96JK9_targets.tsv	ce1b900c4dd9cc5122242a3b17f9603e821d3d3a084cdea41a5768d981c35439	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1166	MAML3	PLXNA2	human	L0_no_context_evidence	TFLink	tflink:human:001410:aa94c4007b3b	ReMap	chromatin immunoprecipitation assay	29126285	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96JK9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96JK9_targets.tsv	ce1b900c4dd9cc5122242a3b17f9603e821d3d3a084cdea41a5768d981c35439	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1167	MAP1LC3B	ARGLU1	human	L0_no_context_evidence	TFLink	tflink:human:001498:f4e61c8c382c	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9GZQ8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9GZQ8_targets.tsv	3e0021fac24e762852e4e6f3bb734b71b7ee337edcd4fa03cf92902136d5c089	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1168	MAP1LC3B	POU2F1	human	L0_no_context_evidence	TFLink	tflink:human:001498:f4e61c8c382c	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9GZQ8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9GZQ8_targets.tsv	3e0021fac24e762852e4e6f3bb734b71b7ee337edcd4fa03cf92902136d5c089	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1169	MAP1LC3B	UPF1	human	L0_no_context_evidence	TFLink	tflink:human:001498:f4e61c8c382c	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9GZQ8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9GZQ8_targets.tsv	3e0021fac24e762852e4e6f3bb734b71b7ee337edcd4fa03cf92902136d5c089	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1170	MAP2K1	FOS	human	L0_no_context_evidence	TFLink	tflink:human:001580:b36e27568c94	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q02750.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q02750_targets.tsv	c78b6de59e27ff7f11d685a88c767176f13ff8df818be1d198389524528f6bee	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1171	MAP2K1	H2BC11	human	L0_no_context_evidence	TFLink	tflink:human:001580:b36e27568c94	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q02750.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q02750_targets.tsv	c78b6de59e27ff7f11d685a88c767176f13ff8df818be1d198389524528f6bee	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1172	MAP2K1	HOOK2	human	L0_no_context_evidence	TFLink	tflink:human:001580:b36e27568c94	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q02750.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q02750_targets.tsv	c78b6de59e27ff7f11d685a88c767176f13ff8df818be1d198389524528f6bee	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1173	MAP2K1	MAT2A	human	L0_no_context_evidence	TFLink	tflink:human:001580:b36e27568c94	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q02750.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q02750_targets.tsv	c78b6de59e27ff7f11d685a88c767176f13ff8df818be1d198389524528f6bee	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1174	MAPK3	ANXA2	human	L0_no_context_evidence	TFLink	tflink:human:001451:470614d10985	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P27361.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P27361_targets.tsv	3e3217164556af4adf14cae5e8938cfb7037e3db7cb91023d0dfa219acc89d85	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1175	MAPK3	HSPA1A	human	L0_no_context_evidence	TFLink	tflink:human:001451:470614d10985	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P27361.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P27361_targets.tsv	3e3217164556af4adf14cae5e8938cfb7037e3db7cb91023d0dfa219acc89d85	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1176	MAPK3	IGF1R	human	L0_no_context_evidence	TFLink	tflink:human:001451:470614d10985	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P27361.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P27361_targets.tsv	3e3217164556af4adf14cae5e8938cfb7037e3db7cb91023d0dfa219acc89d85	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1177	MAPK3	LDLR	human	L0_no_context_evidence	TFLink	tflink:human:001451:470614d10985	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P27361.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P27361_targets.tsv	3e3217164556af4adf14cae5e8938cfb7037e3db7cb91023d0dfa219acc89d85	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1178	MAU2/Mau2	Adgrv1	mouse	L0_no_context_evidence	TFLink	tflink:mouse:001109:bce72f05f723	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9D2X5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9D2X5_targets.tsv	0126ede01aa176848cd85ca067d0d771a43c0a60ef0d7864947cf8be9f391c9e	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1179	MAU2/Mau2	Ahsa1	mouse	L0_no_context_evidence	TFLink	tflink:mouse:001109:bce72f05f723	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9D2X5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9D2X5_targets.tsv	0126ede01aa176848cd85ca067d0d771a43c0a60ef0d7864947cf8be9f391c9e	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1180	MAU2/Mau2	Ak2	mouse	L0_no_context_evidence	TFLink	tflink:mouse:001109:bce72f05f723	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9D2X5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9D2X5_targets.tsv	0126ede01aa176848cd85ca067d0d771a43c0a60ef0d7864947cf8be9f391c9e	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1181	MAU2/Mau2	Aldh6a1	mouse	L0_no_context_evidence	TFLink	tflink:mouse:001109:bce72f05f723	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9D2X5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9D2X5_targets.tsv	0126ede01aa176848cd85ca067d0d771a43c0a60ef0d7864947cf8be9f391c9e	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1182	MBD3L2	FANK1	human	L0_no_context_evidence	TFLink	tflink:human:001589:87513ae8d8fd	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8NHZ7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8NHZ7_targets.tsv	195160f6daa94ce1f034e6aaf0ad70639c1d273b4092b304e6d688f3e29364ec	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1183	MBD3L2	NOL7	human	L0_no_context_evidence	TFLink	tflink:human:001589:87513ae8d8fd	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q8NHZ7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q8NHZ7_targets.tsv	195160f6daa94ce1f034e6aaf0ad70639c1d273b4092b304e6d688f3e29364ec	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1184	MBD4	A2M	human	L0_no_context_evidence	TFLink	tflink:human:000073:d7d8270f2376	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O95243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O95243_targets.tsv	5aceef76a7e37be7aa56b11c5104dc87421e37a49891797820c66554a642304b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1185	MBD4	ABCA1	human	L0_no_context_evidence	TFLink	tflink:human:000073:d7d8270f2376	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O95243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O95243_targets.tsv	5aceef76a7e37be7aa56b11c5104dc87421e37a49891797820c66554a642304b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1186	MBD4	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:000073:d7d8270f2376	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O95243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O95243_targets.tsv	5aceef76a7e37be7aa56b11c5104dc87421e37a49891797820c66554a642304b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1187	MBD4	ACKR3	human	L0_no_context_evidence	TFLink	tflink:human:000073:d7d8270f2376	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O95243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O95243_targets.tsv	5aceef76a7e37be7aa56b11c5104dc87421e37a49891797820c66554a642304b	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1188	MBL2	ABCA1	human	L0_no_context_evidence	TFLink	tflink:human:000854:d6938a33e3b9	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P11226.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P11226_targets.tsv	785353a5b8e99c37a7975204800213e7c50b622e8656df6531c1be95257547b5	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1189	MBL2	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:000854:d6938a33e3b9	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P11226.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P11226_targets.tsv	785353a5b8e99c37a7975204800213e7c50b622e8656df6531c1be95257547b5	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1190	MBL2	ACTR2	human	L0_no_context_evidence	TFLink	tflink:human:000854:d6938a33e3b9	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P11226.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P11226_targets.tsv	785353a5b8e99c37a7975204800213e7c50b622e8656df6531c1be95257547b5	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1191	MBL2	ACVR1	human	L0_no_context_evidence	TFLink	tflink:human:000854:d6938a33e3b9	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P11226.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P11226_targets.tsv	785353a5b8e99c37a7975204800213e7c50b622e8656df6531c1be95257547b5	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1192	MBTD1	ADAM9	human	L0_no_context_evidence	TFLink	tflink:human:000899:bd3132805259	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q05BQ5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q05BQ5_targets.tsv	6608c5eea6b65fdb20b9959345958907de70c27258523cdd9f978f8eaefbfa6d	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1193	MBTD1	ADGRL1	human	L0_no_context_evidence	TFLink	tflink:human:000899:bd3132805259	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q05BQ5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q05BQ5_targets.tsv	6608c5eea6b65fdb20b9959345958907de70c27258523cdd9f978f8eaefbfa6d	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1194	MBTD1	ANXA2	human	L0_no_context_evidence	TFLink	tflink:human:000899:bd3132805259	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q05BQ5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q05BQ5_targets.tsv	6608c5eea6b65fdb20b9959345958907de70c27258523cdd9f978f8eaefbfa6d	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1195	MBTD1	BMPR1A	human	L0_no_context_evidence	TFLink	tflink:human:000899:bd3132805259	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q05BQ5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q05BQ5_targets.tsv	6608c5eea6b65fdb20b9959345958907de70c27258523cdd9f978f8eaefbfa6d	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1196	MBTPS2/S2P	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:001202:6e0fa31b0888	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43462.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43462_targets.tsv	f06b30e1790fcd5b5a90bbbd1baa91c1f8abf4963897f9672d6b7b563de3a9bd	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1197	MBTPS2/S2P	ACVR1	human	L0_no_context_evidence	TFLink	tflink:human:001202:6e0fa31b0888	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43462.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43462_targets.tsv	f06b30e1790fcd5b5a90bbbd1baa91c1f8abf4963897f9672d6b7b563de3a9bd	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1198	MBTPS2/S2P	ADAM10	human	L0_no_context_evidence	TFLink	tflink:human:001202:6e0fa31b0888	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O43462.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O43462_targets.tsv	f06b30e1790fcd5b5a90bbbd1baa91c1f8abf4963897f9672d6b7b563de3a9bd	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1199	MCM7	ACKR2	human	L0_no_context_evidence	TFLink	tflink:human:000822:9273e09ebdd3	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P33993.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P33993_targets.tsv	c1313a77d7bf3230cbb68be7906995d6602eb10243eac84a187383dcadd0d931	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1200	MCM7	ACVR1	human	L0_no_context_evidence	TFLink	tflink:human:000822:9273e09ebdd3	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P33993.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P33993_targets.tsv	c1313a77d7bf3230cbb68be7906995d6602eb10243eac84a187383dcadd0d931	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
public_tf_comprehensive_1201	MCM7	ACVRL1	human	L0_no_context_evidence	TFLink	tflink:human:000822:9273e09ebdd3	GTRD	chromatin immunoprecipitation assay	27924024	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P33993.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P33993_targets.tsv	c1313a77d7bf3230cbb68be7906995d6602eb10243eac84a187383dcadd0d931	true	true	true	true	true	true	verified_tflink_gtrd_snapshot_pair	Exact C-tier pair matched to the species-specific TFLink raw snapshot; snapshot checksum and GTRD metadata were checked. This verifies provenance only and does not establish context or causality.
