review_queue_rank	priority_band	route_status	queue_key	promotion_id	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	module_count	module_assignments	target_graph_modules	module_routes	module_row_count	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	source_registries	source_record_ids	review_ids	primary_citations	regulator_role_class	canonical_role_status	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_promotion_lane	context_review_status	context_review_basis
1366	C4_unresolved_single_module:50	module_routed	ivns1abp/ns1-bp|ackr2|human	public_tf_comprehensive_957	ivns1abp/ns1-bp	IVNS1ABP/NS1-BP	IVNS1ABP	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000914:5ac5fc882744	tflink_source_ivns1abp/ns1-bp_ackr2_human_tflink_human_000914_5ac5fc882744	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human IVNS1ABP has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACKR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual IVNS1ABP-to-ACKR2 mechanism, so the exact pair remains L0.
1367	C4_unresolved_single_module:50	module_routed	ivns1abp/ns1-bp|acvr1c|human	public_tf_comprehensive_959	ivns1abp/ns1-bp	IVNS1ABP/NS1-BP	IVNS1ABP	ACVR1C	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000914:5ac5fc882744	tflink_source_ivns1abp/ns1-bp_acvr1c_human_tflink_human_000914_5ac5fc882744	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human IVNS1ABP has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACVR1C has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual IVNS1ABP-to-ACVR1C mechanism, so the exact pair remains L0.
1368	C4_unresolved_single_module:50	module_routed	ivns1abp/ns1-bp|acvr1|human	public_tf_comprehensive_958	ivns1abp/ns1-bp	IVNS1ABP/NS1-BP	IVNS1ABP	ACVR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000914:5ac5fc882744	tflink_source_ivns1abp/ns1-bp_acvr1_human_tflink_human_000914_5ac5fc882744	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human IVNS1ABP has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACVR1 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual IVNS1ABP-to-ACVR1 mechanism, so the exact pair remains L0.
1369	C4_unresolved_single_module:50	module_routed	jmjd6|abca1|human	public_tf_comprehensive_960	jmjd6	JMJD6	JMJD6	ABCA1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001127:f90120dd5da1	tflink_source_jmjd6_abca1_human_tflink_human_001127_f90120dd5da1	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human JMJD6 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ABCA1 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual JMJD6-to-ABCA1 mechanism, so the exact pair remains L0.
1370	C4_unresolved_single_module:50	module_routed	jmjd6|ackr2|human	public_tf_comprehensive_961	jmjd6	JMJD6	JMJD6	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001127:f90120dd5da1	tflink_source_jmjd6_ackr2_human_tflink_human_001127_f90120dd5da1	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human JMJD6 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACKR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual JMJD6-to-ACKR2 mechanism, so the exact pair remains L0.
1371	C4_unresolved_single_module:50	module_routed	jmjd6|actr2|human	public_tf_comprehensive_962	jmjd6	JMJD6	JMJD6	ACTR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001127:f90120dd5da1	tflink_source_jmjd6_actr2_human_tflink_human_001127_f90120dd5da1	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human JMJD6 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACTR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual JMJD6-to-ACTR2 mechanism, so the exact pair remains L0.
1372	C4_unresolved_single_module:50	module_routed	jmjd6|acvr1|human	public_tf_comprehensive_963	jmjd6	JMJD6	JMJD6	ACVR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001127:f90120dd5da1	tflink_source_jmjd6_acvr1_human_tflink_human_001127_f90120dd5da1	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human JMJD6 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACVR1 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual JMJD6-to-ACVR1 mechanism, so the exact pair remains L0.
1373	C4_unresolved_single_module:50	module_routed	jph2/jp2|abca1|mouse	public_tf_comprehensive_964	jph2/jp2	JPH2/JP2	Jph2	Abca1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001025:b1df18052eaa	tflink_source_jph2/jp2_abca1_mouse_tflink_mouse_001025_b1df18052eaa	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L1_non_CNS_context	L4_SCI_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Jph2 has authoritative non-CNS expression and transcription-repressor annotation, but no verified CNS or spinal-cord-specific record, establishing L1 non-CNS regulator-component context. Mouse Abca1 is directly reported in lesion-associated microglia/macrophages after SCI, establishing L4 SCI target-component context. Targeted exact-pair searches found no direct contextual Jph2-to-Abca1 mechanism, so the exact pair remains L0.
1374	C4_unresolved_single_module:50	module_routed	jph2/jp2|actr2|mouse	public_tf_comprehensive_965	jph2/jp2	JPH2/JP2	Jph2	Actr2	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001025:b1df18052eaa	tflink_source_jph2/jp2_actr2_mouse_tflink_mouse_001025_b1df18052eaa	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Jph2 has authoritative non-CNS expression and transcription-repressor annotation, but no verified CNS or spinal-cord-specific record, establishing L1 non-CNS regulator-component context. Mouse Actr2 has authoritative CNS developmental expression without a verified mouse spinal-cord record, establishing L2 CNS target-component context. Targeted exact-pair searches found no direct contextual Jph2-to-Actr2 mechanism, so the exact pair remains L0.
1375	C4_unresolved_single_module:50	module_routed	jph2/jp2|acvr1|mouse	public_tf_comprehensive_966	jph2/jp2	JPH2/JP2	Jph2	Acvr1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001025:b1df18052eaa	tflink_source_jph2/jp2_acvr1_mouse_tflink_mouse_001025_b1df18052eaa	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Jph2 has authoritative non-CNS expression and transcription-repressor annotation, but no verified CNS or spinal-cord-specific record, establishing L1 non-CNS regulator-component context. Mouse Acvr1 has direct MGI spinal-cord assay evidence, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Jph2-to-Acvr1 mechanism, so the exact pair remains L0.
1376	C4_unresolved_single_module:50	module_routed	jph2/jp2|adam23|mouse	public_tf_comprehensive_967	jph2/jp2	JPH2/JP2	Jph2	Adam23	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001025:b1df18052eaa	tflink_source_jph2/jp2_adam23_mouse_tflink_mouse_001025_b1df18052eaa	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Jph2 has authoritative non-CNS expression and transcription-repressor annotation, but no verified CNS or spinal-cord-specific record, establishing L1 non-CNS regulator-component context. Mouse Adam23 is examined in longitudinal spinal-cord sections in an authoritative CNS axon-channel study, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Jph2-to-Adam23 mechanism, so the exact pair remains L0.
1377	C4_unresolved_single_module:50	module_routed	kansl1/nsl1|adam17|mouse	public_tf_comprehensive_968	kansl1/nsl1	KANSL1/NSL1	Kansl1	Adam17	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001021:4779724a2ca0	tflink_source_kansl1/nsl1_adam17_mouse_tflink_mouse_001021_4779724a2ca0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kansl1 has direct Allen Institute mouse spinal-cord ISH records, establishing L3 spinal-cord-tissue regulator-component context. Mouse Adam17 is broadly expressed in the developing spinal cord in an authoritative axon-guidance study, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Kansl1-to-Adam17 mechanism, so the exact pair remains L0.
1378	C4_unresolved_single_module:50	module_routed	kansl1/nsl1|ado|mouse	public_tf_comprehensive_969	kansl1/nsl1	KANSL1/NSL1	Kansl1	Ado	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001021:4779724a2ca0	tflink_source_kansl1/nsl1_ado_mouse_tflink_mouse_001021_4779724a2ca0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kansl1 has direct Allen Institute mouse spinal-cord ISH records, establishing L3 spinal-cord-tissue regulator-component context. Mouse Ado is expressed in cortical plate in the authoritative NCBI Gene record, establishing L2 CNS target-component context. Targeted exact-pair searches found no direct contextual Kansl1-to-Ado mechanism, so the exact pair remains L0.
1379	C4_unresolved_single_module:50	module_routed	kansl1/nsl1|cap1|mouse	public_tf_comprehensive_970	kansl1/nsl1	KANSL1/NSL1	Kansl1	Cap1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001021:4779724a2ca0	tflink_source_kansl1/nsl1_cap1_mouse_tflink_mouse_001021_4779724a2ca0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kansl1 has direct Allen Institute mouse spinal-cord ISH records, establishing L3 spinal-cord-tissue regulator-component context. Mouse Cap1 has direct in situ hybridization evidence in embryonic spinal cord, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Kansl1-to-Cap1 mechanism, so the exact pair remains L0.
1380	C4_unresolved_single_module:50	module_routed	kansl1/nsl1|ccl25|mouse	public_tf_comprehensive_971	kansl1/nsl1	KANSL1/NSL1	Kansl1	Ccl25	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:001021:4779724a2ca0	tflink_source_kansl1/nsl1_ccl25_mouse_tflink_mouse_001021_4779724a2ca0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kansl1 has direct Allen Institute mouse spinal-cord ISH records, establishing L3 spinal-cord-tissue regulator-component context. Mouse Ccl25 has authoritative CNS expression evidence, establishing L2 CNS target-component context. Targeted exact-pair searches found no direct contextual Kansl1-to-Ccl25 mechanism, so the exact pair remains L0.
1381	C4_unresolved_single_module:50	module_routed	kansl3/nsl3|ackr4|mouse	public_tf_comprehensive_972	kansl3/nsl3	KANSL3/NSL3	Kansl3	Ackr4	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000985:cb9f09271c13	tflink_source_kansl3/nsl3_ackr4_mouse_tflink_mouse_000985_cb9f09271c13	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kansl3 has direct Allen Institute mouse spinal-cord ISH records, establishing L3 spinal-cord-tissue regulator-component context. Mouse Ackr4 has direct MGI RNA in situ evidence in future spinal cord, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual Kansl3-to-Ackr4 mechanism, so the exact pair remains L0.
1382	C4_unresolved_single_module:50	module_routed	kansl3/nsl3|adam17|mouse	public_tf_comprehensive_973	kansl3/nsl3	KANSL3/NSL3	Kansl3	Adam17	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000985:cb9f09271c13	tflink_source_kansl3/nsl3_adam17_mouse_tflink_mouse_000985_cb9f09271c13	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L4_SCI_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kansl3 has direct Allen Institute mouse spinal-cord ISH records, establishing L3 spinal-cord-tissue regulator-component context. Mouse Adam17 has independent SCI-associated spinal-cord evidence, establishing L4 SCI target-component context. Targeted exact-pair searches found no direct contextual Kansl3-to-Adam17 mechanism, so the exact pair remains L0.
1383	C4_unresolved_single_module:50	module_routed	kat2a|actr2|mouse	public_tf_comprehensive_975	kat2a	KAT2A	Kat2a	Actr2	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000959:14d2b0e088d0	tflink_source_kat2a_actr2_mouse_tflink_mouse_000959_14d2b0e088d0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kat2a is represented in authoritative NCBI CNS expression annotations, establishing L2 CNS regulator-component context. Mouse Actr2 has authoritative CNS developmental expression, establishing L2 CNS target-component context. Targeted exact-pair searches found no direct contextual Kat2a-to-Actr2 mechanism, so the exact pair remains L0.
1384	C4_unresolved_single_module:50	module_routed	kat2a|adam17|mouse	public_tf_comprehensive_976	kat2a	KAT2A	Kat2a	Adam17	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000959:14d2b0e088d0	tflink_source_kat2a_adam17_mouse_tflink_mouse_000959_14d2b0e088d0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L2_CNS_context	L4_SCI_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kat2a is represented in authoritative NCBI CNS expression annotations, establishing L2 CNS regulator-component context. Mouse Adam17 has independent SCI-associated spinal-cord evidence, establishing L4 SCI target-component context. Targeted exact-pair searches found no direct contextual Kat2a-to-Adam17 mechanism, so the exact pair remains L0.
1385	C4_unresolved_single_module:50	module_routed	kat2a|adipor1|mouse	public_tf_comprehensive_977	kat2a	KAT2A	Kat2a	Adipor1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000959:14d2b0e088d0	tflink_source_kat2a_adipor1_mouse_tflink_mouse_000959_14d2b0e088d0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kat2a is represented in authoritative NCBI CNS expression annotations, establishing L2 CNS regulator-component context. Mouse Adipor1 is directly detected in the mouse brain, establishing L2 CNS target-component context. Targeted exact-pair searches found no direct contextual Kat2a-to-Adipor1 mechanism, so the exact pair remains L0.
1386	C4_unresolved_single_module:50	module_routed	kat2a|adipor2|mouse	public_tf_comprehensive_978	kat2a	KAT2A	Kat2a	Adipor2	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000959:14d2b0e088d0	tflink_source_kat2a_adipor2_mouse_tflink_mouse_000959_14d2b0e088d0	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Kat2a is represented in authoritative NCBI CNS expression annotations, establishing L2 CNS regulator-component context. Mouse Adipor2 is directly detected in the mouse brain, establishing L2 CNS target-component context. Targeted exact-pair searches found no direct contextual Kat2a-to-Adipor2 mechanism, so the exact pair remains L0.
1387	C4_unresolved_single_module:50	module_routed	kat7/hbo1|a2m|human	public_tf_comprehensive_980	kat7/hbo1	KAT7/HBO1	KAT7	A2M	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001169:c3a67cfc37b7	tflink_source_kat7/hbo1_a2m_human_tflink_human_001169_c3a67cfc37b7	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human KAT7 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human A2M has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KAT7-to-A2M mechanism, so the exact pair remains L0.
1388	C4_unresolved_single_module:50	module_routed	kat7/hbo1|ackr2|human	public_tf_comprehensive_981	kat7/hbo1	KAT7/HBO1	KAT7	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001169:c3a67cfc37b7	tflink_source_kat7/hbo1_ackr2_human_tflink_human_001169_c3a67cfc37b7	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human KAT7 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACKR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KAT7-to-ACKR2 mechanism, so the exact pair remains L0.
1389	C4_unresolved_single_module:50	module_routed	kat7/hbo1|actr2|human	public_tf_comprehensive_982	kat7/hbo1	KAT7/HBO1	KAT7	ACTR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001169:c3a67cfc37b7	tflink_source_kat7/hbo1_actr2_human_tflink_human_001169_c3a67cfc37b7	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human KAT7 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACTR2 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KAT7-to-ACTR2 mechanism, so the exact pair remains L0.
1390	C4_unresolved_single_module:50	module_routed	kat7/hbo1|acvr1|human	public_tf_comprehensive_983	kat7/hbo1	KAT7/HBO1	KAT7	ACVR1	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001169:c3a67cfc37b7	tflink_source_kat7/hbo1_acvr1_human_tflink_human_001169_c3a67cfc37b7	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human KAT7 has direct HPA spinal-cord RNA representation, establishing L3 spinal-cord-tissue regulator-component context. Human ACVR1 has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KAT7-to-ACVR1 mechanism, so the exact pair remains L0.
1391	C4_unresolved_single_module:50	module_routed	kat8/mof|a2m|human	public_tf_comprehensive_984	kat8/mof	KAT8/MOF	KAT8	A2M	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:000879:28b44b93f5f7	tflink_source_kat8/mof_a2m_human_tflink_human_000879_28b44b93f5f7	https://pubmed.ncbi.nlm.nih.gov/27924024/;https://tflink.net/download/#interaction-gmt	unresolved_regulator_role	unresolved	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human KAT8 has direct HPA spinal-cord brain-atlas representation, establishing L3 spinal-cord-tissue regulator-component context. Human A2M has direct HPA spinal-cord context, establishing L3 spinal-cord-tissue target-component context. Targeted exact-pair searches found no direct contextual KAT8-to-A2M mechanism, so the exact pair remains L0.
