resource_key	canonical_communication_id	source_record_key	source_record_key_kind	record_kind	native_ligand	native_receptor	normalized_ligand	normalized_receptor	original_values_json	normalized_values_json	transform_notes	evidence_status	method_score_json
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-2cf1b622491ce3508f0b6f28	SEMA7A_PLXNC1	source_record_id	direct_lr_candidate	Sema7a	Plxnc1	Sema7a	Plxnc1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 27533782"",""ligand"":""Sema7a"",""ligand_components"":""Sema7a"",""pathway_name"":""SEMA7"",""receptor"":""Plxnc1"",""receptor_components"":""Plxnc1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""SEMA7A_PLXNC1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Sema7a"",""receptor"":""Plxnc1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-4b3b3a53e557bfa75052183c	SIGLEC1_SPN	source_record_id	direct_lr_candidate	Siglec1	Spn	Siglec1	Spn	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04514; PMID: 11238599"",""ligand"":""Siglec1"",""ligand_components"":""Siglec1"",""pathway_name"":""SN"",""receptor"":""Spn"",""receptor_components"":""Spn"",""resource"":""CellChatDB.mouse"",""source_record_id"":""SIGLEC1_SPN"",""version"":""CellChatDB v1""}"	"{""ligand"":""Siglec1"",""receptor"":""Spn"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-279fb117b0c3db4cc8564b59	THY1_ITGAM_ITGB2	source_record_id	complex_lr_candidate	Thy1	Itgam_Itgb2	Thy1	Itgam_Itgb2	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 15850796"",""ligand"":""Thy1"",""ligand_components"":""Thy1"",""pathway_name"":""THY1"",""receptor"":""Itgam_Itgb2"",""receptor_components"":""Itgam|Itgb2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""THY1_ITGAM_ITGB2"",""version"":""CellChatDB v1""}"	"{""ligand"":""Thy1"",""receptor"":""Itgam_Itgb2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-87c072a34bb842b147a91a02	THY1_ITGAX_ITGB2	source_record_id	complex_lr_candidate	Thy1	Itgax_Itgb2	Thy1	Itgax_Itgb2	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 15850796"",""ligand"":""Thy1"",""ligand_components"":""Thy1"",""pathway_name"":""THY1"",""receptor"":""Itgax_Itgb2"",""receptor_components"":""Itgax|Itgb2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""THY1_ITGAX_ITGB2"",""version"":""CellChatDB v1""}"	"{""ligand"":""Thy1"",""receptor"":""Itgax_Itgb2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-ab44eeb2a4854aa49b420181	THY1_ITGAV_ITGB3	source_record_id	complex_lr_candidate	Thy1	Itgav_Itgb3	Thy1	Itgav_Itgb3	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 29212879; PMID: 18346467"",""ligand"":""Thy1"",""ligand_components"":""Thy1"",""pathway_name"":""THY1"",""receptor"":""Itgav_Itgb3"",""receptor_components"":""Itgav|Itgb3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""THY1_ITGAV_ITGB3"",""version"":""CellChatDB v1""}"	"{""ligand"":""Thy1"",""receptor"":""Itgav_Itgb3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-37c2e5be05866d9d26eba53b	ITGA4_ITGB1_VCAM1	source_record_id	complex_lr_candidate	Itga4_Itgb1	Vcam1	Itga4_Itgb1	Vcam1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04514"",""ligand"":""Itga4_Itgb1"",""ligand_components"":""Itga4|Itgb1"",""pathway_name"":""VCAM"",""receptor"":""Vcam1"",""receptor_components"":""Vcam1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""ITGA4_ITGB1_VCAM1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Itga4_Itgb1"",""receptor"":""Vcam1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-c9af4ae41ced0e11b51242f1	ITGA9_ITGB1_VCAM1	source_record_id	complex_lr_candidate	Itga9_Itgb1	Vcam1	Itga9_Itgb1	Vcam1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04514"",""ligand"":""Itga9_Itgb1"",""ligand_components"":""Itga9|Itgb1"",""pathway_name"":""VCAM"",""receptor"":""Vcam1"",""receptor_components"":""Vcam1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""ITGA9_ITGB1_VCAM1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Itga9_Itgb1"",""receptor"":""Vcam1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-b0ae0ecf78f1cc86cc92c843	ITGA4_ITGB7_VCAM1	source_record_id	complex_lr_candidate	Itga4_Itgb7	Vcam1	Itga4_Itgb7	Vcam1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04514"",""ligand"":""Itga4_Itgb7"",""ligand_components"":""Itga4|Itgb7"",""pathway_name"":""VCAM"",""receptor"":""Vcam1"",""receptor_components"":""Vcam1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""ITGA4_ITGB7_VCAM1"",""version"":""CellChatDB v1""}"	"{""ligand"":""Itga4_Itgb7"",""receptor"":""Vcam1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-b584d1ace1dd6e5d1c624c37	VSIR_IGSF11	source_record_id	direct_lr_candidate	Vsir	Igsf11	Vsir	Igsf11	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: mmu04514"",""ligand"":""Vsir"",""ligand_components"":""Vsir"",""pathway_name"":""VISTA"",""receptor"":""Igsf11"",""receptor_components"":""Igsf11"",""resource"":""CellChatDB.mouse"",""source_record_id"":""VSIR_IGSF11"",""version"":""CellChatDB v1""}"	"{""ligand"":""Vsir"",""receptor"":""Igsf11"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-3ed97b338020767f63a548c0	CDH3_CDH3	source_record_id	direct_lr_candidate	Cdh3	Cdh3	Cdh3	Cdh3	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""KEGG: hsa04514"",""ligand"":""Cdh3"",""ligand_components"":""Cdh3"",""pathway_name"":""CDH"",""receptor"":""Cdh3"",""receptor_components"":""Cdh3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CDH3_CDH3"",""version"":""CellChatDB v2""}"	"{""ligand"":""Cdh3"",""receptor"":""Cdh3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-ec466064fd6b2209782208d1	CDH12_ITGA1_ITGB1	source_record_id	complex_lr_candidate	Cdh12	Itga1_Itgb1	Cdh12	Itga1_Itgb1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 34385456"",""ligand"":""Cdh12"",""ligand_components"":""Cdh12"",""pathway_name"":""CDH"",""receptor"":""Itga1_Itgb1"",""receptor_components"":""Itga1|Itgb1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CDH12_ITGA1_ITGB1"",""version"":""CellChatDB v2""}"	"{""ligand"":""Cdh12"",""receptor"":""Itga1_Itgb1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-c8dc98da8879c1d042ade388	DSC1_DSG3	source_record_id	direct_lr_candidate	Dsc1	Dsg3	Dsc1	Dsg3	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 27298358"",""ligand"":""Dsc1"",""ligand_components"":""Dsc1"",""pathway_name"":""DESMOSOME"",""receptor"":""Dsg3"",""receptor_components"":""Dsg3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""DSC1_DSG3"",""version"":""CellChatDB v2""}"	"{""ligand"":""Dsc1"",""receptor"":""Dsg3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-0e5bf75710f39e5b36cd846a	DSC1_DSG4	source_record_id	direct_lr_candidate	Dsc1	Dsg4	Dsc1	Dsg4	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 27298358"",""ligand"":""Dsc1"",""ligand_components"":""Dsc1"",""pathway_name"":""DESMOSOME"",""receptor"":""Dsg4"",""receptor_components"":""Dsg4"",""resource"":""CellChatDB.mouse"",""source_record_id"":""DSC1_DSG4"",""version"":""CellChatDB v2""}"	"{""ligand"":""Dsc1"",""receptor"":""Dsg4"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-b13ce881da09fbc9c44524f7	DSC2_DSG3	source_record_id	direct_lr_candidate	Dsc2	Dsg3	Dsc2	Dsg3	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 27298358"",""ligand"":""Dsc2"",""ligand_components"":""Dsc2"",""pathway_name"":""DESMOSOME"",""receptor"":""Dsg3"",""receptor_components"":""Dsg3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""DSC2_DSG3"",""version"":""CellChatDB v2""}"	"{""ligand"":""Dsc2"",""receptor"":""Dsg3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-0ae0303eb60dbd9f9c67a52f	DSC2_DSG4	source_record_id	direct_lr_candidate	Dsc2	Dsg4	Dsc2	Dsg4	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 27298358"",""ligand"":""Dsc2"",""ligand_components"":""Dsc2"",""pathway_name"":""DESMOSOME"",""receptor"":""Dsg4"",""receptor_components"":""Dsg4"",""resource"":""CellChatDB.mouse"",""source_record_id"":""DSC2_DSG4"",""version"":""CellChatDB v2""}"	"{""ligand"":""Dsc2"",""receptor"":""Dsg4"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-cd84272ac746ca12cc225c5d	DSC3_DSG3	source_record_id	direct_lr_candidate	Dsc3	Dsg3	Dsc3	Dsg3	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 27298358"",""ligand"":""Dsc3"",""ligand_components"":""Dsc3"",""pathway_name"":""DESMOSOME"",""receptor"":""Dsg3"",""receptor_components"":""Dsg3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""DSC3_DSG3"",""version"":""CellChatDB v2""}"	"{""ligand"":""Dsc3"",""receptor"":""Dsg3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-262777d2e75b94ac6db15d5d	DSC3_DSG4	source_record_id	direct_lr_candidate	Dsc3	Dsg4	Dsc3	Dsg4	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 27298358"",""ligand"":""Dsc3"",""ligand_components"":""Dsc3"",""pathway_name"":""DESMOSOME"",""receptor"":""Dsg4"",""receptor_components"":""Dsg4"",""resource"":""CellChatDB.mouse"",""source_record_id"":""DSC3_DSG4"",""version"":""CellChatDB v2""}"	"{""ligand"":""Dsc3"",""receptor"":""Dsg4"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-02341bce388734d0b4454e34	GJA5_GJA5	source_record_id	direct_lr_candidate	Gja5	Gja5	Gja5	Gja5	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja5"",""ligand_components"":""Gja5"",""pathway_name"":""GAP"",""receptor"":""Gja5"",""receptor_components"":""Gja5"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA5_GJA5"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja5"",""receptor"":""Gja5"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-71b134dc12defc33fb156ff8	GJA1_GJA5	source_record_id	direct_lr_candidate	Gja1	Gja5	Gja1	Gja5	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja1"",""ligand_components"":""Gja1"",""pathway_name"":""GAP"",""receptor"":""Gja5"",""receptor_components"":""Gja5"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA1_GJA5"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja1"",""receptor"":""Gja5"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-f7a3b63c50193c5d1b9aaf85	GJA6_GJA5	source_record_id	direct_lr_candidate	Gja6	Gja5	Gja6	Gja5	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja6"",""ligand_components"":""Gja6"",""pathway_name"":""GAP"",""receptor"":""Gja5"",""receptor_components"":""Gja5"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA6_GJA5"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja6"",""receptor"":""Gja5"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-44a2c99888daf6e8015ad376	GJC1_GJA5	source_record_id	direct_lr_candidate	Gjc1	Gja5	Gjc1	Gja5	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gjc1"",""ligand_components"":""Gjc1"",""pathway_name"":""GAP"",""receptor"":""Gja5"",""receptor_components"":""Gja5"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJC1_GJA5"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gjc1"",""receptor"":""Gja5"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-1a11400668d1beb6d4e3e7b3	GJA3_GJA5	source_record_id	direct_lr_candidate	Gja3	Gja5	Gja3	Gja5	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja3"",""ligand_components"":""Gja3"",""pathway_name"":""GAP"",""receptor"":""Gja5"",""receptor_components"":""Gja5"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA3_GJA5"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja3"",""receptor"":""Gja5"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-97f98af6ab07c0c65a0f1ac1	GJA1_GJA1	source_record_id	direct_lr_candidate	Gja1	Gja1	Gja1	Gja1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja1"",""ligand_components"":""Gja1"",""pathway_name"":""GAP"",""receptor"":""Gja1"",""receptor_components"":""Gja1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA1_GJA1"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja1"",""receptor"":""Gja1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-7bd997e68e83f5759adaae95	GJA1_GJA6	source_record_id	direct_lr_candidate	Gja1	Gja6	Gja1	Gja6	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja1"",""ligand_components"":""Gja1"",""pathway_name"":""GAP"",""receptor"":""Gja6"",""receptor_components"":""Gja6"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA1_GJA6"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja1"",""receptor"":""Gja6"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-838275454a6f5929770376f2	GJA6_GJA6	source_record_id	direct_lr_candidate	Gja6	Gja6	Gja6	Gja6	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja6"",""ligand_components"":""Gja6"",""pathway_name"":""GAP"",""receptor"":""Gja6"",""receptor_components"":""Gja6"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA6_GJA6"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja6"",""receptor"":""Gja6"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-36db95fecd803063c6a8b698	GJC1_GJA1	source_record_id	direct_lr_candidate	Gjc1	Gja1	Gjc1	Gja1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gjc1"",""ligand_components"":""Gjc1"",""pathway_name"":""GAP"",""receptor"":""Gja1"",""receptor_components"":""Gja1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJC1_GJA1"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gjc1"",""receptor"":""Gja1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-d90c848431a7f4c91cb36c82	GJC1_GJA6	source_record_id	direct_lr_candidate	Gjc1	Gja6	Gjc1	Gja6	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gjc1"",""ligand_components"":""Gjc1"",""pathway_name"":""GAP"",""receptor"":""Gja6"",""receptor_components"":""Gja6"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJC1_GJA6"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gjc1"",""receptor"":""Gja6"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-e5ae51946050ac5d15903f26	GJA3_GJA1	source_record_id	direct_lr_candidate	Gja3	Gja1	Gja3	Gja1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja3"",""ligand_components"":""Gja3"",""pathway_name"":""GAP"",""receptor"":""Gja1"",""receptor_components"":""Gja1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA3_GJA1"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja3"",""receptor"":""Gja1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-2cb7355eb2e66141495fb927	GJA3_GJA6	source_record_id	direct_lr_candidate	Gja3	Gja6	Gja3	Gja6	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja3"",""ligand_components"":""Gja3"",""pathway_name"":""GAP"",""receptor"":""Gja6"",""receptor_components"":""Gja6"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA3_GJA6"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja3"",""receptor"":""Gja6"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-746b42293d53956fc783d275	GJC1_GJC1	source_record_id	direct_lr_candidate	Gjc1	Gjc1	Gjc1	Gjc1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gjc1"",""ligand_components"":""Gjc1"",""pathway_name"":""GAP"",""receptor"":""Gjc1"",""receptor_components"":""Gjc1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJC1_GJC1"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gjc1"",""receptor"":""Gjc1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-f0401fa8688a723803965dc6	GJA3_GJC1	source_record_id	direct_lr_candidate	Gja3	Gjc1	Gja3	Gjc1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja3"",""ligand_components"":""Gja3"",""pathway_name"":""GAP"",""receptor"":""Gjc1"",""receptor_components"":""Gjc1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA3_GJC1"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja3"",""receptor"":""Gjc1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-a13238b81b6c7344e4b39d0b	GJA3_GJA3	source_record_id	direct_lr_candidate	Gja3	Gja3	Gja3	Gja3	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 32532966;PMID: 15094344"",""ligand"":""Gja3"",""ligand_components"":""Gja3"",""pathway_name"":""GAP"",""receptor"":""Gja3"",""receptor_components"":""Gja3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""GJA3_GJA3"",""version"":""CellChatDB v2""}"	"{""ligand"":""Gja3"",""receptor"":""Gja3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-c658815d6cb9081c42e41d7f	CLDN1_CLDN1	source_record_id	direct_lr_candidate	Cldn1	Cldn1	Cldn1	Cldn1	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 31942240"",""ligand"":""Cldn1"",""ligand_components"":""Cldn1"",""pathway_name"":""CLDN"",""receptor"":""Cldn1"",""receptor_components"":""Cldn1"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CLDN1_CLDN1"",""version"":""CellChatDB v2""}"	"{""ligand"":""Cldn1"",""receptor"":""Cldn1"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-4fbfb1686d33f849212bc7c0	CLDN2_CLDN2	source_record_id	direct_lr_candidate	Cldn2	Cldn2	Cldn2	Cldn2	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 31942240"",""ligand"":""Cldn2"",""ligand_components"":""Cldn2"",""pathway_name"":""CLDN"",""receptor"":""Cldn2"",""receptor_components"":""Cldn2"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CLDN2_CLDN2"",""version"":""CellChatDB v2""}"	"{""ligand"":""Cldn2"",""receptor"":""Cldn2"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-2ea238d0f2e85ada316f6a9a	CLDN3_CLDN3	source_record_id	direct_lr_candidate	Cldn3	Cldn3	Cldn3	Cldn3	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 31942240"",""ligand"":""Cldn3"",""ligand_components"":""Cldn3"",""pathway_name"":""CLDN"",""receptor"":""Cldn3"",""receptor_components"":""Cldn3"",""resource"":""CellChatDB.mouse"",""source_record_id"":""CLDN3_CLDN3"",""version"":""CellChatDB v2""}"	"{""ligand"":""Cldn3"",""receptor"":""Cldn3"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
mscs_phase2:cellchat_mouse.tsv	MSCICOMM-4605530a69aa517a7b6cbc0a	PCDHA9_PCDHA9	source_record_id	direct_lr_candidate	Pcdha9	Pcdha9	Pcdha9	Pcdha9	"{""annotation"":""Cell-Cell Contact"",""cofactor_annotations"":"""",""direct_lr_candidate"":""true"",""evidence"":""PMID: 35253643; PMID: 32694982"",""ligand"":""Pcdha9"",""ligand_components"":""Pcdha9"",""pathway_name"":""PCDH"",""receptor"":""Pcdha9"",""receptor_components"":""Pcdha9"",""resource"":""CellChatDB.mouse"",""source_record_id"":""PCDHA9_PCDHA9"",""version"":""CellChatDB v2""}"	"{""ligand"":""Pcdha9"",""receptor"":""Pcdha9"",""species"":""mouse""}"	Whitespace trimming only; source row retained losslessly in original_values_json.	method_resource_only	{}
