canonical_communication_id	species_scope	ligand_name	receptor_name	normalized_ligand_name	normalized_receptor_name	communication_kind	evidence_status	source_method_count	source_record_count	source_methods_json	normalization_notes
MSCICOMM-b6ac6ec0c71ab784201916d7	mouse	H2-T3	Klre1	H2-T3	Klre1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-7f4b63144fcf7368e68d787d	mouse	H2-T3	Klrh1	H2-T3	Klrh1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-43b3ac8eca3b96efff51fc9e	mouse	H2-T3	Klri1	H2-T3	Klri1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-0f2f6cab98c9d232aee7ba87	mouse	H2-T3	Klri2	H2-T3	Klri2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5a854d62d806bfc176178ec3	mouse	H2-T3	Klrk1	H2-T3	Klrk1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-92b745b53564dc973e387c40	mouse	H2-T9	Cd8a	H2-T9	Cd8a	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-99e87592e026a94df9216609	mouse	H2-T9	Cd8b1	H2-T9	Cd8b1	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-88d6617c9b1fd5c1aea2caaa	mouse	H60a	Klrk1	H60a	Klrk1	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-7dc3b7038ec4cf61f4a3d779	mouse	H60a	Klrk1_Hcst	H60a	Klrk1_Hcst	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-902a56cb0d29d91b7fc9439b	mouse	H60b	Klrk1_Hcst	H60b	Klrk1_Hcst	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f044c72427a5e66f67206d33	mouse	H60c	Klrk1_Hcst	H60c	Klrk1_Hcst	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-2ff6678098f34f6d8be767a6	mouse	Hapln1	Adgra2	Hapln1	Adgra2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c3e835e80cca7a3d2f385cf6	mouse	Hapln1	Ager	Hapln1	Ager	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-1e870961f928bd1ab9b846a4	mouse	Hapln1	Igdcc4	Hapln1	Igdcc4	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-da4c49fc09e225707a34ad76	mouse	Hapln1	Il1rl1	Hapln1	Il1rl1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-94b680f6b56d381e42918625	mouse	Hapln1	Mpig6b	Hapln1	Mpig6b	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d437c090f0cd4243680f20c5	mouse	Hapln1	Prtg	Hapln1	Prtg	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-99cb4cd20480ce01230bbe92	mouse	Hapln1	Tnfrsf11b	Hapln1	Tnfrsf11b	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f033522c7380e33ad1957eee	mouse	Hapln1	Treml2	Hapln1	Treml2	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a283c1df18165c4642f08712	mouse	Has1	Cd44	Has1	Cd44	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-9d2a80fb572e93b77a48f728	mouse	Has2	Cd44	Has2	Cd44	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f7d90495a2c389bd4e4dfa68	mouse	Has2	Erbb2	Has2	Erbb2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-29991e0e48d6df19ba3b9b65	mouse	Has2	Ezr	Has2	Ezr	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-48801d6e1c719cb3d02d4e7b	mouse	Has2	Hmmr	Has2	Hmmr	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b49ee5b7b29cb5ce6f835763	mouse	Havcr1	Cd300lb	Havcr1	Cd300lb	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-65716c8a1e08a0e50fd3e81c	mouse	Havcr1	Igsf21	Havcr1	Igsf21	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e635bd2a87b820d6a7572dd7	mouse	Havcr1	Siglec1	Havcr1	Siglec1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4101df4cd876c333781fd33c	mouse	Havcr1	Timd4	Havcr1	Timd4	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-ce4b70f68a113d5517d476cf	mouse	Hbegf	Cd44	Hbegf	Cd44	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c112af6e4915cf83ed2a32a2	mouse	Hbegf	Cd6	Hbegf	Cd6	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-ff919acfeba36d054be79a09	mouse	Hbegf	Cd82	Hbegf	Cd82	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b8abba62ed13adb4730785ad	mouse	Hbegf	Cd9	Hbegf	Cd9	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b2d79b4fd1ccbd0e95ecc7de	mouse	Hbegf	Egfr	Hbegf	Egfr	direct_lr_candidate	method_resource_only	2	2	"[""cellchat"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-8cccdc2a48c0afc0ea0ef003	mouse	Hbegf	Egfr_Erbb2	Hbegf	Egfr_Erbb2	complex_lr_candidate	method_resource_only	2	2	"[""cellchat"",""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-1dab34238ab107ba65d9e69c	mouse	Hbegf	Erbb2	Hbegf	Erbb2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f90f7653252842cefe8c906b	mouse	Hbegf	Erbb2_Erbb4	Hbegf	Erbb2_Erbb4	complex_lr_candidate	method_resource_only	2	2	"[""cellchat"",""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f9368db7a226f94ff3ff7d71	mouse	Hbegf	Erbb4	Hbegf	Erbb4	direct_lr_candidate	method_resource_only	2	2	"[""cellchat"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5e8904f8d1d41f2ec082bbf3	mouse	Hbegf	Mog	Hbegf	Mog	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-56596c75f82c1d8dac3f3a25	mouse	Hbegf	Prlr	Hbegf	Prlr	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-adee57cf0b112c09e1ece132	mouse	Hc	Adra2a	Hc	Adra2a	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-9b62c7e65afb67569b3ed355	mouse	Hc	C5ar1	Hc	C5ar1	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-033fbaf0e531c32cfa9323f8	mouse	Hc	C5ar2	Hc	C5ar2	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c9e125a00ba05e6926b32111	mouse	Hc	Grm7	Hc	Grm7	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c5e5a336ff4b061799a9ed1a	mouse	Hc	Mtnr1a	Hc	Mtnr1a	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d0cca7c965b6def10fb3474c	mouse	Hcrt	Hcrtr1	Hcrt	Hcrtr1	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-56ae9dceba8bee955b70ed54	mouse	Hcrt	Hcrtr2	Hcrt	Hcrtr2	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-6a3bc13a82d9fb6f8a31742c	mouse	Hcrt	Npffr2	Hcrt	Npffr2	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5c7abf6d5af5c6786d3363dc	mouse	Hdc	Hrh1	Hdc	Hrh1	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d8c0ed42d8ff02b5de24c578	mouse	Hdc	Hrh2	Hdc	Hrh2	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4db36e289fde068b60dd2cf0	mouse	Hdc	Hrh3	Hdc	Hrh3	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-0789a571a4133bc8f4a4cfcd	mouse	Hdc	Hrh4	Hdc	Hrh4	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-64cb745c197cc2ecfc0e887e	mouse	Hebp1	Adra2a	Hebp1	Adra2a	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-fda1679235843d78ff89ccaa	mouse	Hebp1	Fpr2	Hebp1	Fpr2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-792f8ac42adb5452fda00b02	mouse	Hebp1	Fpr3	Hebp1	Fpr3	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-1a6285f1ef9d227f3dd37edb	mouse	Hebp1	Grm7	Hebp1	Grm7	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-ea9a4c8d0aa347b646be83e9	mouse	Hebp1	Mtnr1a	Hebp1	Mtnr1a	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-8dd3ef745dd43c79cf38c5c5	mouse	Hgf	Cd44	Hgf	Cd44	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-232ab7e5e113fa786db4699e	mouse	Hgf	Itgb1	Hgf	Itgb1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-cfe11601d192f4489a8d5219	mouse	Hgf	Met	Hgf	Met	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-44a6823fba62ec43111c870a	mouse	Hgf	Nrp1	Hgf	Nrp1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-0e96a0792becd44b4716f916	mouse	Hgf	Sdc1	Hgf	Sdc1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-ebdb9470d6d66c6977cbf950	mouse	Hgf	Sdc2	Hgf	Sdc2	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-0ff92a2e3aff392df6a4b100	mouse	Hgf	St14	Hgf	St14	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3f8434e1b5d5d5cb6ecf9256	mouse	Hhipl2	Cachd1	Hhipl2	Cachd1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c67711c84e1ad48f60ce34c0	mouse	Hjv	Neo1	Hjv	Neo1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-022436983b64c6c5df050c51	mouse	Hp	Apoa1	Hp	Apoa1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-1b5c66ed51f7447ae751c0a6	mouse	Hp	Asgr1	Hp	Asgr1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-97c593c2d7e93a19893a0b3b	mouse	Hp	Asgr2	Hp	Asgr2	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-6aeef07bf5e48eede459ce9b	mouse	Hp	Cd163	Hp	Cd163	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-0193be53134849c950aa04eb	mouse	Hp	Cd22	Hp	Cd22	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c3241b5fe7e16f9b4b8d606d	mouse	Hp	Gm49368	Hp	Gm49368	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3e354fff5585eee78ff632bb	mouse	Hp	Itgam	Hp	Itgam	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5b17405f8456f15c107827c4	mouse	Hp	Itgb2	Hp	Itgb2	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-09c692011fc05236389d4996	mouse	Hp	Itgb2l	Hp	Itgb2l	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e9c679dbe164e1a1725d32ab	mouse	Hp	Tlr4	Hp	Tlr4	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-1b41a04654e0cf7564cc39d9	mouse	Hpx	Lrp1	Hpx	Lrp1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4152d8bbac0b78c81b32beb7	mouse	Hras	Agtr1a	Hras	Agtr1a	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-4cf6e4bbbf39d7951648ee66	mouse	Hras	Cav1	Hras	Cav1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-26e00a7a4065c1dcfc99238c	mouse	Hras	Insr	Hras	Insr	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-fac9915e3c710784e0a937c2	mouse	Hras	Tlr9	Hras	Tlr9	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b5037e5c670f45c510206e19	mouse	Hrg	Erbb2	Hrg	Erbb2	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-02676bfd4db1c89821205377	mouse	Hrg	Erbb3	Hrg	Erbb3	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-44e395b46317f52dd903ef99	mouse	Hrg	Fcgr1	Hrg	Fcgr1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-51e792dc45430db33d89c0c3	mouse	Hsd17b1	Esr1	Hsd17b1	Esr1	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-b8e6699158989039091850ff	mouse	Hsd17b1	Esr2	Hsd17b1	Esr2	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-cd024974c632a49894200bf5	mouse	Hsd17b1	Gper1	Hsd17b1	Gper1	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e49189de339d03f69588a8ad	mouse	Hsd17b1	Nr1i2	Hsd17b1	Nr1i2	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d8bc678515862bbdd9bbdb9d	mouse	Hsd17b12	Ar	Hsd17b12	Ar	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-9ca6ce527d1f0de05f50f566	mouse	Hsd17b3	Ar	Hsd17b3	Ar	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3c159910e10ecc23b45e2833	mouse	Hsd17b6	Nr1h4	Hsd17b6	Nr1h4	direct_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c5aaf661a80ad1b1d483b413	mouse	Hsd3b1	Catsper1_Catsperb	Hsd3b1	Catsper1_Catsperb	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-3972c5634ddada8388e91d30	mouse	Hsd3b1	Catsper1_Catsperd	Hsd3b1	Catsper1_Catsperd	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-9522ec8f13453dbbe2220a89	mouse	Hsd3b1	Catsper2_Catsperb	Hsd3b1	Catsper2_Catsperb	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d83797b2ad1c6b1ea914935a	mouse	Hsd3b1	Catsper2_Catsperd	Hsd3b1	Catsper2_Catsperd	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-199f7b5bd4cfe68efc56481e	mouse	Hsd3b1	Catsper3_Catsperb	Hsd3b1	Catsper3_Catsperb	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-99380e578a08f1369e020e9c	mouse	Hsd3b1	Catsper3_Catsperd	Hsd3b1	Catsper3_Catsperd	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-580255ca41b51f34bca6ae86	mouse	Hsd3b1	Catsper4_Catsperb	Hsd3b1	Catsper4_Catsperb	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-94a1f0bb979a437874dfb928	mouse	Hsd3b1	Catsper4_Catsperd_Chrne	Hsd3b1	Catsper4_Catsperd_Chrne	complex_lr_candidate	method_resource_only	1	1	"[""cellchat""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a94e581d98cda1748c69ad51	mouse	Hsp90aa1	Cftr	Hsp90aa1	Cftr	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-42c22d83ba3626d983dab048	mouse	Hsp90aa1	Egfr	Hsp90aa1	Egfr	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5bc448d23824fcbbcb392ba2	mouse	Hsp90aa1	Erbb2	Hsp90aa1	Erbb2	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-22c04ef9cc51cd7b93b45931	mouse	Hsp90aa1	Itgb3	Hsp90aa1	Itgb3	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-19309c6125cd1b849bf2f657	mouse	Hsp90b1	Asgr1	Hsp90b1	Asgr1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-5d1e6ddb6f53dedb563dc536	mouse	Hsp90b1	Erbb2	Hsp90b1	Erbb2	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-c11c8e1933bcaa8c6c62cedc	mouse	Hsp90b1	Lrp1	Hsp90b1	Lrp1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-6271e466cc01f211fc7a4753	mouse	Hsp90b1	Tlr1	Hsp90b1	Tlr1	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-baf78d87c39787b36aad597b	mouse	Hsp90b1	Tlr2	Hsp90b1	Tlr2	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-a7e249e0dc688cf5729e0aed	mouse	Hsp90b1	Tlr4	Hsp90b1	Tlr4	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-cd6b35948664c4597aef0087	mouse	Hsp90b1	Tlr7	Hsp90b1	Tlr7	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-53b867fc600e32b5760ff2cb	mouse	Hsp90b1	Tlr9	Hsp90b1	Tlr9	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-77b36d6ce98a42d673e2769b	mouse	Hspa1a	Grin2d	Hspa1a	Grin2d	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f318929a082b2a8b86f4cd03	mouse	Hspa1a	Tlr4	Hspa1a	Tlr4	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-90ad0822012fed6e03778dd2	mouse	Hspa4	Tlr4	Hspa4	Tlr4	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-d4d48c3d9a9fc9e9005865c4	mouse	Hspa8	Adrb2	Hspa8	Adrb2	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-ba6647e0aa7121c3cc34e6a7	mouse	Hspa8	Ldlr	Hspa8	Ldlr	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-f77ea32d1f2b7578bf64bdbe	mouse	Hspa8	Lrp2	Hspa8	Lrp2	direct_lr_candidate	method_resource_only	1	1	"[""liana""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-40e4f5d4544aad533a6c8b27	mouse	Hspg2	Col13a1	Hspg2	Col13a1	direct_lr_candidate	method_resource_only	1	1	"[""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-69cce48a2e40b991cc1ab274	mouse	Hspg2	Dag1	Hspg2	Dag1	direct_lr_candidate	method_resource_only	3	3	"[""cellchat"",""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-e167e76e407d65cd3992039c	mouse	Hspg2	Fgfr1	Hspg2	Fgfr1	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
MSCICOMM-be51da96f0c9231bf47930c6	mouse	Hspg2	Itga2	Hspg2	Itga2	direct_lr_candidate	method_resource_only	2	2	"[""liana"",""nichenet""]"	Whitespace trimming only; no synonym, orthology, or biological validation inference.
