b_edge_id	source_entity	target_entity	relation_type	confidence_tier	evidence_layer	edge_status	exportable	register_pathway_name	pathway_family	family_label	assignment_status	assignment_basis	pathway_claim_boundary
M20B-E003524	Gas6	Axl	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003525	Gas6	Mertk	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	scavenger_uptake_receptor_family	Scavenger/uptake-associated receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003526	Gas6	Tyro3	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003527	Gast	Cckbr	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003528	Gast	Gpr152	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003529	Gc	Lrp2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	scavenger_uptake_receptor_family	Scavenger/uptake-associated receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003530	Gdf1	Actr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003531	Gdf1	Acvr1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003532	Gdf1	Acvr1b_Acvr2a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003533	Gdf1	Acvr1b_Acvr2b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003534	Gdf1	Acvr1c_Acvr2a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003535	Gdf1	Acvr1c_Acvr2b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003536	Gdf1	Bmpr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003537	Gdf1	Bmpr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003538	Gdf1	Htr4	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003539	Gdf10	Acvr1b_Acvr2b	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003540	Gdf10	Bmpr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003541	Gdf11	Actr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003542	Gdf11	Acvr1b_Acvr2a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003543	Gdf11	Acvr1c	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003544	Gdf11	Acvr2a_Tgfbr1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003545	Gdf11	Acvr2b_Tgfbr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003546	Gdf11	Antxr1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003547	Gdf11	Bmpr1a	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003548	Gdf11	Bmpr1b	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003549	Gdf11	Bmpr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003550	Gdf15	Ret	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003551	Gdf2	Acvr1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003552	Gdf2	Acvr2a_Acvrl1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003553	Gdf2	Acvr2b_Acvrl1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003554	Gdf2	Eng	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003555	Gdf3	Acvr1b_Acvr2a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003556	Gdf3	Acvr1b_Acvr2b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003557	Gdf3	Acvr1c_Acvr2a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003558	Gdf3	Acvr1c_Acvr2b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003559	Gdf5	Acvr1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003560	Gdf5	Acvr2a_Bmpr1a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003561	Gdf5	Acvr2a_Bmpr1b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003562	Gdf5	Acvr2b_Bmpr1a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003563	Gdf5	Acvr2b_Bmpr1b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003564	Gdf6	Acvr2a_Bmpr1a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003565	Gdf6	Acvr2a_Bmpr1b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003566	Gdf6	Acvr2b_Bmpr1a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003567	Gdf6	Acvr2b_Bmpr1b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003568	Gdf7	Acvr2a_Bmpr1a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003569	Gdf7	Acvr2a_Bmpr1b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003570	Gdf7	Acvr2b_Bmpr1a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003571	Gdf7	Acvr2b_Bmpr1b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003572	Gdf9	Acvr2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003573	Gdf9	Bmpr1a	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003574	Gdf9	Bmpr1b	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003575	Gdf9	Bmpr2_Tgfbr1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	tgfb_bmp_receptor_family	TGF-beta/BMP receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003576	Gdf9	Fxyd6	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003577	Gdf9	Orai2	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003578	Gdnf	Ednrb	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003579	Gdnf	Gfra2_Ret	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003580	Gdnf	Gfra3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003581	Gh	Ghr	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003582	Gh	Prlr	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003583	Ghrh	Adcyap1r1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003584	Ghrh	Adrb2	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003585	Ghrh	Adrb3	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003586	Ghrh	Dpp4	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003587	Ghrh	Ghrhr	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003588	Ghrh	Ghsr	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003589	Ghrh	Gpr20	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003590	Ghrh	Gpr84	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003591	Ghrh	Pth1r	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003592	Ghrh	Ramp2	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003593	Ghrh	Ramp3	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003594	Ghrh	Tshr	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003595	Ghrh	Vipr1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003596	Ghrh	Vipr2	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003597	Ghrl	Ghrhr	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003598	Ghrl	Ghsr	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003599	Ghrl	Gpr39	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003600	Ghrl	Ptger3	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003601	Ghrl	Ptgir	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003602	Ghrl	Tbxa2r	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003603	Gip	Adcyap1r1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003604	Gip	Adrb2	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003605	Gip	Adrb3	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003606	Gip	Dpp4	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003607	Gip	Fap	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003608	Gip	Gipr	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003609	Gip	Gpr20	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003610	Gip	Gpr84	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003611	Gip	Insr	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003612	Gip	Pth1r	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003613	Gip	Ramp2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003614	Gip	Ramp3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003615	Gip	Tshr	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003616	Gip	Vipr1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003617	Gm11127	Cd8a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
