repository_root	relative_path	identifier_type	identifier_value	match_scope
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B122_PMC4498042_ADAM10_CD44_full.xml	PMCID	PMC4498042	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B122_PMC4561721_CD44_ICD_full.xml	PMCID	PMC4561721	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B122_PMC6460357_ADAM10_NrCAM_full.xml	PMCID	PMC6460357	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B122_PMC7476718_TSPAN15_ADAM10_full.xml	PMCID	PMC7476718	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B123_PMC11105247_Tspan15_ADAM10_full.json	PMCID	PMC11105247	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B123_PMC11105247_Tspan15_ADAM10_full.xml	PMCID	PMC11105247	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B123_PMC2174829_ADAM12_SDC4_full.xml	PMCID	PMC2174829	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B123_PMC545917_ADAM12_alpha9beta1_full.xml	PMCID	PMC545917	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B123_PMID29520422_pubmed.xml	PMID	29520422	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B124_PMID10518536_pubmed.xml	PMID	10518536	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B124_PMID12858346_pubmed.xml	PMID	12858346	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B124_PMID14970227_pubmed.xml	PMID	14970227	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B124_PMID15371519_pubmed.xml	PMID	15371519	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B125_PMID17187173_pubmed.xml	PMID	17187173	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B125_PMID30038556_pubmed.xml	PMID	30038556	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B126_PMC12896188_ANGPTL3_integrin_full.xml	PMCID	PMC12896188	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B126_PMC2267358_amelogenin_LAMP2_full.html	PMCID	PMC2267358	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B126_PMC8804837_ANGPTL2_integrin_full.html	PMCID	PMC8804837	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B126_PMID17708745_pubmed.xml	PMID	17708745	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B127_PMID21841165_pubmed.xml	PMID	21841165	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B127_PMID28740178_pubmed.xml	PMID	28740178	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B128_PMC3631237_CADM1_NECTIN3_full.html	PMCID	PMC3631237	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B128_PMC6775579_ANXA2_ROBO4_full.html	PMCID	PMC6775579	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B128_PMID15811952_pubmed.xml	PMID	15811952	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B128_PMID16091383_pubmed.xml	PMID	16091383	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B128_PMID22703826_CADM1_NECTIN3_pubmed.xml	PMID	22703826	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B129_PMC2064549_Maurel_CADM_CADM4_full.html	PMCID	PMC2064549	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B129_PMC2836764_Spiegel_CADM4_full.html	PMCID	PMC2836764	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B129_PMC5073025_CADM3_CADM4_full.html	PMCID	PMC5073025	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B129_PMID37022761_CADM3_zebrafish_pubmed.xml	PMID	37022761	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B130_PMID11327697_CALR_alpha3_pubmed.xml	PMID	11327697	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B130_PMID15536074_EFNB1_EPHB3_pubmed.xml	PMID	15536074	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B130_PMID8991101_CALR_alphaV_pubmed.xml	PMID	8991101	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B131_PMC11021433_EFNB1_EPHB6_fulltext_bioc.json	PMCID	PMC11021433	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B131_PMID15536074_EFNB1_EPHB3_pubmed.xml	PMID	15536074	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B132_PMC2710021_F11R_LFA1_fulltext.html	PMCID	PMC2710021	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B132_PMC6689289_EFNB3_EPHB6_fulltext_bioc.json	PMCID	PMC6689289	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B133_PMC7840119_FBN1_ITGAVB6_fulltext_bioc.json	PMCID	PMC7840119	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B133_PMID10848816_FBLN2_ITGB3_pubmed.xml	PMID	10848816	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B134_PMC2132927_CD23_ITGAVB3_CD47_fulltext_bioc.json	PMCID	PMC2132927	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B135_PMC50951_nonmatching_reference_page.html	PMCID	PMC50951	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B135_PMID11588042_FGA420_ITGAM_ITGAX_pubmed.xml	PMID	11588042	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B136_PMC25719_FGF2_ITGAVB3_fulltext.html	PMCID	PMC25719	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B136_PMC3307134_FGB_VEcadherin_fulltext_bioc.json	PMCID	PMC3307134	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B136_PMID9398667_FGF2_ITGAVB3_pubmed.xml	PMID	9398667	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B137_PMC4767336_FGF23_FGFR2_fulltext.html	PMCID	PMC4767336	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B137_PMC5482197_FGF2_integrin_mutant_fulltext_bioc.json	PMCID	PMC5482197	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B138_PMC10615732_FLRT2_UNC5_fulltext_bioc.json	PMCID	PMC10615732	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B138_PMID41967236_FGL1_EGFR_pubmed.xml	PMID	41967236	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B139_PMC2683942_FLRT3_UNC5B_fulltext_bioc.json	PMCID	PMC2683942	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B139_PMC3326387_FLRT3_ADGRL3_fulltext_bioc.json	PMCID	PMC3326387	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B139_PMID19765300_FLRT3_UNC5B_pubmed.xml	PMID	19765300	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B139_PMID22405201_FLRT3_ADGRL3_pubmed.xml	PMID	22405201	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B140_PMID16886606_FN1_CD44_pubmed.xml	PMID	16886606	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B140_PMID9145328_FN1_CD44_pubmed.xml	PMID	9145328	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B141_PMC2115745_FN1_ITGA4B1_fulltext_bioc.json	PMCID	PMC2115745	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B141_PMC2289398_FN1_ITGA4B7_fulltext_bioc.json	PMCID	PMC2289398	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMC2119613_FN1_ITGAVB1_fulltext_bioc.json	PMCID	PMC2119613	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMC301202_FN1_ITGA8B1_fulltext.xml	PMCID	PMC301202	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMC301202_FN1_ITGA8B1_fulltext_bioc.json	PMCID	PMC301202	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMID7559467_FN1_ITGA8B1_pubmed.xml	PMID	7559467	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMID7626807_FN1_ITGA8B1_pubmed.xml	PMID	7626807	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B143_PMC2116382_FN1_ITGAVB3_fulltext_bioc.json	PMCID	PMC2116382	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B143_PMC2173988_FN1_ITGAVB3_fulltext_bioc.json	PMCID	PMC2173988	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMC3001003_TG2_FN_SDC2_fulltext_bioc.json	PMCID	PMC3001003	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID1532572_FN1_ITGAVB6_pubmed.xml	PMID	1532572	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID20929862_FN1_SDC2_TG2_pubmed.xml	PMID	20929862	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID9664040_FN1_ITGAVB6_pubmed.xml	PMID	9664040	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMC11413474_IBSP_ITGAVB5_fulltext_bioc.json	PMCID	PMC11413474	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMC209362_P2RY12_GNAI2_fulltext_bioc.json	PMCID	PMC209362	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMC4443332_P2RY12_GNAI2_fulltext_bioc.json	PMCID	PMC4443332	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMID20929862_FN1_SDC2_TG2_pubmed.xml	PMID	20929862	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMC276084_ICAM1_LFA1_fulltext.xml	PMCID	PMC276084	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMC276084_ICAM1_LFA1_fulltext_bioc.json	PMCID	PMC276084	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMID3315233_ICAM1_LFA1_pubmed.xml	PMID	3315233	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMID9190212_ICAM1_LFA1_pubmed.xml	PMID	9190212	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B147_PMC2116396_ICAM1_MAC1_fulltext_bioc.json	PMCID	PMC2116396	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B147_PMID1980124_ICAM1_MAC1_pubmed.xml	PMID	1980124	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B148_PMC6014170_ICAM2_LFA1_fulltext_bioc.json	PMCID	PMC6014170	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B149_PMC2120492_ICAM2_MAC1_fulltext_bioc.json	PMCID	PMC2120492	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B149_PMID16857989_ICAM2_MAC1_pubmed.xml	PMID	16857989	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B150_PMC2860599_ICAM2_MAC1_fulltext_bioc.json	PMCID	PMC2860599	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B150_PMID16985175_ICAM4_MAC1_pubmed.xml	PMID	16985175	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B151_PMC4022634_CD53_IL2_fulltext_bioc.json	PMCID	PMC4022634	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B153_PMC6365523_CD97_ITGAVB3_fulltext_bioc.json	PMCID	PMC6365523	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B154_PMC2169340_TAP20_ITGB5_fulltext_bioc.json	PMCID	PMC2169340	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B155_PMC3779078_IZUMO1_CD9_fulltext_bioc.json	PMCID	PMC3779078	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B155_PMC4660202_IZUMO1_CD9_fulltext_bioc.json	PMCID	PMC4660202	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B156_PMC2194005_JAM3_MAC1_fulltext_bioc.json	PMCID	PMC2194005	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B157_PMID8034694_HKa_MAC1_pubmed.xml	PMID	8034694	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B158_PMID8838570_L1CAM_CD9_pubmed.xml	PMID	8838570	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B159_PMC10603070_L1CAM_CNTN1_fulltext.xml	PMCID	PMC10603070	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B159_PMC379294_L1CAM_EGFR_fulltext.xml	PMCID	PMC379294	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B159_PMID29761119_27871938_L1CAM_CNTN1_pubmed.xml	PMID	29761119	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B160_PMC2120507_LAMA1_DAG1_fulltext.xml	PMCID	PMC2120507	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B160_PMC4335265_LAMA1_GPR126_fulltext.xml	PMCID	PMC4335265	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B160_PMID8631999_25695270_pubmed.xml	PMID	8631999	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B161_PMC2119587_Laminin_DAG1_fulltext.xml	PMCID	PMC2119587	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B161_PMID9361014_LAMA2_integrin_pubmed.xml	PMID	9361014	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B162_PMC6496726_Laminin2_alpha3beta1_fulltext.xml	PMCID	PMC6496726	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B162_PMID15030550_14607975_laminin_integrin_pubmed.xml	PMID	15030550	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B163_PMC2658076_alpha7_laminin_fulltext.xml	PMCID	PMC2658076	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B163_PMID19147489_11171386_laminin_integrin_pubmed.xml	PMID	19147489	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B164_PMC2820731_laminin332_alpha6beta4_fulltext.xml	PMCID	PMC2820731	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B164_PMID11278628_laminin411_integrin_pubmed.xml	PMID	11278628	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B165_PMID14701821_laminin511_dystroglycan_pubmed.xml	PMID	14701821	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B165_PMID16413178_17618648_alpha7_laminin_pubmed.xml	PMID	16413178	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B168_PMC6181633_laminin_gamma3_dystroglycan_fulltext.xml	PMCID	PMC6181633	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B169_PMC1170508_LGALS3BP_integrin_fulltext.xml	PMCID	PMC1170508	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B169_PMID9501082_10852818_lgals3bp_galectin8_pubmed.xml	PMID	9501082	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMC4578660_LRFN4_PTPRD_bioc.json	PMCID	PMC4578660	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMC4578660_LRFN4_PTPRD_fulltext.html	PMCID	PMC4578660	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMC7360590_LRFN4_PTPRD_bioc.json	PMCID	PMC7360590	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMC7360590_LRFN4_PTPRD_fulltext.html	PMCID	PMC7360590	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMC8407585_galectin9_cd44_bioc.json	PMCID	PMC8407585	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMID18579572_galectin9_cd44_pubmed.xml	PMID	18579572	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMID29348429_LRFN4_PTPRF_pubmed.xml	PMID	29348429	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B170_PMID34411088_galectin9_cd44_pubmed.xml	PMID	34411088	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B171_PMC4881023_SALM5_PTPRD_bioc.json	PMCID	PMC4881023	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC1964543_NetrinG_NGL_bioc.json	PMCID	PMC1964543	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC1964543_NetrinG_NGL_fulltext.html	PMCID	PMC1964543	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC3713730_LRRC4_NTNG2_bioc.json	PMCID	PMC3713730	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC3713730_LRRC4_NTNG2_fulltext.html	PMCID	PMC3713730	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMC4578660_LRFN4_PTPRD_fulltext.html	PMCID	PMC4578660	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID17785411_LRRC4_NTNG2_pubmed.xml	PMID	17785411	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID19252495_NGL3_LAR_pubmed.xml	PMID	19252495	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID19467332_LRRC4_NTNG2_pubmed.xml	PMID	19467332	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B172_PMID20139422_NGL3_LAR_pubmed.xml	PMID	20139422	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_bioc.json	PMCID	PMC2859559	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC2859559_NGL3_LAR_fulltext.html	PMCID	PMC2859559	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC6528442_NGL1_NTNG1_bioc.json	PMCID	PMC6528442	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMC6528442_NGL1_NTNG1_fulltext.html	PMCID	PMC6528442	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B173_PMID10196235_matrilin1_integrin_pubmed.xml	PMID	10196235	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B174_PMID12084985_MDK_GPC2_SDC3_pubmed.xml	PMID	12084985	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID10673366_SPP1_ITGA5_pubmed.xml	PMID	10673366	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID10861844_SPP1_ITGAV_pubmed.html	PMID	10861844	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID10861844_SPP1_ITGAV_pubmed.xml	PMID	10861844	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID10861844_search.json	PMID	10861844	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID16517605_MIA_pubmed.xml	PMID	16517605	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID19417209_SPP1_ITGA9_pubmed.xml	PMID	19417209	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID34070790_SPP1_CD44_ITGA9_pubmed.html	PMID	34070790	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID34070790_SPP1_ITGA9_pubmed.xml	PMID	34070790	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B175_PMID9614184_SPP1_ITGA8_pubmed.xml	PMID	9614184	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B176_PMC25364_SPP1_ITGA8_bioc.json	PMCID	PMC25364	filename
data/raw/evidence/module20_24_supervised_cli_phase2	data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B176_PMC25364_SPP1_ITGA8_fulltext.xml	PMCID	PMC25364	filename
