species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	KLF3	HBE1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003682	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12621553.
human	NAB1	MSLN	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004319	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	23025254		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23025254; direct_evidence_pmids=23025254; source_lead_pmids=23025254.
human	NAB2	BCAR1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004320	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22431919		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22431919; direct_evidence_pmids=22431919; source_lead_pmids=22431919.
human	NCOA6	CYP2C9	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004362	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21292004		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21292004; direct_evidence_pmids=21292004; source_lead_pmids=21292004.
human	NUPR1	MSL1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005274	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	19650074		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19650074; direct_evidence_pmids=19650074; source_lead_pmids=19650074.
human	PCGF2	HOXA7	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005404	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22085718		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22085718; direct_evidence_pmids=22085718; source_lead_pmids=22085718.
human	PKNOX1	PTPN6	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005505	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20864515.
mouse	Pou4f2	Eomes	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004323	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	18077589		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18077589; direct_evidence_pmids=18077589; source_lead_pmids=18077589.
human	RFX3	FGF1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006411	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22415835		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22415835; direct_evidence_pmids=22415835; source_lead_pmids=22415835.
human	RREB1	KLK3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006470	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17550981.
human	TBX20	FGF10	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008229	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22303449		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22303449; direct_evidence_pmids=22303449; source_lead_pmids=22303449.
human	TRIM28	E2F3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008721	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	23060449		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23060449; direct_evidence_pmids=23060449; source_lead_pmids=23060449.
human	WWTR1	ASNS	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009092	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	22470139		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22470139; direct_evidence_pmids=22470139; source_lead_pmids=22470139.
human	ZIC1	BCL2L13	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009331	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	20713527		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20713527; direct_evidence_pmids=20713527; source_lead_pmids=20713527.
human	ZNF143	ESCO2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009340	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	20116366		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20116366; direct_evidence_pmids=20116366; source_lead_pmids=20116366.
human	ARX	KDM5C	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000223	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	23246292		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23246292; direct_evidence_pmids=23246292; source_lead_pmids=23246292.
human	CHD4	CD79A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000754	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	23071088		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23071088; direct_evidence_pmids=23071088; source_lead_pmids=23071088.
human	CREB3L1	SLC1A4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000921	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17617614.
human	EHF	DCDC2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001523	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	22733135		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22733135; direct_evidence_pmids=22733135; source_lead_pmids=22733135.
mouse	Esrrb	Nanog	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001088	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	18662995		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18662995; direct_evidence_pmids=18662995; source_lead_pmids=18662995.
human	ETV3	NFKB1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001947	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18025162.
human	FHL2	CCND1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002036	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=21377781.
human	HCFC1	MMACHC	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002588	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	24011988		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24011988; direct_evidence_pmids=24011988; source_lead_pmids=24011988.
human	HEXIM1	CCND1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002814	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	18757415		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18757415; direct_evidence_pmids=18757415; source_lead_pmids=18757415.
mouse	Hoxb4	Cd34	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002013	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	20404135		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20404135; direct_evidence_pmids=20404135; source_lead_pmids=20404135.
human	HOXC13	DSG4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003132	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	19683850		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19683850; direct_evidence_pmids=19683850; source_lead_pmids=19683850.
human	ID4	BRCA1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003201	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	12032322	17016441	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12032322;17016441; direct_evidence_pmids=12032322;17016441; source_lead_pmids=12032322;17016441.
human	ILF2	ACRV1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003215	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17942973.
human	KHDRBS1	AR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003643	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18273831.
human	KLF13	CCL5	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003662	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	17513757	22797700	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17513757;22797700; direct_evidence_pmids=17513757;22797700; source_lead_pmids=17513757;22797700.
human	KLF9	PDCD5	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003775	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	24173774		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24173774; direct_evidence_pmids=24173774; source_lead_pmids=24173774.
mouse	Mbd3	Cdk2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002627	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	19117947		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19117947; direct_evidence_pmids=19117947; source_lead_pmids=19117947.
mouse	Mllt3	Scnn1a	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002767	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17332896;19473990.
mouse	Mnt	Cdk4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002788	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	12970171		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12970171; direct_evidence_pmids=12970171; source_lead_pmids=12970171.
human	MYBL1	DHRS2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004133	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15105423.
human	NFATC3	CTSD	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004422	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16219765.
mouse	Nfib	Col2a1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003273	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	17904922		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17904922; direct_evidence_pmids=17904922; source_lead_pmids=17904922.
mouse	Nfkbiz	Nfkb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003559	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12831461;15618216.
human	NONO	MIA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005010	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=23672612;24349210.
human	OLIG2	LGR5	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005276	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	23793848		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23793848; direct_evidence_pmids=23793848; source_lead_pmids=23793848.
mouse	Pax1	Nkx3-2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003985	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	23851939		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23851939; direct_evidence_pmids=23851939; source_lead_pmids=23851939.
human	PER2	TWIST1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005416	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	23836662		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23836662; direct_evidence_pmids=23836662; source_lead_pmids=23836662.
human	PHOX2A	DBH	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005447	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	16280598		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16280598; direct_evidence_pmids=16280598; source_lead_pmids=16280598.
human	RBMX	EGR1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005923	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16707624.
human	SMURF2	KLF5	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006811	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	21953463		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21953463; direct_evidence_pmids=21953463; source_lead_pmids=21953463.
human	SOX11	SPAST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006860	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22574173		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22574173; direct_evidence_pmids=22574173; source_lead_pmids=22574173.
human	SSB	HAP1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007811	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	11781104		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11781104; direct_evidence_pmids=11781104; source_lead_pmids=11781104.
human	TBPL1	NF1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008225	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15767669.
human	TSG101	CEP55	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008736	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	18948538		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18948538; direct_evidence_pmids=18948538; source_lead_pmids=18948538.
human	WWP1	ERBB4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009089	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	19561640		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19561640; direct_evidence_pmids=19561640; source_lead_pmids=19561640.
human	XRCC5	CD40	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009122	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17031478.
human	XRCC6	CD40	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009125	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17031478.
human	ZNF382	HMGA2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009379	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	20682794		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20682794; direct_evidence_pmids=20682794; source_lead_pmids=20682794.
human	AES	RND3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000020	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	23546594		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23546594; direct_evidence_pmids=23546594; source_lead_pmids=23546594.
human	AIRE	CHRNA1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000052	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	17687331		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17687331; direct_evidence_pmids=17687331; source_lead_pmids=17687331.
human	ANKRD1	NPPA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000053	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18273862.
human	APBB1	GMPS	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000054	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=21453247.
mouse	Bcl11a	Frzb	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000180	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22491945		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22491945; direct_evidence_pmids=22491945; source_lead_pmids=22491945.
human	CBFA2T3	ZNF652	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000544	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	20116376		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20116376; direct_evidence_pmids=20116376; source_lead_pmids=20116376.
human	COPS5	CDKN1B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000822	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16951171.
human	CREB3	CXCR4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000920	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	20473547		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20473547; direct_evidence_pmids=20473547; source_lead_pmids=20473547.
human	DEAF1	GDF5	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001111	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	24861163		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24861163; direct_evidence_pmids=24861163; source_lead_pmids=24861163.
human	EIF2AK2	CD4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001529	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=8995707.
human	FOXF1	CDH1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002213	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	24186199		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24186199; direct_evidence_pmids=24186199; source_lead_pmids=24186199.
human	FOXI1	CFTR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002226	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	20972246		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20972246; direct_evidence_pmids=20972246; source_lead_pmids=20972246.
human	FOXJ1	ASPM	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002228	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16809635.
human	FOXN1	DSG4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002254	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	19683850		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19683850; direct_evidence_pmids=19683850; source_lead_pmids=19683850.
human	HES6	ASCL1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002812	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	16103883		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16103883; direct_evidence_pmids=16103883; source_lead_pmids=16103883.
human	HIVEP2	HLA-A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002949	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=1409593.
