batch_rank	tf_key	tf_symbol	species	target_symbol	tflink_target_count	lead_rank_within_tf	pubmed_hit_count	primary_candidate_count	direct_experiment_candidate_count	best_pmid	best_score	suggested_action	query_variant	source_snapshot	limitations
41	foxk1	FOXK1	human	PC	7136	3	3	2	2	31830901	16	fulltext_exact_pair_review	species_restricted	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
41	foxk1	FOXK1	human	HSPA4L	7136	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
41	foxk1	Foxk1	mouse	Emg1	7136	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
41	foxk1	Foxk1	mouse	Cenpp	7136	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
41	foxk1	Foxk1	mouse	Rpp30	7136	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
41	foxk1	Foxk1	mouse	Ciao1	7136	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
42	prdm10	PRDM10	human	PINX1	7102	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
42	prdm10	PRDM10	human	ANKHD1	7102	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
42	prdm10	PRDM10	human	SVOP	7102	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
42	prdm10	PRDM10	human	BLVRA	7102	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
43	gmeb2	GMEB2	human	TMEM53	7051	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
43	gmeb2	GMEB2	human	MIS12	7051	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
43	gmeb2	GMEB2	human	SNRNP35	7051	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
43	gmeb2	GMEB2	human	SVOP	7051	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
44	zbtb11	ZBTB11	human	TMEM53	6758	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
44	zbtb11	ZBTB11	human	MIS12	6758	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
44	zbtb11	ZBTB11	human	SNRNP35	6758	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
44	zbtb11	ZBTB11	human	SVOP	6758	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
45	zfhx2	ZFHX2	human	MIS12	6477	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
45	zfhx2	ZFHX2	human	PINX1	6477	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
45	zfhx2	ZFHX2	human	TBC1D9	6477	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
45	zfhx2	ZFHX2	human	SVOP	6477	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
46	mynn	MYNN	human	ANKHD1	6301	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
46	mynn	MYNN	human	SVOP	6301	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
46	mynn	MYNN	human	JAM3	6301	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
46	mynn	MYNN	human	ASL	6301	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
47	znf770	ZNF770	human	MIS12	6255	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
47	znf770	ZNF770	human	SNRNP35	6255	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
47	znf770	ZNF770	human	SVOP	6255	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
47	znf770	ZNF770	human	JAM3	6255	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
48	fezf2	Fezf2	mouse	Cenpp	6048	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
48	fezf2	Fezf2	mouse	Atcay	6048	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
48	fezf2	Fezf2	mouse	B4galt7	6048	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
48	fezf2	Fezf2	mouse	Ttc5	6048	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
49	znf792	ZNF792	human	TMEM53	6025	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
49	znf792	ZNF792	human	PINX1	6025	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
49	znf792	ZNF792	human	SVOP	6025	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
49	znf792	ZNF792	human	ASL	6025	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
50	znf823	ZNF823	human	TMEM53	5994	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
50	znf823	ZNF823	human	ANKHD1	5994	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
50	znf823	ZNF823	human	ASL	5994	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
50	znf823	ZNF823	human	KLHL26	5994	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
51	myt1l	Myt1l	mouse	Ckb	5915	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
51	myt1l	Myt1l	mouse	Cenpp	5915	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
51	myt1l	Myt1l	mouse	Atcay	5915	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
51	myt1l	Myt1l	mouse	Cxcl5	5915	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	OVOL2	human	MIS12	5906	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	OVOL2	human	PINX1	5906	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	OVOL2	human	ASL	5906	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	OVOL2	human	MPG	5906	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	Ovol2	mouse	Zfp956	5906	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	Ovol2	mouse	Irf1	5906	2	1	1	0	37244401	14	abstract_review_then_fulltext	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	Ovol2	mouse	Cenpp	5906	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
52	ovol2	Ovol2	mouse	Rassf3	5906	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
53	patz1	PATZ1	human	TMEM53	5888	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
53	patz1	PATZ1	human	MIS12	5888	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
53	patz1	PATZ1	human	PINX1	5888	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
53	patz1	PATZ1	human	SVOP	5888	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	TGIF2	human	PINX1	5873	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	TGIF2	human	ANKHD1	5873	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	TGIF2	human	TBC1D9	5873	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	TGIF2	human	SVOP	5873	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	Tgif2	mouse	Mfsd8	5873	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	Tgif2	mouse	Polr2l	5873	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	Tgif2	mouse	Dusp10	5873	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
54	tgif2	Tgif2	mouse	Kti12	5873	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
55	znf554	ZNF554	human	TMEM53	5871	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
55	znf554	ZNF554	human	SNRNP35	5871	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
55	znf554	ZNF554	human	TBC1D9	5871	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
55	znf554	ZNF554	human	SVOP	5871	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
56	zscan9	ZSCAN9	human	MIS12	5669	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
56	zscan9	ZSCAN9	human	ANKHD1	5669	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
56	zscan9	ZSCAN9	human	SVOP	5669	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
56	zscan9	ZSCAN9	human	BLVRA	5669	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
57	zbtb40	ZBTB40	human	TMEM53	5552	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
57	zbtb40	ZBTB40	human	MIS12	5552	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
57	zbtb40	ZBTB40	human	SNRNP35	5552	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
57	zbtb40	ZBTB40	human	SVOP	5552	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
58	zbtb25	ZBTB25	human	MIS12	5539	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
58	zbtb25	ZBTB25	human	SNRNP35	5539	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
58	zbtb25	ZBTB25	human	SVOP	5539	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
58	zbtb25	ZBTB25	human	ANKHD1	5539	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
59	zkscan8	ZKSCAN8	human	PINX1	5483	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
59	zkscan8	ZKSCAN8	human	SVOP	5483	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
59	zkscan8	ZKSCAN8	human	AKR1C1	5483	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
59	zkscan8	ZKSCAN8	human	PUS10	5483	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
60	fezf1	FEZF1	human	TBC1D9	5480	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
60	fezf1	FEZF1	human	SVOP	5480	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
60	fezf1	FEZF1	human	JAM3	5480	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
60	fezf1	FEZF1	human	PUS10	5480	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	ZNF652	human	CARM1	5479	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	ZNF652	human	ANKHD1	5479	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	ZNF652	human	LRRC75B	5479	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	ZNF652	human	PDZD11	5479	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	Znf652	mouse	Htra3	5479	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	Znf652	mouse	Alg12	5479	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	Znf652	mouse	Rbm6	5479	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
61	znf652	Znf652	mouse	Snx27	5479	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
62	zgpat	ZGPAT	human	PINX1	5439	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
62	zgpat	ZGPAT	human	MIS12	5439	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
62	zgpat	ZGPAT	human	TBC1D9	5439	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
62	zgpat	ZGPAT	human	SVOP	5439	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
63	npas4	Npas4	mouse	Ckb	5326	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
63	npas4	Npas4	mouse	Atcay	5326	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
63	npas4	Npas4	mouse	Ttc5	5326	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
63	npas4	Npas4	mouse	Znf426	5326	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
64	znf750	ZNF750	human	PINX1	5273	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
