batch_rank	tf_key	tf_symbol	species	target_symbol	tflink_target_count	lead_rank_within_tf	query_variant	query	pubmed_hit_count	candidate_pmids	source_registry	source_version	source_snapshot	lead_status	limitations
53	patz1	PATZ1	human	TMEM53	5888	1	species_unrestricted_fallback	"""PATZ1""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
53	patz1	PATZ1	human	MIS12	5888	2	species_unrestricted_fallback	"""PATZ1""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
53	patz1	PATZ1	human	PINX1	5888	3	species_unrestricted_fallback	"""PATZ1""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
53	patz1	PATZ1	human	SVOP	5888	4	species_unrestricted_fallback	"""PATZ1""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	TGIF2	human	PINX1	5873	1	species_unrestricted_fallback	"""TGIF2""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	TGIF2	human	ANKHD1	5873	2	species_unrestricted_fallback	"""TGIF2""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	TGIF2	human	TBC1D9	5873	3	species_unrestricted_fallback	"""TGIF2""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	TGIF2	human	SVOP	5873	4	species_unrestricted_fallback	"""TGIF2""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	Tgif2	mouse	Mfsd8	5873	1	species_unrestricted_fallback	"""Tgif2""[Title/Abstract] AND ""Mfsd8""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	Tgif2	mouse	Polr2l	5873	2	species_unrestricted_fallback	"""Tgif2""[Title/Abstract] AND ""Polr2l""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	Tgif2	mouse	Dusp10	5873	3	species_unrestricted_fallback	"""Tgif2""[Title/Abstract] AND ""Dusp10""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
54	tgif2	Tgif2	mouse	Kti12	5873	4	species_unrestricted_fallback	"""Tgif2""[Title/Abstract] AND ""Kti12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
55	znf554	ZNF554	human	TMEM53	5871	1	species_unrestricted_fallback	"""ZNF554""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
55	znf554	ZNF554	human	SNRNP35	5871	2	species_unrestricted_fallback	"""ZNF554""[Title/Abstract] AND ""SNRNP35""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
55	znf554	ZNF554	human	TBC1D9	5871	3	species_unrestricted_fallback	"""ZNF554""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
55	znf554	ZNF554	human	SVOP	5871	4	species_unrestricted_fallback	"""ZNF554""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
56	zscan9	ZSCAN9	human	MIS12	5669	1	species_unrestricted_fallback	"""ZSCAN9""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
56	zscan9	ZSCAN9	human	ANKHD1	5669	2	species_unrestricted_fallback	"""ZSCAN9""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
56	zscan9	ZSCAN9	human	SVOP	5669	3	species_unrestricted_fallback	"""ZSCAN9""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
56	zscan9	ZSCAN9	human	BLVRA	5669	4	species_unrestricted_fallback	"""ZSCAN9""[Title/Abstract] AND ""BLVRA""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
57	zbtb40	ZBTB40	human	TMEM53	5552	1	species_unrestricted_fallback	"""ZBTB40""[Title/Abstract] AND ""TMEM53""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
57	zbtb40	ZBTB40	human	MIS12	5552	2	species_unrestricted_fallback	"""ZBTB40""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
57	zbtb40	ZBTB40	human	SNRNP35	5552	3	species_unrestricted_fallback	"""ZBTB40""[Title/Abstract] AND ""SNRNP35""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
57	zbtb40	ZBTB40	human	SVOP	5552	4	species_unrestricted_fallback	"""ZBTB40""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
58	zbtb25	ZBTB25	human	MIS12	5539	1	species_unrestricted_fallback	"""ZBTB25""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
58	zbtb25	ZBTB25	human	SNRNP35	5539	2	species_unrestricted_fallback	"""ZBTB25""[Title/Abstract] AND ""SNRNP35""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
58	zbtb25	ZBTB25	human	SVOP	5539	3	species_unrestricted_fallback	"""ZBTB25""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
58	zbtb25	ZBTB25	human	ANKHD1	5539	4	species_unrestricted_fallback	"""ZBTB25""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
59	zkscan8	ZKSCAN8	human	PINX1	5483	1	species_unrestricted_fallback	"""ZKSCAN8""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
59	zkscan8	ZKSCAN8	human	SVOP	5483	2	species_unrestricted_fallback	"""ZKSCAN8""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
59	zkscan8	ZKSCAN8	human	AKR1C1	5483	3	species_unrestricted_fallback	"""ZKSCAN8""[Title/Abstract] AND ""AKR1C1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
59	zkscan8	ZKSCAN8	human	PUS10	5483	4	species_unrestricted_fallback	"""ZKSCAN8""[Title/Abstract] AND ""PUS10""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
60	fezf1	FEZF1	human	TBC1D9	5480	1	species_unrestricted_fallback	"""FEZF1""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
60	fezf1	FEZF1	human	SVOP	5480	2	species_unrestricted_fallback	"""FEZF1""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
60	fezf1	FEZF1	human	JAM3	5480	3	species_unrestricted_fallback	"""FEZF1""[Title/Abstract] AND ""JAM3""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
60	fezf1	FEZF1	human	PUS10	5480	4	species_unrestricted_fallback	"""FEZF1""[Title/Abstract] AND ""PUS10""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	ZNF652	human	CARM1	5479	1	species_unrestricted_fallback	"""ZNF652""[Title/Abstract] AND ""CARM1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	ZNF652	human	ANKHD1	5479	2	species_unrestricted_fallback	"""ZNF652""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	ZNF652	human	LRRC75B	5479	3	species_unrestricted_fallback	"""ZNF652""[Title/Abstract] AND ""LRRC75B""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	ZNF652	human	PDZD11	5479	4	species_unrestricted_fallback	"""ZNF652""[Title/Abstract] AND ""PDZD11""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	Znf652	mouse	Htra3	5479	1	species_unrestricted_fallback	"""Znf652""[Title/Abstract] AND ""Htra3""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	Znf652	mouse	Alg12	5479	2	species_unrestricted_fallback	"""Znf652""[Title/Abstract] AND ""Alg12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	Znf652	mouse	Rbm6	5479	3	species_unrestricted_fallback	"""Znf652""[Title/Abstract] AND ""Rbm6""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
61	znf652	Znf652	mouse	Snx27	5479	4	species_unrestricted_fallback	"""Znf652""[Title/Abstract] AND ""Snx27""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
62	zgpat	ZGPAT	human	PINX1	5439	1	species_unrestricted_fallback	"""ZGPAT""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
62	zgpat	ZGPAT	human	MIS12	5439	2	species_unrestricted_fallback	"""ZGPAT""[Title/Abstract] AND ""MIS12""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
62	zgpat	ZGPAT	human	TBC1D9	5439	3	species_unrestricted_fallback	"""ZGPAT""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
62	zgpat	ZGPAT	human	SVOP	5439	4	species_unrestricted_fallback	"""ZGPAT""[Title/Abstract] AND ""SVOP""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
63	npas4	Npas4	mouse	Ckb	5326	1	species_unrestricted_fallback	"""Npas4""[Title/Abstract] AND ""Ckb""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
63	npas4	Npas4	mouse	Atcay	5326	2	species_unrestricted_fallback	"""Npas4""[Title/Abstract] AND ""Atcay""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
63	npas4	Npas4	mouse	Ttc5	5326	3	species_unrestricted_fallback	"""Npas4""[Title/Abstract] AND ""Ttc5""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
63	npas4	Npas4	mouse	Znf426	5326	4	species_unrestricted_fallback	"""Npas4""[Title/Abstract] AND ""Znf426""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
64	znf750	ZNF750	human	PINX1	5273	1	species_unrestricted_fallback	"""ZNF750""[Title/Abstract] AND ""PINX1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
64	znf750	ZNF750	human	ANKHD1	5273	2	species_unrestricted_fallback	"""ZNF750""[Title/Abstract] AND ""ANKHD1""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
64	znf750	ZNF750	human	TBC1D9	5273	3	species_unrestricted_fallback	"""ZNF750""[Title/Abstract] AND ""TBC1D9""[Title/Abstract] AND (regulat*[Title/Abstract] OR transcri*[Title/Abstract] OR promoter[Title/Abstract] OR binding[Title/Abstract] OR expression[Title/Abstract])"	0		TFLink	TFLink_v1.0_snapshot	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	target_search_lead_only	GMT membership has no target-level assay, source database, or PMID; exact-pair literature review required.
