queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	source_record_id	raw_tf_symbol	tf_uniprot_id	target_uniprot_id	name_tf	name_target	detection_method	pubmed_id	organism	source_database	small_scale_evidence	tflink_source_url	raw_snapshot_path	raw_snapshot_sha256	exact_pair_match
zbtb48|ackr2|human	ZBTB48	ACKR2	human	20B	tflink:human:000954:31ccce5e56e3	ZBTB48	P10074	O00590	ZBTB48	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P10074.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P10074_targets.tsv	a2b690e57c18d2576c4b120ff291a618c5b7c996155ce53fe8368808d3f1534f	true
zbtb48|ackr3|human	ZBTB48	ACKR3	human	20B	tflink:human:000954:31ccce5e56e3	ZBTB48	P10074	P25106	ZBTB48	ACKR3	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P10074.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P10074_targets.tsv	a2b690e57c18d2576c4b120ff291a618c5b7c996155ce53fe8368808d3f1534f	true
zbtb48|actr2|human	ZBTB48	ACTR2	human	20B	tflink:human:000954:31ccce5e56e3	ZBTB48	P10074	P61160	ZBTB48	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P10074.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P10074_targets.tsv	a2b690e57c18d2576c4b120ff291a618c5b7c996155ce53fe8368808d3f1534f	true
zbtb48|acvr1|human	ZBTB48	ACVR1	human	20B	tflink:human:000954:31ccce5e56e3	ZBTB48	P10074	Q04771	ZBTB48	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P10074.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P10074_targets.tsv	a2b690e57c18d2576c4b120ff291a618c5b7c996155ce53fe8368808d3f1534f	true
zbtb6|ackr2|human	ZBTB6	ACKR2	human	20B	tflink:human:001199:bfeb2219a24f	ZBTB6	Q15916	O00590	ZBTB6	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15916_targets.tsv	9641e2e263f08524ecbb1ec51861787e9659f7897e52ee3510a26e069543ea9f	true
zbtb6|acvr1c|human	ZBTB6	ACVR1C	human	20B	tflink:human:001199:bfeb2219a24f	ZBTB6	Q15916	Q8NER5	ZBTB6	ACVR1C	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15916_targets.tsv	9641e2e263f08524ecbb1ec51861787e9659f7897e52ee3510a26e069543ea9f	true
zbtb6|acvr1|human	ZBTB6	ACVR1	human	20B	tflink:human:001199:bfeb2219a24f	ZBTB6	Q15916	Q04771	ZBTB6	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15916_targets.tsv	9641e2e263f08524ecbb1ec51861787e9659f7897e52ee3510a26e069543ea9f	true
zbtb6|adam10|human	ZBTB6	ADAM10	human	23B	tflink:human:001199:bfeb2219a24f	ZBTB6	Q15916	O14672	ZBTB6	ADAM10	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q15916.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q15916_targets.tsv	9641e2e263f08524ecbb1ec51861787e9659f7897e52ee3510a26e069543ea9f	true
zbtb7b|actr2|human	ZBTB7B	ACTR2	human	20B	tflink:human:001131:93f5318f07c8	ZBTB7B	O15156	P61160	ZBTB7B	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15156.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O15156_targets.tsv	18667d47459aa5df5b60b91f258b91301526ef3f8548a69ab74282e9871ab852	true
zbtb7b|adam10|human	ZBTB7B	ADAM10	human	23B	tflink:human:001131:93f5318f07c8	ZBTB7B	O15156	O14672	ZBTB7B	ADAM10	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15156.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O15156_targets.tsv	18667d47459aa5df5b60b91f258b91301526ef3f8548a69ab74282e9871ab852	true
zbtb7b|ang|human	ZBTB7B	ANG	human	20B	tflink:human:001131:93f5318f07c8	ZBTB7B	O15156	P03950	ZBTB7B	ANG	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15156.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O15156_targets.tsv	18667d47459aa5df5b60b91f258b91301526ef3f8548a69ab74282e9871ab852	true
zbtb7b|anxa2|human	ZBTB7B	ANXA2	human	20B;23B;24B	tflink:human:001131:93f5318f07c8	ZBTB7B	O15156	P07355	ZBTB7B	ANXA2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_O15156.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_O15156_targets.tsv	18667d47459aa5df5b60b91f258b91301526ef3f8548a69ab74282e9871ab852	true
zbtb8a|acvr1c|human	ZBTB8A	ACVR1C	human	20B	tflink:human:000900:104fd2eb9cd8	ZBTB8A	Q96BR9	Q8NER5	ZBTB8A	ACVR1C	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96BR9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96BR9_targets.tsv	95189756d56cc48e58627dc5f3fb8501487ac5e4033705ffdf744a9f099c887f	true
zbtb8a|adam22|human	ZBTB8A	ADAM22	human	20B;23B	tflink:human:000900:104fd2eb9cd8	ZBTB8A	Q96BR9	Q9P0K1	ZBTB8A	ADAM22	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96BR9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96BR9_targets.tsv	95189756d56cc48e58627dc5f3fb8501487ac5e4033705ffdf744a9f099c887f	true
zbtb8a|ada|human	ZBTB8A	ADA	human	20B	tflink:human:000900:104fd2eb9cd8	ZBTB8A	Q96BR9	P00813	ZBTB8A	ADA	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96BR9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96BR9_targets.tsv	95189756d56cc48e58627dc5f3fb8501487ac5e4033705ffdf744a9f099c887f	true
zbtb8a|adgrl1|human	ZBTB8A	ADGRL1	human	20B;23B	tflink:human:000900:104fd2eb9cd8	ZBTB8A	Q96BR9	O94910	ZBTB8A	ADGRL1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96BR9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96BR9_targets.tsv	95189756d56cc48e58627dc5f3fb8501487ac5e4033705ffdf744a9f099c887f	true
zfat|ackr2|human	ZFAT	ACKR2	human	20B	tflink:human:001295:17a5aaa726bd	ZFAT	Q9P243	O00590	ZFAT	ACKR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9P243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9P243_targets.tsv	ed301d51872d879104a264d92a37f1260bea4123cdac3a6630cc02abcda44219	true
zfat|actr2|human	ZFAT	ACTR2	human	20B	tflink:human:001295:17a5aaa726bd	ZFAT	Q9P243	P61160	ZFAT	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9P243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9P243_targets.tsv	ed301d51872d879104a264d92a37f1260bea4123cdac3a6630cc02abcda44219	true
zfat|actr2|mouse	ZFAT	Actr2	mouse	20B	tflink:mouse:001008:d3f12f712cb2	Zfat	Q7TS63	P61161	Zfat	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q7TS63.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q7TS63_targets.tsv	2e80afbdbbe63451e3b65fded6957e785b9a9e790ad1a71d76f9559b27b0786b	true
zfat|acvr1c|mouse	ZFAT	Acvr1c	mouse	20B	tflink:mouse:001008:d3f12f712cb2	Zfat	Q7TS63	Q8K348	Zfat	Acvr1c	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q7TS63.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q7TS63_targets.tsv	2e80afbdbbe63451e3b65fded6957e785b9a9e790ad1a71d76f9559b27b0786b	true
zfat|acvr1|mouse	ZFAT	Acvr1	mouse	20B	tflink:mouse:001008:d3f12f712cb2	Zfat	Q7TS63	P37172	Zfat	Acvr1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q7TS63.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q7TS63_targets.tsv	2e80afbdbbe63451e3b65fded6957e785b9a9e790ad1a71d76f9559b27b0786b	true
zfat|acvrl1|mouse	ZFAT	Acvrl1	mouse	20B	tflink:mouse:001008:d3f12f712cb2	Zfat	Q7TS63	Q61288	Zfat	Acvrl1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q7TS63.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q7TS63_targets.tsv	2e80afbdbbe63451e3b65fded6957e785b9a9e790ad1a71d76f9559b27b0786b	true
zfat|adipor1|human	ZFAT	ADIPOR1	human	20B	tflink:human:001295:17a5aaa726bd	ZFAT	Q9P243	Q96A54	ZFAT	ADIPOR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9P243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9P243_targets.tsv	ed301d51872d879104a264d92a37f1260bea4123cdac3a6630cc02abcda44219	true
zfat|alcam|human	ZFAT	ALCAM	human	20B;23B	tflink:human:001295:17a5aaa726bd	ZFAT	Q9P243	Q13740	ZFAT	ALCAM	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9P243.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9P243_targets.tsv	ed301d51872d879104a264d92a37f1260bea4123cdac3a6630cc02abcda44219	true
zfhx2|a2m|human	ZFHX2	A2M	human	20B	tflink:human:001270:8ee2682df0f0	ZFHX2	Q9C0A1	P01023	ZFHX2	A2M	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9C0A1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9C0A1_targets.tsv	523b19d7acf4e393d689cf05b812b387a5052f0247520021a60299c91baffaa6	true
zfhx2|acvr1|human	ZFHX2	ACVR1	human	20B	tflink:human:001270:8ee2682df0f0	ZFHX2	Q9C0A1	Q04771	ZFHX2	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9C0A1.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9C0A1_targets.tsv	523b19d7acf4e393d689cf05b812b387a5052f0247520021a60299c91baffaa6	true
zfp1|abca1|human	ZFP1	ABCA1	human	20B	tflink:human:001050:ea814b56c4df	ZFP1	Q6P2D0	O95477	ZFP1	ABCA1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P2D0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P2D0_targets.tsv	2f2f2e884f15df02e74f5536ddafecdeaa44d95ec799f03ca027bff1324f6492	true
zfp1|acvr1|human	ZFP1	ACVR1	human	20B	tflink:human:001050:ea814b56c4df	ZFP1	Q6P2D0	Q04771	ZFP1	ACVR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P2D0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P2D0_targets.tsv	2f2f2e884f15df02e74f5536ddafecdeaa44d95ec799f03ca027bff1324f6492	true
zfp1|adam22|human	ZFP1	ADAM22	human	20B;23B	tflink:human:001050:ea814b56c4df	ZFP1	Q6P2D0	Q9P0K1	ZFP1	ADAM22	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P2D0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P2D0_targets.tsv	2f2f2e884f15df02e74f5536ddafecdeaa44d95ec799f03ca027bff1324f6492	true
zfp1|adgrb3|human	ZFP1	ADGRB3	human	20B	tflink:human:001050:ea814b56c4df	ZFP1	Q6P2D0	O60242	ZFP1	ADGRB3	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q6P2D0.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q6P2D0_targets.tsv	2f2f2e884f15df02e74f5536ddafecdeaa44d95ec799f03ca027bff1324f6492	true
zfp319|cap1|mouse	Zfp319	Cap1	mouse	20B	tflink:mouse:001033:2c9c66677573	Znf319	Q9ERR8	P40124	Znf319	Cap1	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9ERR8.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9ERR8_targets.tsv	2e754fca745b758c31e2f28fc49dbd31b8dee7e9a30fc8442b607433784c7337	true
zfp652|adam17|mouse	Zfp652	Adam17	mouse	20B	tflink:mouse:001057:cb5d9df248e4	Znf652	Q5DU09	Q9Z0F8	Znf652	Adam17	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q5DU09.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q5DU09_targets.tsv	facf95ec124e27ab3aad2c9494dd66d27dab69ccd96db7848bf7309129e9c99d	true
zfp69b|actr2|human	ZFP69B	ACTR2	human	20B	tflink:human:001126:72a02732f5d7	ZFP69B	Q9UJL9	P61160	ZFP69B	ACTR2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UJL9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UJL9_targets.tsv	aab95dacda47076851b804f865e90eb3cb9b161c2fd9749934615ce28ea7c600	true
zfp69b|adam9|human	ZFP69B	ADAM9	human	20B	tflink:human:001126:72a02732f5d7	ZFP69B	Q9UJL9	Q13443	ZFP69B	ADAM9	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UJL9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UJL9_targets.tsv	aab95dacda47076851b804f865e90eb3cb9b161c2fd9749934615ce28ea7c600	true
zfp69b|adora2a|human	ZFP69B	ADORA2A	human	20B	tflink:human:001126:72a02732f5d7	ZFP69B	Q9UJL9	P29274	ZFP69B	ADORA2A	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UJL9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UJL9_targets.tsv	aab95dacda47076851b804f865e90eb3cb9b161c2fd9749934615ce28ea7c600	true
zfp69b|anxa2|human	ZFP69B	ANXA2	human	20B;23B;24B	tflink:human:001126:72a02732f5d7	ZFP69B	Q9UJL9	P07355	ZFP69B	ANXA2	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UJL9.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UJL9_targets.tsv	aab95dacda47076851b804f865e90eb3cb9b161c2fd9749934615ce28ea7c600	true
zfp91|adora1|human	ZFP91	ADORA1	human	20B	tflink:human:001188:ee1f7593a07e	ZFP91	Q96JP5	P30542	ZFP91	ADORA1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96JP5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96JP5_targets.tsv	61fdf0e55cfc6fd4849521e23d44306b6c2f215fb89c291d90985df295717110	true
zfp91|axl|human	ZFP91	AXL	human	20B	tflink:human:001188:ee1f7593a07e	ZFP91	Q96JP5	P30530	ZFP91	AXL	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96JP5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96JP5_targets.tsv	61fdf0e55cfc6fd4849521e23d44306b6c2f215fb89c291d90985df295717110	true
zfp91|c5ar1|human	ZFP91	C5AR1	human	20B;24B	tflink:human:001188:ee1f7593a07e	ZFP91	Q96JP5	P21730	ZFP91	C5AR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96JP5.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96JP5_targets.tsv	61fdf0e55cfc6fd4849521e23d44306b6c2f215fb89c291d90985df295717110	true
zfx|ackr2|human	ZFX	ACKR2	human	20B	tflink:human:001034:2f5592610d9c	ZFX	P17010	O00590	ZFX	ACKR2	chromatin immunoprecipitation assay	29126285;27924024	Homo sapiens	GTRD;ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17010.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17010_targets.tsv	1c5c61cdc29b0aa7b43a21f73345564d87cc2084777b7a64ed44fdeb3240c352	true
zfx|actr2|human	ZFX	ACTR2	human	20B	tflink:human:001034:2f5592610d9c	ZFX	P17010	P61160	ZFX	ACTR2	chromatin immunoprecipitation assay	29126285;27924024	Homo sapiens	GTRD;ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17010.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17010_targets.tsv	1c5c61cdc29b0aa7b43a21f73345564d87cc2084777b7a64ed44fdeb3240c352	true
zfx|actr2|mouse	ZFX	Actr2	mouse	20B	tflink:mouse:001002:962f75041810	Zfx	P17012	P61161	Zfx	Actr2	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17012.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P17012_targets.tsv	b8023417ee4f0f2f700890290f0d125ebe8ce510a1723d6aa98923c0cd54ce22	true
zfx|acvr1c|human	ZFX	ACVR1C	human	20B	tflink:human:001034:2f5592610d9c	ZFX	P17010	Q8NER5	ZFX	ACVR1C	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17010.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17010_targets.tsv	1c5c61cdc29b0aa7b43a21f73345564d87cc2084777b7a64ed44fdeb3240c352	true
zfx|acvr1|human	ZFX	ACVR1	human	20B	tflink:human:001034:2f5592610d9c	ZFX	P17010	Q04771	ZFX	ACVR1	chromatin immunoprecipitation assay	29126285;27924024	Homo sapiens	GTRD;ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17010.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17010_targets.tsv	1c5c61cdc29b0aa7b43a21f73345564d87cc2084777b7a64ed44fdeb3240c352	true
zfx|adam17|mouse	ZFX	Adam17	mouse	20B	tflink:mouse:001002:962f75041810	Zfx	P17012	Q9Z0F8	Zfx	Adam17	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17012.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P17012_targets.tsv	b8023417ee4f0f2f700890290f0d125ebe8ce510a1723d6aa98923c0cd54ce22	true
zfx|adam22|mouse	ZFX	Adam22	mouse	20B;23B	tflink:mouse:001002:962f75041810	Zfx	P17012	Q9R1V6	Zfx	Adam22	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17012.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P17012_targets.tsv	b8023417ee4f0f2f700890290f0d125ebe8ce510a1723d6aa98923c0cd54ce22	true
zfx|adam9|mouse	ZFX	Adam9	mouse	20B	tflink:mouse:001002:962f75041810	Zfx	P17012	Q61072	Zfx	Adam9	chromatin immunoprecipitation assay	27924024	Mus musculus	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17012.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P17012_targets.tsv	b8023417ee4f0f2f700890290f0d125ebe8ce510a1723d6aa98923c0cd54ce22	true
zim3|ang|human	ZIM3	ANG	human	20B	tflink:human:001315:a63d16bf1b37	ZIM3	Q96PE6	P03950	ZIM3	ANG	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96PE6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96PE6_targets.tsv	18a40f634a7b5126d73057d4fc6268e200df5a18353bb7fdae07067a88bd2fc5	true
zim3|bmp6|human	ZIM3	BMP6	human	20B	tflink:human:001315:a63d16bf1b37	ZIM3	Q96PE6	P22004	ZIM3	BMP6	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q96PE6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q96PE6_targets.tsv	18a40f634a7b5126d73057d4fc6268e200df5a18353bb7fdae07067a88bd2fc5	true
zkscan1|ackr1|human	ZKSCAN1	ACKR1	human	20B	tflink:human:001111:672c047826fd	ZKSCAN1	P17029	Q16570	ZKSCAN1	ACKR1	chromatin immunoprecipitation assay	27924024	Homo sapiens	GTRD	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17029.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17029_targets.tsv	7d6058486735195c33efd4194932bcbb48bcaa2285270b9d4c92c53f2e18fe80	true
zkscan1|ackr2|human	ZKSCAN1	ACKR2	human	20B	tflink:human:001111:672c047826fd	ZKSCAN1	P17029	O00590	ZKSCAN1	ACKR2	chromatin immunoprecipitation assay	29126285	Homo sapiens	ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17029.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17029_targets.tsv	7d6058486735195c33efd4194932bcbb48bcaa2285270b9d4c92c53f2e18fe80	true
zkscan1|actr2|human	ZKSCAN1	ACTR2	human	20B	tflink:human:001111:672c047826fd	ZKSCAN1	P17029	P61160	ZKSCAN1	ACTR2	chromatin immunoprecipitation assay	29126285;27924024	Homo sapiens	GTRD;ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17029.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17029_targets.tsv	7d6058486735195c33efd4194932bcbb48bcaa2285270b9d4c92c53f2e18fe80	true
zkscan1|acvr1|human	ZKSCAN1	ACVR1	human	20B	tflink:human:001111:672c047826fd	ZKSCAN1	P17029	Q04771	ZKSCAN1	ACVR1	chromatin immunoprecipitation assay	29126285;27924024	Homo sapiens	GTRD;ReMap	No	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P17029.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P17029_targets.tsv	7d6058486735195c33efd4194932bcbb48bcaa2285270b9d4c92c53f2e18fe80	true
