outcome_id	queue_key	regulator_symbol	target_symbol	species_scope	search_query	source_citations	evidence_type	outcome_summary	disposition	search_status
search_outcome_228	supt16h/spt16|ccnd1|human	SUPT16H/SPT16	CCND1	human	SUPT16H SPT16 CCND1 exact primary study	https://pmc.ncbi.nlm.nih.gov/articles/PMC7648015/;https://www.ncbi.nlm.nih.gov/gene/11198/	chromatin_factor_expression_response_without_direct_mechanism	Human SPT16/FACT evidence supports a chromatin transcription-elongation factor and reports gene-expression responses after SPT16 perturbation, but no direct SPT16 occupancy, CCND1-specific binding, or causal CCND1 mechanism was established.	retain_chromatin_factor_route_22B_without_canonical_promotion	completed
search_outcome_229	u2af2|apoa1|human	U2AF2	APOA1	human	U2AF2 APOA1 exact interaction	https://pmc.ncbi.nlm.nih.gov/articles/PMC4671683/	rna_processing_or_protein_complex_association_not_transcriptional	The cited human U2AF2 record supports RNA-processing or protein-complex association in the APOA1-related context, but does not establish sequence-specific U2AF2 transcriptional regulation of APOA1.	retain_rna_regulator_route_20B_without_canonical_promotion	completed
search_outcome_230	ahrr|actr2|human	AHRR	ACTR2	human	AHRR ACTR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AHRR_TARGET_GENES.html	binding_dataset_only	The human AHRR target-set record contains ACTR2, but no primary exact AHRR occupancy plus perturbation evidence for ACTR2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_231	barhl1|anxa2|human	BARHL1	ANXA2	human	BARHL1 ANXA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BARHL1_TARGET_GENES.html	binding_dataset_only	The human BARHL1 target-set record contains ANXA2, but no primary exact BARHL1 occupancy plus perturbation evidence for ANXA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_232	barhl1|cish|human	BARHL1	CISH	human	BARHL1 CISH exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BARHL1_TARGET_GENES.html	binding_dataset_only	The human BARHL1 target-set record contains CISH, but no primary exact BARHL1 occupancy plus perturbation evidence for CISH was located.	retain_database_target_profile_without_promotion	completed
search_outcome_233	barhl1|dip2a|human	BARHL1	DIP2A	human	BARHL1 DIP2A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BARHL1_TARGET_GENES.html	binding_dataset_only	The human BARHL1 target-set record contains DIP2A, but no primary exact BARHL1 occupancy plus perturbation evidence for DIP2A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_234	barhl1|dkk1|human	BARHL1	DKK1	human	BARHL1 DKK1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BARHL1_TARGET_GENES.html	binding_dataset_only	The human BARHL1 target-set record contains DKK1, but no primary exact BARHL1 occupancy plus perturbation evidence for DKK1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_235	barx1|adipor1|human	BARX1	ADIPOR1	human	BARX1 ADIPOR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BARX1_TARGET_GENES	binding_dataset_only	The human BARX1 target-set record contains ADIPOR1, but no primary exact BARX1 occupancy plus perturbation evidence for ADIPOR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_236	dmrtb1|cx3cl1|mouse	DMRTB1	Cx3cl1	mouse	DMRTB1 Cx3cl1 exact target search	https://dbarchive.biosciencedbc.jp/kyushu-u/mm10/target/Dmrtb1.5.html	binding_dataset_only	The mouse target/profile record provides a DMRTB1-Cx3cl1 candidate, but no primary exact binding plus perturbation evidence was located.	retain_database_target_profile_without_promotion	completed
search_outcome_237	fev|adam17|human	FEV	ADAM17	human	FEV ADAM17 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FEV_TARGET_GENES.html	binding_dataset_only	The human FEV target-set record contains ADAM17, but no primary exact FEV occupancy plus perturbation evidence for ADAM17 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_238	foxd2|cd44|human	FOXD2	CD44	human	FOXD2 CD44 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FOXD2_TARGET_GENES.html	binding_dataset_only	The human FOXD2 target-set record contains CD44, but no primary exact FOXD2 occupancy plus perturbation evidence for CD44 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_239	foxd2|cd9|human	FOXD2	CD9	human	FOXD2 CD9 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FOXD2_TARGET_GENES.html	binding_dataset_only	The human FOXD2 target-set record contains CD9, but no primary exact FOXD2 occupancy plus perturbation evidence for CD9 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_240	foxn3|actr2|human	FOXN3	ACTR2	human	FOXN3 ACTR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FOXN3_TARGET_GENES	binding_dataset_only	The human FOXN3 target-set record contains ACTR2, but no primary exact FOXN3 occupancy plus perturbation evidence for ACTR2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_241	foxn3|adam17|human	FOXN3	ADAM17	human	FOXN3 ADAM17 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FOXN3_TARGET_GENES	binding_dataset_only	The human FOXN3 target-set record contains ADAM17, but no primary exact FOXN3 occupancy plus perturbation evidence for ADAM17 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_242	foxn3|adam23|human	FOXN3	ADAM23	human	FOXN3 ADAM23 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FOXN3_TARGET_GENES	binding_dataset_only	The human FOXN3 target-set record contains ADAM23, but no primary exact FOXN3 occupancy plus perturbation evidence for ADAM23 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_243	foxn3|ada|human	FOXN3	ADA	human	FOXN3 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FOXN3_TARGET_GENES	binding_dataset_only	The human FOXN3 target-set record contains ADA, but no primary exact FOXN3 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_244	hand1|adam22|human	HAND1	ADAM22	human	HAND1 ADAM22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HAND1_TARGET_GENES.html	binding_dataset_only	The human HAND1 target-set record contains ADAM22, but no primary exact HAND1 occupancy plus perturbation evidence for ADAM22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_245	hand1|aplp2|human	HAND1	APLP2	human	HAND1 APLP2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HAND1_TARGET_GENES.html	binding_dataset_only	The human HAND1 target-set record contains APLP2, but no primary exact HAND1 occupancy plus perturbation evidence for APLP2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_246	hand1|cdh11|human	HAND1	CDH11	human	HAND1 CDH11 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HAND1_TARGET_GENES.html	binding_dataset_only	The human HAND1 target-set record contains CDH11, but no primary exact HAND1 occupancy plus perturbation evidence for CDH11 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_247	hand1|epor|human	HAND1	EPOR	human	HAND1 EPOR exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HAND1_TARGET_GENES.html	binding_dataset_only	The human HAND1 target-set record contains EPOR, but no primary exact HAND1 occupancy plus perturbation evidence for EPOR was located.	retain_database_target_profile_without_promotion	completed
search_outcome_248	hes4|gli1|human	HES4	GLI1	human	HES4 GLI1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/HES4_TARGET_GENES.html	binding_dataset_only	The human HES4 target-set record contains GLI1, but no primary exact HES4 occupancy plus perturbation evidence for GLI1 was located; direct HES1-GLI1 evidence was not transferred to HES4.	retain_database_target_profile_without_promotion	completed
search_outcome_249	hes4|itgb8|human	HES4	ITGB8	human	HES4 ITGB8 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/HES4_TARGET_GENES.html	binding_dataset_only	The human HES4 target-set record contains ITGB8, but no primary exact HES4 occupancy plus perturbation evidence for ITGB8 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_250	hes4|lamp1|human	HES4	LAMP1	human	HES4 LAMP1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/HES4_TARGET_GENES.html	binding_dataset_only	The human HES4 target-set record contains LAMP1, but no primary exact HES4 occupancy plus perturbation evidence for LAMP1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_251	hes4|lrp6|human	HES4	LRP6	human	HES4 LRP6 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/HES4_TARGET_GENES.html	binding_dataset_only	The human HES4 target-set record contains LRP6, but no primary exact HES4 occupancy plus perturbation evidence for LRP6 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_252	insm2|adgrl2|human	INSM2	ADGRL2	human	INSM2 ADGRL2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/INSM2_TARGET_GENES.html	binding_dataset_only	The human INSM2 target-set record contains ADGRL2, but no primary exact INSM2 occupancy plus perturbation evidence for ADGRL2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_253	insm2|axl|human	INSM2	AXL	human	INSM2 AXL exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/INSM2_TARGET_GENES.html	binding_dataset_only	The human INSM2 target-set record contains AXL, but no primary exact INSM2 occupancy plus perturbation evidence for AXL was located.	retain_database_target_profile_without_promotion	completed
search_outcome_254	irx2|actr2|human	IRX2	ACTR2	human	IRX2 ACTR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/IRX2_TARGET_GENES.html	binding_dataset_only	The human IRX2 target-set record contains ACTR2, but no primary exact IRX2 occupancy plus perturbation evidence for ACTR2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_255	irx2|anxa2|human	IRX2	ANXA2	human	IRX2 ANXA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/IRX2_TARGET_GENES.html	binding_dataset_only	The human IRX2 target-set record contains ANXA2, but no primary exact IRX2 occupancy plus perturbation evidence for ANXA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_256	irx2|dll3|human	IRX2	DLL3	human	IRX2 DLL3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/IRX2_TARGET_GENES.html	binding_dataset_only	The human IRX2 target-set record contains DLL3, but no primary exact IRX2 occupancy plus perturbation evidence for DLL3 was located; prior OVOL2-MSGN1-DLL3 evidence was not transferred to IRX2.	retain_database_target_profile_without_promotion	completed
search_outcome_257	irx2|fam3d|human	IRX2	FAM3D	human	IRX2 FAM3D exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/IRX2_TARGET_GENES.html	binding_dataset_only	The human IRX2 target-set record contains FAM3D, but no primary exact IRX2 occupancy plus perturbation evidence for FAM3D was located.	retain_database_target_profile_without_promotion	completed
search_outcome_258	kat8/mof|adam10|mouse	KAT8/MOF	Adam10	mouse	KAT8 MOF Adam10 exact target search	https://tflink.net/download/#interaction-gmt;https://pmc.ncbi.nlm.nih.gov/articles/PMC6446880/;https://pubmed.ncbi.nlm.nih.gov/36894639/	genetic_cooccurrence_or_chromatin_regulator_profile_without_exact_edge	The mouse KAT8/Adam10 candidate is a genetic co-locus or database-membership lead; KAT8/MOF chromatin-acetyltransferase evidence at other loci does not establish Adam10 occupancy, perturbation direction, or a direct exact pair.	retain_genetic_cooccurrence_and_chromatin_profile_route_23B_without_promotion	completed
search_outcome_259	morc2|ctnnb1|human	MORC2	CTNNB1	human	target-level MORC2 CTNNB1 exact search	https://tflink.net/download/#interaction-gmt	reverse_pathway_association_not_promotable	The human MORC2-CTNNB1 candidate is a reverse or indirect Wnt/pathway association from a TFLink aggregate, not direct MORC2 locus occupancy or a demonstrated direction on CTNNB1.	retain_reverse_pathway_association_without_promotion	completed
search_outcome_260	nfxl1|acvr1|human	NFXL1	ACVR1	human	NFXL1 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NFXL1_TARGET_GENES.html	binding_dataset_only	The human NFXL1 target-set record contains ACVR1, but no primary exact NFXL1 occupancy plus perturbation evidence for ACVR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_261	nfxl1|col6a1|human	NFXL1	COL6A1	human	NFXL1 COL6A1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NFXL1_TARGET_GENES.html	binding_dataset_only	The human NFXL1 target-set record contains COL6A1, but no primary exact NFXL1 occupancy plus perturbation evidence for COL6A1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_262	nfxl1|dll1|human	NFXL1	DLL1	human	NFXL1 DLL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NFXL1_TARGET_GENES.html	binding_dataset_only	The human NFXL1 target-set record contains DLL1, but no primary exact NFXL1 occupancy plus perturbation evidence for DLL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_263	nfxl1|egfl7|human	NFXL1	EGFL7	human	NFXL1 EGFL7 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NFXL1_TARGET_GENES.html	binding_dataset_only	The human NFXL1 target-set record contains EGFL7, but no primary exact NFXL1 occupancy plus perturbation evidence for EGFL7 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_264	ovol2|adgrl1|mouse	OVOL2	Adgrl1	mouse	OVOL2 Adgrl1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/OVOL2_TARGET_GENES.html	binding_dataset_only	The mouse OVOL2 target-set record contains Adgrl1, but the existing exact OVOL2-Cdh2 promotion does not support this separate pair and no primary Adgrl1 occupancy plus perturbation evidence was located.	retain_database_target_profile_without_promotion	completed
search_outcome_265	ovol2|ado|mouse	OVOL2	Ado	mouse	OVOL2 Ado exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/OVOL2_TARGET_GENES.html	binding_dataset_only	The mouse OVOL2 target-set record contains Ado, but the existing exact OVOL2-Cdh2 promotion does not support this separate pair and no primary Ado occupancy plus perturbation evidence was located.	retain_database_target_profile_without_promotion	completed
search_outcome_266	ovol2|angptl2|mouse	OVOL2	Angptl2	mouse	OVOL2 Angptl2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/OVOL2_TARGET_GENES.html	binding_dataset_only	The mouse OVOL2 target-set record contains Angptl2, but the existing exact OVOL2-Cdh2 promotion does not support this separate pair and no primary Angptl2 occupancy plus perturbation evidence was located.	retain_database_target_profile_without_promotion	completed
search_outcome_267	rfx7|actr2|human	RFX7	ACTR2	human	RFX7 ACTR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RFX7_TARGET_GENES.html	binding_dataset_only	The human RFX7 target-set record contains ACTR2, but primary RFX7 studies support other direct targets such as PDCD4, DDIT4, and PIK3IP1 rather than ACTR2.	retain_regulator_level_and_different_target_without_promotion	completed
search_outcome_268	rfx7|adgrl1|human	RFX7	ADGRL1	human	RFX7 ADGRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RFX7_TARGET_GENES.html	binding_dataset_only	The human RFX7 target-set record contains ADGRL1, but primary RFX7 studies support other direct targets such as PDCD4, DDIT4, and PIK3IP1 rather than ADGRL1.	retain_regulator_level_and_different_target_without_promotion	completed
search_outcome_269	rfx7|dkk1|human	RFX7	DKK1	human	RFX7 DKK1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RFX7_TARGET_GENES.html	binding_dataset_only	The human RFX7 target-set record contains DKK1, but primary RFX7 studies support other direct targets such as PDCD4, DDIT4, and PIK3IP1 rather than DKK1.	retain_regulator_level_and_different_target_without_promotion	completed
search_outcome_270	rfx7|epha4|human	RFX7	EPHA4	human	RFX7 EPHA4 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RFX7_TARGET_GENES.html	binding_dataset_only	The human RFX7 target-set record contains EPHA4, but primary RFX7 studies support other direct targets such as PDCD4, DDIT4, and PIK3IP1 rather than EPHA4.	retain_regulator_level_and_different_target_without_promotion	completed
search_outcome_271	rlf|ada|human	RLF	ADA	human	RLF ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RLF_TARGET_GENES.html	binding_dataset_only	The human RLF target-set record contains ADA, but no primary exact RLF occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_272	rlf|cd274|human	RLF	CD274	human	RLF CD274 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RLF_TARGET_GENES.html	binding_dataset_only	The human RLF target-set record contains CD274, but no primary exact RLF occupancy plus perturbation evidence for CD274 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_273	rlf|ctnnb1|human	RLF	CTNNB1	human	RLF CTNNB1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RLF_TARGET_GENES.html	binding_dataset_only	The human RLF target-set record contains CTNNB1, but no primary exact RLF occupancy plus perturbation evidence for CTNNB1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_274	rlf|gli1|human	RLF	GLI1	human	RLF GLI1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RLF_TARGET_GENES.html	binding_dataset_only	The human RLF target-set record contains GLI1, but no primary exact RLF occupancy plus perturbation evidence for GLI1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_275	zbed5|adgrb3|human	ZBED5	ADGRB3	human	ZBED5 ADGRB3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBED5_TARGET_GENES.html	binding_dataset_only	The human ZBED5 target-set record contains ADGRB3, but no primary exact ZBED5 occupancy plus perturbation evidence for ADGRB3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_276	zbed5|alcam|human	ZBED5	ALCAM	human	ZBED5 ALCAM exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBED5_TARGET_GENES.html	binding_dataset_only	The human ZBED5 target-set record contains ALCAM, but no primary exact ZBED5 occupancy plus perturbation evidence for ALCAM was located.	retain_database_target_profile_without_promotion	completed
search_outcome_277	zbed5|aplp2|human	ZBED5	APLP2	human	ZBED5 APLP2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBED5_TARGET_GENES.html	binding_dataset_only	The human ZBED5 target-set record contains APLP2, but no primary exact ZBED5 occupancy plus perturbation evidence for APLP2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_278	zbtb12|actr2|human	ZBTB12	ACTR2	human	ZBTB12 ACTR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB12_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC9911396/;https://www.encodeproject.org/experiments/ENCSR172OSX/	regulator_level_and_different_target	Human ZBTB12 ChIP-seq and perturbation studies support direct regulation of HERVH-associated loci and lncRNAs in pluripotent stem cells, not ACTR2; the queued ACTR2 edge remains a target/profile candidate.	retain_regulator_level_evidence_and_exact_pair_hold_without_promotion	completed
search_outcome_279	zbtb12|acvr1|human	ZBTB12	ACVR1	human	ZBTB12 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB12_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC9911396/;https://www.encodeproject.org/experiments/ENCSR172OSX/	regulator_level_and_different_target	Human ZBTB12 ChIP-seq and perturbation studies support direct regulation of HERVH-associated loci and lncRNAs in pluripotent stem cells, not ACVR1; the queued ACVR1 edge remains a target/profile candidate.	retain_regulator_level_evidence_and_exact_pair_hold_without_promotion	completed
search_outcome_280	zbtb12|adgrl1|human	ZBTB12	ADGRL1	human	ZBTB12 ADGRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB12_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC9911396/;https://www.encodeproject.org/experiments/ENCSR172OSX/	regulator_level_and_different_target	Human ZBTB12 ChIP-seq and perturbation studies support direct regulation of HERVH-associated loci and lncRNAs in pluripotent stem cells, not ADGRL1; the queued ADGRL1 edge remains a target/profile candidate.	retain_regulator_level_evidence_and_exact_pair_hold_without_promotion	completed
search_outcome_281	zbtb12|aplp1|human	ZBTB12	APLP1	human	ZBTB12 APLP1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB12_TARGET_GENES.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC9911396/;https://www.encodeproject.org/experiments/ENCSR172OSX/	regulator_level_and_different_target	Human ZBTB12 ChIP-seq and perturbation studies support direct regulation of HERVH-associated loci and lncRNAs in pluripotent stem cells, not APLP1; the queued APLP1 edge remains a target/profile candidate.	retain_regulator_level_evidence_and_exact_pair_hold_without_promotion	completed
search_outcome_282	zbtb18|axl|human	ZBTB18	AXL	human	ZBTB18 AXL exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB18_TARGET_GENES	binding_dataset_only	The human ZBTB18 target-set record contains AXL, but no primary exact ZBTB18 occupancy plus perturbation evidence for AXL was located.	retain_database_target_profile_without_promotion	completed
search_outcome_283	zbtb44|acvr1|human	ZBTB44	ACVR1	human	ZBTB44 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB44_TARGET_GENES.html	binding_dataset_only	The human ZBTB44 target-set record contains ACVR1, but no primary exact ZBTB44 occupancy plus perturbation evidence for ACVR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_284	zbtb44|adam22|human	ZBTB44	ADAM22	human	ZBTB44 ADAM22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB44_TARGET_GENES.html	binding_dataset_only	The human ZBTB44 target-set record contains ADAM22, but no primary exact ZBTB44 occupancy plus perturbation evidence for ADAM22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_285	zbtb44|adgrl1|human	ZBTB44	ADGRL1	human	ZBTB44 ADGRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB44_TARGET_GENES.html	binding_dataset_only	The human ZBTB44 target-set record contains ADGRL1, but no primary exact ZBTB44 occupancy plus perturbation evidence for ADGRL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_286	zbtb44|adipor1|human	ZBTB44	ADIPOR1	human	ZBTB44 ADIPOR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZBTB44_TARGET_GENES.html	binding_dataset_only	The human ZBTB44 target-set record contains ADIPOR1, but no primary exact ZBTB44 occupancy plus perturbation evidence for ADIPOR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_287	zfp319|adam17|mouse	Zfp319	Adam17	mouse	Zfp319 Adam17 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP319_TARGET_GENES	binding_dataset_only	The mouse Zfp319 target-set record contains Adam17, but no primary exact Zfp319 occupancy plus perturbation evidence for Adam17 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_288	zfp319|anxa1|mouse	Zfp319	Anxa1	mouse	Zfp319 Anxa1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP319_TARGET_GENES	binding_dataset_only	The mouse Zfp319 target-set record contains Anxa1, but no primary exact Zfp319 occupancy plus perturbation evidence for Anxa1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_289	zfp319|axl|mouse	Zfp319	Axl	mouse	Zfp319 Axl exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP319_TARGET_GENES	binding_dataset_only	The mouse Zfp319 target-set record contains Axl, but no primary exact Zfp319 occupancy plus perturbation evidence for Axl was located.	retain_database_target_profile_without_promotion	completed
search_outcome_290	zfp652|acvr1c|mouse	Zfp652	Acvr1c	mouse	Zfp652 Acvr1c exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP652_TARGET_GENES.html	binding_dataset_only	The mouse Zfp652 target-set record contains Acvr1c, but no primary exact Zfp652 occupancy plus perturbation evidence for Acvr1c was located.	retain_database_target_profile_without_promotion	completed
search_outcome_291	zfp652|acvr1|mouse	Zfp652	Acvr1	mouse	Zfp652 Acvr1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP652_TARGET_GENES.html	binding_dataset_only	The mouse Zfp652 target-set record contains Acvr1, but no primary exact Zfp652 occupancy plus perturbation evidence for Acvr1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_292	zfp652|adgrl3|mouse	Zfp652	Adgrl3	mouse	Zfp652 Adgrl3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP652_TARGET_GENES.html	binding_dataset_only	The mouse Zfp652 target-set record contains Adgrl3, but no primary exact Zfp652 occupancy plus perturbation evidence for Adgrl3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_293	zfp91|acvr1|human	ZFP91	ACVR1	human	ZFP91 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZFP91_TARGET_GENES	binding_dataset_only	The human ZFP91 target-set record contains ACVR1, but no primary exact ZFP91 occupancy plus perturbation evidence for ACVR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_294	zim3|adgrl2|human	ZIM3	ADGRL2	human	ZIM3 ADGRL2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZIM3_TARGET_GENES	binding_dataset_only	The human ZIM3 target-set record contains ADGRL2, but no primary exact ZIM3 occupancy plus perturbation evidence for ADGRL2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_295	zim3|anxa2|human	ZIM3	ANXA2	human	ZIM3 ANXA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZIM3_TARGET_GENES	binding_dataset_only	The human ZIM3 target-set record contains ANXA2, but no primary exact ZIM3 occupancy plus perturbation evidence for ANXA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_296	zkscan1|adam22|mouse	ZKSCAN1	Adam22	mouse	ZKSCAN1 Adam22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZKSCAN1_TARGET_GENES.html	binding_dataset_only	The mouse ZKSCAN1 target-set record contains Adam22, but no primary exact ZKSCAN1 occupancy plus perturbation evidence for Adam22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_297	zkscan1|adgrl2|mouse	ZKSCAN1	Adgrl2	mouse	ZKSCAN1 Adgrl2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZKSCAN1_TARGET_GENES.html	binding_dataset_only	The mouse ZKSCAN1 target-set record contains Adgrl2, but no primary exact ZKSCAN1 occupancy plus perturbation evidence for Adgrl2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_298	zkscan1|ado|mouse	ZKSCAN1	Ado	mouse	ZKSCAN1 Ado exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZKSCAN1_TARGET_GENES.html	binding_dataset_only	The mouse ZKSCAN1 target-set record contains Ado, but no primary exact ZKSCAN1 occupancy plus perturbation evidence for Ado was located.	retain_database_target_profile_without_promotion	completed
search_outcome_299	zkscan1|ccl22|mouse	ZKSCAN1	Ccl22	mouse	ZKSCAN1 Ccl22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZKSCAN1_TARGET_GENES.html	binding_dataset_only	The mouse ZKSCAN1 target-set record contains Ccl22, but no primary exact ZKSCAN1 occupancy plus perturbation evidence for Ccl22 was located.	retain_database_target_profile_without_promotion	completed
